,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,ATLANTA_ACTION,MINNESOTA_SCORE,ATLANTA_SCORE
392,4,10:01.0,J. Culver makes free throw 2 of 2,,97,94
393,4,9:53.0,,Shooting foul by R. Covington (drawn by D. Jones),97,94
394,4,9:53.0,,D. Jones misses free throw 1 of 2,97,94
395,4,9:53.0,,Offensive rebound by Team,97,94
396,4,9:53.0,,D. Jones makes free throw 2 of 2,97,95
397,4,9:43.0,A. Wiggins makes 2-pt jump shot from 12 ft,,99,95
398,4,9:37.0,,Personal foul by G. Dieng (drawn by D. Jones),99,95
399,4,9:31.0,,T. Young misses 2-pt jump shot from 17 ft,99,95
400,4,9:27.0,Defensive rebound by R. Covington,,99,95
401,4,9:19.0,G. Dieng makes 3-pt jump shot from 23 ft (assist by J. Teague),,102,95
402,4,9:19.0,,Atlanta full timeout,102,95
403,4,9:19.0,,D. Bembry enters the game for V. Carter,102,95
404,4,9:19.0,,A. Crabbe enters the game for D. Jones,102,95
405,4,9:19.0,,B. Fernando enters the game for C. Reddish,102,95
406,4,9:19.0,,J. Parker enters the game for T. Young,102,95
407,4,9:08.0,,D. Hunter misses 3-pt jump shot from 26 ft,102,95
408,4,9:05.0,,Offensive rebound by D. Bembry,102,95
409,4,9:02.0,,Turnover by B. Fernando (lost ball; steal by A. Wiggins),102,95
410,4,8:47.0,A. Wiggins misses 2-pt jump shot from 17 ft,,102,95
411,4,8:44.0,Offensive rebound by R. Covington,,102,95
412,4,8:29.0,J. Teague makes 2-pt layup at rim,,104,95
413,4,8:12.0,,B. Fernando makes 3-pt jump shot from 25 ft (assist by D. Hunter),104,98
414,4,8:00.0,G. Dieng makes 3-pt jump shot from 23 ft (assist by R. Covington),,107,98
415,4,7:42.0,,Turnover by D. Hunter (bad pass),107,98
416,4,7:42.0,T. Graham enters the game for J. Teague,,107,98
417,4,7:29.0,Shooting foul by B. Fernando (drawn by A. Wiggins),,107,98
418,4,7:29.0,A. Wiggins makes free throw 1 of 2,,108,98
419,4,7:29.0,,C. Reddish enters the game for B. Fernando,108,98
420,4,7:29.0,A. Wiggins makes free throw 2 of 2,,109,98
421,4,7:17.0,,D. Bembry makes 2-pt layup from 2 ft (assist by J. Parker),109,100
422,4,7:17.0,,Shooting foul by G. Dieng (drawn by D. Bembry),109,100
423,4,7:17.0,,D. Bembry misses free throw 1 of 1,109,100
424,4,7:14.0,Defensive rebound by J. Culver,,109,100
425,4,7:05.0,A. Wiggins misses 3-pt jump shot from 26 ft,,109,100
426,4,7:03.0,,Defensive rebound by D. Hunter,109,100
427,4,6:58.0,,C. Reddish misses 3-pt jump shot from 26 ft,109,100
428,4,6:54.0,Defensive rebound by T. Graham,,109,100
429,4,6:36.0,J. Culver makes 2-pt layup from 1 ft,,111,100
430,4,6:20.0,,J. Parker makes 2-pt dunk at rim (assist by C. Reddish),111,102
431,4,6:02.0,R. Covington misses 3-pt jump shot from 26 ft,,111,102
432,4,5:59.0,,Defensive rebound by J. Parker,111,102
433,4,5:55.0,,Shooting foul by A. Wiggins (drawn by C. Reddish),111,102
434,4,5:55.0,,C. Reddish makes free throw 1 of 2,111,103
435,4,5:55.0,K. Bates-Diop enters the game for R. Covington,,111,103
436,4,5:55.0,J. Teague enters the game for G. Dieng,,111,103
437,4,5:55.0,K. Towns enters the game for A. Wiggins,,111,103
438,4,5:55.0,,D. Jones enters the game for A. Crabbe,111,103
439,4,5:55.0,,T. Young enters the game for D. Hunter,111,103
440,4,5:55.0,,C. Reddish makes free throw 2 of 2,111,104
441,4,5:45.0,Turnover by K. Towns (bad pass; steal by D. Bembry),,111,104
442,4,5:40.0,,T. Young misses 3-pt jump shot from 27 ft,111,104
443,4,5:39.0,Defensive rebound by T. Graham,,111,104
444,4,5:39.0,Personal foul by J. Parker (drawn by T. Graham),,111,104
445,4,5:28.0,Shooting foul by C. Reddish (drawn by J. Culver),,111,104
446,4,5:28.0,J. Culver makes free throw 1 of 2,,112,104
447,4,5:28.0,,D. Hunter enters the game for J. Parker,112,104
448,4,5:28.0,J. Culver misses free throw 2 of 2,,112,104
449,4,5:24.0,,Defensive rebound by D. Jones,112,104
450,4,5:15.0,,Turnover by D. Hunter (lost ball; steal by J. Culver),112,104
451,4,5:11.0,J. Culver misses 2-pt layup from 3 ft,,112,104
452,4,5:05.0,,Defensive rebound by D. Jones,112,104
453,4,5:05.0,,Shooting foul by K. Towns (drawn by T. Young),112,104
454,4,5:05.0,,T. Young misses free throw 1 of 2,112,104
455,4,5:05.0,,Offensive rebound by Team,112,104
456,4,5:05.0,,T. Young makes free throw 2 of 2,112,105
457,4,4:48.0,J. Teague misses 2-pt layup from 1 ft,,112,105
458,4,4:46.0,,Defensive rebound by D. Hunter,112,105
459,4,4:36.0,,T. Young misses 2-pt layup from 2 ft,112,105
460,4,4:32.0,Defensive rebound by K. Bates-Diop,,112,105
461,4,4:14.0,T. Graham misses 2-pt layup from 1 ft,,112,105
462,4,4:12.0,Offensive rebound by K. Bates-Diop,,112,105
463,4,4:12.0,K. Bates-Diop makes 2-pt layup at rim,,114,105
464,4,4:12.0,,Atlanta full timeout,114,105
465,4,4:12.0,A. Wiggins enters the game for J. Culver,,114,105
466,4,4:03.0,,D. Hunter misses 2-pt layup from 2 ft (block by K. Towns),114,105
467,4,3:59.0,Defensive rebound by K. Bates-Diop,,114,105
468,4,3:48.0,A. Wiggins misses 2-pt jump shot from 15 ft,,114,105
469,4,3:45.0,,Defensive rebound by D. Bembry,114,105
470,4,3:36.0,,Personal foul by T. Graham (drawn by T. Young),114,105
471,4,3:36.0,,T. Young makes free throw 1 of 2,114,106
472,4,3:36.0,,J. Parker enters the game for D. Bembry,114,106
473,4,3:36.0,,T. Young makes free throw 2 of 2,114,107
474,4,3:24.0,K. Bates-Diop makes 3-pt jump shot from 22 ft (assist by K. Towns),,117,107
475,4,3:12.0,,T. Young misses 2-pt layup from 2 ft,117,107
476,4,3:12.0,Defensive rebound by Team,,117,107
477,4,2:55.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by J. Teague),,120,107
478,4,2:37.0,,D. Hunter misses 2-pt jump shot from 13 ft,120,107
479,4,2:34.0,Defensive rebound by K. Towns,,120,107
480,4,2:18.0,Turnover by K. Towns (bad pass),,120,107
481,4,2:11.0,,T. Young misses 3-pt jump shot from 27 ft,120,107
482,4,2:07.0,,Offensive rebound by T. Young,120,107
483,4,2:07.0,,T. Young misses 3-pt jump shot from 26 ft,120,107
484,4,2:03.0,Defensive rebound by T. Graham,,120,107
485,4,1:52.0,Turnover by A. Wiggins (bad pass; steal by J. Parker),,120,107
486,4,1:52.0,,Personal foul by K. Towns (drawn by J. Parker),120,107
487,4,1:52.0,,J. Parker makes free throw 1 of 2,120,108
488,4,1:52.0,,D. Bembry enters the game for C. Reddish,120,108
489,4,1:52.0,,J. Parker makes free throw 2 of 2,120,109
490,4,1:44.0,K. Bates-Diop makes 2-pt layup from 2 ft (assist by A. Wiggins),,122,109
491,4,1:44.0,Shooting foul by J. Parker (drawn by K. Bates-Diop),,122,109
492,4,1:44.0,K. Bates-Diop makes free throw 1 of 1,,123,109
493,4,1:43.0,,Personal foul by J. Teague (drawn by T. Young),123,109
494,4,1:43.0,,T. Young makes free throw 1 of 2,123,110
495,4,1:43.0,,T. Young makes free throw 2 of 2,123,111
496,4,1:31.0,K. Towns makes 2-pt dunk from 1 ft (assist by J. Teague),,125,111
497,4,1:31.0,,Atlanta full timeout,125,111
498,4,1:31.0,,V. Carter enters the game for D. Jones,125,111
499,4,1:27.0,,D. Hunter misses 2-pt layup from 1 ft,125,111
500,4,1:24.0,Defensive rebound by K. Towns,,125,111
501,4,1:12.0,,Violation by Team (kicked ball),125,111
502,4,1:12.0,,C. Reddish enters the game for T. Young,125,111
503,4,1:00.0,K. Towns misses 2-pt hook shot from 11 ft,,125,111
504,4,0:58.0,,Defensive rebound by J. Parker,125,111
505,4,0:52.0,,D. Bembry makes 2-pt layup from 1 ft (assist by V. Carter),125,113
506,4,0:38.0,Turnover by T. Graham (step out of bounds),,125,113
507,4,0:34.0,,J. Parker misses 3-pt jump shot from 26 ft,125,113
508,4,0:30.0,Defensive rebound by A. Wiggins,,125,113
509,4,0:08.0,Turnover by Team (shot clock),,125,113
510,4,0:06.0,,D. Hunter misses 3-pt jump shot from 28 ft,125,113
511,4,0:01.0,,Offensive rebound by J. Parker,125,113
512,4,0:01.0,,C. Reddish misses 3-pt jump shot from 25 ft (block by K. Bates-Diop),125,113
513,4,0:01.0,,Offensive rebound by J. Parker,125,113
514,4,0:01.0,,J. Parker misses 2-pt layup at rim,125,113
515,4,0:01.0,,Offensive rebound by Team,125,113
