,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,CHICAGO_ACTION,MEMPHIS_SCORE,CHICAGO_SCORE
383,4,9:46.0,T. Jones misses 2-pt layup from 1 ft (block by W. Carter),,70,78
384,4,9:40.0,,Defensive rebound by W. Carter,70,78
385,4,9:40.0,,Chicago full timeout,70,78
386,4,9:40.0,,Z. LaVine enters the game for R. Arcidiacono,70,78
387,4,9:40.0,,T. Satoranský enters the game for K. Dunn,70,78
388,4,9:29.0,,Shooting foul by J. Jackson (drawn by W. Carter),70,78
389,4,9:29.0,,W. Carter misses free throw 1 of 2,70,78
390,4,9:29.0,,Offensive rebound by Team,70,78
391,4,9:29.0,,W. Carter makes free throw 2 of 2,70,79
392,4,9:09.0,J. Jackson misses 2-pt layup from 2 ft (block by W. Carter),,70,79
393,4,9:06.0,,Defensive rebound by W. Carter,70,79
394,4,9:01.0,,T. Young misses 2-pt layup from 4 ft,70,79
395,4,8:58.0,Defensive rebound by J. Jackson,,70,79
396,4,8:46.0,Turnover by T. Jones (bad pass; steal by T. Satoranský),,70,79
397,4,8:32.0,,T. Satoranský makes 2-pt layup from 1 ft,70,81
398,4,8:32.0,,Shooting foul by J. Jackson (drawn by T. Satoranský),70,81
399,4,8:32.0,S. Hill enters the game for B. Caboclo,,70,81
400,4,8:32.0,J. Valančiūnas enters the game for J. Jackson,,70,81
401,4,8:32.0,,T. Satoranský makes free throw 1 of 1,70,82
402,4,8:28.0,Memphis full timeout,,70,82
403,4,8:28.0,,K. Dunn enters the game for D. Valentine,70,82
404,4,8:20.0,G. Allen makes 2-pt dunk at rim (assist by S. Hill),,72,82
405,4,8:09.0,,Turnover by Z. LaVine (out of bounds lost ball),72,82
406,4,7:48.0,J. Valančiūnas makes 2-pt jump shot from 8 ft (assist by S. Hill),,74,82
407,4,7:31.0,,Turnover by W. Carter (out of bounds lost ball),74,82
408,4,7:31.0,,D. Gafford enters the game for W. Carter,74,82
409,4,7:31.0,,L. Markkanen enters the game for T. Young,74,82
410,4,7:20.0,S. Hill misses 3-pt jump shot from 26 ft,,74,82
411,4,7:17.0,,Defensive rebound by K. Dunn,74,82
412,4,7:07.0,,Personal foul by D. Melton (drawn by Z. LaVine),74,82
413,4,7:04.0,,Shooting foul by D. Melton (drawn by Z. LaVine),74,82
414,4,7:04.0,,Z. LaVine makes free throw 1 of 3,74,83
415,4,7:04.0,,Z. LaVine misses free throw 2 of 3,74,83
416,4,7:04.0,,Offensive rebound by Team,74,83
417,4,7:04.0,J. Crowder enters the game for T. Jones,,74,83
418,4,7:04.0,,Z. LaVine makes free throw 3 of 3,74,84
419,4,6:47.0,J. Valančiūnas makes 2-pt layup from 2 ft,,76,84
420,4,6:38.0,,L. Markkanen misses 3-pt jump shot from 26 ft,76,84
421,4,6:37.0,,Offensive rebound by Team,76,84
422,4,6:37.0,Loose ball foul by J. Valančiūnas (drawn by D. Gafford),,76,84
423,4,6:37.0,,D. Gafford makes free throw 1 of 2,76,85
424,4,6:37.0,,D. Gafford misses free throw 2 of 2,76,85
425,4,6:34.0,,Offensive rebound by L. Markkanen,76,85
426,4,6:27.0,,Z. LaVine misses 2-pt jump shot from 15 ft,76,85
427,4,6:24.0,Defensive rebound by J. Valančiūnas,,76,85
428,4,6:14.0,G. Allen makes 3-pt jump shot from 23 ft (assist by J. Crowder),,79,85
429,4,6:02.0,,Shooting foul by D. Melton (drawn by T. Satoranský),79,85
430,4,6:02.0,,T. Satoranský makes free throw 1 of 2,79,86
431,4,6:02.0,,W. Carter enters the game for D. Gafford,79,86
432,4,6:02.0,,T. Satoranský misses free throw 2 of 2,79,86
433,4,6:00.0,Defensive rebound by J. Valančiūnas,,79,86
434,4,5:43.0,J. Valančiūnas misses 2-pt layup from 2 ft,,79,86
435,4,5:40.0,,Defensive rebound by T. Satoranský,79,86
436,4,5:36.0,,T. Satoranský makes 2-pt layup from 2 ft,79,88
437,4,5:26.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by S. Hill),,82,88
438,4,5:09.0,,Turnover by K. Dunn (bad pass; steal by J. Valančiūnas),82,88
439,4,5:08.0,Personal foul by T. Satoranský (drawn by S. Hill),,82,88
440,4,4:58.0,D. Melton makes 2-pt hook shot from 4 ft,,84,88
441,4,4:43.0,,T. Satoranský misses 2-pt jump shot from 10 ft,84,88
442,4,4:41.0,Defensive rebound by G. Allen,,84,88
443,4,4:29.0,J. Crowder makes 3-pt jump shot from 22 ft (assist by D. Melton),,87,88
444,4,4:27.0,,Chicago full timeout,87,88
445,4,4:13.0,,Z. LaVine makes 3-pt jump shot from 26 ft (assist by T. Satoranský),87,91
446,4,3:58.0,Offensive foul by J. Crowder (drawn by W. Carter),,87,91
447,4,3:58.0,Turnover by J. Crowder (offensive foul),,87,91
448,4,3:44.0,,Z. LaVine makes 2-pt jump shot from 22 ft,87,93
449,4,3:38.0,Personal foul by K. Dunn (drawn by D. Melton),,87,93
450,4,3:23.0,J. Crowder misses 2-pt jump shot from 23 ft,,87,93
451,4,3:21.0,,Defensive rebound by T. Satoranský,87,93
452,4,3:01.0,,K. Dunn makes 3-pt jump shot from 26 ft (assist by Z. LaVine),87,96
453,4,2:38.0,G. Allen makes 3-pt jump shot from 26 ft (assist by J. Valančiūnas),,90,96
454,4,2:20.0,,Shooting foul by G. Allen (drawn by Z. LaVine),90,96
455,4,2:20.0,,Z. LaVine makes free throw 1 of 2,90,97
456,4,2:20.0,,Z. LaVine makes free throw 2 of 2,90,98
457,4,2:09.0,S. Hill misses 3-pt jump shot from 23 ft,,90,98
458,4,2:03.0,,Defensive rebound by Z. LaVine,90,98
459,4,1:44.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by Z. LaVine),90,101
460,4,1:44.0,Memphis full timeout,,90,101
461,4,1:34.0,J. Valančiūnas makes 2-pt dunk from 1 ft (assist by D. Melton),,92,101
462,4,1:16.0,,Z. LaVine misses 2-pt jump shot from 22 ft,92,101
463,4,1:10.0,Defensive rebound by S. Hill,,92,101
464,4,1:07.0,S. Hill misses 2-pt layup from 2 ft,,92,101
465,4,1:02.0,,Defensive rebound by T. Satoranský,92,101
466,4,1:00.0,,Turnover by T. Satoranský (bad pass; steal by S. Hill),92,101
467,4,1:00.0,J. Crowder misses 3-pt jump shot from 26 ft,,92,101
468,4,1:00.0,Offensive rebound by Team,,92,101
469,4,1:00.0,,Loose ball foul by K. Dunn (drawn by S. Hill),92,101
470,4,1:00.0,,C. White enters the game for K. Dunn,92,101
471,4,0:52.0,Personal foul by W. Carter (drawn by J. Valančiūnas),,92,101
472,4,0:52.0,J. Valančiūnas misses free throw 1 of 2,,92,101
473,4,0:52.0,Offensive rebound by Team,,92,101
474,4,0:52.0,J. Valančiūnas makes free throw 2 of 2,,93,101
475,4,0:52.0,,Chicago full timeout,93,101
476,4,0:47.0,,Personal foul by S. Hill (drawn by L. Markkanen),93,101
477,4,0:47.0,,L. Markkanen misses free throw 1 of 2,93,101
478,4,0:47.0,,Offensive rebound by Team,93,101
479,4,0:47.0,,L. Markkanen makes free throw 2 of 2,93,102
480,4,0:39.0,J. Crowder misses 3-pt jump shot from 23 ft,,93,102
481,4,0:39.0,Offensive rebound by Team,,93,102
482,4,0:39.0,,Loose ball foul by L. Markkanen (drawn by J. Valančiūnas),93,102
483,4,0:39.0,J. Valančiūnas makes free throw 1 of 2,,94,102
484,4,0:39.0,J. Valančiūnas makes free throw 2 of 2,,95,102
485,4,0:30.0,,Personal foul by G. Allen (drawn by T. Satoranský),95,102
486,4,0:30.0,,T. Satoranský makes free throw 1 of 2,95,103
487,4,0:30.0,,T. Satoranský makes free throw 2 of 2,95,104
488,4,0:23.0,D. Melton misses 2-pt layup from 2 ft,,95,104
489,4,0:23.0,Offensive rebound by J. Valančiūnas,,95,104
490,4,0:23.0,J. Valančiūnas misses 2-pt layup from 1 ft,,95,104
491,4,0:23.0,Offensive rebound by J. Valančiūnas,,95,104
492,4,0:23.0,J. Valančiūnas makes 2-pt dunk from 1 ft,,97,104
493,4,0:22.0,,Personal take foul by J. Crowder (drawn by W. Carter),97,104
494,4,0:22.0,,W. Carter makes free throw 1 of 2,97,105
495,4,0:22.0,,W. Carter makes free throw 2 of 2,97,106
496,4,0:15.0,J. Valančiūnas makes 2-pt jump shot from 9 ft (assist by D. Melton),,99,106
