,QUARTER,TIME_REMAINING,DALLAS_ACTION,CLEVELAND_ACTION,DALLAS_SCORE,CLEVELAND_SCORE
382,4,6:49.0,K. Porziņģis makes 2-pt jump shot from 18 ft (assist by J. Brunson),,111,95
383,4,6:42.0,,D. Garland makes 3-pt jump shot from 29 ft,111,98
384,4,6:21.0,J. Brunson misses 3-pt jump shot from 29 ft,,111,98
385,4,6:18.0,,Defensive rebound by C. Sexton,111,98
386,4,6:13.0,,Shooting foul by J. Brunson (drawn by T. Thompson),111,98
387,4,6:13.0,,T. Thompson misses free throw 1 of 2,111,98
388,4,6:13.0,,Offensive rebound by Team,111,98
389,4,6:13.0,S. Curry enters the game for J. Brunson,,111,98
390,4,6:13.0,L. Dončić enters the game for D. Wright,,111,98
391,4,6:13.0,,T. Thompson misses free throw 2 of 2,111,98
392,4,6:10.0,Defensive rebound by K. Porziņģis,,111,98
393,4,5:58.0,Turnover by L. Dončić (bad pass; steal by C. Sexton),,111,98
394,4,5:53.0,,Personal foul by T. Hardaway (drawn by T. Thompson),111,98
395,4,5:53.0,,T. Thompson misses free throw 1 of 2,111,98
396,4,5:53.0,,Offensive rebound by Team,111,98
397,4,5:53.0,D. Finney-Smith enters the game for K. Porziņģis,,111,98
398,4,5:53.0,,T. Thompson misses free throw 2 of 2,111,98
399,4,5:51.0,Defensive rebound by T. Hardaway,,111,98
400,4,5:35.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,111,98
401,4,5:31.0,,Defensive rebound by T. Thompson,111,98
402,4,5:18.0,,Turnover by K. Love (bad pass; steal by D. Powell),111,98
403,4,5:12.0,S. Curry makes 3-pt jump shot from 25 ft (assist by L. Dončić),,114,98
404,4,4:55.0,,Shooting foul by D. Finney-Smith (drawn by K. Love),114,98
405,4,4:55.0,,K. Love makes free throw 1 of 2,114,99
406,4,4:55.0,,J. Clarkson enters the game for D. Garland,114,99
407,4,4:55.0,,B. Knight enters the game for C. Sexton,114,99
408,4,4:55.0,,L. Nance enters the game for T. Thompson,114,99
409,4,4:55.0,,K. Love makes free throw 2 of 2,114,100
410,4,4:42.0,T. Hardaway misses 3-pt jump shot from 29 ft,,114,100
411,4,4:37.0,Offensive rebound by D. Powell,,114,100
412,4,4:37.0,Personal foul by B. Knight (drawn by T. Hardaway),,114,100
413,4,4:37.0,Dallas full timeout,,114,100
414,4,4:37.0,J. Brunson enters the game for T. Hardaway,,114,100
415,4,4:29.0,D. Powell makes 2-pt dunk from 1 ft (assist by L. Dončić),,116,100
416,4,4:02.0,,C. Osman misses 3-pt jump shot from 25 ft,116,100
417,4,4:01.0,,Offensive rebound by K. Love,116,100
418,4,4:01.0,,Shooting foul by J. Brunson (drawn by K. Love),116,100
419,4,4:01.0,,K. Love makes free throw 1 of 2,116,101
420,4,4:01.0,,K. Love makes free throw 2 of 2,116,102
421,4,3:53.0,Shooting foul by C. Osman (drawn by L. Dončić),,116,102
422,4,3:53.0,L. Dončić makes free throw 1 of 2,,117,102
423,4,3:53.0,L. Dončić makes free throw 2 of 2,,118,102
424,4,3:35.0,,J. Clarkson misses 3-pt jump shot from 25 ft,118,102
425,4,3:31.0,Defensive rebound by L. Dončić,,118,102
426,4,3:21.0,D. Finney-Smith makes 2-pt jump shot from 8 ft (assist by L. Dončić),,120,102
427,4,3:06.0,,K. Love misses 2-pt layup from 1 ft,120,102
428,4,3:04.0,Defensive rebound by L. Dončić,,120,102
429,4,3:01.0,L. Dončić misses 3-pt jump shot from 31 ft,,120,102
430,4,2:57.0,Offensive rebound by S. Curry,,120,102
431,4,2:55.0,S. Curry misses 3-pt jump shot from 26 ft,,120,102
432,4,2:53.0,,Defensive rebound by K. Love,120,102
433,4,2:42.0,,J. Clarkson makes 2-pt layup from 1 ft,120,104
434,4,2:39.0,Dallas full timeout,,120,104
435,4,2:39.0,D. Wright enters the game for L. Dončić,,120,104
436,4,2:39.0,,T. Cook enters the game for J. Clarkson,120,104
437,4,2:39.0,,A. McKinnie enters the game for K. Love,120,104
438,4,2:39.0,,K. Porter enters the game for C. Osman,120,104
439,4,2:22.0,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Wright),,123,104
440,4,2:11.0,,K. Porter misses 3-pt jump shot from 26 ft,123,104
441,4,2:08.0,,Offensive rebound by T. Cook,123,104
442,4,2:00.0,,B. Knight makes 3-pt jump shot from 26 ft (assist by L. Nance),123,107
443,4,1:35.0,Turnover by J. Brunson (bad pass; steal by B. Knight),,123,107
444,4,1:32.0,,K. Porter makes 2-pt layup from 2 ft (assist by B. Knight),123,109
445,4,1:32.0,Dallas full timeout,,123,109
446,4,1:32.0,R. Broekhoff enters the game for J. Brunson,,123,109
447,4,1:32.0,J. Jackson enters the game for D. Powell,,123,109
448,4,1:10.0,R. Broekhoff makes 3-pt jump shot from 26 ft (assist by D. Wright),,126,109
449,4,1:00.0,,Turnover by K. Porter (bad pass; steal by J. Jackson),126,109
450,4,0:43.0,D. Finney-Smith makes 2-pt layup from 1 ft (assist by R. Broekhoff),,128,109
451,4,0:43.0,Shooting foul by K. Porter (drawn by D. Finney-Smith),,128,109
452,4,0:43.0,D. Finney-Smith makes free throw 1 of 1,,129,109
453,4,0:38.0,,B. Knight misses 3-pt jump shot from 30 ft,129,109
454,4,0:34.0,Defensive rebound by D. Finney-Smith,,129,109
455,4,0:21.0,D. Finney-Smith makes 2-pt dunk at rim (assist by S. Curry),,131,109
456,4,0:08.0,,K. Porter misses 3-pt jump shot from 25 ft,131,109
457,4,0:04.0,,Offensive rebound by A. McKinnie,131,109
458,4,0:02.0,,L. Nance misses 3-pt jump shot from 22 ft,131,109
459,4,0:00.0,,Offensive rebound by T. Cook,131,109
460,4,0:00.0,,T. Cook makes 2-pt layup from 2 ft,131,111
461,4,0:00.0,,Instant Replay (Request: Ruling Stands),131,111
