,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,ORLANDO_ACTION,OKLAHOMA CITY_SCORE,ORLANDO_SCORE
25,1,8:11.0,,N. Vučević misses 2-pt hook shot from 9 ft,5,6
26,1,8:08.0,Defensive rebound by D. Gallinari,,5,6
27,1,7:55.0,N. Noel makes 2-pt dunk from 1 ft (assist by C. Paul),,7,6
28,1,7:28.0,,N. Vučević misses 2-pt hook shot from 8 ft (block by N. Noel),7,6
29,1,7:24.0,Defensive rebound by D. Gallinari,,7,6
30,1,7:23.0,C. Paul makes 2-pt jump shot from 8 ft,,9,6
31,1,7:23.0,Shooting foul by M. Fultz (drawn by C. Paul),,9,6
32,1,7:23.0,C. Paul misses free throw 1 of 1,,9,6
33,1,7:21.0,,Defensive rebound by N. Vučević,9,6
34,1,7:12.0,,E. Fournier misses 3-pt jump shot from 26 ft,9,6
35,1,7:09.0,,Offensive rebound by N. Vučević,9,6
36,1,7:06.0,,W. Iwundu misses 3-pt jump shot from 27 ft,9,6
37,1,7:01.0,,Offensive rebound by A. Gordon,9,6
38,1,7:01.0,,A. Gordon misses 2-pt layup at rim,9,6
39,1,7:01.0,,Offensive rebound by A. Gordon,9,6
40,1,6:58.0,,A. Gordon makes 2-pt layup at rim,9,8
41,1,6:49.0,C. Paul misses 2-pt jump shot from 17 ft,,9,8
42,1,6:46.0,,Defensive rebound by M. Fultz,9,8
43,1,6:35.0,,A. Gordon misses 3-pt jump shot from 25 ft,9,8
44,1,6:32.0,Defensive rebound by D. Gallinari,,9,8
45,1,6:25.0,Turnover by N. Noel (bad pass; steal by E. Fournier),,9,8
46,1,6:16.0,,Turnover by E. Fournier (lost ball; steal by C. Paul),9,8
47,1,5:57.0,S. Gilgeous-Alexander makes 2-pt jump shot from 2 ft,,11,8
48,1,5:53.0,,Orlando full timeout,11,8
49,1,5:53.0,M. Muscala enters the game for N. Noel,,11,8
50,1,5:53.0,D. Schröder enters the game for C. Paul,,11,8
51,1,5:53.0,,M. Carter-Williams enters the game for M. Fultz,11,8
52,1,5:53.0,,T. Ross enters the game for W. Iwundu,11,8
53,1,5:32.0,,M. Carter-Williams misses 2-pt layup from 2 ft,11,8
54,1,5:27.0,,Offensive rebound by N. Vučević,11,8
55,1,5:27.0,,N. Vučević makes 2-pt layup at rim,11,10
56,1,5:15.0,M. Muscala makes 3-pt jump shot from 26 ft (assist by D. Schröder),,14,10
57,1,4:49.0,,M. Carter-Williams misses 3-pt jump shot from 26 ft,14,10
58,1,4:45.0,Defensive rebound by D. Schröder,,14,10
59,1,4:36.0,M. Muscala makes 2-pt layup from 1 ft (assist by D. Schröder),,16,10
60,1,4:26.0,,T. Ross misses 3-pt jump shot from 27 ft,16,10
61,1,4:23.0,Defensive rebound by D. Schröder,,16,10
62,1,4:21.0,Personal foul by M. Carter-Williams (drawn by D. Schröder),,16,10
63,1,4:07.0,Turnover by D. Gallinari (bad pass; steal by A. Gordon),,16,10
64,1,4:06.0,,Personal foul by L. Dort (drawn by A. Gordon),16,10
65,1,3:59.0,,Turnover by E. Fournier (bad pass; steal by D. Gallinari),16,10
66,1,3:55.0,L. Dort makes 2-pt dunk from 2 ft (assist by D. Gallinari),,18,10
67,1,3:39.0,,N. Vučević makes 2-pt dunk from 1 ft (assist by E. Fournier),18,12
68,1,3:19.0,L. Dort misses 2-pt layup from 3 ft,,18,12
69,1,3:15.0,,Defensive rebound by N. Vučević,18,12
70,1,3:08.0,,Turnover by M. Carter-Williams (lost ball; steal by S. Gilgeous-Alexander),18,12
71,1,3:04.0,Offensive foul by M. Muscala (drawn by M. Carter-Williams),,18,12
72,1,3:04.0,Turnover by M. Muscala (offensive foul),,18,12
73,1,3:04.0,D. Bazley enters the game for L. Dort,,18,12
74,1,3:04.0,H. Diallo enters the game for D. Gallinari,,18,12
75,1,3:04.0,,K. Birch enters the game for E. Fournier,18,12
76,1,3:04.0,,W. Iwundu enters the game for A. Gordon,18,12
77,1,2:50.0,,N. Vučević misses 2-pt layup from 4 ft (block by D. Bazley),18,12
78,1,2:41.0,,Offensive rebound by K. Birch,18,12
79,1,2:41.0,,K. Birch makes 2-pt layup at rim,18,14
80,1,2:39.0,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,,20,14
81,1,2:27.0,Oklahoma City full timeout,,20,14
82,1,2:27.0,,M. Bamba enters the game for N. Vučević,20,14
83,1,2:19.0,,T. Ross misses 2-pt jump shot from 17 ft,20,14
84,1,2:14.0,Defensive rebound by S. Gilgeous-Alexander,,20,14
85,1,2:02.0,H. Diallo makes 2-pt dunk from 2 ft (assist by D. Schröder),,22,14
86,1,1:48.0,,T. Ross misses 3-pt jump shot from 23 ft,22,14
87,1,1:44.0,Defensive rebound by S. Gilgeous-Alexander,,22,14
88,1,1:40.0,Turnover by S. Gilgeous-Alexander (lost ball; steal by M. Carter-Williams),,22,14
89,1,1:30.0,,M. Bamba makes 2-pt dunk at rim (assist by T. Ross),22,16
90,1,1:07.0,D. Schröder misses 3-pt jump shot from 26 ft,,22,16
91,1,1:04.0,,Defensive rebound by T. Ross,22,16
92,1,0:59.0,,M. Carter-Williams makes 2-pt layup from 1 ft,22,18
93,1,0:59.0,,Shooting foul by S. Gilgeous-Alexander (drawn by M. Carter-Williams),22,18
94,1,0:59.0,N. Noel enters the game for S. Gilgeous-Alexander,,22,18
95,1,0:59.0,C. Paul enters the game for M. Muscala,,22,18
96,1,0:59.0,,M. Carter-Williams makes free throw 1 of 1,22,19
97,1,0:46.0,Personal foul by M. Carter-Williams (drawn by C. Paul),,22,19
98,1,0:46.0,C. Paul makes free throw 1 of 2,,23,19
99,1,0:46.0,C. Paul makes free throw 2 of 2,,24,19
100,1,0:27.0,,K. Birch misses 2-pt jump shot from 2 ft,24,19
101,1,0:26.0,,Offensive rebound by K. Birch,24,19
102,1,0:26.0,,K. Birch misses 2-pt layup at rim,24,19
103,1,0:26.0,,Offensive rebound by Team,24,19
104,1,0:21.0,,Shooting foul by N. Noel (drawn by T. Ross),24,19
105,1,0:21.0,,T. Ross makes free throw 1 of 2,24,20
106,1,0:21.0,D. Gallinari enters the game for H. Diallo,,24,20
107,1,0:21.0,,T. Ross makes free throw 2 of 2,24,21
108,1,0:08.0,,Violation by Team (kicked ball),24,21
109,1,0:02.0,D. Gallinari misses 3-pt jump shot from 28 ft,,24,21
110,1,0:02.0,,Defensive rebound by K. Birch,24,21
111,2,11:41.0,,M. Carter-Williams misses 2-pt jump shot from 15 ft,24,21
112,2,11:38.0,Defensive rebound by N. Noel,,24,21
113,2,11:26.0,D. Bazley misses 2-pt layup from 4 ft (block by M. Bamba),,24,21
114,2,11:21.0,,Defensive rebound by T. Ross,24,21
115,2,11:19.0,,M. Carter-Williams makes 2-pt dunk from 2 ft,24,23
116,2,11:07.0,D. Schröder misses 2-pt jump shot from 15 ft,,24,23
117,2,11:03.0,,Defensive rebound by K. Birch,24,23
118,2,10:49.0,,M. Bamba misses 3-pt jump shot from 23 ft,24,23
119,2,10:46.0,Defensive rebound by H. Diallo,,24,23
120,2,10:41.0,D. Schröder makes 3-pt jump shot from 27 ft (assist by H. Diallo),,27,23
121,2,10:22.0,,T. Ross misses 2-pt layup from 2 ft,27,23
122,2,10:20.0,Defensive rebound by N. Noel,,27,23
123,2,10:20.0,Personal foul by T. Ross (drawn by H. Diallo),,27,23
124,2,10:12.0,N. Noel makes 2-pt dunk from 1 ft (assist by C. Paul),,29,23
125,2,9:52.0,,T. Ross misses 3-pt jump shot from 26 ft,29,23
126,2,9:49.0,,Offensive rebound by K. Birch,29,23
127,2,9:47.0,,K. Birch makes 2-pt layup from 1 ft,29,25
128,2,9:18.0,N. Noel misses 3-pt jump shot from 24 ft,,29,25
129,2,9:15.0,,Defensive rebound by M. Carter-Williams,29,25
130,2,9:05.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by M. Bamba),29,28
131,2,8:49.0,N. Noel misses 2-pt jump shot from 6 ft,,29,28
132,2,8:49.0,Offensive rebound by Team,,29,28
133,2,8:49.0,,G. Clark enters the game for K. Birch,29,28
134,2,8:47.0,D. Schröder makes 2-pt jump shot from 16 ft (assist by C. Paul),,31,28
135,2,8:28.0,,T. Ross makes 2-pt jump shot from 19 ft (assist by M. Carter-Williams),31,30
136,2,8:18.0,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),,33,30
137,2,8:05.0,,Offensive foul by E. Fournier (drawn by D. Bazley),33,30
138,2,8:05.0,,Turnover by E. Fournier (offensive foul),33,30
139,2,8:05.0,,M. Fultz enters the game for M. Carter-Williams,33,30
140,2,8:05.0,,A. Gordon enters the game for E. Fournier,33,30
141,2,7:55.0,D. Bazley makes 2-pt layup from 1 ft (assist by C. Paul),,35,30
142,2,7:40.0,,M. Fultz misses 2-pt hook shot from 8 ft,35,30
143,2,7:37.0,Defensive rebound by C. Paul,,35,30
144,2,7:31.0,C. Paul makes 2-pt jump shot from 14 ft,,37,30
145,2,7:11.0,,A. Gordon misses 2-pt layup from 2 ft,37,30
146,2,7:06.0,,Offensive rebound by A. Gordon,37,30
147,2,7:06.0,,A. Gordon misses 2-pt layup at rim,37,30
148,2,7:04.0,,Offensive rebound by A. Gordon,37,30
149,2,7:04.0,,A. Gordon makes 2-pt layup at rim,37,32
150,2,7:00.0,D. Schröder makes 2-pt layup from 2 ft,,39,32
151,2,6:47.0,,A. Gordon misses 2-pt jump shot from 17 ft,39,32
152,2,6:43.0,Defensive rebound by H. Diallo,,39,32
153,2,6:33.0,H. Diallo makes 2-pt jump shot from 11 ft (assist by D. Schröder),,41,32
154,2,6:24.0,,Orlando full timeout,41,32
155,2,6:24.0,L. Dort enters the game for D. Bazley,,41,32
156,2,6:24.0,D. Gallinari enters the game for C. Paul,,41,32
157,2,6:24.0,S. Gilgeous-Alexander enters the game for D. Schröder,,41,32
158,2,6:24.0,,W. Iwundu enters the game for M. Bamba,41,32
159,2,6:24.0,,N. Vučević enters the game for T. Ross,41,32
160,2,6:17.0,,N. Vučević misses 2-pt jump shot from 11 ft,41,32
161,2,6:13.0,Defensive rebound by S. Gilgeous-Alexander,,41,32
162,2,5:57.0,D. Gallinari makes 3-pt jump shot from 28 ft,,44,32
163,2,5:36.0,,M. Fultz misses 2-pt jump shot from 10 ft,44,32
164,2,5:33.0,Defensive rebound by N. Noel,,44,32
165,2,5:28.0,N. Noel makes 2-pt jump shot from 8 ft (assist by S. Gilgeous-Alexander),,46,32
166,2,5:08.0,,M. Fultz makes 2-pt layup from 1 ft,46,34
167,2,4:49.0,D. Gallinari misses 2-pt layup from 5 ft,,46,34
168,2,4:46.0,,Defensive rebound by M. Fultz,46,34
169,2,4:45.0,,Personal foul by S. Gilgeous-Alexander (drawn by M. Fultz),46,34
170,2,4:45.0,,E. Fournier enters the game for G. Clark,46,34
171,2,4:32.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by A. Gordon),46,37
172,2,4:31.0,Oklahoma City full timeout,,46,37
173,2,4:31.0,M. Muscala enters the game for H. Diallo,,46,37
174,2,4:31.0,D. Schröder enters the game for N. Noel,,46,37
175,2,4:22.0,Personal foul by W. Iwundu (drawn by S. Gilgeous-Alexander),,46,37
176,2,4:19.0,D. Gallinari misses 3-pt jump shot from 26 ft,,46,37
177,2,4:16.0,,Defensive rebound by M. Fultz,46,37
178,2,4:04.0,,W. Iwundu makes 2-pt layup from 1 ft (assist by N. Vučević),46,39
179,2,3:46.0,Turnover by L. Dort (bad pass; steal by N. Vučević),,46,39
180,2,3:40.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by M. Fultz),46,42
181,2,3:24.0,D. Schröder makes 2-pt jump shot from 18 ft,,48,42
182,2,3:07.0,,E. Fournier misses 3-pt jump shot from 25 ft,48,42
183,2,3:04.0,Defensive rebound by M. Muscala,,48,42
184,2,2:53.0,M. Muscala makes 3-pt jump shot from 23 ft (assist by D. Schröder),,51,42
185,2,2:33.0,,N. Vučević makes 3-pt jump shot from 25 ft (assist by E. Fournier),51,45
186,2,2:13.0,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,,53,45
187,2,1:55.0,,N. Vučević makes 2-pt layup from 1 ft (assist by A. Gordon),53,47
188,2,1:43.0,D. Schröder makes 2-pt layup from 2 ft,,55,47
189,2,1:26.0,,W. Iwundu misses 3-pt jump shot from 24 ft,55,47
190,2,1:23.0,,Offensive rebound by N. Vučević,55,47
191,2,1:13.0,,N. Vučević makes 2-pt hook shot from 11 ft (assist by M. Fultz),55,49
192,2,0:51.0,D. Schröder misses 2-pt layup from 2 ft,,55,49
193,2,0:49.0,,Defensive rebound by W. Iwundu,55,49
194,2,0:43.0,,E. Fournier makes 2-pt jump shot from 8 ft,55,51
195,2,0:29.0,S. Gilgeous-Alexander makes 2-pt jump shot from 2 ft,,57,51
196,2,0:29.0,Shooting foul by W. Iwundu (drawn by S. Gilgeous-Alexander),,57,51
197,2,0:29.0,N. Noel enters the game for L. Dort,,57,51
198,2,0:29.0,C. Paul enters the game for M. Muscala,,57,51
199,2,0:29.0,,T. Ross enters the game for W. Iwundu,57,51
200,2,0:29.0,S. Gilgeous-Alexander makes free throw 1 of 1,,58,51
201,2,0:10.0,,N. Vučević misses 3-pt jump shot from 26 ft,58,51
202,2,0:05.0,Defensive rebound by S. Gilgeous-Alexander,,58,51
203,2,0:00.0,N. Noel makes 2-pt dunk from 1 ft (assist by C. Paul),,60,51
204,2,0:00.0,,A. Gordon misses 3-pt jump shot from 75 ft,60,51
205,2,0:00.0,,Offensive rebound by Team,60,51
206,3,11:41.0,,N. Vučević makes 2-pt dunk from 4 ft (assist by E. Fournier),60,53
207,3,11:26.0,Turnover by S. Gilgeous-Alexander (traveling),,60,53
208,3,11:16.0,,A. Gordon makes 2-pt layup from 2 ft (assist by N. Vučević),60,55
209,3,10:52.0,C. Paul makes 2-pt jump shot from 12 ft,,62,55
210,3,10:31.0,,A. Gordon makes 2-pt dunk at rim (assist by E. Fournier),62,57
211,3,10:16.0,C. Paul makes 2-pt jump shot from 15 ft,,64,57
212,3,10:04.0,,E. Fournier makes 2-pt jump shot from 20 ft (assist by N. Vučević),64,59
213,3,9:49.0,Shooting foul by W. Iwundu (drawn by L. Dort),,64,59
214,3,9:49.0,L. Dort makes free throw 1 of 2,,65,59
215,3,9:49.0,L. Dort makes free throw 2 of 2,,66,59
216,3,9:39.0,,N. Vučević makes 2-pt layup from 3 ft (assist by E. Fournier),66,61
217,3,9:39.0,,Shooting foul by L. Dort (drawn by N. Vučević),66,61
218,3,9:39.0,Oklahoma City full timeout,,66,61
219,3,9:39.0,,N. Vučević makes free throw 1 of 1,66,62
220,3,9:30.0,S. Gilgeous-Alexander misses 2-pt jump shot from 15 ft,,66,62
221,3,9:26.0,,Defensive rebound by N. Vučević,66,62
222,3,9:19.0,,Turnover by E. Fournier (bad pass; steal by L. Dort),66,62
223,3,9:07.0,D. Gallinari misses 3-pt jump shot from 23 ft,,66,62
224,3,9:04.0,,Defensive rebound by N. Vučević,66,62
225,3,8:59.0,,N. Vučević misses 3-pt jump shot from 27 ft,66,62
226,3,8:55.0,Defensive rebound by S. Gilgeous-Alexander,,66,62
227,3,8:45.0,C. Paul misses 2-pt jump shot from 15 ft,,66,62
228,3,8:41.0,,Defensive rebound by E. Fournier,66,62
229,3,8:34.0,,Shooting foul by N. Noel (drawn by W. Iwundu),66,62
230,3,8:34.0,,W. Iwundu makes free throw 1 of 2,66,63
231,3,8:34.0,,W. Iwundu misses free throw 2 of 2,66,63
232,3,8:31.0,Defensive rebound by S. Gilgeous-Alexander,,66,63
233,3,8:19.0,N. Noel makes 2-pt dunk from 1 ft (assist by C. Paul),,68,63
234,3,7:59.0,,E. Fournier misses 2-pt jump shot from 16 ft,68,63
235,3,7:56.0,Defensive rebound by C. Paul,,68,63
236,3,7:50.0,Shooting foul by N. Vučević (drawn by S. Gilgeous-Alexander),,68,63
237,3,7:50.0,S. Gilgeous-Alexander makes free throw 1 of 2,,69,63
238,3,7:50.0,S. Gilgeous-Alexander makes free throw 2 of 2,,70,63
239,3,7:26.0,,Turnover by N. Vučević (lost ball; steal by L. Dort),70,63
240,3,7:22.0,L. Dort makes 2-pt layup from 2 ft,,72,63
241,3,7:03.0,,W. Iwundu misses 2-pt layup from 2 ft (block by S. Gilgeous-Alexander),72,63
242,3,6:59.0,Defensive rebound by N. Noel,,72,63
243,3,6:58.0,Personal foul by A. Gordon (drawn by C. Paul),,72,63
244,3,6:47.0,D. Gallinari makes 2-pt jump shot from 15 ft (assist by L. Dort),,74,63
245,3,6:46.0,,Orlando full timeout,74,63
246,3,6:31.0,,N. Vučević misses 2-pt jump shot from 6 ft,74,63
247,3,6:28.0,Defensive rebound by C. Paul,,74,63
248,3,6:09.0,D. Gallinari makes 2-pt jump shot from 12 ft,,76,63
249,3,5:54.0,,W. Iwundu misses 2-pt jump shot from 15 ft,76,63
250,3,5:52.0,Defensive rebound by S. Gilgeous-Alexander,,76,63
251,3,5:48.0,Personal foul by W. Iwundu (drawn by S. Gilgeous-Alexander),,76,63
252,3,5:48.0,D. Schröder enters the game for L. Dort,,76,63
253,3,5:48.0,,T. Ross enters the game for W. Iwundu,76,63
254,3,5:46.0,Personal foul by M. Fultz (drawn by C. Paul),,76,63
255,3,5:46.0,C. Paul makes free throw 1 of 2,,77,63
256,3,5:46.0,C. Paul makes free throw 2 of 2,,78,63
257,3,5:33.0,,M. Fultz misses 2-pt layup from 3 ft (block by N. Noel),78,63
258,3,5:30.0,Defensive rebound by D. Gallinari,,78,63
259,3,5:21.0,Turnover by C. Paul (bad pass),,78,63
260,3,5:05.0,,E. Fournier makes 2-pt jump shot from 8 ft,78,65
261,3,4:54.0,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),,80,65
262,3,4:36.0,,E. Fournier makes 2-pt layup from 1 ft,80,67
263,3,4:36.0,,Shooting foul by C. Paul (drawn by E. Fournier),80,67
264,3,4:36.0,,E. Fournier makes free throw 1 of 1,80,68
265,3,4:26.0,C. Paul misses 2-pt jump shot from 14 ft,,80,68
266,3,4:23.0,,Defensive rebound by A. Gordon,80,68
267,3,4:17.0,,Shooting foul by N. Noel (drawn by M. Fultz),80,68
268,3,4:17.0,,M. Fultz makes free throw 1 of 2,80,69
269,3,4:17.0,,M. Fultz makes free throw 2 of 2,80,70
270,3,3:52.0,D. Gallinari misses 2-pt jump shot from 8 ft,,80,70
271,3,3:49.0,,Defensive rebound by T. Ross,80,70
272,3,3:32.0,,M. Fultz makes 2-pt jump shot from 8 ft,80,72
273,3,3:12.0,D. Schröder makes 2-pt jump shot from 20 ft,,82,72
274,3,2:57.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by M. Fultz),82,75
275,3,2:49.0,D. Schröder makes 2-pt layup from 2 ft,,84,75
276,3,2:49.0,Shooting foul by N. Vučević (drawn by D. Schröder),,84,75
277,3,2:49.0,D. Bazley enters the game for D. Gallinari,,84,75
278,3,2:49.0,L. Dort enters the game for N. Noel,,84,75
279,3,2:49.0,M. Muscala enters the game for C. Paul,,84,75
280,3,2:49.0,,M. Bamba enters the game for E. Fournier,84,75
281,3,2:49.0,,K. Birch enters the game for M. Fultz,84,75
282,3,2:49.0,,M. Carter-Williams enters the game for A. Gordon,84,75
283,3,2:49.0,,W. Iwundu enters the game for N. Vučević,84,75
284,3,2:49.0,D. Schröder misses free throw 1 of 1,,84,75
285,3,2:46.0,,Defensive rebound by M. Bamba,84,75
286,3,2:36.0,,Offensive foul by T. Ross (drawn by L. Dort),84,75
287,3,2:36.0,,Turnover by T. Ross (offensive foul),84,75
288,3,2:36.0,H. Diallo enters the game for S. Gilgeous-Alexander,,84,75
289,3,2:28.0,Offensive foul by M. Muscala (drawn by M. Carter-Williams),,84,75
290,3,2:28.0,Turnover by M. Muscala (offensive foul),,84,75
291,3,2:09.0,,T. Ross makes 2-pt jump shot from 21 ft,84,77
292,3,1:59.0,D. Schröder makes 3-pt jump shot from 27 ft (assist by M. Muscala),,87,77
293,3,1:43.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),87,80
294,3,1:32.0,D. Schröder misses 2-pt jump shot from 17 ft,,87,80
295,3,1:29.0,,Defensive rebound by M. Bamba,87,80
296,3,1:23.0,,M. Carter-Williams makes 2-pt layup at rim,87,82
297,3,1:10.0,Turnover by H. Diallo (out of bounds lost ball),,87,82
298,3,0:54.0,,T. Ross makes 3-pt jump shot from 27 ft,87,85
299,3,0:54.0,,Shooting foul by L. Dort (drawn by T. Ross),87,85
300,3,0:54.0,,T. Ross makes free throw 1 of 1,87,86
301,3,0:42.0,D. Schröder makes 2-pt layup from 1 ft,,89,86
302,3,0:27.0,,T. Ross makes 3-pt jump shot from 26 ft,89,89
303,3,0:02.0,M. Muscala makes 3-pt jump shot from 23 ft (assist by D. Schröder),,92,89
304,3,0:00.0,,M. Carter-Williams misses 2-pt jump shot from 8 ft,92,89
305,3,0:00.0,,Offensive rebound by Team,92,89
306,4,11:45.0,S. Gilgeous-Alexander misses 2-pt layup from 7 ft (block by M. Carter-Williams),,92,89
307,4,11:42.0,,Defensive rebound by Team,92,89
308,4,11:21.0,,E. Fournier misses 3-pt jump shot from 25 ft,92,89
309,4,11:18.0,Defensive rebound by S. Gilgeous-Alexander,,92,89
310,4,11:08.0,Turnover by D. Schröder (bad pass; steal by T. Ross),,92,89
311,4,11:06.0,,T. Ross makes 2-pt dunk from 2 ft,92,91
312,4,10:53.0,Personal foul by M. Carter-Williams (drawn by D. Schröder),,92,91
313,4,10:44.0,S. Gilgeous-Alexander makes 2-pt jump shot from 16 ft,,94,91
314,4,10:18.0,,T. Ross misses 3-pt jump shot from 27 ft,94,91
315,4,10:17.0,,Offensive rebound by Team,94,91
316,4,10:17.0,,Turnover by Team (shot clock),94,91
317,4,10:07.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by D. Bazley),,97,91
318,4,9:52.0,,Turnover by E. Fournier (bad pass),97,91
319,4,9:52.0,,N. Vučević enters the game for M. Bamba,97,91
320,4,9:40.0,M. Muscala makes 3-pt jump shot from 26 ft (assist by D. Schröder),,100,91
321,4,9:39.0,,Orlando full timeout,100,91
322,4,9:25.0,,E. Fournier misses 2-pt jump shot from 12 ft,100,91
323,4,9:23.0,Defensive rebound by S. Gilgeous-Alexander,,100,91
324,4,9:10.0,D. Schröder makes 2-pt layup from 1 ft,,102,91
325,4,8:55.0,,N. Vučević makes 2-pt jump shot from 8 ft (assist by T. Ross),102,93
326,4,8:40.0,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,,104,93
327,4,8:23.0,,M. Carter-Williams misses 2-pt layup from 7 ft (block by S. Gilgeous-Alexander),104,93
328,4,8:23.0,,Offensive rebound by M. Carter-Williams,104,93
329,4,8:23.0,,Shooting foul by D. Bazley (drawn by M. Carter-Williams),104,93
330,4,8:23.0,,M. Carter-Williams makes free throw 1 of 2,104,94
331,4,8:23.0,,M. Fultz enters the game for K. Birch,104,94
332,4,8:23.0,,A. Gordon enters the game for E. Fournier,104,94
333,4,8:23.0,,M. Carter-Williams misses free throw 2 of 2,104,94
334,4,8:20.0,Defensive rebound by D. Bazley,,104,94
335,4,8:06.0,Turnover by S. Gilgeous-Alexander (bad pass; steal by N. Vučević),,104,94
336,4,8:01.0,,M. Fultz makes 2-pt layup from 2 ft (assist by M. Carter-Williams),104,96
337,4,7:54.0,Shooting foul by N. Vučević (drawn by S. Gilgeous-Alexander),,104,96
338,4,7:54.0,S. Gilgeous-Alexander misses free throw 1 of 2,,104,96
339,4,7:54.0,Offensive rebound by Team,,104,96
340,4,7:54.0,S. Gilgeous-Alexander makes free throw 2 of 2,,105,96
341,4,7:42.0,,M. Carter-Williams makes 2-pt layup from 2 ft,105,98
342,4,7:20.0,D. Schröder makes 2-pt jump shot from 7 ft,,107,98
343,4,6:57.0,,M. Carter-Williams misses 2-pt layup from 3 ft (block by D. Bazley),107,98
344,4,6:54.0,Defensive rebound by H. Diallo,,107,98
345,4,6:52.0,H. Diallo misses 2-pt layup from 6 ft,,107,98
346,4,6:49.0,,Defensive rebound by N. Vučević,107,98
347,4,6:48.0,,M. Carter-Williams makes 2-pt layup from 2 ft (assist by A. Gordon),107,100
348,4,6:48.0,Oklahoma City full timeout,,107,100
349,4,6:48.0,L. Dort enters the game for D. Bazley,,107,100
350,4,6:48.0,D. Gallinari enters the game for H. Diallo,,107,100
351,4,6:48.0,C. Paul enters the game for S. Gilgeous-Alexander,,107,100
352,4,6:48.0,,W. Iwundu enters the game for T. Ross,107,100
353,4,6:37.0,M. Muscala misses 2-pt layup from 4 ft (block by N. Vučević),,107,100
354,4,6:33.0,,Defensive rebound by M. Fultz,107,100
355,4,6:25.0,,M. Carter-Williams makes 3-pt jump shot from 24 ft (assist by N. Vučević),107,103
356,4,6:02.0,D. Gallinari misses 3-pt jump shot from 25 ft,,107,103
357,4,5:56.0,,Defensive rebound by M. Fultz,107,103
358,4,5:46.0,,Turnover by M. Carter-Williams (bad pass; steal by C. Paul),107,103
359,4,5:35.0,Personal foul by M. Carter-Williams (drawn by D. Schröder),,107,103
360,4,5:35.0,S. Gilgeous-Alexander enters the game for M. Muscala,,107,103
361,4,5:35.0,N. Noel enters the game for D. Schröder,,107,103
362,4,5:35.0,,E. Fournier enters the game for M. Carter-Williams,107,103
363,4,5:35.0,,T. Ross enters the game for W. Iwundu,107,103
364,4,5:23.0,C. Paul misses 3-pt jump shot from 27 ft,,107,103
365,4,5:21.0,,Defensive rebound by Team,107,103
366,4,5:21.0,Loose ball foul by L. Dort (drawn by N. Vučević),,107,103
367,4,5:10.0,,Personal foul by S. Gilgeous-Alexander (drawn by M. Fultz),107,103
