,QUARTER,TIME_REMAINING,HOUSTON_ACTION,NEW YORK_ACTION,HOUSTON_SCORE,NEW YORK_SCORE
388,4,8:41.0,J. Harden enters the game for E. Gordon,,104,109
389,4,8:41.0,D. House enters the game for B. McLemore,,104,109
390,4,8:41.0,,M. Harkless enters the game for K. Knox,104,109
391,4,8:34.0,R. Westbrook makes 2-pt jump shot from 5 ft,,106,109
392,4,8:13.0,,F. Ntilikina makes 2-pt jump shot from 21 ft,106,111
393,4,7:57.0,R. Westbrook misses 2-pt layup from 1 ft (block by W. Ellington),,106,111
394,4,7:55.0,,Defensive rebound by B. Portis,106,111
395,4,7:50.0,,W. Ellington misses 3-pt jump shot from 26 ft,106,111
396,4,7:48.0,Defensive rebound by R. Covington,,106,111
397,4,7:38.0,J. Harden misses 3-pt jump shot from 26 ft,,106,111
398,4,7:36.0,,Defensive rebound by M. Robinson,106,111
399,4,7:15.0,,F. Ntilikina misses 3-pt jump shot from 25 ft,106,111
400,4,7:14.0,Defensive rebound by R. Westbrook,,106,111
401,4,7:10.0,Offensive foul by R. Westbrook (drawn by F. Ntilikina),,106,111
402,4,7:10.0,Turnover by R. Westbrook (offensive foul),,106,111
403,4,7:10.0,P. Tucker enters the game for J. Green,,106,111
404,4,7:10.0,,T. Gibson enters the game for M. Robinson,106,111
405,4,6:54.0,,B. Portis makes 2-pt hook shot from 10 ft,106,113
406,4,6:34.0,J. Harden misses 2-pt layup from 2 ft,,106,113
407,4,6:33.0,,Defensive rebound by W. Ellington,106,113
408,4,6:29.0,,Shooting foul by R. Westbrook (drawn by M. Harkless),106,113
409,4,6:29.0,Houston full timeout,,106,113
410,4,6:29.0,E. Gordon enters the game for R. Westbrook,,106,113
411,4,6:29.0,,M. Harkless makes free throw 1 of 2,106,114
412,4,6:29.0,,M. Harkless misses free throw 2 of 2,106,114
413,4,6:27.0,,Offensive rebound by B. Portis,106,114
414,4,6:15.0,,B. Portis misses 2-pt jump shot from 12 ft,106,114
415,4,6:13.0,,Offensive rebound by M. Harkless,106,114
416,4,6:12.0,,M. Harkless makes 2-pt layup from 1 ft,106,116
417,4,6:00.0,R. Covington makes 3-pt jump shot from 26 ft (assist by E. Gordon),,109,116
418,4,5:36.0,,W. Ellington misses 3-pt jump shot from 26 ft,109,116
419,4,5:34.0,Defensive rebound by Team,,109,116
420,4,5:11.0,J. Harden misses 3-pt jump shot from 27 ft,,109,116
421,4,5:09.0,,Defensive rebound by T. Gibson,109,116
422,4,4:48.0,,B. Portis makes 2-pt jump shot from 7 ft (assist by F. Ntilikina),109,118
423,4,4:38.0,E. Gordon misses 3-pt jump shot from 29 ft,,109,118
424,4,4:36.0,,Defensive rebound by T. Gibson,109,118
425,4,4:29.0,,T. Gibson misses 2-pt jump shot from 21 ft,109,118
426,4,4:27.0,Defensive rebound by D. House,,109,118
427,4,4:20.0,J. Harden makes 2-pt layup from 1 ft,,111,118
428,4,4:20.0,Shooting foul by B. Portis (drawn by J. Harden),,111,118
429,4,4:20.0,R. Westbrook enters the game for E. Gordon,,111,118
430,4,4:20.0,,R. Barrett enters the game for W. Ellington,111,118
431,4,4:20.0,,J. Randle enters the game for B. Portis,111,118
432,4,4:20.0,J. Harden makes free throw 1 of 1,,112,118
433,4,4:09.0,,R. Barrett misses 2-pt jump shot from 15 ft,112,118
434,4,4:07.0,Defensive rebound by R. Covington,,112,118
435,4,4:01.0,J. Harden makes 3-pt jump shot from 28 ft (assist by R. Westbrook),,115,118
436,4,3:41.0,,Shooting foul by P. Tucker (drawn by T. Gibson),115,118
437,4,3:41.0,,T. Gibson makes free throw 1 of 2,115,119
438,4,3:41.0,,T. Gibson makes free throw 2 of 2,115,120
439,4,3:29.0,R. Covington misses 3-pt jump shot from 29 ft,,115,120
440,4,3:27.0,,Defensive rebound by M. Harkless,115,120
441,4,3:20.0,,Turnover by R. Barrett (bad pass; steal by R. Covington),115,120
442,4,3:10.0,R. Covington misses 3-pt jump shot from 27 ft,,115,120
443,4,3:08.0,Offensive rebound by R. Westbrook,,115,120
444,4,3:03.0,Turnover by R. Westbrook (bad pass; steal by F. Ntilikina),,115,120
445,4,2:45.0,,Offensive foul by M. Harkless (drawn by J. Harden),115,120
446,4,2:45.0,,Turnover by M. Harkless (offensive foul),115,120
447,4,2:45.0,,Instant Replay (Challenge: Ruling Stands),115,120
448,4,2:45.0,,M. Robinson enters the game for T. Gibson,115,120
449,4,2:22.0,P. Tucker misses 2-pt layup from 1 ft (block by J. Randle),,115,120
450,4,2:20.0,,Defensive rebound by M. Robinson,115,120
451,4,2:01.0,,J. Randle misses 2-pt layup from 1 ft,115,120
452,4,2:00.0,,Offensive rebound by M. Robinson,115,120
453,4,2:00.0,,M. Robinson misses 2-pt layup from 1 ft (block by R. Westbrook),115,120
454,4,1:58.0,,Offensive rebound by M. Robinson,115,120
455,4,1:57.0,,M. Robinson misses 2-pt layup from 5 ft,115,120
456,4,1:57.0,,Offensive rebound by M. Harkless,115,120
457,4,1:56.0,,Shooting foul by P. Tucker (drawn by M. Harkless),115,120
458,4,1:56.0,,M. Harkless makes free throw 1 of 2,115,121
459,4,1:56.0,,M. Harkless misses free throw 2 of 2,115,121
460,4,1:54.0,Defensive rebound by R. Covington,,115,121
461,4,1:48.0,Shooting foul by M. Harkless (drawn by J. Harden),,115,121
462,4,1:48.0,J. Harden makes free throw 1 of 2,,116,121
463,4,1:48.0,J. Harden makes free throw 2 of 2,,117,121
464,4,1:34.0,,J. Randle misses 2-pt jump shot from 10 ft,117,121
465,4,1:32.0,Defensive rebound by R. Covington,,117,121
466,4,1:27.0,R. Westbrook makes 2-pt dunk from 1 ft,,119,121
467,4,1:27.0,,New York full timeout,119,121
468,4,1:10.0,,J. Randle misses 2-pt jump shot from 9 ft,119,121
469,4,1:09.0,,Offensive rebound by J. Randle,119,121
470,4,1:08.0,,Shooting foul by R. Covington (drawn by J. Randle),119,121
471,4,1:08.0,,J. Randle misses free throw 1 of 2,119,121
472,4,1:08.0,,Offensive rebound by Team,119,121
473,4,1:08.0,,J. Randle makes free throw 2 of 2,119,122
474,4,1:02.0,R. Westbrook makes 2-pt layup from 1 ft,,121,122
475,4,0:46.0,,R. Barrett misses 3-pt jump shot from 26 ft,121,122
476,4,0:44.0,,Offensive rebound by J. Randle,121,122
477,4,0:43.0,,J. Randle misses 2-pt layup from 2 ft (block by R. Covington),121,122
478,4,0:41.0,Defensive rebound by R. Westbrook,,121,122
479,4,0:30.0,J. Harden misses 2-pt layup from 1 ft,,121,122
480,4,0:28.0,,Defensive rebound by J. Randle,121,122
481,4,0:07.0,,R. Barrett makes 2-pt layup from 1 ft,121,124
482,4,0:07.0,Houston full timeout,,121,124
483,4,0:05.0,Personal foul by F. Ntilikina (drawn by R. Westbrook),,121,124
484,4,0:05.0,R. Westbrook makes free throw 1 of 2,,122,124
485,4,0:05.0,R. Westbrook makes free throw 2 of 2,,123,124
486,4,0:05.0,,New York full timeout,123,124
487,4,0:05.0,,W. Ellington enters the game for M. Robinson,123,124
488,4,0:04.0,,Personal take foul by J. Harden (drawn by J. Randle),123,124
489,4,0:04.0,,M. Robinson enters the game for W. Ellington,123,124
490,4,0:04.0,,J. Randle misses free throw 1 of 2,123,124
491,4,0:04.0,,Offensive rebound by Team,123,124
492,4,0:04.0,,J. Randle makes free throw 2 of 2,123,125
493,4,0:04.0,Houston full timeout,,123,125
494,4,0:00.0,R. Westbrook misses 2-pt jump shot from 17 ft,,123,125
495,4,0:00.0,Offensive rebound by Team,,123,125
