,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CLEVELAND_ACTION,WASHINGTON_SCORE,CLEVELAND_SCORE
61,1,4:36.0,,Defensive rebound by T. Thompson,17,18
62,1,4:29.0,,D. Exum misses 3-pt jump shot from 23 ft,17,18
63,1,4:26.0,Defensive rebound by T. Bryant,,17,18
64,1,4:18.0,Turnover by I. Bonga (lost ball; steal by D. Exum),,17,18
65,1,4:11.0,,K. Love misses 3-pt jump shot from 26 ft,17,18
66,1,4:08.0,,Offensive rebound by D. Exum,17,18
67,1,4:02.0,,T. Thompson misses 2-pt layup at rim,17,18
68,1,3:59.0,Defensive rebound by I. Mahinmi,,17,18
69,1,3:58.0,T. Bryant makes 2-pt dunk from 1 ft (assist by I. Thomas),,19,18
70,1,3:58.0,,Cleveland full timeout,19,18
71,1,3:58.0,D. Bertāns enters the game for B. Beal,,19,18
72,1,3:58.0,J. McRae enters the game for T. Bryant,,19,18
73,1,3:58.0,,D. Garland enters the game for K. Love,19,18
74,1,3:58.0,,A. McKinnie enters the game for C. Osman,19,18
75,1,3:58.0,,L. Nance enters the game for C. Sexton,19,18
76,1,3:39.0,,L. Nance makes 2-pt jump shot from 7 ft (assist by D. Garland),19,20
77,1,3:20.0,I. Thomas makes 3-pt jump shot from 26 ft (assist by J. McRae),,22,20
78,1,3:04.0,,T. Thompson makes 2-pt hook shot from 1 ft,22,22
79,1,2:38.0,I. Thomas misses 2-pt jump shot from 13 ft,,22,22
80,1,2:35.0,Offensive rebound by I. Bonga,,22,22
81,1,2:35.0,A. Pasečņiks enters the game for I. Mahinmi,,22,22
82,1,2:35.0,,J. Henson enters the game for T. Thompson,22,22
83,1,2:26.0,J. McRae misses 3-pt jump shot from 26 ft,,22,22
84,1,2:20.0,,Defensive rebound by L. Nance,22,22
85,1,2:13.0,,A. McKinnie misses 2-pt jump shot from 6 ft,22,22
86,1,2:11.0,Defensive rebound by I. Bonga,,22,22
87,1,1:58.0,I. Bonga makes 3-pt jump shot from 26 ft (assist by D. Bertāns),,25,22
88,1,1:42.0,,L. Nance makes 2-pt jump shot from 17 ft,25,24
89,1,1:19.0,I. Thomas misses 3-pt jump shot from 27 ft,,25,24
90,1,1:17.0,,Defensive rebound by D. Exum,25,24
91,1,1:10.0,,D. Exum misses 3-pt jump shot from 28 ft,25,24
92,1,1:07.0,Defensive rebound by Team,,25,24
93,1,1:00.0,Personal foul by A. McKinnie (drawn by D. Bertāns),,25,24
94,1,0:53.0,D. Bertāns misses 3-pt jump shot from 28 ft,,25,24
95,1,0:52.0,,Defensive rebound by Team,25,24
96,1,0:52.0,Loose ball foul by A. Pasečņiks (drawn by J. Henson),,25,24
97,1,0:41.0,,D. Garland misses 2-pt jump shot from 18 ft,25,24
98,1,0:40.0,Defensive rebound by Team,,25,24
99,1,0:33.0,A. Pasečņiks makes 2-pt layup from 1 ft (assist by J. McRae),,27,24
100,1,0:26.0,,D. Garland misses 2-pt jump shot from 1 ft,27,24
101,1,0:26.0,Defensive rebound by Team,,27,24
102,1,0:26.0,,Loose ball foul by J. Henson (drawn by A. Pasečņiks),27,24
103,1,0:26.0,A. Pasečņiks makes free throw 1 of 2,,28,24
104,1,0:26.0,G. Payton enters the game for I. Thomas,,28,24
105,1,0:26.0,,K. Love enters the game for D. Exum,28,24
106,1,0:26.0,,C. Osman enters the game for J. Henson,28,24
107,1,0:26.0,A. Pasečņiks makes free throw 2 of 2,,29,24
108,1,0:04.0,,K. Love misses 2-pt layup from 1 ft,29,24
109,1,0:04.0,Defensive rebound by I. Bonga,,29,24
110,1,0:00.0,J. McRae misses 2-pt layup from 2 ft (block by C. Osman),,29,24
111,1,0:00.0,Offensive rebound by Team,,29,24
112,2,11:42.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by T. Brown),,32,24
113,2,11:15.0,,J. Henson misses 2-pt layup from 1 ft,32,24
114,2,11:10.0,Defensive rebound by T. Brown,,32,24
115,2,11:05.0,D. Bertāns makes 3-pt jump shot from 23 ft (assist by I. Smith),,35,24
116,2,10:53.0,,D. Exum makes 2-pt dunk from 1 ft (assist by J. Henson),35,26
117,2,10:47.0,J. McRae makes 2-pt dunk from 2 ft (assist by I. Smith),,37,26
118,2,10:34.0,,A. McKinnie misses 2-pt jump shot from 4 ft,37,26
119,2,10:32.0,Defensive rebound by D. Bertāns,,37,26
120,2,10:24.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by I. Smith),,40,26
121,2,10:22.0,,Cleveland full timeout,40,26
122,2,10:22.0,,M. Dellavedova enters the game for D. Exum,40,26
123,2,10:13.0,,D. Garland makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),40,29
124,2,9:53.0,I. Smith misses 3-pt jump shot from 23 ft,,40,29
125,2,9:50.0,,Defensive rebound by M. Dellavedova,40,29
126,2,9:41.0,,L. Nance makes 2-pt dunk at rim (assist by J. Henson),40,31
127,2,9:27.0,T. Brown misses 2-pt jump shot from 20 ft,,40,31
128,2,9:25.0,,Defensive rebound by L. Nance,40,31
129,2,9:15.0,,J. Henson makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),40,34
130,2,9:01.0,Personal foul by J. Henson (drawn by D. Bertāns),,40,34
131,2,8:55.0,I. Smith makes 2-pt layup from 1 ft,,42,34
132,2,8:41.0,,Turnover by J. Henson (bad pass; steal by I. Smith),42,34
133,2,8:39.0,J. McRae misses 2-pt layup from 3 ft,,42,34
134,2,8:38.0,,Defensive rebound by Team,42,34
135,2,8:38.0,,K. Love enters the game for D. Garland,42,34
136,2,8:38.0,,C. Sexton enters the game for J. Henson,42,34
137,2,8:18.0,,K. Love misses 2-pt jump shot from 4 ft,42,34
138,2,8:16.0,Defensive rebound by A. Pasečņiks,,42,34
139,2,8:10.0,J. McRae misses 2-pt jump shot from 10 ft,,42,34
140,2,8:10.0,,Defensive rebound by Team,42,34
141,2,7:57.0,,K. Love misses 2-pt jump shot from 16 ft,42,34
142,2,7:52.0,,Offensive rebound by L. Nance,42,34
143,2,7:52.0,,L. Nance makes 2-pt layup from 1 ft,42,36
144,2,7:47.0,T. Brown makes 3-pt jump shot from 23 ft (assist by I. Smith),,45,36
145,2,7:31.0,,Turnover by M. Dellavedova (bad pass; steal by I. Smith),45,36
146,2,7:24.0,J. McRae makes 2-pt layup from 2 ft,,47,36
147,2,7:08.0,,C. Sexton makes 2-pt jump shot from 7 ft,47,38
148,2,6:55.0,I. Smith misses 2-pt jump shot from 18 ft,,47,38
149,2,6:52.0,,Defensive rebound by K. Love,47,38
150,2,6:38.0,,L. Nance makes 2-pt hook shot from 4 ft,47,40
151,2,6:38.0,Washington full timeout,,47,40
152,2,6:38.0,B. Beal enters the game for J. McRae,,47,40
153,2,6:38.0,I. Mahinmi enters the game for A. Pasečņiks,,47,40
154,2,6:38.0,,C. Osman enters the game for A. McKinnie,47,40
155,2,6:26.0,D. Bertāns makes 2-pt layup from 1 ft,,49,40
156,2,6:26.0,Shooting foul by C. Osman (drawn by D. Bertāns),,49,40
157,2,6:26.0,D. Bertāns makes free throw 1 of 1,,50,40
158,2,6:13.0,,K. Love misses 2-pt hook shot from 3 ft,50,40
159,2,6:12.0,,Offensive rebound by L. Nance,50,40
160,2,6:12.0,,L. Nance makes 2-pt dunk from 1 ft,50,42
161,2,5:52.0,I. Mahinmi makes 2-pt layup from 3 ft (assist by B. Beal),,52,42
162,2,5:31.0,,M. Dellavedova misses 2-pt jump shot from 3 ft,52,42
163,2,5:28.0,Defensive rebound by T. Brown,,52,42
164,2,5:09.0,D. Bertāns makes 2-pt layup from 1 ft (assist by B. Beal),,54,42
165,2,4:56.0,,C. Sexton makes 3-pt jump shot from 26 ft,54,45
166,2,4:44.0,B. Beal misses 3-pt jump shot from 25 ft,,54,45
167,2,4:39.0,,Defensive rebound by L. Nance,54,45
168,2,4:30.0,,C. Osman misses 3-pt jump shot from 24 ft,54,45
169,2,4:29.0,,Offensive rebound by Team,54,45
170,2,4:29.0,,D. Garland enters the game for M. Dellavedova,54,45
171,2,4:24.0,,K. Love makes 2-pt jump shot from 14 ft (assist by C. Osman),54,47
172,2,4:15.0,Personal foul by C. Sexton (drawn by B. Beal),,54,47
173,2,4:00.0,I. Smith makes 2-pt layup from 2 ft (assist by B. Beal),,56,47
174,2,3:48.0,,C. Sexton misses 2-pt jump shot from 4 ft,56,47
175,2,3:43.0,Defensive rebound by I. Mahinmi,,56,47
176,2,3:40.0,B. Beal makes 2-pt layup from 1 ft (assist by I. Smith),,58,47
177,2,3:22.0,,Shooting foul by D. Bertāns (drawn by K. Love),58,47
178,2,3:22.0,,K. Love makes free throw 1 of 2,58,48
179,2,3:22.0,J. Williams enters the game for D. Bertāns,,58,48
180,2,3:22.0,,T. Thompson enters the game for L. Nance,58,48
181,2,3:22.0,,K. Love misses free throw 2 of 2,58,48
182,2,3:19.0,Defensive rebound by T. Brown,,58,48
183,2,3:11.0,I. Smith misses 2-pt layup from 3 ft,,58,48
184,2,3:11.0,Offensive rebound by I. Smith,,58,48
185,2,3:11.0,Personal foul by K. Love (drawn by I. Smith),,58,48
186,2,3:02.0,Turnover by B. Beal (lost ball; steal by C. Osman),,58,48
187,2,2:48.0,,C. Osman makes 2-pt layup at rim,58,50
188,2,2:48.0,,Shooting foul by T. Brown (drawn by C. Osman),58,50
189,2,2:48.0,,C. Osman makes free throw 1 of 1,58,51
190,2,2:37.0,B. Beal makes 2-pt layup from 1 ft,,60,51
191,2,2:26.0,,C. Sexton makes 3-pt jump shot from 26 ft (assist by T. Thompson),60,54
192,2,2:16.0,B. Beal makes 3-pt jump shot from 28 ft,,63,54
193,2,1:55.0,,C. Osman makes 2-pt layup from 1 ft,63,56
194,2,1:38.0,I. Smith misses 3-pt jump shot from 25 ft,,63,56
195,2,1:37.0,,Defensive rebound by Team,63,56
196,2,1:37.0,Loose ball foul by J. Williams (drawn by D. Garland),,63,56
197,2,1:37.0,A. Pasečņiks enters the game for I. Mahinmi,,63,56
198,2,1:24.0,,T. Thompson makes 2-pt dunk from 1 ft (assist by C. Osman),63,58
199,2,1:16.0,B. Beal misses 3-pt jump shot from 26 ft,,63,58
200,2,1:13.0,Offensive rebound by A. Pasečņiks,,63,58
201,2,1:07.0,I. Smith misses 3-pt jump shot from 27 ft,,63,58
202,2,1:00.0,Offensive rebound by J. Williams,,63,58
203,2,0:52.0,B. Beal makes 2-pt layup from 1 ft,,65,58
204,2,0:33.0,,C. Sexton makes 2-pt layup from 1 ft,65,60
205,2,0:33.0,,Shooting foul by J. Williams (drawn by C. Sexton),65,60
206,2,0:33.0,,C. Sexton makes free throw 1 of 1,65,61
207,2,0:18.0,I. Smith makes 3-pt jump shot from 25 ft (assist by B. Beal),,68,61
208,2,0:02.0,,D. Garland misses 3-pt jump shot from 29 ft,68,61
209,2,0:00.0,Defensive rebound by T. Brown,,68,61
210,3,11:46.0,B. Beal misses 3-pt jump shot from 28 ft,,68,61
211,3,11:42.0,Offensive rebound by I. Mahinmi,,68,61
212,3,11:40.0,I. Thomas makes 3-pt jump shot from 26 ft (assist by I. Mahinmi),,71,61
213,3,11:22.0,,K. Love makes 3-pt jump shot from 24 ft (assist by D. Garland),71,64
214,3,10:53.0,I. Mahinmi misses 2-pt layup from 1 ft,,71,64
215,3,10:50.0,,Defensive rebound by K. Love,71,64
216,3,10:43.0,,K. Love misses 3-pt jump shot from 26 ft,71,64
217,3,10:42.0,Defensive rebound by Team,,71,64
218,3,10:33.0,Shooting foul by T. Thompson (drawn by B. Beal),,71,64
219,3,10:33.0,B. Beal makes free throw 1 of 2,,72,64
220,3,10:33.0,B. Beal makes free throw 2 of 2,,73,64
221,3,10:25.0,,C. Sexton makes 2-pt dunk from 1 ft (assist by K. Love),73,66
222,3,10:25.0,,Shooting foul by I. Bonga (drawn by C. Sexton),73,66
223,3,10:25.0,,C. Sexton makes free throw 1 of 1,73,67
224,3,10:09.0,Personal foul by C. Osman (drawn by I. Bonga),,73,67
225,3,9:58.0,B. Beal makes 2-pt jump shot from 9 ft,,75,67
226,3,9:43.0,,T. Thompson makes 2-pt hook shot from 3 ft (assist by D. Garland),75,69
227,3,9:32.0,Personal foul by C. Sexton (drawn by I. Mahinmi),,75,69
228,3,9:32.0,Instant Replay (Request: Stands),,75,69
229,3,9:24.0,T. Bryant makes 2-pt layup from 1 ft (assist by B. Beal),,77,69
230,3,9:12.0,,Personal foul by T. Bryant (drawn by K. Love),77,69
231,3,9:06.0,,C. Sexton makes 2-pt jump shot from 16 ft (assist by K. Love),77,71
232,3,8:49.0,B. Beal misses 2-pt jump shot from 6 ft,,77,71
233,3,8:47.0,Offensive rebound by B. Beal,,77,71
234,3,8:35.0,I. Thomas misses 2-pt jump shot from 4 ft,,77,71
235,3,8:33.0,,Defensive rebound by K. Love,77,71
236,3,8:20.0,,D. Garland misses 2-pt jump shot from 6 ft,77,71
237,3,8:15.0,Defensive rebound by I. Mahinmi,,77,71
238,3,8:07.0,I. Thomas makes 2-pt jump shot from 8 ft (assist by B. Beal),,79,71
239,3,8:01.0,,Personal foul by I. Thomas (drawn by D. Garland),79,71
240,3,7:48.0,,Turnover by T. Thompson (bad pass),79,71
241,3,7:30.0,B. Beal makes 3-pt jump shot from 25 ft (assist by I. Thomas),,82,71
242,3,7:15.0,,C. Osman misses 3-pt jump shot from 27 ft,82,71
243,3,7:10.0,,Offensive rebound by T. Thompson,82,71
244,3,7:09.0,,D. Garland misses 3-pt jump shot from 23 ft,82,71
245,3,7:09.0,,Offensive rebound by Team,82,71
246,3,7:09.0,Loose ball foul by I. Mahinmi (drawn by T. Thompson),,82,71
247,3,7:03.0,,K. Love makes 2-pt jump shot from 19 ft,82,73
248,3,6:44.0,Turnover by B. Beal (bad pass; steal by K. Love),,82,73
249,3,6:37.0,,D. Garland misses 2-pt jump shot from 2 ft (block by I. Thomas),82,73
250,3,6:37.0,,Offensive rebound by T. Thompson,82,73
251,3,6:37.0,,Offensive foul by T. Thompson (drawn by B. Beal),82,73
252,3,6:37.0,,Turnover by T. Thompson (offensive foul),82,73
253,3,6:37.0,,Cleveland full timeout,82,73
254,3,6:37.0,D. Bertāns enters the game for T. Bryant,,82,73
255,3,6:37.0,,D. Exum enters the game for D. Garland,82,73
256,3,6:20.0,B. Beal makes 2-pt layup from 1 ft (assist by I. Bonga),,84,73
257,3,5:55.0,,C. Osman misses 2-pt layup from 3 ft,84,73
258,3,5:55.0,Defensive rebound by Team,,84,73
259,3,5:37.0,Offensive foul by B. Beal (drawn by D. Exum),,84,73
260,3,5:37.0,Turnover by B. Beal (offensive foul),,84,73
261,3,5:37.0,,Technical foul by T. Bryant,84,73
262,3,5:37.0,,K. Love makes technical free throw,84,74
263,3,5:19.0,,K. Love makes 2-pt jump shot from 22 ft (assist by C. Sexton),84,76
264,3,5:09.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by I. Bonga),,87,76
265,3,4:52.0,,K. Love misses 3-pt jump shot from 26 ft,87,76
266,3,4:50.0,Defensive rebound by I. Thomas,,87,76
267,3,4:41.0,Personal foul by C. Osman (drawn by B. Beal),,87,76
268,3,4:31.0,I. Bonga makes 2-pt jump shot from 7 ft,,89,76
269,3,4:31.0,Shooting foul by K. Love (drawn by I. Bonga),,89,76
270,3,4:31.0,I. Bonga makes free throw 1 of 1,,90,76
271,3,4:18.0,,C. Osman misses 3-pt jump shot from 26 ft,90,76
272,3,4:16.0,Defensive rebound by B. Beal,,90,76
273,3,4:11.0,I. Thomas misses 3-pt jump shot from 25 ft,,90,76
274,3,4:06.0,,Defensive rebound by D. Exum,90,76
275,3,3:49.0,,C. Sexton misses 2-pt jump shot from 23 ft,90,76
276,3,3:47.0,Defensive rebound by I. Mahinmi,,90,76
277,3,3:43.0,B. Beal makes 2-pt layup from 1 ft,,92,76
278,3,3:43.0,,Cleveland full timeout,92,76
279,3,3:43.0,J. McRae enters the game for B. Beal,,92,76
280,3,3:43.0,A. Pasečņiks enters the game for I. Mahinmi,,92,76
281,3,3:43.0,,D. Garland enters the game for C. Osman,92,76
282,3,3:43.0,,A. McKinnie enters the game for C. Sexton,92,76
283,3,3:43.0,,L. Nance enters the game for T. Thompson,92,76
284,3,3:28.0,,A. McKinnie makes 2-pt jump shot from 9 ft,92,78
285,3,3:04.0,I. Bonga makes 3-pt jump shot from 24 ft (assist by A. Pasečņiks),,95,78
286,3,2:53.0,,D. Garland misses 2-pt jump shot from 18 ft,95,78
287,3,2:51.0,Defensive rebound by A. Pasečņiks,,95,78
288,3,2:45.0,D. Bertāns makes 3-pt jump shot from 33 ft (assist by I. Thomas),,98,78
289,3,2:28.0,,K. Love makes 2-pt jump shot from 6 ft (assist by D. Garland),98,80
290,3,2:03.0,A. Pasečņiks misses 3-pt jump shot from 28 ft,,98,80
291,3,1:59.0,,Defensive rebound by A. McKinnie,98,80
292,3,1:53.0,,Personal foul by J. McRae (drawn by D. Garland),98,80
293,3,1:53.0,,D. Garland makes free throw 1 of 2,98,81
294,3,1:53.0,,J. Henson enters the game for K. Love,98,81
295,3,1:53.0,,D. Garland makes free throw 2 of 2,98,82
296,3,1:39.0,I. Thomas misses 2-pt jump shot from 15 ft,,98,82
297,3,1:37.0,,Defensive rebound by L. Nance,98,82
298,3,1:30.0,,D. Garland makes 2-pt jump shot from 11 ft (assist by L. Nance),98,84
299,3,1:30.0,Washington full timeout,,98,84
300,3,1:30.0,T. Brown enters the game for I. Bonga,,98,84
301,3,1:30.0,I. Smith enters the game for I. Thomas,,98,84
302,3,1:17.0,Personal foul by J. Henson (drawn by J. McRae),,98,84
303,3,1:17.0,J. McRae misses free throw 1 of 2,,98,84
304,3,1:17.0,Offensive rebound by Team,,98,84
305,3,1:17.0,J. McRae misses free throw 2 of 2,,98,84
306,3,1:14.0,,Defensive rebound by D. Exum,98,84
307,3,1:00.0,,D. Garland misses 3-pt jump shot from 24 ft,98,84
308,3,0:58.0,,Offensive rebound by A. McKinnie,98,84
309,3,0:57.0,,A. McKinnie makes 2-pt layup from 1 ft,98,86
310,3,0:47.0,T. Brown misses 2-pt jump shot from 18 ft,,98,86
311,3,0:45.0,,Defensive rebound by A. McKinnie,98,86
312,3,0:36.0,,L. Nance misses 2-pt layup from 4 ft,98,86
313,3,0:33.0,Defensive rebound by I. Smith,,98,86
314,3,0:33.0,Shooting foul by A. McKinnie (drawn by I. Smith),,98,86
315,3,0:33.0,I. Smith makes free throw 1 of 2,,99,86
316,3,0:33.0,I. Smith makes free throw 2 of 2,,100,86
317,3,0:11.0,,D. Garland misses 2-pt layup from 6 ft,100,86
318,3,0:09.0,,Offensive rebound by L. Nance,100,86
319,3,0:09.0,,Turnover by Team (shot clock),100,86
320,3,0:00.0,,Instant Replay (Request: Ruling Stands),100,86
321,4,11:43.0,,Turnover by C. Sexton (bad pass; steal by D. Bertāns),100,86
322,4,11:37.0,D. Bertāns misses 3-pt jump shot from 26 ft,,100,86
323,4,11:34.0,,Defensive rebound by J. Henson,100,86
324,4,11:12.0,,A. McKinnie misses 3-pt jump shot from 26 ft,100,86
325,4,11:10.0,Defensive rebound by T. Brown,,100,86
326,4,11:08.0,Shooting foul by D. Garland (drawn by T. Brown),,100,86
327,4,11:08.0,T. Brown misses free throw 1 of 2,,100,86
328,4,11:08.0,Offensive rebound by Team,,100,86
329,4,11:08.0,T. Brown makes free throw 2 of 2,,101,86
330,4,10:55.0,,J. Henson misses 3-pt jump shot from 26 ft,101,86
331,4,10:50.0,Defensive rebound by I. Smith,,101,86
332,4,10:46.0,Offensive foul by A. Pasečņiks (drawn by A. McKinnie),,101,86
333,4,10:46.0,Turnover by A. Pasečņiks (offensive foul),,101,86
334,4,10:26.0,,J. Henson misses 2-pt dunk from 3 ft (block by A. Pasečņiks),101,86
335,4,10:25.0,,Offensive rebound by Team,101,86
336,4,10:25.0,,Away from play foul by A. Pasečņiks (drawn by J. Henson),101,86
337,4,10:25.0,,Instant Replay (Request: Ruling Stands),101,86
338,4,10:25.0,,C. Sexton makes free throw 1 of 1,101,87
339,4,10:15.0,,L. Nance makes 3-pt jump shot from 26 ft (assist by J. Henson),101,90
340,4,10:01.0,J. McRae misses 2-pt jump shot from 21 ft,,101,90
341,4,9:59.0,,Defensive rebound by C. Sexton,101,90
342,4,9:52.0,,A. McKinnie makes 2-pt layup from 2 ft (assist by C. Sexton),101,92
343,4,9:52.0,Washington full timeout,,101,92
344,4,9:52.0,J. Williams enters the game for A. Pasečņiks,,101,92
345,4,9:33.0,Personal foul by C. Sexton (drawn by D. Bertāns),,101,92
346,4,9:20.0,I. Smith makes 2-pt jump shot from 20 ft (assist by T. Brown),,103,92
347,4,9:06.0,,Shooting foul by J. Williams (drawn by J. Henson),103,92
348,4,9:06.0,,J. Henson misses free throw 1 of 2,103,92
349,4,9:06.0,,Offensive rebound by Team,103,92
350,4,9:06.0,T. Bryant enters the game for J. Williams,,103,92
351,4,9:06.0,,J. Henson misses free throw 2 of 2,103,92
352,4,9:02.0,Defensive rebound by T. Brown,,103,92
353,4,8:49.0,J. McRae misses 3-pt jump shot from 23 ft,,103,92
354,4,8:46.0,,Defensive rebound by L. Nance,103,92
355,4,8:41.0,,Offensive foul by C. Sexton (drawn by D. Bertāns),103,92
356,4,8:41.0,,Turnover by C. Sexton (offensive foul),103,92
357,4,8:22.0,I. Smith makes 2-pt jump shot from 8 ft,,105,92
358,4,8:11.0,,D. Garland misses 2-pt jump shot from 8 ft,105,92
359,4,8:10.0,,Offensive rebound by L. Nance,105,92
360,4,8:09.0,,L. Nance misses 2-pt layup from 2 ft,105,92
361,4,8:06.0,Defensive rebound by D. Bertāns,,105,92
362,4,8:05.0,I. Smith misses 2-pt layup from 2 ft,,105,92
363,4,8:05.0,,Defensive rebound by Team,105,92
364,4,7:49.0,,C. Sexton makes 2-pt jump shot from 9 ft,105,94
365,4,7:39.0,D. Bertāns misses 3-pt jump shot from 28 ft,,105,94
366,4,7:36.0,,Defensive rebound by L. Nance,105,94
367,4,7:17.0,,Shooting foul by J. McRae (drawn by A. McKinnie),105,94
368,4,7:17.0,,A. McKinnie misses free throw 1 of 2,105,94
369,4,7:17.0,,Offensive rebound by Team,105,94
370,4,7:17.0,B. Beal enters the game for J. McRae,,105,94
371,4,7:17.0,,A. McKinnie makes free throw 2 of 2,105,95
372,4,7:03.0,B. Beal makes 3-pt jump shot from 25 ft,,108,95
373,4,6:47.0,,L. Nance misses 2-pt jump shot from 21 ft,108,95
374,4,6:44.0,Defensive rebound by T. Brown,,108,95
375,4,6:40.0,T. Bryant makes 2-pt layup from 1 ft (assist by T. Brown),,110,95
376,4,6:40.0,,Cleveland full timeout,110,95
377,4,6:40.0,,K. Love enters the game for J. Henson,110,95
378,4,6:40.0,,C. Osman enters the game for A. McKinnie,110,95
379,4,6:21.0,,L. Nance makes 2-pt dunk from 1 ft (assist by C. Sexton),110,97
380,4,6:00.0,B. Beal makes 2-pt layup at rim,,112,97
381,4,5:45.0,,K. Love misses 3-pt jump shot from 26 ft,112,97
382,4,5:40.0,,Offensive rebound by L. Nance,112,97
383,4,5:40.0,,L. Nance misses 2-pt layup at rim,112,97
384,4,5:39.0,Defensive rebound by I. Smith,,112,97
385,4,5:29.0,D. Bertāns misses 3-pt jump shot from 27 ft,,112,97
386,4,5:26.0,,Defensive rebound by D. Garland,112,97
