,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MIAMI_ACTION,LA CLIPPERS_SCORE,MIAMI_SCORE
386,4,9:05.0,,K. Olynyk misses 3-pt jump shot from 22 ft,107,91
387,4,9:01.0,Defensive rebound by M. Harrell,,107,91
388,4,8:56.0,L. Williams makes 2-pt jump shot from 7 ft,,109,91
389,4,8:55.0,,Miami full timeout,109,91
390,4,8:55.0,,J. Butler enters the game for D. Jones,109,91
391,4,8:34.0,,K. Olynyk makes 2-pt jump shot from 8 ft (assist by J. Butler),109,93
392,4,8:17.0,Offensive foul by M. Harrell (drawn by B. Adebayo),,109,93
393,4,8:17.0,Turnover by M. Harrell (offensive foul),,109,93
394,4,8:17.0,K. Leonard enters the game for M. Harkless,,109,93
395,4,8:08.0,,K. Olynyk makes 3-pt jump shot from 26 ft (assist by B. Adebayo),109,96
396,4,7:46.0,K. Leonard misses 3-pt jump shot from 27 ft,,109,96
397,4,7:43.0,,Defensive rebound by D. Waiters,109,96
398,4,7:37.0,,D. Waiters misses 3-pt jump shot from 27 ft,109,96
399,4,7:34.0,Defensive rebound by M. Harrell,,109,96
400,4,7:28.0,M. Harrell makes 2-pt layup from 3 ft (assist by L. Shamet),,111,96
401,4,7:12.0,,J. Butler misses 2-pt jump shot from 17 ft,111,96
402,4,7:09.0,,Offensive rebound by B. Adebayo,111,96
403,4,7:09.0,M. Harkless enters the game for J. Green,,111,96
404,4,7:09.0,,T. Herro enters the game for D. Waiters,111,96
405,4,6:58.0,,K. Olynyk makes 2-pt layup from 4 ft (assist by J. Butler),111,98
406,4,6:37.0,M. Harrell misses 2-pt layup from 3 ft,,111,98
407,4,6:34.0,,Defensive rebound by T. Herro,111,98
408,4,6:29.0,,Shooting foul by M. Harkless (drawn by T. Herro),111,98
409,4,6:29.0,,T. Herro misses free throw 1 of 2,111,98
410,4,6:29.0,,Offensive rebound by Team,111,98
411,4,6:29.0,,T. Herro makes free throw 2 of 2,111,99
412,4,6:16.0,K. Leonard makes 2-pt jump shot from 10 ft (assist by M. Harkless),,113,99
413,4,6:09.0,,Miami full timeout,113,99
414,4,6:09.0,,D. Waiters enters the game for J. Butler,113,99
415,4,5:58.0,,K. Olynyk misses 3-pt jump shot from 26 ft,113,99
416,4,5:54.0,Defensive rebound by M. Harrell,,113,99
417,4,5:34.0,L. Williams misses 3-pt jump shot from 29 ft,,113,99
418,4,5:33.0,,Defensive rebound by Team,113,99
419,4,5:22.0,,T. Herro makes 2-pt layup from 4 ft (assist by D. Robinson),113,101
420,4,5:01.0,L. Williams misses 2-pt jump shot from 6 ft,,113,101
421,4,4:59.0,Offensive rebound by M. Harrell,,113,101
422,4,4:55.0,M. Harrell misses 2-pt layup at rim,,113,101
423,4,4:54.0,,Defensive rebound by D. Waiters,113,101
424,4,4:45.0,,T. Herro makes 2-pt layup from 3 ft (assist by D. Waiters),113,103
425,4,4:45.0,LA Clippers full timeout,,113,103
426,4,4:30.0,Personal foul by D. Robinson (drawn by K. Leonard),,113,103
427,4,4:25.0,K. Leonard misses 3-pt jump shot from 27 ft,,113,103
428,4,4:20.0,,Defensive rebound by K. Olynyk,113,103
429,4,4:18.0,,Personal foul by L. Shamet (drawn by D. Robinson),113,103
430,4,4:12.0,,Personal foul by K. Leonard (drawn by D. Waiters),113,103
431,4,3:55.0,,T. Herro misses 3-pt jump shot from 23 ft,113,103
432,4,3:52.0,Defensive rebound by K. Leonard,,113,103
433,4,3:48.0,L. Shamet misses 3-pt jump shot from 23 ft,,113,103
434,4,3:45.0,,Defensive rebound by K. Olynyk,113,103
435,4,3:43.0,,T. Herro misses 3-pt jump shot from 28 ft,113,103
436,4,3:43.0,Defensive rebound by Team,,113,103
437,4,3:28.0,M. Harkless makes 2-pt dunk from 3 ft (assist by L. Williams),,115,103
438,4,3:10.0,,D. Waiters misses 3-pt jump shot from 28 ft,115,103
439,4,3:09.0,Defensive rebound by L. Williams,,115,103
440,4,3:09.0,LA Clippers full timeout,,115,103
441,4,2:53.0,K. Leonard misses 2-pt hook shot from 5 ft,,115,103
442,4,2:51.0,,Defensive rebound by B. Adebayo,115,103
443,4,2:31.0,,D. Robinson makes 3-pt jump shot from 23 ft,115,106
444,4,2:06.0,K. Leonard misses 2-pt jump shot from 18 ft,,115,106
445,4,2:03.0,,Defensive rebound by B. Adebayo,115,106
446,4,1:51.0,,K. Olynyk makes 2-pt layup from 3 ft (assist by B. Adebayo),115,108
447,4,1:35.0,L. Williams misses 2-pt jump shot from 20 ft,,115,108
448,4,1:32.0,,Defensive rebound by K. Olynyk,115,108
449,4,1:24.0,,Personal foul by M. Harkless (drawn by K. Olynyk),115,108
450,4,1:24.0,,K. Olynyk makes free throw 1 of 2,115,109
451,4,1:24.0,,K. Olynyk makes free throw 2 of 2,115,110
452,4,1:06.0,K. Leonard makes 3-pt jump shot from 25 ft,,118,110
453,4,1:03.0,,Personal foul by M. Harrell (drawn by B. Adebayo),118,110
454,4,1:03.0,,B. Adebayo makes free throw 1 of 2,118,111
455,4,1:03.0,,B. Adebayo makes free throw 2 of 2,118,112
456,4,0:41.0,L. Williams misses 2-pt jump shot from 15 ft (block by D. Waiters),,118,112
457,4,0:37.0,Offensive rebound by L. Williams,,118,112
458,4,0:36.0,L. Williams misses 3-pt jump shot from 25 ft (block by D. Waiters),,118,112
459,4,0:34.0,,Defensive rebound by B. Adebayo,118,112
460,4,0:34.0,,D. Waiters makes 3-pt jump shot from 27 ft (assist by B. Adebayo),118,115
461,4,0:34.0,LA Clippers full timeout,,118,115
462,4,0:34.0,P. Patterson enters the game for M. Harkless,,118,115
463,4,0:18.0,Shooting foul by D. Waiters (drawn by K. Leonard),,118,115
464,4,0:18.0,K. Leonard makes free throw 1 of 2,,119,115
465,4,0:18.0,M. Harkless enters the game for L. Williams,,119,115
466,4,0:18.0,K. Leonard makes free throw 2 of 2,,120,115
467,4,0:13.0,,B. Adebayo makes 2-pt dunk from 3 ft,120,117
468,4,0:08.0,Personal take foul by D. Waiters (drawn by K. Leonard),,120,117
469,4,0:08.0,K. Leonard makes free throw 1 of 2,,121,117
470,4,0:08.0,K. Leonard makes free throw 2 of 2,,122,117
471,4,0:08.0,,Miami full timeout,122,117
472,4,0:04.0,,D. Waiters misses 3-pt jump shot from 27 ft,122,117
473,4,0:04.0,,Offensive rebound by Team,122,117
