,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PHOENIX_ACTION,ORLANDO_SCORE,PHOENIX_SCORE
387,4,6:22.0,A. Jefferson enters the game for T. Ross,,82,81
388,4,6:22.0,,E. Okobo enters the game for R. Rubio,82,81
389,4,6:22.0,,A. Baynes makes free throw 1 of 2,82,82
390,4,6:22.0,,A. Baynes makes free throw 2 of 2,82,83
391,4,6:02.0,N. Vučević misses 2-pt jump shot from 11 ft,,82,83
392,4,6:02.0,,Defensive rebound by Team,82,83
393,4,6:02.0,Loose ball foul by A. Jefferson (drawn by K. Oubre),,82,83
394,4,6:02.0,,D. Šarić enters the game for M. Bridges,82,83
395,4,5:40.0,,Turnover by D. Booker (lost ball; steal by E. Fournier),82,83
396,4,5:36.0,E. Fournier makes 2-pt layup from 1 ft,,84,83
397,4,5:17.0,,A. Baynes misses 3-pt jump shot from 25 ft,84,83
398,4,5:14.0,Defensive rebound by A. Jefferson,,84,83
399,4,4:54.0,W. Iwundu misses 2-pt layup from 1 ft,,84,83
400,4,4:53.0,Offensive rebound by N. Vučević,,84,83
401,4,4:53.0,N. Vučević misses 2-pt layup from 2 ft,,84,83
402,4,4:52.0,Offensive rebound by A. Jefferson,,84,83
403,4,4:41.0,Turnover by E. Fournier (lost ball; steal by E. Okobo),,84,83
404,4,4:32.0,,Turnover by A. Baynes (3 sec),84,83
405,4,4:32.0,,D. Ayton enters the game for A. Baynes,84,83
406,4,4:19.0,Shooting foul by D. Šarić (drawn by M. Fultz),,84,83
407,4,4:19.0,M. Fultz makes free throw 1 of 2,,85,83
408,4,4:19.0,,R. Rubio enters the game for E. Okobo,85,83
409,4,4:19.0,M. Fultz misses free throw 2 of 2,,85,83
410,4,4:17.0,,Defensive rebound by D. Ayton,85,83
411,4,4:05.0,,D. Ayton makes 2-pt dunk at rim (assist by R. Rubio),85,85
412,4,3:41.0,Shooting foul by R. Rubio (drawn by A. Jefferson),,85,85
413,4,3:41.0,A. Jefferson makes free throw 1 of 2,,86,85
414,4,3:41.0,T. Ross enters the game for W. Iwundu,,86,85
415,4,3:41.0,,M. Bridges enters the game for D. Šarić,86,85
416,4,3:41.0,A. Jefferson makes free throw 2 of 2,,87,85
417,4,3:22.0,,D. Ayton makes 2-pt layup from 2 ft (assist by R. Rubio),87,87
418,4,3:22.0,,Shooting foul by N. Vučević (drawn by D. Ayton),87,87
419,4,3:22.0,K. Birch enters the game for A. Jefferson,,87,87
420,4,3:22.0,,D. Ayton makes free throw 1 of 1,87,88
421,4,3:17.0,Orlando full timeout,,87,88
422,4,3:05.0,T. Ross misses 3-pt jump shot from 27 ft,,87,88
423,4,3:01.0,,Defensive rebound by K. Oubre,87,88
424,4,2:45.0,,K. Oubre makes 2-pt dunk from 1 ft (assist by R. Rubio),87,90
425,4,2:30.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by M. Fultz),,90,90
426,4,2:12.0,,D. Ayton misses 2-pt jump shot from 7 ft,90,90
427,4,2:10.0,Defensive rebound by K. Birch,,90,90
428,4,1:56.0,E. Fournier misses 3-pt jump shot from 26 ft,,90,90
429,4,1:52.0,Offensive rebound by N. Vučević,,90,90
430,4,1:52.0,N. Vučević misses 2-pt layup from 1 ft,,90,90
431,4,1:52.0,Offensive rebound by Team,,90,90
432,4,1:52.0,W. Iwundu enters the game for K. Birch,,90,90
433,4,1:52.0,Personal foul by D. Booker (drawn by E. Fournier),,90,90
434,4,1:52.0,E. Fournier misses free throw 1 of 2,,90,90
435,4,1:52.0,Offensive rebound by Team,,90,90
436,4,1:52.0,E. Fournier makes free throw 2 of 2,,91,90
437,4,1:41.0,,R. Rubio misses 2-pt jump shot from 8 ft,91,90
438,4,1:37.0,Defensive rebound by M. Fultz,,91,90
439,4,1:35.0,Turnover by M. Fultz (lost ball; steal by R. Rubio),,91,90
440,4,1:14.0,,R. Rubio misses 2-pt jump shot from 9 ft,91,90
441,4,1:12.0,Defensive rebound by M. Fultz,,91,90
442,4,0:59.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by M. Fultz),,94,90
443,4,0:58.0,,Phoenix full timeout,94,90
444,4,0:52.0,,D. Booker makes 3-pt jump shot from 26 ft,94,93
445,4,0:39.0,Turnover by M. Fultz (bad pass; steal by D. Booker),,94,93
446,4,0:36.0,,D. Booker makes 3-pt jump shot from 25 ft,94,96
447,4,0:35.0,Orlando full timeout,,94,96
448,4,0:16.0,Turnover by N. Vučević (lost ball; steal by R. Rubio),,94,96
449,4,0:15.0,,Personal take foul by M. Fultz (drawn by R. Rubio),94,96
450,4,0:15.0,,R. Rubio makes free throw 1 of 2,94,97
451,4,0:15.0,,R. Rubio misses free throw 2 of 2,94,97
452,4,0:15.0,Defensive rebound by T. Ross,,94,97
453,4,0:15.0,Orlando full timeout,,94,97
454,4,0:09.0,E. Fournier misses 3-pt jump shot from 26 ft,,94,97
455,4,0:07.0,,Defensive rebound by D. Booker,94,97
456,4,0:06.0,,Personal take foul by W. Iwundu (drawn by K. Oubre),94,97
457,4,0:06.0,,K. Oubre misses free throw 1 of 2,94,97
458,4,0:06.0,,Offensive rebound by Team,94,97
459,4,0:06.0,,K. Oubre makes free throw 2 of 2,94,98
460,4,0:02.0,E. Fournier misses 3-pt jump shot from 25 ft,,94,98
461,4,0:02.0,Offensive rebound by M. Fultz,,94,98
462,4,0:01.0,M. Fultz misses 2-pt layup from 1 ft,,94,98
463,4,0:01.0,Offensive rebound by Team,,94,98
