,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,ORLANDO_ACTION,MILWAUKEE_SCORE,ORLANDO_SCORE
27,1,8:01.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by J. Isaac),7,18
28,1,7:46.0,Personal foul by A. Gordon (drawn by G. Antetokounmpo),,7,18
29,1,7:39.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,7,18
30,1,7:36.0,,Defensive rebound by N. Vučević,7,18
31,1,7:24.0,,A. Gordon makes 2-pt layup from 4 ft (assist by D. Augustin),7,20
32,1,7:24.0,,Shooting foul by K. Middleton (drawn by A. Gordon),7,20
33,1,7:24.0,P. Connaughton enters the game for K. Middleton,,7,20
34,1,7:24.0,,M. Fultz enters the game for D. Augustin,7,20
35,1,7:24.0,,A. Gordon misses free throw 1 of 1,7,20
36,1,7:23.0,Defensive rebound by G. Antetokounmpo,,7,20
37,1,7:14.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,10,20
38,1,7:05.0,,N. Vučević misses 3-pt jump shot from 26 ft,10,20
39,1,7:02.0,,Offensive rebound by J. Isaac,10,20
40,1,7:02.0,,J. Isaac misses 2-pt dunk from 3 ft,10,20
41,1,7:02.0,Defensive rebound by E. Bledsoe,,10,20
42,1,6:56.0,Personal foul by M. Fultz (drawn by E. Bledsoe),,10,20
43,1,6:50.0,E. Bledsoe makes 2-pt layup from 3 ft,,12,20
44,1,6:31.0,,E. Fournier makes 2-pt jump shot from 11 ft,12,22
45,1,6:20.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,12,22
46,1,6:17.0,,Defensive rebound by E. Fournier,12,22
47,1,6:11.0,,N. Vučević misses 3-pt jump shot from 26 ft,12,22
48,1,6:08.0,Defensive rebound by E. Bledsoe,,12,22
49,1,6:03.0,P. Connaughton misses 3-pt jump shot from 25 ft,,12,22
50,1,5:59.0,,Defensive rebound by M. Fultz,12,22
51,1,5:46.0,,E. Fournier misses 3-pt jump shot from 26 ft,12,22
52,1,5:44.0,Defensive rebound by G. Antetokounmpo,,12,22
53,1,5:40.0,Shooting foul by A. Gordon (drawn by G. Antetokounmpo),,12,22
54,1,5:40.0,Technical foul by A. Gordon,,12,22
55,1,5:40.0,W. Matthews misses technical free throw,,12,22
56,1,5:40.0,,Defensive rebound by Team,12,22
57,1,5:40.0,G. Antetokounmpo misses free throw 1 of 2,,12,22
58,1,5:40.0,Offensive rebound by Team,,12,22
59,1,5:40.0,R. Lopez enters the game for B. Lopez,,12,22
60,1,5:40.0,G. Antetokounmpo makes free throw 2 of 2,,13,22
61,1,5:26.0,,J. Isaac misses 2-pt jump shot from 14 ft,13,22
62,1,5:24.0,Defensive rebound by E. Bledsoe,,13,22
63,1,5:17.0,R. Lopez makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,16,22
64,1,5:17.0,,Orlando full timeout,16,22
65,1,5:17.0,S. Brown enters the game for G. Antetokounmpo,,16,22
66,1,5:17.0,E. İlyasova enters the game for W. Matthews,,16,22
67,1,5:17.0,,A. Aminu enters the game for A. Gordon,16,22
68,1,4:58.0,,M. Fultz misses 3-pt jump shot from 26 ft,16,22
69,1,4:56.0,,Offensive rebound by Team,16,22
70,1,4:56.0,,T. Ross enters the game for E. Fournier,16,22
71,1,4:56.0,,Away from play foul by P. Connaughton (drawn by T. Ross),16,22
72,1,4:56.0,,T. Ross makes free throw 1 of 1,16,23
73,1,4:46.0,,T. Ross misses 2-pt jump shot from 22 ft (block by P. Connaughton),16,23
74,1,4:46.0,,Offensive rebound by T. Ross,16,23
75,1,4:41.0,,T. Ross misses 2-pt jump shot from 17 ft,16,23
76,1,4:39.0,Defensive rebound by E. Bledsoe,,16,23
77,1,4:36.0,E. Bledsoe makes 3-pt jump shot from 27 ft,,19,23
78,1,4:25.0,,T. Ross misses 2-pt jump shot from 11 ft,19,23
79,1,4:23.0,Defensive rebound by P. Connaughton,,19,23
80,1,4:07.0,E. İlyasova makes 3-pt jump shot from 26 ft (assist by P. Connaughton),,22,23
81,1,3:39.0,,J. Isaac misses 3-pt jump shot from 24 ft,22,23
82,1,3:37.0,Defensive rebound by S. Brown,,22,23
83,1,3:29.0,P. Connaughton misses 3-pt jump shot from 26 ft,,22,23
84,1,3:26.0,,Defensive rebound by J. Isaac,22,23
85,1,3:21.0,,Shooting foul by S. Brown (drawn by M. Fultz),22,23
86,1,3:21.0,,M. Fultz misses free throw 1 of 2,22,23
87,1,3:21.0,,Offensive rebound by Team,22,23
88,1,3:21.0,G. Hill enters the game for E. Bledsoe,,22,23
89,1,3:21.0,,K. Birch enters the game for J. Isaac,22,23
90,1,3:21.0,,W. Iwundu enters the game for N. Vučević,22,23
91,1,3:21.0,,M. Fultz makes free throw 2 of 2,22,24
92,1,3:08.0,P. Connaughton misses 2-pt layup from 3 ft (block by A. Aminu),,22,24
93,1,3:05.0,,Defensive rebound by A. Aminu,22,24
94,1,2:53.0,,K. Birch misses 2-pt layup from 7 ft (block by P. Connaughton),22,24
95,1,2:50.0,Defensive rebound by S. Brown,,22,24
96,1,2:47.0,S. Brown makes 3-pt jump shot from 26 ft,,25,24
97,1,2:23.0,,M. Fultz misses 2-pt jump shot from 12 ft,25,24
98,1,2:20.0,Defensive rebound by E. İlyasova,,25,24
99,1,2:07.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by S. Brown),,28,24
100,1,1:54.0,,Turnover by W. Iwundu (traveling),28,24
101,1,1:54.0,D. DiVincenzo enters the game for P. Connaughton,,28,24
102,1,1:30.0,Turnover by Team (shot clock),,28,24
103,1,1:30.0,G. Antetokounmpo enters the game for R. Lopez,,28,24
104,1,1:05.0,,T. Ross makes 3-pt jump shot from 30 ft,28,27
105,1,0:56.0,Turnover by G. Antetokounmpo (lost ball; steal by T. Ross),,28,27
106,1,0:47.0,,T. Ross misses 3-pt jump shot from 27 ft,28,27
107,1,0:44.0,Defensive rebound by G. Antetokounmpo,,28,27
108,1,0:37.0,G. Antetokounmpo misses 3-pt jump shot from 27 ft,,28,27
109,1,0:36.0,,Defensive rebound by Team,28,27
110,1,0:29.0,,Turnover by M. Fultz (bad pass; steal by G. Hill),28,27
111,1,0:25.0,G. Hill makes 3-pt jump shot from 25 ft,,31,27
112,1,0:04.0,,M. Fultz misses 2-pt jump shot from 17 ft,31,27
113,1,0:01.0,,Offensive rebound by M. Fultz,31,27
114,1,0:00.0,,T. Ross misses 3-pt jump shot from 28 ft,31,27
115,1,0:00.0,,Offensive rebound by Team,31,27
116,2,11:49.0,,T. Ross misses 2-pt jump shot from 17 ft (block by D. DiVincenzo),31,27
117,2,11:45.0,Defensive rebound by S. Brown,,31,27
118,2,11:40.0,D. DiVincenzo makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,34,27
119,2,11:24.0,,W. Iwundu misses 2-pt jump shot from 19 ft,34,27
120,2,11:21.0,Defensive rebound by G. Antetokounmpo,,34,27
121,2,11:04.0,E. İlyasova misses 2-pt layup from 4 ft,,34,27
122,2,11:01.0,,Defensive rebound by K. Birch,34,27
123,2,10:50.0,,Turnover by W. Iwundu (3 sec),34,27
124,2,10:50.0,B. Lopez enters the game for E. İlyasova,,34,27
125,2,10:37.0,D. DiVincenzo makes 3-pt jump shot from 26 ft (assist by G. Hill),,37,27
126,2,10:19.0,,Turnover by A. Aminu (lost ball; steal by G. Antetokounmpo),37,27
127,2,10:15.0,S. Brown makes 2-pt layup from 2 ft,,39,27
128,2,10:14.0,,Orlando full timeout,39,27
129,2,9:58.0,,T. Ross makes 2-pt jump shot from 13 ft,39,29
130,2,9:46.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by D. DiVincenzo),,41,29
131,2,9:31.0,,D. Augustin misses 2-pt layup from 4 ft,41,29
132,2,9:28.0,Defensive rebound by S. Brown,,41,29
133,2,9:25.0,G. Hill makes 2-pt layup from 2 ft (assist by S. Brown),,43,29
134,2,9:08.0,,A. Aminu misses 2-pt jump shot from 22 ft,43,29
135,2,9:05.0,Defensive rebound by S. Brown,,43,29
136,2,9:03.0,Offensive foul by G. Antetokounmpo (drawn by A. Aminu),,43,29
137,2,9:03.0,Turnover by G. Antetokounmpo (offensive foul),,43,29
138,2,9:03.0,E. Bledsoe enters the game for G. Hill,,43,29
139,2,8:50.0,,Offensive foul by A. Aminu (drawn by G. Antetokounmpo),43,29
140,2,8:50.0,,Turnover by A. Aminu (offensive foul),43,29
141,2,8:39.0,G. Antetokounmpo makes 2-pt layup from 11 ft (assist by E. Bledsoe),,45,29
142,2,8:25.0,,D. Augustin misses 2-pt jump shot from 15 ft,45,29
143,2,8:20.0,Defensive rebound by S. Brown,,45,29
144,2,8:15.0,B. Lopez misses 3-pt jump shot from 27 ft,,45,29
145,2,8:13.0,Offensive rebound by E. Bledsoe,,45,29
146,2,8:13.0,E. Bledsoe makes 2-pt layup from 3 ft,,47,29
147,2,8:13.0,,Orlando full timeout,47,29
148,2,8:13.0,K. Middleton enters the game for S. Brown,,47,29
149,2,8:13.0,,E. Fournier enters the game for A. Aminu,47,29
150,2,8:13.0,,A. Gordon enters the game for K. Birch,47,29
151,2,8:13.0,,J. Isaac enters the game for W. Iwundu,47,29
152,2,8:13.0,,N. Vučević enters the game for T. Ross,47,29
153,2,8:04.0,,J. Isaac misses 3-pt jump shot from 27 ft,47,29
154,2,8:00.0,Defensive rebound by G. Antetokounmpo,,47,29
155,2,7:54.0,G. Antetokounmpo makes 2-pt layup from 3 ft,,49,29
156,2,7:40.0,,Def 3 sec tech foul by Team,49,29
157,2,7:40.0,,E. Fournier makes technical free throw,49,30
158,2,7:40.0,E. İlyasova enters the game for G. Antetokounmpo,,49,30
159,2,7:26.0,,E. Fournier makes 2-pt jump shot from 10 ft (assist by N. Vučević),49,32
160,2,7:12.0,E. Bledsoe misses 2-pt layup from 3 ft,,49,32
161,2,7:09.0,,Defensive rebound by N. Vučević,49,32
162,2,7:05.0,,Turnover by E. Fournier (bad pass; steal by E. İlyasova),49,32
163,2,6:59.0,D. DiVincenzo misses 2-pt layup from 3 ft,,49,32
164,2,6:56.0,,Defensive rebound by E. Fournier,49,32
165,2,6:48.0,,Turnover by N. Vučević (bad pass; steal by D. DiVincenzo),49,32
166,2,6:45.0,D. DiVincenzo makes 2-pt layup from 2 ft,,51,32
167,2,6:24.0,,N. Vučević misses 3-pt jump shot from 26 ft,51,32
168,2,6:21.0,Defensive rebound by D. DiVincenzo,,51,32
169,2,6:18.0,Personal foul by E. Fournier (drawn by D. DiVincenzo),,51,32
170,2,6:18.0,W. Matthews enters the game for D. DiVincenzo,,51,32
171,2,6:11.0,B. Lopez misses 2-pt layup from 2 ft,,51,32
172,2,6:09.0,,Defensive rebound by N. Vučević,51,32
173,2,5:55.0,,J. Isaac makes 3-pt jump shot from 23 ft (assist by D. Augustin),51,35
174,2,5:43.0,E. İlyasova misses 3-pt jump shot from 25 ft,,51,35
175,2,5:42.0,,Defensive rebound by Team,51,35
176,2,5:31.0,,E. Fournier misses 3-pt jump shot from 23 ft,51,35
177,2,5:28.0,Defensive rebound by E. İlyasova,,51,35
178,2,5:22.0,K. Middleton makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,54,35
179,2,5:06.0,,N. Vučević misses 2-pt hook shot from 8 ft,54,35
180,2,5:03.0,Defensive rebound by E. İlyasova,,54,35
181,2,4:53.0,E. İlyasova misses 3-pt jump shot from 24 ft,,54,35
182,2,4:49.0,,Defensive rebound by E. Fournier,54,35
183,2,4:43.0,,Turnover by E. Fournier (lost ball; steal by E. İlyasova),54,35
184,2,4:36.0,E. İlyasova makes 2-pt layup from 1 ft (assist by E. Bledsoe),,56,35
185,2,4:35.0,,Orlando full timeout,56,35
186,2,4:35.0,,M. Fultz enters the game for D. Augustin,56,35
187,2,4:25.0,,Turnover by N. Vučević (lost ball; steal by E. Bledsoe),56,35
188,2,4:22.0,E. Bledsoe makes 2-pt dunk at rim,,58,35
189,2,4:01.0,,J. Isaac misses 2-pt jump shot from 16 ft,58,35
190,2,3:57.0,Defensive rebound by E. Bledsoe,,58,35
191,2,3:50.0,B. Lopez misses 3-pt jump shot from 26 ft,,58,35
192,2,3:49.0,,Defensive rebound by Team,58,35
193,2,3:49.0,,Personal foul by E. İlyasova (drawn by J. Isaac),58,35
194,2,3:30.0,,N. Vučević makes 2-pt jump shot from 19 ft (assist by M. Fultz),58,37
195,2,3:19.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,58,37
196,2,3:19.0,,Defensive rebound by Team,58,37
197,2,3:19.0,G. Antetokounmpo enters the game for B. Lopez,,58,37
198,2,3:01.0,,A. Gordon misses 2-pt jump shot from 16 ft,58,37
199,2,2:57.0,Defensive rebound by G. Antetokounmpo,,58,37
200,2,2:49.0,K. Middleton makes 2-pt jump shot from 14 ft,,60,37
201,2,2:38.0,,Shooting foul by E. İlyasova (drawn by N. Vučević),60,37
202,2,2:38.0,,N. Vučević makes free throw 1 of 2,60,38
203,2,2:38.0,G. Hill enters the game for E. Bledsoe,,60,38
204,2,2:38.0,R. Lopez enters the game for E. İlyasova,,60,38
205,2,2:38.0,,N. Vučević makes free throw 2 of 2,60,39
206,2,2:26.0,K. Middleton misses 3-pt jump shot from 25 ft,,60,39
207,2,2:21.0,,Defensive rebound by M. Fultz,60,39
208,2,2:12.0,,J. Isaac misses 2-pt jump shot from 15 ft,60,39
209,2,2:10.0,Defensive rebound by R. Lopez,,60,39
210,2,2:00.0,Turnover by G. Antetokounmpo (lost ball; steal by J. Isaac),,60,39
211,2,1:44.0,,A. Gordon misses 3-pt jump shot from 26 ft,60,39
212,2,1:41.0,Defensive rebound by K. Middleton,,60,39
213,2,1:23.0,G. Hill makes 2-pt dunk at rim,,62,39
214,2,1:07.0,,Personal foul by W. Matthews (drawn by E. Fournier),62,39
215,2,1:07.0,,A. Aminu enters the game for E. Fournier,62,39
216,2,1:07.0,,T. Ross enters the game for A. Gordon,62,39
217,2,0:55.0,,M. Fultz misses 2-pt jump shot from 5 ft,62,39
218,2,0:53.0,,Offensive rebound by N. Vučević,62,39
219,2,0:41.0,,T. Ross misses 3-pt jump shot from 23 ft,62,39
220,2,0:39.0,Defensive rebound by G. Antetokounmpo,,62,39
221,2,0:27.0,G. Hill misses 2-pt jump shot from 10 ft,,62,39
222,2,0:25.0,,Defensive rebound by J. Isaac,62,39
223,2,0:03.0,,T. Ross makes 2-pt jump shot from 9 ft,62,41
224,2,0:00.0,G. Antetokounmpo misses 2-pt layup from 4 ft (block by J. Isaac),,62,41
225,2,0:00.0,Offensive rebound by Team,,62,41
226,3,11:39.0,,J. Isaac misses 3-pt jump shot from 23 ft,62,41
227,3,11:38.0,Defensive rebound by Team,,62,41
228,3,11:20.0,W. Matthews misses 3-pt jump shot from 26 ft,,62,41
229,3,11:15.0,,Defensive rebound by E. Fournier,62,41
230,3,10:58.0,,Turnover by E. Fournier (bad pass),62,41
231,3,10:43.0,G. Antetokounmpo misses 2-pt jump shot from 9 ft,,62,41
232,3,10:41.0,,Defensive rebound by N. Vučević,62,41
233,3,10:31.0,,N. Vučević makes 2-pt layup from 2 ft (assist by E. Fournier),62,43
234,3,10:21.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,62,43
235,3,10:18.0,,Defensive rebound by A. Gordon,62,43
236,3,10:06.0,,J. Isaac makes 3-pt jump shot from 23 ft (assist by N. Vučević),62,46
237,3,9:55.0,E. Bledsoe makes 2-pt jump shot from 7 ft (assist by G. Antetokounmpo),,64,46
238,3,9:42.0,,Personal foul by W. Matthews (drawn by E. Fournier),64,46
239,3,9:31.0,,E. Fournier misses 2-pt jump shot from 12 ft,64,46
240,3,9:28.0,Defensive rebound by K. Middleton,,64,46
241,3,9:26.0,Shooting foul by J. Isaac (drawn by G. Antetokounmpo),,64,46
242,3,9:26.0,G. Antetokounmpo misses free throw 1 of 2,,64,46
243,3,9:26.0,Offensive rebound by Team,,64,46
244,3,9:26.0,G. Antetokounmpo makes free throw 2 of 2,,65,46
245,3,9:11.0,,Turnover by E. Fournier (bad pass; steal by W. Matthews),65,46
246,3,9:07.0,G. Antetokounmpo makes 2-pt layup from 3 ft,,67,46
247,3,9:07.0,Shooting foul by N. Vučević (drawn by G. Antetokounmpo),,67,46
248,3,9:07.0,G. Antetokounmpo makes free throw 1 of 1,,68,46
249,3,8:48.0,,N. Vučević makes 2-pt dunk at rim (assist by A. Gordon),68,48
250,3,8:38.0,B. Lopez misses 3-pt jump shot from 27 ft,,68,48
251,3,8:36.0,Offensive rebound by K. Middleton,,68,48
252,3,8:35.0,K. Middleton makes 2-pt layup from 2 ft,,70,48
253,3,8:07.0,,E. Fournier misses 3-pt jump shot from 24 ft,70,48
254,3,8:05.0,Defensive rebound by G. Antetokounmpo,,70,48
255,3,8:03.0,Shooting foul by N. Vučević (drawn by G. Antetokounmpo),,70,48
256,3,8:03.0,G. Antetokounmpo makes free throw 1 of 2,,71,48
257,3,8:03.0,G. Antetokounmpo makes free throw 2 of 2,,72,48
258,3,7:52.0,,N. Vučević misses 2-pt jump shot from 20 ft,72,48
259,3,7:49.0,Defensive rebound by G. Antetokounmpo,,72,48
260,3,7:44.0,Turnover by G. Antetokounmpo (bad pass),,72,48
261,3,7:29.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by A. Gordon),72,51
262,3,7:20.0,Milwaukee full timeout,,72,51
263,3,7:20.0,,M. Fultz enters the game for D. Augustin,72,51
264,3,7:11.0,K. Middleton makes 2-pt layup from 2 ft,,74,51
265,3,6:50.0,,E. Fournier misses 3-pt jump shot from 25 ft,74,51
266,3,6:47.0,Defensive rebound by K. Middleton,,74,51
267,3,6:42.0,K. Middleton makes 3-pt jump shot from 26 ft,,77,51
268,3,6:42.0,,Orlando full timeout,77,51
269,3,6:42.0,,A. Aminu enters the game for J. Isaac,77,51
270,3,6:17.0,,N. Vučević misses 2-pt jump shot from 22 ft,77,51
271,3,6:14.0,Defensive rebound by K. Middleton,,77,51
272,3,6:06.0,K. Middleton makes 2-pt jump shot from 14 ft (assist by B. Lopez),,79,51
273,3,5:52.0,,A. Gordon makes 3-pt jump shot from 26 ft (assist by M. Fultz),79,54
274,3,5:39.0,E. Bledsoe makes 2-pt layup from 2 ft,,81,54
275,3,5:25.0,,Personal foul by G. Antetokounmpo (drawn by N. Vučević),81,54
276,3,5:25.0,P. Connaughton enters the game for W. Matthews,,81,54
277,3,5:19.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by A. Aminu),81,57
278,3,5:02.0,Turnover by E. Bledsoe (lost ball; steal by E. Fournier),,81,57
279,3,4:48.0,,A. Gordon misses 3-pt jump shot from 25 ft,81,57
280,3,4:45.0,Defensive rebound by P. Connaughton,,81,57
281,3,4:38.0,G. Antetokounmpo makes 2-pt layup from 4 ft,,83,57
282,3,4:38.0,Shooting foul by A. Aminu (drawn by G. Antetokounmpo),,83,57
283,3,4:38.0,E. İlyasova enters the game for B. Lopez,,83,57
284,3,4:38.0,R. Lopez enters the game for K. Middleton,,83,57
285,3,4:38.0,,T. Ross enters the game for E. Fournier,83,57
286,3,4:38.0,G. Antetokounmpo misses free throw 1 of 1,,83,57
287,3,4:32.0,,Defensive rebound by A. Gordon,83,57
288,3,4:29.0,,Turnover by A. Gordon (bad pass; steal by R. Lopez),83,57
289,3,4:24.0,G. Antetokounmpo misses 2-pt layup from 3 ft (block by N. Vučević),,83,57
290,3,4:20.0,Offensive rebound by G. Antetokounmpo,,83,57
291,3,4:13.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,83,57
292,3,4:09.0,,Defensive rebound by N. Vučević,83,57
293,3,4:04.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by M. Fultz),83,60
294,3,3:48.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,83,60
295,3,3:47.0,,Defensive rebound by Team,83,60
296,3,3:47.0,G. Hill enters the game for G. Antetokounmpo,,83,60
297,3,3:47.0,K. Middleton enters the game for E. Bledsoe,,83,60
298,3,3:47.0,,K. Birch enters the game for N. Vučević,83,60
299,3,3:35.0,,Shooting foul by K. Middleton (drawn by A. Gordon),83,60
300,3,3:35.0,,A. Gordon makes free throw 1 of 2,83,61
301,3,3:35.0,S. Brown enters the game for K. Middleton,,83,61
302,3,3:35.0,,A. Gordon misses free throw 2 of 2,83,61
303,3,3:32.0,Defensive rebound by E. İlyasova,,83,61
304,3,3:14.0,E. İlyasova misses 3-pt jump shot from 26 ft,,83,61
305,3,3:11.0,,Defensive rebound by A. Gordon,83,61
306,3,2:52.0,,A. Aminu makes 3-pt jump shot from 26 ft,83,64
307,3,2:34.0,S. Brown misses 3-pt jump shot from 24 ft,,83,64
308,3,2:32.0,,Defensive rebound by M. Fultz,83,64
309,3,2:22.0,,M. Fultz makes 2-pt layup from 2 ft,83,66
310,3,2:22.0,Milwaukee full timeout,,83,66
311,3,2:12.0,P. Connaughton misses 3-pt jump shot from 26 ft,,83,66
312,3,2:08.0,Offensive rebound by E. İlyasova,,83,66
313,3,1:58.0,P. Connaughton misses 3-pt jump shot from 26 ft,,83,66
314,3,1:57.0,,Defensive rebound by Team,83,66
315,3,1:49.0,,T. Ross misses 3-pt jump shot from 25 ft,83,66
316,3,1:42.0,,Offensive rebound by A. Gordon,83,66
317,3,1:36.0,,M. Fultz makes 2-pt layup from 3 ft (assist by A. Gordon),83,68
318,3,1:22.0,Personal foul by A. Aminu (drawn by E. İlyasova),,83,68
319,3,1:22.0,E. İlyasova makes free throw 1 of 2,,84,68
320,3,1:22.0,E. İlyasova makes free throw 2 of 2,,85,68
321,3,1:08.0,,T. Ross misses 3-pt jump shot from 24 ft,85,68
322,3,1:03.0,Defensive rebound by G. Hill,,85,68
323,3,0:56.0,S. Brown makes 2-pt layup from 2 ft (assist by G. Hill),,87,68
324,3,0:56.0,Shooting foul by K. Birch (drawn by S. Brown),,87,68
325,3,0:56.0,G. Antetokounmpo enters the game for R. Lopez,,87,68
326,3,0:56.0,S. Brown makes free throw 1 of 1,,88,68
327,3,0:43.0,,A. Gordon makes 3-pt jump shot from 26 ft,88,71
328,3,0:29.0,S. Brown misses 3-pt jump shot from 23 ft,,88,71
329,3,0:26.0,Offensive rebound by S. Brown,,88,71
330,3,0:17.0,G. Hill misses 2-pt layup from 4 ft,,88,71
331,3,0:15.0,,Defensive rebound by K. Birch,88,71
332,3,0:10.0,,T. Ross misses 3-pt jump shot from 23 ft,88,71
333,3,0:06.0,,Offensive rebound by K. Birch,88,71
334,3,0:02.0,,K. Birch misses 3-pt jump shot from 23 ft,88,71
335,3,0:00.0,,Offensive rebound by Team,88,71
336,4,11:48.0,D. DiVincenzo misses 2-pt layup from 9 ft,,88,71
337,4,11:45.0,,Defensive rebound by A. Aminu,88,71
338,4,11:39.0,,Shooting foul by E. İlyasova (drawn by K. Birch),88,71
339,4,11:39.0,,K. Birch misses free throw 1 of 2,88,71
340,4,11:39.0,,Offensive rebound by Team,88,71
341,4,11:39.0,,K. Birch misses free throw 2 of 2,88,71
342,4,11:36.0,Defensive rebound by S. Brown,,88,71
343,4,11:20.0,Turnover by G. Antetokounmpo (lost ball; steal by J. Isaac),,88,71
344,4,11:20.0,B. Lopez enters the game for E. İlyasova,,88,71
345,4,11:09.0,,Shooting foul by G. Antetokounmpo (drawn by J. Isaac),88,71
346,4,11:09.0,,J. Isaac makes free throw 1 of 2,88,72
347,4,11:09.0,,J. Isaac makes free throw 2 of 2,88,73
348,4,10:58.0,D. DiVincenzo misses 3-pt jump shot from 26 ft,,88,73
349,4,10:54.0,,Defensive rebound by A. Aminu,88,73
350,4,10:46.0,,T. Ross misses 2-pt jump shot from 14 ft,88,73
351,4,10:42.0,Defensive rebound by S. Brown,,88,73
352,4,10:24.0,B. Lopez misses 3-pt jump shot from 26 ft,,88,73
353,4,10:20.0,Offensive rebound by D. DiVincenzo,,88,73
354,4,10:20.0,D. DiVincenzo misses 2-pt layup from 3 ft,,88,73
355,4,10:20.0,Offensive rebound by G. Hill,,88,73
356,4,10:20.0,G. Hill makes 2-pt layup from 2 ft,,90,73
357,4,10:08.0,,Turnover by D. Augustin (bad pass; steal by G. Antetokounmpo),90,73
358,4,10:08.0,G. Antetokounmpo makes 2-pt layup from 3 ft,,92,73
359,4,10:08.0,Shooting foul by T. Ross (drawn by G. Antetokounmpo),,92,73
360,4,10:08.0,G. Antetokounmpo makes free throw 1 of 1,,93,73
361,4,9:54.0,,Personal foul by B. Lopez (drawn by K. Birch),93,73
362,4,9:44.0,,K. Birch misses 2-pt jump shot from 11 ft,93,73
363,4,9:43.0,Defensive rebound by S. Brown,,93,73
364,4,9:43.0,Technical foul by S. Clifford,,93,73
365,4,9:43.0,G. Hill misses technical free throw,,93,73
366,4,9:43.0,Offensive rebound by Team,,93,73
367,4,9:32.0,G. Antetokounmpo makes 2-pt jump shot from 9 ft,,95,73
368,4,9:23.0,,Personal foul by D. DiVincenzo (drawn by T. Ross),95,73
369,4,9:23.0,E. Bledsoe enters the game for G. Hill,,95,73
370,4,9:20.0,,Offensive foul by T. Ross (drawn by D. DiVincenzo),95,73
371,4,9:20.0,,Turnover by T. Ross (offensive foul),95,73
372,4,9:04.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,97,73
373,4,8:59.0,,Orlando full timeout,97,73
374,4,8:48.0,,Turnover by T. Ross (bad pass; steal by D. DiVincenzo),97,73
375,4,8:43.0,E. Bledsoe misses 2-pt layup from 3 ft,,97,73
