,QUARTER,TIME_REMAINING,TORONTO_ACTION,SAN ANTONIO_ACTION,TORONTO_SCORE,SAN ANTONIO_SCORE
76,1,2:12.0,,Personal foul by F. VanVleet (drawn by D. White),29,12
77,1,2:06.0,,D. White makes 2-pt layup from 1 ft,29,14
78,1,1:44.0,P. Siakam makes 3-pt jump shot from 24 ft (assist by F. VanVleet),,32,14
79,1,1:34.0,,Personal foul by S. Ibaka (drawn by J. Poeltl),32,14
80,1,1:34.0,T. Davis enters the game for N. Powell,,32,14
81,1,1:34.0,,M. Belinelli enters the game for L. Walker,32,14
82,1,1:29.0,,J. Poeltl makes 2-pt jump shot from 10 ft (assist by D. White),32,16
83,1,1:16.0,F. VanVleet misses 3-pt jump shot from 29 ft,,32,16
84,1,1:13.0,,Defensive rebound by R. Gay,32,16
85,1,1:07.0,,Turnover by R. Gay (bad pass; steal by S. Ibaka),32,16
86,1,1:02.0,T. Davis makes 3-pt jump shot from 23 ft (assist by S. Ibaka),,35,16
87,1,0:43.0,,P. Mills misses 3-pt jump shot from 23 ft,35,16
88,1,0:41.0,Defensive rebound by T. Davis,,35,16
89,1,0:37.0,P. Siakam misses 3-pt jump shot from 26 ft,,35,16
90,1,0:33.0,,Defensive rebound by R. Gay,35,16
91,1,0:27.0,,Shooting foul by F. VanVleet (drawn by R. Gay),35,16
92,1,0:27.0,,R. Gay makes free throw 1 of 2,35,17
93,1,0:27.0,M. Thomas enters the game for R. Hollis-Jefferson,,35,17
94,1,0:27.0,,L. Walker enters the game for M. Belinelli,35,17
95,1,0:27.0,,R. Gay makes free throw 2 of 2,35,18
96,1,0:06.0,P. Siakam makes 2-pt jump shot from 19 ft (assist by M. Thomas),,37,18
97,1,0:02.0,,Shooting foul by T. Davis (drawn by D. White),37,18
98,1,0:02.0,,D. White makes free throw 1 of 3,37,19
99,1,0:02.0,M. Gasol enters the game for M. Thomas,,37,19
100,1,0:02.0,,D. White makes free throw 2 of 3,37,20
101,1,0:02.0,,D. White makes free throw 3 of 3,37,21
102,1,0:00.0,F. VanVleet misses 3-pt jump shot from 42 ft,,37,21
103,1,0:00.0,Offensive rebound by Team,,37,21
104,2,11:45.0,,J. Poeltl misses 2-pt hook shot from 6 ft,37,21
105,2,11:44.0,Defensive rebound by S. Ibaka,,37,21
106,2,11:34.0,Turnover by T. Davis (lost ball; steal by R. Gay),,37,21
107,2,11:25.0,,Turnover by D. White (traveling),37,21
108,2,11:13.0,N. Powell misses 3-pt jump shot from 25 ft,,37,21
109,2,11:09.0,Offensive rebound by N. Powell,,37,21
110,2,11:01.0,Turnover by R. Hollis-Jefferson (bad pass; steal by L. Walker),,37,21
111,2,10:58.0,,J. Poeltl makes 2-pt layup from 2 ft (assist by P. Mills),37,23
112,2,10:58.0,,Shooting foul by T. Davis (drawn by J. Poeltl),37,23
113,2,10:58.0,,J. Poeltl makes free throw 1 of 1,37,24
114,2,10:46.0,N. Powell misses 3-pt jump shot from 26 ft,,37,24
115,2,10:43.0,Offensive rebound by S. Ibaka,,37,24
116,2,10:42.0,T. Davis makes 3-pt jump shot from 25 ft (assist by S. Ibaka),,40,24
117,2,10:24.0,,P. Mills misses 3-pt jump shot from 26 ft,40,24
118,2,10:22.0,Defensive rebound by R. Hollis-Jefferson,,40,24
119,2,10:12.0,S. Ibaka makes 2-pt dunk at rim (assist by T. Davis),,42,24
120,2,10:04.0,,Turnover by J. Poeltl (traveling),42,24
121,2,10:04.0,,M. Belinelli enters the game for R. Gay,42,24
122,2,9:54.0,Turnover by N. Powell (lost ball; steal by L. Walker),,42,24
123,2,9:46.0,,J. Poeltl makes 2-pt layup at rim (assist by D. White),42,26
124,2,9:46.0,K. Lowry enters the game for M. Thomas,,42,26
125,2,9:46.0,,B. Forbes enters the game for P. Mills,42,26
126,2,9:46.0,,D. Murray enters the game for D. White,42,26
127,2,9:30.0,T. Davis misses 3-pt jump shot from 26 ft,,42,26
128,2,9:25.0,,Defensive rebound by B. Forbes,42,26
129,2,9:21.0,,Shooting foul by R. Hollis-Jefferson (drawn by L. Walker),42,26
130,2,9:21.0,,L. Walker makes free throw 1 of 2,42,27
131,2,9:21.0,,L. Walker makes free throw 2 of 2,42,28
132,2,9:10.0,T. Davis misses 3-pt jump shot from 26 ft,,42,28
133,2,9:06.0,,Defensive rebound by J. Poeltl,42,28
134,2,8:56.0,,L. Walker misses 3-pt jump shot from 25 ft,42,28
135,2,8:55.0,Defensive rebound by S. Ibaka,,42,28
136,2,8:47.0,S. Ibaka makes 2-pt dunk from 2 ft (assist by R. Hollis-Jefferson),,44,28
137,2,8:35.0,,B. Forbes misses 2-pt jump shot from 13 ft,44,28
138,2,8:32.0,Defensive rebound by S. Ibaka,,44,28
139,2,8:20.0,Turnover by S. Ibaka (bad pass; steal by D. Murray),,44,28
140,2,8:13.0,,L. Walker makes 3-pt jump shot from 23 ft (assist by B. Forbes),44,31
141,2,8:02.0,Personal foul by M. Belinelli (drawn by R. Hollis-Jefferson),,44,31
142,2,8:02.0,Toronto full timeout,,44,31
143,2,8:02.0,M. Gasol enters the game for R. Hollis-Jefferson,,44,31
144,2,8:02.0,,L. Aldridge enters the game for B. Forbes,44,31
145,2,8:02.0,,D. DeRozan enters the game for J. Poeltl,44,31
146,2,7:52.0,N. Powell makes 2-pt jump shot from 19 ft (assist by M. Gasol),,46,31
147,2,7:36.0,,M. Belinelli misses 2-pt jump shot from 8 ft,46,31
148,2,7:34.0,Defensive rebound by T. Davis,,46,31
149,2,7:26.0,S. Ibaka makes 2-pt dunk from 2 ft (assist by N. Powell),,48,31
150,2,7:13.0,,D. Murray makes 2-pt jump shot from 14 ft (assist by M. Belinelli),48,33
151,2,7:01.0,N. Powell misses 2-pt layup from 15 ft,,48,33
152,2,6:56.0,,Defensive rebound by L. Aldridge,48,33
153,2,6:49.0,,Personal foul by T. Davis (drawn by L. Walker),48,33
154,2,6:49.0,O. Anunoby enters the game for T. Davis,,48,33
155,2,6:49.0,P. Siakam enters the game for S. Ibaka,,48,33
156,2,6:49.0,F. VanVleet enters the game for N. Powell,,48,33
157,2,6:49.0,,B. Forbes enters the game for L. Walker,48,33
158,2,6:32.0,,D. Murray misses 3-pt jump shot from 28 ft,48,33
159,2,6:29.0,Defensive rebound by P. Siakam,,48,33
160,2,6:21.0,M. Gasol misses 3-pt jump shot from 25 ft,,48,33
161,2,6:21.0,Offensive rebound by F. VanVleet,,48,33
162,2,6:17.0,Shooting foul by L. Aldridge (drawn by P. Siakam),,48,33
163,2,6:17.0,P. Siakam makes free throw 1 of 2,,49,33
164,2,6:17.0,P. Siakam makes free throw 2 of 2,,50,33
165,2,6:08.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by D. DeRozan),50,36
166,2,5:55.0,Shooting foul by M. Belinelli (drawn by P. Siakam),,50,36
167,2,5:55.0,P. Siakam misses free throw 1 of 2,,50,36
168,2,5:55.0,Offensive rebound by Team,,50,36
169,2,5:55.0,P. Siakam misses free throw 2 of 2,,50,36
170,2,5:53.0,,Defensive rebound by D. DeRozan,50,36
171,2,5:36.0,,Def 3 sec tech foul by Team,50,36
172,2,5:36.0,,L. Aldridge makes technical free throw,50,37
173,2,5:23.0,,B. Forbes misses 2-pt jump shot from 13 ft (block by O. Anunoby),50,37
174,2,5:23.0,,Offensive rebound by Team,50,37
175,2,5:19.0,,D. DeRozan makes 2-pt jump shot from 11 ft (assist by M. Belinelli),50,39
176,2,5:05.0,F. VanVleet misses 2-pt layup from 1 ft,,50,39
177,2,5:04.0,Offensive rebound by M. Gasol,,50,39
178,2,5:02.0,P. Siakam makes 2-pt dunk from 1 ft (assist by M. Gasol),,52,39
179,2,4:52.0,,Personal foul by P. Siakam (drawn by D. DeRozan),52,39
180,2,4:52.0,Technical foul by D. DeRozan,,52,39
181,2,4:52.0,P. Siakam makes technical free throw,,53,39
182,2,4:37.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. Murray),53,42
183,2,4:20.0,O. Anunoby misses 3-pt jump shot from 23 ft,,53,42
184,2,4:15.0,,Defensive rebound by L. Aldridge,53,42
185,2,4:07.0,,D. Murray misses 2-pt layup from 1 ft,53,42
186,2,4:05.0,Defensive rebound by P. Siakam,,53,42
187,2,3:58.0,O. Anunoby makes 2-pt layup from 1 ft (assist by K. Lowry),,55,42
188,2,3:58.0,,San Antonio full timeout,55,42
189,2,3:58.0,,D. White enters the game for D. Murray,55,42
190,2,3:35.0,,D. White misses 2-pt jump shot from 10 ft,55,42
191,2,3:35.0,Defensive rebound by Team,,55,42
192,2,3:21.0,O. Anunoby makes 2-pt dunk from 1 ft (assist by K. Lowry),,57,42
193,2,3:01.0,,M. Belinelli misses 3-pt jump shot from 25 ft,57,42
194,2,2:58.0,Defensive rebound by F. VanVleet,,57,42
195,2,2:51.0,F. VanVleet misses 2-pt layup from 2 ft,,57,42
196,2,2:48.0,,Defensive rebound by L. Aldridge,57,42
197,2,2:44.0,,Personal foul by O. Anunoby (drawn by D. DeRozan),57,42
198,2,2:44.0,,D. DeRozan makes free throw 1 of 2,57,43
199,2,2:44.0,,R. Gay enters the game for M. Belinelli,57,43
200,2,2:44.0,,D. DeRozan makes free throw 2 of 2,57,44
201,2,2:33.0,M. Gasol misses 2-pt jump shot from 11 ft,,57,44
202,2,2:31.0,,Defensive rebound by R. Gay,57,44
203,2,2:25.0,,D. White misses 2-pt jump shot from 14 ft,57,44
204,2,2:23.0,Defensive rebound by O. Anunoby,,57,44
205,2,2:09.0,Turnover by K. Lowry (traveling),,57,44
206,2,1:51.0,,L. Aldridge makes 2-pt jump shot from 12 ft (assist by R. Gay),57,46
207,2,1:37.0,O. Anunoby makes 3-pt jump shot from 24 ft (assist by M. Gasol),,60,46
208,2,1:22.0,,B. Forbes misses 3-pt jump shot from 24 ft,60,46
209,2,1:19.0,Defensive rebound by M. Gasol,,60,46
210,2,1:11.0,Turnover by K. Lowry (bad pass),,60,46
211,2,1:06.0,,Offensive foul by L. Aldridge (drawn by F. VanVleet),60,46
212,2,1:06.0,,Turnover by L. Aldridge (offensive foul),60,46
213,2,0:55.0,K. Lowry makes 2-pt layup from 2 ft (assist by M. Gasol),,62,46
214,2,0:55.0,Shooting foul by B. Forbes (drawn by K. Lowry),,62,46
215,2,0:55.0,,L. Walker enters the game for B. Forbes,62,46
216,2,0:55.0,K. Lowry makes free throw 1 of 1,,63,46
217,2,0:43.0,,R. Gay misses 3-pt jump shot from 24 ft,63,46
218,2,0:39.0,Defensive rebound by K. Lowry,,63,46
219,2,0:34.0,M. Gasol misses 3-pt jump shot from 28 ft,,63,46
220,2,0:30.0,,Defensive rebound by R. Gay,63,46
221,2,0:28.0,,Personal foul by K. Lowry (drawn by L. Aldridge),63,46
222,2,0:28.0,,L. Aldridge makes free throw 1 of 2,63,47
223,2,0:28.0,,L. Aldridge makes free throw 2 of 2,63,48
224,2,0:05.0,F. VanVleet misses 2-pt layup from 4 ft,,63,48
225,2,0:03.0,,Defensive rebound by R. Gay,63,48
226,2,0:00.0,,D. White makes 3-pt jump shot from 26 ft (assist by R. Gay),63,51
227,2,0:00.0,,Instant Replay (Request: Stands),63,51
228,3,11:42.0,,B. Forbes misses 3-pt jump shot from 27 ft,63,51
229,3,11:40.0,Defensive rebound by K. Lowry,,63,51
230,3,11:24.0,O. Anunoby misses 3-pt jump shot from 24 ft,,63,51
231,3,11:21.0,,Defensive rebound by D. Murray,63,51
232,3,11:10.0,,D. DeRozan misses 2-pt jump shot from 10 ft,63,51
233,3,11:09.0,,Offensive rebound by D. Murray,63,51
234,3,11:06.0,,D. Murray misses 2-pt jump shot from 12 ft,63,51
235,3,11:05.0,Defensive rebound by M. Gasol,,63,51
236,3,10:54.0,K. Lowry makes 2-pt layup from 2 ft,,65,51
237,3,10:37.0,,Turnover by D. White (step out of bounds),65,51
238,3,10:27.0,Offensive foul by P. Siakam (drawn by D. White),,65,51
239,3,10:27.0,Turnover by P. Siakam (offensive foul),,65,51
240,3,10:17.0,,D. DeRozan makes 2-pt layup from 2 ft,65,53
241,3,9:56.0,Shooting foul by L. Aldridge (drawn by K. Lowry),,65,53
242,3,9:56.0,K. Lowry makes free throw 1 of 2,,66,53
243,3,9:56.0,K. Lowry makes free throw 2 of 2,,67,53
244,3,9:41.0,,Turnover by D. Murray (bad pass; steal by O. Anunoby),67,53
245,3,9:34.0,M. Gasol misses 3-pt jump shot from 25 ft,,67,53
246,3,9:29.0,,Defensive rebound by L. Aldridge,67,53
247,3,9:22.0,,D. White misses 2-pt layup from 5 ft (block by F. VanVleet),67,53
248,3,9:22.0,,Offensive rebound by D. White,67,53
249,3,9:22.0,,Shooting foul by P. Siakam (drawn by D. White),67,53
250,3,9:22.0,,D. White makes free throw 1 of 2,67,54
251,3,9:22.0,,D. White misses free throw 2 of 2,67,54
252,3,9:19.0,Defensive rebound by P. Siakam,,67,54
253,3,8:58.0,P. Siakam misses 3-pt jump shot from 24 ft,,67,54
254,3,8:54.0,,Defensive rebound by D. DeRozan,67,54
255,3,8:47.0,,Personal foul by K. Lowry (drawn by D. White),67,54
256,3,8:40.0,,D. Murray misses 2-pt layup from 2 ft,67,54
257,3,8:38.0,Defensive rebound by O. Anunoby,,67,54
258,3,8:27.0,Turnover by P. Siakam (bad pass; steal by B. Forbes),,67,54
259,3,8:23.0,,B. Forbes makes 2-pt layup from 2 ft (assist by D. DeRozan),67,56
260,3,8:06.0,F. VanVleet makes 2-pt layup from 2 ft,,69,56
261,3,7:49.0,,D. Murray makes 3-pt jump shot from 23 ft (assist by D. White),69,59
262,3,7:39.0,F. VanVleet misses 2-pt layup from 2 ft (block by D. White),,69,59
263,3,7:36.0,,Defensive rebound by L. Aldridge,69,59
264,3,7:31.0,,D. Murray makes 3-pt jump shot from 23 ft (assist by B. Forbes),69,62
265,3,7:31.0,Toronto full timeout,,69,62
266,3,7:31.0,S. Ibaka enters the game for M. Gasol,,69,62
267,3,7:06.0,O. Anunoby misses 2-pt layup from 2 ft (block by D. White),,69,62
268,3,7:04.0,,Defensive rebound by D. DeRozan,69,62
269,3,7:01.0,,B. Forbes makes 2-pt layup at rim (assist by D. DeRozan),69,64
270,3,6:50.0,S. Ibaka misses 2-pt jump shot from 17 ft,,69,64
271,3,6:46.0,,Defensive rebound by D. DeRozan,69,64
272,3,6:37.0,,D. White makes 3-pt jump shot from 26 ft (assist by D. DeRozan),69,67
273,3,6:12.0,K. Lowry makes 2-pt layup from 1 ft (assist by F. VanVleet),,71,67
274,3,5:55.0,,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. DeRozan),71,70
275,3,5:36.0,S. Ibaka misses 2-pt jump shot from 6 ft (block by D. Murray),,71,70
276,3,5:31.0,Offensive rebound by S. Ibaka,,71,70
277,3,5:31.0,S. Ibaka makes 2-pt layup from 1 ft,,73,70
278,3,5:19.0,,B. Forbes misses 3-pt jump shot from 27 ft,73,70
279,3,5:17.0,Defensive rebound by O. Anunoby,,73,70
280,3,5:12.0,S. Ibaka misses 3-pt jump shot from 25 ft,,73,70
281,3,5:08.0,,Defensive rebound by D. White,73,70
282,3,4:53.0,,D. Murray makes 3-pt jump shot from 25 ft (assist by D. DeRozan),73,73
283,3,4:27.0,P. Siakam misses 3-pt jump shot from 24 ft,,73,73
284,3,4:26.0,Offensive rebound by O. Anunoby,,73,73
285,3,4:24.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by O. Anunoby),,76,73
286,3,4:24.0,,San Antonio full timeout,76,73
287,3,4:24.0,N. Powell enters the game for O. Anunoby,,76,73
288,3,4:24.0,,P. Mills enters the game for B. Forbes,76,73
289,3,4:24.0,,L. Walker enters the game for D. White,76,73
290,3,4:12.0,,D. DeRozan misses 2-pt layup from 3 ft,76,73
291,3,4:11.0,,Offensive rebound by L. Aldridge,76,73
292,3,4:11.0,,L. Aldridge misses 2-pt layup at rim,76,73
293,3,4:10.0,,Offensive rebound by L. Aldridge,76,73
294,3,4:09.0,,Personal foul by F. VanVleet (drawn by L. Aldridge),76,73
295,3,4:01.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by D. Murray),76,76
296,3,3:39.0,N. Powell misses 2-pt layup from 2 ft,,76,76
297,3,3:37.0,Offensive rebound by S. Ibaka,,76,76
298,3,3:37.0,S. Ibaka makes 2-pt dunk from 1 ft,,78,76
299,3,3:17.0,,D. Murray misses 2-pt layup from 6 ft,78,76
300,3,3:15.0,Defensive rebound by N. Powell,,78,76
301,3,3:09.0,P. Siakam misses 2-pt jump shot from 3 ft,,78,76
302,3,3:04.0,Offensive rebound by P. Siakam,,78,76
303,3,3:04.0,P. Siakam makes 2-pt layup from 1 ft,,80,76
304,3,2:42.0,,Turnover by D. Murray (bad pass; steal by F. VanVleet),80,76
305,3,2:42.0,Personal take foul by D. DeRozan (drawn by F. VanVleet),,80,76
306,3,2:42.0,T. Davis enters the game for P. Siakam,,80,76
307,3,2:42.0,M. Gasol enters the game for F. VanVleet,,80,76
308,3,2:42.0,,M. Belinelli enters the game for L. Aldridge,80,76
309,3,2:42.0,,R. Gay enters the game for D. DeRozan,80,76
310,3,2:42.0,,J. Poeltl enters the game for D. Murray,80,76
311,3,2:20.0,K. Lowry misses 2-pt layup from 4 ft,,80,76
312,3,2:20.0,,Defensive rebound by R. Gay,80,76
313,3,2:20.0,,Personal foul by K. Lowry (drawn by R. Gay),80,76
314,3,2:11.0,,L. Walker makes 3-pt jump shot from 26 ft (assist by M. Belinelli),80,79
315,3,1:59.0,N. Powell makes 2-pt layup from 2 ft (assist by K. Lowry),,82,79
316,3,1:46.0,,L. Walker misses 2-pt jump shot from 19 ft,82,79
317,3,1:44.0,Defensive rebound by T. Davis,,82,79
318,3,1:41.0,K. Lowry misses 3-pt jump shot from 27 ft,,82,79
319,3,1:38.0,,Defensive rebound by L. Walker,82,79
320,3,1:32.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by P. Mills),82,82
321,3,1:11.0,N. Powell misses 3-pt jump shot from 26 ft,,82,82
322,3,1:07.0,,Defensive rebound by J. Poeltl,82,82
323,3,1:00.0,,Shooting foul by T. Davis (drawn by M. Belinelli),82,82
324,3,1:00.0,,M. Belinelli makes free throw 1 of 3,82,83
325,3,1:00.0,,M. Belinelli makes free throw 2 of 3,82,84
326,3,1:00.0,,M. Belinelli makes free throw 3 of 3,82,85
327,3,0:49.0,N. Powell misses 2-pt layup from 2 ft (block by J. Poeltl),,82,85
328,3,0:47.0,,Defensive rebound by J. Poeltl,82,85
329,3,0:42.0,,Turnover by L. Walker (lost ball; steal by T. Davis),82,85
330,3,0:32.0,K. Lowry makes 2-pt jump shot from 3 ft,,84,85
331,3,0:13.0,,R. Gay misses 2-pt jump shot from 10 ft,84,85
332,3,0:11.0,Defensive rebound by M. Gasol,,84,85
333,3,0:05.0,S. Ibaka makes 2-pt dunk from 1 ft (assist by N. Powell),,86,85
334,3,0:00.0,,J. Poeltl misses 2-pt jump shot from 7 ft,86,85
335,3,0:00.0,,Offensive rebound by Team,86,85
336,4,11:44.0,S. Ibaka misses 2-pt jump shot from 7 ft,,86,85
337,4,11:42.0,,Defensive rebound by J. Poeltl,86,85
338,4,11:37.0,,J. Poeltl makes 2-pt layup from 2 ft (assist by M. Belinelli),86,87
339,4,11:17.0,T. Davis misses 3-pt jump shot from 23 ft,,86,87
340,4,11:14.0,,Defensive rebound by J. Poeltl,86,87
341,4,11:07.0,,M. Belinelli makes 3-pt jump shot from 26 ft,86,90
342,4,10:43.0,T. Davis makes 3-pt jump shot from 25 ft (assist by S. Ibaka),,89,90
343,4,10:30.0,,R. Gay misses 2-pt jump shot from 10 ft,89,90
344,4,10:28.0,Defensive rebound by M. Gasol,,89,90
345,4,10:17.0,N. Powell misses 2-pt layup from 3 ft (block by J. Poeltl),,89,90
346,4,10:15.0,,Defensive rebound by P. Mills,89,90
347,4,10:06.0,,R. Gay makes 2-pt layup from 2 ft (assist by M. Belinelli),89,92
348,4,9:50.0,F. VanVleet misses 3-pt jump shot from 26 ft,,89,92
349,4,9:45.0,,Defensive rebound by P. Mills,89,92
350,4,9:39.0,,P. Mills makes 3-pt jump shot from 26 ft,89,95
351,4,9:24.0,F. VanVleet misses 3-pt jump shot from 28 ft,,89,95
352,4,9:21.0,,Defensive rebound by J. Poeltl,89,95
353,4,9:08.0,,Personal foul by N. Powell (drawn by R. Gay),89,95
354,4,9:08.0,P. Siakam enters the game for T. Davis,,89,95
355,4,8:57.0,,J. Poeltl makes 2-pt jump shot from 6 ft (assist by P. Mills),89,97
356,4,8:38.0,M. Gasol makes 2-pt dunk from 2 ft (assist by F. VanVleet),,91,97
357,4,8:38.0,Shooting foul by M. Belinelli (drawn by M. Gasol),,91,97
358,4,8:38.0,M. Gasol makes free throw 1 of 1,,92,97
359,4,8:27.0,,M. Belinelli misses 3-pt jump shot from 26 ft,92,97
360,4,8:26.0,Defensive rebound by F. VanVleet,,92,97
361,4,8:21.0,Personal foul by R. Gay (drawn by M. Gasol),,92,97
362,4,8:21.0,,B. Forbes enters the game for P. Mills,92,97
363,4,8:21.0,,D. White enters the game for L. Walker,92,97
364,4,8:10.0,M. Gasol makes 2-pt jump shot from 10 ft,,94,97
365,4,8:01.0,,Turnover by D. White (bad pass; steal by S. Ibaka),94,97
366,4,7:54.0,M. Gasol makes 3-pt jump shot from 27 ft (assist by F. VanVleet),,97,97
367,4,7:52.0,,San Antonio full timeout,97,97
368,4,7:52.0,,L. Aldridge enters the game for R. Gay,97,97
369,4,7:52.0,,D. DeRozan enters the game for J. Poeltl,97,97
370,4,7:38.0,,B. Forbes misses 2-pt jump shot from 9 ft,97,97
371,4,7:36.0,Defensive rebound by S. Ibaka,,97,97
372,4,7:31.0,M. Gasol misses 3-pt jump shot from 26 ft,,97,97
373,4,7:28.0,,Defensive rebound by M. Belinelli,97,97
374,4,7:09.0,,L. Aldridge misses 2-pt jump shot from 11 ft,97,97
375,4,7:06.0,Defensive rebound by P. Siakam,,97,97
376,4,7:01.0,N. Powell makes 3-pt jump shot from 24 ft (assist by S. Ibaka),,100,97
