,QUARTER,TIME_REMAINING,CHICAGO_ACTION,BOSTON_ACTION,CHICAGO_SCORE,BOSTON_SCORE
120,2,10:42.0,,Offensive rebound by S. Ojeleye,17,28
121,2,10:40.0,,B. Wanamaker misses 2-pt jump shot from 21 ft,17,28
122,2,10:38.0,Defensive rebound by R. Arcidiacono,,17,28
123,2,10:30.0,C. White misses 3-pt jump shot from 26 ft,,17,28
124,2,10:26.0,Offensive rebound by Team,,17,28
125,2,10:18.0,Personal foul by M. Smart (drawn by R. Arcidiacono),,17,28
126,2,10:04.0,C. White makes 2-pt layup from 7 ft,,19,28
127,2,9:51.0,,Shooting foul by D. Gafford (drawn by J. Tatum),19,28
128,2,9:51.0,,J. Tatum misses free throw 1 of 2,19,28
129,2,9:51.0,,Offensive rebound by Team,19,28
130,2,9:51.0,L. Kornet enters the game for D. Gafford,,19,28
131,2,9:51.0,,J. Tatum makes free throw 2 of 2,19,29
132,2,9:33.0,C. White misses 3-pt jump shot from 26 ft,,19,29
133,2,9:31.0,,Defensive rebound by Team,19,29
134,2,9:09.0,,J. Tatum makes 2-pt jump shot from 12 ft,19,31
135,2,8:59.0,R. Arcidiacono misses 3-pt jump shot from 25 ft,,19,31
136,2,8:56.0,,Defensive rebound by J. Tatum,19,31
137,2,8:49.0,,B. Wanamaker makes 2-pt jump shot from 8 ft (assist by J. Tatum),19,33
138,2,8:27.0,T. Young misses 3-pt jump shot from 23 ft,,19,33
139,2,8:25.0,,Defensive rebound by M. Smart,19,33
140,2,8:16.0,,J. Tatum makes 3-pt jump shot from 27 ft,19,36
141,2,8:14.0,Chicago full timeout,,19,36
142,2,8:14.0,Z. LaVine enters the game for R. Arcidiacono,,19,36
143,2,8:14.0,T. Satoranský enters the game for C. Hutchison,,19,36
144,2,7:58.0,T. Young makes 2-pt hook shot from 8 ft (assist by Z. LaVine),,21,36
145,2,7:38.0,,J. Tatum misses 2-pt jump shot from 10 ft,21,36
146,2,7:36.0,Defensive rebound by L. Kornet,,21,36
147,2,7:18.0,T. Young makes 2-pt hook shot from 7 ft,,23,36
148,2,6:57.0,,E. Freedom makes 2-pt layup from 2 ft,23,38
149,2,6:41.0,Z. LaVine misses 2-pt jump shot from 19 ft,,23,38
150,2,6:38.0,,Defensive rebound by J. Tatum,23,38
151,2,6:19.0,,B. Wanamaker makes 3-pt jump shot from 26 ft (assist by M. Smart),23,41
152,2,5:59.0,L. Kornet misses 3-pt jump shot from 22 ft,,23,41
153,2,5:57.0,,Defensive rebound by J. Tatum,23,41
154,2,5:52.0,,J. Tatum misses 3-pt jump shot from 26 ft,23,41
155,2,5:51.0,Defensive rebound by L. Kornet,,23,41
156,2,5:39.0,T. Young makes 2-pt layup from 4 ft,,25,41
157,2,5:13.0,,M. Smart misses 3-pt jump shot from 23 ft,25,41
158,2,5:11.0,Defensive rebound by C. White,,25,41
159,2,5:02.0,Turnover by Z. LaVine (lost ball; steal by M. Smart),,25,41
160,2,4:56.0,,Boston full timeout,25,41
161,2,4:56.0,K. Dunn enters the game for L. Kornet,,25,41
162,2,4:56.0,L. Markkanen enters the game for C. White,,25,41
163,2,4:56.0,,J. Brown enters the game for E. Freedom,25,41
164,2,4:56.0,,K. Walker enters the game for S. Ojeleye,25,41
165,2,4:56.0,,G. Williams enters the game for M. Smart,25,41
166,2,4:43.0,,G. Williams misses 3-pt jump shot from 26 ft,25,41
167,2,4:39.0,Defensive rebound by Z. LaVine,,25,41
168,2,4:19.0,T. Satoranský makes 2-pt dunk from 1 ft,,27,41
169,2,3:58.0,,G. Williams makes 2-pt jump shot from 14 ft (assist by B. Wanamaker),27,43
170,2,3:39.0,Shooting foul by G. Williams (drawn by T. Satoranský),,27,43
171,2,3:39.0,T. Satoranský makes free throw 1 of 2,,28,43
172,2,3:39.0,,G. Hayward enters the game for J. Tatum,28,43
173,2,3:39.0,,M. Smart enters the game for B. Wanamaker,28,43
174,2,3:39.0,T. Satoranský makes free throw 2 of 2,,29,43
175,2,3:22.0,,J. Brown misses 2-pt layup from 7 ft,29,43
176,2,3:20.0,Defensive rebound by Z. LaVine,,29,43
177,2,3:14.0,Z. LaVine makes 2-pt layup from 3 ft,,31,43
178,2,2:58.0,,J. Brown makes 2-pt dunk from 1 ft (assist by M. Smart),31,45
179,2,2:43.0,L. Markkanen makes 2-pt layup from 2 ft,,33,45
180,2,2:23.0,,J. Brown makes 2-pt dunk from 1 ft (assist by G. Williams),33,47
181,2,2:08.0,L. Markkanen misses 2-pt layup from 4 ft (block by G. Williams),,33,47
182,2,2:06.0,,Defensive rebound by M. Smart,33,47
183,2,2:02.0,,M. Smart makes 2-pt jump shot from 12 ft,33,49
184,2,1:46.0,T. Satoranský misses 2-pt jump shot from 7 ft,,33,49
185,2,1:44.0,,Defensive rebound by G. Hayward,33,49
186,2,1:41.0,,K. Walker misses 3-pt jump shot from 26 ft,33,49
187,2,1:38.0,Defensive rebound by Team,,33,49
188,2,1:38.0,L. Kornet enters the game for T. Young,,33,49
189,2,1:38.0,,E. Freedom enters the game for G. Williams,33,49
190,2,1:30.0,Shooting foul by G. Hayward (drawn by Z. LaVine),,33,49
191,2,1:30.0,Z. LaVine makes free throw 1 of 2,,34,49
192,2,1:30.0,Z. LaVine makes free throw 2 of 2,,35,49
193,2,1:18.0,,E. Freedom makes 2-pt layup from 3 ft (assist by G. Hayward),35,51
194,2,1:03.0,Personal foul by J. Brown (drawn by Z. LaVine),,35,51
195,2,1:03.0,Z. LaVine makes free throw 1 of 2,,36,51
196,2,1:03.0,Z. LaVine makes free throw 2 of 2,,37,51
197,2,0:52.0,,Personal foul by Z. LaVine (drawn by J. Brown),37,51
198,2,0:45.0,,E. Freedom makes 2-pt layup from 2 ft (assist by G. Hayward),37,53
199,2,0:37.0,Z. LaVine misses 2-pt jump shot from 14 ft,,37,53
200,2,0:35.0,,Defensive rebound by M. Smart,37,53
201,2,0:29.0,,J. Brown misses 3-pt jump shot from 26 ft,37,53
202,2,0:26.0,,Offensive rebound by E. Freedom,37,53
203,2,0:15.0,,Shooting foul by L. Markkanen (drawn by M. Smart),37,53
204,2,0:15.0,,M. Smart makes free throw 1 of 2,37,54
205,2,0:15.0,,S. Ojeleye enters the game for E. Freedom,37,54
206,2,0:15.0,,M. Smart makes free throw 2 of 2,37,55
207,2,0:03.0,Z. LaVine misses 2-pt layup from 4 ft,,37,55
208,2,0:02.0,,Defensive rebound by G. Hayward,37,55
209,3,11:50.0,T. Satoranský misses 3-pt jump shot from 26 ft,,37,55
210,3,11:47.0,,Defensive rebound by K. Walker,37,55
211,3,11:32.0,,J. Tatum misses 2-pt layup from 3 ft (block by D. Gafford),37,55
212,3,11:32.0,,Offensive rebound by Team,37,55
213,3,11:28.0,,J. Brown misses 2-pt jump shot from 10 ft,37,55
214,3,11:26.0,Defensive rebound by L. Markkanen,,37,55
215,3,11:19.0,L. Markkanen makes 2-pt layup from 7 ft,,39,55
216,3,11:01.0,,J. Brown makes 2-pt jump shot from 10 ft (assist by G. Hayward),39,57
217,3,10:41.0,L. Markkanen makes 2-pt layup from 2 ft (assist by D. Gafford),,41,57
218,3,10:28.0,,K. Walker misses 3-pt jump shot from 26 ft,41,57
219,3,10:26.0,Defensive rebound by D. Gafford,,41,57
220,3,10:13.0,Z. LaVine makes 2-pt layup from 9 ft,,43,57
221,3,9:59.0,,Turnover by E. Freedom (bad pass; steal by L. Markkanen),43,57
222,3,9:53.0,D. Gafford makes 2-pt layup from 3 ft (assist by T. Satoranský),,45,57
223,3,9:53.0,,Boston full timeout,45,57
224,3,9:32.0,,G. Hayward misses 2-pt jump shot from 11 ft,45,57
225,3,9:30.0,Defensive rebound by L. Markkanen,,45,57
226,3,9:18.0,Z. LaVine makes 3-pt jump shot from 26 ft (assist by T. Satoranský),,48,57
227,3,9:05.0,,G. Hayward misses 3-pt jump shot from 26 ft,48,57
228,3,9:03.0,Defensive rebound by K. Dunn,,48,57
229,3,8:59.0,T. Satoranský makes 2-pt layup from 3 ft (assist by Z. LaVine),,50,57
230,3,8:59.0,Shooting foul by G. Hayward (drawn by T. Satoranský),,50,57
231,3,8:59.0,T. Satoranský misses free throw 1 of 1,,50,57
232,3,8:57.0,,Defensive rebound by G. Hayward,50,57
233,3,8:48.0,,J. Tatum makes 3-pt jump shot from 27 ft (assist by G. Hayward),50,60
234,3,8:28.0,Shooting foul by E. Freedom (drawn by Z. LaVine),,50,60
235,3,8:28.0,Z. LaVine makes free throw 1 of 2,,51,60
236,3,8:28.0,Z. LaVine makes free throw 2 of 2,,52,60
237,3,8:23.0,,Turnover by K. Walker (step out of bounds),52,60
238,3,8:13.0,Z. LaVine misses 3-pt jump shot from 27 ft,,52,60
239,3,8:11.0,Offensive rebound by D. Gafford,,52,60
240,3,8:09.0,D. Gafford makes 2-pt layup from 2 ft,,54,60
241,3,7:55.0,,Turnover by E. Freedom (traveling),54,60
242,3,7:55.0,,M. Smart enters the game for G. Hayward,54,60
243,3,7:55.0,,G. Williams enters the game for E. Freedom,54,60
244,3,7:44.0,Turnover by T. Satoranský (traveling),,54,60
245,3,7:32.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by G. Williams),54,63
246,3,7:14.0,Turnover by Z. LaVine (out of bounds lost ball),,54,63
247,3,6:59.0,,Personal foul by D. Gafford (drawn by G. Williams),54,63
248,3,6:59.0,L. Kornet enters the game for D. Gafford,,54,63
249,3,6:55.0,,J. Brown misses 2-pt layup from 5 ft,54,63
250,3,6:53.0,Defensive rebound by L. Kornet,,54,63
251,3,6:39.0,K. Dunn misses 2-pt jump shot from 20 ft,,54,63
252,3,6:34.0,,Defensive rebound by J. Tatum,54,63
253,3,6:27.0,,J. Tatum misses 3-pt jump shot from 27 ft,54,63
254,3,6:25.0,Defensive rebound by K. Dunn,,54,63
255,3,6:17.0,Shooting foul by K. Walker (drawn by Z. LaVine),,54,63
256,3,6:17.0,Z. LaVine makes free throw 1 of 2,,55,63
257,3,6:17.0,C. White enters the game for T. Satoranský,,55,63
258,3,6:17.0,Z. LaVine makes free throw 2 of 2,,56,63
259,3,6:01.0,,K. Walker misses 2-pt jump shot from 19 ft,56,63
260,3,5:58.0,,Offensive rebound by J. Brown,56,63
261,3,5:55.0,,J. Brown misses 2-pt layup from 4 ft,56,63
262,3,5:54.0,,Offensive rebound by J. Brown,56,63
263,3,5:54.0,,Shooting foul by L. Markkanen (drawn by J. Brown),56,63
264,3,5:54.0,,J. Brown makes free throw 1 of 2,56,64
265,3,5:54.0,T. Young enters the game for L. Markkanen,,56,64
266,3,5:54.0,,J. Brown makes free throw 2 of 2,56,65
267,3,5:30.0,K. Dunn misses 2-pt layup from 6 ft,,56,65
268,3,5:28.0,,Defensive rebound by K. Walker,56,65
269,3,5:18.0,,J. Tatum makes 2-pt jump shot from 13 ft (assist by M. Smart),56,67
270,3,5:16.0,Chicago full timeout,,56,67
271,3,5:04.0,T. Young makes 2-pt layup from 2 ft (assist by K. Dunn),,58,67
272,3,4:43.0,,K. Walker misses 3-pt jump shot from 23 ft,58,67
273,3,4:41.0,Defensive rebound by C. White,,58,67
274,3,4:30.0,K. Dunn makes 3-pt jump shot from 25 ft (assist by C. White),,61,67
275,3,4:10.0,,J. Brown makes 2-pt layup from 4 ft (assist by K. Walker),61,69
276,3,3:49.0,Def 3 sec tech foul by Team,,61,69
277,3,3:49.0,Z. LaVine makes technical free throw,,62,69
278,3,3:49.0,,G. Hayward enters the game for J. Tatum,62,69
279,3,3:49.0,,B. Wanamaker enters the game for K. Walker,62,69
280,3,3:44.0,Offensive foul by K. Dunn (drawn by B. Wanamaker),,62,69
281,3,3:44.0,Turnover by K. Dunn (offensive foul),,62,69
282,3,3:32.0,,Shooting foul by L. Kornet (drawn by G. Williams),62,69
283,3,3:32.0,,G. Williams makes free throw 1 of 2,62,70
284,3,3:32.0,R. Arcidiacono enters the game for K. Dunn,,62,70
285,3,3:32.0,,G. Williams makes free throw 2 of 2,62,71
286,3,3:14.0,T. Young makes 2-pt hook shot from 9 ft,,64,71
287,3,2:51.0,,J. Brown makes 2-pt jump shot from 15 ft (assist by G. Williams),64,73
288,3,2:34.0,T. Young makes 2-pt layup from 5 ft,,66,73
289,3,2:14.0,,G. Williams misses 2-pt jump shot from 12 ft,66,73
290,3,2:13.0,,Offensive rebound by G. Williams,66,73
291,3,2:11.0,,G. Williams misses 2-pt layup from 6 ft,66,73
292,3,2:10.0,,Offensive rebound by G. Williams,66,73
293,3,2:10.0,,G. Williams makes 2-pt layup from 3 ft,66,75
294,3,1:42.0,Z. LaVine makes 3-pt jump shot from 24 ft (assist by C. White),,69,75
295,3,1:27.0,,G. Williams makes 3-pt jump shot from 26 ft (assist by G. Hayward),69,78
296,3,1:12.0,Z. LaVine misses 3-pt jump shot from 26 ft,,69,78
297,3,1:10.0,,Defensive rebound by M. Smart,69,78
298,3,1:07.0,,Shooting foul by R. Arcidiacono (drawn by J. Brown),69,78
299,3,1:07.0,,J. Brown makes free throw 1 of 3,69,79
300,3,1:07.0,,J. Brown makes free throw 2 of 3,69,80
301,3,1:07.0,C. Hutchison enters the game for Z. LaVine,,69,80
302,3,1:07.0,,J. Brown makes free throw 3 of 3,69,81
303,3,1:07.0,Chicago full timeout,,69,81
304,3,0:49.0,T. Young misses 3-pt jump shot from 26 ft,,69,81
305,3,0:46.0,,Defensive rebound by G. Hayward,69,81
306,3,0:34.0,,Personal foul by C. White (drawn by B. Wanamaker),69,81
307,3,0:34.0,,B. Wanamaker makes free throw 1 of 2,69,82
308,3,0:34.0,,J. Tatum enters the game for J. Brown,69,82
309,3,0:34.0,,B. Wanamaker makes free throw 2 of 2,69,83
310,3,0:28.0,T. Young makes 2-pt hook shot from 7 ft (assist by C. White),,71,83
311,3,0:09.0,,G. Hayward misses 2-pt jump shot from 16 ft,71,83
312,3,0:07.0,Defensive rebound by R. Arcidiacono,,71,83
313,3,0:02.0,R. Arcidiacono misses 3-pt jump shot from 26 ft,,71,83
314,3,0:01.0,Offensive rebound by Team,,71,83
315,4,11:44.0,,J. Tatum makes 2-pt jump shot from 17 ft (assist by M. Smart),71,85
316,4,11:44.0,,Shooting foul by C. Hutchison (drawn by J. Tatum),71,85
317,4,11:44.0,,J. Tatum makes free throw 1 of 1,71,86
318,4,11:32.0,T. Young misses 2-pt jump shot from 9 ft,,71,86
319,4,11:29.0,,Defensive rebound by E. Freedom,71,86
320,4,11:24.0,,M. Smart misses 2-pt jump shot from 11 ft,71,86
321,4,11:23.0,,Offensive rebound by B. Wanamaker,71,86
322,4,11:08.0,,E. Freedom misses 2-pt layup from 4 ft (block by L. Kornet),71,86
323,4,11:06.0,Defensive rebound by R. Arcidiacono,,71,86
324,4,11:05.0,Personal foul by G. Hayward (drawn by C. Hutchison),,71,86
325,4,10:50.0,C. White makes 2-pt layup from 11 ft,,73,86
326,4,10:28.0,,J. Tatum misses 3-pt jump shot from 26 ft,73,86
327,4,10:26.0,Defensive rebound by Team,,73,86
328,4,10:15.0,T. Young misses 2-pt layup from 13 ft (block by E. Freedom),,73,86
329,4,10:13.0,,Defensive rebound by B. Wanamaker,73,86
330,4,10:10.0,,G. Hayward misses 2-pt layup from 7 ft (block by C. Hutchison),73,86
331,4,10:06.0,Defensive rebound by C. Hutchison,,73,86
332,4,10:05.0,C. Hutchison misses 2-pt layup from 3 ft (block by J. Tatum),,73,86
333,4,10:04.0,,Defensive rebound by E. Freedom,73,86
334,4,9:57.0,,G. Hayward makes 2-pt layup from 5 ft (assist by M. Smart),73,88
335,4,9:56.0,Chicago full timeout,,73,88
336,4,9:56.0,D. Gafford enters the game for L. Kornet,,73,88
337,4,9:49.0,Turnover by C. White (bad pass; steal by J. Tatum),,73,88
338,4,9:40.0,,Turnover by J. Tatum (bad pass; steal by C. Hutchison),73,88
339,4,9:35.0,C. Hutchison makes 2-pt layup from 1 ft,,75,88
340,4,9:13.0,,G. Hayward makes 2-pt layup from 6 ft,75,90
341,4,9:02.0,C. White misses 2-pt layup from 3 ft,,75,90
342,4,9:00.0,Offensive rebound by C. White,,75,90
343,4,8:58.0,Turnover by C. Hutchison (traveling),,75,90
344,4,8:48.0,,J. Tatum misses 2-pt layup from 6 ft,75,90
345,4,8:47.0,,Offensive rebound by Team,75,90
346,4,8:47.0,Z. LaVine enters the game for R. Arcidiacono,,75,90
347,4,8:45.0,,J. Tatum makes 2-pt jump shot from 18 ft (assist by M. Smart),75,92
348,4,8:18.0,T. Young misses 2-pt hook shot from 16 ft,,75,92
349,4,8:16.0,Offensive rebound by C. Hutchison,,75,92
350,4,8:15.0,C. Hutchison misses 2-pt jump shot from 9 ft,,75,92
351,4,8:12.0,,Defensive rebound by J. Tatum,75,92
352,4,8:09.0,,M. Smart misses 3-pt jump shot from 25 ft,75,92
353,4,8:05.0,Defensive rebound by T. Young,,75,92
354,4,8:02.0,Z. LaVine makes 2-pt hook shot from 2 ft (assist by T. Young),,77,92
355,4,7:44.0,,M. Smart misses 3-pt jump shot from 26 ft,77,92
356,4,7:43.0,Defensive rebound by T. Young,,77,92
357,4,7:33.0,Turnover by T. Young (lost ball; steal by E. Freedom),,77,92
358,4,7:31.0,,Shooting foul by C. Hutchison (drawn by J. Tatum),77,92
359,4,7:31.0,,J. Tatum misses free throw 1 of 2,77,92
360,4,7:31.0,,Offensive rebound by Team,77,92
361,4,7:31.0,K. Dunn enters the game for C. Hutchison,,77,92
362,4,7:31.0,L. Markkanen enters the game for C. White,,77,92
363,4,7:31.0,T. Satoranský enters the game for T. Young,,77,92
364,4,7:31.0,,J. Brown enters the game for G. Hayward,77,92
365,4,7:31.0,,K. Walker enters the game for M. Smart,77,92
366,4,7:31.0,,J. Tatum makes free throw 2 of 2,77,93
367,4,7:31.0,,Violation by Team (delay of game),77,93
368,4,7:21.0,Turnover by Z. LaVine (lost ball; steal by J. Brown),,77,93
369,4,7:19.0,,Personal foul by T. Satoranský (drawn by J. Brown),77,93
370,4,7:02.0,,J. Brown misses 2-pt jump shot from 17 ft,77,93
371,4,6:59.0,Defensive rebound by Z. LaVine,,77,93
372,4,6:46.0,Z. LaVine makes 2-pt layup from 2 ft,,79,93
373,4,6:44.0,,Boston full timeout,79,93
374,4,6:44.0,,M. Smart enters the game for J. Tatum,79,93
375,4,6:30.0,,Turnover by M. Smart (lost ball; steal by Z. LaVine),79,93
376,4,6:26.0,Z. LaVine misses 2-pt layup from 3 ft,,79,93
377,4,6:25.0,Offensive rebound by T. Satoranský,,79,93
378,4,6:25.0,T. Satoranský makes 2-pt layup from 6 ft,,81,93
379,4,6:25.0,Shooting foul by J. Brown (drawn by T. Satoranský),,81,93
380,4,6:25.0,T. Satoranský makes free throw 1 of 1,,82,93
381,4,6:14.0,,Offensive foul by E. Freedom (drawn by D. Gafford),82,93
382,4,6:14.0,,Turnover by E. Freedom (offensive foul),82,93
383,4,6:06.0,L. Markkanen misses 3-pt jump shot from 25 ft (block by K. Walker),,82,93
384,4,6:03.0,,Defensive rebound by K. Walker,82,93
385,4,5:57.0,,M. Smart makes 2-pt layup from 5 ft (assist by J. Brown),82,95
386,4,5:47.0,K. Dunn misses 2-pt layup from 3 ft,,82,95
