,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CHICAGO_ACTION,PORTLAND_SCORE,CHICAGO_SCORE
384,4,7:07.0,,D. Gafford makes 2-pt layup from 2 ft (assist by C. White),107,81
385,4,6:42.0,R. Hood misses 3-pt jump shot from 28 ft,,107,81
386,4,6:39.0,,Defensive rebound by C. Hutchison,107,81
387,4,6:33.0,,Shooting foul by S. Labissière (drawn by C. White),107,81
388,4,6:33.0,,C. White misses free throw 1 of 2,107,81
389,4,6:33.0,,Offensive rebound by Team,107,81
390,4,6:33.0,M. Hezonja enters the game for R. Hood,,107,81
391,4,6:33.0,,C. White makes free throw 2 of 2,107,82
392,4,6:20.0,Offensive foul by S. Labissière (drawn by C. Hutchison),,107,82
393,4,6:20.0,Turnover by S. Labissière (offensive foul),,107,82
394,4,6:06.0,,D. Gafford misses 2-pt dunk from 1 ft,107,82
395,4,6:04.0,Defensive rebound by M. Hezonja,,107,82
396,4,6:02.0,C. McCollum misses 3-pt jump shot from 26 ft,,107,82
397,4,5:59.0,,Defensive rebound by S. Harrison,107,82
398,4,5:55.0,,C. White misses 3-pt jump shot from 26 ft,107,82
399,4,5:51.0,,Offensive rebound by S. Harrison,107,82
400,4,5:50.0,,D. Valentine misses 3-pt jump shot from 24 ft,107,82
401,4,5:46.0,Defensive rebound by C. McCollum,,107,82
402,4,5:42.0,Portland full timeout,,107,82
403,4,5:42.0,A. Simons enters the game for C. McCollum,,107,82
404,4,5:28.0,S. Labissière misses 2-pt jump shot from 18 ft,,107,82
405,4,5:24.0,,Defensive rebound by D. Valentine,107,82
406,4,5:15.0,,Personal foul by A. Simons (drawn by S. Harrison),107,82
407,4,5:07.0,,Shooting foul by S. Labissière (drawn by C. Hutchison),107,82
408,4,5:07.0,,C. Hutchison misses free throw 1 of 2,107,82
409,4,5:07.0,,Offensive rebound by Team,107,82
410,4,5:07.0,,C. Hutchison misses free throw 2 of 2,107,82
411,4,5:05.0,,Offensive rebound by D. Valentine,107,82
412,4,5:04.0,,C. Hutchison makes 2-pt layup from 2 ft (assist by D. Valentine),107,84
413,4,5:04.0,,Shooting foul by S. Labissière (drawn by C. Hutchison),107,84
414,4,5:04.0,,C. Hutchison makes free throw 1 of 1,107,85
415,4,4:48.0,A. Simons misses 2-pt layup from 3 ft (block by S. Harrison),,107,85
416,4,4:45.0,,Defensive rebound by Team,107,85
417,4,4:32.0,,S. Harrison misses 2-pt layup from 2 ft (block by S. Labissière),107,85
418,4,4:29.0,Defensive rebound by K. Bazemore,,107,85
419,4,4:26.0,N. Little makes 2-pt dunk at rim (assist by M. Hezonja),,109,85
420,4,4:09.0,,C. White makes 2-pt layup from 5 ft (assist by S. Harrison),109,87
421,4,4:09.0,Portland full timeout,,109,87
422,4,4:09.0,M. Brown enters the game for K. Bazemore,,109,87
423,4,4:09.0,J. Hoard enters the game for S. Labissière,,109,87
424,4,3:54.0,Shooting foul by D. Gafford (drawn by M. Brown),,109,87
425,4,3:54.0,M. Brown misses free throw 1 of 2,,109,87
426,4,3:54.0,Offensive rebound by Team,,109,87
427,4,3:54.0,M. Brown misses free throw 2 of 2,,109,87
428,4,3:52.0,,Defensive rebound by C. Hutchison,109,87
429,4,3:36.0,,D. Valentine makes 2-pt jump shot from 11 ft (assist by C. White),109,89
430,4,3:15.0,M. Brown makes 2-pt hook shot from 5 ft (assist by N. Little),,111,89
431,4,3:03.0,,Shooting foul by M. Brown (drawn by D. Gafford),111,89
432,4,3:03.0,,D. Gafford makes free throw 1 of 2,111,90
433,4,3:03.0,,D. Gafford makes free throw 2 of 2,111,91
434,4,2:46.0,Turnover by N. Little (bad pass; steal by C. Hutchison),,111,91
435,4,2:42.0,,C. White misses 3-pt jump shot from 26 ft,111,91
436,4,2:38.0,Defensive rebound by J. Hoard,,111,91
437,4,2:33.0,M. Brown misses 2-pt layup from 2 ft,,111,91
438,4,2:33.0,,Defensive rebound by C. Hutchison,111,91
439,4,2:23.0,,Turnover by C. Hutchison (bad pass; steal by M. Brown),111,91
440,4,2:07.0,N. Little misses 3-pt jump shot from 23 ft,,111,91
441,4,2:03.0,Offensive rebound by N. Little,,111,91
442,4,1:59.0,M. Brown misses 2-pt layup from 2 ft,,111,91
443,4,1:57.0,,Defensive rebound by D. Valentine,111,91
444,4,1:44.0,,S. Harrison misses 2-pt layup from 2 ft,111,91
445,4,1:41.0,,Offensive rebound by D. Gafford,111,91
446,4,1:34.0,,C. White misses 2-pt layup from 1 ft,111,91
447,4,1:32.0,Defensive rebound by M. Brown,,111,91
448,4,1:27.0,,Chicago full timeout,111,91
449,4,1:25.0,Turnover by M. Hezonja (lost ball; steal by D. Valentine),,111,91
450,4,1:16.0,,Turnover by S. Harrison (bad pass; steal by M. Hezonja),111,91
451,4,1:13.0,M. Hezonja makes 2-pt layup from 2 ft,,113,91
452,4,0:59.0,,S. Harrison misses 2-pt jump shot from 19 ft,113,91
453,4,0:58.0,Defensive rebound by M. Hezonja,,113,91
454,4,0:54.0,M. Hezonja misses 2-pt jump shot from 3 ft,,113,91
455,4,0:53.0,Offensive rebound by M. Brown,,113,91
456,4,0:53.0,M. Brown makes 2-pt layup at rim,,115,91
457,4,0:35.0,,Turnover by C. Hutchison (lost ball; steal by J. Hoard),115,91
458,4,0:33.0,J. Hoard makes 2-pt layup from 1 ft,,117,91
459,4,0:19.0,,C. Hutchison makes 3-pt jump shot from 23 ft (assist by S. Harrison),117,94
