,QUARTER,TIME_REMAINING,DALLAS_ACTION,PHILADELPHIA_ACTION,DALLAS_SCORE,PHILADELPHIA_SCORE
379,4,7:42.0,,J. Ennis misses 3-pt jump shot from 27 ft,94,85
380,4,7:40.0,Defensive rebound by M. Kleber,,94,85
381,4,7:40.0,Dallas full timeout,,94,85
382,4,7:40.0,T. Hardaway enters the game for R. Broekhoff,,94,85
383,4,7:40.0,,T. Harris enters the game for J. Embiid,94,85
384,4,7:40.0,,A. Horford enters the game for J. Ennis,94,85
385,4,7:40.0,,B. Simmons enters the game for J. Richardson,94,85
386,4,7:23.0,Turnover by M. Kleber (lost ball; steal by B. Simmons),,94,85
387,4,7:11.0,,T. Burke makes 2-pt jump shot from 21 ft,94,87
388,4,6:45.0,T. Hardaway makes 3-pt jump shot from 26 ft,,97,87
389,4,6:23.0,,M. Scott makes 2-pt jump shot from 16 ft (assist by A. Horford),97,89
390,4,6:01.0,D. Wright makes 2-pt layup from 2 ft (assist by M. Kleber),,99,89
391,4,5:44.0,,M. Scott misses 3-pt jump shot from 26 ft,99,89
392,4,5:42.0,,Offensive rebound by A. Horford,99,89
393,4,5:39.0,,M. Scott misses 3-pt jump shot from 27 ft,99,89
394,4,5:37.0,Defensive rebound by Team,,99,89
395,4,5:37.0,J. Brunson enters the game for M. Kleber,,99,89
396,4,5:37.0,D. Powell enters the game for D. Wright,,99,89
397,4,5:25.0,K. Porziņģis misses 2-pt layup from 2 ft,,99,89
398,4,5:21.0,Offensive rebound by K. Porziņģis,,99,89
399,4,5:21.0,K. Porziņģis makes 2-pt layup from 2 ft,,101,89
400,4,5:00.0,,A. Horford misses 2-pt hook shot from 2 ft (block by K. Porziņģis),101,89
401,4,4:57.0,,Offensive rebound by T. Burke,101,89
402,4,4:56.0,,T. Burke makes 2-pt jump shot from 15 ft,101,91
403,4,4:44.0,Shooting foul by A. Horford (drawn by D. Powell),,101,91
404,4,4:44.0,D. Powell makes free throw 1 of 2,,102,91
405,4,4:44.0,D. Finney-Smith enters the game for S. Curry,,102,91
406,4,4:44.0,M. Kleber enters the game for K. Porziņģis,,102,91
407,4,4:44.0,,J. Embiid enters the game for T. Burke,102,91
408,4,4:44.0,,J. Richardson enters the game for M. Scott,102,91
409,4,4:44.0,D. Powell makes free throw 2 of 2,,103,91
410,4,4:27.0,,A. Horford misses 3-pt jump shot from 27 ft,103,91
411,4,4:23.0,,Offensive rebound by J. Richardson,103,91
412,4,4:19.0,,T. Harris misses 3-pt jump shot from 24 ft,103,91
413,4,4:13.0,,Offensive rebound by J. Embiid,103,91
414,4,4:13.0,,J. Embiid makes 2-pt dunk from 1 ft,103,93
415,4,3:58.0,T. Hardaway makes 3-pt jump shot from 22 ft (assist by D. Finney-Smith),,106,93
416,4,3:41.0,,Personal foul by T. Hardaway (drawn by J. Embiid),106,93
417,4,3:41.0,K. Porziņģis enters the game for D. Powell,,106,93
418,4,3:33.0,,Turnover by B. Simmons (bad pass; steal by M. Kleber),106,93
419,4,3:23.0,J. Brunson makes 2-pt jump shot from 20 ft,,108,93
420,4,3:22.0,,Philadelphia full timeout,108,93
421,4,3:22.0,,T. Burke enters the game for A. Horford,108,93
422,4,3:20.0,,Offensive foul by B. Simmons (drawn by T. Hardaway),108,93
423,4,3:20.0,,Turnover by B. Simmons (offensive foul),108,93
424,4,3:18.0,Personal foul by J. Embiid (drawn by D. Finney-Smith),,108,93
425,4,3:18.0,D. Finney-Smith makes free throw 1 of 2,,109,93
426,4,3:18.0,D. Finney-Smith makes free throw 2 of 2,,110,93
427,4,3:09.0,,J. Richardson makes 2-pt jump shot from 19 ft (assist by T. Burke),110,95
428,4,3:03.0,Dallas full timeout,,110,95
429,4,2:45.0,T. Hardaway misses 3-pt jump shot from 27 ft,,110,95
430,4,2:41.0,,Defensive rebound by J. Richardson,110,95
431,4,2:27.0,,T. Burke makes 3-pt jump shot from 26 ft (assist by T. Harris),110,98
432,4,2:01.0,J. Brunson makes 2-pt layup from 2 ft,,112,98
433,4,2:01.0,Shooting foul by B. Simmons (drawn by J. Brunson),,112,98
434,4,2:01.0,J. Brunson makes free throw 1 of 1,,113,98
435,4,1:52.0,,J. Embiid misses 3-pt jump shot from 26 ft,113,98
436,4,1:48.0,Defensive rebound by T. Hardaway,,113,98
437,4,1:29.0,T. Hardaway misses 2-pt layup from 1 ft (block by J. Embiid),,113,98
438,4,1:27.0,,Defensive rebound by J. Richardson,113,98
439,4,1:24.0,,J. Richardson misses 3-pt jump shot from 27 ft,113,98
440,4,1:19.0,Defensive rebound by K. Porziņģis,,113,98
441,4,1:11.0,D. Finney-Smith makes 2-pt dunk from 1 ft,,115,98
442,4,1:11.0,,Philadelphia full timeout,115,98
443,4,1:11.0,,F. Korkmaz enters the game for J. Embiid,115,98
444,4,1:11.0,,R. Neto enters the game for T. Harris,115,98
445,4,1:11.0,,K. O'Quinn enters the game for J. Richardson,115,98
446,4,1:11.0,,N. Pelle enters the game for B. Simmons,115,98
447,4,0:59.0,,T. Burke misses 3-pt jump shot from 27 ft,115,98
448,4,0:56.0,Defensive rebound by D. Finney-Smith,,115,98
449,4,0:39.0,K. Porziņģis makes 2-pt dunk from 1 ft (assist by J. Brunson),,117,98
450,4,0:35.0,,Personal take foul by D. Finney-Smith (drawn by T. Burke),117,98
451,4,0:35.0,R. Broekhoff enters the game for T. Hardaway,,117,98
452,4,0:35.0,D. Powell enters the game for K. Porziņģis,,117,98
453,4,0:23.0,,N. Pelle misses 2-pt jump shot from 11 ft,117,98
454,4,0:21.0,Defensive rebound by D. Powell,,117,98
