,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,ORLANDO_ACTION,GOLDEN STATE_SCORE,ORLANDO_SCORE
61,1,3:58.0,E. Paschall misses 3-pt jump shot from 23 ft,,12,21
62,1,3:54.0,Offensive rebound by G. Robinson,,12,21
63,1,3:52.0,G. Robinson makes 2-pt hook shot from 9 ft,,14,21
64,1,3:34.0,,E. Fournier misses 2-pt jump shot from 10 ft,14,21
65,1,3:30.0,,Offensive rebound by J. Isaac,14,21
66,1,3:30.0,,J. Isaac misses 2-pt layup at rim,14,21
67,1,3:29.0,Defensive rebound by G. Robinson,,14,21
68,1,3:27.0,E. Paschall makes 2-pt dunk from 1 ft (assist by G. Robinson),,16,21
69,1,3:20.0,,Orlando full timeout,16,21
70,1,3:20.0,,M. Bamba enters the game for K. Birch,16,21
71,1,3:20.0,,A. Gordon enters the game for E. Fournier,16,21
72,1,3:20.0,,T. Ross enters the game for J. Isaac,16,21
73,1,3:05.0,,Shooting foul by M. Chriss (drawn by W. Iwundu),16,21
74,1,3:05.0,,W. Iwundu makes free throw 1 of 2,16,22
75,1,3:05.0,,W. Iwundu makes free throw 2 of 2,16,23
76,1,2:52.0,G. Robinson makes 2-pt dunk from 2 ft (assist by M. Chriss),,18,23
77,1,2:26.0,,M. Bamba misses 3-pt jump shot from 25 ft,18,23
78,1,2:22.0,Defensive rebound by K. Bowman,,18,23
79,1,2:18.0,J. Poole misses 3-pt jump shot from 25 ft,,18,23
80,1,2:16.0,Offensive rebound by E. Paschall,,18,23
81,1,2:16.0,E. Paschall makes 2-pt dunk from 2 ft,,20,23
82,1,2:16.0,A. Burks enters the game for G. Robinson,,20,23
83,1,2:16.0,,E. Fournier enters the game for W. Iwundu,20,23
84,1,2:01.0,,Turnover by A. Gordon (traveling),20,23
85,1,2:01.0,O. Spellman enters the game for E. Paschall,,20,23
86,1,1:44.0,M. Chriss misses 3-pt jump shot from 26 ft,,20,23
87,1,1:41.0,,Defensive rebound by D. Augustin,20,23
88,1,1:24.0,,E. Fournier makes 3-pt jump shot from 27 ft,20,26
89,1,1:05.0,,Violation by Team (kicked ball),20,26
90,1,1:01.0,K. Bowman misses 2-pt dunk from 1 ft,,20,26
91,1,0:59.0,,Defensive rebound by D. Augustin,20,26
92,1,0:51.0,,M. Bamba misses 2-pt jump shot from 18 ft,20,26
93,1,0:48.0,Defensive rebound by O. Spellman,,20,26
94,1,0:46.0,Personal take foul by E. Fournier (drawn by A. Burks),,20,26
95,1,0:46.0,,M. Frazier enters the game for E. Fournier,20,26
96,1,0:37.0,Shooting foul by A. Gordon (drawn by M. Chriss),,20,26
97,1,0:37.0,M. Chriss makes free throw 1 of 2,,21,26
98,1,0:37.0,M. Chriss misses free throw 2 of 2,,21,26
99,1,0:36.0,,Defensive rebound by Team,21,26
100,1,0:28.0,,Turnover by D. Augustin (out of bounds lost ball),21,26
101,1,0:06.0,Shooting foul by T. Ross (drawn by J. Poole),,21,26
102,1,0:06.0,Instant Replay (Request: Ruling Stands),,21,26
103,1,0:06.0,J. Poole misses free throw 1 of 2,,21,26
104,1,0:06.0,Offensive rebound by Team,,21,26
105,1,0:06.0,E. Paschall enters the game for O. Spellman,,21,26
106,1,0:06.0,J. Poole makes free throw 2 of 2,,22,26
107,1,0:00.0,,D. Augustin misses 3-pt jump shot from 28 ft,22,26
108,1,0:00.0,,Offensive rebound by Team,22,26
109,2,11:44.0,,T. Ross makes 2-pt dunk from 2 ft (assist by A. Gordon),22,28
110,2,11:28.0,O. Spellman misses 2-pt jump shot from 12 ft,,22,28
111,2,11:23.0,,Defensive rebound by T. Ross,22,28
112,2,11:14.0,,M. Bamba makes 2-pt dunk from 1 ft (assist by D. Augustin),22,30
113,2,10:58.0,Shooting foul by M. Bamba (drawn by M. Chriss),,22,30
114,2,10:58.0,M. Chriss makes free throw 1 of 2,,23,30
115,2,10:58.0,M. Chriss makes free throw 2 of 2,,24,30
116,2,10:38.0,,E. Fournier makes 2-pt jump shot from 11 ft,24,32
117,2,10:22.0,Turnover by A. Burks (step out of bounds),,24,32
118,2,10:05.0,,M. Bamba misses 2-pt hook shot from 2 ft (block by M. Chriss),24,32
119,2,10:01.0,,Offensive rebound by E. Fournier,24,32
120,2,10:00.0,,E. Fournier misses 3-pt jump shot from 23 ft,24,32
121,2,9:56.0,Defensive rebound by M. Chriss,,24,32
122,2,9:46.0,J. Poole misses 2-pt jump shot from 8 ft (block by M. Bamba),,24,32
123,2,9:44.0,,Defensive rebound by D. Augustin,24,32
124,2,9:39.0,,T. Ross misses 3-pt jump shot from 25 ft,24,32
125,2,9:39.0,Defensive rebound by M. Chriss,,24,32
126,2,9:28.0,K. Bowman misses 2-pt layup from 2 ft,,24,32
127,2,9:26.0,,Defensive rebound by D. Augustin,24,32
128,2,9:20.0,,T. Ross misses 3-pt jump shot from 27 ft,24,32
129,2,9:16.0,Defensive rebound by O. Spellman,,24,32
130,2,9:02.0,J. Poole misses 3-pt jump shot from 26 ft,,24,32
131,2,8:58.0,Offensive rebound by A. Burks,,24,32
132,2,8:54.0,Turnover by O. Spellman (bad pass; steal by T. Ross),,24,32
133,2,8:51.0,,T. Ross makes 2-pt layup at rim,24,34
134,2,8:51.0,Golden State full timeout,,24,34
135,2,8:51.0,E. Paschall enters the game for A. Burks,,24,34
136,2,8:51.0,G. Robinson enters the game for J. Poole,,24,34
137,2,8:51.0,,J. Isaac enters the game for A. Gordon,24,34
138,2,8:40.0,O. Spellman misses 3-pt jump shot from 26 ft,,24,34
139,2,8:38.0,Offensive rebound by K. Bowman,,24,34
140,2,8:24.0,E. Paschall misses 2-pt jump shot from 6 ft (block by J. Isaac),,24,34
141,2,8:24.0,Offensive rebound by Team,,24,34
142,2,8:24.0,Turnover by Team (shot clock),,24,34
143,2,8:11.0,,E. Fournier makes 2-pt layup from 1 ft,24,36
144,2,7:46.0,E. Paschall makes 2-pt jump shot from 16 ft,,26,36
145,2,7:30.0,,E. Fournier misses 2-pt jump shot from 7 ft,26,36
146,2,7:26.0,Defensive rebound by E. Paschall,,26,36
147,2,7:23.0,Shooting foul by E. Fournier (drawn by E. Paschall),,26,36
148,2,7:23.0,E. Paschall makes free throw 1 of 2,,27,36
149,2,7:23.0,,M. Fultz enters the game for E. Fournier,27,36
150,2,7:23.0,E. Paschall makes free throw 2 of 2,,28,36
151,2,7:01.0,,M. Bamba misses 3-pt jump shot from 25 ft,28,36
152,2,6:57.0,Defensive rebound by E. Paschall,,28,36
153,2,6:45.0,K. Bowman misses 2-pt jump shot from 4 ft,,28,36
154,2,6:39.0,Offensive rebound by O. Spellman,,28,36
155,2,6:39.0,O. Spellman makes 2-pt layup from 1 ft,,30,36
156,2,6:24.0,,T. Ross makes 2-pt jump shot from 17 ft,30,38
157,2,6:02.0,K. Bowman misses 2-pt jump shot from 19 ft,,30,38
158,2,5:59.0,Offensive rebound by O. Spellman,,30,38
159,2,5:58.0,G. Robinson misses 3-pt jump shot from 26 ft,,30,38
160,2,5:56.0,Offensive rebound by E. Paschall,,30,38
161,2,5:56.0,Shooting foul by M. Bamba (drawn by E. Paschall),,30,38
162,2,5:56.0,E. Paschall makes free throw 1 of 2,,31,38
163,2,5:56.0,W. Cauley-Stein enters the game for M. Chriss,,31,38
164,2,5:56.0,D. Green enters the game for O. Spellman,,31,38
165,2,5:56.0,,K. Birch enters the game for M. Bamba,31,38
166,2,5:56.0,E. Paschall makes free throw 2 of 2,,32,38
167,2,5:41.0,,J. Isaac misses 2-pt layup from 2 ft,32,38
168,2,5:37.0,Defensive rebound by G. Robinson,,32,38
169,2,5:32.0,E. Paschall makes 2-pt jump shot from 3 ft (assist by D. Green),,34,38
170,2,5:16.0,,K. Birch makes 2-pt layup from 2 ft (assist by D. Augustin),34,40
171,2,5:09.0,Personal foul by J. Isaac (drawn by K. Bowman),,34,40
172,2,4:54.0,D. Green misses 2-pt jump shot from 12 ft,,34,40
173,2,4:50.0,,Defensive rebound by M. Fultz,34,40
174,2,4:47.0,,J. Isaac makes 2-pt dunk from 1 ft (assist by D. Augustin),34,42
175,2,4:35.0,G. Robinson makes 2-pt jump shot from 11 ft (assist by D. Green),,36,42
176,2,4:09.0,,T. Ross makes 3-pt jump shot from 30 ft (assist by D. Augustin),36,45
177,2,3:52.0,W. Cauley-Stein makes 2-pt dunk from 3 ft (assist by E. Paschall),,38,45
178,2,3:52.0,A. Burks enters the game for K. Bowman,,38,45
179,2,3:52.0,,E. Fournier enters the game for D. Augustin,38,45
180,2,3:52.0,,A. Gordon enters the game for T. Ross,38,45
181,2,3:32.0,,M. Fultz misses 2-pt jump shot from 18 ft,38,45
182,2,3:32.0,Defensive rebound by A. Burks,,38,45
183,2,3:19.0,G. Robinson makes 2-pt jump shot from 3 ft (assist by D. Green),,40,45
184,2,3:04.0,,A. Gordon misses 3-pt jump shot from 28 ft,40,45
185,2,3:01.0,Defensive rebound by W. Cauley-Stein,,40,45
186,2,2:50.0,D. Green makes 2-pt hook shot from 7 ft,,42,45
187,2,2:25.0,,Turnover by J. Isaac (lost ball; steal by D. Green),42,45
188,2,2:13.0,W. Cauley-Stein makes 2-pt hook shot from 1 ft (assist by E. Paschall),,44,45
189,2,1:58.0,,Turnover by A. Gordon (bad pass; steal by D. Green),44,45
190,2,1:53.0,A. Burks makes 2-pt dunk from 2 ft (assist by D. Green),,46,45
191,2,1:47.0,,Orlando full timeout,46,45
192,2,1:35.0,,E. Fournier makes 2-pt jump shot from 22 ft,46,47
193,2,1:22.0,Offensive foul by E. Paschall (drawn by E. Fournier),,46,47
194,2,1:22.0,Turnover by E. Paschall (offensive foul),,46,47
195,2,1:22.0,,T. Ross enters the game for E. Fournier,46,47
196,2,1:11.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by M. Fultz),46,50
197,2,0:57.0,A. Burks makes 2-pt jump shot from 18 ft,,48,50
198,2,0:43.0,,Shooting foul by W. Cauley-Stein (drawn by M. Fultz),48,50
199,2,0:43.0,M. Chriss enters the game for W. Cauley-Stein,,48,50
200,2,0:43.0,,M. Fultz misses free throw 1 of 2,48,50
201,2,0:43.0,,Offensive rebound by Team,48,50
202,2,0:43.0,,M. Fultz makes free throw 2 of 2,48,51
203,2,0:33.0,G. Robinson makes 3-pt jump shot from 26 ft (assist by D. Green),,51,51
204,2,0:19.0,,Offensive foul by K. Birch (drawn by A. Burks),51,51
205,2,0:19.0,,Turnover by K. Birch (offensive foul),51,51
206,2,0:00.0,E. Paschall misses 2-pt jump shot from 13 ft (block by J. Isaac),,51,51
207,2,0:00.0,Offensive rebound by E. Paschall,,51,51
208,3,11:40.0,,M. Fultz misses 2-pt layup from 2 ft,51,51
209,3,11:36.0,,Offensive rebound by K. Birch,51,51
210,3,11:36.0,,K. Birch misses 2-pt layup from 1 ft,51,51
211,3,11:35.0,,Offensive rebound by K. Birch,51,51
212,3,11:35.0,,K. Birch makes 2-pt layup from 1 ft,51,53
213,3,11:13.0,A. Burks misses 2-pt jump shot from 13 ft,,51,53
214,3,11:03.0,Offensive rebound by W. Cauley-Stein,,51,53
215,3,10:59.0,Turnover by W. Cauley-Stein (lost ball; steal by K. Birch),,51,53
216,3,10:46.0,,K. Birch misses 2-pt jump shot from 6 ft,51,53
217,3,10:43.0,Defensive rebound by D. Green,,51,53
218,3,10:35.0,D. Green makes 3-pt jump shot from 26 ft (assist by A. Burks),,54,53
219,3,10:08.0,,A. Gordon misses 3-pt jump shot from 26 ft,54,53
220,3,10:05.0,Defensive rebound by W. Cauley-Stein,,54,53
221,3,9:49.0,W. Cauley-Stein misses 2-pt jump shot from 14 ft,,54,53
222,3,9:47.0,,Defensive rebound by A. Gordon,54,53
223,3,9:41.0,,M. Fultz misses 2-pt layup from 3 ft,54,53
224,3,9:38.0,Defensive rebound by W. Cauley-Stein,,54,53
225,3,9:24.0,E. Paschall makes 2-pt jump shot from 10 ft (assist by W. Cauley-Stein),,56,53
226,3,9:08.0,,Turnover by E. Fournier (lost ball; steal by A. Burks),56,53
227,3,9:04.0,G. Robinson misses 2-pt jump shot from 9 ft,,56,53
228,3,9:03.0,,Defensive rebound by Team,56,53
229,3,8:47.0,,M. Fultz misses 2-pt jump shot from 6 ft,56,53
230,3,8:43.0,,Offensive rebound by K. Birch,56,53
231,3,8:42.0,,Shooting foul by A. Burks (drawn by A. Gordon),56,53
232,3,8:42.0,,A. Gordon misses free throw 1 of 2,56,53
233,3,8:42.0,,Offensive rebound by Team,56,53
234,3,8:42.0,,A. Gordon makes free throw 2 of 2,56,54
235,3,8:32.0,A. Burks makes 2-pt jump shot from 19 ft,,58,54
236,3,8:12.0,,J. Isaac misses 2-pt jump shot from 11 ft,58,54
237,3,8:10.0,,Offensive rebound by K. Birch,58,54
238,3,8:09.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by K. Birch),58,57
239,3,8:02.0,Turnover by D. Green (bad pass; steal by E. Fournier),,58,57
240,3,7:59.0,,Shooting foul by E. Paschall (drawn by J. Isaac),58,57
241,3,7:59.0,,J. Isaac makes free throw 1 of 2,58,58
242,3,7:59.0,,J. Isaac makes free throw 2 of 2,58,59
243,3,7:39.0,W. Cauley-Stein makes 2-pt jump shot from 10 ft,,60,59
244,3,7:26.0,,E. Fournier misses 3-pt jump shot from 28 ft,60,59
245,3,7:23.0,Defensive rebound by D. Green,,60,59
246,3,7:12.0,W. Cauley-Stein misses 2-pt layup from 6 ft (block by J. Isaac),,60,59
247,3,7:03.0,Offensive rebound by W. Cauley-Stein,,60,59
248,3,7:02.0,W. Cauley-Stein makes 2-pt layup from 1 ft,,62,59
249,3,6:54.0,,Orlando full timeout,62,59
250,3,6:44.0,,M. Fultz misses 3-pt jump shot from 27 ft,62,59
251,3,6:44.0,,Offensive rebound by Team,62,59
252,3,6:44.0,,Turnover by Team (shot clock),62,59
253,3,6:32.0,G. Robinson misses 3-pt jump shot from 26 ft,,62,59
254,3,6:29.0,,Defensive rebound by J. Isaac,62,59
255,3,6:16.0,,J. Isaac misses 3-pt jump shot from 26 ft,62,59
256,3,6:12.0,Defensive rebound by W. Cauley-Stein,,62,59
257,3,6:10.0,Shooting foul by K. Birch (drawn by W. Cauley-Stein),,62,59
258,3,6:10.0,W. Cauley-Stein misses free throw 1 of 2,,62,59
259,3,6:10.0,Offensive rebound by Team,,62,59
260,3,6:10.0,K. Bowman enters the game for D. Green,,62,59
261,3,6:10.0,,W. Iwundu enters the game for A. Gordon,62,59
262,3,6:10.0,W. Cauley-Stein makes free throw 2 of 2,,63,59
263,3,6:01.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by M. Fultz),63,62
264,3,5:41.0,A. Burks misses 2-pt jump shot from 10 ft,,63,62
265,3,5:39.0,,Defensive rebound by M. Fultz,63,62
266,3,5:34.0,,E. Fournier makes 3-pt jump shot from 27 ft (assist by M. Fultz),63,65
267,3,5:08.0,A. Burks misses 3-pt jump shot from 23 ft,,63,65
268,3,5:05.0,,Defensive rebound by K. Birch,63,65
269,3,4:59.0,,Shooting foul by K. Bowman (drawn by K. Birch),63,65
270,3,4:59.0,,K. Birch misses free throw 1 of 2,63,65
271,3,4:59.0,,Offensive rebound by Team,63,65
272,3,4:59.0,J. Poole enters the game for A. Burks,,63,65
273,3,4:59.0,,D. Augustin enters the game for M. Fultz,63,65
274,3,4:59.0,,K. Birch misses free throw 2 of 2,63,65
275,3,4:57.0,Defensive rebound by W. Cauley-Stein,,63,65
276,3,4:43.0,W. Cauley-Stein misses 2-pt jump shot from 17 ft,,63,65
277,3,4:41.0,Offensive rebound by Team,,63,65
278,3,4:39.0,J. Poole misses 2-pt jump shot from 19 ft,,63,65
279,3,4:37.0,,Defensive rebound by Team,63,65
280,3,4:15.0,,J. Isaac misses 2-pt hook shot from 6 ft,63,65
281,3,4:12.0,Defensive rebound by W. Cauley-Stein,,63,65
282,3,4:00.0,Turnover by K. Bowman (traveling),,63,65
283,3,4:00.0,M. Chriss enters the game for W. Cauley-Stein,,63,65
284,3,4:00.0,,M. Bamba enters the game for K. Birch,63,65
285,3,4:00.0,,T. Ross enters the game for E. Fournier,63,65
286,3,3:47.0,,M. Bamba makes 2-pt dunk from 1 ft (assist by T. Ross),63,67
287,3,3:46.0,Golden State full timeout,,63,67
288,3,3:34.0,J. Poole misses 2-pt jump shot from 18 ft,,63,67
289,3,3:32.0,,Defensive rebound by J. Isaac,63,67
290,3,3:24.0,,Turnover by D. Augustin (bad pass),63,67
291,3,3:24.0,,Loose ball foul by M. Bamba (drawn by G. Robinson),63,67
292,3,3:14.0,G. Robinson misses 3-pt jump shot from 25 ft,,63,67
293,3,3:12.0,,Defensive rebound by D. Augustin,63,67
294,3,3:06.0,,M. Bamba misses 3-pt jump shot from 26 ft,63,67
295,3,3:05.0,,Offensive rebound by J. Isaac,63,67
296,3,3:05.0,,Shooting foul by E. Paschall (drawn by J. Isaac),63,67
297,3,3:05.0,,J. Isaac makes free throw 1 of 2,63,68
298,3,3:05.0,A. Burks enters the game for E. Paschall,,63,68
299,3,3:05.0,O. Spellman enters the game for G. Robinson,,63,68
300,3,3:05.0,,J. Isaac misses free throw 2 of 2,63,68
301,3,3:00.0,,Offensive rebound by Team,63,68
302,3,3:00.0,,A. Gordon enters the game for J. Isaac,63,68
303,3,2:48.0,,A. Gordon makes 2-pt layup from 4 ft,63,70
304,3,2:37.0,K. Bowman makes 2-pt jump shot from 13 ft,,65,70
305,3,2:18.0,,W. Iwundu misses 2-pt layup from 4 ft (block by J. Poole),65,70
306,3,2:18.0,,Offensive rebound by W. Iwundu,65,70
307,3,2:14.0,,W. Iwundu misses 2-pt layup from 1 ft,65,70
308,3,2:12.0,Defensive rebound by M. Chriss,,65,70
309,3,2:10.0,K. Bowman makes 2-pt layup from 1 ft,,67,70
310,3,2:10.0,Shooting foul by D. Augustin (drawn by K. Bowman),,67,70
311,3,2:10.0,K. Bowman makes free throw 1 of 1,,68,70
312,3,1:50.0,,Turnover by A. Gordon (bad pass; steal by A. Burks),68,70
313,3,1:35.0,M. Chriss misses 2-pt jump shot from 5 ft,,68,70
314,3,1:33.0,,Defensive rebound by A. Gordon,68,70
315,3,1:29.0,,A. Gordon misses 2-pt layup from 2 ft,68,70
316,3,1:27.0,,Offensive rebound by A. Gordon,68,70
317,3,1:27.0,,A. Gordon misses 2-pt layup from 1 ft,68,70
318,3,1:27.0,Defensive rebound by Team,,68,70
319,3,1:27.0,G. Robinson enters the game for J. Poole,,68,70
320,3,1:11.0,O. Spellman misses 2-pt jump shot from 20 ft,,68,70
321,3,1:07.0,,Defensive rebound by T. Ross,68,70
322,3,1:00.0,,T. Ross makes 2-pt layup from 2 ft,68,72
323,3,0:45.0,A. Burks misses 2-pt layup from 2 ft,,68,72
324,3,0:42.0,Offensive rebound by A. Burks,,68,72
325,3,0:42.0,A. Burks misses 2-pt layup at rim,,68,72
326,3,0:41.0,,Defensive rebound by A. Gordon,68,72
327,3,0:28.0,,D. Augustin misses 3-pt jump shot from 23 ft,68,72
328,3,0:24.0,Defensive rebound by M. Chriss,,68,72
329,3,0:09.0,K. Bowman misses 2-pt layup from 2 ft,,68,72
330,3,0:07.0,Offensive rebound by K. Bowman,,68,72
331,3,0:05.0,K. Bowman makes 3-pt jump shot from 23 ft,,71,72
332,3,0:00.0,,D. Augustin misses 3-pt jump shot from 29 ft (block by M. Chriss),71,72
333,3,0:00.0,,Offensive rebound by Team,71,72
334,4,11:50.0,O. Spellman makes 2-pt dunk from 1 ft (assist by K. Bowman),,73,72
335,4,11:28.0,,A. Gordon misses 3-pt jump shot from 25 ft,73,72
336,4,11:28.0,Defensive rebound by Team,,73,72
337,4,11:12.0,O. Spellman makes 2-pt layup from 1 ft (assist by K. Bowman),,75,72
338,4,11:12.0,Shooting foul by M. Bamba (drawn by O. Spellman),,75,72
339,4,11:12.0,O. Spellman makes free throw 1 of 1,,76,72
340,4,10:56.0,,D. Augustin misses 2-pt jump shot from 11 ft,76,72
341,4,10:54.0,Defensive rebound by O. Spellman,,76,72
342,4,10:47.0,K. Bowman misses 2-pt jump shot from 20 ft,,76,72
343,4,10:43.0,,Defensive rebound by A. Gordon,76,72
344,4,10:31.0,,T. Ross misses 3-pt jump shot from 26 ft,76,72
345,4,10:27.0,Defensive rebound by A. Burks,,76,72
346,4,10:23.0,Personal foul by E. Fournier (drawn by A. Burks),,76,72
347,4,10:07.0,J. Poole misses 2-pt layup from 4 ft,,76,72
348,4,10:05.0,,Defensive rebound by M. Bamba,76,72
349,4,9:59.0,,E. Fournier makes 3-pt jump shot from 23 ft (assist by A. Gordon),76,75
350,4,9:35.0,A. Burks misses 3-pt jump shot from 27 ft,,76,75
351,4,9:33.0,,Defensive rebound by M. Bamba,76,75
352,4,9:27.0,,T. Ross misses 3-pt jump shot from 25 ft,76,75
353,4,9:25.0,,Offensive rebound by Team,76,75
354,4,9:13.0,,E. Fournier misses 2-pt jump shot from 18 ft,76,75
355,4,9:12.0,Defensive rebound by Team,,76,75
356,4,9:12.0,,Loose ball foul by A. Gordon (drawn by M. Chriss),76,75
357,4,8:49.0,J. Poole misses 3-pt jump shot from 30 ft (block by T. Ross),,76,75
358,4,8:49.0,Offensive rebound by Team,,76,75
359,4,8:48.0,J. Poole misses 3-pt jump shot from 31 ft,,76,75
360,4,8:48.0,Offensive rebound by Team,,76,75
361,4,8:48.0,Turnover by Team (shot clock),,76,75
362,4,8:31.0,,T. Ross makes 2-pt jump shot from 18 ft (assist by A. Gordon),76,77
363,4,8:31.0,,Shooting foul by O. Spellman (drawn by T. Ross),76,77
364,4,8:31.0,G. Robinson enters the game for A. Burks,,76,77
365,4,8:31.0,,T. Ross misses free throw 1 of 1,76,77
366,4,8:31.0,Defensive rebound by M. Chriss,,76,77
367,4,8:15.0,O. Spellman misses 3-pt jump shot from 23 ft,,76,77
368,4,8:13.0,,Defensive rebound by T. Ross,76,77
369,4,8:08.0,,D. Augustin misses 3-pt jump shot from 24 ft,76,77
370,4,8:05.0,Defensive rebound by O. Spellman,,76,77
371,4,7:58.0,G. Robinson makes 3-pt jump shot from 26 ft (assist by K. Bowman),,79,77
372,4,7:57.0,,Orlando full timeout,79,77
373,4,7:57.0,,K. Birch enters the game for M. Bamba,79,77
374,4,7:57.0,,M. Fultz enters the game for E. Fournier,79,77
375,4,7:49.0,,Personal foul by K. Bowman (drawn by M. Fultz),79,77
376,4,7:42.0,,Personal foul by M. Chriss (drawn by A. Gordon),79,77
377,4,7:30.0,,M. Fultz makes 2-pt jump shot from 19 ft,79,79
378,4,7:30.0,E. Paschall enters the game for J. Poole,,79,79
379,4,7:08.0,G. Robinson misses 2-pt layup from 2 ft (block by K. Birch),,79,79
380,4,7:04.0,,Defensive rebound by A. Gordon,79,79
381,4,7:01.0,,A. Gordon misses 2-pt dunk from 1 ft,79,79
382,4,6:59.0,Defensive rebound by O. Spellman,,79,79
383,4,6:48.0,Shooting foul by A. Gordon (drawn by K. Bowman),,79,79
384,4,6:48.0,K. Bowman makes free throw 1 of 2,,80,79
385,4,6:48.0,W. Cauley-Stein enters the game for M. Chriss,,80,79
