,QUARTER,TIME_REMAINING,DENVER_ACTION,CLEVELAND_ACTION,DENVER_SCORE,CLEVELAND_SCORE
106,2,9:06.0,,C. Osman misses 2-pt layup at rim,40,32
107,2,9:03.0,Defensive rebound by T. Craig,,40,32
108,2,9:00.0,M. Morris misses 3-pt jump shot from 24 ft,,40,32
109,2,8:58.0,,Defensive rebound by Team,40,32
110,2,8:58.0,M. Porter enters the game for T. Craig,,40,32
111,2,8:52.0,Violation by Team (kicked ball),,40,32
112,2,8:52.0,W. Barton enters the game for J. Murray,,40,32
113,2,8:52.0,,C. Sexton enters the game for A. Žižić,40,32
114,2,8:48.0,,K. Love misses 3-pt jump shot from 29 ft,40,32
115,2,8:45.0,,Offensive rebound by M. Dellavedova,40,32
116,2,8:42.0,,K. Love makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),40,35
117,2,8:22.0,Shooting foul by K. Love (drawn by M. Plumlee),,40,35
118,2,8:22.0,M. Plumlee misses free throw 1 of 2,,40,35
119,2,8:22.0,Offensive rebound by Team,,40,35
120,2,8:22.0,M. Plumlee makes free throw 2 of 2,,41,35
121,2,8:10.0,,K. Love makes 2-pt layup from 1 ft (assist by M. Dellavedova),41,37
122,2,7:57.0,M. Plumlee makes 2-pt dunk at rim (assist by M. Morris),,43,37
123,2,7:50.0,,C. Osman makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),43,40
124,2,7:49.0,Denver full timeout,,43,40
125,2,7:49.0,,T. Thompson enters the game for L. Nance,43,40
126,2,7:27.0,M. Plumlee misses 2-pt jump shot from 4 ft,,43,40
127,2,7:25.0,,Defensive rebound by T. Thompson,43,40
128,2,7:22.0,,C. Sexton makes 2-pt layup from 1 ft (assist by M. Dellavedova),43,42
129,2,7:11.0,W. Barton makes 2-pt layup from 2 ft,,45,42
130,2,6:55.0,,C. Sexton misses 2-pt jump shot from 10 ft,45,42
131,2,6:53.0,Defensive rebound by W. Barton,,45,42
132,2,6:47.0,M. Porter misses 3-pt jump shot from 27 ft,,45,42
133,2,6:43.0,,Defensive rebound by C. Osman,45,42
134,2,6:36.0,,Turnover by C. Osman (lost ball; steal by M. Porter),45,42
135,2,6:36.0,Personal take foul by K. Love (drawn by M. Porter),,45,42
136,2,6:36.0,G. Harris enters the game for M. Morris,,45,42
137,2,6:36.0,N. Jokić enters the game for M. Plumlee,,45,42
138,2,6:36.0,,A. McKinnie enters the game for C. Osman,45,42
139,2,6:23.0,G. Harris makes 2-pt layup from 1 ft (assist by N. Jokić),,47,42
140,2,6:12.0,,C. Sexton makes 2-pt dunk from 1 ft (assist by M. Dellavedova),47,44
141,2,5:57.0,W. Barton makes 2-pt layup from 2 ft (assist by N. Jokić),,49,44
142,2,5:43.0,,Personal foul by J. Grant (drawn by C. Sexton),49,44
143,2,5:43.0,P. Millsap enters the game for J. Grant,,49,44
144,2,5:43.0,,L. Nance enters the game for M. Dellavedova,49,44
145,2,5:30.0,,Turnover by T. Thompson (lost ball; steal by G. Harris),49,44
146,2,5:20.0,M. Porter makes 3-pt jump shot from 23 ft (assist by W. Barton),,52,44
147,2,4:51.0,,L. Nance makes 2-pt dunk at rim (assist by T. Thompson),52,46
148,2,4:22.0,N. Jokić makes 2-pt jump shot from 14 ft,,54,46
149,2,4:04.0,,C. Sexton makes 2-pt jump shot from 11 ft (assist by T. Thompson),54,48
150,2,3:50.0,W. Barton makes 2-pt layup from 1 ft (assist by N. Jokić),,56,48
151,2,3:50.0,Shooting foul by A. McKinnie (drawn by W. Barton),,56,48
152,2,3:50.0,J. Murray enters the game for M. Porter,,56,48
153,2,3:50.0,W. Barton makes free throw 1 of 1,,57,48
154,2,3:35.0,,L. Nance misses 3-pt jump shot from 24 ft,57,48
155,2,3:35.0,,Offensive rebound by Team,57,48
156,2,3:35.0,Loose ball foul by J. Murray (drawn by T. Thompson),,57,48
157,2,3:28.0,,Turnover by C. Sexton (bad pass; steal by G. Harris),57,48
158,2,3:19.0,W. Barton misses 3-pt jump shot from 26 ft,,57,48
159,2,3:15.0,,Defensive rebound by T. Thompson,57,48
160,2,3:00.0,,T. Thompson makes 2-pt dunk at rim,57,50
161,2,2:47.0,Personal foul by A. McKinnie (drawn by N. Jokić),,57,50
162,2,2:47.0,,Cleveland full timeout,57,50
163,2,2:47.0,,C. Osman enters the game for A. McKinnie,57,50
164,2,2:35.0,N. Jokić makes 2-pt jump shot from 17 ft,,59,50
165,2,2:11.0,,T. Thompson misses 2-pt hook shot from 6 ft,59,50
166,2,2:09.0,Defensive rebound by N. Jokić,,59,50
167,2,1:58.0,Turnover by P. Millsap (bad pass; steal by C. Sexton),,59,50
168,2,1:54.0,,C. Sexton makes 2-pt dunk from 1 ft,59,52
169,2,1:33.0,N. Jokić misses 2-pt layup from 8 ft,,59,52
170,2,1:29.0,Offensive rebound by N. Jokić,,59,52
171,2,1:26.0,W. Barton misses 3-pt jump shot from 26 ft,,59,52
172,2,1:22.0,,Defensive rebound by T. Thompson,59,52
173,2,1:16.0,,K. Love makes 2-pt jump shot from 20 ft (assist by C. Sexton),59,54
174,2,1:02.0,J. Murray makes 2-pt jump shot from 16 ft,,61,54
175,2,0:48.0,,C. Sexton makes 2-pt jump shot from 13 ft,61,56
176,2,0:36.0,Turnover by N. Jokić (bad pass),,61,56
177,2,0:36.0,M. Plumlee enters the game for N. Jokić,,61,56
178,2,0:36.0,M. Porter enters the game for J. Murray,,61,56
179,2,0:32.0,,K. Love misses 3-pt jump shot from 33 ft,61,56
180,2,0:29.0,Defensive rebound by W. Barton,,61,56
181,2,0:08.0,W. Barton misses 3-pt jump shot from 25 ft,,61,56
182,2,0:05.0,,Defensive rebound by K. Love,61,56
183,2,0:03.0,,T. Thompson makes 2-pt dunk from 1 ft (assist by K. Love),61,58
184,2,0:01.0,M. Porter misses 3-pt jump shot from 40 ft,,61,58
185,2,0:00.0,Offensive rebound by Team,,61,58
186,3,11:37.0,,Shooting foul by W. Barton (drawn by K. Love),61,58
187,3,11:37.0,,K. Love makes free throw 1 of 2,61,59
188,3,11:37.0,,K. Love makes free throw 2 of 2,61,60
189,3,11:25.0,J. Murray misses 3-pt jump shot from 27 ft,,61,60
190,3,11:22.0,,Defensive rebound by T. Thompson,61,60
191,3,11:07.0,,M. Dellavedova makes 2-pt layup from 1 ft (assist by K. Love),61,62
192,3,10:54.0,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić),,63,62
193,3,10:34.0,,C. Osman makes 2-pt layup at rim (assist by M. Dellavedova),63,64
194,3,10:12.0,G. Harris makes 2-pt layup from 1 ft (assist by N. Jokić),,65,64
195,3,9:55.0,,C. Osman makes 3-pt jump shot from 23 ft (assist by C. Sexton),65,67
196,3,9:54.0,Denver full timeout,,65,67
197,3,9:36.0,J. Murray makes 2-pt jump shot from 18 ft (assist by N. Jokić),,67,67
198,3,9:19.0,,C. Sexton makes 3-pt jump shot from 28 ft (assist by M. Dellavedova),67,70
199,3,9:08.0,Personal foul by M. Dellavedova (drawn by J. Murray),,67,70
200,3,9:01.0,Turnover by N. Jokić (lost ball; steal by C. Sexton),,67,70
201,3,8:57.0,,C. Sexton makes 2-pt layup from 1 ft,67,72
202,3,8:57.0,,Technical foul by,67,72
203,3,8:57.0,,K. Love misses technical free throw,67,72
204,3,8:57.0,Defensive rebound by Team,,67,72
205,3,8:39.0,W. Barton makes 2-pt layup from 1 ft (assist by J. Murray),,69,72
206,3,8:24.0,,C. Sexton misses 3-pt jump shot from 25 ft,69,72
207,3,8:20.0,,Offensive rebound by M. Dellavedova,69,72
208,3,8:08.0,,Turnover by C. Sexton (lost ball; steal by G. Harris),69,72
209,3,8:00.0,J. Murray misses 3-pt jump shot from 27 ft,,69,72
210,3,7:55.0,,Defensive rebound by C. Sexton,69,72
211,3,7:51.0,,K. Love misses 3-pt jump shot from 25 ft,69,72
212,3,7:47.0,Defensive rebound by N. Jokić,,69,72
213,3,7:43.0,Personal foul by M. Dellavedova (drawn by N. Jokić),,69,72
214,3,7:43.0,,L. Nance enters the game for M. Dellavedova,69,72
215,3,7:43.0,Offensive foul by P. Millsap (drawn by C. Sexton),,69,72
216,3,7:43.0,Turnover by P. Millsap (offensive foul),,69,72
217,3,7:29.0,,C. Osman makes 3-pt jump shot from 25 ft (assist by T. Thompson),69,75
218,3,7:14.0,P. Millsap makes 2-pt layup from 2 ft (assist by J. Murray),,71,75
219,3,6:53.0,,K. Love misses 3-pt jump shot from 26 ft,71,75
220,3,6:49.0,,Offensive rebound by T. Thompson,71,75
221,3,6:48.0,,Turnover by T. Thompson (traveling),71,75
222,3,6:35.0,P. Millsap misses 2-pt jump shot from 5 ft,,71,75
223,3,6:34.0,Offensive rebound by J. Murray,,71,75
224,3,6:34.0,J. Murray makes 2-pt dunk from 1 ft,,73,75
225,3,6:34.0,,Cleveland full timeout,73,75
226,3,6:34.0,,A. McKinnie enters the game for K. Love,73,75
227,3,6:25.0,,Personal foul by P. Millsap (drawn by L. Nance),73,75
228,3,6:18.0,,Turnover by C. Sexton (lost ball; steal by N. Jokić),73,75
229,3,6:18.0,Personal foul by C. Osman (drawn by J. Murray),,73,75
230,3,6:12.0,Offensive foul by W. Barton (drawn by C. Sexton),,73,75
231,3,6:12.0,Turnover by W. Barton (offensive foul),,73,75
232,3,5:51.0,,C. Sexton makes 2-pt jump shot from 17 ft,73,77
233,3,5:32.0,J. Murray misses 3-pt jump shot from 27 ft,,73,77
234,3,5:29.0,,Defensive rebound by C. Sexton,73,77
235,3,5:25.0,,Turnover by C. Sexton (lost ball; steal by G. Harris),73,77
236,3,5:18.0,Turnover by G. Harris (bad pass; steal by A. McKinnie),,73,77
237,3,5:17.0,,Turnover by A. McKinnie (palming),73,77
238,3,5:17.0,,M. Dellavedova enters the game for C. Osman,73,77
239,3,5:00.0,P. Millsap makes 2-pt dunk at rim (assist by W. Barton),,75,77
240,3,4:46.0,,C. Sexton misses 2-pt jump shot from 13 ft,75,77
241,3,4:45.0,,Offensive rebound by Team,75,77
242,3,4:45.0,J. Grant enters the game for P. Millsap,,75,77
243,3,4:45.0,M. Morris enters the game for J. Murray,,75,77
244,3,4:40.0,,L. Nance misses 3-pt jump shot from 26 ft,75,77
245,3,4:37.0,Defensive rebound by N. Jokić,,75,77
246,3,4:28.0,W. Barton misses 2-pt jump shot from 8 ft (block by T. Thompson),,75,77
247,3,4:28.0,Offensive rebound by Team,,75,77
248,3,4:16.0,Shooting foul by C. Sexton (drawn by G. Harris),,75,77
249,3,4:16.0,G. Harris misses free throw 1 of 2,,75,77
250,3,4:16.0,Offensive rebound by Team,,75,77
251,3,4:16.0,G. Harris makes free throw 2 of 2,,76,77
252,3,4:00.0,,T. Thompson makes 2-pt dunk from 2 ft (assist by M. Dellavedova),76,79
253,3,3:43.0,J. Grant misses 2-pt hook shot from 9 ft,,76,79
254,3,3:41.0,,Defensive rebound by T. Thompson,76,79
255,3,3:37.0,,A. McKinnie makes 2-pt dunk from 2 ft (assist by M. Dellavedova),76,81
256,3,3:37.0,Denver full timeout,,76,81
257,3,3:37.0,T. Craig enters the game for W. Barton,,76,81
258,3,3:23.0,N. Jokić makes 2-pt jump shot from 18 ft,,78,81
259,3,3:08.0,,M. Dellavedova makes 2-pt jump shot from 13 ft,78,83
260,3,2:59.0,J. Grant misses 2-pt jump shot from 14 ft,,78,83
261,3,2:57.0,,Defensive rebound by A. McKinnie,78,83
262,3,2:57.0,,Personal foul by T. Craig (drawn by A. McKinnie),78,83
263,3,2:57.0,J. Murray enters the game for G. Harris,,78,83
264,3,2:57.0,,C. Osman enters the game for C. Sexton,78,83
265,3,2:50.0,,Personal foul by T. Craig (drawn by L. Nance),78,83
266,3,2:45.0,,M. Dellavedova misses 3-pt jump shot from 26 ft,78,83
267,3,2:42.0,,Offensive rebound by T. Thompson,78,83
268,3,2:42.0,,Offensive foul by T. Thompson (drawn by N. Jokić),78,83
269,3,2:42.0,,Turnover by T. Thompson (offensive foul),78,83
270,3,2:21.0,T. Craig makes 3-pt jump shot from 27 ft (assist by J. Murray),,81,83
271,3,2:05.0,,A. McKinnie misses 3-pt jump shot from 23 ft,81,83
272,3,2:02.0,Defensive rebound by N. Jokić,,81,83
273,3,2:02.0,M. Plumlee enters the game for N. Jokić,,81,83
274,3,2:02.0,,K. Love enters the game for T. Thompson,81,83
275,3,1:47.0,M. Morris misses 2-pt jump shot from 5 ft,,81,83
276,3,1:45.0,,Defensive rebound by M. Dellavedova,81,83
277,3,1:44.0,,Turnover by M. Dellavedova (bad pass; steal by T. Craig),81,83
278,3,1:41.0,Offensive foul by T. Craig (drawn by K. Love),,81,83
279,3,1:41.0,Turnover by T. Craig (offensive foul),,81,83
280,3,1:28.0,,Turnover by L. Nance (traveling),81,83
281,3,1:28.0,M. Porter enters the game for T. Craig,,81,83
282,3,1:11.0,M. Morris misses 2-pt jump shot from 21 ft,,81,83
283,3,1:08.0,,Defensive rebound by K. Love,81,83
284,3,1:03.0,,Turnover by M. Dellavedova (lost ball; steal by M. Plumlee),81,83
285,3,1:00.0,Shooting foul by C. Osman (drawn by M. Plumlee),,81,83
286,3,1:00.0,M. Plumlee misses free throw 1 of 2,,81,83
287,3,1:00.0,Offensive rebound by Team,,81,83
288,3,1:00.0,M. Plumlee misses free throw 2 of 2,,81,83
289,3,0:57.0,,Defensive rebound by C. Osman,81,83
290,3,0:44.0,,C. Osman misses 2-pt layup from 1 ft,81,83
291,3,0:42.0,Defensive rebound by J. Murray,,81,83
292,3,0:38.0,Turnover by J. Murray (bad pass; steal by M. Dellavedova),,81,83
293,3,0:32.0,,L. Nance makes 2-pt layup from 1 ft (assist by M. Dellavedova),81,85
294,3,0:14.0,J. Murray misses 2-pt jump shot from 8 ft,,81,85
295,3,0:10.0,Offensive rebound by J. Murray,,81,85
296,3,0:02.0,M. Morris makes 2-pt jump shot from 8 ft,,83,85
297,4,11:44.0,M. Porter makes 2-pt layup from 1 ft (assist by J. Grant),,85,85
298,4,11:30.0,,K. Love makes 3-pt jump shot from 26 ft (assist by L. Nance),85,88
299,4,11:13.0,Personal foul by C. Osman (drawn by J. Murray),,85,88
300,4,10:57.0,Turnover by Team (shot clock),,85,88
301,4,10:49.0,,Offensive foul by L. Nance (drawn by J. Grant),85,88
302,4,10:49.0,,Turnover by L. Nance (offensive foul),85,88
303,4,10:27.0,Turnover by J. Murray (bad pass; steal by C. Osman),,85,88
304,4,10:22.0,,C. Sexton misses 3-pt jump shot from 25 ft,85,88
305,4,10:19.0,,Offensive rebound by K. Love,85,88
306,4,10:18.0,,K. Love misses 2-pt layup from 2 ft,85,88
307,4,10:13.0,,Offensive rebound by L. Nance,85,88
308,4,10:13.0,,L. Nance makes 2-pt dunk at rim,85,90
309,4,9:59.0,Personal foul by C. Sexton (drawn by J. Grant),,85,90
310,4,9:59.0,W. Barton enters the game for J. Murray,,85,90
311,4,9:52.0,Turnover by M. Porter (bad pass),,85,90
312,4,9:37.0,,C. Osman misses 2-pt jump shot from 7 ft,85,90
313,4,9:35.0,Defensive rebound by M. Porter,,85,90
314,4,9:30.0,M. Plumlee makes 2-pt dunk from 2 ft (assist by W. Barton),,87,90
315,4,9:10.0,,C. Osman misses 3-pt jump shot from 29 ft,87,90
316,4,9:06.0,,Offensive rebound by L. Nance,87,90
317,4,9:04.0,,Turnover by L. Nance (lost ball; steal by J. Grant),87,90
318,4,9:04.0,Denver full timeout,,87,90
319,4,9:04.0,,M. Dellavedova enters the game for K. Love,87,90
320,4,9:04.0,,T. Thompson enters the game for C. Osman,87,90
321,4,8:40.0,J. Grant makes 2-pt layup at rim (assist by M. Porter),,89,90
322,4,8:22.0,,Turnover by L. Nance (bad pass; steal by J. Grant),89,90
323,4,8:12.0,W. Barton makes 2-pt jump shot from 14 ft,,91,90
324,4,7:55.0,,C. Sexton misses 2-pt jump shot from 14 ft,91,90
325,4,7:52.0,Defensive rebound by M. Plumlee,,91,90
326,4,7:39.0,M. Plumlee misses 2-pt layup from 1 ft,,91,90
327,4,7:35.0,Offensive rebound by M. Plumlee,,91,90
328,4,7:35.0,M. Plumlee misses 2-pt layup from 1 ft,,91,90
329,4,7:34.0,,Defensive rebound by C. Sexton,91,90
330,4,7:34.0,,C. Osman enters the game for A. McKinnie,91,90
331,4,7:32.0,,Turnover by C. Sexton (lost ball; steal by J. Grant),91,90
332,4,7:08.0,M. Porter makes 2-pt jump shot from 21 ft (assist by M. Plumlee),,93,90
333,4,6:49.0,,L. Nance misses 2-pt layup from 2 ft,93,90
334,4,6:47.0,Defensive rebound by J. Grant,,93,90
335,4,6:43.0,Turnover by W. Barton (bad pass; steal by L. Nance),,93,90
336,4,6:36.0,,C. Osman misses 2-pt jump shot from 13 ft,93,90
337,4,6:36.0,Defensive rebound by Team,,93,90
338,4,6:36.0,,K. Love enters the game for L. Nance,93,90
339,4,6:21.0,J. Grant misses 2-pt jump shot from 17 ft,,93,90
340,4,6:18.0,,Defensive rebound by M. Dellavedova,93,90
341,4,6:11.0,,Turnover by M. Dellavedova (lost ball; steal by J. Grant),93,90
342,4,6:06.0,M. Porter misses 2-pt jump shot from 18 ft,,93,90
343,4,6:03.0,,Defensive rebound by T. Thompson,93,90
344,4,5:50.0,,Shooting foul by J. Grant (drawn by C. Sexton),93,90
345,4,5:50.0,,C. Sexton makes free throw 1 of 2,93,91
346,4,5:50.0,G. Harris enters the game for M. Morris,,93,91
347,4,5:50.0,N. Jokić enters the game for M. Plumlee,,93,91
348,4,5:50.0,,C. Sexton makes free throw 2 of 2,93,92
349,4,5:32.0,Personal foul by T. Thompson (drawn by N. Jokić),,93,92
350,4,5:32.0,,Cleveland full timeout,93,92
351,4,5:32.0,,Instant Replay (Challenge: Ruling Stands),93,92
352,4,5:25.0,N. Jokić misses 3-pt jump shot from 27 ft,,93,92
353,4,5:21.0,Offensive rebound by M. Porter,,93,92
354,4,5:18.0,J. Grant misses 3-pt jump shot from 26 ft,,93,92
355,4,5:15.0,,Defensive rebound by C. Sexton,93,92
356,4,5:15.0,,Personal foul by M. Porter (drawn by C. Sexton),93,92
357,4,5:15.0,P. Millsap enters the game for J. Grant,,93,92
358,4,5:01.0,,Turnover by K. Love (bad pass; steal by G. Harris),93,92
359,4,4:55.0,G. Harris misses 2-pt layup at rim,,93,92
360,4,4:51.0,,Defensive rebound by C. Sexton,93,92
361,4,4:45.0,,T. Thompson misses 2-pt hook shot from 7 ft,93,92
362,4,4:41.0,,Offensive rebound by T. Thompson,93,92
363,4,4:41.0,,T. Thompson misses 2-pt layup at rim,93,92
364,4,4:41.0,Defensive rebound by N. Jokić,,93,92
365,4,4:21.0,N. Jokić misses 3-pt jump shot from 28 ft,,93,92
366,4,4:17.0,,Defensive rebound by C. Sexton,93,92
367,4,4:03.0,,K. Love makes 2-pt jump shot from 21 ft (assist by T. Thompson),93,94
368,4,3:36.0,N. Jokić misses 2-pt hook shot from 5 ft,,93,94
369,4,3:31.0,Offensive rebound by N. Jokić,,93,94
370,4,3:31.0,N. Jokić misses 2-pt layup from 1 ft (block by T. Thompson),,93,94
371,4,3:31.0,,Defensive rebound by M. Dellavedova,93,94
372,4,3:28.0,,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by K. Love),93,97
373,4,3:27.0,Denver full timeout,,93,97
374,4,3:27.0,,Cleveland full timeout,93,97
375,4,3:27.0,J. Murray enters the game for M. Porter,,93,97
376,4,3:12.0,W. Barton misses 3-pt jump shot from 23 ft,,93,97
377,4,3:06.0,,Defensive rebound by K. Love,93,97
378,4,2:50.0,,K. Love makes 3-pt jump shot from 25 ft (assist by C. Sexton),93,100
379,4,2:36.0,Personal foul by M. Dellavedova (drawn by J. Murray),,93,100
380,4,2:24.0,J. Murray makes 3-pt jump shot from 28 ft,,96,100
381,4,2:03.0,,Shooting foul by W. Barton (drawn by K. Love),96,100
382,4,2:03.0,,K. Love makes free throw 1 of 2,96,101
