,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,ORLANDO_ACTION,MINNESOTA_SCORE,ORLANDO_SCORE
64,1,4:24.0,D. Russell makes 3-pt jump shot from 25 ft (assist by N. Reid),,24,20
65,1,4:07.0,,Personal foul by J. Culver (drawn by E. Fournier),24,20
66,1,4:07.0,K. Martin enters the game for N. Reid,,24,20
67,1,4:07.0,,D. Augustin enters the game for E. Fournier,24,20
68,1,4:07.0,,M. Carter-Williams enters the game for M. Fultz,24,20
69,1,4:01.0,,T. Ross makes 3-pt jump shot from 28 ft (assist by A. Gordon),24,23
70,1,3:47.0,J. Layman misses 2-pt dunk from 2 ft (block by A. Gordon),,24,23
71,1,3:42.0,,Defensive rebound by N. Vučević,24,23
72,1,3:38.0,,M. Carter-Williams makes 2-pt jump shot from 15 ft (assist by T. Ross),24,25
73,1,3:28.0,J. Johnson misses 3-pt jump shot from 23 ft,,24,25
74,1,3:25.0,,Defensive rebound by A. Gordon,24,25
75,1,3:16.0,,N. Vučević makes 2-pt jump shot from 5 ft (assist by A. Gordon),24,27
76,1,3:02.0,D. Russell misses 3-pt jump shot from 27 ft,,24,27
77,1,2:59.0,,Defensive rebound by A. Gordon,24,27
78,1,2:50.0,,A. Gordon makes 2-pt jump shot from 9 ft,24,29
79,1,2:50.0,,Shooting foul by K. Martin (drawn by A. Gordon),24,29
80,1,2:50.0,,M. Bamba enters the game for N. Vučević,24,29
81,1,2:50.0,,A. Gordon makes free throw 1 of 1,24,30
82,1,2:37.0,J. Layman makes 2-pt layup from 4 ft (assist by D. Russell),,26,30
83,1,2:23.0,,M. Bamba misses 2-pt layup from 4 ft,26,30
84,1,2:21.0,Defensive rebound by J. Culver,,26,30
85,1,2:15.0,J. Johnson makes 2-pt layup from 2 ft (assist by J. Culver),,28,30
86,1,1:56.0,,A. Gordon misses 2-pt hook shot from 4 ft,28,30
87,1,1:54.0,Defensive rebound by D. Russell,,28,30
88,1,1:47.0,J. Culver makes 3-pt jump shot from 26 ft (assist by J. Johnson),,31,30
89,1,1:32.0,,T. Ross misses 3-pt jump shot from 27 ft,31,30
90,1,1:31.0,,Offensive rebound by M. Bamba,31,30
91,1,1:30.0,,M. Bamba makes 2-pt dunk at rim,31,32
92,1,1:12.0,J. Culver misses 2-pt layup from 3 ft,,31,32
93,1,1:10.0,,Defensive rebound by M. Bamba,31,32
94,1,1:02.0,,M. Carter-Williams makes 3-pt jump shot from 25 ft (assist by T. Ross),31,35
95,1,0:43.0,K. Martin makes 2-pt jump shot from 11 ft (assist by D. Russell),,33,35
96,1,0:32.0,,A. Gordon misses 3-pt jump shot from 27 ft,33,35
97,1,0:28.0,Defensive rebound by J. Johnson,,33,35
98,1,0:22.0,Shooting foul by M. Bamba (drawn by K. Martin),,33,35
99,1,0:22.0,K. Martin makes free throw 1 of 2,,34,35
100,1,0:22.0,J. Okogie enters the game for D. Russell,,34,35
101,1,0:22.0,,J. Ennis enters the game for A. Gordon,34,35
102,1,0:22.0,K. Martin makes free throw 2 of 2,,35,35
103,1,0:00.0,,D. Augustin misses 2-pt jump shot from 14 ft (block by J. Johnson),35,35
104,1,0:00.0,,Offensive rebound by Team,35,35
105,2,11:48.0,J. Johnson makes 2-pt layup from 4 ft,,37,35
106,2,11:28.0,,Turnover by M. Bamba (step out of bounds),37,35
107,2,11:15.0,J. Culver misses 3-pt jump shot from 25 ft,,37,35
108,2,11:11.0,,Defensive rebound by M. Bamba,37,35
109,2,11:02.0,,M. Carter-Williams misses 2-pt layup from 1 ft,37,35
110,2,11:00.0,Defensive rebound by M. Beasley,,37,35
111,2,10:56.0,M. Beasley misses 2-pt layup from 6 ft (block by J. Ennis),,37,35
112,2,10:56.0,,Defensive rebound by Team,37,35
113,2,10:40.0,,T. Ross misses 2-pt jump shot from 7 ft,37,35
114,2,10:38.0,,Offensive rebound by J. Ennis,37,35
115,2,10:36.0,,J. Ennis makes 2-pt jump shot from 2 ft,37,37
116,2,10:26.0,K. Martin misses 3-pt jump shot from 26 ft,,37,37
117,2,10:26.0,,Defensive rebound by M. Carter-Williams,37,37
118,2,10:11.0,,D. Augustin makes 2-pt jump shot from 16 ft,37,39
119,2,9:54.0,J. Johnson makes 2-pt layup from 4 ft,,39,39
120,2,9:34.0,,Shooting foul by K. Martin (drawn by M. Carter-Williams),39,39
121,2,9:34.0,,M. Carter-Williams makes free throw 1 of 2,39,40
122,2,9:34.0,,M. Carter-Williams makes free throw 2 of 2,39,41
123,2,9:23.0,J. Culver makes 2-pt layup from 4 ft (assist by J. McLaughlin),,41,41
124,2,9:23.0,,Violation by Team (def goaltending),41,41
125,2,9:08.0,,M. Bamba makes 2-pt layup from 2 ft (assist by J. Ennis),41,43
126,2,9:08.0,,Shooting foul by J. Johnson (drawn by M. Bamba),41,43
127,2,9:08.0,,M. Bamba makes free throw 1 of 1,41,44
128,2,8:59.0,J. Johnson makes 2-pt layup from 2 ft,,43,44
129,2,8:59.0,Shooting foul by M. Bamba (drawn by J. Johnson),,43,44
130,2,8:59.0,J. Johnson misses free throw 1 of 1,,43,44
131,2,8:59.0,,Defensive rebound by Team,43,44
132,2,8:46.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by D. Augustin),43,47
133,2,8:35.0,J. Johnson makes 2-pt layup from 1 ft,,45,47
134,2,8:21.0,,T. Ross misses 3-pt jump shot from 27 ft,45,47
135,2,8:21.0,,Offensive rebound by Team,45,47
136,2,8:21.0,,Personal foul by K. Martin (drawn by J. Ennis),45,47
137,2,8:21.0,J. Hernangómez enters the game for K. Martin,,45,47
138,2,8:21.0,,N. Vučević enters the game for M. Bamba,45,47
139,2,8:12.0,,T. Ross makes 2-pt jump shot from 6 ft (assist by D. Augustin),45,49
140,2,8:04.0,J. Culver misses 2-pt layup from 3 ft (block by M. Carter-Williams),,45,49
141,2,8:03.0,,Defensive rebound by N. Vučević,45,49
142,2,7:50.0,,T. Ross misses 3-pt jump shot from 27 ft,45,49
143,2,7:48.0,,Offensive rebound by D. Augustin,45,49
144,2,7:37.0,,N. Vučević makes 2-pt jump shot from 3 ft,45,51
145,2,7:35.0,Minnesota full timeout,,45,51
146,2,7:35.0,N. Reid enters the game for J. Johnson,,45,51
147,2,7:35.0,,A. Gordon enters the game for J. Ennis,45,51
148,2,7:24.0,N. Reid misses 2-pt layup from 2 ft,,45,51
149,2,7:22.0,,Defensive rebound by T. Ross,45,51
150,2,7:13.0,,N. Vučević misses 2-pt jump shot from 13 ft (block by N. Reid),45,51
151,2,7:13.0,Defensive rebound by Team,,45,51
152,2,7:02.0,M. Beasley misses 2-pt jump shot from 3 ft,,45,51
153,2,7:01.0,,Defensive rebound by N. Vučević,45,51
154,2,6:51.0,,N. Vučević makes 2-pt layup from 2 ft (assist by D. Augustin),45,53
155,2,6:40.0,Shooting foul by D. Augustin (drawn by J. McLaughlin),,45,53
156,2,6:40.0,J. McLaughlin makes free throw 1 of 2,,46,53
157,2,6:40.0,J. Okogie enters the game for J. Culver,,46,53
158,2,6:40.0,,E. Fournier enters the game for D. Augustin,46,53
159,2,6:40.0,,M. Fultz enters the game for M. Carter-Williams,46,53
160,2,6:40.0,J. McLaughlin misses free throw 2 of 2,,46,53
161,2,6:37.0,,Defensive rebound by A. Gordon,46,53
162,2,6:28.0,,Personal foul by N. Reid (drawn by N. Vučević),46,53
163,2,6:28.0,D. Russell enters the game for J. McLaughlin,,46,53
164,2,6:23.0,,A. Gordon misses 3-pt jump shot from 27 ft,46,53
165,2,6:20.0,Defensive rebound by J. Okogie,,46,53
166,2,6:12.0,M. Beasley makes 2-pt layup from 1 ft (assist by J. Okogie),,48,53
167,2,6:00.0,,T. Ross misses 3-pt jump shot from 27 ft,48,53
168,2,5:57.0,Defensive rebound by J. Okogie,,48,53
169,2,5:46.0,M. Beasley misses 3-pt jump shot from 26 ft,,48,53
170,2,5:43.0,,Defensive rebound by N. Vučević,48,53
171,2,5:37.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by M. Fultz),48,56
172,2,5:26.0,Turnover by D. Russell (bad pass; steal by E. Fournier),,48,56
173,2,5:21.0,,N. Vučević misses 3-pt jump shot from 28 ft,48,56
174,2,5:18.0,,Offensive rebound by M. Fultz,48,56
175,2,5:17.0,,M. Fultz makes 2-pt layup from 1 ft,48,58
176,2,5:17.0,Minnesota full timeout,,48,58
177,2,5:01.0,J. Hernangómez misses 3-pt jump shot from 26 ft,,48,58
178,2,4:58.0,,Defensive rebound by M. Fultz,48,58
179,2,4:51.0,,E. Fournier makes 2-pt jump shot from 9 ft (assist by N. Vučević),48,60
180,2,4:33.0,N. Reid misses 3-pt jump shot from 26 ft,,48,60
181,2,4:30.0,,Defensive rebound by N. Vučević,48,60
182,2,4:23.0,,Personal foul by N. Reid (drawn by M. Fultz),48,60
183,2,4:23.0,,M. Fultz misses free throw 1 of 2,48,60
184,2,4:23.0,,Offensive rebound by Team,48,60
185,2,4:23.0,J. Johnson enters the game for M. Beasley,,48,60
186,2,4:23.0,J. McLaughlin enters the game for N. Reid,,48,60
187,2,4:23.0,,M. Fultz makes free throw 2 of 2,48,61
188,2,4:07.0,D. Russell makes 3-pt jump shot from 26 ft (assist by J. Hernangómez),,51,61
189,2,3:46.0,,A. Gordon misses 3-pt jump shot from 26 ft,51,61
190,2,3:43.0,Defensive rebound by J. Okogie,,51,61
191,2,3:40.0,Shooting foul by E. Fournier (drawn by J. Okogie),,51,61
192,2,3:40.0,Technical foul by E. Fournier,,51,61
193,2,3:40.0,J. Okogie makes technical free throw,,52,61
194,2,3:40.0,J. Okogie makes free throw 1 of 2,,53,61
195,2,3:40.0,J. Okogie misses free throw 2 of 2,,53,61
196,2,3:37.0,Offensive rebound by J. Hernangómez,,53,61
197,2,3:35.0,J. McLaughlin makes 3-pt jump shot from 26 ft (assist by J. Okogie),,56,61
198,2,3:28.0,,Orlando full timeout,56,61
199,2,3:23.0,,N. Vučević makes 2-pt jump shot from 19 ft (assist by M. Fultz),56,63
200,2,3:08.0,J. McLaughlin misses 2-pt layup from 5 ft,,56,63
201,2,3:06.0,Offensive rebound by J. Hernangómez,,56,63
202,2,3:05.0,J. Hernangómez misses 2-pt layup from 3 ft,,56,63
203,2,3:02.0,,Defensive rebound by N. Vučević,56,63
204,2,2:58.0,,T. Ross misses 3-pt jump shot from 27 ft,56,63
205,2,2:54.0,Defensive rebound by J. Okogie,,56,63
206,2,2:41.0,D. Russell makes 3-pt jump shot from 30 ft (assist by J. McLaughlin),,59,63
207,2,2:27.0,,M. Fultz misses 2-pt layup from 4 ft,59,63
208,2,2:25.0,Defensive rebound by J. Hernangómez,,59,63
209,2,2:19.0,D. Russell misses 3-pt jump shot from 27 ft,,59,63
210,2,2:16.0,,Defensive rebound by N. Vučević,59,63
211,2,2:02.0,,T. Ross misses 3-pt jump shot from 27 ft,59,63
212,2,1:58.0,Defensive rebound by J. Hernangómez,,59,63
213,2,1:51.0,J. Johnson makes 2-pt layup from 1 ft,,61,63
214,2,1:36.0,,Personal foul by D. Russell (drawn by A. Gordon),61,63
215,2,1:36.0,,A. Gordon makes free throw 1 of 2,61,64
216,2,1:36.0,,J. Ennis enters the game for T. Ross,61,64
217,2,1:36.0,,A. Gordon makes free throw 2 of 2,61,65
218,2,1:28.0,D. Russell misses 3-pt jump shot from 26 ft,,61,65
219,2,1:25.0,,Defensive rebound by A. Gordon,61,65
220,2,1:18.0,,N. Vučević misses 3-pt jump shot from 26 ft,61,65
221,2,1:15.0,Defensive rebound by J. Johnson,,61,65
222,2,1:08.0,Turnover by J. Johnson (bad pass),,61,65
223,2,1:08.0,,Personal foul by J. Johnson (drawn by M. Fultz),61,65
224,2,1:08.0,,M. Fultz makes free throw 1 of 2,61,66
225,2,1:08.0,,M. Fultz makes free throw 2 of 2,61,67
226,2,0:47.0,Turnover by J. Johnson (bad pass; steal by J. Ennis),,61,67
227,2,0:44.0,,Turnover by M. Fultz (lost ball; steal by J. Hernangómez),61,67
228,2,0:42.0,J. Okogie makes 2-pt layup from 1 ft (assist by J. Hernangómez),,63,67
229,2,0:42.0,,Violation by Team (def goaltending),63,67
230,2,0:23.0,,M. Fultz misses 3-pt jump shot from 24 ft,63,67
231,2,0:22.0,,Offensive rebound by Team,63,67
232,2,0:18.0,,N. Vučević makes 2-pt layup from 3 ft,63,69
233,2,0:01.0,J. Johnson makes 2-pt dunk from 2 ft (assist by J. McLaughlin),,65,69
234,2,0:00.0,,M. Fultz misses 3-pt jump shot from 74 ft,65,69
235,2,0:00.0,,Offensive rebound by Team,65,69
236,3,11:48.0,Turnover by J. Okogie (bad pass),,65,69
237,3,11:36.0,,E. Fournier makes 2-pt layup from 3 ft,65,71
238,3,11:25.0,D. Russell makes 2-pt jump shot from 14 ft,,67,71
239,3,11:07.0,,A. Gordon makes 3-pt jump shot from 27 ft (assist by M. Fultz),67,74
240,3,10:50.0,J. Okogie misses 3-pt jump shot from 28 ft,,67,74
241,3,10:47.0,,Defensive rebound by J. Ennis,67,74
242,3,10:38.0,,M. Fultz misses 2-pt jump shot from 22 ft,67,74
243,3,10:34.0,Defensive rebound by J. Hernangómez,,67,74
244,3,10:27.0,Shooting foul by M. Fultz (drawn by D. Russell),,67,74
245,3,10:27.0,D. Russell misses free throw 1 of 2,,67,74
246,3,10:27.0,Offensive rebound by Team,,67,74
247,3,10:27.0,D. Russell makes free throw 2 of 2,,68,74
248,3,10:17.0,,Turnover by E. Fournier (bad pass; steal by M. Beasley),68,74
249,3,10:10.0,M. Beasley makes 2-pt jump shot from 15 ft,,70,74
250,3,9:53.0,,M. Fultz misses 3-pt jump shot from 25 ft,70,74
251,3,9:50.0,Defensive rebound by J. Hernangómez,,70,74
252,3,9:45.0,D. Russell makes 2-pt jump shot from 14 ft,,72,74
253,3,9:31.0,,N. Vučević makes 2-pt layup from 2 ft (assist by E. Fournier),72,76
254,3,9:13.0,N. Reid makes 2-pt layup from 1 ft (assist by D. Russell),,74,76
255,3,9:13.0,,Orlando full timeout,74,76
256,3,9:00.0,,A. Gordon misses 3-pt jump shot from 23 ft,74,76
257,3,8:55.0,Defensive rebound by M. Beasley,,74,76
258,3,8:43.0,J. Hernangómez makes 3-pt jump shot from 26 ft (assist by N. Reid),,77,76
259,3,8:30.0,,Offensive foul by E. Fournier (drawn by D. Russell),77,76
260,3,8:30.0,,Turnover by E. Fournier (offensive foul),77,76
261,3,8:20.0,M. Beasley makes 2-pt layup from 1 ft (assist by J. Hernangómez),,79,76
262,3,8:05.0,,A. Gordon makes 2-pt dunk from 1 ft (assist by N. Vučević),79,78
263,3,7:46.0,Turnover by J. Okogie (out of bounds lost ball),,79,78
264,3,7:34.0,,J. Ennis misses 3-pt jump shot from 26 ft,79,78
265,3,7:31.0,Defensive rebound by J. Hernangómez,,79,78
266,3,7:24.0,M. Beasley misses 2-pt layup from 2 ft,,79,78
267,3,7:21.0,,Defensive rebound by J. Ennis,79,78
268,3,7:19.0,,Personal foul by N. Reid (drawn by A. Gordon),79,78
269,3,7:19.0,,Orlando full timeout,79,78
270,3,7:19.0,,Instant Replay (Challenge: Ruling Stands),79,78
271,3,7:13.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by A. Gordon),79,81
272,3,6:57.0,J. Okogie misses 3-pt jump shot from 23 ft,,79,81
273,3,6:54.0,,Defensive rebound by E. Fournier,79,81
274,3,6:48.0,,E. Fournier misses 3-pt jump shot from 26 ft,79,81
275,3,6:43.0,Defensive rebound by J. Hernangómez,,79,81
276,3,6:38.0,J. Hernangómez misses 3-pt jump shot from 28 ft,,79,81
277,3,6:35.0,Offensive rebound by J. Okogie,,79,81
278,3,6:35.0,J. Okogie makes 2-pt layup from 1 ft,,81,81
279,3,6:35.0,Shooting foul by N. Vučević (drawn by J. Okogie),,81,81
280,3,6:35.0,J. Okogie makes free throw 1 of 1,,82,81
281,3,6:16.0,,Turnover by E. Fournier (lost ball; steal by D. Russell),82,81
282,3,6:10.0,N. Reid makes 2-pt layup from 1 ft (assist by J. Okogie),,84,81
283,3,6:10.0,Shooting foul by A. Gordon (drawn by N. Reid),,84,81
284,3,6:10.0,,T. Ross enters the game for J. Ennis,84,81
285,3,6:10.0,N. Reid misses free throw 1 of 1,,84,81
286,3,6:05.0,,Defensive rebound by A. Gordon,84,81
287,3,5:46.0,,T. Ross misses 3-pt jump shot from 24 ft,84,81
288,3,5:44.0,Defensive rebound by J. Hernangómez,,84,81
289,3,5:44.0,Personal foul by T. Ross (drawn by D. Russell),,84,81
290,3,5:23.0,D. Russell makes 3-pt jump shot from 23 ft,,87,81
291,3,5:07.0,,N. Vučević makes 2-pt dunk from 1 ft (assist by E. Fournier),87,83
292,3,4:55.0,D. Russell makes 2-pt jump shot from 22 ft,,89,83
293,3,4:55.0,,Orlando full timeout,89,83
294,3,4:55.0,J. Johnson enters the game for J. Hernangómez,,89,83
295,3,4:55.0,J. Layman enters the game for J. Okogie,,89,83
296,3,4:38.0,,M. Fultz makes 2-pt layup from 2 ft (assist by A. Gordon),89,85
297,3,4:25.0,D. Russell misses 3-pt jump shot from 27 ft,,89,85
298,3,4:23.0,,Defensive rebound by N. Vučević,89,85
299,3,4:16.0,,Shooting foul by J. Johnson (drawn by N. Vučević),89,85
300,3,4:16.0,,N. Vučević makes free throw 1 of 2,89,86
301,3,4:16.0,,N. Vučević makes free throw 2 of 2,89,87
302,3,4:06.0,J. Layman makes 3-pt jump shot from 27 ft (assist by J. Johnson),,92,87
303,3,3:55.0,,Personal foul by N. Reid (drawn by N. Vučević),92,87
304,3,3:55.0,K. Martin enters the game for N. Reid,,92,87
305,3,3:55.0,,D. Augustin enters the game for E. Fournier,92,87
306,3,3:55.0,,M. Carter-Williams enters the game for M. Fultz,92,87
307,3,3:50.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by A. Gordon),92,90
308,3,3:38.0,J. Johnson makes 2-pt layup from 2 ft (assist by D. Russell),,94,90
309,3,3:38.0,Shooting foul by N. Vučević (drawn by J. Johnson),,94,90
310,3,3:38.0,J. Culver enters the game for M. Beasley,,94,90
311,3,3:38.0,J. Johnson misses free throw 1 of 1,,94,90
312,3,3:34.0,,Defensive rebound by M. Carter-Williams,94,90
313,3,3:32.0,,Shooting foul by K. Martin (drawn by M. Carter-Williams),94,90
314,3,3:32.0,,M. Carter-Williams makes free throw 1 of 2,94,91
315,3,3:32.0,,M. Carter-Williams makes free throw 2 of 2,94,92
316,3,3:19.0,J. Layman misses 3-pt jump shot from 26 ft,,94,92
317,3,3:17.0,Offensive rebound by K. Martin,,94,92
318,3,3:16.0,K. Martin misses 2-pt dunk from 2 ft,,94,92
319,3,3:13.0,,Defensive rebound by M. Carter-Williams,94,92
320,3,3:10.0,,Turnover by M. Carter-Williams (lost ball; steal by J. Johnson),94,92
321,3,3:05.0,Turnover by K. Martin (step out of bounds),,94,92
322,3,2:52.0,,A. Gordon makes 2-pt layup from 1 ft (assist by M. Carter-Williams),94,94
323,3,2:35.0,J. Layman misses 2-pt layup from 3 ft,,94,94
324,3,2:33.0,,Defensive rebound by D. Augustin,94,94
325,3,2:24.0,,D. Augustin makes 3-pt jump shot from 26 ft (assist by N. Vučević),94,97
326,3,2:11.0,Shooting foul by D. Augustin (drawn by J. Johnson),,94,97
327,3,2:11.0,J. Johnson makes free throw 1 of 2,,95,97
328,3,2:11.0,J. McLaughlin enters the game for D. Russell,,95,97
329,3,2:11.0,,M. Bamba enters the game for A. Gordon,95,97
330,3,2:11.0,,J. Ennis enters the game for N. Vučević,95,97
331,3,2:11.0,J. Johnson misses free throw 2 of 2,,95,97
332,3,2:08.0,,Defensive rebound by J. Ennis,95,97
333,3,2:00.0,,Shooting foul by J. Culver (drawn by D. Augustin),95,97
334,3,2:00.0,,D. Augustin makes free throw 1 of 2,95,98
335,3,2:00.0,,D. Augustin makes free throw 2 of 2,95,99
336,3,1:50.0,K. Martin misses 2-pt layup from 4 ft (block by M. Bamba),,95,99
337,3,1:50.0,Offensive rebound by Team,,95,99
338,3,1:49.0,Turnover by J. McLaughlin (back court),,95,99
339,3,1:33.0,,Turnover by J. Ennis (lost ball; steal by K. Martin),95,99
340,3,1:21.0,J. Culver misses 2-pt layup from 5 ft,,95,99
341,3,1:18.0,,Defensive rebound by M. Bamba,95,99
342,3,1:15.0,,D. Augustin misses 3-pt jump shot from 28 ft,95,99
343,3,1:13.0,,Offensive rebound by J. Ennis,95,99
344,3,1:12.0,,J. Ennis makes 2-pt layup from 1 ft,95,101
345,3,1:00.0,J. Johnson misses 3-pt jump shot from 28 ft,,95,101
346,3,1:00.0,,Defensive rebound by M. Bamba,95,101
347,3,0:38.0,,D. Augustin misses 2-pt layup from 3 ft,95,101
348,3,0:36.0,,Offensive rebound by M. Bamba,95,101
349,3,0:34.0,,T. Ross misses 2-pt jump shot from 23 ft,95,101
350,3,0:34.0,,Offensive rebound by M. Bamba,95,101
351,3,0:34.0,,M. Bamba makes 2-pt layup from 1 ft,95,103
352,3,0:23.0,J. Culver misses 3-pt jump shot from 27 ft,,95,103
353,3,0:23.0,,Defensive rebound by M. Bamba,95,103
354,3,0:01.0,,D. Augustin misses 3-pt jump shot from 25 ft,95,103
355,3,0:01.0,Defensive rebound by Team,,95,103
356,3,0:01.0,Technical foul by D. Augustin,,95,103
357,3,0:01.0,J. McLaughlin makes technical free throw,,96,103
358,3,0:00.0,J. McLaughlin misses 3-pt jump shot from 59 ft,,96,103
359,3,0:00.0,Offensive rebound by Team,,96,103
360,4,11:46.0,,T. Ross makes 2-pt jump shot from 18 ft,96,105
361,4,11:28.0,M. Beasley makes 3-pt jump shot from 26 ft,,99,105
362,4,11:10.0,,T. Ross makes 2-pt jump shot from 20 ft (assist by A. Gordon),99,107
363,4,10:58.0,Shooting foul by M. Bamba (drawn by J. Layman),,99,107
364,4,10:58.0,J. Layman makes free throw 1 of 2,,100,107
365,4,10:58.0,J. Layman makes free throw 2 of 2,,101,107
366,4,10:42.0,,M. Bamba misses 2-pt jump shot from 10 ft (block by J. Johnson),101,107
367,4,10:38.0,Defensive rebound by J. McLaughlin,,101,107
368,4,10:32.0,M. Beasley misses 3-pt jump shot from 26 ft,,101,107
369,4,10:26.0,,Defensive rebound by M. Carter-Williams,101,107
370,4,10:24.0,,T. Ross makes 3-pt jump shot from 28 ft (assist by M. Carter-Williams),101,110
371,4,10:09.0,M. Beasley misses 3-pt jump shot from 25 ft,,101,110
372,4,10:06.0,Offensive rebound by J. Culver,,101,110
373,4,10:06.0,Turnover by J. Johnson (bad pass),,101,110
374,4,9:53.0,,Turnover by M. Carter-Williams (bad pass; steal by J. Johnson),101,110
375,4,9:48.0,J. Layman makes 2-pt dunk from 1 ft (assist by M. Beasley),,103,110
376,4,9:33.0,,T. Ross makes 3-pt jump shot from 27 ft,103,113
377,4,9:31.0,Minnesota full timeout,,103,113
378,4,9:31.0,N. Reid enters the game for J. Johnson,,103,113
