,QUARTER,TIME_REMAINING,PHOENIX_ACTION,NEW ORLEANS_ACTION,PHOENIX_SCORE,NEW ORLEANS_SCORE
39,1,7:50.0,Offensive rebound by K. Oubre,,12,18
40,1,7:47.0,K. Oubre makes 2-pt layup from 1 ft,,14,18
41,1,7:44.0,,J. Redick misses 3-pt jump shot from 25 ft,14,18
42,1,7:42.0,Defensive rebound by D. Booker,,14,18
43,1,7:36.0,Personal foul by J. Redick (drawn by F. Kaminsky),,14,18
44,1,7:34.0,Turnover by K. Oubre (bad pass; steal by L. Ball),,14,18
45,1,7:28.0,,K. Williams misses 2-pt layup from 3 ft,14,18
46,1,7:26.0,Defensive rebound by R. Rubio,,14,18
47,1,7:25.0,F. Kaminsky makes 2-pt dunk at rim (assist by R. Rubio),,16,18
48,1,7:08.0,,J. Redick makes 2-pt jump shot from 9 ft,16,20
49,1,6:54.0,F. Kaminsky makes 2-pt jump shot from 16 ft (assist by R. Rubio),,18,20
50,1,6:42.0,,J. Redick makes 3-pt jump shot from 26 ft,18,23
51,1,6:42.0,,Shooting foul by D. Šarić (drawn by J. Redick),18,23
52,1,6:42.0,,New Orleans full timeout,18,23
53,1,6:42.0,,J. Redick makes free throw 1 of 1,18,24
54,1,6:25.0,D. Booker makes 3-pt jump shot from 25 ft (assist by R. Rubio),,21,24
55,1,6:17.0,,Personal foul by R. Rubio (drawn by J. Holiday),21,24
56,1,6:17.0,M. Bridges enters the game for D. Šarić,,21,24
57,1,6:12.0,,J. Holiday makes 2-pt dunk at rim (assist by L. Ball),21,26
58,1,6:00.0,Shooting foul by J. Redick (drawn by D. Booker),,21,26
59,1,6:00.0,D. Booker makes free throw 1 of 2,,22,26
60,1,6:00.0,D. Booker makes free throw 2 of 2,,23,26
61,1,5:45.0,,Personal foul by D. Booker (drawn by K. Williams),23,26
62,1,5:45.0,,K. Williams makes free throw 1 of 2,23,27
63,1,5:45.0,,K. Williams misses free throw 2 of 2,23,27
64,1,5:42.0,Defensive rebound by M. Bridges,,23,27
65,1,5:34.0,D. Booker makes 2-pt jump shot from 10 ft,,25,27
66,1,5:17.0,,Turnover by L. Ball (bad pass; steal by D. Booker),25,27
67,1,5:12.0,D. Booker makes 2-pt layup from 1 ft,,27,27
68,1,5:00.0,,L. Ball misses 2-pt layup from 2 ft,27,27
69,1,4:55.0,,Offensive rebound by J. Hayes,27,27
70,1,4:55.0,,J. Hayes makes 2-pt dunk at rim,27,29
71,1,4:42.0,R. Rubio misses 3-pt jump shot from 25 ft,,27,29
72,1,4:42.0,,Defensive rebound by L. Ball,27,29
73,1,4:38.0,,Shooting foul by R. Rubio (drawn by J. Hayes),27,29
74,1,4:38.0,,J. Hayes misses free throw 1 of 2,27,29
75,1,4:38.0,,Offensive rebound by Team,27,29
76,1,4:38.0,T. Jerome enters the game for R. Rubio,,27,29
77,1,4:38.0,,J. Hart enters the game for J. Redick,27,29
78,1,4:38.0,,J. Hayes makes free throw 2 of 2,27,30
79,1,4:21.0,K. Oubre misses 2-pt jump shot from 11 ft,,27,30
80,1,4:18.0,,Defensive rebound by J. Hart,27,30
81,1,4:10.0,,L. Ball makes 3-pt jump shot from 23 ft (assist by J. Holiday),27,33
82,1,3:46.0,Turnover by F. Kaminsky (lost ball; steal by J. Holiday),,27,33
83,1,3:43.0,,J. Holiday makes 2-pt layup from 2 ft,27,35
84,1,3:43.0,Phoenix full timeout,,27,35
85,1,3:43.0,C. Diallo enters the game for F. Kaminsky,,27,35
86,1,3:43.0,C. Johnson enters the game for K. Oubre,,27,35
87,1,3:43.0,,N. Melli enters the game for J. Hayes,27,35
88,1,3:25.0,Personal foul by K. Williams (drawn by C. Diallo),,27,35
89,1,3:25.0,C. Diallo makes free throw 1 of 2,,28,35
90,1,3:25.0,,N. Alexander-Walker enters the game for L. Ball,28,35
91,1,3:25.0,C. Diallo makes free throw 2 of 2,,29,35
92,1,3:14.0,,N. Alexander-Walker misses 3-pt jump shot from 23 ft,29,35
93,1,3:10.0,Defensive rebound by C. Diallo,,29,35
94,1,2:57.0,M. Bridges makes 2-pt layup from 3 ft (assist by D. Booker),,31,35
95,1,2:44.0,,Turnover by N. Alexander-Walker (bad pass; steal by T. Jerome),31,35
96,1,2:40.0,D. Booker misses 3-pt jump shot from 25 ft,,31,35
97,1,2:38.0,,Defensive rebound by Team,31,35
98,1,2:38.0,K. Oubre enters the game for D. Booker,,31,35
99,1,2:23.0,,J. Holiday misses 2-pt jump shot from 6 ft,31,35
100,1,2:21.0,Defensive rebound by C. Johnson,,31,35
101,1,2:04.0,Turnover by K. Oubre (bad pass; steal by N. Melli),,31,35
102,1,1:52.0,,K. Williams makes 2-pt layup from 2 ft (assist by J. Holiday),31,37
103,1,1:30.0,M. Bridges misses 2-pt layup from 2 ft,,31,37
104,1,1:27.0,,Defensive rebound by N. Alexander-Walker,31,37
105,1,1:22.0,,N. Alexander-Walker misses 2-pt layup from 1 ft,31,37
106,1,1:20.0,Defensive rebound by C. Diallo,,31,37
107,1,1:11.0,C. Johnson makes 3-pt jump shot from 23 ft (assist by T. Jerome),,34,37
108,1,0:58.0,,K. Williams misses 3-pt jump shot from 25 ft,34,37
109,1,0:55.0,Defensive rebound by C. Diallo,,34,37
110,1,0:41.0,Shooting foul by N. Melli (drawn by C. Diallo),,34,37
111,1,0:41.0,C. Diallo makes free throw 1 of 2,,35,37
112,1,0:41.0,C. Diallo makes free throw 2 of 2,,36,37
113,1,0:28.0,,J. Holiday makes 2-pt layup from 1 ft,36,39
114,1,0:28.0,,Shooting foul by C. Johnson (drawn by J. Holiday),36,39
115,1,0:28.0,,J. Holiday makes free throw 1 of 1,36,40
116,1,0:08.0,M. Bridges makes 2-pt dunk at rim (assist by C. Diallo),,38,40
117,1,0:00.0,,K. Williams misses 3-pt jump shot from 24 ft,38,40
118,1,0:00.0,,Offensive rebound by Team,38,40
119,2,11:48.0,Turnover by R. Rubio (bad pass; steal by N. Melli),,38,40
120,2,11:45.0,,N. Melli makes 2-pt dunk at rim,38,42
121,2,11:22.0,R. Rubio misses 2-pt layup from 3 ft,,38,42
122,2,11:18.0,Offensive rebound by C. Johnson,,38,42
123,2,11:18.0,C. Johnson makes 2-pt layup from 1 ft,,40,42
124,2,11:01.0,,N. Alexander-Walker misses 3-pt jump shot from 23 ft,40,42
125,2,10:57.0,Defensive rebound by K. Oubre,,40,42
126,2,10:49.0,M. Bridges makes 3-pt jump shot from 26 ft (assist by K. Oubre),,43,42
127,2,10:32.0,,Turnover by B. Ingram (traveling),43,42
128,2,10:17.0,C. Diallo makes 2-pt layup from 2 ft,,45,42
129,2,10:05.0,,Personal foul by C. Diallo (drawn by N. Melli),45,42
130,2,10:02.0,,Personal foul by K. Oubre (drawn by N. Melli),45,42
131,2,10:02.0,,Technical foul by K. Oubre,45,42
132,2,10:02.0,,J. Redick makes technical free throw,45,43
133,2,9:48.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Ingram),45,46
134,2,9:34.0,Turnover by K. Oubre (bad pass; steal by N. Alexander-Walker),,45,46
135,2,9:28.0,,B. Ingram makes 2-pt dunk from 1 ft (assist by N. Alexander-Walker),45,48
136,2,9:27.0,Phoenix full timeout,,45,48
137,2,9:27.0,,J. Hayes enters the game for N. Melli,45,48
138,2,9:16.0,Turnover by M. Bridges (traveling),,45,48
139,2,9:16.0,,L. Ball enters the game for N. Alexander-Walker,45,48
140,2,9:02.0,,J. Hayes makes 2-pt dunk at rim (assist by J. Redick),45,50
141,2,8:45.0,C. Diallo makes 2-pt hook shot from 4 ft (assist by R. Rubio),,47,50
142,2,8:36.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by J. Hart),47,53
143,2,8:24.0,C. Johnson makes 3-pt jump shot from 25 ft (assist by R. Rubio),,50,53
144,2,8:03.0,,B. Ingram misses 2-pt jump shot from 19 ft,50,53
145,2,8:00.0,Defensive rebound by C. Johnson,,50,53
146,2,7:52.0,M. Bridges makes 2-pt layup from 2 ft (assist by R. Rubio),,52,53
147,2,7:39.0,,Offensive foul by L. Ball (drawn by K. Oubre),52,53
148,2,7:39.0,,Turnover by L. Ball (offensive foul),52,53
149,2,7:39.0,D. Booker enters the game for C. Diallo,,52,53
150,2,7:39.0,D. Šarić enters the game for K. Oubre,,52,53
151,2,7:32.0,R. Rubio makes 2-pt layup from 1 ft (assist by D. Booker),,54,53
152,2,7:26.0,,J. Redick misses 3-pt jump shot from 29 ft,54,53
153,2,7:26.0,Defensive rebound by C. Johnson,,54,53
154,2,7:14.0,C. Johnson makes 3-pt jump shot from 23 ft (assist by D. Šarić),,57,53
155,2,7:13.0,,New Orleans full timeout,57,53
156,2,7:13.0,,J. Holiday enters the game for J. Hart,57,53
157,2,7:02.0,,Shooting foul by D. Šarić (drawn by B. Ingram),57,53
158,2,7:02.0,,B. Ingram makes free throw 1 of 2,57,54
159,2,7:02.0,,B. Ingram makes free throw 2 of 2,57,55
160,2,6:41.0,D. Booker makes 3-pt jump shot from 25 ft,,60,55
161,2,6:36.0,,J. Hayes makes 2-pt layup from 1 ft (assist by L. Ball),60,57
162,2,6:36.0,,Shooting foul by M. Bridges (drawn by J. Hayes),60,57
163,2,6:36.0,F. Kaminsky enters the game for D. Šarić,,60,57
164,2,6:36.0,,J. Hayes makes free throw 1 of 1,60,58
165,2,6:23.0,Turnover by F. Kaminsky (lost ball; steal by J. Holiday),,60,58
166,2,6:18.0,,J. Hayes misses 2-pt layup from 1 ft,60,58
167,2,6:16.0,Defensive rebound by R. Rubio,,60,58
168,2,6:10.0,C. Johnson makes 2-pt layup from 1 ft (assist by D. Booker),,62,58
169,2,5:54.0,,J. Hayes misses 2-pt layup from 1 ft,62,58
170,2,5:52.0,Defensive rebound by D. Booker,,62,58
171,2,5:47.0,D. Booker misses 3-pt jump shot from 25 ft,,62,58
172,2,5:43.0,,Defensive rebound by B. Ingram,62,58
173,2,5:37.0,,Turnover by B. Ingram (bad pass; steal by R. Rubio),62,58
174,2,5:33.0,R. Rubio makes 2-pt layup from 2 ft (assist by C. Johnson),,64,58
175,2,5:11.0,,J. Holiday makes 2-pt layup from 1 ft (assist by L. Ball),64,60
176,2,4:55.0,Personal foul by J. Holiday (drawn by D. Booker),,64,60
177,2,4:55.0,E. Okobo enters the game for M. Bridges,,64,60
178,2,4:55.0,K. Oubre enters the game for R. Rubio,,64,60
179,2,4:55.0,,N. Melli enters the game for J. Hayes,64,60
180,2,4:55.0,,K. Williams enters the game for J. Redick,64,60
181,2,4:42.0,F. Kaminsky misses 2-pt layup from 2 ft (block by L. Ball),,64,60
182,2,4:40.0,,Defensive rebound by L. Ball,64,60
183,2,4:22.0,Loose ball foul by K. Oubre (drawn by L. Ball),,64,60
184,2,4:22.0,,L. Ball makes free throw 1 of 2,64,61
185,2,4:22.0,,L. Ball makes free throw 2 of 2,64,62
186,2,4:07.0,K. Oubre misses 2-pt jump shot from 7 ft,,64,62
187,2,4:04.0,Offensive rebound by C. Johnson,,64,62
188,2,4:03.0,C. Johnson misses 2-pt layup from 2 ft,,64,62
189,2,4:03.0,,Defensive rebound by J. Holiday,64,62
190,2,3:47.0,,Turnover by B. Ingram (lost ball; steal by C. Johnson),64,62
191,2,3:28.0,Turnover by D. Booker (bad pass; steal by J. Holiday),,64,62
192,2,3:24.0,,L. Ball makes 2-pt dunk from 1 ft (assist by J. Holiday),64,64
193,2,3:03.0,C. Johnson misses 3-pt jump shot from 26 ft,,64,64
194,2,3:03.0,Offensive rebound by Team,,64,64
195,2,3:03.0,Personal foul by J. Holiday (drawn by F. Kaminsky),,64,64
196,2,2:57.0,Shooting foul by N. Melli (drawn by K. Oubre),,64,64
197,2,2:57.0,Instant Replay (Request: Ruling Stands),,64,64
198,2,2:57.0,K. Oubre makes free throw 1 of 2,,65,64
199,2,2:57.0,R. Rubio enters the game for E. Okobo,,65,64
200,2,2:57.0,,J. Redick enters the game for J. Holiday,65,64
201,2,2:57.0,K. Oubre misses free throw 2 of 2,,65,64
202,2,2:53.0,,Defensive rebound by B. Ingram,65,64
203,2,2:48.0,,J. Redick makes 2-pt jump shot from 16 ft (assist by L. Ball),65,66
204,2,2:29.0,F. Kaminsky makes 2-pt jump shot from 4 ft (assist by R. Rubio),,67,66
205,2,2:15.0,,Offensive foul by B. Ingram (drawn by D. Booker),67,66
206,2,2:15.0,,Turnover by B. Ingram (offensive foul),67,66
207,2,2:15.0,,J. Hart enters the game for B. Ingram,67,66
208,2,2:15.0,Turnover by D. Booker (3 sec),,67,66
209,2,1:48.0,,N. Melli misses 3-pt jump shot from 26 ft,67,66
210,2,1:45.0,Defensive rebound by K. Oubre,,67,66
211,2,1:42.0,K. Oubre misses 2-pt layup from 4 ft,,67,66
212,2,1:40.0,,Defensive rebound by N. Melli,67,66
213,2,1:25.0,,J. Hart misses 2-pt jump shot from 11 ft (block by K. Oubre),67,66
214,2,1:25.0,,Offensive rebound by Team,67,66
215,2,1:25.0,,Turnover by Team (shot clock),67,66
216,2,1:10.0,R. Rubio makes 2-pt jump shot from 17 ft,,69,66
217,2,1:01.0,,J. Hart makes 3-pt jump shot from 23 ft (assist by L. Ball),69,69
218,2,0:46.0,K. Oubre makes 3-pt jump shot from 23 ft (assist by R. Rubio),,72,69
219,2,0:38.0,,Turnover by L. Ball (lost ball; steal by R. Rubio),72,69
220,2,0:35.0,D. Booker makes 2-pt dunk from 1 ft (assist by R. Rubio),,74,69
221,2,0:25.0,,Shooting foul by F. Kaminsky (drawn by N. Melli),74,69
222,2,0:25.0,,N. Melli makes free throw 1 of 2,74,70
223,2,0:25.0,,N. Alexander-Walker enters the game for J. Redick,74,70
224,2,0:25.0,,N. Melli misses free throw 2 of 2,74,70
225,2,0:23.0,Defensive rebound by K. Oubre,,74,70
226,2,0:04.0,D. Booker misses 2-pt jump shot from 15 ft,,74,70
227,2,0:04.0,,Defensive rebound by K. Williams,74,70
228,3,11:49.0,D. Booker makes 2-pt jump shot from 19 ft (assist by R. Rubio),,76,70
229,3,11:30.0,,Turnover by J. Redick (bad pass; steal by R. Rubio),76,70
230,3,11:25.0,D. Booker makes 3-pt jump shot from 25 ft (assist by R. Rubio),,79,70
231,3,11:00.0,,L. Ball makes 3-pt jump shot from 23 ft (assist by B. Ingram),79,73
232,3,10:42.0,R. Rubio misses 2-pt jump shot from 6 ft,,79,73
233,3,10:40.0,,Defensive rebound by J. Holiday,79,73
234,3,10:35.0,,B. Ingram misses 3-pt jump shot from 26 ft,79,73
235,3,10:32.0,Defensive rebound by D. Booker,,79,73
236,3,10:21.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by D. Booker),,82,73
237,3,10:08.0,,Turnover by L. Ball (bad pass; steal by K. Oubre),82,73
238,3,9:47.0,D. Šarić makes 2-pt layup from 3 ft,,84,73
239,3,9:42.0,,New Orleans full timeout,84,73
240,3,9:38.0,,Offensive foul by J. Hayes (drawn by R. Rubio),84,73
241,3,9:38.0,,Turnover by J. Hayes (offensive foul),84,73
242,3,9:29.0,Offensive foul by D. Booker (drawn by J. Hayes),,84,73
243,3,9:29.0,Turnover by D. Booker (offensive foul),,84,73
244,3,9:29.0,Technical foul by A. Gentry,,84,73
245,3,9:29.0,D. Booker makes technical free throw,,85,73
246,3,9:15.0,,J. Redick misses 2-pt layup from 2 ft (block by K. Oubre),85,73
247,3,9:15.0,,Offensive rebound by Team,85,73
248,3,9:15.0,,K. Williams enters the game for J. Hayes,85,73
249,3,9:10.0,,Turnover by B. Ingram (lost ball; steal by D. Šarić),85,73
250,3,9:10.0,,Loose ball foul by B. Ingram (drawn by D. Šarić),85,73
251,3,9:10.0,,J. Hart enters the game for B. Ingram,85,73
252,3,8:56.0,F. Kaminsky misses 2-pt jump shot from 7 ft,,85,73
253,3,8:54.0,Offensive rebound by K. Oubre,,85,73
254,3,8:50.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,85,73
255,3,8:48.0,Offensive rebound by D. Šarić,,85,73
256,3,8:48.0,Personal foul by J. Redick (drawn by D. Šarić),,85,73
257,3,8:39.0,D. Šarić makes 2-pt layup from 2 ft (assist by R. Rubio),,87,73
258,3,8:39.0,Shooting foul by J. Holiday (drawn by D. Šarić),,87,73
259,3,8:39.0,D. Šarić makes free throw 1 of 1,,88,73
260,3,8:29.0,,J. Hart misses 3-pt jump shot from 23 ft,88,73
261,3,8:29.0,Defensive rebound by D. Šarić,,88,73
262,3,8:16.0,R. Rubio misses 2-pt jump shot from 16 ft,,88,73
263,3,8:12.0,Offensive rebound by F. Kaminsky,,88,73
264,3,8:11.0,F. Kaminsky misses 2-pt layup from 2 ft (block by K. Williams),,88,73
265,3,8:11.0,Offensive rebound by F. Kaminsky,,88,73
266,3,8:06.0,K. Oubre misses 3-pt jump shot from 24 ft,,88,73
267,3,8:04.0,,Defensive rebound by J. Redick,88,73
268,3,8:00.0,,Turnover by J. Holiday (lost ball; steal by K. Oubre),88,73
269,3,7:54.0,K. Oubre makes 2-pt layup from 2 ft,,90,73
270,3,7:43.0,,J. Holiday makes 2-pt layup from 2 ft (assist by L. Ball),90,75
271,3,7:29.0,Turnover by R. Rubio (bad pass; steal by J. Redick),,90,75
272,3,7:20.0,,J. Holiday misses 3-pt jump shot from 26 ft,90,75
273,3,7:15.0,Defensive rebound by F. Kaminsky,,90,75
274,3,7:11.0,Personal foul by J. Redick (drawn by D. Booker),,90,75
275,3,7:11.0,,N. Melli enters the game for J. Redick,90,75
276,3,7:07.0,D. Booker misses 2-pt jump shot from 9 ft,,90,75
277,3,7:05.0,,Defensive rebound by K. Williams,90,75
278,3,7:00.0,,J. Holiday makes 2-pt layup from 1 ft,90,77
279,3,6:37.0,D. Booker makes 2-pt layup from 2 ft,,92,77
280,3,6:23.0,,K. Williams makes 3-pt jump shot from 25 ft (assist by J. Holiday),92,80
281,3,6:07.0,Turnover by R. Rubio (bad pass; steal by J. Holiday),,92,80
282,3,6:03.0,,Turnover by J. Holiday (bad pass),92,80
283,3,6:03.0,Phoenix full timeout,,92,80
284,3,5:47.0,D. Šarić misses 2-pt jump shot from 4 ft,,92,80
285,3,5:44.0,,Defensive rebound by J. Hart,92,80
286,3,5:41.0,,J. Hart misses 3-pt jump shot from 25 ft,92,80
287,3,5:38.0,,Offensive rebound by J. Holiday,92,80
288,3,5:36.0,,Shooting foul by F. Kaminsky (drawn by J. Hart),92,80
289,3,5:36.0,,J. Hart misses free throw 1 of 2,92,80
290,3,5:36.0,,Offensive rebound by Team,92,80
291,3,5:36.0,,F. Jackson enters the game for L. Ball,92,80
292,3,5:36.0,,J. Hart makes free throw 2 of 2,92,81
293,3,5:15.0,D. Booker makes 3-pt jump shot from 26 ft,,95,81
294,3,5:07.0,,J. Holiday misses 3-pt jump shot from 28 ft,95,81
295,3,5:03.0,Defensive rebound by K. Oubre,,95,81
296,3,4:47.0,F. Kaminsky misses 2-pt jump shot from 17 ft,,95,81
297,3,4:45.0,,Defensive rebound by J. Hart,95,81
298,3,4:35.0,,J. Hart misses 3-pt jump shot from 25 ft,95,81
299,3,4:31.0,Defensive rebound by R. Rubio,,95,81
300,3,4:29.0,D. Booker makes 2-pt dunk at rim (assist by R. Rubio),,97,81
301,3,4:19.0,,N. Melli misses 3-pt jump shot from 27 ft,97,81
302,3,4:16.0,Defensive rebound by D. Booker,,97,81
303,3,4:05.0,R. Rubio misses 3-pt jump shot from 22 ft,,97,81
304,3,4:02.0,,Defensive rebound by J. Holiday,97,81
305,3,3:47.0,,J. Holiday makes 2-pt layup from 2 ft,97,83
306,3,3:31.0,,Violation by Team (kicked ball),97,83
307,3,3:31.0,M. Bridges enters the game for K. Oubre,,97,83
308,3,3:31.0,T. Jerome enters the game for R. Rubio,,97,83
309,3,3:31.0,C. Johnson enters the game for D. Šarić,,97,83
310,3,3:21.0,D. Booker makes 3-pt jump shot from 26 ft,,100,83
311,3,3:09.0,,F. Jackson misses 3-pt jump shot from 25 ft,100,83
312,3,3:06.0,Defensive rebound by T. Jerome,,100,83
313,3,3:01.0,Personal foul by J. Hart (drawn by D. Booker),,100,83
314,3,3:01.0,D. Booker makes free throw 1 of 2,,101,83
315,3,3:01.0,D. Booker makes free throw 2 of 2,,102,83
316,3,2:55.0,,Turnover by N. Melli (bad pass; steal by T. Jerome),102,83
317,3,2:50.0,F. Kaminsky misses 2-pt layup from 1 ft,,102,83
318,3,2:48.0,,Defensive rebound by J. Hart,102,83
319,3,2:43.0,,J. Hart makes 2-pt layup from 1 ft,102,85
320,3,2:39.0,Technical foul by J. Hart,,102,85
321,3,2:39.0,D. Booker makes technical free throw,,103,85
322,3,2:15.0,T. Jerome misses 2-pt layup from 3 ft,,103,85
323,3,2:13.0,Offensive rebound by F. Kaminsky,,103,85
324,3,2:12.0,Personal foul by J. Hart (drawn by D. Booker),,103,85
325,3,2:12.0,D. Booker makes free throw 1 of 2,,104,85
326,3,2:12.0,C. Diallo enters the game for F. Kaminsky,,104,85
327,3,2:12.0,,L. Ball enters the game for J. Holiday,104,85
328,3,2:12.0,,J. Hayes enters the game for N. Melli,104,85
329,3,2:12.0,D. Booker makes free throw 2 of 2,,105,85
330,3,2:04.0,,J. Hart misses 3-pt jump shot from 26 ft,105,85
331,3,1:59.0,Defensive rebound by C. Diallo,,105,85
332,3,1:50.0,C. Johnson misses 3-pt jump shot from 27 ft,,105,85
333,3,1:45.0,,Defensive rebound by K. Williams,105,85
334,3,1:41.0,,Turnover by L. Ball (bad pass; steal by M. Bridges),105,85
335,3,1:37.0,Turnover by M. Bridges (lost ball; steal by L. Ball),,105,85
336,3,1:31.0,,J. Hart makes 3-pt jump shot from 23 ft (assist by K. Williams),105,88
337,3,1:21.0,Turnover by C. Johnson (out of bounds lost ball),,105,88
338,3,1:21.0,K. Oubre enters the game for D. Booker,,105,88
339,3,1:13.0,,J. Hayes makes 2-pt dunk at rim (assist by L. Ball),105,90
340,3,1:13.0,,Shooting foul by C. Diallo (drawn by J. Hayes),105,90
341,3,1:13.0,,J. Hayes makes free throw 1 of 1,105,91
342,3,1:00.0,K. Oubre misses 2-pt jump shot from 16 ft,,105,91
343,3,0:57.0,,Defensive rebound by K. Williams,105,91
344,3,0:48.0,,F. Jackson misses 3-pt jump shot from 27 ft,105,91
345,3,0:43.0,,Offensive rebound by J. Hayes,105,91
346,3,0:39.0,,J. Hart misses 3-pt jump shot from 25 ft,105,91
347,3,0:37.0,Defensive rebound by T. Jerome,,105,91
348,3,0:35.0,Personal foul by K. Williams (drawn by T. Jerome),,105,91
349,3,0:35.0,T. Jerome makes free throw 1 of 2,,106,91
350,3,0:35.0,T. Jerome makes free throw 2 of 2,,107,91
351,3,0:29.0,,J. Hart misses 3-pt jump shot from 23 ft,107,91
352,3,0:25.0,Defensive rebound by K. Oubre,,107,91
353,3,0:05.0,T. Jerome misses 2-pt layup from 2 ft,,107,91
354,3,0:03.0,,Defensive rebound by F. Jackson,107,91
355,3,0:02.0,,F. Jackson misses 2-pt layup from 1 ft,107,91
356,3,0:01.0,,Offensive rebound by Team,107,91
357,4,11:50.0,,Shooting foul by C. Diallo (drawn by L. Ball),107,91
358,4,11:50.0,,L. Ball makes free throw 1 of 2,107,92
359,4,11:50.0,,L. Ball makes free throw 2 of 2,107,93
360,4,11:31.0,Turnover by M. Bridges (bad pass; steal by F. Jackson),,107,93
361,4,11:21.0,,F. Jackson misses 2-pt layup from 6 ft (block by C. Johnson),107,93
362,4,11:18.0,,Offensive rebound by J. Hayes,107,93
363,4,11:14.0,,N. Alexander-Walker makes 2-pt layup from 3 ft,107,95
364,4,10:54.0,T. Jerome misses 3-pt jump shot from 26 ft,,107,95
365,4,10:53.0,,Defensive rebound by Team,107,95
366,4,10:53.0,Loose ball foul by C. Diallo (drawn by L. Ball),,107,95
367,4,10:53.0,F. Kaminsky enters the game for C. Diallo,,107,95
368,4,10:53.0,R. Rubio enters the game for T. Jerome,,107,95
369,4,10:45.0,,L. Ball makes 2-pt layup from 3 ft,107,97
370,4,10:30.0,M. Bridges makes 2-pt layup at rim,,109,97
371,4,10:15.0,,N. Alexander-Walker makes 2-pt layup from 2 ft,109,99
372,4,9:59.0,K. Oubre makes 2-pt layup from 2 ft,,111,99
373,4,9:49.0,,J. Hayes makes 2-pt dunk at rim (assist by L. Ball),111,101
374,4,9:47.0,Phoenix full timeout,,111,101
375,4,9:47.0,D. Booker enters the game for M. Bridges,,111,101
376,4,9:47.0,,B. Ingram enters the game for J. Holiday,111,101
377,4,9:31.0,F. Kaminsky misses 2-pt jump shot from 8 ft,,111,101
378,4,9:29.0,,Defensive rebound by N. Alexander-Walker,111,101
379,4,9:20.0,,N. Alexander-Walker makes 3-pt jump shot from 23 ft (assist by L. Ball),111,104
