,QUARTER,TIME_REMAINING,ATLANTA_ACTION,HOUSTON_ACTION,ATLANTA_SCORE,HOUSTON_SCORE
85,1,0:56.0,,Turnover by R. Westbrook (bad pass; steal by E. Turner),19,33
86,1,0:53.0,Turnover by D. Bembry (bad pass),,19,33
87,1,0:53.0,T. Young enters the game for T. Wallace,,19,33
88,1,0:37.0,,I. Hartenstein makes 2-pt layup at rim (assist by R. Westbrook),19,35
89,1,0:32.0,Personal foul by A. Rivers (drawn by T. Young),,19,35
90,1,0:32.0,T. Young makes free throw 1 of 2,,20,35
91,1,0:32.0,T. Young makes free throw 2 of 2,,21,35
92,1,0:25.0,,R. Westbrook makes 3-pt jump shot from 25 ft,21,38
93,1,0:01.0,Turnover by Team (shot clock),,21,38
94,1,0:00.0,,A. Rivers misses 3-pt jump shot from 28 ft,21,38
95,1,0:00.0,,Offensive rebound by Team,21,38
96,2,11:45.0,A. Len makes 2-pt dunk from 2 ft (assist by E. Turner),,23,38
97,2,11:27.0,,G. Clark misses 3-pt jump shot from 25 ft,23,38
98,2,11:26.0,Defensive rebound by Team,,23,38
99,2,11:10.0,T. Young misses 3-pt jump shot from 30 ft,,23,38
100,2,11:09.0,,Defensive rebound by Team,23,38
101,2,10:59.0,,A. Rivers makes 2-pt layup at rim,23,40
102,2,10:59.0,,Shooting foul by A. Crabbe (drawn by A. Rivers),23,40
103,2,10:59.0,,A. Rivers makes free throw 1 of 1,23,41
104,2,10:42.0,A. Len makes 2-pt dunk from 1 ft (assist by C. Parsons),,25,41
105,2,10:26.0,,Turnover by R. Westbrook (back court),25,41
106,2,10:26.0,,B. McLemore enters the game for G. Clark,25,41
107,2,10:15.0,C. Parsons misses 3-pt jump shot from 23 ft,,25,41
108,2,10:12.0,,Defensive rebound by R. Westbrook,25,41
109,2,10:04.0,,I. Hartenstein makes 2-pt jump shot from 5 ft (assist by R. Westbrook),25,43
110,2,9:55.0,Personal foul by R. Westbrook (drawn by T. Young),,25,43
111,2,9:55.0,,Technical foul by,25,43
112,2,9:55.0,Technical foul by R. Westbrook,,25,43
113,2,9:52.0,T. Young makes 3-pt jump shot from 26 ft (assist by C. Parsons),,28,43
114,2,9:42.0,,Turnover by R. Westbrook (lost ball; steal by C. Parsons),28,43
115,2,9:42.0,Flagrant foul type 1 by I. Hartenstein (drawn by T. Young),,28,43
116,2,9:42.0,T. Young makes flagrant free throw 1 of 2,,29,43
117,2,9:42.0,T. Young makes flagrant free throw 2 of 2,,30,43
118,2,9:42.0,Instant Replay (Request: Ruling Stands),,30,43
119,2,9:42.0,,G. Clark enters the game for I. Hartenstein,30,43
120,2,9:42.0,,P. Tucker enters the game for T. Sefolosha,30,43
121,2,9:32.0,Personal foul by B. McLemore (drawn by T. Young),,30,43
122,2,9:32.0,T. Young makes free throw 1 of 2,,31,43
123,2,9:32.0,T. Young makes free throw 2 of 2,,32,43
124,2,9:27.0,,Shooting foul by A. Len (drawn by R. Westbrook),32,43
125,2,9:27.0,,R. Westbrook makes free throw 1 of 2,32,44
126,2,9:27.0,,R. Westbrook makes free throw 2 of 2,32,45
127,2,9:13.0,E. Turner misses 2-pt jump shot from 14 ft,,32,45
128,2,9:09.0,,Defensive rebound by G. Clark,32,45
129,2,9:06.0,,R. Westbrook makes 2-pt layup at rim,32,47
130,2,8:59.0,C. Parsons misses 3-pt jump shot from 27 ft,,32,47
131,2,8:59.0,,Defensive rebound by B. McLemore,32,47
132,2,8:43.0,,G. Clark makes 3-pt jump shot from 22 ft (assist by B. McLemore),32,50
133,2,8:41.0,Atlanta full timeout,,32,50
134,2,8:41.0,D. Hunter enters the game for A. Len,,32,50
135,2,8:41.0,D. Jones enters the game for C. Parsons,,32,50
136,2,8:41.0,J. Parker enters the game for E. Turner,,32,50
137,2,8:41.0,,J. Harden enters the game for A. Rivers,32,50
138,2,8:27.0,Turnover by J. Parker (traveling),,32,50
139,2,8:17.0,,G. Clark misses 3-pt jump shot from 25 ft,32,50
140,2,8:13.0,,Offensive rebound by P. Tucker,32,50
141,2,8:04.0,,J. Harden misses 3-pt jump shot from 26 ft,32,50
142,2,8:01.0,Defensive rebound by J. Parker,,32,50
143,2,8:01.0,Personal take foul by J. Harden (drawn by J. Parker),,32,50
144,2,7:47.0,Shooting foul by P. Tucker (drawn by D. Jones),,32,50
145,2,7:47.0,D. Jones misses free throw 1 of 2,,32,50
146,2,7:47.0,Offensive rebound by Team,,32,50
147,2,7:47.0,D. Bembry enters the game for A. Crabbe,,32,50
148,2,7:47.0,T. Wallace enters the game for T. Young,,32,50
149,2,7:47.0,,A. Rivers enters the game for R. Westbrook,32,50
150,2,7:47.0,D. Jones makes free throw 2 of 2,,33,50
151,2,7:32.0,,P. Tucker makes 3-pt jump shot from 27 ft (assist by J. Harden),33,53
152,2,7:10.0,Turnover by D. Bembry (bad pass; steal by A. Rivers),,33,53
153,2,7:03.0,,A. Rivers misses 2-pt layup from 1 ft,33,53
154,2,7:00.0,Defensive rebound by D. Hunter,,33,53
155,2,6:55.0,D. Hunter misses 3-pt jump shot from 25 ft,,33,53
156,2,6:53.0,,Defensive rebound by P. Tucker,33,53
157,2,6:51.0,,J. Harden makes 2-pt layup at rim,33,55
158,2,6:51.0,,Shooting foul by D. Jones (drawn by J. Harden),33,55
159,2,6:51.0,,J. Harden makes free throw 1 of 1,33,56
160,2,6:41.0,D. Hunter misses 3-pt jump shot from 25 ft,,33,56
161,2,6:37.0,,Defensive rebound by B. McLemore,33,56
162,2,6:33.0,,J. Harden misses 3-pt jump shot from 28 ft,33,56
163,2,6:29.0,Defensive rebound by D. Hunter,,33,56
164,2,6:21.0,D. Bembry misses 2-pt jump shot from 6 ft,,33,56
165,2,6:19.0,,Defensive rebound by P. Tucker,33,56
166,2,6:09.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by G. Clark),33,59
167,2,6:08.0,Atlanta full timeout,,33,59
168,2,6:08.0,T. Young enters the game for T. Wallace,,33,59
169,2,5:54.0,Def 3 sec tech foul by Team,,33,59
170,2,5:54.0,T. Young makes technical free throw,,34,59
171,2,5:46.0,J. Parker misses 3-pt jump shot from 26 ft,,34,59
172,2,5:41.0,Offensive rebound by D. Jones,,34,59
173,2,5:41.0,D. Jones misses 2-pt layup at rim,,34,59
174,2,5:40.0,Offensive rebound by D. Hunter,,34,59
175,2,5:40.0,D. Hunter misses 2-pt layup at rim,,34,59
176,2,5:39.0,,Defensive rebound by J. Harden,34,59
177,2,5:30.0,,J. Harden makes 3-pt jump shot from 25 ft,34,62
178,2,5:20.0,T. Young makes 2-pt jump shot from 9 ft,,36,62
179,2,4:57.0,,Personal foul by D. Bembry (drawn by J. Harden),36,62
180,2,4:47.0,,Turnover by J. Harden (bad pass; steal by D. Hunter),36,62
181,2,4:40.0,D. Jones makes 2-pt dunk from 1 ft (assist by D. Hunter),,38,62
182,2,4:40.0,Shooting foul by J. Harden (drawn by D. Jones),,38,62
183,2,4:40.0,,R. Westbrook enters the game for B. McLemore,38,62
184,2,4:40.0,D. Jones makes free throw 1 of 1,,39,62
185,2,4:22.0,,R. Westbrook misses 2-pt jump shot from 18 ft,39,62
186,2,4:20.0,Defensive rebound by T. Young,,39,62
187,2,4:09.0,J. Parker makes 2-pt layup from 2 ft (assist by T. Young),,41,62
188,2,3:54.0,,J. Harden makes 2-pt layup from 1 ft,41,64
189,2,3:46.0,T. Young misses 3-pt jump shot from 28 ft,,41,64
190,2,3:42.0,,Defensive rebound by G. Clark,41,64
191,2,3:40.0,,A. Rivers makes 3-pt jump shot from 26 ft (assist by R. Westbrook),41,67
192,2,3:18.0,D. Hunter misses 2-pt layup from 1 ft,,41,67
193,2,3:15.0,,Defensive rebound by P. Tucker,41,67
194,2,3:10.0,,J. Harden misses 2-pt layup from 1 ft,41,67
195,2,3:07.0,Defensive rebound by D. Hunter,,41,67
196,2,2:55.0,T. Young misses 2-pt jump shot from 8 ft,,41,67
197,2,2:54.0,,Defensive rebound by Team,41,67
198,2,2:54.0,Loose ball foul by D. Jones (drawn by P. Tucker),,41,67
199,2,2:54.0,,P. Tucker makes free throw 1 of 2,41,68
200,2,2:54.0,A. Len enters the game for D. Hunter,,41,68
201,2,2:54.0,C. Parsons enters the game for D. Jones,,41,68
202,2,2:54.0,,B. McLemore enters the game for G. Clark,41,68
203,2,2:54.0,,P. Tucker makes free throw 2 of 2,41,69
204,2,2:44.0,A. Len makes 2-pt dunk from 1 ft (assist by D. Bembry),,43,69
205,2,2:26.0,,Shooting foul by D. Bembry (drawn by J. Harden),43,69
206,2,2:26.0,,J. Harden makes free throw 1 of 2,43,70
207,2,2:26.0,A. Crabbe enters the game for D. Bembry,,43,70
208,2,2:26.0,,J. Harden makes free throw 2 of 2,43,71
209,2,2:08.0,J. Parker makes 2-pt hook shot from 5 ft (assist by T. Young),,45,71
210,2,1:55.0,,R. Westbrook misses 2-pt jump shot from 13 ft,45,71
211,2,1:53.0,Defensive rebound by A. Len,,45,71
212,2,1:44.0,Offensive foul by A. Len (drawn by R. Westbrook),,45,71
213,2,1:44.0,Turnover by A. Len (offensive foul),,45,71
214,2,1:31.0,,J. Harden makes 3-pt jump shot from 27 ft,45,74
215,2,1:19.0,Personal foul by A. Rivers (drawn by T. Young),,45,74
216,2,1:19.0,T. Young makes free throw 1 of 2,,46,74
217,2,1:19.0,T. Young misses free throw 2 of 2,,46,74
218,2,1:16.0,,Defensive rebound by B. McLemore,46,74
219,2,1:14.0,,Houston full timeout,46,74
220,2,1:01.0,,R. Westbrook misses 2-pt layup from 6 ft,46,74
221,2,1:00.0,,Offensive rebound by R. Westbrook,46,74
222,2,1:00.0,,R. Westbrook makes 2-pt layup from 1 ft,46,76
223,2,0:49.0,T. Young makes 2-pt jump shot from 10 ft,,48,76
224,2,0:35.0,,Personal foul by J. Parker (drawn by J. Harden),48,76
225,2,0:35.0,,J. Harden makes free throw 1 of 2,48,77
226,2,0:35.0,,J. Harden makes free throw 2 of 2,48,78
227,2,0:28.0,A. Len makes 2-pt layup from 1 ft (assist by T. Young),,50,78
228,2,0:06.0,,J. Harden makes 3-pt jump shot from 27 ft,50,81
229,2,0:02.0,Shooting foul by B. McLemore (drawn by T. Young),,50,81
230,2,0:02.0,T. Young makes free throw 1 of 2,,51,81
231,2,0:02.0,T. Young makes free throw 2 of 2,,52,81
232,2,0:00.0,Instant Replay (Request: Ruling Stands),,52,81
233,3,12:00.0,,Violation by Team (delay of game),52,81
234,3,12:00.0,Violation by Team (delay of game),,52,81
235,3,11:41.0,J. Parker makes 2-pt jump shot from 13 ft,,54,81
236,3,11:24.0,,B. McLemore misses 3-pt jump shot from 26 ft,54,81
237,3,11:21.0,Defensive rebound by J. Parker,,54,81
238,3,11:17.0,T. Young makes 2-pt layup from 1 ft (assist by J. Parker),,56,81
239,3,11:01.0,,Turnover by J. Harden (bad pass; steal by A. Crabbe),56,81
240,3,10:54.0,T. Young misses 2-pt jump shot from 18 ft,,56,81
241,3,10:52.0,,Defensive rebound by R. Westbrook,56,81
242,3,10:45.0,,R. Westbrook makes 2-pt jump shot from 15 ft,56,83
243,3,10:22.0,J. Parker misses 3-pt jump shot from 24 ft,,56,83
244,3,10:22.0,,Defensive rebound by Team,56,83
245,3,10:22.0,Loose ball foul by D. Jones (drawn by T. Chandler),,56,83
246,3,10:12.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by R. Westbrook),56,86
247,3,10:05.0,A. Crabbe misses 3-pt jump shot from 26 ft,,56,86
248,3,10:03.0,,Defensive rebound by J. Harden,56,86
249,3,9:56.0,,Shooting foul by D. Hunter (drawn by J. Harden),56,86
250,3,9:56.0,,J. Harden makes free throw 1 of 3,56,87
251,3,9:56.0,,J. Harden makes free throw 2 of 3,56,88
252,3,9:56.0,V. Carter enters the game for D. Jones,,56,88
253,3,9:56.0,,J. Harden makes free throw 3 of 3,56,89
254,3,9:42.0,V. Carter misses 3-pt jump shot from 26 ft,,56,89
255,3,9:41.0,,Defensive rebound by Team,56,89
256,3,9:29.0,,Turnover by P. Tucker (bad pass),56,89
257,3,9:24.0,Personal foul by P. Tucker (drawn by T. Young),,56,89
258,3,9:15.0,D. Hunter misses 3-pt jump shot from 26 ft,,56,89
259,3,9:15.0,,Defensive rebound by Team,56,89
260,3,9:05.0,,J. Harden makes 3-pt jump shot from 26 ft,56,92
261,3,8:59.0,Personal foul by R. Westbrook (drawn by T. Young),,56,92
262,3,8:52.0,T. Young makes 3-pt jump shot from 26 ft,,59,92
263,3,8:40.0,,J. Harden makes 3-pt jump shot from 26 ft,59,95
264,3,8:38.0,Atlanta full timeout,,59,95
265,3,8:24.0,D. Hunter misses 2-pt jump shot from 18 ft,,59,95
266,3,8:22.0,,Defensive rebound by R. Westbrook,59,95
267,3,8:18.0,,Shooting foul by D. Hunter (drawn by J. Harden),59,95
268,3,8:18.0,,J. Harden makes free throw 1 of 3,59,96
269,3,8:18.0,,J. Harden makes free throw 2 of 3,59,97
270,3,8:18.0,,J. Harden makes free throw 3 of 3,59,98
271,3,7:52.0,D. Hunter misses 3-pt jump shot from 25 ft,,59,98
272,3,7:50.0,,Defensive rebound by R. Westbrook,59,98
273,3,7:30.0,,J. Harden makes 2-pt layup from 1 ft (assist by P. Tucker),59,100
274,3,7:12.0,Turnover by T. Young (bad pass; steal by B. McLemore),,59,100
275,3,7:06.0,,Shooting foul by D. Hunter (drawn by J. Harden),59,100
276,3,7:06.0,,J. Harden misses free throw 1 of 3,59,100
277,3,7:06.0,,Offensive rebound by Team,59,100
278,3,7:06.0,,J. Harden makes free throw 2 of 3,59,101
279,3,7:06.0,D. Bembry enters the game for D. Hunter,,59,101
280,3,7:06.0,A. Len enters the game for J. Parker,,59,101
281,3,7:06.0,,I. Hartenstein enters the game for T. Chandler,59,101
282,3,7:06.0,,J. Harden misses free throw 3 of 3,59,101
283,3,7:03.0,,Offensive rebound by I. Hartenstein,59,101
284,3,7:03.0,,I. Hartenstein misses 2-pt layup at rim,59,101
285,3,7:00.0,,Offensive rebound by P. Tucker,59,101
286,3,6:56.0,,Turnover by P. Tucker (traveling),59,101
287,3,6:49.0,T. Young misses 3-pt jump shot from 28 ft,,59,101
288,3,6:48.0,,Defensive rebound by Team,59,101
289,3,6:38.0,,Shooting foul by V. Carter (drawn by I. Hartenstein),59,101
290,3,6:38.0,,I. Hartenstein makes free throw 1 of 2,59,102
291,3,6:38.0,Defensive rebound by V. Carter,,59,102
292,3,6:38.0,E. Turner enters the game for A. Crabbe,,59,102
293,3,6:38.0,T. Wallace enters the game for T. Young,,59,102
294,3,6:38.0,,A. Rivers enters the game for R. Westbrook,59,102
295,3,6:38.0,,I. Hartenstein misses free throw 2 of 2,59,102
296,3,6:25.0,D. Bembry misses 2-pt layup from 1 ft (block by J. Harden),,59,102
297,3,6:23.0,Offensive rebound by Team,,59,102
298,3,6:18.0,Shooting foul by I. Hartenstein (drawn by V. Carter),,59,102
299,3,6:18.0,V. Carter misses free throw 1 of 2,,59,102
300,3,6:18.0,Offensive rebound by Team,,59,102
301,3,6:18.0,V. Carter makes free throw 2 of 2,,60,102
302,3,6:11.0,,B. McLemore makes 3-pt jump shot from 28 ft (assist by J. Harden),60,105
303,3,5:53.0,A. Len misses 2-pt layup from 1 ft,,60,105
304,3,5:52.0,,Defensive rebound by B. McLemore,60,105
305,3,5:44.0,,Shooting foul by A. Len (drawn by J. Harden),60,105
306,3,5:44.0,,J. Harden makes free throw 1 of 2,60,106
307,3,5:44.0,B. Fernando enters the game for A. Len,,60,106
308,3,5:44.0,,T. Sefolosha enters the game for P. Tucker,60,106
309,3,5:44.0,,J. Harden makes free throw 2 of 2,60,107
310,3,5:20.0,B. Fernando makes 3-pt jump shot from 24 ft (assist by D. Bembry),,63,107
311,3,5:07.0,,A. Rivers makes 3-pt jump shot from 27 ft (assist by J. Harden),63,110
312,3,4:50.0,Turnover by V. Carter (bad pass),,63,110
313,3,4:34.0,,B. McLemore misses 3-pt jump shot from 24 ft,63,110
314,3,4:32.0,Defensive rebound by V. Carter,,63,110
315,3,4:21.0,D. Bembry makes 2-pt layup from 1 ft (assist by E. Turner),,65,110
316,3,4:15.0,,Offensive foul by J. Harden (drawn by D. Bembry),65,110
317,3,4:15.0,,Turnover by J. Harden (offensive foul),65,110
318,3,4:15.0,C. Parsons enters the game for V. Carter,,65,110
319,3,3:58.0,D. Bembry misses 2-pt layup from 2 ft,,65,110
320,3,3:57.0,,Defensive rebound by B. McLemore,65,110
321,3,3:50.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by J. Harden),65,113
322,3,3:34.0,T. Wallace misses 3-pt jump shot from 23 ft,,65,113
323,3,3:31.0,,Defensive rebound by A. Rivers,65,113
324,3,3:22.0,,J. Harden makes 2-pt layup from 1 ft,65,115
325,3,3:22.0,Atlanta full timeout,,65,115
326,3,3:22.0,,G. Clark enters the game for I. Hartenstein,65,115
327,3,3:22.0,,C. Clemons enters the game for B. McLemore,65,115
328,3,3:22.0,,R. Westbrook enters the game for A. Rivers,65,115
329,3,3:08.0,Shooting foul by R. Westbrook (drawn by B. Fernando),,65,115
330,3,3:08.0,B. Fernando makes free throw 1 of 2,,66,115
331,3,3:08.0,B. Fernando misses free throw 2 of 2,,66,115
332,3,3:08.0,,Defensive rebound by T. Sefolosha,66,115
333,3,2:53.0,,J. Harden misses 3-pt jump shot from 29 ft,66,115
334,3,2:50.0,,Offensive rebound by G. Clark,66,115
335,3,2:40.0,,J. Harden makes 2-pt hook shot from 6 ft,66,117
336,3,2:22.0,Turnover by B. Fernando (lost ball; steal by J. Harden),,66,117
337,3,2:11.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by T. Sefolosha),66,119
338,3,1:57.0,E. Turner misses 2-pt jump shot from 17 ft,,66,119
339,3,1:55.0,Offensive rebound by B. Fernando,,66,119
340,3,1:54.0,B. Fernando misses 2-pt layup from 1 ft,,66,119
341,3,1:53.0,Offensive rebound by B. Fernando,,66,119
342,3,1:50.0,C. Parsons misses 3-pt jump shot from 26 ft,,66,119
343,3,1:48.0,Offensive rebound by D. Bembry,,66,119
344,3,1:46.0,D. Bembry misses 2-pt jump shot from 6 ft,,66,119
345,3,1:44.0,,Defensive rebound by R. Westbrook,66,119
346,3,1:41.0,,J. Harden misses 2-pt layup from 3 ft (block by E. Turner),66,119
347,3,1:41.0,,Offensive rebound by Team,66,119
348,3,1:41.0,,P. Tucker enters the game for G. Clark,66,119
349,3,1:36.0,,Personal foul by T. Wallace (drawn by J. Harden),66,119
350,3,1:36.0,,J. Harden makes free throw 1 of 2,66,120
351,3,1:36.0,,J. Harden makes free throw 2 of 2,66,121
352,3,1:19.0,T. Wallace misses 3-pt jump shot from 26 ft,,66,121
353,3,1:18.0,Offensive rebound by D. Bembry,,66,121
354,3,1:08.0,Turnover by E. Turner (bad pass; steal by T. Sefolosha),,66,121
355,3,1:00.0,,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by J. Harden),66,124
356,3,0:41.0,E. Turner misses 2-pt jump shot from 11 ft,,66,124
357,3,0:40.0,Offensive rebound by B. Fernando,,66,124
358,3,0:39.0,B. Fernando makes 2-pt layup from 1 ft,,68,124
359,3,0:29.0,,J. Harden misses 3-pt jump shot from 30 ft,68,124
360,3,0:27.0,Defensive rebound by D. Bembry,,68,124
361,3,0:24.0,T. Wallace makes 2-pt layup from 1 ft (assist by E. Turner),,70,124
362,3,0:11.0,,Shooting foul by E. Turner (drawn by J. Harden),70,124
363,3,0:11.0,,J. Harden makes free throw 1 of 3,70,125
364,3,0:11.0,,J. Harden makes free throw 2 of 3,70,126
365,3,0:11.0,,J. Harden makes free throw 3 of 3,70,127
366,3,0:06.0,C. Parsons makes 3-pt jump shot from 26 ft (assist by E. Turner),,73,127
367,3,0:00.0,,J. Harden misses 3-pt jump shot from 25 ft,73,127
368,3,0:00.0,,Offensive rebound by Team,73,127
369,4,11:43.0,,A. Rivers misses 3-pt jump shot from 23 ft,73,127
370,4,11:40.0,,Offensive rebound by P. Tucker,73,127
371,4,11:40.0,,Personal foul by V. Carter (drawn by A. Rivers),73,127
372,4,11:34.0,,B. McLemore misses 3-pt jump shot from 25 ft,73,127
373,4,11:32.0,,Offensive rebound by A. Rivers,73,127
374,4,11:30.0,,Shooting foul by D. Hunter (drawn by A. Rivers),73,127
375,4,11:30.0,,A. Rivers misses free throw 1 of 2,73,127
376,4,11:30.0,,Offensive rebound by Team,73,127
377,4,11:30.0,,A. Rivers makes free throw 2 of 2,73,128
378,4,11:11.0,A. Crabbe makes 3-pt jump shot from 26 ft (assist by B. Fernando),,76,128
379,4,10:54.0,,T. Sefolosha makes 2-pt layup from 1 ft (assist by A. Rivers),76,130
380,4,10:41.0,T. Young makes 3-pt jump shot from 28 ft,,79,130
381,4,10:17.0,,C. Clemons misses 3-pt jump shot from 26 ft,79,130
382,4,10:16.0,Defensive rebound by A. Crabbe,,79,130
383,4,10:13.0,Personal foul by A. Rivers (drawn by T. Young),,79,130
384,4,10:04.0,T. Young makes 2-pt jump shot from 12 ft (assist by V. Carter),,81,130
385,4,9:55.0,,C. Clemons makes 2-pt layup from 1 ft,81,132
386,4,9:43.0,B. Fernando misses 2-pt jump shot from 8 ft,,81,132
387,4,9:41.0,,Defensive rebound by B. McLemore,81,132
388,4,9:31.0,,C. Clemons misses 3-pt jump shot from 27 ft,81,132
389,4,9:29.0,,Offensive rebound by A. Rivers,81,132
