,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,NEW YORK_ACTION,SAN ANTONIO_SCORE,NEW YORK_SCORE
383,4,6:55.0,B. Forbes enters the game for L. Walker,,101,86
384,4,6:55.0,,R. Barrett enters the game for D. Dotson,101,86
385,4,6:31.0,T. Lyles misses 3-pt jump shot from 25 ft,,101,86
386,4,6:29.0,,Defensive rebound by F. Ntilikina,101,86
387,4,6:16.0,,F. Ntilikina makes 3-pt jump shot from 26 ft (assist by J. Randle),101,89
388,4,6:04.0,D. DeRozan makes 2-pt jump shot from 15 ft,,103,89
389,4,5:47.0,,M. Morris misses 2-pt jump shot from 23 ft,103,89
390,4,5:45.0,Defensive rebound by L. Aldridge,,103,89
391,4,5:35.0,Turnover by D. White (bad pass),,103,89
392,4,5:35.0,R. Gay enters the game for T. Lyles,,103,89
393,4,5:20.0,,J. Randle misses 3-pt jump shot from 25 ft,103,89
394,4,5:18.0,Defensive rebound by R. Gay,,103,89
395,4,5:12.0,Turnover by D. DeRozan (lost ball; steal by R. Barrett),,103,89
396,4,5:08.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by R. Barrett),103,92
397,4,4:39.0,R. Gay misses 2-pt jump shot from 16 ft,,103,92
398,4,4:37.0,,Defensive rebound by M. Morris,103,92
399,4,4:30.0,,W. Ellington misses 3-pt jump shot from 25 ft,103,92
400,4,4:28.0,Defensive rebound by L. Aldridge,,103,92
401,4,4:12.0,D. White makes 2-pt layup from 9 ft,,105,92
402,4,3:57.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by F. Ntilikina),105,95
403,4,3:57.0,,Shooting foul by R. Gay (drawn by M. Morris),105,95
404,4,3:57.0,,M. Morris makes free throw 1 of 1,105,96
405,4,3:38.0,D. DeRozan misses 2-pt jump shot from 10 ft,,105,96
406,4,3:36.0,,Defensive rebound by M. Morris,105,96
407,4,3:30.0,,R. Barrett makes 2-pt layup from 1 ft (assist by F. Ntilikina),105,98
408,4,3:16.0,Personal foul by J. Randle (drawn by L. Aldridge),,105,98
409,4,3:16.0,P. Mills enters the game for B. Forbes,,105,98
410,4,3:04.0,D. White misses 3-pt jump shot from 27 ft,,105,98
411,4,3:02.0,,Defensive rebound by Team,105,98
412,4,2:42.0,,R. Barrett misses 2-pt layup from 2 ft,105,98
413,4,2:40.0,Defensive rebound by L. Aldridge,,105,98
414,4,2:24.0,Shooting foul by J. Randle (drawn by L. Aldridge),,105,98
415,4,2:24.0,,New York full timeout,105,98
416,4,2:24.0,,Instant Replay (Challenge: Stands),105,98
417,4,2:24.0,L. Aldridge makes free throw 1 of 2,,106,98
418,4,2:24.0,L. Aldridge misses free throw 2 of 2,,106,98
419,4,2:22.0,,Defensive rebound by M. Morris,106,98
420,4,2:03.0,,F. Ntilikina misses 2-pt jump shot from 23 ft,106,98
421,4,2:01.0,Defensive rebound by D. DeRozan,,106,98
422,4,1:45.0,D. DeRozan misses 2-pt layup from 2 ft,,106,98
423,4,1:43.0,,Defensive rebound by R. Barrett,106,98
424,4,1:33.0,,M. Morris misses 2-pt layup from 1 ft,106,98
425,4,1:31.0,,Offensive rebound by J. Randle,106,98
426,4,1:31.0,,J. Randle misses 2-pt layup from 1 ft,106,98
427,4,1:30.0,Defensive rebound by Team,,106,98
428,4,1:11.0,D. DeRozan makes 2-pt dunk at rim (assist by D. White),,108,98
429,4,1:11.0,,New York full timeout,108,98
430,4,1:01.0,,J. Randle misses 2-pt jump shot from 5 ft,108,98
431,4,0:59.0,Defensive rebound by D. DeRozan,,108,98
432,4,0:39.0,R. Gay misses 3-pt jump shot from 23 ft,,108,98
433,4,0:37.0,Offensive rebound by L. Aldridge,,108,98
434,4,0:35.0,L. Aldridge misses 2-pt jump shot from 9 ft,,108,98
435,4,0:33.0,,Defensive rebound by R. Barrett,108,98
436,4,0:27.0,,Shooting foul by D. White (drawn by J. Randle),108,98
437,4,0:27.0,,J. Randle misses free throw 1 of 2,108,98
438,4,0:27.0,,Offensive rebound by Team,108,98
439,4,0:27.0,,J. Randle makes free throw 2 of 2,108,99
440,4,0:25.0,Turnover by R. Gay (bad pass),,108,99
441,4,0:21.0,,M. Morris misses 3-pt jump shot from 25 ft,108,99
442,4,0:20.0,Defensive rebound by Team,,108,99
443,4,0:19.0,Personal foul by R. Barrett (drawn by D. DeRozan),,108,99
444,4,0:18.0,Personal take foul by F. Ntilikina (drawn by D. White),,108,99
445,4,0:18.0,D. White makes free throw 1 of 2,,109,99
446,4,0:18.0,D. White misses free throw 2 of 2,,109,99
447,4,0:17.0,,Defensive rebound by J. Randle,109,99
448,4,0:09.0,,J. Randle makes 2-pt dunk at rim (assist by F. Ntilikina),109,101
449,4,0:07.0,Personal take foul by J. Randle (drawn by D. White),,109,101
450,4,0:07.0,D. White makes free throw 1 of 2,,110,101
451,4,0:07.0,D. White makes free throw 2 of 2,,111,101
452,4,0:00.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by F. Ntilikina),111,104
453,4,0:00.0,,Instant Replay (Request: Ruling Stands),111,104
