,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,UTAH_ACTION,CHARLOTTE_SCORE,UTAH_SCORE
377,4,2:54.0,,Turnover by R. Tucker (offensive foul),80,105
378,4,2:42.0,D. Bacon makes 3-pt jump shot from 25 ft (assist by W. Hernangómez),,83,105
379,4,2:20.0,,J. Morgan misses 3-pt jump shot from 22 ft,83,105
380,4,2:17.0,Defensive rebound by W. Hernangómez,,83,105
381,4,2:09.0,N. Batum misses 3-pt jump shot from 26 ft,,83,105
382,4,2:08.0,Offensive rebound by Team,,83,105
383,4,2:08.0,,Loose ball foul by G. Niang (drawn by W. Hernangómez),83,105
384,4,1:59.0,M. Kidd-Gilchrist misses 2-pt jump shot from 7 ft,,83,105
385,4,1:57.0,,Defensive rebound by T. Bradley,83,105
386,4,1:46.0,,J. Morgan makes 2-pt jump shot from 8 ft,83,107
387,4,1:31.0,Shooting foul by R. Tucker (drawn by W. Hernangómez),,83,107
388,4,1:31.0,W. Hernangómez makes free throw 1 of 2,,84,107
389,4,1:31.0,W. Hernangómez makes free throw 2 of 2,,85,107
390,4,1:16.0,,J. Morgan makes 2-pt layup from 2 ft (assist by R. Tucker),85,109
391,4,1:09.0,W. Hernangómez makes 2-pt dunk from 2 ft (assist by C. Martin),,87,109
392,4,1:02.0,,Offensive foul by T. Bradley (drawn by C. Martin),87,109
393,4,1:02.0,,Turnover by T. Bradley (offensive foul),87,109
394,4,0:50.0,D. Bacon makes 2-pt jump shot from 10 ft,,89,109
395,4,0:32.0,,Turnover by J. Morgan (traveling),89,109
396,4,0:25.0,W. Hernangómez makes 3-pt jump shot from 25 ft (assist by C. Martin),,92,109
397,4,0:01.0,,Turnover by Team (shot clock),92,109
