,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PORTLAND_ACTION,BROOKLYN_SCORE,PORTLAND_SCORE
80,1,3:30.0,Offensive rebound by Team,,16,15
81,1,3:30.0,D. Nwaba enters the game for J. Harris,,16,15
82,1,3:30.0,J. Allen misses free throw 2 of 2,,16,15
83,1,3:27.0,,Defensive rebound by K. Bazemore,16,15
84,1,3:20.0,,C. McCollum misses 2-pt jump shot from 12 ft,16,15
85,1,3:18.0,Defensive rebound by S. Dinwiddie,,16,15
86,1,3:10.0,K. Irving misses 3-pt jump shot from 25 ft,,16,15
87,1,3:07.0,,Defensive rebound by A. Simons,16,15
88,1,3:01.0,,K. Bazemore makes 3-pt jump shot from 22 ft (assist by A. Simons),16,18
89,1,2:59.0,Brooklyn full timeout,,16,18
90,1,2:59.0,N. Claxton enters the game for J. Allen,,16,18
91,1,2:47.0,G. Temple misses 2-pt jump shot from 10 ft,,16,18
92,1,2:45.0,Offensive rebound by N. Claxton,,16,18
93,1,2:34.0,S. Dinwiddie makes 3-pt jump shot from 26 ft,,19,18
94,1,2:16.0,,Turnover by S. Labissière (bad pass; steal by K. Irving),19,18
95,1,2:12.0,G. Temple misses 3-pt jump shot from 25 ft,,19,18
96,1,2:09.0,,Defensive rebound by A. Simons,19,18
97,1,2:02.0,,Personal foul by S. Dinwiddie (drawn by D. Lillard),19,18
98,1,2:02.0,C. LeVert enters the game for K. Irving,,19,18
99,1,2:02.0,,G. Trent enters the game for C. McCollum,19,18
100,1,1:57.0,,D. Lillard misses 3-pt jump shot from 33 ft,19,18
101,1,1:54.0,Defensive rebound by D. Nwaba,,19,18
102,1,1:35.0,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by C. LeVert),,22,18
103,1,1:20.0,,D. Lillard makes 2-pt jump shot from 19 ft,22,20
104,1,1:04.0,S. Dinwiddie misses 2-pt jump shot from 12 ft,,22,20
105,1,1:02.0,,Defensive rebound by K. Bazemore,22,20
106,1,0:57.0,,Offensive foul by S. Labissière (drawn by S. Dinwiddie),22,20
107,1,0:57.0,,Turnover by S. Labissière (offensive foul),22,20
108,1,0:45.0,C. LeVert misses 2-pt jump shot from 7 ft,,22,20
109,1,0:44.0,Offensive rebound by Team,,22,20
110,1,0:44.0,,Loose ball foul by S. Labissière (drawn by N. Claxton),22,20
111,1,0:44.0,,A. Tolliver enters the game for S. Labissière,22,20
112,1,0:44.0,N. Claxton makes free throw 1 of 2,,23,20
113,1,0:44.0,N. Claxton misses free throw 2 of 2,,23,20
114,1,0:38.0,,Defensive rebound by K. Bazemore,23,20
115,1,0:32.0,,D. Lillard misses 3-pt jump shot from 31 ft,23,20
116,1,0:30.0,Defensive rebound by C. LeVert,,23,20
117,1,0:08.0,S. Dinwiddie makes 3-pt jump shot from 23 ft,,26,20
118,1,0:00.0,,D. Lillard misses 3-pt jump shot from 27 ft,26,20
119,1,0:00.0,,Offensive rebound by Team,26,20
120,2,11:48.0,D. Musa misses 3-pt jump shot from 26 ft,,26,20
121,2,11:45.0,,Defensive rebound by G. Trent,26,20
122,2,11:38.0,,A. Simons misses 3-pt jump shot from 26 ft,26,20
123,2,11:36.0,,Offensive rebound by G. Trent,26,20
124,2,11:28.0,,G. Trent misses 3-pt jump shot from 29 ft,26,20
125,2,11:23.0,Defensive rebound by C. LeVert,,26,20
126,2,11:21.0,Offensive foul by C. LeVert (drawn by A. Simons),,26,20
127,2,11:21.0,Turnover by C. LeVert (offensive foul),,26,20
128,2,11:08.0,,Shooting foul by S. Dinwiddie (drawn by A. Simons),26,20
129,2,11:08.0,,A. Simons misses free throw 1 of 2,26,20
130,2,11:08.0,,Offensive rebound by Team,26,20
131,2,11:08.0,,A. Simons makes free throw 2 of 2,26,21
132,2,10:50.0,N. Claxton makes 2-pt hook shot from 6 ft,,28,21
133,2,10:31.0,,A. Simons misses 2-pt layup from 7 ft,28,21
134,2,10:28.0,Defensive rebound by C. LeVert,,28,21
135,2,10:20.0,C. LeVert misses 2-pt layup from 2 ft,,28,21
136,2,10:17.0,,Defensive rebound by M. Hezonja,28,21
137,2,10:12.0,,M. Hezonja misses 2-pt jump shot from 2 ft,28,21
138,2,10:10.0,,Offensive rebound by A. Tolliver,28,21
139,2,10:08.0,,A. Tolliver misses 2-pt hook shot from 7 ft,28,21
140,2,10:06.0,Defensive rebound by C. LeVert,,28,21
141,2,10:03.0,D. Musa makes 2-pt jump shot from 6 ft (assist by C. LeVert),,30,21
142,2,10:03.0,,Portland full timeout,30,21
143,2,9:52.0,,K. Bazemore misses 2-pt layup from 2 ft,30,21
144,2,9:50.0,Defensive rebound by C. LeVert,,30,21
145,2,9:44.0,Offensive foul by T. Prince (drawn by K. Bazemore),,30,21
146,2,9:44.0,Turnover by T. Prince (offensive foul),,30,21
147,2,9:30.0,,G. Trent makes 3-pt jump shot from 26 ft (assist by K. Bazemore),30,24
148,2,9:29.0,Brooklyn full timeout,,30,24
149,2,9:11.0,C. LeVert misses 2-pt jump shot from 6 ft,,30,24
150,2,9:10.0,Offensive rebound by N. Claxton,,30,24
151,2,9:09.0,N. Claxton makes 2-pt layup from 6 ft,,32,24
152,2,9:09.0,Shooting foul by A. Tolliver (drawn by N. Claxton),,32,24
153,2,9:09.0,N. Claxton makes free throw 1 of 1,,33,24
154,2,9:01.0,,Personal foul by N. Claxton (drawn by K. Bazemore),33,24
155,2,9:01.0,,C. McCollum enters the game for K. Bazemore,33,24
156,2,8:48.0,,C. McCollum misses 2-pt layup from 1 ft,33,24
157,2,8:46.0,Defensive rebound by N. Claxton,,33,24
158,2,8:43.0,D. Musa misses 3-pt jump shot from 25 ft,,33,24
159,2,8:41.0,,Defensive rebound by Team,33,24
160,2,8:32.0,,A. Simons misses 3-pt jump shot from 26 ft,33,24
161,2,8:29.0,Defensive rebound by D. Musa,,33,24
162,2,8:21.0,C. LeVert misses 2-pt layup from 7 ft,,33,24
163,2,8:20.0,,Defensive rebound by A. Simons,33,24
164,2,8:15.0,,A. Simons makes 2-pt layup from 1 ft,33,26
165,2,8:00.0,Turnover by S. Dinwiddie (bad pass; steal by C. McCollum),,33,26
166,2,7:55.0,,Turnover by G. Trent (out of bounds lost ball),33,26
167,2,7:55.0,J. Allen enters the game for N. Claxton,,33,26
168,2,7:55.0,,H. Whiteside enters the game for A. Tolliver,33,26
169,2,7:41.0,T. Prince makes 3-pt jump shot from 27 ft (assist by S. Dinwiddie),,36,26
170,2,7:23.0,,Personal foul by D. Musa (drawn by H. Whiteside),36,26
171,2,7:23.0,K. Irving enters the game for S. Dinwiddie,,36,26
172,2,7:23.0,,D. Lillard enters the game for G. Trent,36,26
173,2,7:19.0,Violation by Team (kicked ball),,36,26
174,2,7:11.0,,M. Hezonja misses 2-pt jump shot from 16 ft,36,26
175,2,7:05.0,Defensive rebound by T. Prince,,36,26
176,2,7:01.0,K. Irving misses 3-pt jump shot from 26 ft,,36,26
177,2,6:58.0,,Defensive rebound by H. Whiteside,36,26
178,2,6:47.0,,Turnover by D. Lillard (bad pass; steal by J. Allen),36,26
179,2,6:41.0,Turnover by T. Prince (traveling),,36,26
180,2,6:25.0,,H. Whiteside misses 2-pt jump shot from 8 ft,36,26
181,2,6:24.0,,Offensive rebound by Team,36,26
182,2,6:24.0,J. Harris enters the game for D. Musa,,36,26
183,2,6:16.0,,C. McCollum misses 3-pt jump shot from 26 ft,36,26
184,2,6:14.0,,Offensive rebound by M. Hezonja,36,26
185,2,6:03.0,,D. Lillard misses 2-pt jump shot from 5 ft,36,26
186,2,6:01.0,,Offensive rebound by H. Whiteside,36,26
187,2,6:01.0,,Shooting foul by T. Prince (drawn by H. Whiteside),36,26
188,2,6:01.0,,H. Whiteside makes free throw 1 of 2,36,27
189,2,6:01.0,,N. Little enters the game for M. Hezonja,36,27
190,2,6:01.0,,H. Whiteside makes free throw 2 of 2,36,28
191,2,5:49.0,J. Harris misses 3-pt jump shot from 25 ft,,36,28
192,2,5:45.0,,Defensive rebound by D. Lillard,36,28
193,2,5:41.0,,C. McCollum makes 2-pt layup from 2 ft (assist by D. Lillard),36,30
194,2,5:28.0,Personal foul by D. Lillard (drawn by C. LeVert),,36,30
195,2,5:28.0,S. Dinwiddie enters the game for C. LeVert,,36,30
196,2,5:28.0,G. Temple enters the game for T. Prince,,36,30
197,2,5:21.0,K. Irving makes 2-pt layup from 2 ft,,38,30
198,2,5:04.0,,Personal foul by J. Harris (drawn by A. Simons),38,30
199,2,5:04.0,,A. Simons makes free throw 1 of 2,38,31
200,2,5:04.0,,A. Simons makes free throw 2 of 2,38,32
201,2,4:51.0,J. Allen misses 2-pt jump shot from 10 ft (block by H. Whiteside),,38,32
202,2,4:48.0,Offensive rebound by G. Temple,,38,32
203,2,4:43.0,G. Temple misses 3-pt jump shot from 26 ft (block by N. Little),,38,32
204,2,4:39.0,,Defensive rebound by D. Lillard,38,32
205,2,4:29.0,,N. Little misses 2-pt jump shot from 11 ft,38,32
206,2,4:25.0,Defensive rebound by J. Allen,,38,32
207,2,4:17.0,K. Irving makes 2-pt jump shot from 10 ft,,40,32
208,2,4:01.0,,C. McCollum misses 2-pt layup from 1 ft (block by J. Allen),40,32
209,2,3:59.0,,Offensive rebound by C. McCollum,40,32
210,2,3:59.0,,Turnover by C. McCollum (bad pass; steal by G. Temple),40,32
211,2,3:52.0,J. Harris makes 2-pt layup from 1 ft,,42,32
212,2,3:28.0,,D. Lillard makes 2-pt layup from 1 ft,42,34
213,2,3:23.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,42,34
214,2,3:19.0,,Defensive rebound by H. Whiteside,42,34
215,2,3:09.0,,D. Lillard makes 2-pt layup from 1 ft,42,36
216,2,2:52.0,K. Irving makes 2-pt jump shot from 13 ft,,44,36
217,2,2:41.0,,Shooting foul by G. Temple (drawn by D. Lillard),44,36
218,2,2:41.0,,D. Lillard makes free throw 1 of 3,44,37
219,2,2:41.0,,D. Lillard makes free throw 2 of 3,44,38
220,2,2:41.0,,D. Lillard makes free throw 3 of 3,44,39
221,2,2:29.0,K. Irving misses 3-pt jump shot from 25 ft,,44,39
222,2,2:25.0,Offensive rebound by J. Harris,,44,39
223,2,2:25.0,J. Harris makes 2-pt layup from 1 ft,,46,39
224,2,2:12.0,,C. McCollum misses 2-pt jump shot from 11 ft,46,39
225,2,2:10.0,,Offensive rebound by C. McCollum,46,39
226,2,2:10.0,,C. McCollum misses 2-pt layup from 1 ft (block by J. Allen),46,39
227,2,2:10.0,,Offensive rebound by Team,46,39
228,2,1:58.0,,N. Little makes 2-pt layup from 2 ft (assist by D. Lillard),46,41
229,2,1:44.0,K. Irving misses 2-pt jump shot from 12 ft,,46,41
230,2,1:42.0,,Defensive rebound by H. Whiteside,46,41
231,2,1:34.0,,A. Simons misses 3-pt jump shot from 24 ft,46,41
232,2,1:30.0,Defensive rebound by G. Temple,,46,41
233,2,1:16.0,G. Temple makes 3-pt jump shot from 23 ft (assist by K. Irving),,49,41
234,2,0:53.0,,D. Lillard makes 3-pt jump shot from 26 ft,49,44
235,2,0:47.0,Personal foul by A. Simons (drawn by K. Irving),,49,44
236,2,0:38.0,K. Irving makes 2-pt layup from 2 ft,,51,44
237,2,0:32.0,,Shooting foul by S. Dinwiddie (drawn by D. Lillard),51,44
238,2,0:32.0,,D. Lillard makes free throw 1 of 2,51,45
239,2,0:32.0,,D. Lillard makes free throw 2 of 2,51,46
240,2,0:18.0,S. Dinwiddie makes 3-pt jump shot from 23 ft (assist by K. Irving),,54,46
241,2,0:01.0,,D. Lillard makes 3-pt jump shot from 25 ft,54,49
242,3,11:42.0,K. Irving misses 2-pt jump shot from 22 ft,,54,49
243,3,11:40.0,,Defensive rebound by H. Whiteside,54,49
244,3,11:33.0,,D. Lillard makes 3-pt jump shot from 25 ft,54,52
245,3,11:24.0,Shooting foul by H. Whiteside (drawn by K. Irving),,54,52
246,3,11:24.0,K. Irving makes free throw 1 of 2,,55,52
247,3,11:24.0,K. Irving makes free throw 2 of 2,,56,52
248,3,11:10.0,,C. McCollum misses 2-pt jump shot from 11 ft,56,52
249,3,11:03.0,,Offensive rebound by H. Whiteside,56,52
250,3,11:03.0,,H. Whiteside makes 2-pt layup from 1 ft,56,54
251,3,10:55.0,K. Irving misses 3-pt jump shot from 26 ft,,56,54
252,3,10:52.0,,Defensive rebound by H. Whiteside,56,54
253,3,10:45.0,,Turnover by C. McCollum (bad pass),56,54
254,3,10:32.0,C. LeVert misses 2-pt layup from 3 ft (block by C. McCollum),,56,54
255,3,10:28.0,,Defensive rebound by M. Hezonja,56,54
256,3,10:26.0,,M. Hezonja misses 2-pt layup from 2 ft (block by J. Harris),56,54
257,3,10:22.0,,Offensive rebound by M. Hezonja,56,54
258,3,10:21.0,,M. Hezonja misses 2-pt layup from 2 ft,56,54
259,3,10:19.0,,Offensive rebound by M. Hezonja,56,54
260,3,10:18.0,,M. Hezonja misses 2-pt hook shot from 1 ft (block by J. Allen),56,54
261,3,10:16.0,Defensive rebound by J. Allen,,56,54
262,3,10:12.0,C. LeVert misses 2-pt jump shot from 15 ft (block by C. McCollum),,56,54
263,3,10:10.0,Offensive rebound by J. Harris,,56,54
264,3,10:01.0,C. LeVert misses 3-pt jump shot from 26 ft,,56,54
265,3,9:58.0,,Defensive rebound by H. Whiteside,56,54
266,3,9:48.0,,H. Whiteside makes 2-pt jump shot from 12 ft (assist by D. Lillard),56,56
267,3,9:32.0,J. Harris misses 3-pt jump shot from 27 ft,,56,56
268,3,9:29.0,,Defensive rebound by H. Whiteside,56,56
269,3,9:22.0,,D. Lillard makes 3-pt jump shot from 26 ft,56,59
270,3,9:21.0,Brooklyn full timeout,,56,59
271,3,9:21.0,S. Dinwiddie enters the game for C. LeVert,,56,59
272,3,9:01.0,S. Dinwiddie makes 2-pt layup from 4 ft (assist by K. Irving),,58,59
273,3,8:52.0,,C. McCollum misses 2-pt jump shot from 15 ft,58,59
274,3,8:51.0,,Offensive rebound by Team,58,59
275,3,8:51.0,Loose ball foul by T. Prince (drawn by M. Hezonja),,58,59
276,3,8:51.0,D. Nwaba enters the game for T. Prince,,58,59
277,3,8:43.0,,C. McCollum misses 2-pt jump shot from 9 ft,58,59
278,3,8:42.0,Defensive rebound by Team,,58,59
279,3,8:42.0,,Loose ball foul by C. McCollum (drawn by J. Allen),58,59
280,3,8:29.0,S. Dinwiddie makes 2-pt layup from 1 ft,,60,59
281,3,8:16.0,,D. Lillard misses 3-pt jump shot from 26 ft,60,59
282,3,8:14.0,Defensive rebound by S. Dinwiddie,,60,59
283,3,8:11.0,S. Dinwiddie makes 3-pt jump shot from 26 ft,,63,59
284,3,7:47.0,,M. Hezonja makes 2-pt jump shot from 14 ft,63,61
285,3,7:37.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,63,61
286,3,7:37.0,,Defensive rebound by M. Hezonja,63,61
287,3,7:28.0,,M. Hezonja makes 2-pt hook shot from 5 ft,63,63
288,3,7:18.0,S. Dinwiddie makes 2-pt jump shot from 16 ft (assist by K. Irving),,65,63
289,3,7:18.0,Shooting foul by C. McCollum (drawn by S. Dinwiddie),,65,63
290,3,7:18.0,S. Dinwiddie makes free throw 1 of 1,,66,63
291,3,7:04.0,,Turnover by K. Bazemore (bad pass),66,63
292,3,6:52.0,Turnover by D. Nwaba (traveling),,66,63
293,3,6:44.0,,Personal foul by K. Irving (drawn by D. Lillard),66,63
294,3,6:37.0,,Personal foul by K. Irving (drawn by H. Whiteside),66,63
295,3,6:28.0,,D. Lillard makes 2-pt layup from 4 ft,66,65
296,3,6:13.0,Shooting foul by H. Whiteside (drawn by S. Dinwiddie),,66,65
297,3,6:13.0,S. Dinwiddie makes free throw 1 of 2,,67,65
298,3,6:13.0,S. Dinwiddie makes free throw 2 of 2,,68,65
299,3,6:01.0,,Turnover by K. Bazemore (bad pass; steal by D. Nwaba),68,65
300,3,5:52.0,S. Dinwiddie makes 3-pt jump shot from 27 ft (assist by K. Irving),,71,65
301,3,5:36.0,,Shooting foul by D. Nwaba (drawn by D. Lillard),71,65
302,3,5:36.0,,D. Lillard makes free throw 1 of 3,71,66
303,3,5:36.0,,D. Lillard makes free throw 2 of 3,71,67
304,3,5:36.0,,A. Simons enters the game for M. Hezonja,71,67
305,3,5:36.0,,D. Lillard makes free throw 3 of 3,71,68
306,3,5:21.0,J. Harris misses 2-pt jump shot from 4 ft (block by H. Whiteside),,71,68
307,3,5:11.0,Offensive rebound by K. Irving,,71,68
308,3,5:11.0,K. Irving makes 2-pt layup at rim,,73,68
309,3,5:04.0,,D. Lillard makes 3-pt jump shot from 28 ft,73,71
310,3,4:48.0,K. Irving misses 2-pt layup from 2 ft (block by H. Whiteside),,73,71
311,3,4:45.0,Offensive rebound by J. Allen,,73,71
312,3,4:44.0,J. Allen makes 2-pt hook shot from 1 ft,,75,71
313,3,4:25.0,,A. Simons misses 2-pt jump shot from 7 ft,75,71
314,3,4:22.0,,Offensive rebound by H. Whiteside,75,71
315,3,4:22.0,,H. Whiteside makes 2-pt layup from 1 ft,75,73
316,3,4:16.0,Personal foul by K. Bazemore (drawn by J. Allen),,75,73
317,3,4:16.0,J. Allen misses free throw 1 of 2,,75,73
318,3,4:16.0,Offensive rebound by Team,,75,73
319,3,4:16.0,,S. Labissière enters the game for H. Whiteside,75,73
320,3,4:16.0,J. Allen makes free throw 2 of 2,,76,73
321,3,4:03.0,,Personal foul by D. Nwaba (drawn by D. Lillard),76,73
322,3,4:03.0,,D. Lillard makes free throw 1 of 2,76,74
323,3,4:03.0,,D. Lillard makes free throw 2 of 2,76,75
324,3,3:46.0,J. Harris misses 2-pt layup from 2 ft,,76,75
325,3,3:46.0,Offensive rebound by Team,,76,75
326,3,3:46.0,,Loose ball foul by K. Bazemore (drawn by J. Allen),76,75
327,3,3:46.0,J. Allen makes free throw 1 of 2,,77,75
328,3,3:46.0,G. Temple enters the game for J. Harris,,77,75
329,3,3:46.0,,N. Little enters the game for K. Bazemore,77,75
330,3,3:46.0,,G. Trent enters the game for C. McCollum,77,75
331,3,3:46.0,J. Allen makes free throw 2 of 2,,78,75
332,3,3:32.0,,D. Lillard makes 2-pt layup from 1 ft,78,77
333,3,3:19.0,K. Irving makes 2-pt jump shot from 5 ft,,80,77
334,3,3:09.0,,D. Lillard misses 3-pt jump shot from 28 ft,80,77
335,3,3:07.0,Defensive rebound by K. Irving,,80,77
336,3,3:03.0,Shooting foul by S. Labissière (drawn by J. Allen),,80,77
337,3,3:03.0,J. Allen makes free throw 1 of 2,,81,77
338,3,3:03.0,,Portland full timeout,81,77
339,3,3:03.0,J. Allen misses free throw 2 of 2,,81,77
340,3,3:01.0,,Defensive rebound by N. Little,81,77
341,3,2:44.0,,A. Simons makes 3-pt jump shot from 28 ft,81,80
342,3,2:29.0,K. Irving makes 3-pt jump shot from 26 ft,,84,80
343,3,2:12.0,,D. Lillard misses 2-pt layup from 2 ft (block by D. Nwaba),84,80
344,3,2:12.0,,Offensive rebound by Team,84,80
345,3,2:06.0,,N. Little misses 2-pt layup from 1 ft,84,80
346,3,2:03.0,Defensive rebound by S. Dinwiddie,,84,80
347,3,1:50.0,S. Dinwiddie misses 2-pt jump shot from 14 ft,,84,80
348,3,1:47.0,,Defensive rebound by D. Lillard,84,80
349,3,1:41.0,,G. Trent misses 3-pt jump shot from 26 ft,84,80
350,3,1:36.0,,Offensive rebound by S. Labissière,84,80
351,3,1:36.0,,S. Labissière makes 2-pt dunk from 1 ft,84,82
352,3,1:20.0,K. Irving misses 2-pt jump shot from 19 ft,,84,82
353,3,1:18.0,,Defensive rebound by N. Little,84,82
354,3,1:06.0,,A. Simons misses 3-pt jump shot from 25 ft,84,82
355,3,1:03.0,Defensive rebound by D. Nwaba,,84,82
356,3,0:55.0,S. Dinwiddie misses 2-pt jump shot from 11 ft,,84,82
357,3,0:53.0,Offensive rebound by S. Dinwiddie,,84,82
358,3,0:51.0,G. Temple makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),,87,82
359,3,0:33.0,,D. Lillard misses 3-pt jump shot from 29 ft,87,82
360,3,0:31.0,,Offensive rebound by Team,87,82
361,3,0:31.0,Loose ball foul by J. Allen (drawn by N. Little),,87,82
362,3,0:31.0,,N. Little makes free throw 1 of 2,87,83
363,3,0:31.0,N. Claxton enters the game for J. Allen,,87,83
364,3,0:31.0,,K. Bazemore enters the game for D. Lillard,87,83
365,3,0:31.0,,N. Little makes free throw 2 of 2,87,84
366,3,0:19.0,Shooting foul by N. Little (drawn by K. Irving),,87,84
367,3,0:19.0,K. Irving makes free throw 1 of 2,,88,84
368,3,0:19.0,,D. Lillard enters the game for K. Bazemore,88,84
369,3,0:19.0,,C. McCollum enters the game for N. Little,88,84
370,3,0:19.0,K. Irving makes free throw 2 of 2,,89,84
371,3,0:02.0,,C. McCollum makes 2-pt layup from 1 ft,89,86
372,4,11:42.0,,C. McCollum misses 2-pt jump shot from 20 ft,89,86
373,4,11:36.0,Defensive rebound by G. Temple,,89,86
374,4,11:32.0,Shooting foul by C. McCollum (drawn by S. Dinwiddie),,89,86
375,4,11:32.0,S. Dinwiddie makes free throw 1 of 2,,90,86
376,4,11:32.0,S. Dinwiddie makes free throw 2 of 2,,91,86
377,4,11:18.0,,C. McCollum misses 2-pt jump shot from 10 ft,91,86
378,4,11:15.0,Defensive rebound by G. Temple,,91,86
379,4,11:10.0,Turnover by G. Temple (bad pass; steal by N. Little),,91,86
380,4,10:59.0,,N. Little makes 2-pt dunk at rim (assist by A. Simons),91,88
381,4,10:52.0,Personal foul by N. Little (drawn by T. Prince),,91,88
382,4,10:42.0,Shooting foul by S. Labissière (drawn by N. Claxton),,91,88
383,4,10:42.0,N. Claxton misses free throw 1 of 2,,91,88
384,4,10:42.0,Offensive rebound by Team,,91,88
385,4,10:42.0,,H. Whiteside enters the game for S. Labissière,91,88
386,4,10:42.0,N. Claxton misses free throw 2 of 2,,91,88
387,4,10:39.0,Offensive rebound by T. Prince,,91,88
388,4,10:36.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,91,88
