,QUARTER,TIME_REMAINING,DALLAS_ACTION,INDIANA_ACTION,DALLAS_SCORE,INDIANA_SCORE
371,4,5:30.0,Defensive rebound by K. Porziņģis,,99,93
372,4,5:19.0,K. Porziņģis misses 3-pt jump shot from 28 ft,,99,93
373,4,5:16.0,,Defensive rebound by D. Sabonis,99,93
374,4,5:09.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by V. Oladipo),99,95
375,4,5:09.0,,Shooting foul by D. Wright (drawn by D. Sabonis),99,95
376,4,5:09.0,M. Kleber enters the game for D. Wright,,99,95
377,4,5:09.0,,M. Turner enters the game for J. Holiday,99,95
378,4,5:09.0,,D. Sabonis makes free throw 1 of 1,99,96
379,4,4:56.0,T. Hardaway makes 2-pt layup from 1 ft,,101,96
380,4,4:44.0,,V. Oladipo misses 3-pt jump shot from 28 ft,101,96
381,4,4:41.0,Defensive rebound by K. Porziņģis,,101,96
382,4,4:35.0,K. Porziņģis misses 3-pt jump shot from 29 ft,,101,96
383,4,4:33.0,Offensive rebound by D. Finney-Smith,,101,96
384,4,4:33.0,Shooting foul by M. Turner (drawn by D. Finney-Smith),,101,96
385,4,4:33.0,D. Finney-Smith makes free throw 1 of 2,,102,96
386,4,4:33.0,D. Finney-Smith makes free throw 2 of 2,,103,96
387,4,4:12.0,,D. Sabonis misses 2-pt jump shot from 8 ft,103,96
388,4,4:08.0,Defensive rebound by T. Hardaway,,103,96
389,4,3:58.0,M. Kleber misses 3-pt jump shot from 22 ft,,103,96
390,4,3:52.0,,Defensive rebound by D. McDermott,103,96
391,4,3:47.0,,V. Oladipo misses 2-pt layup from 2 ft,103,96
392,4,3:45.0,Defensive rebound by Team,,103,96
393,4,3:32.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,103,96
394,4,3:31.0,,Defensive rebound by Team,103,96
395,4,3:31.0,,Instant Replay (Challenge: Ruling Stands),103,96
396,4,3:31.0,,J. Lamb enters the game for D. McDermott,103,96
397,4,3:07.0,,D. Sabonis makes 2-pt layup from 1 ft,103,98
398,4,2:49.0,Offensive foul by J. Brunson (drawn by V. Oladipo),,103,98
399,4,2:49.0,Turnover by J. Brunson (offensive foul),,103,98
400,4,2:39.0,,V. Oladipo misses 3-pt jump shot from 29 ft,103,98
401,4,2:37.0,Defensive rebound by K. Porziņģis,,103,98
402,4,2:15.0,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by J. Brunson),,106,98
403,4,1:54.0,,M. Brogdon makes 3-pt jump shot from 22 ft,106,101
404,4,1:43.0,J. Brunson makes 2-pt jump shot from 6 ft,,108,101
405,4,1:31.0,,M. Brogdon misses 2-pt jump shot from 16 ft,108,101
406,4,1:29.0,Defensive rebound by J. Brunson,,108,101
407,4,1:18.0,Personal foul by J. Lamb (drawn by J. Brunson),,108,101
408,4,1:05.0,T. Hardaway misses 3-pt jump shot from 28 ft,,108,101
409,4,1:01.0,,Defensive rebound by M. Brogdon,108,101
410,4,0:54.0,,M. Brogdon makes 2-pt jump shot from 18 ft (assist by D. Sabonis),108,103
411,4,0:32.0,Shooting foul by M. Brogdon (drawn by K. Porziņģis),,108,103
412,4,0:32.0,K. Porziņģis makes free throw 1 of 2,,109,103
413,4,0:32.0,K. Porziņģis makes free throw 2 of 2,,110,103
414,4,0:32.0,,Indiana full timeout,110,103
415,4,0:27.0,,M. Turner misses 3-pt jump shot from 23 ft,110,103
416,4,0:23.0,Defensive rebound by J. Brunson,,110,103
417,4,0:22.0,Personal take foul by V. Oladipo (drawn by J. Brunson),,110,103
418,4,0:22.0,J. Brunson makes free throw 1 of 2,,111,103
419,4,0:22.0,J. Brunson makes free throw 2 of 2,,112,103
420,4,0:22.0,,Indiana full timeout,112,103
421,4,0:20.0,,V. Oladipo misses 3-pt jump shot from 23 ft,112,103
422,4,0:17.0,,Offensive rebound by M. Brogdon,112,103
423,4,0:16.0,,M. Brogdon misses 3-pt jump shot from 27 ft,112,103
424,4,0:13.0,Defensive rebound by D. Finney-Smith,,112,103
