,QUARTER,TIME_REMAINING,DALLAS_ACTION,BOSTON_ACTION,DALLAS_SCORE,BOSTON_SCORE
59,1,5:22.0,,K. Walker misses 3-pt jump shot from 26 ft,7,15
60,1,5:20.0,Defensive rebound by S. Curry,,7,15
61,1,5:04.0,S. Curry misses 3-pt jump shot from 24 ft,,7,15
62,1,5:03.0,,Defensive rebound by R. Williams,7,15
63,1,4:57.0,,Personal foul by S. Curry (drawn by J. Green),7,15
64,1,4:57.0,D. Powell enters the game for S. Curry,,7,15
65,1,4:57.0,D. Wright enters the game for K. Porziņģis,,7,15
66,1,4:50.0,,Turnover by M. Smart (step out of bounds),7,15
67,1,4:39.0,M. Kleber makes 3-pt jump shot from 25 ft (assist by L. Dončić),,10,15
68,1,4:14.0,,M. Smart misses 3-pt jump shot from 26 ft,10,15
69,1,4:13.0,,Offensive rebound by J. Green,10,15
70,1,4:13.0,,J. Green makes 2-pt layup from 1 ft,10,17
71,1,4:00.0,D. Powell makes 2-pt dunk from 1 ft (assist by L. Dončić),,12,17
72,1,3:50.0,,Turnover by K. Walker (out of bounds lost ball),12,17
73,1,3:37.0,L. Dončić makes 2-pt layup from 5 ft (assist by M. Kleber),,14,17
74,1,3:37.0,Shooting foul by R. Williams (drawn by L. Dončić),,14,17
75,1,3:37.0,J. Jackson enters the game for M. Kleber,,14,17
76,1,3:37.0,L. Dončić makes free throw 1 of 1,,15,17
77,1,3:27.0,,Personal foul by D. Finney-Smith (drawn by K. Walker),15,17
78,1,3:15.0,,K. Walker makes 3-pt jump shot from 24 ft,15,20
79,1,3:01.0,Turnover by L. Dončić (bad pass; steal by J. Green),,15,20
80,1,2:42.0,,R. Williams makes 2-pt layup from 4 ft (assist by M. Smart),15,22
81,1,2:40.0,Dallas full timeout,,15,22
82,1,2:40.0,T. Hardaway enters the game for D. Finney-Smith,,15,22
83,1,2:31.0,Personal foul by J. Green (drawn by L. Dončić),,15,22
84,1,2:23.0,T. Hardaway misses 3-pt jump shot from 26 ft,,15,22
85,1,2:20.0,,Defensive rebound by R. Williams,15,22
86,1,2:09.0,,G. Williams misses 3-pt jump shot from 26 ft,15,22
87,1,2:07.0,Defensive rebound by L. Dončić,,15,22
88,1,2:00.0,L. Dončić makes 3-pt jump shot from 29 ft,,18,22
89,1,1:40.0,,J. Green makes 2-pt hook shot from 8 ft (assist by R. Williams),18,24
90,1,1:31.0,L. Dončić misses 3-pt jump shot from 25 ft,,18,24
91,1,1:29.0,Offensive rebound by D. Powell,,18,24
92,1,1:24.0,Shooting foul by R. Williams (drawn by D. Wright),,18,24
93,1,1:24.0,D. Wright makes free throw 1 of 2,,19,24
94,1,1:24.0,J. Brunson enters the game for L. Dončić,,19,24
95,1,1:24.0,K. Porziņģis enters the game for J. Jackson,,19,24
96,1,1:24.0,,J. Brown enters the game for M. Smart,19,24
97,1,1:24.0,,E. Freedom enters the game for K. Walker,19,24
98,1,1:24.0,,J. Tatum enters the game for G. Williams,19,24
99,1,1:24.0,,B. Wanamaker enters the game for R. Williams,19,24
100,1,1:24.0,D. Wright misses free throw 2 of 2,,19,24
101,1,1:24.0,,Defensive rebound by J. Tatum,19,24
102,1,1:09.0,,J. Green misses 3-pt jump shot from 26 ft,19,24
103,1,1:08.0,Defensive rebound by D. Wright,,19,24
104,1,0:50.0,T. Hardaway misses 2-pt jump shot from 22 ft,,19,24
105,1,0:48.0,,Defensive rebound by B. Wanamaker,19,24
106,1,0:41.0,,J. Brown misses 2-pt layup from 5 ft (block by D. Powell),19,24
107,1,0:40.0,,Offensive rebound by J. Brown,19,24
108,1,0:39.0,,Shooting foul by T. Hardaway (drawn by J. Brown),19,24
109,1,0:39.0,,J. Brown makes free throw 1 of 2,19,25
110,1,0:39.0,,J. Brown misses free throw 2 of 2,19,25
111,1,0:39.0,Defensive rebound by T. Hardaway,,19,25
112,1,0:31.0,Shooting foul by B. Wanamaker (drawn by T. Hardaway),,19,25
113,1,0:31.0,T. Hardaway makes free throw 1 of 2,,20,25
114,1,0:31.0,T. Hardaway makes free throw 2 of 2,,21,25
115,1,0:15.0,,J. Tatum misses 2-pt jump shot from 18 ft,21,25
116,1,0:14.0,Defensive rebound by J. Brunson,,21,25
117,1,0:02.0,J. Brunson misses 2-pt jump shot from 10 ft,,21,25
118,1,0:00.0,Offensive rebound by Team,,21,25
119,1,0:00.0,,R. Williams enters the game for J. Green,21,25
120,1,0:00.0,K. Porziņģis misses 2-pt hook shot from 10 ft,,21,25
121,1,0:00.0,Offensive rebound by Team,,21,25
122,2,11:44.0,,Shooting foul by K. Porziņģis (drawn by J. Tatum),21,25
123,2,11:44.0,,J. Tatum makes free throw 1 of 2,21,26
124,2,11:44.0,,J. Tatum misses free throw 2 of 2,21,26
125,2,11:44.0,Defensive rebound by K. Porziņģis,,21,26
126,2,11:30.0,T. Hardaway misses 3-pt jump shot from 26 ft,,21,26
127,2,11:28.0,,Defensive rebound by C. Edwards,21,26
128,2,11:11.0,,B. Wanamaker makes 2-pt jump shot from 14 ft (assist by J. Tatum),21,28
129,2,11:11.0,,Shooting foul by J. Brunson (drawn by B. Wanamaker),21,28
130,2,11:11.0,,B. Wanamaker makes free throw 1 of 1,21,29
131,2,10:59.0,K. Porziņģis misses 2-pt jump shot from 14 ft,,21,29
132,2,10:58.0,,Defensive rebound by E. Freedom,21,29
133,2,10:47.0,,J. Brown misses 2-pt jump shot from 6 ft (block by D. Wright),21,29
134,2,10:46.0,Defensive rebound by K. Porziņģis,,21,29
135,2,10:39.0,D. Wright makes 2-pt layup from 8 ft,,23,29
136,2,10:19.0,,J. Tatum misses 3-pt jump shot from 26 ft,23,29
137,2,10:18.0,,Offensive rebound by Team,23,29
138,2,10:18.0,Loose ball foul by K. Porziņģis (drawn by E. Freedom),,23,29
139,2,10:18.0,J. Jackson enters the game for K. Porziņģis,,23,29
140,2,10:12.0,,B. Wanamaker misses 3-pt jump shot from 26 ft,23,29
141,2,10:11.0,Defensive rebound by J. Jackson,,23,29
142,2,10:00.0,Personal foul by B. Wanamaker (drawn by T. Hardaway),,23,29
143,2,9:59.0,Personal foul by C. Edwards (drawn by J. Brunson),,23,29
144,2,9:53.0,J. Jackson misses 3-pt jump shot from 26 ft,,23,29
145,2,9:51.0,,Defensive rebound by J. Brown,23,29
146,2,9:36.0,,J. Brown makes 2-pt layup from 1 ft,23,31
147,2,9:19.0,D. Powell makes 2-pt dunk from 2 ft (assist by J. Brunson),,25,31
148,2,9:03.0,,E. Freedom makes 2-pt jump shot from 19 ft (assist by C. Edwards),25,33
149,2,8:46.0,D. Wright misses 3-pt jump shot from 26 ft,,25,33
150,2,8:45.0,,Defensive rebound by E. Freedom,25,33
151,2,8:32.0,,J. Tatum misses 2-pt layup from 2 ft,25,33
152,2,8:31.0,,Offensive rebound by B. Wanamaker,25,33
153,2,8:25.0,,J. Tatum misses 3-pt jump shot from 23 ft,25,33
154,2,8:24.0,,Offensive rebound by E. Freedom,25,33
155,2,8:21.0,,J. Tatum misses 2-pt layup from 2 ft,25,33
156,2,8:20.0,Defensive rebound by J. Jackson,,25,33
157,2,8:11.0,T. Hardaway misses 3-pt jump shot from 25 ft,,25,33
158,2,8:10.0,,Defensive rebound by C. Edwards,25,33
159,2,7:59.0,,C. Edwards misses 3-pt jump shot from 25 ft,25,33
160,2,7:57.0,Defensive rebound by T. Hardaway,,25,33
161,2,7:52.0,D. Wright makes 2-pt layup from 1 ft (assist by T. Hardaway),,27,33
162,2,7:33.0,,Turnover by J. Tatum (lost ball; steal by D. Wright),27,33
163,2,7:33.0,,D. Theis enters the game for E. Freedom,27,33
164,2,7:28.0,J. Brunson makes 2-pt layup from 3 ft (assist by D. Wright),,29,33
165,2,7:07.0,,D. Theis makes 2-pt layup from 2 ft (assist by J. Brown),29,35
166,2,6:54.0,J. Brunson misses 2-pt jump shot from 12 ft,,29,35
167,2,6:53.0,Offensive rebound by D. Wright,,29,35
168,2,6:52.0,Shooting foul by C. Edwards (drawn by D. Wright),,29,35
169,2,6:52.0,,Boston full timeout,29,35
170,2,6:52.0,,J. Green enters the game for J. Brown,29,35
171,2,6:52.0,,M. Smart enters the game for C. Edwards,29,35
172,2,6:52.0,,K. Walker enters the game for J. Tatum,29,35
173,2,6:52.0,D. Wright makes free throw 1 of 2,,30,35
174,2,6:52.0,D. Wright makes free throw 2 of 2,,31,35
175,2,6:38.0,,B. Wanamaker makes 2-pt layup from 2 ft,31,37
176,2,6:22.0,T. Hardaway misses 2-pt jump shot from 9 ft,,31,37
177,2,6:21.0,Offensive rebound by D. Powell,,31,37
178,2,6:16.0,Turnover by D. Powell (bad pass; steal by J. Green),,31,37
179,2,6:02.0,,J. Green makes 3-pt jump shot from 24 ft (assist by M. Smart),31,40
180,2,5:45.0,J. Brunson makes 2-pt jump shot from 14 ft,,33,40
181,2,5:26.0,,J. Green misses 3-pt jump shot from 23 ft,33,40
182,2,5:25.0,Defensive rebound by D. Wright,,33,40
183,2,5:19.0,Shooting foul by K. Walker (drawn by J. Brunson),,33,40
184,2,5:19.0,J. Brunson makes free throw 1 of 2,,34,40
185,2,5:19.0,L. Dončić enters the game for T. Hardaway,,34,40
186,2,5:19.0,M. Kleber enters the game for D. Powell,,34,40
187,2,5:19.0,J. Brunson makes free throw 2 of 2,,35,40
188,2,5:05.0,,Turnover by K. Walker (lost ball; steal by J. Brunson),35,40
189,2,5:01.0,J. Jackson misses 2-pt layup from 1 ft (block by M. Smart),,35,40
190,2,4:59.0,,Defensive rebound by B. Wanamaker,35,40
191,2,4:55.0,,B. Wanamaker makes 2-pt layup from 2 ft,35,42
192,2,4:55.0,,Shooting foul by M. Kleber (drawn by B. Wanamaker),35,42
193,2,4:55.0,D. Finney-Smith enters the game for J. Jackson,,35,42
194,2,4:55.0,,J. Brown enters the game for J. Green,35,42
195,2,4:55.0,,B. Wanamaker makes free throw 1 of 1,35,43
196,2,4:36.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,35,43
197,2,4:33.0,,Defensive rebound by J. Brown,35,43
198,2,4:27.0,,J. Brown misses 2-pt layup from 3 ft,35,43
199,2,4:25.0,Defensive rebound by L. Dončić,,35,43
200,2,4:17.0,J. Brunson makes 3-pt jump shot from 26 ft (assist by D. Wright),,38,43
201,2,4:03.0,,Personal foul by D. Finney-Smith (drawn by J. Brown),38,43
202,2,4:03.0,,J. Brown misses free throw 1 of 2,38,43
203,2,4:03.0,,Offensive rebound by Team,38,43
204,2,4:03.0,,J. Tatum enters the game for D. Theis,38,43
205,2,4:03.0,,R. Williams enters the game for B. Wanamaker,38,43
206,2,4:03.0,,J. Brown makes free throw 2 of 2,38,44
207,2,3:50.0,Turnover by D. Finney-Smith (bad pass; steal by J. Tatum),,38,44
208,2,3:50.0,D. Powell enters the game for D. Finney-Smith,,38,44
209,2,3:46.0,,J. Brown makes 2-pt layup from 2 ft (assist by M. Smart),38,46
210,2,3:46.0,,Shooting foul by J. Brunson (drawn by J. Brown),38,46
211,2,3:46.0,,J. Brown makes free throw 1 of 1,38,47
212,2,3:46.0,S. Curry enters the game for J. Brunson,,38,47
213,2,3:46.0,D. Finney-Smith enters the game for D. Wright,,38,47
214,2,3:26.0,S. Curry makes 2-pt jump shot from 14 ft (assist by L. Dončić),,40,47
215,2,3:09.0,,M. Smart makes 3-pt jump shot from 27 ft (assist by K. Walker),40,50
216,2,2:55.0,D. Powell makes 2-pt dunk from 3 ft,,42,50
217,2,2:36.0,,R. Williams misses 2-pt dunk from 4 ft,42,50
218,2,2:34.0,,Offensive rebound by J. Brown,42,50
219,2,2:27.0,,Turnover by M. Smart (bad pass),42,50
220,2,2:27.0,Dallas full timeout,,42,50
221,2,2:16.0,L. Dončić misses 3-pt jump shot from 25 ft,,42,50
222,2,2:15.0,Offensive rebound by M. Kleber,,42,50
223,2,2:09.0,S. Curry misses 2-pt jump shot from 18 ft,,42,50
224,2,2:07.0,Offensive rebound by D. Powell,,42,50
225,2,1:59.0,D. Powell makes 2-pt dunk from 1 ft (assist by L. Dončić),,44,50
226,2,1:46.0,,Offensive foul by J. Brown (drawn by S. Curry),44,50
227,2,1:46.0,,Turnover by J. Brown (offensive foul),44,50
228,2,1:28.0,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by L. Dončić),,47,50
229,2,1:10.0,,J. Brown makes 2-pt jump shot from 12 ft,47,52
230,2,0:45.0,M. Kleber makes 3-pt jump shot from 22 ft (assist by S. Curry),,50,52
231,2,0:39.0,,K. Walker misses 3-pt jump shot from 25 ft,50,52
232,2,0:37.0,,Offensive rebound by M. Smart,50,52
233,2,0:33.0,,R. Williams makes 2-pt layup from 1 ft (assist by M. Smart),50,54
234,2,0:28.0,Personal foul by M. Smart (drawn by L. Dončić),,50,54
235,2,0:28.0,L. Dončić makes free throw 1 of 2,,51,54
236,2,0:28.0,L. Dončić makes free throw 2 of 2,,52,54
237,2,0:09.0,,Turnover by K. Walker (bad pass),52,54
238,2,0:02.0,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by L. Dončić),,54,54
239,3,11:50.0,,J. Tatum misses 3-pt jump shot from 23 ft,54,54
240,3,11:49.0,Defensive rebound by K. Porziņģis,,54,54
241,3,11:30.0,Personal foul by J. Brown (drawn by K. Porziņģis),,54,54
242,3,11:17.0,K. Porziņģis misses 2-pt jump shot from 5 ft,,54,54
243,3,11:16.0,Offensive rebound by M. Kleber,,54,54
244,3,11:14.0,Turnover by Team (shot clock),,54,54
245,3,11:01.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by K. Walker),54,57
246,3,10:43.0,Personal foul by J. Tatum (drawn by L. Dončić),,54,57
247,3,10:31.0,L. Dončić misses 2-pt jump shot from 12 ft,,54,57
248,3,10:30.0,Offensive rebound by M. Kleber,,54,57
249,3,10:26.0,D. Finney-Smith misses 3-pt jump shot from 24 ft,,54,57
250,3,10:25.0,,Defensive rebound by D. Theis,54,57
251,3,10:20.0,,Personal foul by S. Curry (drawn by K. Walker),54,57
252,3,10:09.0,,J. Tatum misses 2-pt layup from 2 ft,54,57
253,3,10:07.0,Defensive rebound by K. Porziņģis,,54,57
254,3,9:56.0,K. Porziņģis misses 2-pt jump shot from 8 ft,,54,57
255,3,9:54.0,,Defensive rebound by J. Brown,54,57
256,3,9:47.0,,J. Brown makes 2-pt layup from 1 ft,54,59
257,3,9:29.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by D. Finney-Smith),,57,59
258,3,9:10.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by D. Theis),57,62
259,3,8:53.0,M. Kleber misses 2-pt jump shot from 20 ft,,57,62
260,3,8:52.0,,Defensive rebound by K. Walker,57,62
261,3,8:39.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by J. Tatum),57,65
262,3,8:20.0,L. Dončić misses 3-pt jump shot from 28 ft,,57,65
263,3,8:19.0,,Defensive rebound by K. Walker,57,65
264,3,8:15.0,,Personal foul by L. Dončić (drawn by J. Brown),57,65
265,3,8:15.0,,Instant Replay (Request: Ruling Stands),57,65
266,3,8:06.0,,J. Tatum makes 2-pt layup from 2 ft (assist by D. Theis),57,67
267,3,7:51.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,57,67
268,3,7:51.0,,Defensive rebound by D. Theis,57,67
269,3,7:42.0,,J. Brown makes 2-pt layup from 1 ft (assist by J. Tatum),57,69
270,3,7:42.0,Dallas full timeout,,57,69
271,3,7:27.0,Turnover by D. Finney-Smith (bad pass; steal by D. Theis),,57,69
272,3,7:22.0,,Personal foul by S. Curry (drawn by D. Theis),57,69
273,3,7:22.0,Personal foul by D. Theis (drawn by S. Curry),,57,69
274,3,7:09.0,,J. Tatum misses 2-pt layup from 1 ft,57,69
275,3,7:08.0,,Offensive rebound by J. Tatum,57,69
276,3,7:07.0,,J. Tatum misses 2-pt layup at rim,57,69
277,3,7:06.0,,Offensive rebound by J. Tatum,57,69
278,3,7:05.0,,J. Tatum misses 2-pt layup from 2 ft,57,69
279,3,7:03.0,Defensive rebound by D. Finney-Smith,,57,69
280,3,6:48.0,L. Dončić makes 2-pt layup from 1 ft,,59,69
281,3,6:38.0,,K. Walker makes 3-pt jump shot from 27 ft,59,72
282,3,6:25.0,M. Kleber misses 3-pt jump shot from 25 ft,,59,72
283,3,6:23.0,,Defensive rebound by K. Walker,59,72
284,3,6:19.0,,K. Walker misses 3-pt jump shot from 25 ft,59,72
285,3,6:16.0,Defensive rebound by D. Finney-Smith,,59,72
286,3,6:03.0,Shooting foul by D. Theis (drawn by L. Dončić),,59,72
287,3,6:03.0,L. Dončić makes free throw 1 of 2,,60,72
288,3,6:03.0,D. Powell enters the game for K. Porziņģis,,60,72
289,3,6:03.0,,S. Ojeleye enters the game for J. Tatum,60,72
290,3,6:03.0,L. Dončić makes free throw 2 of 2,,61,72
291,3,5:50.0,,K. Walker misses 3-pt jump shot from 27 ft,61,72
292,3,5:48.0,Defensive rebound by M. Kleber,,61,72
293,3,5:37.0,L. Dončić makes 3-pt jump shot from 27 ft,,64,72
294,3,5:21.0,,Personal foul by S. Curry (drawn by J. Brown),64,72
295,3,5:21.0,J. Brunson enters the game for S. Curry,,64,72
296,3,5:13.0,,D. Theis makes 2-pt jump shot from 18 ft (assist by M. Smart),64,74
297,3,4:54.0,D. Finney-Smith makes 2-pt layup from 6 ft (assist by D. Powell),,66,74
298,3,4:38.0,,Shooting foul by D. Powell (drawn by J. Brown),66,74
299,3,4:38.0,,J. Brown makes free throw 1 of 2,66,75
300,3,4:38.0,,R. Williams enters the game for D. Theis,66,75
301,3,4:38.0,,J. Brown makes free throw 2 of 2,66,76
302,3,4:25.0,D. Finney-Smith misses 3-pt jump shot from 27 ft,,66,76
303,3,4:24.0,,Defensive rebound by J. Brown,66,76
304,3,4:12.0,,M. Smart misses 3-pt jump shot from 25 ft,66,76
305,3,4:10.0,Defensive rebound by L. Dončić,,66,76
306,3,4:02.0,L. Dončić makes 3-pt jump shot from 30 ft,,69,76
307,3,3:33.0,,Offensive foul by S. Ojeleye (drawn by L. Dončić),69,76
308,3,3:33.0,,Turnover by S. Ojeleye (offensive foul),69,76
309,3,3:15.0,D. Powell misses 2-pt layup from 9 ft (block by K. Walker),,69,76
310,3,3:13.0,,Defensive rebound by K. Walker,69,76
311,3,2:58.0,,J. Brown misses 2-pt jump shot from 8 ft,69,76
312,3,2:55.0,Defensive rebound by J. Brunson,,69,76
313,3,2:46.0,L. Dončić makes 2-pt layup at rim,,71,76
314,3,2:45.0,,Boston full timeout,71,76
315,3,2:45.0,,B. Wanamaker enters the game for M. Smart,71,76
316,3,2:28.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by J. Brown),71,79
317,3,2:14.0,D. Finney-Smith misses 3-pt jump shot from 24 ft,,71,79
318,3,2:12.0,Offensive rebound by Team,,71,79
319,3,2:12.0,T. Hardaway enters the game for D. Finney-Smith,,71,79
320,3,2:03.0,L. Dončić misses 3-pt jump shot from 29 ft,,71,79
321,3,2:00.0,Offensive rebound by J. Brunson,,71,79
322,3,1:55.0,M. Kleber makes 3-pt jump shot from 24 ft (assist by L. Dončić),,74,79
323,3,1:40.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by B. Wanamaker),74,82
324,3,1:23.0,M. Kleber misses 3-pt jump shot from 23 ft,,74,82
325,3,1:21.0,,Defensive rebound by B. Wanamaker,74,82
326,3,1:14.0,,B. Wanamaker misses 3-pt jump shot from 26 ft,74,82
327,3,1:13.0,Defensive rebound by L. Dončić,,74,82
328,3,1:03.0,M. Kleber makes 3-pt jump shot from 23 ft (assist by L. Dončić),,77,82
329,3,0:48.0,,Personal foul by D. Powell (drawn by K. Walker),77,82
330,3,0:48.0,,K. Walker makes free throw 1 of 2,77,83
331,3,0:48.0,K. Porziņģis enters the game for M. Kleber,,77,83
332,3,0:48.0,,J. Tatum enters the game for S. Ojeleye,77,83
333,3,0:48.0,,K. Walker makes free throw 2 of 2,77,84
334,3,0:29.0,L. Dončić makes 2-pt layup from 5 ft,,79,84
335,3,0:29.0,,Violation by Team (def goaltending),79,84
336,3,0:11.0,,K. Walker misses 3-pt jump shot from 27 ft,79,84
337,3,0:10.0,Defensive rebound by J. Brunson,,79,84
338,3,0:00.0,T. Hardaway misses 3-pt jump shot from 26 ft,,79,84
339,3,0:00.0,Offensive rebound by Team,,79,84
340,4,11:40.0,K. Porziņģis misses 2-pt jump shot from 15 ft,,79,84
341,4,11:36.0,,Defensive rebound by J. Tatum,79,84
342,4,11:17.0,,J. Tatum misses 2-pt jump shot from 19 ft,79,84
343,4,11:16.0,Defensive rebound by T. Hardaway,,79,84
344,4,11:09.0,T. Hardaway makes 2-pt layup from 3 ft,,81,84
345,4,11:09.0,Shooting foul by J. Green (drawn by T. Hardaway),,81,84
346,4,11:09.0,T. Hardaway misses free throw 1 of 1,,81,84
347,4,11:09.0,,Defensive rebound by J. Tatum,81,84
348,4,10:48.0,,J. Green makes 2-pt hook shot from 4 ft (assist by J. Tatum),81,86
349,4,10:48.0,,Shooting foul by K. Porziņģis (drawn by J. Green),81,86
350,4,10:48.0,,J. Green misses free throw 1 of 1,81,86
351,4,10:48.0,Defensive rebound by T. Hardaway,,81,86
352,4,10:24.0,K. Porziņģis misses 2-pt jump shot from 16 ft,,81,86
353,4,10:22.0,,Defensive rebound by J. Green,81,86
354,4,10:18.0,,B. Wanamaker misses 2-pt layup from 9 ft (block by T. Hardaway),81,86
355,4,10:16.0,Defensive rebound by Team,,81,86
356,4,10:04.0,J. Brunson misses 3-pt jump shot from 25 ft,,81,86
357,4,10:03.0,Offensive rebound by D. Powell,,81,86
358,4,10:00.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by D. Powell),,84,86
359,4,9:35.0,,M. Smart misses 3-pt jump shot from 26 ft,84,86
360,4,9:33.0,Defensive rebound by K. Porziņģis,,84,86
361,4,9:26.0,,Loose ball foul by B. Wanamaker (drawn by K. Porziņģis),84,86
362,4,9:19.0,Personal foul by J. Green (drawn by D. Powell),,84,86
363,4,9:10.0,Personal foul by J. Green (drawn by D. Powell),,84,86
364,4,9:04.0,Offensive foul by K. Porziņģis (drawn by M. Smart),,84,86
365,4,9:04.0,Turnover by K. Porziņģis (offensive foul),,84,86
366,4,9:04.0,M. Kleber enters the game for K. Porziņģis,,84,86
367,4,9:04.0,,G. Williams enters the game for R. Williams,84,86
368,4,8:52.0,,J. Tatum misses 2-pt layup from 3 ft (block by M. Kleber),84,86
369,4,8:51.0,,Offensive rebound by Team,84,86
370,4,8:43.0,,J. Green misses 2-pt layup from 3 ft,84,86
371,4,8:42.0,,Offensive rebound by Team,84,86
372,4,8:39.0,,J. Tatum misses 2-pt jump shot from 16 ft,84,86
373,4,8:38.0,Defensive rebound by J. Brunson,,84,86
374,4,8:31.0,Personal foul by G. Williams (drawn by D. Powell),,84,86
375,4,8:31.0,D. Powell misses free throw 1 of 2,,84,86
376,4,8:31.0,Offensive rebound by Team,,84,86
377,4,8:31.0,,J. Brown enters the game for M. Smart,84,86
378,4,8:31.0,D. Powell misses free throw 2 of 2,,84,86
379,4,8:31.0,,Defensive rebound by G. Williams,84,86
380,4,8:15.0,,Personal foul by T. Hardaway (drawn by J. Tatum),84,86
381,4,8:05.0,,J. Brown misses 2-pt jump shot from 10 ft,84,86
382,4,8:03.0,Defensive rebound by D. Wright,,84,86
383,4,7:57.0,T. Hardaway misses 3-pt jump shot from 24 ft (block by G. Williams),,84,86
384,4,7:56.0,Offensive rebound by D. Powell,,84,86
