,QUARTER,TIME_REMAINING,UTAH_ACTION,DETROIT_ACTION,UTAH_SCORE,DETROIT_SCORE
383,4,3:41.0,M. Conley makes 3-pt jump shot from 26 ft (assist by R. Gobert),,103,89
384,4,3:28.0,,Personal foul by M. Conley (drawn by B. Knight),103,89
385,4,3:28.0,,B. Knight makes free throw 1 of 2,103,90
386,4,3:28.0,,S. Mykhailiuk enters the game for B. Brown,103,90
387,4,3:28.0,,B. Knight makes free throw 2 of 2,103,91
388,4,3:28.0,Utah full timeout,,103,91
389,4,3:20.0,Turnover by M. Conley (out of bounds lost ball),,103,91
390,4,3:09.0,,J. McRae misses 2-pt layup from 3 ft,103,91
391,4,3:05.0,,Offensive rebound by C. Wood,103,91
392,4,3:04.0,,C. Wood makes 2-pt layup from 3 ft,103,93
393,4,2:39.0,B. Bogdanović misses 2-pt jump shot from 12 ft,,103,93
394,4,2:37.0,,Defensive rebound by J. McRae,103,93
395,4,2:19.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by J. McRae),103,96
396,4,2:02.0,Personal foul by T. Snell (drawn by B. Bogdanović),,103,96
397,4,2:02.0,B. Bogdanović makes free throw 1 of 2,,104,96
398,4,2:02.0,B. Bogdanović makes free throw 2 of 2,,105,96
399,4,1:48.0,,C. Wood misses 2-pt layup from 3 ft,105,96
400,4,1:48.0,,Offensive rebound by Team,105,96
401,4,1:42.0,,Shooting foul by R. Gobert (drawn by J. McRae),105,96
402,4,1:42.0,,J. McRae misses free throw 1 of 2,105,96
403,4,1:42.0,,Offensive rebound by Team,105,96
404,4,1:42.0,J. Ingles enters the game for R. O'Neale,,105,96
405,4,1:42.0,,J. McRae makes free throw 2 of 2,105,97
406,4,1:20.0,Turnover by B. Bogdanović (bad pass; steal by S. Mykhailiuk),,105,97
407,4,1:13.0,,B. Knight makes 3-pt jump shot from 26 ft,105,100
408,4,0:48.0,M. Conley misses 2-pt jump shot from 12 ft,,105,100
409,4,0:45.0,,Defensive rebound by B. Knight,105,100
410,4,0:42.0,,J. McRae makes 2-pt layup from 3 ft,105,102
411,4,0:42.0,Utah full timeout,,105,102
412,4,0:42.0,,B. Brown enters the game for S. Mykhailiuk,105,102
413,4,0:18.0,Shooting foul by C. Wood (drawn by R. Gobert),,105,102
414,4,0:18.0,R. Gobert makes free throw 1 of 2,,106,102
415,4,0:18.0,R. O'Neale enters the game for M. Conley,,106,102
416,4,0:18.0,R. Gobert makes free throw 2 of 2,,107,102
417,4,0:18.0,,Detroit full timeout,107,102
418,4,0:18.0,,L. Galloway enters the game for B. Brown,107,102
419,4,0:18.0,,S. Mykhailiuk enters the game for J. McRae,107,102
420,4,0:09.0,,C. Wood misses 3-pt jump shot from 27 ft,107,102
421,4,0:07.0,Defensive rebound by R. O'Neale,,107,102
422,4,0:07.0,Personal take foul by S. Mykhailiuk (drawn by D. Mitchell),,107,102
423,4,0:07.0,D. Mitchell makes free throw 1 of 2,,108,102
424,4,0:07.0,,T. Maker enters the game for S. Mykhailiuk,108,102
425,4,0:07.0,D. Mitchell makes free throw 2 of 2,,109,102
426,4,0:07.0,,Detroit full timeout,109,102
427,4,0:07.0,,S. Mykhailiuk enters the game for T. Maker,109,102
428,4,0:05.0,,S. Mykhailiuk makes 3-pt jump shot from 24 ft (assist by T. Snell),109,105
429,4,0:04.0,Personal take foul by B. Knight (drawn by D. Mitchell),,109,105
430,4,0:04.0,D. Mitchell makes free throw 1 of 2,,110,105
431,4,0:04.0,D. Mitchell makes free throw 2 of 2,,111,105
432,4,0:01.0,,B. Knight misses 3-pt jump shot from 36 ft,111,105
433,4,0:01.0,,Offensive rebound by Team,111,105
