,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CLEVELAND_ACTION,GOLDEN STATE_SCORE,CLEVELAND_SCORE
384,4,4:40.0,,D. Garland makes 3-pt jump shot from 26 ft (assist by L. Nance),120,99
385,4,4:20.0,D. Lee makes 2-pt jump shot from 3 ft,,122,99
386,4,3:57.0,,D. Garland misses 2-pt layup from 1 ft (block by M. Chriss),122,99
387,4,3:57.0,,Offensive rebound by Team,122,99
388,4,3:54.0,,L. Nance misses 3-pt jump shot from 28 ft,122,99
389,4,3:50.0,,Offensive rebound by K. Love,122,99
390,4,3:49.0,,K. Love makes 2-pt layup from 2 ft,122,101
391,4,3:36.0,A. Burks makes 3-pt jump shot from 25 ft (assist by M. Chriss),,125,101
392,4,3:18.0,,C. Sexton makes 3-pt jump shot from 25 ft (assist by D. Garland),125,104
393,4,2:57.0,D. Lee makes 2-pt jump shot from 16 ft (assist by M. Chriss),,127,104
394,4,2:49.0,,Personal take foul by A. Burks (drawn by D. Garland),127,104
395,4,2:49.0,K. Looney enters the game for A. Burks,,127,104
396,4,2:49.0,J. Poole enters the game for M. Chriss,,127,104
397,4,2:49.0,,M. Bolden enters the game for K. Love,127,104
398,4,2:49.0,,K. Porter enters the game for C. Osman,127,104
399,4,2:41.0,,Shooting foul by D. Lee (drawn by D. Garland),127,104
400,4,2:41.0,,D. Garland makes free throw 1 of 2,127,105
401,4,2:41.0,,D. Garland makes free throw 2 of 2,127,106
402,4,2:26.0,Shooting foul by M. Bolden (drawn by K. Looney),,127,106
403,4,2:26.0,K. Looney makes free throw 1 of 2,,128,106
404,4,2:26.0,O. Spellman enters the game for D. Lee,,128,106
405,4,2:26.0,K. Looney makes free throw 2 of 2,,129,106
406,4,2:10.0,,D. Garland misses 3-pt jump shot from 27 ft,129,106
407,4,2:07.0,Defensive rebound by E. Paschall,,129,106
408,4,2:03.0,Personal foul by K. Porter (drawn by E. Paschall),,129,106
409,4,2:03.0,E. Paschall makes free throw 1 of 2,,130,106
410,4,2:03.0,E. Paschall makes free throw 2 of 2,,131,106
411,4,1:49.0,,Shooting foul by E. Paschall (drawn by K. Porter),131,106
412,4,1:49.0,,K. Porter makes free throw 1 of 2,131,107
413,4,1:49.0,,K. Porter makes free throw 2 of 2,131,108
414,4,1:34.0,E. Paschall misses 2-pt jump shot from 1 ft,,131,108
415,4,1:29.0,Offensive rebound by K. Looney,,131,108
416,4,1:29.0,K. Looney misses 2-pt layup from 1 ft,,131,108
417,4,1:29.0,,Defensive rebound by M. Bolden,131,108
418,4,1:23.0,,K. Porter misses 3-pt jump shot from 34 ft,131,108
419,4,1:23.0,Defensive rebound by Team,,131,108
420,4,0:59.0,O. Spellman misses 3-pt jump shot from 29 ft,,131,108
421,4,0:56.0,,Defensive rebound by M. Bolden,131,108
422,4,0:48.0,,Shooting foul by O. Spellman (drawn by K. Porter),131,108
423,4,0:48.0,,K. Porter makes free throw 1 of 2,131,109
424,4,0:48.0,,K. Porter makes free throw 2 of 2,131,110
425,4,0:32.0,Turnover by E. Paschall (bad pass; steal by M. Bolden),,131,110
426,4,0:27.0,,Turnover by D. Garland (bad pass; steal by K. Looney),131,110
427,4,0:19.0,E. Paschall misses 2-pt layup from 2 ft,,131,110
428,4,0:16.0,,Defensive rebound by D. Garland,131,110
429,4,0:13.0,,K. Porter makes 2-pt layup from 2 ft (assist by D. Garland),131,112
