,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,DETROIT_ACTION,MEMPHIS_SCORE,DETROIT_SCORE
66,1,5:06.0,,M. Morris enters the game for S. Doumbouya,17,15
67,1,5:06.0,D. Brooks makes free throw 2 of 2,,18,15
68,1,4:51.0,,D. Rose makes 2-pt layup from 2 ft,18,17
69,1,4:35.0,D. Brooks misses 2-pt hook shot from 8 ft,,18,17
70,1,4:35.0,,Defensive rebound by L. Galloway,18,17
71,1,4:35.0,,Personal foul by D. Brooks (drawn by L. Galloway),18,17
72,1,4:35.0,K. Anderson enters the game for D. Brooks,,18,17
73,1,4:19.0,,S. Mykhailiuk misses 2-pt layup from 8 ft (block by K. Anderson),18,17
74,1,4:18.0,Defensive rebound by K. Anderson,,18,17
75,1,4:13.0,B. Clarke makes 2-pt dunk from 1 ft (assist by K. Anderson),,20,17
76,1,4:13.0,Shooting foul by T. Maker (drawn by B. Clarke),,20,17
77,1,4:13.0,,C. Wood enters the game for T. Maker,20,17
78,1,4:13.0,B. Clarke makes free throw 1 of 1,,21,17
79,1,3:50.0,,D. Rose misses 2-pt jump shot from 16 ft,21,17
80,1,3:48.0,,Offensive rebound by M. Morris,21,17
81,1,3:48.0,,M. Morris misses 2-pt layup at rim,21,17
82,1,3:48.0,,Offensive rebound by L. Galloway,21,17
83,1,3:48.0,,Personal foul by J. Jackson (drawn by L. Galloway),21,17
84,1,3:48.0,,L. Galloway makes free throw 1 of 2,21,18
85,1,3:48.0,Memphis full timeout,,21,18
86,1,3:48.0,,T. Frazier enters the game for D. Rose,21,18
87,1,3:48.0,,L. Galloway misses free throw 2 of 2,21,18
88,1,3:45.0,Defensive rebound by T. Jones,,21,18
89,1,3:33.0,J. Jackson misses 3-pt jump shot from 28 ft,,21,18
90,1,3:29.0,,Defensive rebound by C. Wood,21,18
91,1,3:11.0,,M. Morris makes 2-pt jump shot from 6 ft,21,20
92,1,2:56.0,T. Jones misses 2-pt layup from 3 ft,,21,20
93,1,2:51.0,Offensive rebound by K. Anderson,,21,20
94,1,2:50.0,K. Anderson makes 2-pt layup from 1 ft,,23,20
95,1,2:38.0,,M. Morris misses 2-pt layup from 1 ft,23,20
96,1,2:38.0,Defensive rebound by D. Melton,,23,20
97,1,2:27.0,Shooting foul by C. Wood (drawn by J. Jackson),,23,20
98,1,2:27.0,J. Jackson makes free throw 1 of 2,,24,20
99,1,2:27.0,J. Jackson makes free throw 2 of 2,,25,20
100,1,2:07.0,,M. Morris misses 2-pt layup from 2 ft,25,20
101,1,2:04.0,Defensive rebound by B. Clarke,,25,20
102,1,2:01.0,B. Clarke makes 2-pt layup from 2 ft (assist by D. Melton),,27,20
103,1,2:01.0,Shooting foul by M. Morris (drawn by B. Clarke),,27,20
104,1,2:01.0,S. Hill enters the game for J. Jackson,,27,20
105,1,2:01.0,B. Clarke makes free throw 1 of 1,,28,20
106,1,1:39.0,,Turnover by T. Frazier (bad pass; steal by S. Hill),28,20
107,1,1:32.0,D. Melton makes 2-pt layup from 2 ft (assist by K. Anderson),,30,20
108,1,1:09.0,,T. Frazier misses 2-pt jump shot from 7 ft,30,20
109,1,1:06.0,Defensive rebound by B. Clarke,,30,20
110,1,1:01.0,D. Melton makes 2-pt layup from 2 ft (assist by S. Hill),,32,20
111,1,0:43.0,,Turnover by L. Galloway (bad pass; steal by B. Clarke),32,20
112,1,0:37.0,S. Hill makes 3-pt jump shot from 30 ft (assist by D. Melton),,35,20
113,1,0:19.0,,M. Morris makes 2-pt layup from 1 ft (assist by C. Wood),35,22
114,1,0:19.0,,Shooting foul by S. Hill (drawn by M. Morris),35,22
115,1,0:19.0,,M. Morris makes free throw 1 of 1,35,23
116,1,0:03.0,D. Melton misses 2-pt jump shot from 20 ft,,35,23
117,1,0:01.0,,Defensive rebound by S. Mykhailiuk,35,23
118,2,11:48.0,,R. Jackson makes 2-pt jump shot from 5 ft,35,25
119,2,11:34.0,D. Melton makes 2-pt jump shot from 7 ft,,37,25
120,2,11:24.0,,M. Morris misses 3-pt jump shot from 24 ft,37,25
121,2,11:21.0,Defensive rebound by J. Valančiūnas,,37,25
122,2,11:17.0,Personal foul by L. King (drawn by J. Morant),,37,25
123,2,11:09.0,J. Morant misses 2-pt layup from 5 ft (block by C. Wood),,37,25
124,2,11:07.0,,Defensive rebound by M. Morris,37,25
125,2,11:03.0,,C. Wood makes 2-pt dunk from 1 ft (assist by R. Jackson),37,27
126,2,10:49.0,Personal foul by R. Jackson (drawn by J. Morant),,37,27
127,2,10:41.0,J. Morant misses 2-pt layup from 2 ft,,37,27
128,2,10:38.0,,Defensive rebound by C. Wood,37,27
129,2,10:27.0,,L. King makes 3-pt jump shot from 23 ft (assist by R. Jackson),37,30
130,2,10:10.0,J. Valančiūnas misses 2-pt hook shot from 5 ft,,37,30
131,2,10:08.0,,Defensive rebound by C. Wood,37,30
132,2,10:03.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by M. Morris),37,33
133,2,10:02.0,Memphis full timeout,,37,33
134,2,10:02.0,G. Allen enters the game for K. Anderson,,37,33
135,2,10:02.0,D. Brooks enters the game for D. Melton,,37,33
136,2,9:48.0,Shooting foul by L. King (drawn by J. Valančiūnas),,37,33
137,2,9:48.0,J. Valančiūnas makes free throw 1 of 2,,38,33
138,2,9:48.0,J. Valančiūnas makes free throw 2 of 2,,39,33
139,2,9:28.0,,R. Jackson misses 2-pt jump shot from 16 ft,39,33
140,2,9:26.0,Defensive rebound by J. Valančiūnas,,39,33
141,2,9:12.0,S. Hill makes 2-pt layup from 3 ft (assist by J. Morant),,41,33
142,2,9:01.0,,R. Jackson makes 2-pt jump shot from 11 ft,41,35
143,2,8:45.0,J. Morant misses 2-pt jump shot from 11 ft,,41,35
144,2,8:43.0,Offensive rebound by J. Valančiūnas,,41,35
145,2,8:41.0,J. Valančiūnas makes 2-pt hook shot from 4 ft,,43,35
146,2,8:29.0,,C. Wood makes 3-pt jump shot from 25 ft (assist by R. Jackson),43,38
147,2,8:16.0,Shooting foul by M. Morris (drawn by J. Valančiūnas),,43,38
148,2,8:16.0,J. Valančiūnas misses free throw 1 of 2,,43,38
149,2,8:16.0,Offensive rebound by Team,,43,38
150,2,8:16.0,J. Valančiūnas misses free throw 2 of 2,,43,38
151,2,8:13.0,,Defensive rebound by L. King,43,38
152,2,8:02.0,,C. Wood misses 3-pt jump shot from 26 ft,43,38
153,2,7:58.0,Defensive rebound by S. Hill,,43,38
154,2,7:42.0,Turnover by S. Hill (bad pass; steal by L. King),,43,38
155,2,7:39.0,,L. Galloway makes 2-pt layup from 1 ft (assist by L. King),43,40
156,2,7:39.0,Violation by Team (def goaltending),,43,40
157,2,7:26.0,D. Brooks misses 2-pt layup from 1 ft,,43,40
158,2,7:24.0,,Defensive rebound by L. King,43,40
159,2,7:19.0,,R. Jackson makes 2-pt layup from 4 ft,43,42
160,2,7:19.0,,Shooting foul by S. Hill (drawn by C. Wood),43,42
161,2,7:19.0,,C. Wood makes free throw 1 of 1,43,43
162,2,6:58.0,J. Morant makes 2-pt jump shot from 10 ft,,45,43
163,2,6:46.0,,Shooting foul by D. Brooks (drawn by R. Jackson),45,43
164,2,6:46.0,,R. Jackson makes free throw 1 of 2,45,44
165,2,6:46.0,J. Crowder enters the game for D. Brooks,,45,44
166,2,6:46.0,J. Jackson enters the game for S. Hill,,45,44
167,2,6:46.0,,S. Doumbouya enters the game for M. Morris,45,44
168,2,6:46.0,,R. Jackson makes free throw 2 of 2,45,45
169,2,6:30.0,Turnover by J. Morant (bad pass; steal by R. Jackson),,45,45
170,2,6:20.0,,C. Wood misses 2-pt layup from 3 ft,45,45
171,2,6:18.0,Defensive rebound by J. Valančiūnas,,45,45
172,2,6:15.0,Turnover by J. Jackson (traveling),,45,45
173,2,6:15.0,T. Jones enters the game for J. Morant,,45,45
174,2,6:15.0,,D. Rose enters the game for R. Jackson,45,45
175,2,5:59.0,,L. Galloway makes 2-pt jump shot from 12 ft (assist by D. Rose),45,47
176,2,5:44.0,Personal foul by S. Doumbouya (drawn by J. Jackson),,45,47
177,2,5:44.0,J. Jackson makes free throw 1 of 2,,46,47
178,2,5:44.0,J. Jackson makes free throw 2 of 2,,47,47
179,2,5:26.0,,Shooting foul by J. Jackson (drawn by C. Wood),47,47
180,2,5:26.0,,C. Wood makes free throw 1 of 2,47,48
181,2,5:26.0,B. Clarke enters the game for J. Valančiūnas,,47,48
182,2,5:26.0,,C. Wood makes free throw 2 of 2,47,49
183,2,5:12.0,Shooting foul by S. Doumbouya (drawn by J. Jackson),,47,49
184,2,5:12.0,J. Jackson makes free throw 1 of 2,,48,49
185,2,5:12.0,,S. Mykhailiuk enters the game for L. Galloway,48,49
186,2,5:12.0,J. Jackson misses free throw 2 of 2,,48,49
187,2,5:09.0,,Defensive rebound by C. Wood,48,49
188,2,4:58.0,,D. Rose misses 2-pt layup from 2 ft (block by B. Clarke),48,49
189,2,4:55.0,Defensive rebound by G. Allen,,48,49
190,2,4:50.0,Turnover by G. Allen (bad pass; steal by D. Rose),,48,49
191,2,4:46.0,,C. Wood makes 2-pt dunk at rim (assist by D. Rose),48,51
192,2,4:25.0,J. Jackson makes 2-pt hook shot from 5 ft (assist by J. Crowder),,50,51
193,2,4:12.0,,D. Rose makes 2-pt layup at rim,50,53
194,2,3:53.0,G. Allen misses 2-pt layup from 9 ft,,50,53
195,2,3:48.0,,Defensive rebound by L. King,50,53
196,2,3:47.0,,S. Mykhailiuk makes 3-pt jump shot from 25 ft (assist by L. King),50,56
197,2,3:47.0,Memphis full timeout,,50,56
198,2,3:47.0,D. Melton enters the game for G. Allen,,50,56
199,2,3:47.0,,T. Maker enters the game for C. Wood,50,56
200,2,3:30.0,J. Jackson makes 3-pt jump shot from 26 ft,,53,56
201,2,3:10.0,,L. King misses 3-pt jump shot from 23 ft,53,56
202,2,3:07.0,Defensive rebound by B. Clarke,,53,56
203,2,3:03.0,Shooting foul by S. Mykhailiuk (drawn by T. Jones),,53,56
204,2,3:03.0,T. Jones makes free throw 1 of 2,,54,56
205,2,3:03.0,,M. Morris enters the game for L. King,54,56
206,2,3:03.0,T. Jones makes free throw 2 of 2,,55,56
207,2,2:48.0,,Turnover by D. Rose (bad pass; steal by J. Jackson),55,56
208,2,2:40.0,J. Jackson makes 3-pt jump shot from 29 ft (assist by J. Crowder),,58,56
209,2,2:16.0,,S. Doumbouya makes 3-pt jump shot from 25 ft (assist by D. Rose),58,59
210,2,2:05.0,B. Clarke misses 3-pt jump shot from 23 ft,,58,59
211,2,2:03.0,,Defensive rebound by Team,58,59
212,2,2:03.0,J. Morant enters the game for T. Jones,,58,59
213,2,1:39.0,,Turnover by Team (shot clock),58,59
214,2,1:25.0,D. Melton makes 3-pt jump shot from 26 ft (assist by J. Morant),,61,59
215,2,1:07.0,,M. Morris misses 2-pt layup from 2 ft (block by J. Jackson),61,59
216,2,1:05.0,Defensive rebound by J. Crowder,,61,59
217,2,1:02.0,B. Clarke makes 2-pt dunk at rim (assist by J. Morant),,63,59
218,2,0:45.0,,M. Morris misses 3-pt jump shot from 23 ft,63,59
219,2,0:42.0,,Offensive rebound by T. Maker,63,59
220,2,0:41.0,,Shooting foul by J. Jackson (drawn by T. Maker),63,59
221,2,0:41.0,,T. Maker makes free throw 1 of 2,63,60
222,2,0:41.0,S. Hill enters the game for J. Jackson,,63,60
223,2,0:41.0,,T. Maker makes free throw 2 of 2,63,61
224,2,0:35.0,B. Clarke makes 2-pt layup from 1 ft (assist by J. Morant),,65,61
225,2,0:35.0,Shooting foul by T. Maker (drawn by B. Clarke),,65,61
226,2,0:35.0,B. Clarke makes free throw 1 of 1,,66,61
227,2,0:23.0,,S. Mykhailiuk misses 3-pt jump shot from 23 ft,66,61
228,2,0:20.0,Defensive rebound by J. Crowder,,66,61
229,2,0:04.0,B. Clarke misses 2-pt jump shot from 4 ft,,66,61
230,2,0:03.0,,Defensive rebound by M. Morris,66,61
231,2,0:00.0,,M. Morris misses 3-pt jump shot from 50 ft,66,61
232,2,0:00.0,,Offensive rebound by Team,66,61
233,3,11:35.0,,T. Maker makes 2-pt hook shot from 7 ft,66,63
234,3,11:13.0,D. Brooks makes 2-pt jump shot from 15 ft,,68,63
235,3,11:01.0,,D. Rose misses 3-pt jump shot from 23 ft,68,63
236,3,10:58.0,Defensive rebound by J. Jackson,,68,63
237,3,10:45.0,J. Jackson misses 3-pt jump shot from 23 ft,,68,63
238,3,10:41.0,,Defensive rebound by S. Doumbouya,68,63
239,3,10:29.0,,D. Rose makes 2-pt jump shot from 4 ft (assist by S. Doumbouya),68,65
240,3,10:09.0,J. Valančiūnas misses 2-pt hook shot from 3 ft,,68,65
241,3,10:06.0,,Defensive rebound by T. Maker,68,65
242,3,10:02.0,,L. Galloway misses 3-pt jump shot from 23 ft,68,65
243,3,10:02.0,Defensive rebound by J. Crowder,,68,65
244,3,9:47.0,Turnover by D. Brooks (bad pass; steal by L. Galloway),,68,65
245,3,9:35.0,,S. Doumbouya misses 3-pt jump shot from 26 ft,68,65
246,3,9:30.0,Defensive rebound by D. Brooks,,68,65
247,3,9:24.0,J. Crowder misses 3-pt jump shot from 24 ft,,68,65
248,3,9:21.0,,Defensive rebound by S. Doumbouya,68,65
249,3,9:05.0,,S. Mykhailiuk misses 3-pt jump shot from 26 ft,68,65
250,3,9:01.0,Defensive rebound by D. Brooks,,68,65
251,3,8:57.0,D. Brooks misses 2-pt jump shot from 11 ft,,68,65
252,3,8:53.0,,Defensive rebound by L. Galloway,68,65
253,3,8:47.0,,S. Mykhailiuk misses 2-pt layup from 4 ft,68,65
254,3,8:45.0,Defensive rebound by J. Crowder,,68,65
255,3,8:34.0,J. Morant makes 2-pt layup from 3 ft,,70,65
256,3,8:20.0,,D. Rose makes 2-pt layup from 3 ft,70,67
257,3,8:20.0,,Shooting foul by J. Valančiūnas (drawn by D. Rose),70,67
258,3,8:20.0,,D. Rose makes free throw 1 of 1,70,68
259,3,8:05.0,Turnover by J. Morant (bad pass; steal by T. Maker),,70,68
260,3,8:00.0,,L. Galloway misses 2-pt layup from 3 ft,70,68
261,3,7:56.0,Defensive rebound by J. Morant,,70,68
262,3,7:55.0,D. Brooks makes 2-pt dunk from 1 ft (assist by J. Morant),,72,68
263,3,7:45.0,,Detroit full timeout,72,68
264,3,7:39.0,,Turnover by D. Rose (bad pass; steal by J. Valančiūnas),72,68
265,3,7:37.0,Turnover by J. Jackson (discontinued dribble),,72,68
266,3,7:20.0,,D. Rose makes 2-pt jump shot from 19 ft,72,70
267,3,7:02.0,Shooting foul by T. Maker (drawn by D. Brooks),,72,70
268,3,7:02.0,D. Brooks makes free throw 1 of 2,,73,70
269,3,7:02.0,D. Brooks makes free throw 2 of 2,,74,70
270,3,6:45.0,,D. Rose misses 3-pt jump shot from 26 ft,74,70
271,3,6:42.0,Defensive rebound by J. Jackson,,74,70
272,3,6:30.0,J. Valančiūnas makes 2-pt hook shot from 2 ft (assist by J. Morant),,76,70
273,3,6:11.0,,D. Rose makes 2-pt layup from 3 ft (assist by T. Maker),76,72
274,3,5:49.0,D. Brooks makes 3-pt jump shot from 24 ft (assist by J. Morant),,79,72
275,3,5:28.0,,Turnover by L. Galloway (bad pass; steal by J. Crowder),79,72
276,3,5:17.0,Shooting foul by S. Mykhailiuk (drawn by D. Brooks),,79,72
277,3,5:17.0,D. Brooks makes free throw 1 of 2,,80,72
278,3,5:17.0,B. Clarke enters the game for J. Morant,,80,72
279,3,5:17.0,T. Jones enters the game for J. Valančiūnas,,80,72
280,3,5:17.0,,R. Jackson enters the game for L. Galloway,80,72
281,3,5:17.0,,L. King enters the game for D. Rose,80,72
282,3,5:17.0,D. Brooks makes free throw 2 of 2,,81,72
283,3,5:13.0,Technical foul by D. Casey,,81,72
284,3,5:13.0,D. Brooks makes technical free throw,,82,72
285,3,5:12.0,,Personal foul by J. Jackson (drawn by T. Maker),82,72
286,3,5:12.0,S. Hill enters the game for J. Jackson,,82,72
287,3,5:06.0,,S. Mykhailiuk makes 3-pt jump shot from 27 ft (assist by L. King),82,75
288,3,4:49.0,B. Clarke misses 2-pt hook shot from 5 ft,,82,75
289,3,4:43.0,,Defensive rebound by T. Maker,82,75
290,3,4:36.0,,S. Doumbouya makes 2-pt layup from 1 ft (assist by R. Jackson),82,77
291,3,4:29.0,D. Brooks misses 3-pt jump shot from 23 ft,,82,77
292,3,4:25.0,,Defensive rebound by T. Maker,82,77
293,3,4:13.0,,R. Jackson misses 3-pt jump shot from 27 ft,82,77
294,3,4:10.0,Defensive rebound by J. Crowder,,82,77
295,3,4:00.0,T. Jones misses 2-pt layup from 5 ft,,82,77
296,3,3:58.0,,Defensive rebound by L. King,82,77
297,3,3:52.0,,L. King misses 2-pt layup from 2 ft,82,77
298,3,3:50.0,Defensive rebound by J. Crowder,,82,77
299,3,3:50.0,D. Melton enters the game for D. Brooks,,82,77
300,3,3:50.0,,M. Morris enters the game for S. Doumbouya,82,77
301,3,3:50.0,,C. Wood enters the game for T. Maker,82,77
302,3,3:50.0,Memphis full timeout,,82,77
303,3,3:50.0,K. Anderson enters the game for J. Crowder,,82,77
304,3,3:45.0,D. Melton misses 2-pt jump shot from 19 ft,,82,77
305,3,3:41.0,,Defensive rebound by C. Wood,82,77
306,3,3:35.0,,S. Mykhailiuk makes 2-pt layup from 2 ft (assist by R. Jackson),82,79
307,3,3:21.0,K. Anderson makes 2-pt layup from 1 ft,,84,79
308,3,3:02.0,,S. Mykhailiuk misses 3-pt jump shot from 26 ft,84,79
309,3,3:02.0,Defensive rebound by D. Melton,,84,79
310,3,2:54.0,Personal foul by R. Jackson (drawn by D. Melton),,84,79
311,3,2:41.0,B. Clarke misses 2-pt jump shot from 16 ft,,84,79
312,3,2:38.0,,Defensive rebound by R. Jackson,84,79
313,3,2:27.0,,R. Jackson misses 2-pt jump shot from 13 ft,84,79
314,3,2:25.0,,Offensive rebound by Team,84,79
315,3,2:25.0,Loose ball foul by B. Clarke (drawn by C. Wood),,84,79
316,3,2:25.0,,L. Galloway enters the game for S. Mykhailiuk,84,79
317,3,2:17.0,,M. Morris makes 2-pt hook shot from 8 ft (assist by R. Jackson),84,81
318,3,1:56.0,S. Hill makes 3-pt jump shot from 25 ft (assist by D. Melton),,87,81
319,3,1:29.0,,L. Galloway misses 3-pt jump shot from 28 ft,87,81
320,3,1:26.0,,Offensive rebound by M. Morris,87,81
321,3,1:23.0,,M. Morris misses 2-pt layup from 4 ft,87,81
322,3,1:23.0,Defensive rebound by B. Clarke,,87,81
323,3,1:17.0,T. Jones misses 3-pt jump shot from 24 ft,,87,81
324,3,1:14.0,,Defensive rebound by L. Galloway,87,81
325,3,1:09.0,,Shooting foul by D. Melton (drawn by C. Wood),87,81
326,3,1:09.0,,C. Wood misses free throw 1 of 2,87,81
327,3,1:09.0,,Offensive rebound by Team,87,81
328,3,1:09.0,J. Morant enters the game for T. Jones,,87,81
329,3,1:09.0,,C. Wood makes free throw 2 of 2,87,82
330,3,0:49.0,J. Morant makes 2-pt layup from 1 ft,,89,82
331,3,0:32.0,,R. Jackson misses 2-pt jump shot from 15 ft,89,82
332,3,0:32.0,,Offensive rebound by Team,89,82
333,3,0:32.0,Loose ball foul by K. Anderson (drawn by C. Wood),,89,82
334,3,0:32.0,,Technical foul by K. Anderson,89,82
335,3,0:32.0,,R. Jackson makes technical free throw,89,83
336,3,0:32.0,,C. Wood makes free throw 1 of 2,89,84
337,3,0:32.0,,C. Wood makes free throw 2 of 2,89,85
338,3,0:12.0,J. Morant misses 2-pt layup from 2 ft,,89,85
339,3,0:11.0,Offensive rebound by J. Morant,,89,85
340,3,0:09.0,D. Melton makes 2-pt layup from 2 ft (assist by J. Morant),,91,85
341,3,0:09.0,Shooting foul by C. Wood (drawn by D. Melton),,91,85
342,3,0:09.0,D. Melton makes free throw 1 of 1,,92,85
343,3,0:00.0,,Shooting foul by S. Hill (drawn by L. King),92,85
344,3,0:00.0,,L. King misses free throw 1 of 2,92,85
345,3,0:00.0,,Offensive rebound by Team,92,85
346,3,0:00.0,,L. King misses free throw 2 of 2,92,85
347,3,0:00.0,,Offensive rebound by Team,92,85
348,4,11:42.0,J. Morant misses 3-pt jump shot from 27 ft,,92,85
349,4,11:39.0,,Defensive rebound by M. Morris,92,85
350,4,11:33.0,,C. Wood makes 3-pt jump shot from 25 ft (assist by D. Rose),92,88
351,4,11:18.0,K. Anderson makes 2-pt jump shot from 18 ft,,94,88
352,4,10:58.0,,L. Galloway misses 3-pt jump shot from 25 ft,94,88
353,4,10:56.0,Defensive rebound by D. Melton,,94,88
354,4,10:49.0,D. Melton makes 2-pt jump shot from 9 ft,,96,88
355,4,10:35.0,,D. Rose makes 2-pt layup from 5 ft,96,90
356,4,10:19.0,J. Valančiūnas misses 2-pt hook shot from 6 ft,,96,90
357,4,10:17.0,Offensive rebound by J. Valančiūnas,,96,90
358,4,10:16.0,Turnover by J. Valančiūnas (lost ball; steal by S. Mykhailiuk),,96,90
359,4,10:11.0,,S. Mykhailiuk makes 2-pt layup from 1 ft,96,92
360,4,10:01.0,Turnover by J. Morant (out of bounds lost ball),,96,92
361,4,10:01.0,D. Brooks enters the game for D. Melton,,96,92
362,4,9:57.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by L. Galloway),96,94
363,4,9:49.0,Memphis full timeout,,96,94
364,4,9:39.0,J. Jackson misses 3-pt jump shot from 24 ft,,96,94
365,4,9:38.0,,Defensive rebound by Team,96,94
366,4,9:38.0,Loose ball foul by J. Valančiūnas (drawn by C. Wood),,96,94
367,4,9:29.0,,M. Morris misses 3-pt jump shot from 25 ft,96,94
368,4,9:24.0,Defensive rebound by K. Anderson,,96,94
369,4,9:12.0,D. Brooks makes 2-pt jump shot from 17 ft,,98,94
370,4,8:56.0,,D. Rose makes 2-pt jump shot from 9 ft,98,96
371,4,8:42.0,Offensive foul by J. Jackson (drawn by M. Morris),,98,96
372,4,8:42.0,Turnover by J. Jackson (offensive foul),,98,96
373,4,8:42.0,B. Clarke enters the game for K. Anderson,,98,96
374,4,8:42.0,J. Crowder enters the game for J. Jackson,,98,96
375,4,8:27.0,,L. Galloway misses 3-pt jump shot from 23 ft,98,96
376,4,8:26.0,,Offensive rebound by Team,98,96
377,4,8:26.0,Loose ball foul by J. Morant (drawn by C. Wood),,98,96
378,4,8:15.0,,C. Wood misses 2-pt dunk from 1 ft,98,96
379,4,8:13.0,Defensive rebound by B. Clarke,,98,96
380,4,7:59.0,D. Brooks makes 3-pt jump shot from 27 ft (assist by J. Morant),,101,96
381,4,7:41.0,,Shooting foul by J. Crowder (drawn by S. Mykhailiuk),101,96
382,4,7:41.0,,S. Mykhailiuk makes free throw 1 of 2,101,97
383,4,7:41.0,,S. Mykhailiuk makes free throw 2 of 2,101,98
