,QUARTER,TIME_REMAINING,INDIANA_ACTION,GOLDEN STATE_ACTION,INDIANA_SCORE,GOLDEN STATE_SCORE
379,4,3:18.0,,Shooting foul by D. McDermott (drawn by E. Paschall),121,113
380,4,3:18.0,,E. Paschall makes free throw 1 of 2,121,114
381,4,3:18.0,M. Turner enters the game for D. McDermott,,121,114
382,4,3:18.0,,E. Paschall makes free throw 2 of 2,121,115
383,4,3:02.0,A. Holiday makes 3-pt jump shot from 26 ft (assist by D. Sabonis),,124,115
384,4,2:44.0,,Personal foul by T. Warren (drawn by D. Russell),124,115
385,4,2:44.0,,D. Russell makes free throw 1 of 2,124,116
386,4,2:44.0,,D. Russell makes free throw 2 of 2,124,117
387,4,2:34.0,Personal foul by D. Russell (drawn by J. Lamb),,124,117
388,4,2:24.0,J. Lamb makes 2-pt layup from 2 ft,,126,117
389,4,2:24.0,,Violation by Team (def goaltending),126,117
390,4,2:18.0,,Shooting foul by M. Turner (drawn by E. Paschall),126,117
391,4,2:18.0,,E. Paschall misses free throw 1 of 2,126,117
392,4,2:18.0,,Offensive rebound by Team,126,117
393,4,2:18.0,,E. Paschall makes free throw 2 of 2,126,118
394,4,2:02.0,T. Warren makes 3-pt jump shot from 23 ft (assist by D. Sabonis),,129,118
395,4,1:52.0,,A. Burks misses 3-pt jump shot from 25 ft,129,118
396,4,1:50.0,Defensive rebound by D. Sabonis,,129,118
397,4,1:33.0,D. Sabonis misses 2-pt layup from 7 ft,,129,118
398,4,1:31.0,,Defensive rebound by E. Paschall,129,118
399,4,1:24.0,,D. Russell misses 3-pt jump shot from 29 ft (block by J. Lamb),129,118
400,4,1:23.0,,Offensive rebound by Team,129,118
401,4,1:23.0,,Instant Replay (Challenge: Ruling Stands),129,118
402,4,1:10.0,,D. Green misses 3-pt jump shot from 25 ft,129,118
403,4,1:07.0,,Offensive rebound by D. Green,129,118
404,4,1:01.0,,E. Paschall misses 2-pt layup from 4 ft,129,118
405,4,0:58.0,Defensive rebound by D. Sabonis,,129,118
406,4,0:42.0,M. Turner misses 2-pt jump shot from 20 ft,,129,118
407,4,0:38.0,,Defensive rebound by G. Robinson,129,118
408,4,0:36.0,,G. Robinson misses 3-pt jump shot from 28 ft,129,118
409,4,0:31.0,Defensive rebound by J. Lamb,,129,118
410,4,0:09.0,Turnover by Team (shot clock),,129,118
411,4,0:05.0,,E. Paschall misses 3-pt jump shot from 29 ft,129,118
412,4,0:02.0,Defensive rebound by M. Turner,,129,118
