,QUARTER,TIME_REMAINING,DETROIT_ACTION,SACRAMENTO_ACTION,DETROIT_SCORE,SACRAMENTO_SCORE
388,4,7:55.0,,Turnover by B. Hield (dbl dribble),76,83
389,4,7:55.0,,D. Fox enters the game for C. Joseph,76,83
390,4,7:42.0,S. Mykhailiuk misses 3-pt jump shot from 25 ft,,76,83
391,4,7:38.0,,Defensive rebound by A. Len,76,83
392,4,7:25.0,,D. Fox misses 2-pt layup from 2 ft,76,83
393,4,7:21.0,,Offensive rebound by D. Fox,76,83
394,4,7:18.0,,B. Hield makes 3-pt jump shot from 23 ft (assist by H. Barnes),76,86
395,4,6:57.0,L. Galloway misses 3-pt jump shot from 23 ft,,76,86
396,4,6:55.0,Offensive rebound by L. Galloway,,76,86
397,4,6:52.0,S. Mykhailiuk misses 3-pt jump shot from 25 ft,,76,86
398,4,6:49.0,,Defensive rebound by A. Len,76,86
399,4,6:39.0,,H. Barnes misses 2-pt layup from 2 ft (block by C. Wood),76,86
400,4,6:36.0,Defensive rebound by T. Snell,,76,86
401,4,6:29.0,B. Knight misses 3-pt jump shot from 27 ft,,76,86
402,4,6:25.0,,Defensive rebound by A. Len,76,86
403,4,6:19.0,,Sacramento full timeout,76,86
404,4,6:08.0,,D. Fox makes 2-pt jump shot from 21 ft,76,88
405,4,5:47.0,Shooting foul by A. Len (drawn by C. Wood),,76,88
406,4,5:47.0,C. Wood makes free throw 1 of 2,,77,88
407,4,5:47.0,C. Wood makes free throw 2 of 2,,78,88
408,4,5:28.0,,A. Len makes 2-pt layup from 1 ft (assist by D. Fox),78,90
409,4,5:14.0,T. Snell makes 3-pt jump shot from 23 ft (assist by B. Knight),,81,90
410,4,5:02.0,,D. Fox makes 2-pt layup from 4 ft,81,92
411,4,4:53.0,L. Galloway misses 2-pt layup from 2 ft,,81,92
412,4,4:49.0,,Defensive rebound by A. Len,81,92
413,4,4:38.0,,D. Fox misses 2-pt layup from 3 ft,81,92
414,4,4:36.0,Defensive rebound by C. Wood,,81,92
415,4,4:29.0,C. Wood misses 2-pt layup from 4 ft,,81,92
416,4,4:25.0,,Defensive rebound by A. Len,81,92
417,4,4:10.0,,B. Hield makes 2-pt jump shot from 7 ft,81,94
418,4,3:49.0,C. Wood makes 2-pt jump shot from 14 ft (assist by B. Knight),,83,94
419,4,3:29.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by K. Bazemore),83,97
420,4,3:14.0,B. Knight makes 3-pt jump shot from 26 ft,,86,97
421,4,3:00.0,,D. Fox makes 2-pt jump shot from 7 ft,86,99
422,4,2:44.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by B. Knight),,89,99
423,4,2:24.0,,Shooting foul by S. Mykhailiuk (drawn by D. Fox),89,99
424,4,2:24.0,,D. Fox makes free throw 1 of 3,89,100
425,4,2:24.0,,D. Fox makes free throw 2 of 3,89,101
426,4,2:24.0,,B. Bogdanović enters the game for B. Hield,89,101
427,4,2:24.0,,H. Giles enters the game for A. Len,89,101
428,4,2:24.0,,D. Fox makes free throw 3 of 3,89,102
429,4,2:17.0,C. Wood makes 2-pt layup from 4 ft (assist by B. Knight),,91,102
430,4,2:17.0,Shooting foul by K. Bazemore (drawn by C. Wood),,91,102
431,4,2:17.0,C. Wood misses free throw 1 of 1,,91,102
432,4,2:14.0,,Defensive rebound by H. Barnes,91,102
433,4,1:59.0,,D. Fox misses 3-pt jump shot from 25 ft,91,102
434,4,1:56.0,Defensive rebound by C. Wood,,91,102
435,4,1:45.0,T. Snell makes 3-pt jump shot from 23 ft (assist by B. Knight),,94,102
436,4,1:45.0,,Sacramento full timeout,94,102
437,4,1:22.0,,B. Bogdanović misses 2-pt jump shot from 9 ft,94,102
438,4,1:19.0,Defensive rebound by T. Snell,,94,102
439,4,1:05.0,C. Wood makes 2-pt hook shot from 4 ft (assist by B. Knight),,96,102
440,4,0:44.0,,D. Fox misses 2-pt jump shot from 5 ft,96,102
441,4,0:41.0,Defensive rebound by L. Galloway,,96,102
442,4,0:37.0,B. Knight makes 3-pt jump shot from 27 ft (assist by T. Snell),,99,102
443,4,0:14.0,,D. Fox makes 2-pt jump shot from 11 ft,99,104
444,4,0:13.0,Detroit full timeout,,99,104
445,4,0:09.0,Personal foul by H. Barnes (drawn by T. Snell),,99,104
446,4,0:06.0,Personal foul by H. Giles (drawn by B. Knight),,99,104
447,4,0:06.0,B. Knight misses free throw 1 of 2,,99,104
448,4,0:06.0,Offensive rebound by Team,,99,104
449,4,0:06.0,K. Thomas enters the game for S. Mykhailiuk,,99,104
450,4,0:06.0,,A. Len enters the game for B. Bogdanović,99,104
451,4,0:06.0,B. Knight makes free throw 2 of 2,,100,104
452,4,0:06.0,,Sacramento full timeout,100,104
453,4,0:06.0,,N. Bjelica enters the game for K. Bazemore,100,104
454,4,0:06.0,,B. Bogdanović enters the game for H. Giles,100,104
455,4,0:06.0,,B. Hield enters the game for A. Len,100,104
456,4,0:05.0,,Personal take foul by K. Thomas (drawn by B. Hield),100,104
457,4,0:05.0,,B. Hield makes free throw 1 of 2,100,105
458,4,0:05.0,,K. Bazemore enters the game for N. Bjelica,100,105
459,4,0:05.0,,B. Hield makes free throw 2 of 2,100,106
460,4,0:05.0,Detroit full timeout,,100,106
461,4,0:05.0,S. Mykhailiuk enters the game for K. Thomas,,100,106
462,4,0:03.0,L. Galloway misses 3-pt jump shot from 33 ft,,100,106
463,4,0:03.0,,Defensive rebound by K. Bazemore,100,106
