,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,WASHINGTON_ACTION,SAN ANTONIO_SCORE,WASHINGTON_SCORE
36,1,7:37.0,P. Mills makes 3-pt jump shot from 26 ft (assist by B. Forbes),,13,12
37,1,7:27.0,,B. Beal misses 2-pt layup from 4 ft,13,12
38,1,7:27.0,,Offensive rebound by Team,13,12
39,1,7:21.0,,B. Beal misses 2-pt jump shot from 8 ft,13,12
40,1,7:18.0,Defensive rebound by L. Aldridge,,13,12
41,1,7:11.0,Shooting foul by T. Brown (drawn by B. Forbes),,13,12
42,1,7:11.0,B. Forbes makes free throw 1 of 3,,14,12
43,1,7:11.0,B. Forbes makes free throw 2 of 3,,15,12
44,1,7:11.0,B. Forbes makes free throw 3 of 3,,16,12
45,1,7:03.0,,Personal foul by J. Poeltl (drawn by T. Brown),16,12
46,1,7:03.0,R. Gay enters the game for J. Poeltl,,16,12
47,1,6:56.0,,B. Beal misses 3-pt jump shot from 26 ft,16,12
48,1,6:53.0,Defensive rebound by L. Aldridge,,16,12
49,1,6:44.0,D. DeRozan makes 2-pt jump shot from 4 ft,,18,12
50,1,6:26.0,,D. Bertāns makes 2-pt layup from 5 ft (assist by T. Brown),18,14
51,1,6:14.0,R. Gay makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,21,14
52,1,5:58.0,,T. Brown makes 3-pt jump shot from 23 ft (assist by T. Bryant),21,17
53,1,5:45.0,L. Aldridge misses 2-pt jump shot from 16 ft,,21,17
54,1,5:42.0,,Defensive rebound by D. Bertāns,21,17
55,1,5:31.0,,I. Thomas misses 3-pt jump shot from 25 ft,21,17
56,1,5:28.0,Defensive rebound by L. Aldridge,,21,17
57,1,5:23.0,Personal foul by T. Brown (drawn by D. DeRozan),,21,17
58,1,5:23.0,D. DeRozan makes free throw 1 of 2,,22,17
59,1,5:23.0,D. Murray enters the game for P. Mills,,22,17
60,1,5:23.0,,J. McRae enters the game for T. Brown,22,17
61,1,5:23.0,D. DeRozan makes free throw 2 of 2,,23,17
62,1,5:07.0,,Turnover by I. Thomas (bad pass; steal by D. Murray),23,17
63,1,5:04.0,B. Forbes makes 2-pt layup from 1 ft,,25,17
64,1,5:04.0,,Violation by Team (def goaltending),25,17
65,1,4:50.0,,J. McRae makes 2-pt jump shot from 15 ft (assist by T. Bryant),25,19
66,1,4:36.0,L. Aldridge makes 2-pt jump shot from 18 ft (assist by D. Murray),,27,19
67,1,4:21.0,,D. Bertāns misses 3-pt jump shot from 26 ft,27,19
68,1,4:17.0,Defensive rebound by D. Murray,,27,19
69,1,4:07.0,L. Aldridge makes 2-pt hook shot from 5 ft (assist by B. Forbes),,29,19
70,1,3:58.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by I. Thomas),29,22
71,1,3:56.0,San Antonio full timeout,,29,22
72,1,3:56.0,M. Belinelli enters the game for B. Forbes,,29,22
73,1,3:56.0,,I. Smith enters the game for T. Bryant,29,22
74,1,3:56.0,,M. Wagner enters the game for I. Thomas,29,22
75,1,3:37.0,D. Murray misses 3-pt jump shot from 25 ft,,29,22
76,1,3:35.0,Offensive rebound by L. Aldridge,,29,22
77,1,3:35.0,L. Aldridge makes 2-pt hook shot from 2 ft,,31,22
78,1,3:35.0,,Violation by Team (def goaltending),31,22
79,1,3:21.0,,M. Wagner misses 2-pt layup from 2 ft (block by L. Aldridge),31,22
80,1,3:18.0,,Offensive rebound by M. Wagner,31,22
81,1,3:18.0,,M. Wagner makes 2-pt hook shot from 1 ft,31,24
82,1,3:04.0,R. Gay misses 3-pt jump shot from 28 ft,,31,24
83,1,3:02.0,Offensive rebound by L. Aldridge,,31,24
84,1,3:01.0,L. Aldridge misses 2-pt layup from 1 ft,,31,24
85,1,3:01.0,,Defensive rebound by I. Smith,31,24
86,1,2:54.0,,I. Smith makes 2-pt jump shot from 13 ft,31,26
87,1,2:31.0,L. Aldridge misses 2-pt jump shot from 20 ft,,31,26
88,1,2:28.0,Offensive rebound by R. Gay,,31,26
89,1,2:26.0,R. Gay makes 2-pt dunk from 1 ft,,33,26
90,1,2:13.0,,I. Smith makes 2-pt layup from 2 ft (assist by M. Wagner),33,28
91,1,2:13.0,,Shooting foul by M. Belinelli (drawn by I. Smith),33,28
92,1,2:13.0,T. Lyles enters the game for D. DeRozan,,33,28
93,1,2:13.0,,C. Miles enters the game for B. Beal,33,28
94,1,2:13.0,,I. Smith misses free throw 1 of 1,33,28
95,1,2:10.0,Defensive rebound by T. Lyles,,33,28
96,1,1:49.0,M. Belinelli misses 3-pt jump shot from 26 ft,,33,28
97,1,1:43.0,Offensive rebound by D. Murray,,33,28
98,1,1:39.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by R. Gay),,36,28
99,1,1:26.0,,J. McRae makes 2-pt layup from 4 ft (assist by C. Miles),36,30
100,1,1:26.0,,Shooting foul by T. Lyles (drawn by J. McRae),36,30
101,1,1:26.0,,J. McRae misses free throw 1 of 1,36,30
102,1,1:23.0,Defensive rebound by T. Lyles,,36,30
103,1,1:16.0,D. Murray makes 2-pt jump shot from 6 ft,,38,30
104,1,1:06.0,,M. Wagner makes 3-pt jump shot from 26 ft (assist by D. Bertāns),38,33
105,1,0:54.0,D. Murray misses 2-pt hook shot from 8 ft (block by I. Smith),,38,33
106,1,0:51.0,,Defensive rebound by D. Bertāns,38,33
107,1,0:41.0,,I. Smith makes 2-pt jump shot from 18 ft (assist by J. McRae),38,35
108,1,0:25.0,Offensive foul by D. Murray (drawn by I. Smith),,38,35
109,1,0:25.0,Turnover by D. Murray (offensive foul),,38,35
110,1,0:03.0,,J. McRae misses 2-pt jump shot from 13 ft,38,35
111,1,0:03.0,Defensive rebound by T. Lyles,,38,35
112,2,11:36.0,M. Belinelli misses 3-pt jump shot from 27 ft,,38,35
113,2,11:34.0,,Defensive rebound by D. Bertāns,38,35
114,2,11:29.0,,Shooting foul by D. Murray (drawn by D. Bertāns),38,35
115,2,11:29.0,,D. Bertāns makes free throw 1 of 3,38,36
116,2,11:29.0,,D. Bertāns makes free throw 2 of 3,38,37
117,2,11:29.0,,D. Bertāns makes free throw 3 of 3,38,38
118,2,11:29.0,P. Mills enters the game for D. Murray,,38,38
119,2,11:18.0,Turnover by M. Belinelli (bad pass; steal by C. Miles),,38,38
120,2,11:15.0,,C. Miles misses 2-pt layup from 3 ft (block by D. DeRozan),38,38
121,2,11:15.0,,Offensive rebound by Team,38,38
122,2,11:10.0,,Turnover by J. McRae (traveling),38,38
123,2,10:56.0,D. DeRozan misses 2-pt jump shot from 13 ft,,38,38
124,2,10:52.0,,Defensive rebound by M. Wagner,38,38
125,2,10:47.0,,I. Smith makes 2-pt layup from 3 ft,38,40
126,2,10:36.0,M. Belinelli makes 2-pt jump shot from 19 ft (assist by J. Poeltl),,40,40
127,2,10:13.0,,I. Smith makes 3-pt jump shot from 26 ft,40,43
128,2,9:56.0,Turnover by J. Poeltl (bad pass),,40,43
129,2,9:44.0,,C. Miles misses 2-pt jump shot from 14 ft,40,43
130,2,9:42.0,Defensive rebound by D. DeRozan,,40,43
131,2,9:39.0,P. Mills makes 3-pt jump shot from 24 ft (assist by M. Belinelli),,43,43
132,2,9:28.0,,D. Bertāns misses 3-pt jump shot from 27 ft,43,43
133,2,9:24.0,Defensive rebound by T. Lyles,,43,43
134,2,9:17.0,M. Belinelli makes 2-pt layup from 1 ft (assist by P. Mills),,45,43
135,2,9:01.0,,Turnover by D. Bertāns (bad pass; steal by P. Mills),45,43
136,2,8:57.0,Shooting foul by I. Smith (drawn by J. Poeltl),,45,43
137,2,8:57.0,J. Poeltl misses free throw 1 of 2,,45,43
138,2,8:57.0,Offensive rebound by Team,,45,43
139,2,8:57.0,B. Forbes enters the game for P. Mills,,45,43
140,2,8:57.0,J. Poeltl makes free throw 2 of 2,,46,43
141,2,8:44.0,,C. Miles misses 3-pt jump shot from 26 ft,46,43
142,2,8:39.0,Defensive rebound by D. DeRozan,,46,43
143,2,8:36.0,D. DeRozan makes 2-pt jump shot from 16 ft,,48,43
144,2,8:19.0,,D. Bertāns makes 2-pt jump shot from 13 ft (assist by J. McRae),48,45
145,2,8:07.0,T. Lyles misses 3-pt jump shot from 25 ft,,48,45
146,2,8:04.0,,Defensive rebound by J. McRae,48,45
147,2,7:59.0,,Offensive foul by M. Wagner (drawn by J. Poeltl),48,45
148,2,7:59.0,,Turnover by M. Wagner (offensive foul),48,45
149,2,7:59.0,,B. Beal enters the game for J. McRae,48,45
150,2,7:48.0,D. DeRozan makes 2-pt jump shot from 18 ft (assist by M. Belinelli),,50,45
151,2,7:37.0,,M. Wagner makes 3-pt jump shot from 27 ft (assist by I. Smith),50,48
152,2,7:21.0,J. Poeltl makes 2-pt layup from 2 ft (assist by B. Forbes),,52,48
153,2,7:21.0,,Washington full timeout,52,48
154,2,7:21.0,R. Gay enters the game for T. Lyles,,52,48
155,2,7:21.0,,R. Hachimura enters the game for D. Bertāns,52,48
156,2,7:07.0,,Turnover by B. Beal (bad pass; steal by J. Poeltl),52,48
157,2,7:00.0,D. DeRozan makes 2-pt jump shot from 15 ft,,54,48
158,2,6:49.0,,M. Wagner misses 3-pt jump shot from 26 ft,54,48
159,2,6:46.0,Defensive rebound by B. Forbes,,54,48
160,2,6:44.0,J. Poeltl misses 2-pt layup from 1 ft (block by C. Miles),,54,48
161,2,6:38.0,,Defensive rebound by R. Hachimura,54,48
162,2,6:35.0,,B. Beal makes 2-pt layup from 3 ft,54,50
163,2,6:20.0,J. Poeltl makes 2-pt jump shot from 10 ft (assist by D. DeRozan),,56,50
164,2,6:06.0,,R. Hachimura makes 2-pt hook shot from 3 ft,56,52
165,2,5:40.0,M. Belinelli makes 3-pt jump shot from 30 ft (assist by D. DeRozan),,59,52
166,2,5:20.0,,B. Beal makes 2-pt jump shot from 14 ft,59,54
167,2,5:08.0,B. Forbes misses 2-pt layup from 2 ft,,59,54
168,2,5:07.0,Offensive rebound by J. Poeltl,,59,54
169,2,5:07.0,J. Poeltl misses 2-pt layup from 2 ft,,59,54
170,2,5:06.0,Offensive rebound by M. Belinelli,,59,54
171,2,5:04.0,M. Belinelli misses 2-pt layup from 1 ft,,59,54
172,2,5:03.0,,Defensive rebound by I. Smith,59,54
173,2,4:57.0,,R. Hachimura makes 2-pt layup from 3 ft (assist by C. Miles),59,56
174,2,4:57.0,San Antonio full timeout,,59,56
175,2,4:57.0,L. Aldridge enters the game for M. Belinelli,,59,56
176,2,4:57.0,D. Carroll enters the game for D. DeRozan,,59,56
177,2,4:57.0,P. Mills enters the game for J. Poeltl,,59,56
178,2,4:57.0,,T. Brown enters the game for C. Miles,59,56
179,2,4:57.0,,T. Bryant enters the game for I. Smith,59,56
180,2,4:57.0,,I. Thomas enters the game for M. Wagner,59,56
181,2,4:43.0,P. Mills makes 3-pt jump shot from 26 ft,,62,56
182,2,4:29.0,,B. Beal misses 2-pt layup from 4 ft,62,56
183,2,4:26.0,Defensive rebound by L. Aldridge,,62,56
184,2,4:14.0,R. Gay makes 2-pt jump shot from 14 ft (assist by P. Mills),,64,56
185,2,3:54.0,,R. Hachimura misses 2-pt jump shot from 16 ft,64,56
186,2,3:51.0,Defensive rebound by D. Carroll,,64,56
187,2,3:39.0,R. Gay makes 3-pt jump shot from 24 ft,,67,56
188,2,3:26.0,,T. Bryant makes 3-pt jump shot from 26 ft (assist by I. Thomas),67,59
189,2,3:03.0,L. Aldridge misses 2-pt jump shot from 17 ft,,67,59
190,2,3:01.0,,Defensive rebound by T. Bryant,67,59
191,2,2:52.0,,I. Thomas makes 2-pt layup from 3 ft,67,61
192,2,2:52.0,San Antonio full timeout,,67,61
193,2,2:30.0,B. Forbes makes 2-pt jump shot from 16 ft (assist by L. Aldridge),,69,61
194,2,2:19.0,,Turnover by T. Bryant (bad pass; steal by P. Mills),69,61
195,2,2:14.0,B. Forbes misses 3-pt jump shot from 27 ft,,69,61
196,2,2:12.0,,Defensive rebound by T. Bryant,69,61
197,2,2:01.0,,B. Beal misses 3-pt jump shot from 26 ft,69,61
198,2,2:00.0,,Offensive rebound by Team,69,61
199,2,2:00.0,D. DeRozan enters the game for D. Carroll,,69,61
200,2,1:54.0,,R. Hachimura misses 3-pt jump shot from 26 ft,69,61
201,2,1:50.0,Defensive rebound by L. Aldridge,,69,61
202,2,1:40.0,B. Forbes misses 3-pt jump shot from 26 ft,,69,61
203,2,1:36.0,,Defensive rebound by R. Hachimura,69,61
204,2,1:23.0,,B. Beal misses 3-pt jump shot from 25 ft,69,61
205,2,1:20.0,Defensive rebound by B. Forbes,,69,61
206,2,1:15.0,R. Gay misses 3-pt jump shot from 26 ft,,69,61
207,2,1:12.0,,Defensive rebound by T. Brown,69,61
208,2,0:59.0,,R. Hachimura makes 2-pt dunk from 2 ft (assist by I. Thomas),69,63
209,2,0:44.0,Turnover by R. Gay (traveling),,69,63
210,2,0:31.0,,T. Bryant misses 2-pt layup from 3 ft (block by L. Aldridge),69,63
211,2,0:28.0,,Offensive rebound by T. Brown,69,63
212,2,0:22.0,,I. Thomas misses 2-pt jump shot from 21 ft,69,63
213,2,0:19.0,Defensive rebound by D. DeRozan,,69,63
214,2,0:03.0,B. Forbes misses 3-pt jump shot from 30 ft,,69,63
215,2,0:01.0,Offensive rebound by Team,,69,63
216,3,11:45.0,L. Aldridge misses 2-pt jump shot from 20 ft,,69,63
217,3,11:41.0,,Defensive rebound by T. Brown,69,63
218,3,11:25.0,,T. Brown makes 2-pt jump shot from 18 ft,69,65
219,3,11:16.0,Shooting foul by R. Hachimura (drawn by D. DeRozan),,69,65
220,3,11:16.0,D. DeRozan makes free throw 1 of 2,,70,65
221,3,11:16.0,D. DeRozan makes free throw 2 of 2,,71,65
222,3,11:00.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by T. Brown),71,68
223,3,10:48.0,D. DeRozan makes 2-pt jump shot from 9 ft,,73,68
224,3,10:35.0,,T. Bryant makes 2-pt jump shot from 17 ft (assist by I. Thomas),73,70
225,3,10:11.0,L. Aldridge makes 2-pt hook shot from 6 ft (assist by B. Forbes),,75,70
226,3,10:06.0,,Turnover by I. Thomas (bad pass; steal by B. Forbes),75,70
227,3,9:59.0,B. Forbes misses 3-pt jump shot from 27 ft,,75,70
228,3,9:56.0,,Defensive rebound by B. Beal,75,70
229,3,9:52.0,,Personal foul by D. DeRozan (drawn by T. Brown),75,70
230,3,9:43.0,,T. Bryant misses 2-pt jump shot from 11 ft,75,70
231,3,9:39.0,Defensive rebound by L. Aldridge,,75,70
232,3,9:34.0,P. Mills makes 2-pt jump shot from 2 ft,,77,70
233,3,9:28.0,,I. Thomas misses 2-pt layup from 2 ft (block by J. Poeltl),77,70
234,3,9:28.0,,Offensive rebound by Team,77,70
235,3,9:20.0,,Turnover by B. Beal (lost ball; steal by B. Forbes),77,70
236,3,9:15.0,P. Mills makes 2-pt layup from 2 ft (assist by B. Forbes),,79,70
237,3,9:00.0,,B. Beal makes 2-pt jump shot from 12 ft,79,72
238,3,8:47.0,L. Aldridge misses 2-pt jump shot from 16 ft,,79,72
239,3,8:44.0,Offensive rebound by P. Mills,,79,72
240,3,8:42.0,P. Mills makes 3-pt jump shot from 26 ft (assist by L. Aldridge),,82,72
241,3,8:24.0,,B. Beal makes 2-pt layup at rim (assist by T. Bryant),82,74
242,3,8:10.0,D. DeRozan misses 2-pt jump shot from 17 ft,,82,74
243,3,8:08.0,,Defensive rebound by R. Hachimura,82,74
244,3,8:01.0,,B. Beal makes 2-pt jump shot from 14 ft,82,76
245,3,8:00.0,San Antonio full timeout,,82,76
246,3,7:47.0,D. DeRozan misses 2-pt jump shot from 10 ft,,82,76
247,3,7:44.0,,Defensive rebound by Team,82,76
248,3,7:29.0,,B. Beal makes 3-pt jump shot from 27 ft,82,79
249,3,7:13.0,P. Mills misses 2-pt jump shot from 21 ft,,82,79
250,3,7:09.0,,Defensive rebound by T. Bryant,82,79
251,3,7:00.0,,R. Hachimura misses 2-pt layup from 2 ft (block by J. Poeltl),82,79
252,3,7:00.0,,Offensive rebound by R. Hachimura,82,79
253,3,6:59.0,,R. Hachimura misses 2-pt layup from 3 ft (block by L. Aldridge),82,79
254,3,6:59.0,,Offensive rebound by T. Bryant,82,79
255,3,6:54.0,,T. Bryant makes 2-pt layup from 1 ft,82,81
256,3,6:28.0,L. Aldridge misses 3-pt jump shot from 24 ft,,82,81
257,3,6:25.0,,Defensive rebound by T. Brown,82,81
258,3,6:21.0,,Shooting foul by J. Poeltl (drawn by R. Hachimura),82,81
259,3,6:21.0,,R. Hachimura misses free throw 1 of 2,82,81
260,3,6:21.0,,Offensive rebound by Team,82,81
261,3,6:21.0,R. Gay enters the game for J. Poeltl,,82,81
262,3,6:21.0,,R. Hachimura makes free throw 2 of 2,82,82
263,3,6:09.0,Turnover by P. Mills (bad pass),,82,82
264,3,5:59.0,,I. Thomas misses 2-pt jump shot from 4 ft,82,82
265,3,5:58.0,Defensive rebound by R. Gay,,82,82
266,3,5:52.0,D. DeRozan makes 2-pt jump shot from 5 ft,,84,82
267,3,5:52.0,Shooting foul by T. Brown (drawn by D. DeRozan),,84,82
268,3,5:52.0,M. Belinelli enters the game for B. Forbes,,84,82
269,3,5:52.0,D. Murray enters the game for P. Mills,,84,82
270,3,5:52.0,D. DeRozan makes free throw 1 of 1,,85,82
271,3,5:29.0,,R. Hachimura makes 2-pt layup from 2 ft (assist by B. Beal),85,84
272,3,5:14.0,D. Murray misses 2-pt layup from 3 ft,,85,84
273,3,5:12.0,,Defensive rebound by T. Brown,85,84
274,3,5:08.0,,I. Thomas makes 3-pt jump shot from 27 ft (assist by T. Brown),85,87
275,3,4:47.0,R. Gay misses 3-pt jump shot from 27 ft,,85,87
276,3,4:43.0,Offensive rebound by L. Aldridge,,85,87
277,3,4:37.0,L. Aldridge misses 2-pt jump shot from 14 ft,,85,87
278,3,4:33.0,Offensive rebound by D. Murray,,85,87
279,3,4:30.0,M. Belinelli misses 3-pt jump shot from 26 ft,,85,87
280,3,4:26.0,,Defensive rebound by R. Hachimura,85,87
281,3,4:22.0,,T. Bryant makes 2-pt dunk from 1 ft (assist by I. Thomas),85,89
282,3,4:00.0,Turnover by L. Aldridge (bad pass),,85,89
283,3,4:00.0,,D. Bertāns enters the game for T. Brown,85,89
284,3,3:48.0,,B. Beal makes 2-pt layup from 2 ft,85,91
285,3,3:31.0,M. Belinelli misses 2-pt jump shot from 3 ft,,85,91
286,3,3:29.0,,Defensive rebound by R. Hachimura,85,91
287,3,3:23.0,,D. Bertāns makes 3-pt jump shot from 24 ft (assist by R. Hachimura),85,94
288,3,3:21.0,San Antonio full timeout,,85,94
289,3,3:21.0,B. Forbes enters the game for L. Aldridge,,85,94
290,3,3:21.0,J. Poeltl enters the game for M. Belinelli,,85,94
291,3,2:59.0,D. DeRozan makes 2-pt jump shot from 14 ft,,87,94
292,3,2:46.0,,B. Beal makes 2-pt jump shot from 20 ft (assist by T. Bryant),87,96
293,3,2:34.0,Shooting foul by R. Hachimura (drawn by D. DeRozan),,87,96
294,3,2:34.0,D. DeRozan makes free throw 1 of 2,,88,96
295,3,2:34.0,,C. Miles enters the game for T. Bryant,88,96
296,3,2:34.0,,M. Wagner enters the game for R. Hachimura,88,96
297,3,2:34.0,D. DeRozan makes free throw 2 of 2,,89,96
298,3,2:17.0,,M. Wagner misses 2-pt layup from 1 ft,89,96
299,3,2:13.0,Defensive rebound by D. Murray,,89,96
300,3,2:08.0,J. Poeltl makes 2-pt layup from 1 ft (assist by D. Murray),,91,96
301,3,1:53.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by D. Bertāns),91,99
302,3,1:40.0,D. DeRozan makes 2-pt jump shot from 5 ft,,93,99
303,3,1:28.0,,I. Thomas misses 2-pt layup from 4 ft (block by R. Gay),93,99
304,3,1:26.0,Defensive rebound by B. Forbes,,93,99
305,3,1:23.0,B. Forbes misses 2-pt jump shot from 16 ft,,93,99
306,3,1:19.0,,Defensive rebound by B. Beal,93,99
307,3,1:17.0,,I. Thomas misses 2-pt jump shot from 13 ft,93,99
308,3,1:14.0,Defensive rebound by J. Poeltl,,93,99
309,3,1:06.0,D. Murray makes 2-pt jump shot from 5 ft,,95,99
310,3,1:06.0,,Washington full timeout,95,99
311,3,1:06.0,,I. Smith enters the game for I. Thomas,95,99
312,3,0:45.0,,I. Smith misses 3-pt jump shot from 23 ft (block by J. Poeltl),95,99
313,3,0:41.0,,Offensive rebound by I. Smith,95,99
314,3,0:40.0,,I. Smith misses 2-pt jump shot from 20 ft,95,99
315,3,0:40.0,Defensive rebound by Team,,95,99
316,3,0:40.0,Technical foul by M. Wagner,,95,99
317,3,0:40.0,D. DeRozan makes technical free throw,,96,99
318,3,0:26.0,B. Forbes misses 3-pt jump shot from 26 ft,,96,99
319,3,0:22.0,,Defensive rebound by B. Beal,96,99
320,3,0:06.0,,Turnover by B. Beal (lost ball; steal by D. Murray),96,99
321,3,0:03.0,D. Murray makes 2-pt dunk from 1 ft (assist by B. Forbes),,98,99
322,3,0:01.0,,B. Beal makes 2-pt jump shot from 18 ft (assist by D. Bertāns),98,101
323,4,11:44.0,,B. Beal makes 2-pt layup from 2 ft (assist by D. Bertāns),98,103
324,4,11:30.0,D. Carroll misses 3-pt jump shot from 25 ft,,98,103
325,4,11:24.0,Offensive rebound by D. Murray,,98,103
326,4,11:24.0,D. Murray makes 2-pt layup at rim,,100,103
327,4,11:14.0,,Turnover by I. Smith (bad pass),100,103
328,4,10:56.0,R. Gay makes 2-pt jump shot from 14 ft (assist by P. Mills),,102,103
329,4,10:43.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by B. Beal),102,106
330,4,10:25.0,J. Poeltl makes 2-pt layup from 2 ft (assist by R. Gay),,104,106
331,4,10:18.0,,Offensive foul by M. Wagner (drawn by J. Poeltl),104,106
332,4,10:18.0,,Turnover by M. Wagner (offensive foul),104,106
333,4,10:18.0,,J. McRae enters the game for B. Beal,104,106
334,4,10:05.0,Turnover by P. Mills (bad pass; steal by D. Bertāns),,104,106
335,4,10:01.0,,D. Bertāns makes 2-pt layup from 1 ft (assist by I. Smith),104,108
336,4,9:47.0,J. Poeltl makes 2-pt layup from 3 ft (assist by R. Gay),,106,108
337,4,9:47.0,Shooting foul by I. Smith (drawn by J. Poeltl),,106,108
338,4,9:47.0,J. Poeltl misses free throw 1 of 1,,106,108
339,4,9:45.0,Offensive rebound by R. Gay,,106,108
340,4,9:42.0,Turnover by R. Gay (lost ball; steal by C. Miles),,106,108
341,4,9:34.0,,D. Bertāns makes 3-pt jump shot from 24 ft (assist by M. Wagner),106,111
342,4,9:18.0,P. Mills misses 2-pt layup from 4 ft (block by J. McRae),,106,111
343,4,9:16.0,,Defensive rebound by D. Bertāns,106,111
344,4,9:15.0,,Turnover by D. Bertāns (bad pass; steal by D. Murray),106,111
345,4,9:10.0,D. Carroll misses 2-pt layup from 9 ft,,106,111
346,4,9:08.0,,Defensive rebound by D. Bertāns,106,111
347,4,9:03.0,,Washington full timeout,106,111
348,4,9:03.0,D. DeRozan enters the game for R. Gay,,106,111
349,4,8:51.0,,M. Wagner makes 2-pt layup at rim,106,113
350,4,8:24.0,P. Mills misses 3-pt jump shot from 25 ft,,106,113
351,4,8:21.0,,Defensive rebound by M. Wagner,106,113
352,4,8:11.0,,D. Bertāns misses 3-pt jump shot from 25 ft,106,113
353,4,8:08.0,Defensive rebound by J. Poeltl,,106,113
354,4,8:02.0,D. Murray makes 2-pt jump shot from 14 ft (assist by P. Mills),,108,113
355,4,7:54.0,,J. McRae makes 2-pt jump shot from 2 ft (assist by I. Smith),108,115
356,4,7:36.0,D. DeRozan makes 2-pt jump shot from 17 ft,,110,115
357,4,7:27.0,,I. Smith makes 2-pt jump shot from 2 ft,110,117
358,4,7:04.0,D. Murray makes 2-pt layup from 7 ft (assist by P. Mills),,112,117
359,4,6:47.0,,D. Bertāns misses 2-pt jump shot from 11 ft,112,117
360,4,6:45.0,Defensive rebound by D. Carroll,,112,117
361,4,6:39.0,Offensive foul by D. Murray (drawn by M. Wagner),,112,117
362,4,6:39.0,Turnover by D. Murray (offensive foul),,112,117
363,4,6:39.0,L. Aldridge enters the game for P. Mills,,112,117
364,4,6:39.0,B. Forbes enters the game for J. Poeltl,,112,117
365,4,6:39.0,,B. Beal enters the game for J. McRae,112,117
366,4,6:28.0,,B. Beal misses 2-pt jump shot from 5 ft,112,117
367,4,6:24.0,Defensive rebound by B. Forbes,,112,117
368,4,6:17.0,D. DeRozan misses 2-pt layup from 2 ft,,112,117
369,4,6:15.0,,Defensive rebound by M. Wagner,112,117
370,4,6:06.0,,I. Smith makes 2-pt layup from 2 ft,112,119
371,4,5:49.0,D. Murray makes 3-pt jump shot from 27 ft (assist by L. Aldridge),,115,119
372,4,5:33.0,,I. Smith misses 2-pt layup from 3 ft,115,119
373,4,5:30.0,Defensive rebound by L. Aldridge,,115,119
