,QUARTER,TIME_REMAINING,TORONTO_ACTION,UTAH_ACTION,TORONTO_SCORE,UTAH_SCORE
27,1,7:52.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by P. McCaw),,10,5
28,1,7:40.0,,R. O'Neale makes 2-pt layup from 3 ft,10,7
29,1,7:30.0,K. Lowry makes 2-pt layup from 3 ft,,12,7
30,1,7:14.0,,R. O'Neale misses 3-pt jump shot from 23 ft,12,7
31,1,7:11.0,Defensive rebound by S. Ibaka,,12,7
32,1,6:58.0,Turnover by P. McCaw (bad pass; steal by D. Mitchell),,12,7
33,1,6:50.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by R. O'Neale),12,10
34,1,6:28.0,P. Siakam misses 2-pt layup from 2 ft,,12,10
35,1,6:25.0,,Defensive rebound by R. O'Neale,12,10
36,1,6:13.0,,M. Conley misses 3-pt jump shot from 26 ft,12,10
37,1,6:09.0,Defensive rebound by P. McCaw,,12,10
38,1,5:54.0,Turnover by S. Ibaka (lost ball; steal by R. O'Neale),,12,10
39,1,5:53.0,,Personal take foul by P. McCaw (drawn by R. O'Neale),12,10
40,1,5:53.0,,J. Ingles enters the game for M. Conley,12,10
41,1,5:44.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,12,10
42,1,5:41.0,Defensive rebound by S. Ibaka,,12,10
43,1,5:32.0,R. Hollis-Jefferson makes 2-pt jump shot from 5 ft (assist by K. Lowry),,14,10
44,1,5:10.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,14,10
45,1,5:07.0,Defensive rebound by P. Siakam,,14,10
46,1,4:58.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,17,10
47,1,4:48.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by D. Mitchell),17,13
48,1,4:31.0,P. Siakam makes 3-pt jump shot from 22 ft (assist by S. Ibaka),,20,13
49,1,4:16.0,,Turnover by B. Bogdanović (lost ball; steal by K. Lowry),20,13
50,1,4:15.0,Personal take foul by R. O'Neale (drawn by R. Hollis-Jefferson),,20,13
51,1,4:15.0,,J. Clarkson enters the game for B. Bogdanović,20,13
52,1,4:02.0,K. Lowry misses 3-pt jump shot from 26 ft,,20,13
53,1,3:58.0,,Defensive rebound by R. Gobert,20,13
54,1,3:49.0,,J. Ingles makes 2-pt jump shot from 11 ft,20,15
55,1,3:40.0,S. Ibaka misses 3-pt jump shot from 26 ft,,20,15
56,1,3:37.0,,Defensive rebound by D. Mitchell,20,15
57,1,3:33.0,,J. Ingles misses 3-pt jump shot from 26 ft,20,15
58,1,3:30.0,Defensive rebound by P. Siakam,,20,15
59,1,3:06.0,S. Ibaka misses 2-pt layup from 5 ft,,20,15
60,1,3:05.0,Offensive rebound by S. Ibaka,,20,15
61,1,3:04.0,S. Ibaka makes 2-pt hook shot from 4 ft,,22,15
62,1,2:47.0,,D. Mitchell misses 2-pt jump shot from 6 ft,22,15
63,1,2:45.0,,Offensive rebound by R. Gobert,22,15
64,1,2:45.0,,R. Gobert misses 2-pt layup from 4 ft,22,15
65,1,2:43.0,Defensive rebound by K. Lowry,,22,15
66,1,2:38.0,Shooting foul by J. Clarkson (drawn by R. Hollis-Jefferson),,22,15
67,1,2:38.0,,Utah full timeout,22,15
68,1,2:38.0,C. Boucher enters the game for S. Ibaka,,22,15
69,1,2:38.0,T. Davis enters the game for K. Lowry,,22,15
70,1,2:38.0,,T. Bradley enters the game for R. Gobert,22,15
71,1,2:38.0,,M. Conley enters the game for D. Mitchell,22,15
72,1,2:38.0,,G. Niang enters the game for R. O'Neale,22,15
73,1,2:38.0,R. Hollis-Jefferson makes free throw 1 of 2,,23,15
74,1,2:38.0,R. Hollis-Jefferson makes free throw 2 of 2,,24,15
75,1,2:21.0,,M. Conley makes 3-pt jump shot from 23 ft (assist by J. Ingles),24,18
76,1,2:00.0,C. Boucher misses 3-pt jump shot from 25 ft,,24,18
77,1,1:57.0,,Defensive rebound by G. Niang,24,18
78,1,1:50.0,,Turnover by J. Clarkson (bad pass; steal by R. Hollis-Jefferson),24,18
79,1,1:48.0,Personal foul by J. Clarkson (drawn by R. Hollis-Jefferson),,24,18
80,1,1:28.0,R. Hollis-Jefferson misses 2-pt jump shot from 12 ft (block by T. Bradley),,24,18
81,1,1:24.0,,Defensive rebound by G. Niang,24,18
82,1,1:23.0,,G. Niang makes 2-pt layup from 1 ft,24,20
83,1,0:53.0,Turnover by Team (shot clock),,24,20
84,1,0:45.0,,Shooting foul by P. Siakam (drawn by M. Conley),24,20
85,1,0:45.0,,M. Conley makes free throw 1 of 2,24,21
86,1,0:45.0,,M. Conley makes free throw 2 of 2,24,22
87,1,0:34.0,P. Siakam makes 3-pt jump shot from 27 ft,,27,22
88,1,0:27.0,,G. Niang misses 3-pt jump shot from 24 ft,27,22
89,1,0:25.0,Defensive rebound by Team,,27,22
90,1,0:05.0,Offensive foul by P. Siakam (drawn by J. Ingles),,27,22
91,1,0:05.0,Turnover by P. Siakam (offensive foul),,27,22
92,1,0:05.0,O. Anunoby enters the game for P. Siakam,,27,22
93,1,0:05.0,Violation by Team (delay of game),,27,22
94,1,0:00.0,,M. Conley misses 3-pt jump shot from 30 ft,27,22
95,1,0:00.0,,Offensive rebound by Team,27,22
96,2,11:47.0,Turnover by K. Lowry (bad pass; steal by T. Bradley),,27,22
97,2,11:43.0,,G. Niang misses 2-pt layup from 2 ft (block by C. Boucher),27,22
98,2,11:43.0,,Offensive rebound by Team,27,22
99,2,11:41.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by T. Bradley),27,25
100,2,11:21.0,Turnover by R. Hollis-Jefferson (out of bounds lost ball),,27,25
101,2,11:09.0,,Shooting foul by T. Davis (drawn by T. Bradley),27,25
102,2,11:09.0,,T. Bradley misses free throw 1 of 2,27,25
103,2,11:09.0,,Offensive rebound by Team,27,25
104,2,11:09.0,,T. Bradley makes free throw 2 of 2,27,26
105,2,10:57.0,Turnover by T. Davis (bad pass; steal by T. Bradley),,27,26
106,2,10:51.0,,G. Niang misses 3-pt jump shot from 25 ft,27,26
107,2,10:49.0,Defensive rebound by O. Anunoby,,27,26
108,2,10:40.0,O. Anunoby misses 2-pt layup from 3 ft (block by T. Bradley),,27,26
109,2,10:40.0,Offensive rebound by Team,,27,26
110,2,10:28.0,T. Davis misses 3-pt jump shot from 25 ft,,27,26
111,2,10:24.0,,Defensive rebound by T. Bradley,27,26
112,2,10:10.0,,G. Niang misses 3-pt jump shot from 24 ft,27,26
113,2,10:06.0,,Offensive rebound by M. Conley,27,26
114,2,9:55.0,,G. Niang makes 3-pt jump shot from 25 ft (assist by J. Ingles),27,29
115,2,9:43.0,Def 3 sec tech foul by Team,,27,29
116,2,9:43.0,K. Lowry makes technical free throw,,28,29
117,2,9:43.0,,R. O'Neale enters the game for G. Niang,28,29
118,2,9:40.0,C. Boucher misses 3-pt jump shot from 25 ft,,28,29
119,2,9:37.0,,Defensive rebound by T. Bradley,28,29
120,2,9:23.0,,J. Clarkson makes 3-pt jump shot from 23 ft (assist by M. Conley),28,32
121,2,9:12.0,Turnover by K. Lowry (lost ball; steal by J. Ingles),,28,32
122,2,9:07.0,,M. Conley makes 2-pt layup from 4 ft (assist by J. Ingles),28,34
123,2,9:05.0,Toronto full timeout,,28,34
124,2,9:05.0,S. Ibaka enters the game for C. Boucher,,28,34
125,2,9:05.0,P. McCaw enters the game for T. Davis,,28,34
126,2,9:05.0,M. Thomas enters the game for R. Hollis-Jefferson,,28,34
127,2,8:54.0,K. Lowry misses 3-pt jump shot from 25 ft,,28,34
128,2,8:51.0,,Defensive rebound by R. O'Neale,28,34
129,2,8:34.0,,J. Ingles misses 3-pt jump shot from 23 ft,28,34
130,2,8:30.0,,Offensive rebound by T. Bradley,28,34
131,2,8:18.0,,T. Bradley makes 2-pt layup from 3 ft (assist by M. Conley),28,36
132,2,7:58.0,Personal foul by T. Bradley (drawn by K. Lowry),,28,36
133,2,7:58.0,,D. Mitchell enters the game for M. Conley,28,36
134,2,7:49.0,P. McCaw makes 2-pt layup from 3 ft,,30,36
135,2,7:38.0,,J. Clarkson misses 3-pt jump shot from 25 ft,30,36
136,2,7:33.0,Defensive rebound by S. Ibaka,,30,36
137,2,7:21.0,M. Thomas misses 2-pt layup from 3 ft,,30,36
138,2,7:20.0,Offensive rebound by M. Thomas,,30,36
139,2,7:18.0,S. Ibaka misses 3-pt jump shot from 25 ft,,30,36
140,2,7:15.0,,Defensive rebound by R. O'Neale,30,36
141,2,7:04.0,,T. Bradley misses 2-pt jump shot from 7 ft,30,36
142,2,7:02.0,Defensive rebound by M. Thomas,,30,36
143,2,6:56.0,K. Lowry makes 2-pt jump shot from 8 ft,,32,36
144,2,6:39.0,,D. Mitchell makes 3-pt jump shot from 24 ft (assist by J. Ingles),32,39
145,2,6:23.0,M. Thomas makes 3-pt jump shot from 24 ft (assist by K. Lowry),,35,39
146,2,6:09.0,,J. Ingles makes 2-pt layup from 4 ft,35,41
147,2,5:53.0,M. Thomas makes 2-pt layup from 2 ft (assist by K. Lowry),,37,41
148,2,5:53.0,,Utah full timeout,37,41
149,2,5:53.0,P. Siakam enters the game for O. Anunoby,,37,41
150,2,5:53.0,,B. Bogdanović enters the game for T. Bradley,37,41
151,2,5:53.0,,R. Gobert enters the game for J. Clarkson,37,41
152,2,5:35.0,,R. O'Neale makes 2-pt dunk from 2 ft (assist by D. Mitchell),37,43
153,2,5:17.0,S. Ibaka makes 2-pt jump shot from 12 ft,,39,43
154,2,5:03.0,,J. Ingles misses 3-pt jump shot from 25 ft,39,43
155,2,5:01.0,Defensive rebound by P. Siakam,,39,43
156,2,4:45.0,Turnover by S. Ibaka (bad pass; steal by J. Ingles),,39,43
157,2,4:42.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,39,43
158,2,4:39.0,Defensive rebound by P. McCaw,,39,43
159,2,4:34.0,P. Siakam makes 2-pt layup from 3 ft (assist by P. McCaw),,41,43
160,2,4:14.0,,Shooting foul by M. Thomas (drawn by R. Gobert),41,43
161,2,4:14.0,,R. Gobert makes free throw 1 of 2,41,44
162,2,4:14.0,,M. Conley enters the game for J. Ingles,41,44
163,2,4:14.0,,R. Gobert misses free throw 2 of 2,41,44
164,2,4:13.0,Defensive rebound by P. Siakam,,41,44
165,2,3:58.0,Turnover by M. Thomas (bad pass; steal by R. Gobert),,41,44
166,2,3:53.0,,Shooting foul by K. Lowry (drawn by R. Gobert),41,44
167,2,3:53.0,,R. Gobert misses free throw 1 of 2,41,44
168,2,3:53.0,,Offensive rebound by Team,41,44
169,2,3:53.0,O. Anunoby enters the game for M. Thomas,,41,44
170,2,3:53.0,,R. Gobert makes free throw 2 of 2,41,45
171,2,3:32.0,Shooting foul by R. Gobert (drawn by K. Lowry),,41,45
172,2,3:32.0,K. Lowry makes free throw 1 of 2,,42,45
173,2,3:32.0,K. Lowry makes free throw 2 of 2,,43,45
174,2,3:22.0,,M. Conley misses 2-pt jump shot from 6 ft,43,45
175,2,3:22.0,Defensive rebound by Team,,43,45
176,2,3:10.0,K. Lowry misses 3-pt jump shot from 24 ft,,43,45
177,2,3:08.0,Offensive rebound by Team,,43,45
178,2,3:07.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by P. Siakam),,46,45
179,2,2:47.0,,D. Mitchell makes 2-pt layup from 3 ft,46,47
180,2,2:29.0,P. Siakam makes 2-pt jump shot from 9 ft,,48,47
181,2,2:15.0,,M. Conley misses 2-pt jump shot from 8 ft,48,47
182,2,2:13.0,,Offensive rebound by M. Conley,48,47
183,2,2:12.0,,Turnover by M. Conley (lost ball; steal by K. Lowry),48,47
184,2,2:07.0,O. Anunoby makes 2-pt dunk from 1 ft (assist by P. Siakam),,50,47
185,2,1:49.0,,Personal foul by P. Siakam (drawn by R. Gobert),50,47
186,2,1:42.0,,B. Bogdanović misses 2-pt jump shot from 4 ft,50,47
187,2,1:40.0,Defensive rebound by P. Siakam,,50,47
188,2,1:22.0,O. Anunoby misses 3-pt jump shot from 25 ft,,50,47
189,2,1:18.0,,Defensive rebound by M. Conley,50,47
190,2,1:14.0,,Personal foul by P. McCaw (drawn by R. O'Neale),50,47
191,2,1:14.0,,R. O'Neale misses free throw 1 of 2,50,47
192,2,1:14.0,,Offensive rebound by Team,50,47
193,2,1:14.0,,R. O'Neale makes free throw 2 of 2,50,48
194,2,0:57.0,P. Siakam makes 2-pt layup from 2 ft,,52,48
195,2,0:41.0,,D. Mitchell misses 2-pt jump shot from 18 ft,52,48
196,2,0:38.0,Defensive rebound by K. Lowry,,52,48
197,2,0:35.0,K. Lowry makes 3-pt jump shot from 29 ft,,55,48
198,2,0:16.0,,M. Conley makes 3-pt jump shot from 25 ft,55,51
199,2,0:00.0,S. Ibaka makes 2-pt jump shot from 10 ft (assist by K. Lowry),,57,51
200,3,11:39.0,K. Lowry misses 2-pt jump shot from 2 ft,,57,51
201,3,11:37.0,,Defensive rebound by M. Conley,57,51
202,3,11:34.0,,R. O'Neale makes 3-pt jump shot from 24 ft (assist by D. Mitchell),57,54
203,3,11:16.0,Turnover by P. Siakam (lost ball; steal by R. Gobert),,57,54
204,3,11:12.0,,D. Mitchell misses 2-pt layup from 2 ft,57,54
205,3,11:12.0,Defensive rebound by Team,,57,54
206,3,11:12.0,,Loose ball foul by R. Gobert (drawn by K. Lowry),57,54
207,3,11:00.0,S. Ibaka makes 3-pt jump shot from 24 ft (assist by P. Siakam),,60,54
208,3,10:31.0,,R. O'Neale misses 3-pt jump shot from 26 ft,60,54
209,3,10:28.0,Defensive rebound by K. Lowry,,60,54
210,3,10:15.0,P. Siakam misses 2-pt layup from 5 ft (block by R. O'Neale),,60,54
211,3,10:15.0,,Defensive rebound by Team,60,54
212,3,10:02.0,,R. O'Neale misses 3-pt jump shot from 24 ft,60,54
213,3,9:58.0,Defensive rebound by O. Anunoby,,60,54
214,3,9:48.0,P. McCaw misses 3-pt jump shot from 25 ft,,60,54
215,3,9:44.0,Offensive rebound by S. Ibaka,,60,54
216,3,9:44.0,Turnover by S. Ibaka (traveling),,60,54
217,3,9:33.0,,B. Bogdanović makes 2-pt jump shot from 10 ft (assist by M. Conley),60,56
218,3,9:15.0,P. Siakam makes 2-pt layup from 3 ft (assist by O. Anunoby),,62,56
219,3,9:15.0,Shooting foul by R. O'Neale (drawn by P. Siakam),,62,56
220,3,9:15.0,P. Siakam makes free throw 1 of 1,,63,56
221,3,9:02.0,,D. Mitchell makes 3-pt jump shot from 24 ft (assist by M. Conley),63,59
222,3,8:40.0,K. Lowry misses 3-pt jump shot from 28 ft,,63,59
223,3,8:37.0,Offensive rebound by Team,,63,59
224,3,8:32.0,Turnover by O. Anunoby (bad pass; steal by D. Mitchell),,63,59
225,3,8:28.0,,B. Bogdanović misses 2-pt layup from 3 ft,63,59
226,3,8:25.0,Defensive rebound by S. Ibaka,,63,59
227,3,8:22.0,K. Lowry makes 2-pt layup from 2 ft (assist by P. Siakam),,65,59
228,3,8:07.0,,Offensive foul by R. O'Neale (drawn by K. Lowry),65,59
229,3,8:07.0,,Turnover by R. O'Neale (offensive foul),65,59
230,3,7:53.0,P. Siakam misses 2-pt layup from 3 ft (block by R. Gobert),,65,59
231,3,7:51.0,,Defensive rebound by R. O'Neale,65,59
232,3,7:50.0,,Personal take foul by K. Lowry (drawn by R. O'Neale),65,59
233,3,7:40.0,,Personal foul by O. Anunoby (drawn by R. Gobert),65,59
234,3,7:34.0,,D. Mitchell misses 3-pt jump shot from 24 ft,65,59
235,3,7:31.0,Defensive rebound by P. McCaw,,65,59
236,3,7:23.0,S. Ibaka misses 2-pt jump shot from 9 ft,,65,59
237,3,7:21.0,,Defensive rebound by R. Gobert,65,59
238,3,7:01.0,,R. O'Neale makes 3-pt jump shot from 25 ft (assist by M. Conley),65,62
239,3,6:39.0,Turnover by P. Siakam (lost ball; steal by M. Conley),,65,62
240,3,6:30.0,,R. O'Neale misses 3-pt jump shot from 25 ft,65,62
241,3,6:28.0,Defensive rebound by K. Lowry,,65,62
242,3,6:20.0,S. Ibaka misses 2-pt jump shot from 15 ft,,65,62
243,3,6:17.0,,Defensive rebound by R. O'Neale,65,62
244,3,6:09.0,,Utah full timeout,65,62
245,3,6:09.0,,J. Ingles enters the game for M. Conley,65,62
246,3,5:53.0,,B. Bogdanović misses 2-pt layup from 3 ft,65,62
247,3,5:51.0,Defensive rebound by P. Siakam,,65,62
248,3,5:38.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by S. Ibaka),,68,62
249,3,5:18.0,,D. Mitchell misses 2-pt layup from 4 ft,68,62
250,3,5:16.0,Defensive rebound by O. Anunoby,,68,62
251,3,5:14.0,K. Lowry misses 3-pt jump shot from 27 ft,,68,62
252,3,5:10.0,Offensive rebound by S. Ibaka,,68,62
253,3,5:03.0,,Violation by Team (kicked ball),68,62
254,3,5:03.0,,J. Clarkson enters the game for B. Bogdanović,68,62
255,3,4:51.0,P. Siakam makes 2-pt jump shot from 14 ft,,70,62
256,3,4:26.0,,J. Ingles misses 3-pt jump shot from 23 ft,70,62
257,3,4:23.0,Defensive rebound by P. Siakam,,70,62
258,3,4:08.0,S. Ibaka misses 2-pt jump shot from 5 ft,,70,62
259,3,4:06.0,,Defensive rebound by J. Ingles,70,62
260,3,3:51.0,,R. O'Neale makes 2-pt layup from 3 ft (assist by J. Ingles),70,64
261,3,3:35.0,Shooting foul by R. Gobert (drawn by S. Ibaka),,70,64
262,3,3:35.0,S. Ibaka makes free throw 1 of 2,,71,64
263,3,3:35.0,R. Hollis-Jefferson enters the game for O. Anunoby,,71,64
264,3,3:35.0,M. Thomas enters the game for P. McCaw,,71,64
265,3,3:35.0,S. Ibaka makes free throw 2 of 2,,72,64
266,3,3:30.0,,Personal foul by S. Ibaka (drawn by R. Gobert),72,64
267,3,3:21.0,,J. Clarkson makes 2-pt jump shot from 12 ft,72,66
268,3,3:07.0,K. Lowry misses 2-pt layup from 2 ft,,72,66
269,3,3:05.0,,Defensive rebound by R. Gobert,72,66
270,3,2:58.0,,D. Mitchell misses 2-pt jump shot from 6 ft,72,66
271,3,2:57.0,Defensive rebound by P. Siakam,,72,66
272,3,2:50.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by P. Siakam),,74,66
273,3,2:42.0,,Utah full timeout,74,66
274,3,2:42.0,O. Anunoby enters the game for S. Ibaka,,74,66
275,3,2:42.0,P. McCaw enters the game for K. Lowry,,74,66
276,3,2:42.0,,T. Bradley enters the game for R. Gobert,74,66
277,3,2:42.0,,M. Conley enters the game for D. Mitchell,74,66
278,3,2:42.0,,G. Niang enters the game for R. O'Neale,74,66
279,3,2:30.0,,T. Bradley makes 2-pt hook shot from 2 ft (assist by J. Ingles),74,68
280,3,2:14.0,O. Anunoby misses 3-pt jump shot from 23 ft,,74,68
281,3,2:13.0,,Defensive rebound by Team,74,68
282,3,2:07.0,,J. Clarkson misses 3-pt jump shot from 25 ft,74,68
283,3,2:05.0,Defensive rebound by P. Siakam,,74,68
284,3,1:51.0,M. Thomas makes 2-pt layup from 4 ft,,76,68
285,3,1:40.0,,Shooting foul by P. Siakam (drawn by J. Clarkson),76,68
286,3,1:40.0,,J. Clarkson makes free throw 1 of 2,76,69
287,3,1:40.0,,J. Clarkson makes free throw 2 of 2,76,70
288,3,1:20.0,M. Thomas misses 2-pt jump shot from 19 ft,,76,70
289,3,1:17.0,Offensive rebound by R. Hollis-Jefferson,,76,70
290,3,1:14.0,P. Siakam misses 3-pt jump shot from 23 ft,,76,70
291,3,1:11.0,,Defensive rebound by J. Clarkson,76,70
292,3,1:04.0,,Turnover by J. Ingles (lost ball; steal by P. McCaw),76,70
293,3,1:00.0,M. Thomas misses 3-pt jump shot from 26 ft,,76,70
294,3,0:57.0,,Defensive rebound by M. Conley,76,70
295,3,0:53.0,,J. Clarkson misses 2-pt layup from 2 ft,76,70
296,3,0:51.0,Defensive rebound by P. Siakam,,76,70
297,3,0:45.0,Personal foul by J. Ingles (drawn by P. Siakam),,76,70
298,3,0:45.0,Toronto full timeout,,76,70
299,3,0:35.0,P. McCaw misses 3-pt jump shot from 24 ft,,76,70
300,3,0:32.0,,Defensive rebound by J. Ingles,76,70
301,3,0:14.0,,J. Clarkson misses 3-pt jump shot from 23 ft,76,70
302,3,0:10.0,Defensive rebound by R. Hollis-Jefferson,,76,70
303,3,0:04.0,P. Siakam misses 3-pt jump shot from 25 ft,,76,70
304,3,0:04.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,76,70
305,3,0:04.0,Offensive rebound by R. Hollis-Jefferson,,76,70
306,3,0:04.0,Offensive rebound by R. Hollis-Jefferson,,76,70
307,4,11:42.0,,J. Clarkson makes 2-pt jump shot from 5 ft,76,72
308,4,11:26.0,R. Hollis-Jefferson misses 2-pt layup from 3 ft,,76,72
309,4,11:23.0,Offensive rebound by R. Hollis-Jefferson,,76,72
310,4,11:23.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,76,72
311,4,11:23.0,Offensive rebound by R. Hollis-Jefferson,,76,72
312,4,11:16.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,76,72
313,4,11:13.0,Offensive rebound by R. Hollis-Jefferson,,76,72
314,4,11:13.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft,,78,72
315,4,10:52.0,,Turnover by J. Ingles (bad pass; steal by M. Thomas),78,72
316,4,10:49.0,Personal take foul by M. Conley (drawn by M. Thomas),,78,72
317,4,10:40.0,M. Thomas makes 2-pt jump shot from 21 ft (assist by K. Lowry),,80,72
318,4,10:26.0,,Turnover by M. Conley (lost ball; steal by P. McCaw),80,72
319,4,10:21.0,P. McCaw misses 2-pt layup from 3 ft,,80,72
320,4,10:21.0,Offensive rebound by O. Anunoby,,80,72
321,4,10:21.0,O. Anunoby makes 2-pt layup from 1 ft,,82,72
322,4,10:21.0,,Utah full timeout,82,72
323,4,10:07.0,,G. Niang misses 2-pt jump shot from 7 ft,82,72
324,4,10:03.0,Defensive rebound by R. Hollis-Jefferson,,82,72
325,4,9:44.0,K. Lowry misses 3-pt jump shot from 26 ft,,82,72
326,4,9:42.0,,Defensive rebound by M. Conley,82,72
327,4,9:33.0,,G. Niang makes 3-pt jump shot from 24 ft (assist by J. Clarkson),82,75
328,4,9:16.0,Turnover by K. Lowry (bad pass; steal by G. Niang),,82,75
329,4,9:10.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by M. Conley),82,78
330,4,9:06.0,Toronto full timeout,,82,78
331,4,9:06.0,S. Ibaka enters the game for O. Anunoby,,82,78
332,4,9:06.0,P. Siakam enters the game for M. Thomas,,82,78
333,4,8:47.0,S. Ibaka misses 2-pt jump shot from 5 ft,,82,78
334,4,8:45.0,Offensive rebound by R. Hollis-Jefferson,,82,78
335,4,8:43.0,,Violation by Team (kicked ball),82,78
336,4,8:32.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by P. Siakam),,85,78
337,4,8:11.0,,M. Conley misses 2-pt jump shot from 8 ft,85,78
338,4,8:09.0,Defensive rebound by P. McCaw,,85,78
339,4,8:04.0,K. Lowry misses 2-pt layup from 3 ft,,85,78
340,4,8:02.0,,Defensive rebound by T. Bradley,85,78
341,4,7:58.0,,J. Ingles makes 3-pt jump shot from 26 ft (assist by J. Clarkson),85,81
342,4,7:38.0,Turnover by S. Ibaka (bad pass),,85,81
343,4,7:38.0,,R. Gobert enters the game for T. Bradley,85,81
344,4,7:38.0,,D. Mitchell enters the game for M. Conley,85,81
345,4,7:38.0,,R. O'Neale enters the game for G. Niang,85,81
346,4,7:21.0,,J. Clarkson misses 3-pt jump shot from 26 ft,85,81
347,4,7:18.0,Defensive rebound by P. Siakam,,85,81
348,4,7:10.0,P. Siakam misses 2-pt jump shot from 8 ft,,85,81
349,4,7:09.0,Offensive rebound by S. Ibaka,,85,81
350,4,7:09.0,Turnover by P. Siakam (off goaltending),,85,81
351,4,6:56.0,,J. Ingles makes 2-pt layup from 1 ft (assist by R. O'Neale),85,83
352,4,6:42.0,Toronto full timeout,,85,83
353,4,6:42.0,Instant Replay (Challenge: Ruling Stands),,85,83
354,4,6:35.0,P. Siakam misses 3-pt jump shot from 26 ft,,85,83
355,4,6:32.0,,Defensive rebound by J. Ingles,85,83
356,4,6:25.0,,J. Ingles makes 2-pt jump shot from 7 ft,85,85
357,4,6:08.0,Shooting foul by J. Clarkson (drawn by K. Lowry),,85,85
358,4,6:08.0,K. Lowry misses free throw 1 of 2,,85,85
359,4,6:08.0,Offensive rebound by Team,,85,85
360,4,6:08.0,K. Lowry misses free throw 2 of 2,,85,85
361,4,6:07.0,,Defensive rebound by J. Clarkson,85,85
362,4,5:48.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Clarkson),85,87
363,4,5:45.0,Toronto full timeout,,85,87
364,4,5:45.0,O. Anunoby enters the game for R. Hollis-Jefferson,,85,87
365,4,5:24.0,P. McCaw misses 3-pt jump shot from 23 ft,,85,87
366,4,5:20.0,,Defensive rebound by J. Ingles,85,87
367,4,5:16.0,,D. Mitchell misses 3-pt jump shot from 23 ft,85,87
368,4,5:14.0,Defensive rebound by Team,,85,87
369,4,5:14.0,,Loose ball foul by R. Gobert (drawn by S. Ibaka),85,87
370,4,5:01.0,Personal foul by R. Gobert (drawn by P. Siakam),,85,87
371,4,4:51.0,O. Anunoby makes 3-pt jump shot from 25 ft (assist by P. Siakam),,88,87
372,4,4:32.0,,R. O'Neale misses 3-pt jump shot from 25 ft,88,87
373,4,4:28.0,Defensive rebound by P. McCaw,,88,87
374,4,4:14.0,Shooting foul by D. Mitchell (drawn by S. Ibaka),,88,87
