,QUARTER,TIME_REMAINING,ORLANDO_ACTION,SACRAMENTO_ACTION,ORLANDO_SCORE,SACRAMENTO_SCORE
386,4,4:23.0,,D. Fox makes 2-pt jump shot from 9 ft,100,95
387,4,4:01.0,Personal foul by M. Bagley (drawn by N. Vučević),,100,95
388,4,4:01.0,N. Vučević makes free throw 1 of 2,,101,95
389,4,4:01.0,,Sacramento full timeout,101,95
390,4,4:01.0,A. Gordon enters the game for D. Augustin,,101,95
391,4,4:01.0,T. Ross enters the game for W. Iwundu,,101,95
392,4,4:01.0,,H. Barnes enters the game for M. Bagley,101,95
393,4,4:01.0,N. Vučević makes free throw 2 of 2,,102,95
394,4,3:49.0,,N. Bjelica makes 3-pt jump shot from 27 ft (assist by D. Fox),102,98
395,4,3:29.0,E. Fournier misses 2-pt layup from 7 ft,,102,98
396,4,3:24.0,Offensive rebound by M. Fultz,,102,98
397,4,3:24.0,M. Fultz misses 2-pt layup at rim,,102,98
398,4,3:24.0,,Defensive rebound by N. Bjelica,102,98
399,4,3:18.0,,D. Fox makes 2-pt layup from 2 ft,102,100
400,4,3:11.0,Orlando full timeout,,102,100
401,4,3:11.0,Orlando full timeout,,102,100
402,4,3:05.0,T. Ross makes 3-pt jump shot from 25 ft (assist by A. Gordon),,105,100
403,4,2:43.0,,D. Fox makes 2-pt jump shot from 8 ft,105,102
404,4,2:20.0,E. Fournier makes 2-pt layup from 2 ft,,107,102
405,4,2:08.0,,Turnover by D. Fox (bad pass; steal by T. Ross),107,102
406,4,1:55.0,Shooting foul by C. Joseph (drawn by E. Fournier),,107,102
407,4,1:55.0,E. Fournier makes free throw 1 of 2,,108,102
408,4,1:55.0,,M. Bagley enters the game for C. Joseph,108,102
409,4,1:55.0,E. Fournier makes free throw 2 of 2,,109,102
410,4,1:33.0,,M. Bagley makes 2-pt layup from 2 ft (assist by N. Bjelica),109,104
411,4,1:17.0,E. Fournier makes 2-pt layup from 4 ft,,111,104
412,4,1:17.0,,Sacramento full timeout,111,104
413,4,1:15.0,,N. Bjelica makes 3-pt jump shot from 27 ft (assist by H. Barnes),111,107
414,4,0:57.0,Turnover by N. Vučević (traveling),,111,107
415,4,0:49.0,,D. Fox makes 2-pt layup from 2 ft,111,109
416,4,0:23.0,E. Fournier misses 2-pt layup from 2 ft (block by D. Fox),,111,109
417,4,0:23.0,,Defensive rebound by Team,111,109
418,4,0:15.0,,D. Fox makes 2-pt layup from 3 ft,111,111
419,4,0:15.0,,Shooting foul by N. Vučević (drawn by D. Fox),111,111
420,4,0:15.0,W. Iwundu enters the game for T. Ross,,111,111
421,4,0:15.0,,D. Fox makes free throw 1 of 1,111,112
422,4,0:15.0,Orlando full timeout,,111,112
423,4,0:15.0,T. Ross enters the game for W. Iwundu,,111,112
424,4,0:15.0,,T. Ariza enters the game for N. Bjelica,111,112
425,4,0:15.0,,C. Joseph enters the game for B. Hield,111,112
426,4,0:01.0,A. Gordon makes 2-pt jump shot from 6 ft (assist by E. Fournier),,113,112
427,4,0:01.0,Shooting foul by C. Joseph (drawn by A. Gordon),,113,112
428,4,0:01.0,W. Iwundu enters the game for T. Ross,,113,112
429,4,0:01.0,,H. Giles enters the game for T. Ariza,113,112
430,4,0:01.0,A. Gordon makes free throw 1 of 1,,114,112
431,4,0:01.0,,Sacramento full timeout,114,112
432,4,0:01.0,M. Bamba enters the game for N. Vučević,,114,112
433,4,0:01.0,,T. Ariza enters the game for M. Bagley,114,112
434,4,0:01.0,,N. Bjelica enters the game for H. Giles,114,112
435,4,0:01.0,,B. Hield enters the game for C. Joseph,114,112
436,4,0:00.0,,H. Barnes misses 2-pt jump shot from 5 ft,114,112
437,4,0:00.0,,Offensive rebound by Team,114,112
