,QUARTER,TIME_REMAINING,DENVER_ACTION,ORLANDO_ACTION,DENVER_SCORE,ORLANDO_SCORE
134,2,8:19.0,J. Hernangómez misses 2-pt layup from 2 ft,,23,31
135,2,8:18.0,Offensive rebound by Team,,23,31
136,2,8:10.0,M. Beasley misses 2-pt jump shot from 10 ft,,23,31
137,2,8:08.0,,Defensive rebound by T. Ross,23,31
138,2,7:48.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by N. Vučević),23,34
139,2,7:28.0,Turnover by M. Plumlee (offensive foul),,23,34
140,2,7:28.0,Offensive foul by M. Plumlee (drawn by A. Aminu),,23,34
141,2,7:28.0,G. Harris enters the game for M. Beasley,,23,34
142,2,7:28.0,N. Jokić enters the game for M. Morris,,23,34
143,2,7:28.0,J. Murray enters the game for M. Plumlee,,23,34
144,2,7:13.0,,Turnover by D. Augustin (bad pass; steal by G. Harris),23,34
145,2,7:07.0,N. Jokić makes 3-pt jump shot from 26 ft (assist by G. Harris),,26,34
146,2,6:54.0,,N. Vučević misses 3-pt jump shot from 26 ft,26,34
147,2,6:50.0,Defensive rebound by J. Murray,,26,34
148,2,6:42.0,J. Grant makes 2-pt layup from 2 ft (assist by J. Murray),,28,34
149,2,6:35.0,,Orlando full timeout,28,34
150,2,6:35.0,P. Millsap enters the game for J. Hernangómez,,28,34
151,2,6:25.0,,Turnover by N. Vučević (traveling),28,34
152,2,6:11.0,N. Jokić misses 3-pt jump shot from 25 ft,,28,34
153,2,6:04.0,Offensive rebound by P. Millsap,,28,34
154,2,6:01.0,Shooting foul by A. Aminu (drawn by J. Murray),,28,34
155,2,6:01.0,J. Murray makes free throw 1 of 2,,29,34
156,2,6:01.0,,E. Fournier enters the game for T. Ross,29,34
157,2,6:01.0,J. Murray makes free throw 2 of 2,,30,34
158,2,5:42.0,,E. Fournier misses 2-pt jump shot from 10 ft,30,34
159,2,5:39.0,Defensive rebound by J. Murray,,30,34
160,2,5:33.0,J. Murray misses 2-pt jump shot from 18 ft,,30,34
161,2,5:31.0,,Defensive rebound by J. Isaac,30,34
162,2,5:18.0,,J. Isaac misses 3-pt jump shot from 25 ft,30,34
163,2,5:16.0,Defensive rebound by P. Millsap,,30,34
164,2,5:12.0,Personal foul by A. Aminu (drawn by P. Millsap),,30,34
165,2,5:12.0,T. Craig enters the game for J. Grant,,30,34
166,2,5:12.0,,M. Fultz enters the game for A. Aminu,30,34
167,2,5:06.0,G. Harris misses 3-pt jump shot from 26 ft,,30,34
168,2,5:02.0,,Defensive rebound by N. Vučević,30,34
169,2,4:53.0,,N. Vučević makes 2-pt jump shot from 15 ft (assist by D. Augustin),30,36
170,2,4:41.0,Personal foul by J. Isaac (drawn by P. Millsap),,30,36
171,2,4:41.0,P. Millsap makes free throw 1 of 2,,31,36
172,2,4:41.0,P. Millsap makes free throw 2 of 2,,32,36
173,2,4:24.0,,Turnover by E. Fournier (bad pass; steal by T. Craig),32,36
174,2,4:19.0,Shooting foul by N. Vučević (drawn by P. Millsap),,32,36
175,2,4:19.0,,Orlando full timeout,32,36
176,2,4:19.0,,Instant Replay (Challenge: Stands),32,36
177,2,4:19.0,P. Millsap makes free throw 1 of 2,,33,36
178,2,4:19.0,P. Millsap makes free throw 2 of 2,,34,36
179,2,4:02.0,,N. Vučević misses 2-pt layup from 2 ft,34,36
180,2,4:00.0,Defensive rebound by P. Millsap,,34,36
181,2,3:47.0,Turnover by J. Murray (lost ball; steal by M. Fultz),,34,36
182,2,3:38.0,,N. Vučević makes 2-pt jump shot from 8 ft,34,38
183,2,3:38.0,,Shooting foul by N. Jokić (drawn by N. Vučević),34,38
184,2,3:38.0,,N. Vučević makes free throw 1 of 1,34,39
185,2,3:38.0,,A. Gordon enters the game for D. Augustin,34,39
186,2,3:23.0,N. Jokić misses 2-pt jump shot from 17 ft,,34,39
187,2,3:18.0,,Defensive rebound by A. Gordon,34,39
188,2,3:06.0,,E. Fournier makes 2-pt jump shot from 21 ft,34,41
189,2,2:45.0,N. Jokić misses 3-pt jump shot from 26 ft,,34,41
190,2,2:42.0,,Defensive rebound by A. Gordon,34,41
191,2,2:37.0,,Shooting foul by T. Craig (drawn by A. Gordon),34,41
192,2,2:37.0,,A. Gordon makes free throw 1 of 2,34,42
193,2,2:37.0,,A. Gordon misses free throw 2 of 2,34,42
194,2,2:37.0,Defensive rebound by P. Millsap,,34,42
195,2,2:23.0,P. Millsap makes 2-pt layup from 2 ft,,36,42
196,2,2:10.0,,M. Fultz misses 3-pt jump shot from 25 ft,36,42
197,2,2:07.0,Defensive rebound by N. Jokić,,36,42
198,2,1:57.0,G. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),,39,42
199,2,1:38.0,,Turnover by E. Fournier (bad pass; steal by J. Murray),39,42
200,2,1:24.0,T. Craig misses 3-pt jump shot from 25 ft,,39,42
201,2,1:21.0,,Defensive rebound by J. Isaac,39,42
202,2,0:59.0,,N. Vučević misses 2-pt jump shot from 16 ft,39,42
203,2,0:58.0,Defensive rebound by N. Jokić,,39,42
204,2,0:43.0,N. Jokić misses 2-pt layup from 4 ft (block by J. Isaac),,39,42
205,2,0:40.0,,Defensive rebound by N. Vučević,39,42
206,2,0:32.0,,J. Isaac misses 2-pt layup from 3 ft,39,42
207,2,0:30.0,,Offensive rebound by N. Vučević,39,42
208,2,0:27.0,,E. Fournier misses 3-pt jump shot from 26 ft,39,42
209,2,0:25.0,Defensive rebound by P. Millsap,,39,42
210,2,0:06.0,Shooting foul by N. Vučević (drawn by N. Jokić),,39,42
211,2,0:06.0,N. Jokić misses free throw 1 of 2,,39,42
212,2,0:06.0,Offensive rebound by Team,,39,42
213,2,0:06.0,J. Grant enters the game for P. Millsap,,39,42
214,2,0:06.0,,K. Birch enters the game for N. Vučević,39,42
215,2,0:06.0,N. Jokić makes free throw 2 of 2,,40,42
216,2,0:02.0,,M. Fultz makes 2-pt layup from 2 ft,40,44
217,2,0:02.0,,Shooting foul by J. Murray (drawn by M. Fultz),40,44
218,2,0:02.0,,M. Fultz makes free throw 1 of 1,40,45
219,2,0:00.0,J. Murray misses 2-pt jump shot from 20 ft (block by J. Isaac),,40,45
220,2,0:00.0,Offensive rebound by Team,,40,45
221,3,11:37.0,,A. Gordon makes 2-pt hook shot from 5 ft,40,47
222,3,11:21.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by G. Harris),,43,47
223,3,11:03.0,,Personal foul by T. Craig (drawn by A. Gordon),43,47
224,3,10:57.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by J. Isaac),43,50
225,3,10:42.0,G. Harris misses 3-pt jump shot from 23 ft,,43,50
226,3,10:39.0,Offensive rebound by P. Millsap,,43,50
227,3,10:34.0,N. Jokić makes 3-pt jump shot from 26 ft (assist by T. Craig),,46,50
228,3,10:08.0,,A. Gordon makes 2-pt jump shot from 9 ft (assist by E. Fournier),46,52
229,3,9:51.0,G. Harris makes 2-pt layup from 2 ft,,48,52
230,3,9:35.0,,N. Vučević misses 3-pt jump shot from 26 ft,48,52
231,3,9:32.0,Defensive rebound by P. Millsap,,48,52
232,3,9:21.0,N. Jokić makes 2-pt layup from 2 ft (assist by J. Murray),,50,52
233,3,9:10.0,,Shooting foul by P. Millsap (drawn by N. Vučević),50,52
234,3,9:10.0,,N. Vučević makes free throw 1 of 2,50,53
235,3,9:10.0,,N. Vučević makes free throw 2 of 2,50,54
236,3,9:00.0,Turnover by J. Murray (bad pass; steal by M. Fultz),,50,54
237,3,8:56.0,,A. Gordon makes 2-pt dunk from 2 ft (assist by M. Fultz),50,56
238,3,8:38.0,G. Harris misses 2-pt jump shot from 10 ft,,50,56
239,3,8:36.0,,Defensive rebound by A. Gordon,50,56
240,3,8:30.0,,M. Fultz makes 2-pt layup from 1 ft (assist by A. Gordon),50,58
241,3,8:30.0,Denver full timeout,,50,58
242,3,8:21.0,Shooting foul by J. Isaac (drawn by P. Millsap),,50,58
243,3,8:21.0,P. Millsap makes free throw 1 of 3,,51,58
244,3,8:21.0,P. Millsap makes free throw 2 of 3,,52,58
245,3,8:21.0,P. Millsap makes free throw 3 of 3,,53,58
246,3,8:05.0,,A. Gordon misses 2-pt hook shot from 11 ft (block by P. Millsap),53,58
247,3,8:00.0,Defensive rebound by G. Harris,,53,58
248,3,7:42.0,N. Jokić misses 2-pt jump shot from 11 ft,,53,58
249,3,7:39.0,Offensive rebound by Team,,53,58
250,3,7:26.0,N. Jokić misses 3-pt jump shot from 27 ft,,53,58
251,3,7:26.0,Offensive rebound by J. Murray,,53,58
252,3,7:14.0,P. Millsap misses 2-pt hook shot from 6 ft (block by J. Isaac),,53,58
253,3,7:07.0,,Defensive rebound by Team,53,58
254,3,6:59.0,,E. Fournier misses 2-pt jump shot from 13 ft,53,58
255,3,6:57.0,Defensive rebound by T. Craig,,53,58
256,3,6:50.0,J. Murray makes 2-pt layup from 1 ft,,55,58
257,3,6:50.0,,Orlando full timeout,55,58
258,3,6:28.0,,M. Fultz misses 2-pt jump shot from 11 ft,55,58
259,3,6:26.0,Defensive rebound by N. Jokić,,55,58
260,3,6:19.0,J. Murray makes 2-pt layup from 3 ft,,57,58
261,3,6:06.0,,J. Isaac misses 2-pt jump shot from 17 ft,57,58
262,3,6:02.0,Defensive rebound by N. Jokić,,57,58
263,3,5:51.0,J. Murray misses 3-pt jump shot from 23 ft,,57,58
264,3,5:47.0,Offensive rebound by T. Craig,,57,58
265,3,5:46.0,T. Craig misses 2-pt layup from 3 ft,,57,58
266,3,5:46.0,,Defensive rebound by A. Gordon,57,58
267,3,5:37.0,,A. Gordon makes 2-pt layup from 2 ft,57,60
268,3,5:15.0,N. Jokić makes 2-pt hook shot from 5 ft,,59,60
269,3,5:03.0,,M. Fultz misses 2-pt layup from 2 ft,59,60
270,3,5:01.0,Defensive rebound by P. Millsap,,59,60
271,3,4:59.0,Shooting foul by J. Isaac (drawn by T. Craig),,59,60
272,3,4:59.0,T. Craig misses free throw 1 of 2,,59,60
273,3,4:59.0,Offensive rebound by Team,,59,60
274,3,4:59.0,,A. Aminu enters the game for E. Fournier,59,60
275,3,4:59.0,,D. Augustin enters the game for M. Fultz,59,60
276,3,4:59.0,,T. Ross enters the game for J. Isaac,59,60
277,3,4:59.0,T. Craig misses free throw 2 of 2,,59,60
278,3,4:56.0,,Defensive rebound by T. Ross,59,60
279,3,4:37.0,,T. Ross misses 3-pt jump shot from 26 ft,59,60
280,3,4:31.0,Defensive rebound by N. Jokić,,59,60
281,3,4:25.0,J. Murray misses 2-pt jump shot from 8 ft,,59,60
282,3,4:23.0,,Defensive rebound by A. Aminu,59,60
283,3,4:17.0,,A. Gordon misses 3-pt jump shot from 24 ft,59,60
284,3,4:17.0,Defensive rebound by Team,,59,60
285,3,4:17.0,J. Grant enters the game for P. Millsap,,59,60
286,3,4:01.0,Shooting foul by A. Aminu (drawn by T. Craig),,59,60
287,3,4:01.0,T. Craig makes free throw 1 of 2,,60,60
288,3,4:01.0,,M. Bamba enters the game for N. Vučević,60,60
289,3,4:01.0,T. Craig makes free throw 2 of 2,,61,60
290,3,3:36.0,,Turnover by Team (shot clock),61,60
291,3,3:36.0,M. Porter enters the game for T. Craig,,61,60
292,3,3:25.0,Shooting foul by M. Bamba (drawn by N. Jokić),,61,60
293,3,3:25.0,N. Jokić makes free throw 1 of 2,,62,60
294,3,3:25.0,N. Jokić makes free throw 2 of 2,,63,60
295,3,3:13.0,,D. Augustin misses 2-pt layup from 2 ft,63,60
296,3,3:05.0,,Offensive rebound by A. Gordon,63,60
297,3,3:05.0,,A. Gordon makes 2-pt layup from 1 ft,63,62
298,3,3:00.0,M. Porter misses 2-pt dunk from 2 ft (block by T. Ross),,63,62
299,3,2:56.0,Offensive rebound by M. Porter,,63,62
300,3,2:55.0,M. Porter makes 2-pt dunk from 1 ft,,65,62
301,3,2:44.0,,A. Gordon misses 3-pt jump shot from 25 ft,65,62
302,3,2:44.0,Defensive rebound by M. Porter,,65,62
303,3,2:34.0,Shooting foul by M. Bamba (drawn by J. Grant),,65,62
304,3,2:34.0,J. Grant makes free throw 1 of 2,,66,62
305,3,2:34.0,M. Morris enters the game for N. Jokić,,66,62
306,3,2:34.0,M. Plumlee enters the game for J. Murray,,66,62
307,3,2:34.0,J. Grant misses free throw 2 of 2,,66,62
308,3,2:30.0,,Defensive rebound by M. Bamba,66,62
309,3,2:18.0,,M. Bamba misses 2-pt layup from 2 ft,66,62
310,3,2:13.0,,Offensive rebound by T. Ross,66,62
311,3,2:12.0,,T. Ross misses 3-pt jump shot from 26 ft,66,62
312,3,2:12.0,,Offensive rebound by A. Aminu,66,62
313,3,2:06.0,,A. Aminu misses 2-pt layup from 1 ft,66,62
314,3,2:05.0,,Offensive rebound by M. Bamba,66,62
315,3,2:04.0,,M. Bamba misses 2-pt layup from 2 ft (block by J. Grant),66,62
316,3,2:04.0,Defensive rebound by G. Harris,,66,62
317,3,1:55.0,M. Morris misses 2-pt jump shot from 17 ft,,66,62
318,3,1:51.0,,Defensive rebound by A. Aminu,66,62
319,3,1:48.0,,Personal foul by M. Plumlee (drawn by D. Augustin),66,62
320,3,1:48.0,M. Beasley enters the game for G. Harris,,66,62
321,3,1:35.0,,A. Gordon misses 2-pt dunk from 1 ft,66,62
322,3,1:34.0,,Offensive rebound by D. Augustin,66,62
323,3,1:23.0,,T. Ross misses 2-pt layup from 2 ft,66,62
324,3,1:23.0,Defensive rebound by Team,,66,62
325,3,1:23.0,,Loose ball foul by A. Gordon (drawn by M. Plumlee),66,62
326,3,1:23.0,M. Plumlee makes free throw 1 of 2,,67,62
327,3,1:23.0,M. Plumlee makes free throw 2 of 2,,68,62
328,3,1:10.0,,Personal foul by M. Plumlee (drawn by M. Bamba),68,62
329,3,1:10.0,,M. Bamba misses free throw 1 of 2,68,62
330,3,1:10.0,,Offensive rebound by Team,68,62
331,3,1:10.0,J. Hernangómez enters the game for M. Plumlee,,68,62
332,3,1:10.0,,M. Bamba makes free throw 2 of 2,68,63
333,3,0:48.0,M. Beasley misses 2-pt jump shot from 6 ft,,68,63
334,3,0:45.0,,Defensive rebound by M. Bamba,68,63
335,3,0:37.0,,T. Ross misses 3-pt jump shot from 25 ft,68,63
336,3,0:34.0,Defensive rebound by M. Morris,,68,63
337,3,0:28.0,Shooting foul by M. Bamba (drawn by M. Morris),,68,63
338,3,0:28.0,M. Morris misses free throw 1 of 2,,68,63
339,3,0:28.0,Offensive rebound by Team,,68,63
340,3,0:28.0,T. Craig enters the game for J. Hernangómez,,68,63
341,3,0:28.0,,K. Birch enters the game for M. Bamba,68,63
342,3,0:28.0,M. Morris makes free throw 2 of 2,,69,63
343,3,0:06.0,,A. Aminu misses 3-pt jump shot from 25 ft,69,63
344,3,0:03.0,Defensive rebound by M. Morris,,69,63
345,3,0:00.0,M. Beasley misses 3-pt jump shot from 28 ft,,69,63
346,3,0:00.0,Offensive rebound by Team,,69,63
347,4,11:41.0,Turnover by M. Beasley (discontinued dribble),,69,63
348,4,11:26.0,,J. Isaac makes 2-pt dunk from 1 ft (assist by K. Birch),69,65
349,4,11:14.0,J. Hernangómez misses 3-pt jump shot from 27 ft,,69,65
350,4,11:10.0,,Defensive rebound by K. Birch,69,65
351,4,11:02.0,,D. Augustin makes 2-pt layup from 3 ft,69,67
352,4,10:43.0,M. Morris makes 3-pt jump shot from 23 ft (assist by M. Plumlee),,72,67
353,4,10:33.0,,Turnover by T. Ross (bad pass),72,67
354,4,10:18.0,M. Morris makes 2-pt jump shot from 10 ft,,74,67
355,4,9:54.0,,A. Aminu misses 2-pt layup from 2 ft,74,67
356,4,9:54.0,,Offensive rebound by Team,74,67
357,4,9:48.0,,T. Ross makes 2-pt jump shot from 17 ft (assist by D. Augustin),74,69
358,4,9:32.0,J. Grant misses 2-pt layup from 5 ft (block by A. Aminu),,74,69
359,4,9:31.0,,Defensive rebound by A. Aminu,74,69
360,4,9:28.0,,Offensive foul by A. Aminu (drawn by M. Morris),74,69
361,4,9:28.0,,Turnover by A. Aminu (offensive foul),74,69
362,4,9:15.0,M. Morris misses 2-pt jump shot from 16 ft,,74,69
363,4,9:11.0,Offensive rebound by Team,,74,69
364,4,9:04.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,77,69
365,4,8:37.0,,J. Isaac misses 2-pt layup from 2 ft,77,69
366,4,8:36.0,Defensive rebound by M. Plumlee,,77,69
367,4,8:31.0,Turnover by J. Grant (step out of bounds),,77,69
368,4,8:31.0,,N. Vučević enters the game for K. Birch,77,69
369,4,8:16.0,,T. Ross makes 2-pt layup from 2 ft,77,71
370,4,7:52.0,M. Plumlee misses 3-pt jump shot from 25 ft,,77,71
371,4,7:51.0,Offensive rebound by Team,,77,71
372,4,7:51.0,Turnover by Team (shot clock),,77,71
373,4,7:51.0,G. Harris enters the game for M. Beasley,,77,71
374,4,7:26.0,,N. Vučević makes 2-pt layup from 3 ft (assist by A. Aminu),77,73
375,4,7:03.0,G. Harris misses 3-pt jump shot from 27 ft,,77,73
376,4,7:00.0,,Defensive rebound by A. Aminu,77,73
377,4,6:46.0,,Turnover by J. Isaac (bad pass; steal by M. Morris),77,73
378,4,6:34.0,J. Grant misses 2-pt layup from 3 ft,,77,73
379,4,6:27.0,Offensive rebound by M. Plumlee,,77,73
380,4,6:27.0,M. Plumlee misses 2-pt layup at rim,,77,73
381,4,6:26.0,,Defensive rebound by A. Aminu,77,73
382,4,6:21.0,,T. Ross makes 3-pt jump shot from 27 ft (assist by D. Augustin),77,76
383,4,6:20.0,Denver full timeout,,77,76
384,4,6:20.0,T. Craig enters the game for J. Grant,,77,76
385,4,6:20.0,N. Jokić enters the game for J. Hernangómez,,77,76
386,4,6:20.0,P. Millsap enters the game for M. Morris,,77,76
387,4,6:20.0,J. Murray enters the game for M. Plumlee,,77,76
388,4,6:20.0,,E. Fournier enters the game for T. Ross,77,76
389,4,6:09.0,G. Harris makes 2-pt jump shot from 12 ft (assist by N. Jokić),,79,76
390,4,5:45.0,,E. Fournier misses 3-pt jump shot from 27 ft,79,76
391,4,5:43.0,Defensive rebound by N. Jokić,,79,76
392,4,5:25.0,N. Jokić misses 3-pt jump shot from 28 ft,,79,76
