,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,LA LAKERS_ACTION,PHILADELPHIA_SCORE,LA LAKERS_SCORE
86,1,3:01.0,T. Harris misses 2-pt jump shot from 7 ft,,23,18
87,1,2:58.0,,Defensive rebound by A. Davis,23,18
88,1,2:46.0,,Turnover by R. Rondo (step out of bounds),23,18
89,1,2:46.0,R. Neto enters the game for T. Harris,,23,18
90,1,2:46.0,N. Pelle enters the game for A. Horford,,23,18
91,1,2:46.0,M. Scott enters the game for S. Milton,,23,18
92,1,2:25.0,Turnover by R. Neto (bad pass; steal by A. Davis),,23,18
93,1,2:19.0,,K. Kuzma makes 2-pt layup from 2 ft,23,20
94,1,2:05.0,N. Pelle misses 2-pt layup from 2 ft,,23,20
95,1,2:02.0,Offensive rebound by N. Pelle,,23,20
96,1,2:02.0,N. Pelle misses 2-pt layup at rim,,23,20
97,1,2:02.0,,Defensive rebound by A. Davis,23,20
98,1,1:56.0,,M. Morris misses 3-pt jump shot from 23 ft,23,20
99,1,1:51.0,,Offensive rebound by K. Kuzma,23,20
100,1,1:51.0,,K. Kuzma misses 2-pt layup from 1 ft,23,20
101,1,1:50.0,Defensive rebound by M. Scott,,23,20
102,1,1:41.0,F. Korkmaz makes 2-pt layup from 4 ft (assist by R. Neto),,25,20
103,1,1:25.0,,A. Davis makes 2-pt layup from 3 ft,25,22
104,1,1:25.0,,Shooting foul by N. Pelle (drawn by A. Davis),25,22
105,1,1:25.0,,A. Davis makes free throw 1 of 1,25,23
106,1,1:15.0,Personal foul by K. Caldwell-Pope (drawn by F. Korkmaz),,25,23
107,1,1:15.0,,L. James enters the game for A. Davis,25,23
108,1,1:03.0,F. Korkmaz makes 3-pt jump shot from 26 ft,,28,23
109,1,0:50.0,,K. Kuzma makes 3-pt jump shot from 26 ft (assist by L. James),28,26
110,1,0:33.0,R. Neto makes 2-pt jump shot from 3 ft,,30,26
111,1,0:26.0,,Shooting foul by N. Pelle (drawn by M. Morris),30,26
112,1,0:26.0,A. Horford enters the game for N. Pelle,,30,26
113,1,0:26.0,,M. Morris makes free throw 1 of 2,30,27
114,1,0:26.0,,M. Morris makes free throw 2 of 2,30,28
115,1,0:09.0,F. Korkmaz misses 3-pt jump shot from 27 ft,,30,28
116,1,0:06.0,Offensive rebound by G. Robinson,,30,28
117,1,0:06.0,G. Robinson makes 2-pt layup at rim,,32,28
118,1,0:02.0,,Turnover by M. Morris (bad pass; steal by F. Korkmaz),32,28
119,1,0:00.0,R. Neto makes 3-pt jump shot from 28 ft,,35,28
120,2,11:40.0,,K. Caldwell-Pope makes 2-pt jump shot from 11 ft,35,30
121,2,11:24.0,M. Scott misses 3-pt jump shot from 28 ft,,35,30
122,2,11:21.0,,Defensive rebound by L. James,35,30
123,2,11:14.0,,L. James misses 2-pt jump shot from 6 ft,35,30
124,2,11:12.0,Defensive rebound by F. Korkmaz,,35,30
125,2,10:57.0,R. Neto misses 2-pt layup from 4 ft (block by L. James),,35,30
126,2,10:57.0,,Defensive rebound by Team,35,30
127,2,10:38.0,,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,35,30
128,2,10:35.0,Defensive rebound by G. Robinson,,35,30
129,2,10:29.0,R. Neto makes 2-pt layup from 2 ft,,37,30
130,2,10:16.0,,R. Rondo misses 2-pt jump shot from 19 ft,37,30
131,2,10:13.0,Defensive rebound by G. Robinson,,37,30
132,2,10:12.0,Personal foul by R. Rondo (drawn by G. Robinson),,37,30
133,2,9:58.0,F. Korkmaz misses 3-pt jump shot from 27 ft,,37,30
134,2,9:58.0,,Defensive rebound by Team,37,30
135,2,9:45.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,37,30
136,2,9:40.0,,Offensive rebound by L. James,37,30
137,2,9:40.0,,L. James misses 2-pt layup from 1 ft,37,30
138,2,9:40.0,Defensive rebound by M. Scott,,37,30
139,2,9:36.0,G. Robinson makes 2-pt jump shot from 15 ft (assist by R. Neto),,39,30
140,2,9:26.0,,L. James misses 3-pt jump shot from 26 ft,39,30
141,2,9:23.0,Defensive rebound by M. Scott,,39,30
142,2,9:17.0,G. Robinson makes 2-pt jump shot from 4 ft (assist by R. Neto),,41,30
143,2,9:16.0,,LA Lakers full timeout,41,30
144,2,9:16.0,M. Thybulle enters the game for F. Korkmaz,,41,30
145,2,9:16.0,,A. Bradley enters the game for K. Caldwell-Pope,41,30
146,2,9:16.0,,D. Green enters the game for R. Rondo,41,30
147,2,9:01.0,,Shooting foul by M. Scott (drawn by L. James),41,30
148,2,9:01.0,,L. James misses free throw 1 of 2,41,30
149,2,9:01.0,,Offensive rebound by Team,41,30
150,2,9:01.0,,L. James makes free throw 2 of 2,41,31
151,2,8:49.0,G. Robinson makes 3-pt jump shot from 27 ft (assist by R. Neto),,44,31
152,2,8:29.0,,D. Green misses 2-pt jump shot from 6 ft,44,31
153,2,8:28.0,Defensive rebound by A. Burks,,44,31
154,2,8:22.0,Turnover by M. Thybulle (bad pass; steal by D. Howard),,44,31
155,2,8:22.0,A. Horford enters the game for M. Scott,,44,31
156,2,8:22.0,,A. Davis enters the game for M. Morris,44,31
157,2,8:05.0,,A. Bradley misses 3-pt jump shot from 27 ft,44,31
158,2,8:02.0,,Offensive rebound by A. Davis,44,31
159,2,8:02.0,,A. Davis makes 2-pt dunk from 1 ft,44,33
160,2,8:02.0,Philadelphia full timeout,,44,33
161,2,8:02.0,T. Harris enters the game for R. Neto,,44,33
162,2,8:02.0,S. Milton enters the game for G. Robinson,,44,33
163,2,7:39.0,A. Horford misses 3-pt jump shot from 27 ft,,44,33
164,2,7:36.0,,Defensive rebound by L. James,44,33
165,2,7:23.0,,D. Howard makes 2-pt dunk from 1 ft (assist by L. James),44,35
166,2,7:05.0,Shooting foul by D. Howard (drawn by A. Burks),,44,35
167,2,7:05.0,A. Burks misses free throw 1 of 2,,44,35
168,2,7:05.0,Offensive rebound by Team,,44,35
169,2,7:05.0,,R. Rondo enters the game for L. James,44,35
170,2,7:05.0,A. Burks makes free throw 2 of 2,,45,35
171,2,6:59.0,,Personal foul by S. Milton (drawn by R. Rondo),45,35
172,2,6:53.0,,D. Green makes 3-pt jump shot from 27 ft (assist by R. Rondo),45,38
173,2,6:35.0,Turnover by T. Harris (bad pass; steal by A. Davis),,45,38
174,2,6:35.0,,Personal foul by T. Harris (drawn by A. Davis),45,38
175,2,6:18.0,,Shooting foul by S. Milton (drawn by A. Davis),45,38
176,2,6:18.0,,A. Davis makes free throw 1 of 2,45,39
177,2,6:18.0,,A. Davis makes free throw 2 of 2,45,40
178,2,5:54.0,T. Harris makes 3-pt jump shot from 24 ft (assist by S. Milton),,48,40
179,2,5:30.0,,R. Rondo makes 3-pt jump shot from 27 ft,48,43
180,2,5:18.0,Shooting foul by R. Rondo (drawn by A. Burks),,48,43
181,2,5:18.0,A. Burks makes free throw 1 of 2,,49,43
182,2,5:18.0,G. Robinson enters the game for M. Thybulle,,49,43
183,2,5:18.0,A. Burks makes free throw 2 of 2,,50,43
184,2,5:04.0,,A. Davis makes 3-pt jump shot from 23 ft (assist by A. Bradley),50,46
185,2,4:41.0,A. Burks misses 3-pt jump shot from 27 ft,,50,46
186,2,4:38.0,,Defensive rebound by A. Bradley,50,46
187,2,4:35.0,,Personal foul by T. Harris (drawn by D. Howard),50,46
188,2,4:35.0,,D. Howard makes free throw 1 of 2,50,47
189,2,4:35.0,F. Korkmaz enters the game for A. Burks,,50,47
190,2,4:35.0,M. Scott enters the game for T. Harris,,50,47
191,2,4:35.0,,D. Howard makes free throw 2 of 2,50,48
192,2,4:18.0,Turnover by A. Horford (bad pass),,50,48
193,2,4:18.0,,K. Kuzma enters the game for D. Howard,50,48
194,2,4:05.0,,A. Davis makes 2-pt dunk from 1 ft (assist by R. Rondo),50,50
195,2,3:40.0,Shooting foul by D. Green (drawn by A. Horford),,50,50
196,2,3:40.0,A. Horford makes free throw 1 of 2,,51,50
197,2,3:40.0,,K. Caldwell-Pope enters the game for D. Green,51,50
198,2,3:40.0,,L. James enters the game for R. Rondo,51,50
199,2,3:40.0,A. Horford makes free throw 2 of 2,,52,50
200,2,3:27.0,,L. James makes 2-pt layup from 2 ft (assist by A. Bradley),52,52
201,2,3:03.0,F. Korkmaz misses 2-pt jump shot from 16 ft,,52,52
202,2,3:01.0,,Defensive rebound by A. Bradley,52,52
203,2,2:54.0,,K. Caldwell-Pope misses 2-pt jump shot from 11 ft,52,52
204,2,2:51.0,Defensive rebound by F. Korkmaz,,52,52
205,2,2:40.0,Offensive foul by S. Milton (drawn by A. Bradley),,52,52
206,2,2:40.0,Turnover by S. Milton (offensive foul),,52,52
207,2,2:40.0,R. Neto enters the game for S. Milton,,52,52
208,2,2:32.0,,L. James makes 2-pt jump shot from 18 ft,52,54
209,2,2:09.0,A. Horford misses 2-pt hook shot from 4 ft,,52,54
210,2,2:08.0,,Defensive rebound by A. Davis,52,54
211,2,2:00.0,,A. Davis makes 2-pt jump shot from 5 ft,52,56
212,2,1:38.0,R. Neto misses 3-pt jump shot from 27 ft,,52,56
213,2,1:34.0,,Defensive rebound by L. James,52,56
214,2,1:26.0,,A. Davis makes 3-pt jump shot from 27 ft (assist by A. Bradley),52,59
215,2,1:09.0,F. Korkmaz misses 2-pt jump shot from 7 ft,,52,59
216,2,1:08.0,Offensive rebound by A. Horford,,52,59
217,2,1:08.0,A. Horford makes 2-pt layup at rim,,54,59
218,2,1:08.0,Shooting foul by A. Davis (drawn by A. Horford),,54,59
219,2,1:08.0,A. Horford misses free throw 1 of 1,,54,59
220,2,1:06.0,,Defensive rebound by K. Kuzma,54,59
221,2,0:48.0,,A. Davis makes 2-pt dunk from 1 ft (assist by L. James),54,61
222,2,0:30.0,Turnover by A. Horford (lost ball; steal by A. Bradley),,54,61
223,2,0:28.0,,K. Caldwell-Pope makes 2-pt dunk from 1 ft (assist by L. James),54,63
224,2,0:09.0,Turnover by R. Neto (bad pass; steal by A. Davis),,54,63
225,2,0:06.0,,A. Davis makes 2-pt dunk from 1 ft,54,65
226,2,0:00.0,G. Robinson misses 2-pt jump shot from 10 ft (block by L. James),,54,65
227,2,0:00.0,Offensive rebound by Team,,54,65
228,3,11:47.0,,A. Davis makes 3-pt jump shot from 23 ft (assist by D. Green),54,68
229,3,11:25.0,A. Horford misses 3-pt jump shot from 26 ft,,54,68
230,3,11:22.0,,Defensive rebound by A. Davis,54,68
231,3,11:17.0,,L. James makes 2-pt jump shot from 12 ft,54,70
232,3,11:02.0,Personal foul by J. McGee (drawn by S. Milton),,54,70
233,3,10:53.0,M. Thybulle misses 3-pt jump shot from 26 ft,,54,70
234,3,10:50.0,,Defensive rebound by A. Davis,54,70
235,3,10:46.0,,L. James makes 3-pt jump shot from 36 ft,54,73
236,3,10:44.0,Philadelphia full timeout,,54,73
237,3,10:26.0,Turnover by S. Milton (bad pass; steal by A. Davis),,54,73
238,3,10:22.0,,J. McGee makes 2-pt dunk from 1 ft (assist by L. James),54,75
239,3,10:07.0,S. Milton makes 3-pt jump shot from 26 ft (assist by M. Thybulle),,57,75
240,3,9:50.0,,A. Bradley misses 2-pt jump shot from 6 ft,57,75
241,3,9:50.0,Defensive rebound by Team,,57,75
242,3,9:41.0,T. Harris misses 3-pt jump shot from 23 ft,,57,75
243,3,9:37.0,Offensive rebound by M. Thybulle,,57,75
244,3,9:35.0,S. Milton makes 3-pt jump shot from 30 ft (assist by M. Thybulle),,60,75
245,3,9:18.0,,A. Bradley makes 2-pt jump shot from 20 ft (assist by L. James),60,77
246,3,9:04.0,S. Milton misses 3-pt jump shot from 27 ft,,60,77
247,3,9:03.0,,Defensive rebound by J. McGee,60,77
248,3,8:50.0,,L. James misses 2-pt jump shot from 14 ft,60,77
249,3,8:47.0,Defensive rebound by M. Scott,,60,77
250,3,8:38.0,T. Harris makes 2-pt jump shot from 18 ft (assist by S. Milton),,62,77
251,3,8:19.0,,Turnover by L. James (lost ball; steal by A. Horford),62,77
252,3,8:14.0,Turnover by S. Milton (lost ball; steal by A. Bradley),,62,77
253,3,8:14.0,,Personal foul by S. Milton (drawn by D. Green),62,77
254,3,8:00.0,,Shooting foul by A. Horford (drawn by A. Davis),62,77
255,3,8:00.0,,A. Davis misses free throw 1 of 2,62,77
256,3,8:00.0,,Offensive rebound by Team,62,77
257,3,8:00.0,A. Burks enters the game for S. Milton,,62,77
258,3,8:00.0,,A. Davis makes free throw 2 of 2,62,78
259,3,7:51.0,Shooting foul by J. McGee (drawn by A. Burks),,62,78
260,3,7:51.0,A. Burks makes free throw 1 of 2,,63,78
261,3,7:51.0,G. Robinson enters the game for A. Horford,,63,78
262,3,7:51.0,A. Burks makes free throw 2 of 2,,64,78
263,3,7:35.0,,J. McGee makes 2-pt dunk from 1 ft (assist by L. James),64,80
264,3,7:18.0,M. Thybulle makes 2-pt layup from 2 ft (assist by M. Scott),,66,80
265,3,7:02.0,,Turnover by L. James (bad pass; steal by G. Robinson),66,80
266,3,6:54.0,G. Robinson makes 3-pt jump shot from 26 ft (assist by T. Harris),,69,80
267,3,6:52.0,,LA Lakers full timeout,69,80
268,3,6:41.0,,Turnover by D. Green (bad pass; steal by M. Thybulle),69,80
269,3,6:33.0,A. Burks misses 3-pt jump shot from 27 ft,,69,80
270,3,6:28.0,,Defensive rebound by D. Green,69,80
271,3,6:16.0,,L. James misses 2-pt layup from 2 ft,69,80
272,3,6:13.0,Defensive rebound by T. Harris,,69,80
273,3,6:11.0,T. Harris makes 2-pt jump shot from 14 ft,,71,80
274,3,5:51.0,,L. James makes 2-pt layup from 2 ft,71,82
275,3,5:35.0,A. Burks misses 2-pt layup from 2 ft (block by J. McGee),,71,82
276,3,5:29.0,,Defensive rebound by L. James,71,82
277,3,5:27.0,,A. Bradley misses 3-pt jump shot from 26 ft,71,82
278,3,5:22.0,,Offensive rebound by D. Green,71,82
279,3,5:22.0,,D. Green makes 2-pt dunk at rim,71,84
280,3,5:06.0,G. Robinson makes 3-pt jump shot from 26 ft (assist by M. Scott),,74,84
281,3,4:45.0,,L. James makes 3-pt jump shot from 27 ft,74,87
282,3,4:27.0,G. Robinson misses 2-pt jump shot from 19 ft,,74,87
283,3,4:26.0,,Defensive rebound by Team,74,87
284,3,4:26.0,Loose ball foul by A. Burks (drawn by L. James),,74,87
285,3,4:26.0,F. Korkmaz enters the game for M. Thybulle,,74,87
286,3,4:26.0,,K. Caldwell-Pope enters the game for D. Green,74,87
287,3,4:26.0,,K. Kuzma enters the game for L. James,74,87
288,3,4:26.0,,R. Rondo enters the game for J. McGee,74,87
289,3,4:06.0,,K. Kuzma misses 3-pt jump shot from 28 ft,74,87
290,3,4:02.0,,Offensive rebound by K. Caldwell-Pope,74,87
291,3,3:51.0,,R. Rondo makes 2-pt layup from 2 ft,74,89
292,3,3:33.0,A. Burks misses 3-pt jump shot from 28 ft,,74,89
293,3,3:29.0,,Defensive rebound by A. Bradley,74,89
294,3,3:20.0,,R. Rondo misses 3-pt jump shot from 28 ft,74,89
295,3,3:17.0,,Offensive rebound by A. Davis,74,89
296,3,3:17.0,,Shooting foul by T. Harris (drawn by A. Davis),74,89
297,3,3:17.0,,A. Davis makes free throw 1 of 2,74,90
298,3,3:17.0,A. Horford enters the game for M. Scott,,74,90
299,3,3:17.0,,M. Morris enters the game for A. Bradley,74,90
300,3,3:17.0,,A. Davis makes free throw 2 of 2,74,91
301,3,2:57.0,A. Horford misses 2-pt hook shot from 4 ft (block by A. Davis),,74,91
302,3,2:54.0,,Defensive rebound by A. Davis,74,91
303,3,2:47.0,,A. Davis makes 2-pt layup from 3 ft,74,93
304,3,2:47.0,Philadelphia full timeout,,74,93
305,3,2:34.0,Personal foul by K. Kuzma (drawn by T. Harris),,74,93
306,3,2:25.0,T. Harris misses 2-pt jump shot from 11 ft,,74,93
307,3,2:23.0,,Defensive rebound by A. Davis,74,93
308,3,2:09.0,,R. Rondo misses 2-pt layup from 5 ft,74,93
309,3,2:08.0,Defensive rebound by A. Horford,,74,93
310,3,2:01.0,,Violation by Team (kicked ball),74,93
311,3,1:51.0,A. Horford misses 2-pt jump shot from 15 ft,,74,93
312,3,1:47.0,,Defensive rebound by A. Davis,74,93
313,3,1:39.0,,Turnover by A. Davis (lost ball; steal by A. Horford),74,93
314,3,1:38.0,Personal take foul by R. Rondo (drawn by A. Burks),,74,93
315,3,1:32.0,Shooting foul by K. Kuzma (drawn by A. Burks),,74,93
316,3,1:32.0,A. Burks makes free throw 1 of 2,,75,93
317,3,1:32.0,A. Burks makes free throw 2 of 2,,76,93
318,3,1:26.0,,Turnover by R. Rondo (bad pass; steal by F. Korkmaz),76,93
319,3,1:24.0,G. Robinson makes 2-pt dunk from 1 ft (assist by F. Korkmaz),,78,93
320,3,1:12.0,,K. Kuzma misses 3-pt jump shot from 23 ft,78,93
321,3,1:09.0,Defensive rebound by T. Harris,,78,93
322,3,1:05.0,Turnover by T. Harris (bad pass),,78,93
323,3,0:51.0,,M. Morris misses 3-pt jump shot from 27 ft,78,93
324,3,0:46.0,Defensive rebound by A. Horford,,78,93
325,3,0:35.0,T. Harris misses 2-pt layup from 4 ft (block by A. Davis),,78,93
326,3,0:33.0,,Defensive rebound by K. Kuzma,78,93
327,3,0:29.0,,K. Kuzma misses 2-pt layup from 5 ft (block by A. Horford),78,93
328,3,0:26.0,Defensive rebound by A. Burks,,78,93
329,3,0:12.0,A. Burks makes 2-pt jump shot from 13 ft,,80,93
330,3,0:03.0,,R. Rondo makes 3-pt jump shot from 29 ft,80,96
331,4,11:45.0,G. Robinson makes 2-pt jump shot from 21 ft (assist by A. Horford),,82,96
332,4,11:17.0,,K. Caldwell-Pope makes 2-pt layup from 3 ft (assist by L. James),82,98
333,4,11:06.0,F. Korkmaz misses 2-pt jump shot from 4 ft,,82,98
334,4,11:04.0,,Defensive rebound by D. Howard,82,98
335,4,10:46.0,,Turnover by M. Morris (bad pass; steal by S. Milton),82,98
336,4,10:41.0,M. Scott makes 3-pt jump shot from 25 ft (assist by F. Korkmaz),,85,98
337,4,10:19.0,,L. James misses 3-pt jump shot from 32 ft,85,98
338,4,10:16.0,Defensive rebound by G. Robinson,,85,98
339,4,10:13.0,Shooting foul by K. Caldwell-Pope (drawn by G. Robinson),,85,98
340,4,10:13.0,G. Robinson makes free throw 1 of 2,,86,98
341,4,10:13.0,G. Robinson makes free throw 2 of 2,,87,98
342,4,9:55.0,,Turnover by L. James (bad pass),87,98
343,4,9:45.0,Turnover by S. Milton (bad pass; steal by R. Rondo),,87,98
344,4,9:36.0,,R. Rondo misses 3-pt jump shot from 26 ft,87,98
345,4,9:33.0,Defensive rebound by A. Horford,,87,98
346,4,9:20.0,G. Robinson makes 2-pt layup from 2 ft (assist by S. Milton),,89,98
347,4,9:20.0,,LA Lakers full timeout,89,98
348,4,9:20.0,T. Harris enters the game for A. Horford,,89,98
349,4,9:20.0,,A. Davis enters the game for M. Morris,89,98
350,4,9:20.0,,D. Green enters the game for R. Rondo,89,98
351,4,8:58.0,,D. Howard makes 2-pt dunk from 1 ft (assist by L. James),89,100
352,4,8:38.0,T. Harris misses 2-pt jump shot from 4 ft,,89,100
353,4,8:36.0,Offensive rebound by M. Scott,,89,100
354,4,8:35.0,T. Harris makes 3-pt jump shot from 24 ft (assist by S. Milton),,92,100
355,4,8:14.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by D. Green),92,103
356,4,7:56.0,S. Milton makes 2-pt layup from 1 ft,,94,103
357,4,7:38.0,,D. Howard makes 2-pt layup from 2 ft (assist by L. James),94,105
358,4,7:38.0,,Shooting foul by M. Scott (drawn by D. Howard),94,105
359,4,7:38.0,A. Burks enters the game for F. Korkmaz,,94,105
360,4,7:38.0,,A. Bradley enters the game for K. Caldwell-Pope,94,105
361,4,7:38.0,,D. Howard makes free throw 1 of 1,94,106
362,4,7:21.0,S. Milton misses 3-pt jump shot from 26 ft,,94,106
363,4,7:17.0,Offensive rebound by A. Burks,,94,106
364,4,7:12.0,A. Burks makes 3-pt jump shot from 23 ft,,97,106
365,4,7:01.0,,A. Bradley misses 3-pt jump shot from 26 ft,97,106
366,4,6:58.0,Defensive rebound by M. Scott,,97,106
367,4,6:52.0,G. Robinson misses 3-pt jump shot from 24 ft,,97,106
368,4,6:49.0,Offensive rebound by T. Harris,,97,106
369,4,6:47.0,S. Milton misses 3-pt jump shot from 27 ft,,97,106
370,4,6:44.0,,Defensive rebound by L. James,97,106
371,4,6:40.0,,A. Davis misses 2-pt layup from 3 ft,97,106
372,4,6:38.0,,Offensive rebound by D. Green,97,106
373,4,6:31.0,,D. Howard makes 2-pt layup from 3 ft (assist by A. Davis),97,108
374,4,6:20.0,Shooting foul by L. James (drawn by S. Milton),,97,108
375,4,6:20.0,S. Milton misses free throw 1 of 2,,97,108
376,4,6:20.0,Offensive rebound by Team,,97,108
377,4,6:20.0,,K. Kuzma enters the game for D. Howard,97,108
378,4,6:20.0,,R. Rondo enters the game for L. James,97,108
379,4,6:20.0,S. Milton makes free throw 2 of 2,,98,108
380,4,6:06.0,,Turnover by K. Kuzma (bad pass; steal by S. Milton),98,108
381,4,6:03.0,Shooting foul by K. Kuzma (drawn by S. Milton),,98,108
382,4,6:03.0,S. Milton makes free throw 1 of 2,,99,108
383,4,6:03.0,A. Horford enters the game for G. Robinson,,99,108
384,4,6:03.0,S. Milton misses free throw 2 of 2,,99,108
385,4,6:01.0,,Defensive rebound by D. Green,99,108
386,4,5:39.0,,R. Rondo misses 3-pt jump shot from 26 ft,99,108
387,4,5:36.0,Defensive rebound by A. Horford,,99,108
