,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MEMPHIS_ACTION,PHOENIX_SCORE,MEMPHIS_SCORE
136,2,9:23.0,,Defensive rebound by J. Valančiūnas,22,33
137,2,9:10.0,,Turnover by M. Guduric (bad pass; steal by J. Carter),22,33
138,2,9:10.0,Offensive foul by J. Carter (drawn by J. Morant),,22,33
139,2,9:10.0,Turnover by J. Carter (offensive foul),,22,33
140,2,8:57.0,,Personal foul by K. Oubre (drawn by J. Morant),22,33
141,2,8:57.0,D. Booker enters the game for J. Carter,,22,33
142,2,8:45.0,,Turnover by S. Hill (bad pass; steal by C. Diallo),22,33
143,2,8:38.0,K. Oubre misses 2-pt jump shot from 5 ft,,22,33
144,2,8:38.0,,Defensive rebound by Team,22,33
145,2,8:24.0,,Turnover by K. Anderson (bad pass),22,33
146,2,8:24.0,D. Šarić enters the game for C. Diallo,,22,33
147,2,8:11.0,Shooting foul by K. Anderson (drawn by D. Ayton),,22,33
148,2,8:11.0,D. Ayton makes free throw 1 of 2,,23,33
149,2,8:11.0,D. Ayton misses free throw 2 of 2,,23,33
150,2,8:09.0,Offensive rebound by D. Šarić,,23,33
151,2,8:08.0,D. Booker makes 3-pt jump shot from 27 ft (assist by D. Šarić),,26,33
152,2,8:07.0,,Memphis full timeout,26,33
153,2,7:51.0,,J. Morant misses 2-pt jump shot from 21 ft,26,33
154,2,7:49.0,Defensive rebound by D. Booker,,26,33
155,2,7:34.0,R. Rubio misses 3-pt jump shot from 23 ft,,26,33
156,2,7:29.0,,Defensive rebound by K. Anderson,26,33
157,2,7:25.0,,K. Anderson misses 2-pt jump shot from 6 ft,26,33
158,2,7:22.0,Defensive rebound by R. Rubio,,26,33
159,2,7:03.0,D. Booker misses 3-pt jump shot from 23 ft,,26,33
160,2,7:02.0,,Defensive rebound by K. Anderson,26,33
161,2,7:00.0,,Personal foul by R. Rubio (drawn by J. Morant),26,33
162,2,7:00.0,,D. Brooks enters the game for M. Guduric,26,33
163,2,7:00.0,,J. Jackson enters the game for S. Hill,26,33
164,2,6:48.0,,J. Valančiūnas makes 2-pt jump shot from 10 ft,26,35
165,2,6:28.0,D. Booker makes 3-pt jump shot from 25 ft (assist by D. Ayton),,29,35
166,2,6:12.0,,D. Brooks misses 2-pt layup from 2 ft,29,35
167,2,6:10.0,Defensive rebound by D. Ayton,,29,35
168,2,6:10.0,Personal foul by J. Jackson (drawn by D. Ayton),,29,35
169,2,6:00.0,D. Booker misses 2-pt jump shot from 13 ft (block by D. Brooks),,29,35
170,2,5:53.0,,Defensive rebound by J. Morant,29,35
171,2,5:51.0,,J. Morant makes 2-pt layup from 2 ft,29,37
172,2,5:40.0,K. Oubre misses 2-pt layup at rim (block by K. Anderson),,29,37
173,2,5:36.0,Offensive rebound by D. Ayton,,29,37
174,2,5:32.0,K. Oubre misses 2-pt jump shot from 2 ft,,29,37
175,2,5:28.0,Offensive rebound by D. Ayton,,29,37
176,2,5:28.0,D. Ayton makes 2-pt layup at rim,,31,37
177,2,5:16.0,,D. Brooks makes 2-pt jump shot from 13 ft,31,39
178,2,5:04.0,R. Rubio misses 2-pt jump shot from 5 ft,,31,39
179,2,5:04.0,,Defensive rebound by Team,31,39
180,2,5:04.0,Loose ball foul by D. Ayton (drawn by J. Valančiūnas),,31,39
181,2,5:04.0,E. Okobo enters the game for R. Rubio,,31,39
182,2,5:04.0,,T. Jones enters the game for K. Anderson,31,39
183,2,5:04.0,,D. Melton enters the game for J. Morant,31,39
184,2,4:49.0,,D. Brooks makes 2-pt jump shot from 18 ft,31,41
185,2,4:32.0,D. Booker makes 2-pt layup from 2 ft,,33,41
186,2,4:20.0,,D. Brooks makes 2-pt layup from 2 ft (assist by J. Valančiūnas),33,43
187,2,4:19.0,Phoenix full timeout,,33,43
188,2,4:19.0,M. Bridges enters the game for D. Šarić,,33,43
189,2,4:19.0,,B. Clarke enters the game for J. Valančiūnas,33,43
190,2,4:01.0,K. Oubre makes 2-pt layup from 2 ft (assist by D. Ayton),,35,43
191,2,4:01.0,Shooting foul by D. Melton (drawn by K. Oubre),,35,43
192,2,4:01.0,K. Oubre makes free throw 1 of 1,,36,43
193,2,3:49.0,,D. Melton misses 2-pt jump shot from 19 ft,36,43
194,2,3:46.0,Defensive rebound by K. Oubre,,36,43
195,2,3:40.0,D. Ayton misses 2-pt jump shot from 16 ft,,36,43
196,2,3:37.0,,Defensive rebound by D. Brooks,36,43
197,2,3:33.0,,J. Jackson misses 3-pt jump shot from 23 ft,36,43
198,2,3:30.0,Defensive rebound by D. Booker,,36,43
199,2,3:24.0,Shooting foul by D. Melton (drawn by K. Oubre),,36,43
200,2,3:24.0,K. Oubre misses free throw 1 of 2,,36,43
201,2,3:24.0,Offensive rebound by Team,,36,43
202,2,3:24.0,K. Oubre makes free throw 2 of 2,,37,43
203,2,3:12.0,Violation by Team (kicked ball),,37,43
204,2,3:03.0,,T. Jones misses 3-pt jump shot from 23 ft,37,43
205,2,3:01.0,Defensive rebound by K. Oubre,,37,43
206,2,2:49.0,Turnover by E. Okobo (bad pass; steal by T. Jones),,37,43
207,2,2:45.0,,D. Brooks misses 2-pt jump shot from 13 ft,37,43
208,2,2:43.0,,Offensive rebound by Team,37,43
209,2,2:37.0,,D. Brooks makes 3-pt jump shot from 25 ft (assist by D. Melton),37,46
210,2,2:21.0,D. Booker misses 2-pt jump shot from 10 ft,,37,46
211,2,2:19.0,,Defensive rebound by B. Clarke,37,46
212,2,2:13.0,,T. Jones makes 3-pt jump shot from 25 ft (assist by D. Melton),37,49
213,2,1:57.0,D. Ayton misses 2-pt dunk from 1 ft,,37,49
214,2,1:54.0,,Defensive rebound by D. Brooks,37,49
215,2,1:52.0,,D. Melton makes 2-pt dunk at rim (assist by T. Jones),37,51
216,2,1:52.0,Phoenix full timeout,,37,51
217,2,1:52.0,R. Rubio enters the game for E. Okobo,,37,51
218,2,1:37.0,K. Oubre makes 2-pt jump shot from 5 ft,,39,51
219,2,1:16.0,,D. Melton makes 3-pt jump shot from 28 ft,39,54
220,2,0:53.0,Turnover by D. Booker (lost ball; steal by D. Melton),,39,54
221,2,0:47.0,,Turnover by D. Melton (bad pass; steal by M. Bridges),39,54
222,2,0:41.0,D. Booker makes 3-pt jump shot from 25 ft (assist by K. Oubre),,42,54
223,2,0:29.0,,B. Clarke misses 2-pt jump shot from 2 ft,42,54
224,2,0:27.0,Defensive rebound by M. Bridges,,42,54
225,2,0:05.0,Turnover by D. Booker (bad pass; steal by D. Brooks),,42,54
226,2,0:03.0,,T. Jones makes 2-pt layup from 2 ft (assist by D. Brooks),42,56
227,2,0:00.0,K. Oubre makes 3-pt jump shot from 32 ft (assist by M. Bridges),,45,56
228,2,0:00.0,,D. Brooks misses 3-pt jump shot from 50 ft,45,56
229,2,0:00.0,,Offensive rebound by Team,45,56
230,3,11:35.0,D. Booker makes 2-pt jump shot from 9 ft,,47,56
231,3,11:25.0,,Personal foul by D. Booker (drawn by D. Brooks),47,56
232,3,11:15.0,,Turnover by J. Morant (lost ball; steal by D. Ayton),47,56
233,3,11:10.0,K. Oubre misses 2-pt dunk from 2 ft,,47,56
234,3,11:07.0,,Defensive rebound by D. Brooks,47,56
235,3,11:04.0,,D. Brooks makes 2-pt jump shot from 2 ft,47,58
236,3,10:50.0,D. Šarić misses 3-pt jump shot from 26 ft,,47,58
237,3,10:48.0,,Defensive rebound by J. Valančiūnas,47,58
238,3,10:38.0,,Turnover by J. Morant (bad pass; steal by R. Rubio),47,58
239,3,10:32.0,D. Šarić misses 2-pt layup from 3 ft,,47,58
240,3,10:29.0,,Defensive rebound by J. Morant,47,58
241,3,10:20.0,,K. Anderson misses 2-pt layup from 1 ft,47,58
242,3,10:16.0,Defensive rebound by D. Ayton,,47,58
243,3,10:08.0,D. Booker makes 3-pt jump shot from 25 ft (assist by D. Šarić),,50,58
244,3,9:50.0,,D. Brooks makes 2-pt jump shot from 16 ft,50,60
245,3,9:43.0,Shooting foul by J. Valančiūnas (drawn by D. Šarić),,50,60
246,3,9:43.0,D. Šarić makes free throw 1 of 2,,51,60
247,3,9:43.0,D. Šarić makes free throw 2 of 2,,52,60
248,3,9:29.0,,Shooting foul by D. Šarić (drawn by J. Morant),52,60
249,3,9:29.0,,J. Morant misses free throw 1 of 2,52,60
250,3,9:29.0,,Offensive rebound by Team,52,60
251,3,9:29.0,,J. Morant misses free throw 2 of 2,52,60
252,3,9:25.0,Defensive rebound by K. Oubre,,52,60
253,3,9:19.0,D. Booker misses 3-pt jump shot from 28 ft,,52,60
254,3,9:17.0,,Defensive rebound by K. Anderson,52,60
255,3,9:08.0,,D. Brooks makes 3-pt jump shot from 25 ft,52,63
256,3,8:51.0,R. Rubio misses 2-pt jump shot from 19 ft,,52,63
257,3,8:48.0,,Defensive rebound by K. Anderson,52,63
258,3,8:43.0,,Personal foul by K. Oubre (drawn by J. Jackson),52,63
259,3,8:29.0,,Turnover by J. Valančiūnas (off goaltending),52,63
260,3,8:16.0,D. Ayton makes 2-pt jump shot from 1 ft (assist by K. Oubre),,54,63
261,3,8:16.0,Shooting foul by J. Valančiūnas (drawn by D. Ayton),,54,63
262,3,8:16.0,,Memphis full timeout,54,63
263,3,8:16.0,D. Ayton makes free throw 1 of 1,,55,63
264,3,8:06.0,,Turnover by J. Jackson (bad pass),55,63
265,3,7:54.0,D. Ayton misses 2-pt layup from 4 ft (block by J. Valančiūnas),,55,63
266,3,7:50.0,,Defensive rebound by K. Anderson,55,63
267,3,7:50.0,,Personal foul by D. Booker (drawn by J. Jackson),55,63
268,3,7:44.0,,J. Morant misses 2-pt layup from 2 ft (block by D. Ayton),55,63
269,3,7:41.0,Defensive rebound by R. Rubio,,55,63
270,3,7:38.0,K. Oubre misses 3-pt jump shot from 26 ft,,55,63
271,3,7:36.0,Offensive rebound by D. Šarić,,55,63
272,3,7:36.0,Shooting foul by J. Valančiūnas (drawn by D. Šarić),,55,63
273,3,7:36.0,D. Šarić makes free throw 1 of 2,,56,63
274,3,7:36.0,D. Šarić makes free throw 2 of 2,,57,63
275,3,7:23.0,,Shooting foul by K. Oubre (drawn by J. Jackson),57,63
276,3,7:23.0,,J. Jackson makes free throw 1 of 2,57,64
277,3,7:23.0,,B. Clarke enters the game for J. Valančiūnas,57,64
278,3,7:23.0,,J. Jackson makes free throw 2 of 2,57,65
279,3,7:12.0,Turnover by R. Rubio (bad pass; steal by J. Jackson),,57,65
280,3,7:07.0,,J. Jackson makes 2-pt dunk at rim (assist by J. Morant),57,67
281,3,6:50.0,D. Ayton misses 2-pt hook shot from 6 ft,,57,67
282,3,6:47.0,,Defensive rebound by K. Anderson,57,67
283,3,6:40.0,,Shooting foul by D. Ayton (drawn by J. Jackson),57,67
284,3,6:40.0,,J. Jackson makes free throw 1 of 2,57,68
285,3,6:40.0,M. Bridges enters the game for D. Šarić,,57,68
286,3,6:40.0,,J. Jackson misses free throw 2 of 2,57,68
287,3,6:35.0,,Offensive rebound by K. Anderson,57,68
288,3,6:32.0,,Personal foul by K. Oubre (drawn by J. Morant),57,68
289,3,6:32.0,,J. Morant makes free throw 1 of 2,57,69
290,3,6:32.0,J. Carter enters the game for K. Oubre,,57,69
291,3,6:32.0,,J. Morant makes free throw 2 of 2,57,70
292,3,6:18.0,Turnover by D. Booker (bad pass; steal by B. Clarke),,57,70
293,3,6:15.0,,Offensive foul by B. Clarke (drawn by D. Booker),57,70
294,3,6:15.0,,Turnover by B. Clarke (offensive foul),57,70
295,3,6:15.0,T. Jerome enters the game for R. Rubio,,57,70
296,3,6:15.0,,T. Jones enters the game for K. Anderson,57,70
297,3,6:15.0,,D. Melton enters the game for J. Morant,57,70
298,3,5:57.0,D. Ayton makes 2-pt layup at rim (assist by D. Booker),,59,70
299,3,5:46.0,,Offensive foul by D. Brooks (drawn by J. Carter),59,70
300,3,5:46.0,,Turnover by D. Brooks (offensive foul),59,70
301,3,5:43.0,D. Booker misses 3-pt jump shot from 27 ft,,59,70
302,3,5:41.0,,Defensive rebound by D. Melton,59,70
303,3,5:32.0,,Personal foul by T. Jerome (drawn by J. Jackson),59,70
304,3,5:32.0,,J. Jackson misses free throw 1 of 2,59,70
305,3,5:32.0,,Offensive rebound by Team,59,70
306,3,5:32.0,,J. Jackson misses free throw 2 of 2,59,70
307,3,5:30.0,Defensive rebound by D. Ayton,,59,70
308,3,5:15.0,D. Ayton makes 2-pt jump shot from 11 ft,,61,70
309,3,5:00.0,,D. Brooks makes 2-pt layup from 1 ft (assist by T. Jones),61,72
310,3,4:53.0,J. Carter misses 2-pt layup from 2 ft,,61,72
311,3,4:50.0,,Defensive rebound by B. Clarke,61,72
312,3,4:44.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by T. Jones),61,75
313,3,4:44.0,Phoenix full timeout,,61,75
314,3,4:30.0,D. Booker misses 2-pt jump shot from 7 ft,,61,75
315,3,4:27.0,,Defensive rebound by D. Brooks,61,75
316,3,4:20.0,,T. Jones misses 3-pt jump shot from 26 ft,61,75
317,3,4:16.0,Defensive rebound by D. Ayton,,61,75
318,3,4:11.0,Shooting foul by J. Jackson (drawn by D. Booker),,61,75
319,3,4:11.0,D. Booker misses free throw 1 of 2,,61,75
320,3,4:11.0,Offensive rebound by Team,,61,75
321,3,4:11.0,D. Booker makes free throw 2 of 2,,62,75
322,3,4:03.0,,Turnover by D. Melton (bad pass; steal by D. Ayton),62,75
323,3,3:59.0,T. Jerome misses 3-pt jump shot from 23 ft,,62,75
324,3,3:54.0,Offensive rebound by M. Bridges,,62,75
325,3,3:48.0,M. Bridges misses 2-pt layup from 1 ft,,62,75
326,3,3:47.0,Offensive rebound by D. Ayton,,62,75
327,3,3:47.0,D. Ayton misses 2-pt layup from 1 ft,,62,75
328,3,3:47.0,D. Ayton misses 2-pt layup from 1 ft,,62,75
329,3,3:47.0,Offensive rebound by D. Ayton,,62,75
330,3,3:47.0,Offensive rebound by D. Ayton,,62,75
331,3,3:47.0,Personal foul by B. Clarke (drawn by D. Ayton),,62,75
332,3,3:47.0,D. Ayton misses free throw 1 of 2,,62,75
333,3,3:47.0,Offensive rebound by Team,,62,75
334,3,3:47.0,D. Ayton makes free throw 2 of 2,,63,75
335,3,3:25.0,,B. Clarke misses 2-pt layup at rim,63,75
336,3,3:23.0,Defensive rebound by D. Ayton,,63,75
337,3,3:03.0,T. Jerome makes 3-pt jump shot from 23 ft (assist by J. Carter),,66,75
338,3,2:54.0,,D. Brooks misses 2-pt layup from 1 ft,66,75
339,3,2:51.0,Defensive rebound by M. Bridges,,66,75
340,3,2:46.0,J. Carter makes 3-pt jump shot from 23 ft (assist by D. Booker),,69,75
341,3,2:45.0,,Memphis full timeout,69,75
342,3,2:45.0,,S. Hill enters the game for J. Jackson,69,75
343,3,2:31.0,,Turnover by S. Hill (traveling),69,75
344,3,2:19.0,D. Ayton misses 2-pt hook shot from 9 ft,,69,75
345,3,2:16.0,,Defensive rebound by S. Hill,69,75
346,3,2:10.0,,D. Melton makes 2-pt layup from 8 ft (assist by T. Jones),69,77
347,3,2:10.0,,Shooting foul by M. Bridges (drawn by D. Melton),69,77
348,3,2:10.0,C. Diallo enters the game for D. Ayton,,69,77
349,3,2:10.0,,J. Morant enters the game for D. Brooks,69,77
350,3,2:10.0,,D. Melton makes free throw 1 of 1,69,78
351,3,1:59.0,M. Bridges misses 3-pt jump shot from 26 ft,,69,78
352,3,1:56.0,,Defensive rebound by B. Clarke,69,78
353,3,1:47.0,,D. Melton misses 2-pt jump shot from 8 ft,69,78
354,3,1:42.0,Defensive rebound by T. Jerome,,69,78
355,3,1:38.0,D. Booker makes 2-pt jump shot from 9 ft,,71,78
356,3,1:21.0,,Shooting foul by C. Diallo (drawn by J. Morant),71,78
357,3,1:21.0,,J. Morant misses free throw 1 of 2,71,78
358,3,1:21.0,,Offensive rebound by Team,71,78
359,3,1:21.0,,J. Morant makes free throw 2 of 2,71,79
360,3,1:08.0,D. Booker makes 2-pt jump shot from 9 ft,,73,79
361,3,0:53.0,,T. Jones misses 2-pt jump shot from 21 ft,73,79
362,3,0:48.0,,Offensive rebound by B. Clarke,73,79
363,3,0:48.0,,B. Clarke misses 2-pt layup at rim (block by C. Diallo),73,79
364,3,0:48.0,Defensive rebound by M. Bridges,,73,79
365,3,0:47.0,J. Carter makes 2-pt layup from 2 ft (assist by M. Bridges),,75,79
366,3,0:31.0,,Turnover by T. Jones (bad pass; steal by J. Carter),75,79
367,3,0:25.0,D. Booker makes 3-pt jump shot from 26 ft (assist by M. Bridges),,78,79
368,3,0:03.0,,J. Morant misses 2-pt layup from 2 ft,78,79
369,3,0:01.0,,Offensive rebound by B. Clarke,78,79
370,3,0:01.0,,B. Clarke misses 2-pt layup at rim,78,79
371,3,0:01.0,,Offensive rebound by B. Clarke,78,79
372,3,0:01.0,,B. Clarke makes 2-pt layup at rim,78,81
373,4,11:42.0,,Personal foul by J. Carter (drawn by D. Melton),78,81
374,4,11:30.0,,J. Morant misses 2-pt layup from 1 ft (block by M. Bridges),78,81
375,4,11:28.0,,Offensive rebound by Team,78,81
376,4,11:27.0,,Turnover by D. Melton (bad pass; steal by M. Bridges),78,81
377,4,11:24.0,M. Bridges makes 2-pt dunk at rim,,80,81
378,4,11:12.0,,Personal foul by C. Diallo (drawn by J. Valančiūnas),80,81
379,4,11:12.0,,D. Brooks enters the game for D. Melton,80,81
380,4,11:02.0,,Shooting foul by C. Diallo (drawn by S. Hill),80,81
381,4,11:02.0,,S. Hill misses free throw 1 of 2,80,81
382,4,11:02.0,,Offensive rebound by Team,80,81
383,4,11:02.0,,S. Hill makes free throw 2 of 2,80,82
384,4,10:50.0,T. Jerome makes 2-pt jump shot from 5 ft,,82,82
385,4,10:37.0,,J. Morant makes 2-pt jump shot from 4 ft,82,84
