,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MIAMI_ACTION,SACRAMENTO_SCORE,MIAMI_SCORE
41,1,6:18.0,,D. Robinson makes 3-pt jump shot from 24 ft (assist by K. Nunn),11,12
42,1,5:53.0,Turnover by D. Fox (out of bounds lost ball),,11,12
43,1,5:32.0,,K. Nunn misses 3-pt jump shot from 26 ft,11,12
44,1,5:30.0,Defensive rebound by M. Bagley,,11,12
45,1,5:24.0,M. Bagley misses 3-pt jump shot from 25 ft,,11,12
46,1,5:22.0,,Defensive rebound by D. Robinson,11,12
47,1,5:09.0,,D. Robinson misses 3-pt jump shot from 24 ft,11,12
48,1,5:06.0,Defensive rebound by N. Bjelica,,11,12
49,1,4:56.0,N. Bjelica makes 3-pt jump shot from 25 ft (assist by B. Hield),,14,12
50,1,4:42.0,,K. Nunn misses 3-pt jump shot from 26 ft,14,12
51,1,4:39.0,Defensive rebound by M. Bagley,,14,12
52,1,4:22.0,D. Fox misses 3-pt jump shot from 26 ft,,14,12
53,1,4:22.0,Offensive rebound by Team,,14,12
54,1,4:22.0,D. Dedmon enters the game for M. Bagley,,14,12
55,1,4:22.0,C. Joseph enters the game for D. Fox,,14,12
56,1,4:22.0,,G. Dragić enters the game for K. Nunn,14,12
57,1,4:12.0,B. Hield misses 3-pt jump shot from 26 ft,,14,12
58,1,4:09.0,Offensive rebound by N. Bjelica,,14,12
59,1,4:07.0,N. Bjelica makes 3-pt jump shot from 27 ft,,17,12
60,1,3:56.0,,D. Robinson misses 3-pt jump shot from 25 ft,17,12
61,1,3:54.0,Defensive rebound by D. Dedmon,,17,12
62,1,3:47.0,Turnover by D. Dedmon (out of bounds lost ball),,17,12
63,1,3:47.0,,T. Herro enters the game for D. Jones,17,12
64,1,3:28.0,,M. Leonard makes 2-pt layup from 1 ft,17,14
65,1,3:20.0,B. Bogdanović misses 2-pt jump shot from 8 ft,,17,14
66,1,3:19.0,Offensive rebound by B. Bogdanović,,17,14
67,1,3:18.0,Shooting foul by T. Herro (drawn by B. Bogdanović),,17,14
68,1,3:18.0,Technical foul by M. Leonard,,17,14
69,1,3:18.0,,Technical foul by D. Dedmon,17,14
70,1,3:18.0,Y. Ferrell enters the game for B. Hield,,17,14
71,1,3:18.0,,J. Johnson enters the game for M. Leonard,17,14
72,1,3:18.0,,K. Olynyk enters the game for D. Robinson,17,14
73,1,3:18.0,B. Bogdanović makes free throw 1 of 2,,18,14
74,1,3:18.0,B. Bogdanović misses free throw 2 of 2,,18,14
75,1,3:18.0,,Defensive rebound by K. Olynyk,18,14
76,1,2:53.0,,T. Herro misses 2-pt jump shot from 10 ft,18,14
77,1,2:52.0,Defensive rebound by D. Dedmon,,18,14
78,1,2:33.0,D. Dedmon misses 3-pt jump shot from 26 ft,,18,14
79,1,2:29.0,,Defensive rebound by B. Adebayo,18,14
80,1,2:21.0,,J. Johnson makes 2-pt layup from 1 ft (assist by K. Olynyk),18,16
81,1,2:21.0,,Shooting foul by D. Dedmon (drawn by J. Johnson),18,16
82,1,2:21.0,H. Barnes enters the game for N. Bjelica,,18,16
83,1,2:21.0,,D. Jones enters the game for B. Adebayo,18,16
84,1,2:21.0,,J. Johnson misses free throw 1 of 1,18,16
85,1,2:15.0,Defensive rebound by D. Dedmon,,18,16
86,1,2:02.0,B. Bogdanović misses 2-pt jump shot from 4 ft,,18,16
87,1,2:00.0,,Defensive rebound by J. Johnson,18,16
88,1,1:47.0,,G. Dragić makes 2-pt layup from 2 ft,18,18
89,1,1:31.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),,21,18
90,1,1:22.0,,G. Dragić makes 3-pt jump shot from 25 ft,21,21
91,1,1:03.0,B. Bogdanović makes 3-pt jump shot from 29 ft (assist by C. Joseph),,24,21
92,1,0:56.0,,Offensive foul by G. Dragić (drawn by C. Joseph),24,21
93,1,0:56.0,,Turnover by G. Dragić (offensive foul),24,21
94,1,0:56.0,D. Fox enters the game for D. Dedmon,,24,21
95,1,0:42.0,D. Fox misses 3-pt jump shot from 22 ft,,24,21
96,1,0:39.0,,Defensive rebound by K. Olynyk,24,21
97,1,0:28.0,,Turnover by T. Herro (bad pass; steal by Y. Ferrell),24,21
98,1,0:14.0,Personal foul by K. Olynyk (drawn by B. Bogdanović),,24,21
99,1,0:14.0,B. Hield enters the game for C. Joseph,,24,21
100,1,0:14.0,,B. Adebayo enters the game for T. Herro,24,21
101,1,0:00.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,24,21
102,1,0:00.0,Offensive rebound by Team,,24,21
103,2,11:48.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,24,21
104,2,11:45.0,,Defensive rebound by D. Jones,24,21
105,2,11:34.0,,G. Dragić misses 2-pt jump shot from 15 ft,24,21
106,2,11:32.0,Defensive rebound by B. Bogdanović,,24,21
107,2,11:25.0,B. Bogdanović makes 2-pt layup from 2 ft,,26,21
108,2,11:07.0,,T. Herro makes 3-pt jump shot from 27 ft (assist by G. Dragić),26,24
109,2,10:49.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by D. Fox),,29,24
110,2,10:34.0,,Shooting foul by M. Bagley (drawn by G. Dragić),29,24
111,2,10:34.0,,G. Dragić makes free throw 1 of 2,29,25
112,2,10:34.0,,K. Nunn enters the game for T. Herro,29,25
113,2,10:34.0,,G. Dragić makes free throw 2 of 2,29,26
114,2,10:12.0,Turnover by D. Fox (bad pass; steal by K. Olynyk),,29,26
115,2,10:10.0,,K. Olynyk makes 2-pt layup from 2 ft,29,28
116,2,10:10.0,,Shooting foul by B. Bogdanović (drawn by K. Olynyk),29,28
117,2,10:10.0,B. Hield enters the game for B. Bogdanović,,29,28
118,2,10:10.0,,K. Olynyk makes free throw 1 of 1,29,29
119,2,9:57.0,D. Fox misses 2-pt jump shot from 19 ft,,29,29
120,2,9:54.0,,Defensive rebound by K. Olynyk,29,29
121,2,9:52.0,,Shooting foul by C. Joseph (drawn by G. Dragić),29,29
122,2,9:52.0,,G. Dragić makes free throw 1 of 2,29,30
123,2,9:52.0,,G. Dragić misses free throw 2 of 2,29,30
124,2,9:49.0,Defensive rebound by H. Barnes,,29,30
125,2,9:35.0,D. Fox makes 2-pt jump shot from 6 ft,,31,30
126,2,9:18.0,,K. Olynyk makes 2-pt jump shot from 5 ft,31,32
127,2,9:05.0,M. Bagley makes 2-pt dunk from 2 ft (assist by D. Fox),,33,32
128,2,8:54.0,,K. Olynyk misses 3-pt jump shot from 27 ft,33,32
129,2,8:52.0,Defensive rebound by B. Hield,,33,32
130,2,8:47.0,M. Bagley makes 2-pt dunk from 1 ft (assist by B. Hield),,35,32
131,2,8:47.0,,Miami full timeout,35,32
132,2,8:33.0,,Turnover by G. Dragić (bad pass; steal by D. Fox),35,32
133,2,8:28.0,M. Bagley makes 2-pt layup from 1 ft (assist by D. Fox),,37,32
134,2,8:19.0,,Personal foul by B. Hield (drawn by J. Johnson),37,32
135,2,8:19.0,,B. Adebayo enters the game for J. Johnson,37,32
136,2,8:14.0,,G. Dragić makes 2-pt layup from 2 ft (assist by B. Adebayo),37,34
137,2,8:03.0,C. Joseph misses 3-pt jump shot from 24 ft,,37,34
138,2,8:01.0,,Defensive rebound by K. Nunn,37,34
139,2,7:51.0,,K. Nunn makes 2-pt jump shot from 17 ft (assist by B. Adebayo),37,36
140,2,7:26.0,D. Fox misses 3-pt jump shot from 26 ft,,37,36
141,2,7:23.0,,Defensive rebound by B. Adebayo,37,36
142,2,7:20.0,,Offensive foul by B. Adebayo (drawn by M. Bagley),37,36
143,2,7:20.0,,Turnover by B. Adebayo (offensive foul),37,36
144,2,7:20.0,N. Bjelica enters the game for C. Joseph,,37,36
145,2,7:01.0,D. Fox makes 2-pt jump shot from 1 ft,,39,36
146,2,6:53.0,,Personal foul by B. Hield (drawn by K. Nunn),39,36
147,2,6:53.0,,K. Nunn makes free throw 1 of 2,39,37
148,2,6:53.0,B. Bogdanović enters the game for D. Fox,,39,37
149,2,6:53.0,,D. Robinson enters the game for D. Jones,39,37
150,2,6:53.0,,K. Nunn makes free throw 2 of 2,39,38
151,2,6:32.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,42,38
152,2,6:19.0,,G. Dragić misses 3-pt jump shot from 25 ft,42,38
153,2,6:18.0,Defensive rebound by Team,,42,38
154,2,6:08.0,Turnover by B. Hield (lost ball; steal by G. Dragić),,42,38
155,2,6:05.0,,G. Dragić makes 2-pt layup from 1 ft (assist by D. Robinson),42,40
156,2,5:46.0,B. Hield makes 3-pt jump shot from 26 ft (assist by N. Bjelica),,45,40
157,2,5:35.0,,Personal foul by N. Bjelica (drawn by B. Adebayo),45,40
158,2,5:35.0,,B. Adebayo misses free throw 1 of 2,45,40
159,2,5:35.0,,Offensive rebound by Team,45,40
160,2,5:35.0,,T. Herro enters the game for G. Dragić,45,40
161,2,5:35.0,,J. Johnson enters the game for K. Olynyk,45,40
162,2,5:35.0,,B. Adebayo makes free throw 2 of 2,45,41
163,2,5:18.0,M. Bagley misses 2-pt hook shot from 4 ft,,45,41
164,2,5:15.0,,Defensive rebound by K. Nunn,45,41
165,2,5:08.0,,J. Johnson makes 3-pt jump shot from 27 ft (assist by B. Adebayo),45,44
166,2,4:53.0,B. Hield makes 2-pt jump shot from 11 ft,,47,44
167,2,4:37.0,,K. Nunn misses 2-pt layup from 2 ft,47,44
168,2,4:35.0,Defensive rebound by M. Bagley,,47,44
169,2,4:30.0,B. Hield misses 3-pt jump shot from 27 ft,,47,44
170,2,4:27.0,Offensive rebound by B. Hield,,47,44
171,2,4:27.0,N. Bjelica makes 2-pt layup from 2 ft (assist by B. Hield),,49,44
172,2,4:27.0,Shooting foul by D. Robinson (drawn by N. Bjelica),,49,44
173,2,4:27.0,N. Bjelica makes free throw 1 of 1,,50,44
174,2,4:15.0,,K. Nunn makes 3-pt jump shot from 27 ft,50,47
175,2,4:14.0,Sacramento full timeout,,50,47
176,2,4:14.0,D. Fox enters the game for H. Barnes,,50,47
177,2,3:55.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by N. Bjelica),,53,47
178,2,3:43.0,,Shooting foul by N. Bjelica (drawn by K. Nunn),53,47
179,2,3:43.0,,K. Nunn makes free throw 1 of 2,53,48
180,2,3:43.0,,K. Nunn makes free throw 2 of 2,53,49
181,2,3:33.0,Turnover by D. Fox (lost ball; steal by T. Herro),,53,49
182,2,3:14.0,,D. Robinson misses 2-pt hook shot from 7 ft,53,49
183,2,3:11.0,Defensive rebound by M. Bagley,,53,49
184,2,2:59.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,53,49
185,2,2:55.0,,Defensive rebound by B. Adebayo,53,49
186,2,2:38.0,,T. Herro makes 3-pt jump shot from 23 ft (assist by J. Johnson),53,52
187,2,2:26.0,B. Hield misses 3-pt jump shot from 25 ft,,53,52
188,2,2:26.0,Offensive rebound by Team,,53,52
189,2,2:26.0,,Loose ball foul by T. Herro (drawn by N. Bjelica),53,52
190,2,2:26.0,,G. Dragić enters the game for D. Robinson,53,52
191,2,2:16.0,M. Bagley misses 2-pt jump shot from 7 ft,,53,52
192,2,2:14.0,Offensive rebound by B. Hield,,53,52
193,2,2:12.0,B. Hield makes 2-pt layup from 1 ft,,55,52
194,2,2:02.0,,K. Nunn makes 2-pt jump shot from 15 ft,55,54
195,2,1:52.0,Def 3 sec tech foul by Team,,55,54
196,2,1:52.0,B. Hield makes technical free throw,,56,54
197,2,1:52.0,H. Barnes enters the game for B. Bogdanović,,56,54
198,2,1:52.0,,M. Leonard enters the game for B. Adebayo,56,54
199,2,1:39.0,Turnover by N. Bjelica (bad pass; steal by M. Leonard),,56,54
200,2,1:29.0,,G. Dragić misses 3-pt jump shot from 24 ft,56,54
201,2,1:27.0,Defensive rebound by H. Barnes,,56,54
202,2,1:14.0,D. Fox misses 3-pt jump shot from 23 ft,,56,54
203,2,1:12.0,Offensive rebound by M. Bagley,,56,54
204,2,1:10.0,Turnover by M. Bagley (lost ball; steal by T. Herro),,56,54
205,2,1:05.0,,G. Dragić makes 2-pt layup from 2 ft (assist by T. Herro),56,56
206,2,0:53.0,N. Bjelica makes 2-pt jump shot from 7 ft (assist by D. Fox),,58,56
207,2,0:32.0,,G. Dragić misses 2-pt jump shot from 8 ft,58,56
208,2,0:31.0,,Offensive rebound by M. Leonard,58,56
209,2,0:28.0,,K. Nunn misses 3-pt jump shot from 22 ft,58,56
210,2,0:25.0,Defensive rebound by M. Bagley,,58,56
211,2,0:23.0,Turnover by M. Bagley (lost ball; steal by T. Herro),,58,56
212,2,0:04.0,,T. Herro misses 3-pt jump shot from 26 ft,58,56
213,2,0:01.0,Defensive rebound by D. Fox,,58,56
214,3,11:36.0,M. Bagley misses 2-pt jump shot from 17 ft,,58,56
215,3,11:34.0,,Defensive rebound by K. Nunn,58,56
216,3,11:15.0,,D. Robinson misses 3-pt jump shot from 27 ft,58,56
217,3,11:12.0,Defensive rebound by M. Bagley,,58,56
218,3,11:06.0,B. Hield misses 3-pt jump shot from 26 ft,,58,56
219,3,11:03.0,,Defensive rebound by M. Leonard,58,56
220,3,10:50.0,,K. Nunn makes 2-pt jump shot from 18 ft (assist by M. Leonard),58,58
221,3,10:42.0,H. Barnes misses 2-pt hook shot from 4 ft,,58,58
222,3,10:39.0,Offensive rebound by H. Barnes,,58,58
223,3,10:36.0,D. Fox misses 3-pt jump shot from 25 ft,,58,58
224,3,10:34.0,Offensive rebound by H. Barnes,,58,58
225,3,10:28.0,N. Bjelica makes 2-pt layup from 2 ft (assist by B. Hield),,60,58
226,3,10:04.0,,D. Jones makes 3-pt jump shot from 22 ft (assist by K. Nunn),60,61
227,3,9:49.0,H. Barnes misses 2-pt jump shot from 10 ft,,60,61
228,3,9:45.0,,Defensive rebound by K. Nunn,60,61
229,3,9:44.0,,Turnover by B. Adebayo (lost ball; steal by N. Bjelica),60,61
230,3,9:43.0,Personal foul by B. Adebayo (drawn by N. Bjelica),,60,61
231,3,9:34.0,D. Fox misses 2-pt jump shot from 12 ft,,60,61
232,3,9:34.0,,Defensive rebound by Team,60,61
233,3,9:34.0,Loose ball foul by M. Bagley (drawn by D. Jones),,60,61
234,3,9:22.0,,Turnover by K. Nunn (bad pass; steal by M. Bagley),60,61
235,3,9:19.0,M. Bagley makes 2-pt dunk from 2 ft,,62,61
236,3,9:02.0,,B. Adebayo misses 2-pt dunk from 1 ft,62,61
237,3,9:00.0,Defensive rebound by B. Hield,,62,61
238,3,8:50.0,D. Fox misses 2-pt layup from 2 ft,,62,61
239,3,8:50.0,,Defensive rebound by Team,62,61
240,3,8:34.0,,D. Robinson misses 3-pt jump shot from 25 ft,62,61
241,3,8:31.0,Defensive rebound by M. Bagley,,62,61
242,3,8:23.0,N. Bjelica misses 3-pt jump shot from 26 ft,,62,61
243,3,8:23.0,,Defensive rebound by Team,62,61
244,3,8:08.0,,D. Robinson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),62,64
245,3,7:54.0,D. Fox misses 3-pt jump shot from 23 ft,,62,64
246,3,7:53.0,,Defensive rebound by D. Jones,62,64
247,3,7:43.0,,K. Nunn misses 2-pt layup from 1 ft (block by B. Hield),62,64
248,3,7:43.0,,Offensive rebound by Team,62,64
249,3,7:35.0,,Turnover by D. Jones (traveling),62,64
250,3,7:19.0,Shooting foul by D. Jones (drawn by H. Barnes),,62,64
251,3,7:19.0,H. Barnes misses free throw 1 of 2,,62,64
252,3,7:19.0,Offensive rebound by Team,,62,64
253,3,7:19.0,H. Barnes makes free throw 2 of 2,,63,64
254,3,7:11.0,,B. Adebayo makes 2-pt layup from 1 ft,63,66
255,3,6:57.0,H. Barnes misses 3-pt jump shot from 24 ft,,63,66
256,3,6:55.0,,Defensive rebound by M. Leonard,63,66
257,3,6:46.0,,M. Leonard misses 3-pt jump shot from 25 ft,63,66
258,3,6:43.0,Defensive rebound by M. Bagley,,63,66
259,3,6:35.0,,Violation by Team (kicked ball),63,66
260,3,6:35.0,,Miami full timeout,63,66
261,3,6:24.0,D. Fox makes 2-pt jump shot from 11 ft (assist by M. Bagley),,65,66
262,3,6:02.0,,Turnover by B. Adebayo (bad pass; steal by D. Fox),65,66
263,3,5:56.0,D. Fox makes 2-pt jump shot from 1 ft,,67,66
264,3,5:39.0,,Turnover by D. Robinson (traveling),67,66
265,3,5:39.0,B. Bogdanović enters the game for H. Barnes,,67,66
266,3,5:28.0,Turnover by B. Hield (bad pass; steal by M. Leonard),,67,66
267,3,5:19.0,,K. Nunn misses 3-pt jump shot from 26 ft,67,66
268,3,5:13.0,Defensive rebound by M. Bagley,,67,66
269,3,5:10.0,N. Bjelica misses 3-pt jump shot from 23 ft,,67,66
270,3,5:07.0,,Defensive rebound by K. Nunn,67,66
271,3,5:01.0,,B. Adebayo misses 2-pt layup from 2 ft,67,66
272,3,4:58.0,Defensive rebound by D. Fox,,67,66
273,3,4:54.0,B. Hield misses 3-pt jump shot from 23 ft,,67,66
274,3,4:47.0,,Defensive rebound by D. Jones,67,66
275,3,4:45.0,,Shooting foul by B. Bogdanović (drawn by D. Jones),67,66
276,3,4:45.0,,D. Jones makes free throw 1 of 2,67,67
277,3,4:45.0,D. Dedmon enters the game for M. Bagley,,67,67
278,3,4:45.0,,G. Dragić enters the game for D. Robinson,67,67
279,3,4:45.0,,D. Jones makes free throw 2 of 2,67,68
280,3,4:34.0,N. Bjelica misses 3-pt jump shot from 26 ft,,67,68
281,3,4:34.0,,Defensive rebound by Team,67,68
282,3,4:14.0,,K. Nunn makes 3-pt jump shot from 25 ft (assist by D. Jones),67,71
283,3,3:59.0,B. Hield misses 3-pt jump shot from 25 ft,,67,71
284,3,3:56.0,Offensive rebound by N. Bjelica,,67,71
285,3,3:53.0,Personal foul by D. Jones (drawn by D. Fox),,67,71
286,3,3:53.0,Sacramento full timeout,,67,71
287,3,3:53.0,C. Joseph enters the game for D. Fox,,67,71
288,3,3:53.0,,J. Johnson enters the game for B. Adebayo,67,71
289,3,3:41.0,C. Joseph makes 2-pt jump shot from 12 ft,,69,71
290,3,3:25.0,,Turnover by K. Nunn (bad pass),69,71
291,3,3:07.0,D. Dedmon misses 2-pt layup from 2 ft,,69,71
292,3,3:05.0,,Defensive rebound by J. Johnson,69,71
293,3,2:59.0,,J. Johnson makes 2-pt layup from 2 ft,69,73
294,3,2:40.0,B. Hield misses 3-pt jump shot from 24 ft,,69,73
295,3,2:38.0,Offensive rebound by D. Dedmon,,69,73
296,3,2:36.0,D. Dedmon misses 2-pt hook shot from 7 ft,,69,73
297,3,2:36.0,Offensive rebound by Team,,69,73
298,3,2:36.0,,Loose ball foul by G. Dragić (drawn by N. Bjelica),69,73
299,3,2:36.0,H. Barnes enters the game for N. Bjelica,,69,73
300,3,2:36.0,,K. Olynyk enters the game for M. Leonard,69,73
301,3,2:22.0,B. Hield makes 3-pt jump shot from 25 ft (assist by C. Joseph),,72,73
302,3,2:06.0,,G. Dragić misses 3-pt jump shot from 25 ft,72,73
303,3,2:03.0,Defensive rebound by H. Barnes,,72,73
304,3,2:02.0,Personal foul by G. Dragić (drawn by D. Dedmon),,72,73
305,3,2:02.0,D. Dedmon makes free throw 1 of 2,,73,73
306,3,2:02.0,,T. Herro enters the game for K. Nunn,73,73
307,3,2:02.0,D. Dedmon makes free throw 2 of 2,,74,73
308,3,1:48.0,,D. Jones misses 3-pt jump shot from 23 ft,74,73
309,3,1:45.0,Defensive rebound by D. Dedmon,,74,73
310,3,1:32.0,D. Dedmon makes 2-pt dunk from 2 ft (assist by B. Hield),,76,73
311,3,1:19.0,,J. Johnson makes 3-pt jump shot from 26 ft,76,76
312,3,1:00.0,H. Barnes misses 2-pt hook shot from 3 ft,,76,76
313,3,0:57.0,,Defensive rebound by K. Olynyk,76,76
314,3,0:39.0,,J. Johnson misses 2-pt jump shot from 5 ft,76,76
315,3,0:36.0,Defensive rebound by B. Hield,,76,76
316,3,0:29.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,76,76
317,3,0:27.0,Offensive rebound by D. Dedmon,,76,76
318,3,0:17.0,H. Barnes misses 3-pt jump shot from 24 ft,,76,76
319,3,0:14.0,,Defensive rebound by G. Dragić,76,76
320,3,0:14.0,,D. Robinson enters the game for D. Jones,76,76
321,3,0:04.0,,Turnover by G. Dragić (lost ball; steal by H. Barnes),76,76
322,3,0:03.0,Personal foul by G. Dragić (drawn by H. Barnes),,76,76
323,3,0:03.0,H. Barnes makes free throw 1 of 2,,77,76
324,3,0:03.0,J. James enters the game for B. Hield,,77,76
325,3,0:03.0,,K. Nunn enters the game for G. Dragić,77,76
326,3,0:03.0,H. Barnes makes free throw 2 of 2,,78,76
327,3,0:01.0,,Personal take foul by C. Joseph (drawn by K. Nunn),78,76
328,3,0:00.0,,T. Herro misses 2-pt jump shot from 21 ft (block by B. Bogdanović),78,76
329,3,0:00.0,,Offensive rebound by Team,78,76
330,4,11:45.0,,K. Nunn misses 3-pt jump shot from 23 ft,78,76
331,4,11:42.0,Defensive rebound by Y. Ferrell,,78,76
332,4,11:36.0,Offensive foul by D. Dedmon (drawn by K. Olynyk),,78,76
333,4,11:36.0,Turnover by D. Dedmon (offensive foul),,78,76
334,4,11:17.0,,Violation by Team (kicked ball),78,76
335,4,10:59.0,B. Bogdanović makes 2-pt layup from 1 ft,,80,76
336,4,10:34.0,,D. Robinson makes 3-pt jump shot from 26 ft (assist by T. Herro),80,79
337,4,10:23.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,80,79
338,4,10:21.0,,Defensive rebound by K. Olynyk,80,79
339,4,10:13.0,,Turnover by T. Herro (lost ball; steal by B. Bogdanović),80,79
340,4,10:13.0,Personal take foul by K. Olynyk (drawn by B. Bogdanović),,80,79
341,4,10:13.0,,B. Adebayo enters the game for K. Olynyk,80,79
342,4,9:58.0,D. Dedmon makes 2-pt dunk from 1 ft (assist by H. Barnes),,82,79
343,4,9:58.0,Shooting foul by J. Johnson (drawn by D. Dedmon),,82,79
344,4,9:58.0,D. Dedmon misses free throw 1 of 1,,82,79
345,4,9:54.0,,Defensive rebound by J. Johnson,82,79
346,4,9:41.0,,K. Nunn misses 3-pt jump shot from 26 ft,82,79
347,4,9:38.0,Defensive rebound by D. Dedmon,,82,79
348,4,9:31.0,Y. Ferrell makes 3-pt jump shot from 25 ft,,85,79
349,4,9:31.0,,Miami full timeout,85,79
350,4,9:09.0,,J. Johnson makes 2-pt layup from 1 ft,85,81
351,4,8:58.0,Turnover by B. Bogdanović (traveling),,85,81
352,4,8:58.0,,G. Dragić enters the game for K. Nunn,85,81
353,4,8:44.0,Violation by Team (kicked ball),,85,81
354,4,8:30.0,,G. Dragić misses 3-pt jump shot from 26 ft,85,81
355,4,8:21.0,Defensive rebound by Y. Ferrell,,85,81
356,4,8:04.0,Y. Ferrell misses 2-pt jump shot from 8 ft,,85,81
357,4,8:03.0,Offensive rebound by Y. Ferrell,,85,81
358,4,8:03.0,Personal foul by D. Robinson (drawn by Y. Ferrell),,85,81
359,4,7:54.0,Y. Ferrell makes 2-pt jump shot from 20 ft (assist by C. Joseph),,87,81
360,4,7:40.0,,T. Herro misses 3-pt jump shot from 25 ft,87,81
361,4,7:38.0,Defensive rebound by D. Dedmon,,87,81
362,4,7:30.0,C. Joseph makes 2-pt jump shot from 21 ft,,89,81
363,4,7:11.0,,Personal foul by D. Dedmon (drawn by B. Adebayo),89,81
364,4,7:11.0,,K. Nunn enters the game for T. Herro,89,81
365,4,7:04.0,,G. Dragić makes 2-pt layup from 2 ft (assist by J. Johnson),89,83
366,4,6:48.0,H. Barnes misses 3-pt jump shot from 25 ft,,89,83
367,4,6:46.0,,Defensive rebound by J. Johnson,89,83
368,4,6:42.0,,J. Johnson makes 2-pt layup from 1 ft,89,85
369,4,6:40.0,Sacramento full timeout,,89,85
370,4,6:40.0,M. Bagley enters the game for H. Barnes,,89,85
371,4,6:40.0,N. Bjelica enters the game for B. Bogdanović,,89,85
372,4,6:40.0,D. Fox enters the game for D. Dedmon,,89,85
373,4,6:40.0,B. Hield enters the game for C. Joseph,,89,85
374,4,6:40.0,,K. Olynyk enters the game for J. Johnson,89,85
375,4,6:28.0,Y. Ferrell makes 2-pt jump shot from 16 ft,,91,85
376,4,6:14.0,,Turnover by G. Dragić (out of bounds lost ball),91,85
377,4,5:50.0,N. Bjelica misses 3-pt jump shot from 25 ft,,91,85
378,4,5:48.0,,Defensive rebound by G. Dragić,91,85
379,4,5:44.0,,K. Olynyk misses 3-pt jump shot from 24 ft,91,85
