,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DETROIT_ACTION,SAN ANTONIO_SCORE,DETROIT_SCORE
385,4,4:03.0,L. Walker misses 3-pt jump shot from 29 ft,,89,117
386,4,3:59.0,,Defensive rebound by C. Wood,89,117
387,4,3:53.0,,C. Wood misses 3-pt jump shot from 26 ft,89,117
388,4,3:50.0,Defensive rebound by M. Belinelli,,89,117
389,4,3:36.0,D. Eubanks makes 2-pt hook shot from 8 ft (assist by B. Forbes),,91,117
390,4,3:11.0,,T. Maker makes 2-pt layup from 1 ft (assist by C. Wood),91,119
391,4,2:58.0,D. Carroll misses 2-pt hook shot from 7 ft,,91,119
392,4,2:54.0,Offensive rebound by L. Walker,,91,119
393,4,2:54.0,L. Walker makes 2-pt dunk at rim,,93,119
394,4,2:36.0,,B. Brown makes 2-pt layup from 5 ft,93,121
395,4,2:35.0,San Antonio full timeout,,93,121
396,4,2:35.0,D. Murray enters the game for B. Forbes,,93,121
397,4,2:35.0,,S. Doumbouya enters the game for B. Brown,93,121
398,4,2:20.0,D. Eubanks misses 2-pt hook shot from 8 ft (block by C. Wood),,93,121
399,4,2:17.0,Offensive rebound by D. Eubanks,,93,121
400,4,2:15.0,Turnover by D. Eubanks (bad pass; steal by C. Wood),,93,121
401,4,2:13.0,,Shooting foul by M. Belinelli (drawn by C. Wood),93,121
402,4,2:13.0,,C. Wood makes free throw 1 of 2,93,122
403,4,2:13.0,,C. Wood makes free throw 2 of 2,93,123
404,4,2:01.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by L. Walker),,96,123
405,4,1:47.0,,C. Wood makes 2-pt dunk from 1 ft (assist by T. Frazier),96,125
406,4,1:37.0,Shooting foul by S. Mykhailiuk (drawn by D. Carroll),,96,125
407,4,1:37.0,D. Carroll misses free throw 1 of 2,,96,125
408,4,1:37.0,Offensive rebound by Team,,96,125
409,4,1:37.0,D. Carroll makes free throw 2 of 2,,97,125
410,4,1:24.0,,S. Doumbouya makes 2-pt layup from 2 ft (assist by T. Frazier),97,127
411,4,1:24.0,,Shooting foul by D. Eubanks (drawn by S. Doumbouya),97,127
412,4,1:24.0,,S. Doumbouya misses free throw 1 of 1,97,127
413,4,1:20.0,Defensive rebound by D. Carroll,,97,127
414,4,1:17.0,Shooting foul by C. Wood (drawn by D. Carroll),,97,127
415,4,1:17.0,D. Carroll misses free throw 1 of 2,,97,127
416,4,1:17.0,Offensive rebound by Team,,97,127
417,4,1:17.0,D. Carroll makes free throw 2 of 2,,98,127
418,4,0:58.0,,S. Mykhailiuk makes 3-pt jump shot from 29 ft,98,130
419,4,0:52.0,L. Walker misses 3-pt jump shot from 26 ft,,98,130
420,4,0:49.0,,Defensive rebound by S. Mykhailiuk,98,130
421,4,0:39.0,,S. Doumbouya makes 2-pt layup from 5 ft (assist by T. Frazier),98,132
422,4,0:31.0,D. Murray misses 2-pt jump shot from 18 ft,,98,132
423,4,0:28.0,,Defensive rebound by T. Frazier,98,132
424,4,0:06.0,,Turnover by Team (shot clock),98,132
