,QUARTER,TIME_REMAINING,UTAH_ACTION,BOSTON_ACTION,UTAH_SCORE,BOSTON_SCORE
385,4,4:08.0,,K. Walker misses 2-pt layup from 3 ft (block by R. Gobert),92,80
386,4,4:06.0,Defensive rebound by R. Gobert,,92,80
387,4,3:49.0,M. Conley misses 3-pt jump shot from 26 ft,,92,80
388,4,3:48.0,,Defensive rebound by Team,92,80
389,4,3:34.0,,J. Tatum makes 2-pt layup from 4 ft (assist by K. Walker),92,82
390,4,3:16.0,R. Gobert makes 2-pt layup from 2 ft (assist by M. Conley),,94,82
391,4,2:59.0,,J. Tatum misses 2-pt jump shot from 16 ft,94,82
392,4,2:58.0,Defensive rebound by R. O'Neale,,94,82
393,4,2:46.0,M. Conley makes 2-pt layup from 1 ft,,96,82
394,4,2:32.0,,M. Smart makes 3-pt jump shot from 23 ft (assist by K. Walker),96,85
395,4,2:14.0,Turnover by M. Conley (bad pass; steal by M. Smart),,96,85
396,4,2:12.0,,Personal foul by M. Conley (drawn by M. Smart),96,85
397,4,2:12.0,,M. Smart misses free throw 1 of 2,96,85
398,4,2:12.0,,Offensive rebound by Team,96,85
399,4,2:12.0,,M. Smart makes free throw 2 of 2,96,86
400,4,1:59.0,D. Mitchell misses 3-pt jump shot from 26 ft,,96,86
401,4,1:57.0,,Defensive rebound by D. Theis,96,86
402,4,1:50.0,,J. Tatum makes 2-pt layup from 2 ft,96,88
403,4,1:50.0,,Shooting foul by R. Gobert (drawn by J. Tatum),96,88
404,4,1:50.0,,J. Tatum makes free throw 1 of 1,96,89
405,4,1:32.0,D. Mitchell misses 2-pt hook shot from 10 ft,,96,89
406,4,1:29.0,,Defensive rebound by J. Tatum,96,89
407,4,1:18.0,,K. Walker misses 2-pt layup from 4 ft,96,89
408,4,1:16.0,,Offensive rebound by K. Walker,96,89
409,4,1:14.0,,B. Wanamaker misses 3-pt jump shot from 26 ft,96,89
410,4,1:13.0,Defensive rebound by R. Gobert,,96,89
411,4,1:11.0,Personal take foul by D. Theis (drawn by R. Gobert),,96,89
412,4,0:59.0,R. O'Neale misses 3-pt jump shot from 26 ft,,96,89
413,4,0:57.0,,Defensive rebound by B. Wanamaker,96,89
414,4,0:51.0,,B. Wanamaker misses 3-pt jump shot from 26 ft,96,89
415,4,0:49.0,Defensive rebound by Team,,96,89
416,4,0:25.0,R. O'Neale misses 3-pt jump shot from 27 ft,,96,89
417,4,0:23.0,Offensive rebound by D. Mitchell,,96,89
418,4,0:19.0,Personal take foul by K. Walker (drawn by R. O'Neale),,96,89
419,4,0:19.0,R. O'Neale makes free throw 1 of 2,,97,89
420,4,0:19.0,R. O'Neale misses free throw 2 of 2,,97,89
421,4,0:19.0,,Defensive rebound by D. Theis,97,89
422,4,0:19.0,,Boston full timeout,97,89
423,4,0:14.0,,K. Walker misses 3-pt jump shot from 25 ft,97,89
424,4,0:12.0,,Offensive rebound by D. Theis,97,89
425,4,0:09.0,,D. Theis makes 2-pt hook shot from 5 ft (assist by B. Wanamaker),97,91
426,4,0:09.0,Personal foul by K. Walker (drawn by D. Mitchell),,97,91
427,4,0:09.0,D. Mitchell makes free throw 1 of 2,,98,91
428,4,0:09.0,D. Mitchell makes free throw 2 of 2,,99,91
429,4,0:00.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by B. Wanamaker),99,94
430,4,0:00.0,,Instant Replay (Request: Ruling Stands),99,94
