,QUARTER,TIME_REMAINING,TORONTO_ACTION,LA LAKERS_ACTION,TORONTO_SCORE,LA LAKERS_SCORE
69,1,3:38.0,M. Thomas enters the game for F. VanVleet,,15,24
70,1,3:38.0,,K. Caldwell-Pope enters the game for A. Bradley,15,24
71,1,3:38.0,,Q. Cook enters the game for L. James,15,24
72,1,3:33.0,,K. Kuzma makes 2-pt jump shot from 12 ft (assist by Q. Cook),15,26
73,1,3:18.0,T. Davis makes 3-pt jump shot from 27 ft (assist by P. Siakam),,18,26
74,1,2:58.0,,Turnover by D. Green (step out of bounds),18,26
75,1,2:39.0,C. Boucher makes 2-pt jump shot from 20 ft (assist by M. Thomas),,20,26
76,1,2:28.0,,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,20,26
77,1,2:24.0,Defensive rebound by T. Davis,,20,26
78,1,2:17.0,T. Davis misses 3-pt jump shot from 27 ft,,20,26
79,1,2:14.0,,Defensive rebound by K. Caldwell-Pope,20,26
80,1,2:06.0,,A. Davis misses 2-pt jump shot from 15 ft,20,26
81,1,2:02.0,Defensive rebound by C. Boucher,,20,26
82,1,1:55.0,P. Siakam makes 2-pt jump shot from 6 ft,,22,26
83,1,1:55.0,Shooting foul by K. Kuzma (drawn by P. Siakam),,22,26
84,1,1:55.0,R. Hollis-Jefferson enters the game for M. Gasol,,22,26
85,1,1:55.0,,A. Caruso enters the game for D. Green,22,26
86,1,1:55.0,P. Siakam makes free throw 1 of 1,,23,26
87,1,1:46.0,,K. Caldwell-Pope misses 3-pt jump shot from 28 ft,23,26
88,1,1:42.0,Defensive rebound by P. Siakam,,23,26
89,1,1:33.0,Personal foul by Q. Cook (drawn by P. Siakam),,23,26
90,1,1:33.0,P. Siakam makes free throw 1 of 2,,24,26
91,1,1:33.0,P. Siakam misses free throw 2 of 2,,24,26
92,1,1:31.0,,Defensive rebound by A. Caruso,24,26
93,1,1:20.0,,Personal foul by M. Thomas (drawn by K. Kuzma),24,26
94,1,1:04.0,,Q. Cook makes 2-pt jump shot from 4 ft (assist by A. Caruso),24,28
95,1,0:49.0,P. Siakam misses 3-pt jump shot from 27 ft,,24,28
96,1,0:47.0,,Defensive rebound by K. Kuzma,24,28
97,1,0:36.0,,A. Davis makes 2-pt layup from 1 ft (assist by Q. Cook),24,30
98,1,0:26.0,C. Boucher misses 3-pt jump shot from 27 ft,,24,30
99,1,0:24.0,,Defensive rebound by K. Kuzma,24,30
100,1,0:09.0,,Turnover by A. Davis (bad pass; steal by C. Boucher),24,30
101,1,0:03.0,M. Thomas makes 3-pt jump shot from 26 ft (assist by C. Boucher),,27,30
102,1,0:03.0,Shooting foul by K. Kuzma (drawn by M. Thomas),,27,30
103,1,0:03.0,M. Gasol enters the game for P. Siakam,,27,30
104,1,0:03.0,M. Thomas misses free throw 1 of 1,,27,30
105,1,0:01.0,Offensive rebound by Team,,27,30
106,1,0:01.0,P. Siakam enters the game for T. Davis,,27,30
107,1,0:01.0,F. VanVleet enters the game for R. Hollis-Jefferson,,27,30
108,1,0:00.0,M. Thomas makes 2-pt jump shot from 15 ft (assist by F. VanVleet),,29,30
109,1,0:00.0,Instant Replay (Request: Ruling Stands),,29,30
110,2,11:47.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,29,30
111,2,11:47.0,,Defensive rebound by L. James,29,30
112,2,11:29.0,,D. Howard makes 2-pt layup from 2 ft (assist by A. Caruso),29,32
113,2,11:17.0,R. Hollis-Jefferson makes 2-pt jump shot from 12 ft (assist by F. VanVleet),,31,32
114,2,10:50.0,,A. Caruso misses 2-pt layup from 4 ft (block by C. Boucher),31,32
115,2,10:48.0,Defensive rebound by M. Gasol,,31,32
116,2,10:45.0,C. Boucher makes 2-pt dunk from 2 ft (assist by F. VanVleet),,33,32
117,2,10:30.0,,Turnover by A. Caruso (bad pass; steal by C. Boucher),33,32
118,2,10:25.0,Offensive foul by R. Hollis-Jefferson (drawn by A. Caruso),,33,32
119,2,10:25.0,Turnover by R. Hollis-Jefferson (offensive foul),,33,32
120,2,10:13.0,,Shooting foul by M. Gasol (drawn by A. Caruso),33,32
121,2,10:13.0,,A. Caruso misses free throw 1 of 2,33,32
122,2,10:13.0,,Offensive rebound by Team,33,32
123,2,10:13.0,,A. Caruso makes free throw 2 of 2,33,33
124,2,9:58.0,Personal foul by D. Howard (drawn by F. VanVleet),,33,33
125,2,9:58.0,,K. Kuzma enters the game for J. Dudley,33,33
126,2,9:47.0,F. VanVleet makes 2-pt layup from 5 ft,,35,33
127,2,9:39.0,,T. Daniels misses 2-pt jump shot from 15 ft,35,33
128,2,9:39.0,Defensive rebound by F. VanVleet,,35,33
129,2,9:33.0,F. VanVleet misses 3-pt jump shot from 27 ft,,35,33
130,2,9:29.0,,Defensive rebound by T. Daniels,35,33
131,2,9:22.0,,T. Daniels makes 3-pt jump shot from 28 ft (assist by L. James),35,36
132,2,9:09.0,F. VanVleet misses 2-pt layup from 2 ft,,35,36
133,2,9:08.0,,Defensive rebound by L. James,35,36
134,2,9:03.0,,K. Kuzma misses 3-pt jump shot from 24 ft,35,36
135,2,8:58.0,Defensive rebound by F. VanVleet,,35,36
136,2,8:51.0,F. VanVleet makes 2-pt layup from 4 ft (assist by R. Hollis-Jefferson),,37,36
137,2,8:51.0,,LA Lakers full timeout,37,36
138,2,8:51.0,O. Anunoby enters the game for R. Hollis-Jefferson,,37,36
139,2,8:37.0,,L. James makes 2-pt jump shot from 19 ft,37,38
140,2,8:24.0,M. Thomas misses 3-pt jump shot from 23 ft,,37,38
141,2,8:21.0,,Defensive rebound by D. Howard,37,38
142,2,8:11.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by L. James),37,41
143,2,7:47.0,O. Anunoby makes 2-pt layup from 2 ft (assist by F. VanVleet),,39,41
144,2,7:34.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by L. James),39,44
145,2,7:06.0,F. VanVleet misses 3-pt jump shot from 24 ft,,39,44
146,2,7:04.0,,Defensive rebound by T. Daniels,39,44
147,2,7:00.0,,K. Kuzma misses 2-pt jump shot from 13 ft,39,44
148,2,6:55.0,,Offensive rebound by L. James,39,44
149,2,6:55.0,,L. James makes 2-pt layup from 1 ft,39,46
150,2,6:55.0,Toronto full timeout,,39,46
151,2,6:55.0,N. Powell enters the game for C. Boucher,,39,46
152,2,6:55.0,P. Siakam enters the game for M. Thomas,,39,46
153,2,6:39.0,Personal foul by D. Howard (drawn by M. Gasol),,39,46
154,2,6:34.0,F. VanVleet makes 3-pt jump shot from 26 ft (assist by N. Powell),,42,46
155,2,6:16.0,,T. Daniels makes 2-pt jump shot from 9 ft (assist by L. James),42,48
156,2,6:03.0,P. Siakam misses 3-pt jump shot from 25 ft,,42,48
157,2,6:00.0,,Defensive rebound by A. Caruso,42,48
158,2,5:49.0,,A. Caruso misses 3-pt jump shot from 23 ft,42,48
159,2,5:44.0,Defensive rebound by F. VanVleet,,42,48
160,2,5:33.0,P. Siakam misses 2-pt layup from 4 ft (block by T. Daniels),,42,48
161,2,5:28.0,Offensive rebound by P. Siakam,,42,48
162,2,5:28.0,P. Siakam makes 2-pt layup at rim,,44,48
163,2,5:17.0,,L. James misses 2-pt jump shot from 6 ft,44,48
164,2,5:17.0,,Offensive rebound by D. Howard,44,48
165,2,5:17.0,,Shooting foul by M. Gasol (drawn by D. Howard),44,48
166,2,5:17.0,,D. Howard makes free throw 1 of 2,44,49
167,2,5:17.0,S. Johnson enters the game for M. Gasol,,44,49
168,2,5:17.0,,A. Bradley enters the game for A. Caruso,44,49
169,2,5:17.0,,Q. Cook enters the game for L. James,44,49
170,2,5:17.0,,A. Davis enters the game for K. Kuzma,44,49
171,2,5:17.0,,D. Howard makes free throw 2 of 2,44,50
172,2,5:05.0,P. Siakam misses 3-pt jump shot from 27 ft,,44,50
173,2,5:02.0,,Defensive rebound by D. Howard,44,50
174,2,4:41.0,,T. Daniels misses 3-pt jump shot from 28 ft (block by N. Powell),44,50
175,2,4:36.0,Defensive rebound by N. Powell,,44,50
176,2,4:29.0,Toronto full timeout,,44,50
177,2,4:18.0,P. Siakam misses 2-pt jump shot from 21 ft,,44,50
178,2,4:16.0,,Defensive rebound by D. Howard,44,50
179,2,4:06.0,,Q. Cook makes 2-pt jump shot from 18 ft,44,52
180,2,3:54.0,F. VanVleet misses 2-pt jump shot from 18 ft,,44,52
181,2,3:51.0,,Defensive rebound by A. Davis,44,52
182,2,3:39.0,,Turnover by Q. Cook (bad pass; steal by O. Anunoby),44,52
183,2,3:33.0,P. Siakam misses 2-pt layup from 2 ft,,44,52
184,2,3:29.0,Offensive rebound by N. Powell,,44,52
185,2,3:29.0,N. Powell makes 2-pt layup at rim,,46,52
186,2,3:17.0,,D. Howard makes 2-pt dunk from 1 ft (assist by A. Bradley),46,54
187,2,2:58.0,S. Johnson misses 3-pt jump shot from 24 ft,,46,54
188,2,2:55.0,,Defensive rebound by T. Daniels,46,54
189,2,2:43.0,,Q. Cook misses 2-pt jump shot from 16 ft,46,54
190,2,2:40.0,Defensive rebound by F. VanVleet,,46,54
191,2,2:36.0,F. VanVleet makes 2-pt layup from 1 ft,,48,54
192,2,2:19.0,,D. Howard makes 2-pt layup from 1 ft (assist by A. Bradley),48,56
193,2,2:19.0,,Shooting foul by O. Anunoby (drawn by D. Howard),48,56
194,2,2:19.0,C. Boucher enters the game for O. Anunoby,,48,56
195,2,2:19.0,M. Gasol enters the game for S. Johnson,,48,56
196,2,2:19.0,,L. James enters the game for T. Daniels,48,56
197,2,2:19.0,,D. Howard misses free throw 1 of 1,48,56
198,2,2:16.0,Defensive rebound by P. Siakam,,48,56
199,2,2:01.0,N. Powell misses 3-pt jump shot from 26 ft,,48,56
200,2,1:59.0,Offensive rebound by Team,,48,56
201,2,1:58.0,Turnover by F. VanVleet (bad pass; steal by A. Davis),,48,56
202,2,1:51.0,,Q. Cook makes 3-pt jump shot from 26 ft (assist by A. Davis),48,59
203,2,1:34.0,C. Boucher misses 3-pt jump shot from 23 ft,,48,59
204,2,1:33.0,,Defensive rebound by Team,48,59
205,2,1:21.0,,A. Bradley misses 2-pt jump shot from 18 ft,48,59
206,2,1:17.0,Defensive rebound by P. Siakam,,48,59
207,2,1:13.0,Offensive foul by N. Powell (drawn by A. Davis),,48,59
208,2,1:13.0,Turnover by N. Powell (offensive foul),,48,59
209,2,0:59.0,,Turnover by A. Davis (bad pass),48,59
210,2,0:44.0,C. Boucher makes 2-pt dunk at rim (assist by N. Powell),,50,59
211,2,0:32.0,,Shooting foul by C. Boucher (drawn by A. Davis),50,59
212,2,0:32.0,,A. Davis misses free throw 1 of 2,50,59
213,2,0:32.0,,Offensive rebound by Team,50,59
214,2,0:32.0,,K. Caldwell-Pope enters the game for Q. Cook,50,59
215,2,0:32.0,,A. Davis makes free throw 2 of 2,50,60
216,2,0:21.0,N. Powell makes 2-pt jump shot from 19 ft,,52,60
217,2,0:02.0,,L. James misses 3-pt jump shot from 27 ft,52,60
218,2,0:00.0,,Offensive rebound by A. Davis,52,60
219,2,0:00.0,,A. Davis misses 2-pt layup from 1 ft,52,60
220,2,0:00.0,,Offensive rebound by Team,52,60
221,3,11:39.0,N. Powell makes 2-pt layup from 5 ft (assist by P. Siakam),,54,60
222,3,11:39.0,Shooting foul by D. Green (drawn by N. Powell),,54,60
223,3,11:39.0,,LA Lakers full timeout,54,60
224,3,11:39.0,,Instant Replay (Challenge: Stands),54,60
225,3,11:39.0,N. Powell makes free throw 1 of 1,,55,60
226,3,11:23.0,,J. McGee makes 2-pt layup from 1 ft (assist by L. James),55,62
227,3,11:04.0,P. Siakam misses 3-pt jump shot from 27 ft,,55,62
228,3,11:01.0,,Defensive rebound by J. McGee,55,62
229,3,10:46.0,,J. McGee makes 2-pt dunk from 1 ft (assist by L. James),55,64
230,3,10:30.0,O. Anunoby misses 3-pt jump shot from 26 ft,,55,64
231,3,10:27.0,,Defensive rebound by A. Davis,55,64
232,3,10:14.0,,Turnover by J. McGee (bad pass; steal by P. Siakam),55,64
233,3,10:10.0,Turnover by O. Anunoby (lost ball; steal by A. Davis),,55,64
234,3,10:05.0,,A. Bradley misses 3-pt jump shot from 27 ft,55,64
235,3,10:04.0,,Offensive rebound by A. Bradley,55,64
236,3,9:51.0,,J. McGee misses 2-pt layup from 3 ft,55,64
237,3,9:49.0,Defensive rebound by N. Powell,,55,64
238,3,9:40.0,F. VanVleet makes 3-pt jump shot from 25 ft,,58,64
239,3,9:22.0,,A. Davis misses 2-pt jump shot from 21 ft,58,64
240,3,9:20.0,Defensive rebound by M. Gasol,,58,64
241,3,9:16.0,F. VanVleet makes 2-pt layup from 1 ft,,60,64
242,3,9:16.0,,LA Lakers full timeout,60,64
243,3,9:00.0,,J. McGee misses 2-pt hook shot from 9 ft,60,64
244,3,8:57.0,Defensive rebound by M. Gasol,,60,64
245,3,8:46.0,Turnover by P. Siakam (lost ball; steal by D. Green),,60,64
246,3,8:42.0,,A. Davis misses 2-pt layup from 2 ft (block by P. Siakam),60,64
247,3,8:40.0,,Offensive rebound by A. Bradley,60,64
248,3,8:39.0,,A. Bradley misses 2-pt hook shot from 7 ft (block by N. Powell),60,64
249,3,8:39.0,,Offensive rebound by A. Bradley,60,64
250,3,8:29.0,,A. Bradley misses 3-pt jump shot from 26 ft,60,64
251,3,8:27.0,Defensive rebound by M. Gasol,,60,64
252,3,8:12.0,P. Siakam misses 3-pt jump shot from 26 ft,,60,64
253,3,8:08.0,,Defensive rebound by J. McGee,60,64
254,3,7:53.0,,D. Green misses 2-pt jump shot from 14 ft,60,64
255,3,7:50.0,Defensive rebound by M. Gasol,,60,64
256,3,7:46.0,F. VanVleet misses 2-pt jump shot from 23 ft,,60,64
257,3,7:41.0,,Defensive rebound by L. James,60,64
258,3,7:36.0,,L. James misses 2-pt jump shot from 6 ft,60,64
259,3,7:36.0,,Offensive rebound by Team,60,64
260,3,7:36.0,,Instant Replay (Challenge: Ruling Stands),60,64
261,3,7:20.0,,A. Davis makes 2-pt dunk from 2 ft (assist by A. Bradley),60,66
262,3,6:54.0,P. Siakam makes 2-pt jump shot from 4 ft (assist by F. VanVleet),,62,66
263,3,6:54.0,Shooting foul by A. Bradley (drawn by P. Siakam),,62,66
264,3,6:54.0,P. Siakam misses free throw 1 of 1,,62,66
265,3,6:51.0,,Defensive rebound by L. James,62,66
266,3,6:41.0,,J. McGee misses 2-pt layup from 4 ft,62,66
267,3,6:39.0,Defensive rebound by O. Anunoby,,62,66
268,3,6:33.0,O. Anunoby makes 3-pt jump shot from 23 ft (assist by M. Gasol),,65,66
269,3,6:15.0,,J. McGee makes 2-pt layup from 3 ft (assist by D. Green),65,68
270,3,6:10.0,F. VanVleet makes 3-pt jump shot from 34 ft (assist by P. Siakam),,68,68
271,3,5:45.0,,L. James misses 3-pt jump shot from 26 ft,68,68
272,3,5:42.0,Defensive rebound by N. Powell,,68,68
273,3,5:36.0,F. VanVleet misses 3-pt jump shot from 23 ft,,68,68
274,3,5:32.0,,Defensive rebound by A. Davis,68,68
275,3,5:13.0,,J. McGee misses 2-pt dunk from 2 ft,68,68
276,3,5:08.0,,Offensive rebound by A. Davis,68,68
277,3,5:05.0,,D. Green misses 3-pt jump shot from 26 ft,68,68
278,3,5:04.0,Defensive rebound by P. Siakam,,68,68
279,3,5:02.0,Turnover by F. VanVleet (out of bounds lost ball),,68,68
280,3,4:50.0,,A. Davis makes 3-pt jump shot from 25 ft (assist by L. James),68,71
281,3,4:27.0,Personal foul by A. Bradley (drawn by F. VanVleet),,68,71
282,3,4:27.0,,K. Kuzma enters the game for J. McGee,68,71
283,3,4:19.0,N. Powell misses 3-pt jump shot from 25 ft,,68,71
284,3,4:15.0,,Defensive rebound by K. Kuzma,68,71
285,3,4:08.0,,A. Davis misses 3-pt jump shot from 27 ft,68,71
286,3,4:04.0,Defensive rebound by P. Siakam,,68,71
287,3,4:01.0,Shooting foul by K. Kuzma (drawn by P. Siakam),,68,71
288,3,4:01.0,P. Siakam makes free throw 1 of 2,,69,71
289,3,4:01.0,T. Davis enters the game for N. Powell,,69,71
290,3,4:01.0,,T. Daniels enters the game for D. Green,69,71
291,3,4:01.0,P. Siakam makes free throw 2 of 2,,70,71
292,3,3:53.0,,Turnover by L. James (out of bounds lost ball),70,71
293,3,3:37.0,O. Anunoby misses 2-pt layup from 4 ft (block by L. James),,70,71
294,3,3:36.0,Offensive rebound by Team,,70,71
295,3,3:36.0,,Q. Cook enters the game for L. James,70,71
296,3,3:36.0,Toronto full timeout,,70,71
297,3,3:32.0,T. Davis misses 2-pt layup from 5 ft (block by A. Davis),,70,71
298,3,3:29.0,,Defensive rebound by Q. Cook,70,71
299,3,3:14.0,,A. Bradley misses 2-pt jump shot from 17 ft,70,71
300,3,3:12.0,Defensive rebound by O. Anunoby,,70,71
301,3,2:59.0,P. Siakam misses 2-pt layup from 3 ft,,70,71
302,3,2:58.0,,Defensive rebound by K. Kuzma,70,71
303,3,2:52.0,,T. Daniels misses 3-pt jump shot from 29 ft,70,71
304,3,2:49.0,Defensive rebound by M. Gasol,,70,71
305,3,2:44.0,T. Davis makes 3-pt jump shot from 25 ft (assist by F. VanVleet),,73,71
306,3,2:21.0,,Q. Cook misses 2-pt jump shot from 7 ft,73,71
307,3,2:19.0,Defensive rebound by P. Siakam,,73,71
308,3,2:15.0,T. Davis misses 3-pt jump shot from 23 ft,,73,71
309,3,2:15.0,,Defensive rebound by K. Kuzma,73,71
310,3,1:58.0,,A. Davis makes 2-pt jump shot from 18 ft (assist by Q. Cook),73,73
311,3,1:32.0,O. Anunoby misses 2-pt layup from 3 ft,,73,73
312,3,1:31.0,,Defensive rebound by T. Daniels,73,73
313,3,1:25.0,,Turnover by A. Bradley (bad pass),73,73
314,3,1:25.0,C. Boucher enters the game for O. Anunoby,,73,73
315,3,1:25.0,M. Thomas enters the game for F. VanVleet,,73,73
316,3,1:25.0,,A. Caruso enters the game for A. Bradley,73,73
317,3,1:13.0,P. Siakam makes 2-pt layup from 2 ft (assist by M. Thomas),,75,73
318,3,0:59.0,,A. Davis makes 2-pt jump shot from 16 ft,75,75
319,3,0:43.0,P. Siakam makes 3-pt jump shot from 27 ft,,78,75
320,3,0:35.0,,A. Davis makes 3-pt jump shot from 27 ft (assist by A. Caruso),78,78
321,3,0:19.0,Turnover by P. Siakam (bad pass; steal by Q. Cook),,78,78
322,3,0:18.0,,Personal foul by T. Davis (drawn by A. Caruso),78,78
323,3,0:18.0,,Instant Replay (Request: Ruling Stands),78,78
324,3,0:02.0,,A. Davis misses 2-pt jump shot from 23 ft,78,78
325,3,0:01.0,Defensive rebound by T. Davis,,78,78
326,4,11:46.0,,K. Kuzma misses 2-pt layup from 4 ft (block by P. Siakam),78,78
327,4,11:42.0,Defensive rebound by P. Siakam,,78,78
328,4,11:25.0,C. Boucher makes 2-pt layup from 2 ft (assist by P. Siakam),,80,78
329,4,11:25.0,Shooting foul by T. Daniels (drawn by C. Boucher),,80,78
330,4,11:25.0,C. Boucher misses free throw 1 of 1,,80,78
331,4,11:22.0,Offensive rebound by R. Hollis-Jefferson,,80,78
332,4,11:10.0,P. Siakam misses 2-pt layup from 2 ft,,80,78
333,4,11:05.0,Offensive rebound by T. Davis,,80,78
334,4,11:05.0,T. Davis makes 2-pt dunk from 1 ft,,82,78
335,4,10:50.0,,K. Kuzma makes 3-pt jump shot from 24 ft (assist by L. James),82,81
336,4,10:21.0,R. Hollis-Jefferson misses 2-pt jump shot from 4 ft,,82,81
337,4,10:18.0,Offensive rebound by C. Boucher,,82,81
338,4,10:18.0,C. Boucher makes 2-pt layup from 1 ft,,84,81
339,4,10:10.0,,Shooting foul by R. Hollis-Jefferson (drawn by L. James),84,81
340,4,10:10.0,,L. James misses free throw 1 of 2,84,81
341,4,10:10.0,,Offensive rebound by Team,84,81
342,4,10:10.0,,L. James misses free throw 2 of 2,84,81
343,4,10:08.0,Defensive rebound by P. Siakam,,84,81
344,4,9:57.0,C. Boucher makes 3-pt jump shot from 26 ft (assist by T. Davis),,87,81
345,4,9:43.0,,L. James misses 2-pt layup from 4 ft,87,81
346,4,9:40.0,Defensive rebound by T. Davis,,87,81
347,4,9:38.0,Shooting foul by A. Caruso (drawn by R. Hollis-Jefferson),,87,81
348,4,9:38.0,R. Hollis-Jefferson makes free throw 1 of 2,,88,81
349,4,9:38.0,R. Hollis-Jefferson makes free throw 2 of 2,,89,81
350,4,9:23.0,,K. Kuzma misses 3-pt jump shot from 30 ft,89,81
351,4,9:20.0,Defensive rebound by R. Hollis-Jefferson,,89,81
352,4,9:11.0,P. Siakam makes 2-pt layup from 2 ft,,91,81
353,4,9:10.0,,LA Lakers full timeout,91,81
354,4,9:10.0,,A. Davis enters the game for T. Daniels,91,81
355,4,9:10.0,,D. Green enters the game for K. Kuzma,91,81
356,4,8:52.0,,A. Caruso makes 2-pt layup from 1 ft (assist by L. James),91,83
357,4,8:34.0,P. Siakam misses 2-pt jump shot from 20 ft,,91,83
358,4,8:34.0,,Defensive rebound by D. Howard,91,83
359,4,8:23.0,,L. James misses 2-pt layup from 2 ft (block by C. Boucher),91,83
360,4,8:20.0,Defensive rebound by R. Hollis-Jefferson,,91,83
361,4,8:17.0,C. Boucher misses 3-pt jump shot from 25 ft,,91,83
362,4,8:15.0,Offensive rebound by Team,,91,83
363,4,8:07.0,C. Boucher makes 2-pt layup from 5 ft (assist by T. Davis),,93,83
364,4,8:07.0,Shooting foul by D. Howard (drawn by C. Boucher),,93,83
365,4,8:07.0,C. Boucher misses free throw 1 of 1,,93,83
366,4,8:04.0,,Defensive rebound by L. James,93,83
367,4,8:03.0,,A. Davis misses 2-pt layup from 2 ft (block by C. Boucher),93,83
368,4,8:01.0,,Offensive rebound by D. Howard,93,83
369,4,8:01.0,,Shooting foul by M. Thomas (drawn by D. Howard),93,83
370,4,8:01.0,,D. Howard misses free throw 1 of 2,93,83
371,4,8:01.0,,Offensive rebound by Team,93,83
372,4,8:01.0,,D. Howard makes free throw 2 of 2,93,84
373,4,7:49.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by T. Davis),,95,84
374,4,7:35.0,,Shooting foul by C. Boucher (drawn by A. Davis),95,84
375,4,7:35.0,,A. Davis makes free throw 1 of 2,95,85
376,4,7:35.0,F. VanVleet enters the game for M. Thomas,,95,85
377,4,7:35.0,,A. Davis makes free throw 2 of 2,95,86
378,4,7:22.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft,,97,86
379,4,7:09.0,,L. James misses 2-pt jump shot from 10 ft,97,86
380,4,7:09.0,,Offensive rebound by Team,97,86
381,4,7:09.0,Loose ball foul by P. Siakam (drawn by A. Davis),,97,86
382,4,7:09.0,,A. Bradley enters the game for D. Howard,97,86
