,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DENVER_ACTION,BROOKLYN_SCORE,DENVER_SCORE
387,4,5:20.0,S. Dinwiddie enters the game for N. Claxton,,87,94
388,4,5:20.0,T. Prince enters the game for G. Temple,,87,94
389,4,5:20.0,,G. Harris enters the game for J. Hernangómez,87,94
390,4,5:20.0,,N. Jokić enters the game for M. Morris,87,94
391,4,5:20.0,,J. Murray enters the game for M. Plumlee,87,94
392,4,5:09.0,,J. Grant misses 3-pt jump shot from 24 ft,87,94
393,4,5:06.0,Defensive rebound by J. Allen,,87,94
394,4,5:00.0,K. Irving misses 2-pt jump shot from 9 ft,,87,94
395,4,4:57.0,Offensive rebound by K. Irving,,87,94
396,4,4:55.0,K. Irving misses 2-pt jump shot from 13 ft,,87,94
397,4,4:53.0,,Defensive rebound by J. Grant,87,94
398,4,4:45.0,,W. Barton makes 2-pt jump shot from 3 ft,87,96
399,4,4:26.0,S. Dinwiddie makes 2-pt layup from 4 ft,,89,96
400,4,4:08.0,,N. Jokić misses 3-pt jump shot from 25 ft,89,96
401,4,4:05.0,Defensive rebound by T. Prince,,89,96
402,4,3:57.0,S. Dinwiddie makes 2-pt jump shot from 3 ft,,91,96
403,4,3:54.0,,Denver full timeout,91,96
404,4,3:54.0,,P. Millsap enters the game for J. Grant,91,96
405,4,3:43.0,,J. Murray misses 2-pt jump shot from 18 ft,91,96
406,4,3:39.0,Defensive rebound by J. Allen,,91,96
407,4,3:31.0,K. Irving makes 2-pt jump shot from 2 ft,,93,96
408,4,3:15.0,,N. Jokić misses 2-pt jump shot from 19 ft,93,96
409,4,3:12.0,,Offensive rebound by J. Murray,93,96
410,4,3:03.0,,W. Barton misses 3-pt jump shot from 25 ft,93,96
411,4,2:59.0,,Offensive rebound by N. Jokić,93,96
412,4,2:57.0,,N. Jokić makes 2-pt layup from 1 ft,93,98
413,4,2:42.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,93,98
414,4,2:38.0,,Defensive rebound by G. Harris,93,98
415,4,2:25.0,,W. Barton makes 2-pt jump shot from 12 ft,93,100
416,4,2:02.0,T. Prince misses 3-pt jump shot from 25 ft,,93,100
417,4,1:59.0,,Defensive rebound by N. Jokić,93,100
418,4,1:44.0,,Offensive foul by P. Millsap (drawn by T. Prince),93,100
419,4,1:44.0,,Turnover by P. Millsap (offensive foul),93,100
420,4,1:29.0,T. Prince misses 3-pt jump shot from 26 ft,,93,100
421,4,1:26.0,,Defensive rebound by J. Murray,93,100
422,4,1:12.0,,W. Barton misses 3-pt jump shot from 25 ft,93,100
423,4,1:10.0,,Offensive rebound by J. Murray,93,100
424,4,1:10.0,,Instant Replay (Request: Ruling Stands),93,100
425,4,1:10.0,,Denver full timeout,93,100
426,4,0:59.0,,Turnover by P. Millsap (bad pass; steal by S. Dinwiddie),93,100
427,4,0:55.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,,93,100
428,4,0:53.0,,Defensive rebound by G. Harris,93,100
429,4,0:46.0,,Personal take foul by S. Dinwiddie (drawn by W. Barton),93,100
430,4,0:43.0,,Personal take foul by K. Irving (drawn by W. Barton),93,100
431,4,0:43.0,,W. Barton misses free throw 1 of 2,93,100
432,4,0:43.0,,Offensive rebound by Team,93,100
433,4,0:43.0,,M. Plumlee enters the game for N. Jokić,93,100
434,4,0:43.0,,W. Barton makes free throw 2 of 2,93,101
435,4,0:43.0,Brooklyn full timeout,,93,101
436,4,0:43.0,G. Temple enters the game for J. Allen,,93,101
437,4,0:39.0,T. Prince misses 3-pt jump shot from 25 ft,,93,101
438,4,0:36.0,Offensive rebound by G. Temple,,93,101
439,4,0:30.0,J. Harris misses 3-pt jump shot from 25 ft,,93,101
440,4,0:26.0,,Defensive rebound by P. Millsap,93,101
441,4,0:26.0,,Personal foul by S. Dinwiddie (drawn by P. Millsap),93,101
442,4,0:26.0,J. Allen enters the game for S. Dinwiddie,,93,101
443,4,0:26.0,,P. Millsap misses free throw 1 of 2,93,101
444,4,0:26.0,,Offensive rebound by Team,93,101
445,4,0:26.0,,P. Millsap misses free throw 2 of 2,93,101
446,4,0:25.0,Defensive rebound by J. Allen,,93,101
447,4,0:25.0,Brooklyn full timeout,,93,101
448,4,0:25.0,S. Dinwiddie enters the game for J. Allen,,93,101
449,4,0:25.0,,J. Grant enters the game for M. Plumlee,93,101
450,4,0:16.0,T. Prince misses 3-pt jump shot from 25 ft,,93,101
451,4,0:11.0,Offensive rebound by Team,,93,101
452,4,0:07.0,G. Temple misses 3-pt jump shot from 22 ft,,93,101
453,4,0:03.0,,Defensive rebound by W. Barton,93,101
