,QUARTER,TIME_REMAINING,TORONTO_ACTION,DALLAS_ACTION,TORONTO_SCORE,DALLAS_SCORE
379,4,6:53.0,,Defensive rebound by M. Kleber,84,90
380,4,6:41.0,,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by S. Curry),84,92
381,4,6:25.0,M. Gasol misses 2-pt jump shot from 17 ft,,84,92
382,4,6:22.0,,Defensive rebound by L. Dončić,84,92
383,4,6:16.0,,D. Finney-Smith misses 3-pt jump shot from 27 ft,84,92
384,4,6:12.0,,Offensive rebound by S. Curry,84,92
385,4,6:11.0,,S. Curry makes 2-pt layup at rim,84,94
386,4,6:10.0,Toronto full timeout,,84,94
387,4,6:10.0,O. Anunoby enters the game for M. Gasol,,84,94
388,4,5:55.0,N. Powell misses 3-pt jump shot from 26 ft,,84,94
389,4,5:52.0,,Defensive rebound by D. Finney-Smith,84,94
390,4,5:42.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,84,94
391,4,5:38.0,Defensive rebound by P. Siakam,,84,94
392,4,5:29.0,N. Powell misses 2-pt layup at rim,,84,94
393,4,5:28.0,,Defensive rebound by K. Porziņģis,84,94
394,4,5:14.0,,Shooting foul by P. Siakam (drawn by L. Dončić),84,94
395,4,5:14.0,,L. Dončić makes free throw 1 of 3,84,95
396,4,5:14.0,,Technical foul by N. Nurse,84,95
397,4,5:14.0,,K. Porziņģis makes technical free throw,84,96
398,4,5:14.0,,L. Dončić makes free throw 2 of 3,84,97
399,4,5:14.0,,L. Dončić makes free throw 3 of 3,84,98
400,4,5:05.0,N. Powell makes 3-pt jump shot from 26 ft (assist by P. Siakam),,87,98
401,4,4:48.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,87,98
402,4,4:45.0,Defensive rebound by O. Anunoby,,87,98
403,4,4:34.0,P. Siakam misses 3-pt jump shot from 23 ft,,87,98
404,4,4:30.0,Offensive rebound by R. Hollis-Jefferson,,87,98
405,4,4:28.0,N. Powell makes 3-pt jump shot from 28 ft (assist by F. VanVleet),,90,98
406,4,4:06.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by S. Curry),90,101
407,4,3:46.0,O. Anunoby makes 3-pt jump shot from 23 ft (assist by P. Siakam),,93,101
408,4,3:23.0,,K. Porziņģis misses 2-pt jump shot from 12 ft,93,101
409,4,3:20.0,Defensive rebound by O. Anunoby,,93,101
410,4,3:17.0,Shooting foul by D. Finney-Smith (drawn by F. VanVleet),,93,101
411,4,3:17.0,,Dallas full timeout,93,101
412,4,3:17.0,F. VanVleet makes free throw 1 of 2,,94,101
413,4,3:17.0,F. VanVleet makes free throw 2 of 2,,95,101
414,4,2:54.0,,Shooting foul by N. Powell (drawn by D. Finney-Smith),95,101
415,4,2:54.0,,D. Finney-Smith makes free throw 1 of 2,95,102
416,4,2:54.0,,D. Finney-Smith misses free throw 2 of 2,95,102
417,4,2:52.0,Defensive rebound by O. Anunoby,,95,102
418,4,2:40.0,Turnover by P. Siakam (bad pass),,95,102
419,4,2:26.0,,K. Porziņģis misses 2-pt jump shot from 15 ft,95,102
420,4,2:23.0,Defensive rebound by P. Siakam,,95,102
421,4,2:18.0,F. VanVleet makes 3-pt jump shot from 27 ft,,98,102
422,4,2:16.0,,Dallas full timeout,98,102
423,4,2:13.0,,Turnover by L. Dončić (bad pass; steal by R. Hollis-Jefferson),98,102
424,4,2:08.0,N. Powell makes 2-pt layup from 1 ft,,100,102
425,4,1:53.0,,L. Dončić makes 2-pt jump shot from 4 ft,100,104
426,4,1:41.0,F. VanVleet misses 3-pt jump shot from 28 ft,,100,104
427,4,1:37.0,,Defensive rebound by S. Curry,100,104
428,4,1:37.0,,Personal foul by O. Anunoby (drawn by S. Curry),100,104
429,4,1:37.0,,S. Curry makes free throw 1 of 2,100,105
430,4,1:37.0,,S. Curry makes free throw 2 of 2,100,106
431,4,1:37.0,Toronto full timeout,,100,106
432,4,1:37.0,,T. Hardaway enters the game for S. Curry,100,106
433,4,1:37.0,,D. Wright enters the game for K. Porziņģis,100,106
434,4,1:32.0,Turnover by P. Siakam (bad pass; steal by L. Dončić),,100,106
435,4,1:32.0,,Personal take foul by N. Powell (drawn by L. Dončić),100,106
436,4,1:32.0,,Instant Replay (Request: Ruling Stands),100,106
437,4,1:32.0,,L. Dončić makes free throw 1 of 2,100,107
438,4,1:32.0,,L. Dončić makes free throw 2 of 2,100,108
439,4,1:22.0,P. Siakam misses 2-pt jump shot from 9 ft,,100,108
440,4,1:20.0,,Defensive rebound by L. Dončić,100,108
441,4,0:59.0,,M. Kleber misses 3-pt jump shot from 23 ft,100,108
442,4,0:56.0,Defensive rebound by F. VanVleet,,100,108
443,4,0:42.0,N. Powell misses 2-pt layup from 1 ft,,100,108
444,4,0:40.0,,Defensive rebound by L. Dončić,100,108
445,4,0:40.0,,Personal foul by P. Siakam (drawn by L. Dončić),100,108
446,4,0:40.0,,L. Dončić makes free throw 1 of 2,100,109
447,4,0:40.0,,L. Dončić makes free throw 2 of 2,100,110
448,4,0:40.0,Toronto full timeout,,100,110
449,4,0:38.0,R. Hollis-Jefferson makes 2-pt dunk from 1 ft (assist by F. VanVleet),,102,110
450,4,0:16.0,,D. Wright misses 3-pt jump shot from 25 ft,102,110
451,4,0:13.0,Defensive rebound by F. VanVleet,,102,110
452,4,0:08.0,P. Siakam misses 3-pt jump shot from 28 ft,,102,110
453,4,0:05.0,,Defensive rebound by L. Dončić,102,110
