,QUARTER,TIME_REMAINING,UTAH_ACTION,DENVER_ACTION,UTAH_SCORE,DENVER_SCORE
29,1,7:08.0,J. Clarkson enters the game for D. Mitchell,,7,8
30,1,7:08.0,,M. Porter enters the game for T. Craig,7,8
31,1,6:48.0,Turnover by R. Gobert (bad pass; steal by M. Porter),,7,8
32,1,6:33.0,,J. Grant makes 2-pt jump shot from 15 ft (assist by N. Jokić),7,10
33,1,6:16.0,Turnover by J. Clarkson (bad pass; steal by J. Grant),,7,10
34,1,6:12.0,,M. Porter misses 2-pt layup from 2 ft,7,10
35,1,6:10.0,Defensive rebound by J. Clarkson,,7,10
36,1,6:03.0,J. Clarkson makes 2-pt jump shot from 3 ft,,9,10
37,1,5:48.0,,Personal foul by J. Clarkson (drawn by M. Morris),9,10
38,1,5:40.0,,W. Barton makes 2-pt jump shot from 11 ft (assist by N. Jokić),9,12
39,1,5:26.0,B. Bogdanović makes 3-pt jump shot from 22 ft (assist by J. Ingles),,12,12
40,1,5:13.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by N. Jokić),12,15
41,1,4:54.0,J. Ingles misses 3-pt jump shot from 25 ft,,12,15
42,1,4:53.0,,Defensive rebound by J. Grant,12,15
43,1,4:43.0,,Turnover by M. Morris (bad pass),12,15
44,1,4:43.0,E. Mudiay enters the game for J. Ingles,,12,15
45,1,4:43.0,,M. Beasley enters the game for M. Morris,12,15
46,1,4:21.0,Shooting foul by N. Jokić (drawn by R. Gobert),,12,15
47,1,4:21.0,R. Gobert makes free throw 1 of 2,,13,15
48,1,4:21.0,R. Gobert misses free throw 2 of 2,,13,15
49,1,4:17.0,,Defensive rebound by W. Barton,13,15
50,1,4:01.0,,W. Barton misses 2-pt jump shot from 9 ft,13,15
51,1,3:58.0,Defensive rebound by R. Gobert,,13,15
52,1,3:56.0,Personal foul by W. Barton (drawn by E. Mudiay),,13,15
53,1,3:56.0,G. Niang enters the game for R. O'Neale,,13,15
54,1,3:56.0,,J. Vanderbilt enters the game for N. Jokić,13,15
55,1,3:38.0,Turnover by E. Mudiay (step out of bounds),,13,15
56,1,3:38.0,E. Davis enters the game for R. Gobert,,13,15
57,1,3:22.0,,M. Porter makes 2-pt jump shot from 17 ft,13,17
58,1,3:08.0,B. Bogdanović misses 2-pt jump shot from 17 ft,,13,17
59,1,3:04.0,Offensive rebound by E. Davis,,13,17
60,1,3:00.0,Turnover by J. Clarkson (out of bounds lost ball),,13,17
61,1,3:00.0,,M. Morris enters the game for W. Barton,13,17
62,1,2:47.0,,M. Porter misses 3-pt jump shot from 24 ft,13,17
63,1,2:43.0,Defensive rebound by B. Bogdanović,,13,17
64,1,2:40.0,Shooting foul by M. Porter (drawn by B. Bogdanović),,13,17
65,1,2:40.0,,Denver full timeout,13,17
66,1,2:40.0,,T. Craig enters the game for J. Grant,13,17
67,1,2:40.0,B. Bogdanović misses free throw 1 of 2,,13,17
68,1,2:40.0,Offensive rebound by Team,,13,17
69,1,2:40.0,B. Bogdanović misses free throw 2 of 2,,13,17
70,1,2:38.0,,Defensive rebound by M. Porter,13,17
71,1,2:18.0,,Turnover by M. Porter (bad pass),13,17
72,1,2:18.0,D. Mitchell enters the game for B. Bogdanović,,13,17
73,1,1:54.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,16,17
74,1,1:31.0,,T. Craig makes 2-pt jump shot from 5 ft (assist by M. Porter),16,19
75,1,1:26.0,E. Mudiay misses 2-pt layup from 1 ft,,16,19
76,1,1:24.0,Offensive rebound by E. Mudiay,,16,19
77,1,1:24.0,E. Mudiay misses 2-pt layup from 1 ft,,16,19
78,1,1:23.0,,Defensive rebound by M. Beasley,16,19
79,1,1:12.0,,T. Craig makes 2-pt jump shot from 12 ft,16,21
80,1,0:56.0,G. Niang makes 2-pt jump shot from 3 ft (assist by D. Mitchell),,18,21
81,1,0:41.0,,M. Morris misses 2-pt jump shot from 9 ft,18,21
82,1,0:39.0,Defensive rebound by E. Davis,,18,21
83,1,0:37.0,Shooting foul by M. Porter (drawn by G. Niang),,18,21
84,1,0:37.0,G. Niang makes free throw 1 of 2,,19,21
85,1,0:37.0,G. Niang makes free throw 2 of 2,,20,21
86,1,0:24.0,,Turnover by J. Vanderbilt (bad pass; steal by E. Davis),20,21
87,1,0:02.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,23,21
88,2,11:42.0,J. Clarkson misses 3-pt jump shot from 25 ft,,23,21
89,2,11:40.0,,Defensive rebound by M. Porter,23,21
90,2,11:19.0,,N. Jokić makes 2-pt jump shot from 19 ft (assist by M. Beasley),23,23
91,2,11:02.0,G. Niang makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,26,23
92,2,10:50.0,,Turnover by N. Jokić (bad pass; steal by J. Ingles),26,23
93,2,10:43.0,Turnover by J. Clarkson (bad pass; steal by T. Craig),,26,23
94,2,10:36.0,,T. Craig misses 2-pt layup from 2 ft,26,23
95,2,10:35.0,,Offensive rebound by M. Porter,26,23
96,2,10:34.0,,M. Porter misses 2-pt hook shot from 2 ft,26,23
97,2,10:34.0,Defensive rebound by J. Ingles,,26,23
98,2,10:23.0,Turnover by D. Mitchell (lost ball; steal by P. Dozier),,26,23
99,2,10:18.0,,M. Beasley makes 2-pt dunk at rim (assist by M. Porter),26,25
100,2,9:53.0,J. Clarkson makes 3-pt jump shot from 22 ft (assist by J. Ingles),,29,25
101,2,9:38.0,,Personal foul by J. Ingles (drawn by N. Jokić),29,25
102,2,9:38.0,R. Gobert enters the game for E. Davis,,29,25
103,2,9:33.0,,M. Beasley misses 2-pt layup from 4 ft,29,25
104,2,9:32.0,,Offensive rebound by M. Porter,29,25
105,2,9:27.0,,M. Beasley misses 3-pt jump shot from 23 ft,29,25
106,2,9:24.0,Defensive rebound by J. Ingles,,29,25
107,2,9:10.0,J. Clarkson misses 3-pt jump shot from 23 ft,,29,25
108,2,9:08.0,,Defensive rebound by T. Craig,29,25
109,2,9:02.0,,Shooting foul by J. Ingles (drawn by P. Dozier),29,25
110,2,9:02.0,,P. Dozier misses free throw 1 of 2,29,25
111,2,9:02.0,,Offensive rebound by Team,29,25
112,2,9:02.0,E. Mudiay enters the game for D. Mitchell,,29,25
113,2,9:02.0,,P. Dozier makes free throw 2 of 2,29,26
114,2,8:52.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by R. Gobert),,32,26
115,2,8:50.0,,Denver full timeout,32,26
116,2,8:50.0,,W. Barton enters the game for T. Craig,32,26
117,2,8:41.0,,N. Jokić makes 2-pt jump shot from 15 ft (assist by M. Beasley),32,28
118,2,8:22.0,R. Gobert makes 2-pt dunk from 1 ft (assist by G. Niang),,34,28
119,2,8:09.0,,M. Beasley misses 2-pt jump shot from 15 ft,34,28
120,2,8:08.0,Defensive rebound by R. Gobert,,34,28
121,2,8:01.0,J. Ingles misses 3-pt jump shot from 25 ft,,34,28
122,2,7:58.0,,Defensive rebound by M. Porter,34,28
123,2,7:47.0,,M. Beasley misses 2-pt layup from 3 ft (block by E. Mudiay),34,28
124,2,7:42.0,,Offensive rebound by M. Beasley,34,28
125,2,7:41.0,,M. Porter makes 2-pt dunk from 1 ft (assist by M. Beasley),34,30
126,2,7:27.0,G. Niang makes 3-pt jump shot from 23 ft (assist by E. Mudiay),,37,30
127,2,7:11.0,,P. Dozier misses 2-pt jump shot from 14 ft,37,30
128,2,7:09.0,Defensive rebound by E. Mudiay,,37,30
129,2,6:59.0,G. Niang misses 2-pt jump shot from 7 ft,,37,30
130,2,6:56.0,Offensive rebound by R. Gobert,,37,30
131,2,6:54.0,R. Gobert makes 2-pt layup from 1 ft,,39,30
132,2,6:43.0,,Turnover by N. Jokić (lost ball; steal by J. Clarkson),39,30
133,2,6:40.0,J. Clarkson makes 2-pt layup from 1 ft,,41,30
134,2,6:40.0,,Denver full timeout,41,30
135,2,6:40.0,B. Bogdanović enters the game for J. Ingles,,41,30
136,2,6:40.0,R. O'Neale enters the game for G. Niang,,41,30
137,2,6:40.0,,J. Grant enters the game for P. Dozier,41,30
138,2,6:40.0,,M. Morris enters the game for N. Jokić,41,30
139,2,6:33.0,,Turnover by M. Porter (step out of bounds),41,30
140,2,6:10.0,J. Clarkson misses 3-pt jump shot from 24 ft,,41,30
141,2,6:06.0,,Defensive rebound by M. Porter,41,30
142,2,6:00.0,,W. Barton misses 2-pt layup from 2 ft (block by R. Gobert),41,30
143,2,5:57.0,Defensive rebound by R. O'Neale,,41,30
144,2,5:56.0,R. O'Neale misses 2-pt layup from 1 ft (block by M. Porter),,41,30
145,2,5:55.0,Offensive rebound by Team,,41,30
146,2,5:55.0,D. Mitchell enters the game for E. Mudiay,,41,30
147,2,5:55.0,,T. Craig enters the game for M. Porter,41,30
148,2,5:37.0,R. O'Neale misses 3-pt jump shot from 29 ft,,41,30
149,2,5:33.0,,Defensive rebound by J. Grant,41,30
150,2,5:24.0,,W. Barton makes 2-pt hook shot from 5 ft,41,32
151,2,5:16.0,D. Mitchell misses 2-pt layup from 2 ft (block by T. Craig),,41,32
152,2,5:14.0,,Defensive rebound by J. Grant,41,32
153,2,5:05.0,,J. Grant misses 3-pt jump shot from 26 ft,41,32
154,2,5:04.0,Defensive rebound by Team,,41,32
155,2,5:04.0,J. Ingles enters the game for J. Clarkson,,41,32
156,2,4:46.0,B. Bogdanović misses 2-pt jump shot from 8 ft,,41,32
157,2,4:44.0,,Defensive rebound by J. Grant,41,32
158,2,4:40.0,,W. Barton makes 3-pt jump shot from 26 ft,41,35
159,2,4:39.0,Utah full timeout,,41,35
160,2,4:23.0,Personal foul by M. Beasley (drawn by J. Ingles),,41,35
161,2,4:13.0,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Ingles),,43,35
162,2,3:56.0,,T. Craig misses 3-pt jump shot from 23 ft,43,35
163,2,3:55.0,,Offensive rebound by J. Grant,43,35
164,2,3:53.0,,J. Grant makes 2-pt hook shot from 1 ft,43,37
165,2,3:41.0,D. Mitchell misses 3-pt jump shot from 24 ft,,43,37
166,2,3:38.0,,Defensive rebound by M. Morris,43,37
167,2,3:34.0,,M. Morris misses 3-pt jump shot from 25 ft,43,37
168,2,3:31.0,Defensive rebound by R. O'Neale,,43,37
169,2,3:19.0,Shooting foul by J. Grant (drawn by R. Gobert),,43,37
170,2,3:19.0,R. Gobert makes free throw 1 of 2,,44,37
171,2,3:19.0,,N. Jokić enters the game for M. Beasley,44,37
172,2,3:19.0,R. Gobert makes free throw 2 of 2,,45,37
173,2,3:11.0,,W. Barton misses 3-pt jump shot from 25 ft,45,37
174,2,3:07.0,Defensive rebound by R. Gobert,,45,37
175,2,2:53.0,Turnover by R. Gobert (bad pass),,45,37
176,2,2:37.0,,T. Craig makes 2-pt jump shot from 20 ft (assist by M. Morris),45,39
177,2,2:25.0,Offensive foul by R. Gobert (drawn by M. Morris),,45,39
178,2,2:25.0,Turnover by R. Gobert (offensive foul),,45,39
179,2,2:13.0,,J. Grant makes 2-pt jump shot from 8 ft (assist by N. Jokić),45,41
180,2,1:46.0,D. Mitchell misses 3-pt jump shot from 28 ft,,45,41
181,2,1:43.0,,Defensive rebound by T. Craig,45,41
182,2,1:22.0,,T. Craig misses 2-pt jump shot from 21 ft,45,41
183,2,1:19.0,Defensive rebound by R. Gobert,,45,41
184,2,1:15.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,48,41
185,2,0:53.0,,Personal foul by R. Gobert (drawn by N. Jokić),48,41
186,2,0:53.0,E. Davis enters the game for R. Gobert,,48,41
187,2,0:53.0,,M. Porter enters the game for N. Jokić,48,41
188,2,0:38.0,,W. Barton makes 2-pt jump shot from 23 ft,48,43
189,2,0:31.0,D. Mitchell misses 2-pt layup from 3 ft (block by T. Craig),,48,43
190,2,0:29.0,,Defensive rebound by M. Porter,48,43
191,2,0:21.0,,W. Barton misses 2-pt jump shot from 5 ft,48,43
192,2,0:19.0,Defensive rebound by J. Ingles,,48,43
193,2,0:03.0,J. Ingles misses 2-pt layup from 5 ft (block by W. Barton),,48,43
194,2,0:01.0,,Defensive rebound by T. Craig,48,43
195,2,0:00.0,,T. Craig misses 3-pt jump shot from 29 ft,48,43
196,2,0:00.0,,Offensive rebound by Team,48,43
197,3,11:37.0,B. Bogdanović misses 2-pt layup from 4 ft,,48,43
198,3,11:35.0,,Defensive rebound by N. Jokić,48,43
199,3,11:31.0,,W. Barton misses 2-pt jump shot from 21 ft,48,43
200,3,11:28.0,Defensive rebound by J. Ingles,,48,43
201,3,11:20.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Ingles),,51,43
202,3,10:52.0,,N. Jokić makes 2-pt jump shot from 4 ft,51,45
203,3,10:37.0,J. Ingles makes 3-pt jump shot from 25 ft,,54,45
204,3,10:21.0,,Personal foul by R. Gobert (drawn by N. Jokić),54,45
205,3,10:16.0,,N. Jokić makes 3-pt jump shot from 26 ft (assist by W. Barton),54,48
206,3,9:53.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,54,48
207,3,9:50.0,,Defensive rebound by T. Craig,54,48
208,3,9:42.0,,N. Jokić misses 2-pt jump shot from 13 ft,54,48
209,3,9:40.0,Defensive rebound by R. Gobert,,54,48
210,3,9:36.0,R. Gobert makes 2-pt layup from 2 ft (assist by J. Ingles),,56,48
211,3,9:28.0,,Shooting foul by R. O'Neale (drawn by W. Barton),56,48
212,3,9:28.0,,W. Barton makes free throw 1 of 2,56,49
213,3,9:28.0,,W. Barton makes free throw 2 of 2,56,50
214,3,9:12.0,D. Mitchell misses 3-pt jump shot from 25 ft,,56,50
215,3,9:10.0,,Defensive rebound by N. Jokić,56,50
216,3,9:02.0,,N. Jokić misses 3-pt jump shot from 25 ft,56,50
217,3,8:59.0,Defensive rebound by D. Mitchell,,56,50
218,3,8:52.0,Turnover by B. Bogdanović (traveling),,56,50
219,3,8:32.0,,N. Jokić misses 2-pt jump shot from 16 ft,56,50
220,3,8:29.0,,Offensive rebound by T. Craig,56,50
221,3,8:23.0,,N. Jokić makes 2-pt jump shot from 8 ft (assist by T. Craig),56,52
222,3,8:09.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by D. Mitchell),,59,52
223,3,7:51.0,,J. Grant misses 3-pt jump shot from 25 ft,59,52
224,3,7:49.0,Defensive rebound by R. Gobert,,59,52
225,3,7:36.0,R. Gobert makes 2-pt dunk at rim (assist by B. Bogdanović),,61,52
226,3,7:18.0,,W. Barton makes 2-pt jump shot from 14 ft,61,54
227,3,7:03.0,J. Ingles makes 2-pt layup from 2 ft (assist by D. Mitchell),,63,54
228,3,6:40.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by N. Jokić),63,57
229,3,6:18.0,Turnover by D. Mitchell (step out of bounds),,63,57
230,3,6:18.0,,Denver full timeout,63,57
231,3,6:04.0,,M. Morris makes 2-pt layup from 1 ft,63,59
232,3,5:37.0,R. Gobert makes 2-pt hook shot from 3 ft (assist by R. O'Neale),,65,59
233,3,5:21.0,,N. Jokić makes 2-pt layup from 2 ft,65,61
234,3,5:01.0,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Mitchell),,67,61
235,3,4:39.0,,N. Jokić misses 2-pt layup from 5 ft (block by R. O'Neale),67,61
236,3,4:39.0,Defensive rebound by Team,,67,61
237,3,4:39.0,J. Clarkson enters the game for J. Ingles,,67,61
238,3,4:39.0,E. Mudiay enters the game for D. Mitchell,,67,61
239,3,4:39.0,,M. Beasley enters the game for T. Craig,67,61
240,3,4:36.0,Personal foul by M. Morris (drawn by J. Clarkson),,67,61
241,3,4:25.0,Turnover by R. Gobert (bad pass; steal by N. Jokić),,67,61
242,3,4:17.0,,M. Beasley misses 3-pt jump shot from 23 ft,67,61
243,3,4:15.0,Defensive rebound by E. Mudiay,,67,61
244,3,4:13.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by E. Mudiay),,70,61
245,3,3:57.0,,W. Barton makes 2-pt jump shot from 14 ft,70,63
246,3,3:44.0,Personal foul by W. Barton (drawn by J. Clarkson),,70,63
247,3,3:44.0,G. Niang enters the game for R. O'Neale,,70,63
248,3,3:44.0,,P. Dozier enters the game for J. Grant,70,63
249,3,3:44.0,,M. Porter enters the game for M. Morris,70,63
250,3,3:39.0,Turnover by B. Bogdanović (traveling),,70,63
251,3,3:30.0,,W. Barton misses 2-pt jump shot from 18 ft,70,63
252,3,3:27.0,Defensive rebound by B. Bogdanović,,70,63
253,3,3:17.0,B. Bogdanović misses 3-pt jump shot from 28 ft,,70,63
254,3,3:13.0,,Defensive rebound by P. Dozier,70,63
255,3,3:13.0,D. Mitchell enters the game for B. Bogdanović,,70,63
256,3,3:13.0,,T. Craig enters the game for W. Barton,70,63
257,3,3:00.0,,P. Dozier misses 2-pt layup from 18 ft (block by R. Gobert),70,63
258,3,2:58.0,Defensive rebound by D. Mitchell,,70,63
259,3,2:51.0,R. Gobert misses 2-pt dunk from 1 ft,,70,63
260,3,2:48.0,,Defensive rebound by M. Beasley,70,63
261,3,2:43.0,,M. Porter makes 3-pt jump shot from 24 ft (assist by M. Beasley),70,66
262,3,2:42.0,Utah full timeout,,70,66
263,3,2:42.0,E. Davis enters the game for R. Gobert,,70,66
264,3,2:25.0,D. Mitchell misses 3-pt jump shot from 24 ft,,70,66
265,3,2:22.0,,Defensive rebound by M. Porter,70,66
266,3,2:11.0,,M. Porter misses 2-pt jump shot from 6 ft,70,66
267,3,2:11.0,,Offensive rebound by T. Craig,70,66
268,3,2:09.0,,T. Craig makes 2-pt layup from 3 ft,70,68
269,3,1:53.0,E. Mudiay misses 2-pt jump shot from 15 ft,,70,68
270,3,1:49.0,,Defensive rebound by M. Porter,70,68
271,3,1:33.0,,Shooting foul by E. Davis (drawn by M. Beasley),70,68
272,3,1:33.0,,M. Beasley makes free throw 1 of 2,70,69
273,3,1:33.0,,M. Beasley makes free throw 2 of 2,70,70
274,3,1:20.0,D. Mitchell misses 2-pt jump shot from 7 ft,,70,70
275,3,1:19.0,,Defensive rebound by M. Porter,70,70
276,3,1:01.0,,M. Beasley misses 3-pt jump shot from 25 ft,70,70
277,3,0:59.0,Defensive rebound by D. Mitchell,,70,70
278,3,0:39.0,Turnover by D. Mitchell (bad pass),,70,70
279,3,0:29.0,,M. Porter makes 3-pt jump shot from 25 ft (assist by N. Jokić),70,73
280,3,0:09.0,D. Mitchell misses 2-pt jump shot from 15 ft,,70,73
281,3,0:07.0,,Defensive rebound by N. Jokić,70,73
282,3,0:00.0,,P. Dozier makes 3-pt jump shot from 25 ft (assist by N. Jokić),70,76
283,3,0:00.0,,Instant Replay (Request: Ruling Stands),70,76
284,4,11:44.0,,Shooting foul by E. Davis (drawn by J. Grant),70,76
285,4,11:44.0,,J. Grant makes free throw 1 of 2,70,77
286,4,11:44.0,,J. Grant makes free throw 2 of 2,70,78
287,4,11:28.0,G. Niang misses 3-pt jump shot from 22 ft,,70,78
288,4,11:27.0,Offensive rebound by Team,,70,78
289,4,11:27.0,,Loose ball foul by M. Porter (drawn by E. Davis),70,78
290,4,11:15.0,J. Ingles misses 2-pt jump shot from 4 ft,,70,78
291,4,11:13.0,,Defensive rebound by P. Dozier,70,78
292,4,11:05.0,,Shooting foul by E. Davis (drawn by P. Dozier),70,78
293,4,11:05.0,,P. Dozier makes free throw 1 of 2,70,79
294,4,11:05.0,,P. Dozier makes free throw 2 of 2,70,80
295,4,10:53.0,Shooting foul by T. Craig (drawn by J. Clarkson),,70,80
296,4,10:53.0,J. Clarkson misses free throw 1 of 2,,70,80
297,4,10:53.0,Offensive rebound by Team,,70,80
298,4,10:53.0,R. Gobert enters the game for E. Davis,,70,80
299,4,10:53.0,J. Clarkson makes free throw 2 of 2,,71,80
300,4,10:40.0,,J. Grant misses 3-pt jump shot from 25 ft,71,80
301,4,10:36.0,Defensive rebound by J. Clarkson,,71,80
302,4,10:32.0,J. Clarkson misses 2-pt hook shot from 4 ft,,71,80
303,4,10:29.0,,Defensive rebound by P. Dozier,71,80
304,4,10:26.0,,Flagrant foul type 1 by G. Niang (drawn by T. Craig),71,80
305,4,10:26.0,,Instant Replay (Request: Ruling Stands),71,80
306,4,10:26.0,,T. Craig misses flagrant free throw 1 of 2,71,80
307,4,10:26.0,,Offensive rebound by Team,71,80
308,4,10:26.0,,T. Craig makes flagrant free throw 2 of 2,71,81
309,4,10:20.0,,J. Grant misses 3-pt jump shot from 26 ft,71,81
310,4,10:15.0,,Offensive rebound by T. Craig,71,81
311,4,10:12.0,,P. Dozier misses 3-pt jump shot from 25 ft,71,81
312,4,10:09.0,,Offensive rebound by Team,71,81
313,4,10:04.0,,J. Grant makes 3-pt jump shot from 26 ft (assist by P. Dozier),71,84
314,4,10:04.0,,Shooting foul by D. Mitchell (drawn by J. Grant),71,84
315,4,10:04.0,B. Bogdanović enters the game for D. Mitchell,,71,84
316,4,10:04.0,E. Mudiay enters the game for G. Niang,,71,84
317,4,10:04.0,,J. Grant makes free throw 1 of 1,71,85
318,4,9:43.0,B. Bogdanović misses 2-pt layup from 4 ft,,71,85
319,4,9:42.0,Offensive rebound by R. Gobert,,71,85
320,4,9:40.0,Personal foul by P. Dozier (drawn by J. Clarkson),,71,85
321,4,9:40.0,,W. Barton enters the game for T. Craig,71,85
322,4,9:30.0,J. Ingles misses 3-pt jump shot from 25 ft,,71,85
323,4,9:28.0,Offensive rebound by Team,,71,85
324,4,9:18.0,J. Clarkson misses 2-pt hook shot from 4 ft,,71,85
325,4,9:16.0,,Defensive rebound by M. Porter,71,85
326,4,8:57.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by P. Dozier),71,88
327,4,8:56.0,Utah full timeout,,71,88
328,4,8:42.0,J. Clarkson makes 2-pt hook shot from 2 ft,,73,88
329,4,8:22.0,,P. Dozier misses 3-pt jump shot from 25 ft,73,88
330,4,8:21.0,Defensive rebound by B. Bogdanović,,73,88
331,4,8:12.0,E. Mudiay misses 2-pt layup from 1 ft (block by P. Dozier),,73,88
332,4,8:09.0,,Defensive rebound by W. Barton,73,88
333,4,8:07.0,,W. Barton misses 3-pt jump shot from 25 ft,73,88
334,4,8:04.0,Defensive rebound by R. Gobert,,73,88
335,4,7:51.0,J. Clarkson misses 3-pt jump shot from 26 ft,,73,88
336,4,7:49.0,,Defensive rebound by M. Porter,73,88
337,4,7:39.0,,M. Porter misses 2-pt hook shot from 9 ft,73,88
338,4,7:37.0,Defensive rebound by B. Bogdanović,,73,88
339,4,7:29.0,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Ingles),,75,88
340,4,7:16.0,,M. Porter makes 2-pt jump shot from 15 ft (assist by P. Dozier),75,90
341,4,6:56.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,75,90
342,4,6:55.0,,Defensive rebound by Team,75,90
343,4,6:55.0,R. O'Neale enters the game for J. Ingles,,75,90
344,4,6:55.0,,N. Jokić enters the game for P. Dozier,75,90
345,4,6:55.0,,M. Morris enters the game for J. Grant,75,90
346,4,6:35.0,,N. Jokić makes 2-pt jump shot from 6 ft,75,92
347,4,6:19.0,J. Clarkson misses 2-pt hook shot from 5 ft,,75,92
348,4,6:19.0,Offensive rebound by Team,,75,92
349,4,6:19.0,,Loose ball foul by N. Jokić (drawn by R. Gobert),75,92
350,4,6:19.0,D. Mitchell enters the game for E. Mudiay,,75,92
351,4,6:19.0,,T. Craig enters the game for M. Beasley,75,92
352,4,6:11.0,J. Clarkson makes 3-pt jump shot from 24 ft,,78,92
353,4,5:49.0,,M. Morris makes 2-pt jump shot from 12 ft (assist by N. Jokić),78,94
354,4,5:30.0,J. Clarkson makes 2-pt layup from 5 ft,,80,94
355,4,5:16.0,,M. Porter misses 3-pt jump shot from 25 ft,80,94
356,4,5:14.0,Defensive rebound by R. Gobert,,80,94
357,4,5:09.0,J. Clarkson makes 3-pt jump shot from 24 ft,,83,94
358,4,4:52.0,,M. Morris misses 2-pt jump shot from 19 ft,83,94
359,4,4:50.0,Defensive rebound by B. Bogdanović,,83,94
360,4,4:38.0,Shooting foul by N. Jokić (drawn by R. Gobert),,83,94
361,4,4:38.0,R. Gobert misses free throw 1 of 2,,83,94
362,4,4:38.0,Offensive rebound by Team,,83,94
363,4,4:38.0,,J. Grant enters the game for M. Porter,83,94
364,4,4:38.0,R. Gobert misses free throw 2 of 2,,83,94
365,4,4:36.0,,Defensive rebound by W. Barton,83,94
366,4,4:17.0,,N. Jokić makes 2-pt jump shot from 7 ft,83,96
367,4,4:05.0,D. Mitchell makes 2-pt jump shot from 9 ft (assist by J. Clarkson),,85,96
368,4,3:50.0,,Personal foul by R. O'Neale (drawn by N. Jokić),85,96
369,4,3:50.0,,N. Jokić makes free throw 1 of 2,85,97
370,4,3:50.0,J. Ingles enters the game for R. O'Neale,,85,97
371,4,3:50.0,,N. Jokić makes free throw 2 of 2,85,98
372,4,3:50.0,Utah full timeout,,85,98
373,4,3:36.0,J. Clarkson makes 3-pt jump shot from 25 ft,,88,98
374,4,3:12.0,,N. Jokić misses 2-pt jump shot from 19 ft,88,98
375,4,3:09.0,Defensive rebound by D. Mitchell,,88,98
376,4,3:06.0,J. Clarkson makes 3-pt jump shot from 27 ft (assist by D. Mitchell),,91,98
377,4,3:04.0,,Denver full timeout,91,98
378,4,2:41.0,,N. Jokić misses 2-pt jump shot from 19 ft,91,98
379,4,2:37.0,Defensive rebound by B. Bogdanović,,91,98
380,4,2:33.0,D. Mitchell misses 2-pt jump shot from 7 ft,,91,98
381,4,2:33.0,Offensive rebound by D. Mitchell,,91,98
