,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PHILADELPHIA_ACTION,SACRAMENTO_SCORE,PHILADELPHIA_SCORE
381,4,5:26.0,Defensive rebound by D. Dedmon,,83,90
382,4,5:11.0,B. Bogdanović misses 2-pt layup from 3 ft,,83,90
383,4,5:08.0,,Defensive rebound by B. Simmons,83,90
384,4,4:59.0,,F. Korkmaz makes 2-pt layup from 1 ft (assist by J. Embiid),83,92
385,4,4:38.0,B. Bogdanović makes 2-pt jump shot from 18 ft,,85,92
386,4,4:19.0,,Offensive foul by T. Harris (drawn by J. James),85,92
387,4,4:19.0,,Turnover by T. Harris (offensive foul),85,92
388,4,4:09.0,H. Barnes misses 2-pt jump shot from 19 ft,,85,92
389,4,4:03.0,,Defensive rebound by B. Simmons,85,92
390,4,3:52.0,,T. Harris misses 3-pt jump shot from 24 ft,85,92
391,4,3:49.0,Defensive rebound by D. Dedmon,,85,92
392,4,3:43.0,Y. Ferrell misses 2-pt jump shot from 17 ft,,85,92
393,4,3:41.0,,Defensive rebound by J. Embiid,85,92
394,4,3:17.0,,J. Embiid misses 3-pt jump shot from 27 ft,85,92
395,4,3:15.0,Defensive rebound by J. James,,85,92
396,4,3:04.0,B. Bogdanović misses 2-pt jump shot from 20 ft,,85,92
397,4,3:02.0,,Defensive rebound by A. Horford,85,92
398,4,2:47.0,,Turnover by T. Harris (lost ball; steal by B. Bogdanović),85,92
399,4,2:41.0,D. Dedmon makes 2-pt layup from 2 ft (assist by B. Bogdanović),,87,92
400,4,2:20.0,,J. Embiid makes 2-pt hook shot from 2 ft (assist by F. Korkmaz),87,94
401,4,2:10.0,Personal foul by B. Simmons (drawn by H. Barnes),,87,94
402,4,2:10.0,B. Hield enters the game for Y. Ferrell,,87,94
403,4,2:10.0,,M. Thybulle enters the game for F. Korkmaz,87,94
404,4,2:03.0,H. Barnes misses 3-pt jump shot from 25 ft,,87,94
405,4,1:59.0,,Defensive rebound by J. Embiid,87,94
406,4,1:41.0,,Shooting foul by D. Dedmon (drawn by J. Embiid),87,94
407,4,1:41.0,,J. Embiid makes free throw 1 of 2,87,95
408,4,1:41.0,,J. Embiid makes free throw 2 of 2,87,96
409,4,1:27.0,J. James misses 2-pt jump shot from 12 ft,,87,96
410,4,1:27.0,Offensive rebound by Team,,87,96
411,4,1:27.0,,Loose ball foul by M. Thybulle (drawn by D. Dedmon),87,96
412,4,1:27.0,Sacramento full timeout,,87,96
413,4,1:16.0,Instant Replay (Challenge: Ruling Stands),,87,96
414,4,1:16.0,H. Barnes misses 2-pt layup from 4 ft (block by J. Embiid),,87,96
415,4,1:12.0,Offensive rebound by Team,,87,96
416,4,0:59.0,D. Dedmon makes 2-pt layup from 3 ft (assist by B. Hield),,89,96
417,4,0:34.0,,T. Harris misses 3-pt jump shot from 27 ft,89,96
418,4,0:32.0,Defensive rebound by J. James,,89,96
419,4,0:16.0,J. James misses 3-pt jump shot from 25 ft,,89,96
420,4,0:13.0,,Defensive rebound by J. Embiid,89,96
421,4,0:13.0,,Personal foul by H. Barnes (drawn by J. Embiid),89,96
422,4,0:13.0,,J. Embiid makes free throw 1 of 2,89,97
423,4,0:13.0,,J. Embiid misses free throw 2 of 2,89,97
424,4,0:12.0,,Offensive rebound by J. Embiid,89,97
425,4,0:10.0,,J. Embiid misses 2-pt jump shot from 14 ft (block by J. James),89,97
426,4,0:10.0,Defensive rebound by Team,,89,97
427,4,0:04.0,B. Hield makes 2-pt layup from 2 ft,,91,97
