,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,CLEVELAND_ACTION,NEW ORLEANS_SCORE,CLEVELAND_SCORE
386,4,7:50.0,,Defensive rebound by A. McKinnie,108,98
387,4,7:39.0,,K. Porter makes 2-pt layup from 2 ft,108,100
388,4,7:17.0,Z. Williamson misses 2-pt jump shot from 2 ft,,108,100
389,4,7:15.0,Offensive rebound by Z. Williamson,,108,100
390,4,7:13.0,Z. Williamson makes 2-pt layup from 1 ft,,110,100
391,4,6:59.0,,J. Henson misses 2-pt hook shot from 4 ft,110,100
392,4,6:57.0,Defensive rebound by Z. Williamson,,110,100
393,4,6:45.0,J. Holiday misses 3-pt jump shot from 23 ft,,110,100
394,4,6:40.0,,Defensive rebound by L. Nance,110,100
395,4,6:26.0,,Turnover by K. Porter (lost ball; steal by J. Redick),110,100
396,4,6:26.0,Personal foul by A. McKinnie (drawn by J. Redick),,110,100
397,4,6:26.0,,Cleveland full timeout,110,100
398,4,6:26.0,L. Ball enters the game for J. Holiday,,110,100
399,4,6:26.0,D. Favors enters the game for Z. Williamson,,110,100
400,4,6:03.0,N. Melli makes 3-pt jump shot from 29 ft (assist by L. Ball),,113,100
401,4,5:33.0,,L. Nance misses 2-pt jump shot from 17 ft,113,100
402,4,5:30.0,Defensive rebound by L. Ball,,113,100
403,4,5:20.0,J. Redick makes 2-pt jump shot from 17 ft,,115,100
404,4,5:06.0,,Turnover by M. Dellavedova (lost ball; steal by D. Favors),115,100
405,4,4:57.0,N. Melli makes 3-pt jump shot from 24 ft (assist by J. Redick),,118,100
406,4,4:54.0,,Cleveland full timeout,118,100
407,4,4:54.0,,D. Exum enters the game for M. Dellavedova,118,100
408,4,4:54.0,,K. Love enters the game for J. Henson,118,100
409,4,4:54.0,,C. Osman enters the game for A. McKinnie,118,100
410,4,4:54.0,,C. Sexton enters the game for K. Porter,118,100
411,4,4:38.0,,L. Nance makes 3-pt jump shot from 25 ft (assist by C. Sexton),118,103
412,4,4:19.0,Turnover by N. Melli (bad pass; steal by C. Sexton),,118,103
413,4,4:15.0,,C. Sexton makes 2-pt layup from 1 ft,118,105
414,4,4:00.0,L. Ball misses 2-pt jump shot from 17 ft,,118,105
415,4,3:55.0,,Defensive rebound by K. Love,118,105
416,4,3:49.0,,D. Exum misses 2-pt layup from 2 ft,118,105
417,4,3:47.0,Defensive rebound by D. Favors,,118,105
418,4,3:36.0,J. Hart makes 2-pt jump shot from 8 ft (assist by J. Redick),,120,105
419,4,3:22.0,,L. Nance misses 3-pt jump shot from 26 ft,120,105
420,4,3:20.0,Defensive rebound by N. Melli,,120,105
421,4,3:19.0,New Orleans full timeout,,120,105
422,4,3:19.0,J. Holiday enters the game for J. Hart,,120,105
423,4,3:19.0,B. Ingram enters the game for N. Melli,,120,105
424,4,3:19.0,Z. Williamson enters the game for J. Redick,,120,105
425,4,3:07.0,B. Ingram misses 2-pt jump shot from 14 ft (block by C. Osman),,120,105
426,4,3:06.0,Offensive rebound by Team,,120,105
427,4,3:01.0,J. Holiday misses 2-pt jump shot from 10 ft,,120,105
428,4,2:58.0,,Defensive rebound by L. Nance,120,105
429,4,2:45.0,,K. Love misses 3-pt jump shot from 26 ft,120,105
430,4,2:43.0,Defensive rebound by L. Ball,,120,105
431,4,2:29.0,B. Ingram misses 2-pt jump shot from 9 ft,,120,105
432,4,2:26.0,,Defensive rebound by C. Sexton,120,105
433,4,2:17.0,,K. Love misses 3-pt jump shot from 28 ft,120,105
434,4,2:16.0,Defensive rebound by Team,,120,105
435,4,2:03.0,J. Holiday makes 2-pt hook shot from 3 ft,,122,105
436,4,1:48.0,,D. Exum makes 2-pt dunk from 1 ft,122,107
437,4,1:38.0,Personal foul by L. Nance (drawn by J. Holiday),,122,107
438,4,1:38.0,J. Hayes enters the game for D. Favors,,122,107
439,4,1:38.0,F. Jackson enters the game for J. Holiday,,122,107
440,4,1:38.0,N. Melli enters the game for Z. Williamson,,122,107
441,4,1:38.0,,T. Cook enters the game for D. Exum,122,107
442,4,1:38.0,,M. Mooney enters the game for K. Love,122,107
443,4,1:38.0,,D. Wade enters the game for L. Nance,122,107
444,4,1:25.0,J. Hayes misses 2-pt layup from 5 ft,,122,107
445,4,1:21.0,,Defensive rebound by T. Cook,122,107
446,4,1:16.0,,T. Cook makes 2-pt layup at rim (assist by C. Sexton),122,109
447,4,1:03.0,F. Jackson makes 2-pt layup at rim (assist by J. Hayes),,124,109
448,4,0:55.0,,C. Sexton makes 2-pt jump shot from 15 ft,124,111
449,4,0:38.0,Shooting foul by M. Mooney (drawn by J. Hayes),,124,111
450,4,0:38.0,J. Hayes makes free throw 1 of 2,,125,111
451,4,0:38.0,N. Alexander-Walker enters the game for L. Ball,,125,111
452,4,0:38.0,J. Hart enters the game for B. Ingram,,125,111
453,4,0:38.0,J. Hayes misses free throw 2 of 2,,125,111
454,4,0:35.0,,Defensive rebound by T. Cook,125,111
455,4,0:28.0,,C. Osman misses 2-pt layup from 1 ft (block by J. Hayes),125,111
456,4,0:26.0,Defensive rebound by J. Hayes,,125,111
457,4,0:05.0,Turnover by Team (shot clock),,125,111
