,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,GOLDEN STATE_ACTION,MILWAUKEE_SCORE,GOLDEN STATE_SCORE
123,2,10:58.0,,E. Paschall misses 3-pt jump shot from 28 ft,23,19
124,2,10:56.0,Defensive rebound by P. Connaughton,,23,19
125,2,10:37.0,R. Lopez misses 3-pt jump shot from 26 ft,,23,19
126,2,10:35.0,Offensive rebound by K. Korver,,23,19
127,2,10:29.0,K. Korver misses 2-pt layup from 1 ft,,23,19
128,2,10:28.0,,Defensive rebound by J. Poole,23,19
129,2,10:24.0,,J. Evans misses 2-pt jump shot from 17 ft,23,19
130,2,10:23.0,Defensive rebound by R. Lopez,,23,19
131,2,10:20.0,G. Antetokounmpo misses 3-pt jump shot from 28 ft,,23,19
132,2,10:18.0,,Defensive rebound by J. Poole,23,19
133,2,10:00.0,,O. Spellman misses 3-pt jump shot from 27 ft,23,19
134,2,9:58.0,,Offensive rebound by A. Burks,23,19
135,2,9:58.0,,A. Burks misses 2-pt layup at rim,23,19
136,2,9:58.0,Defensive rebound by R. Lopez,,23,19
137,2,9:58.0,Personal foul by A. Burks (drawn by R. Lopez),,23,19
138,2,9:58.0,E. Bledsoe enters the game for D. DiVincenzo,,23,19
139,2,9:58.0,E. İlyasova enters the game for R. Lopez,,23,19
140,2,9:58.0,,A. Smailagić enters the game for O. Spellman,23,19
141,2,9:50.0,Personal foul by E. Paschall (drawn by E. İlyasova),,23,19
142,2,9:44.0,G. Antetokounmpo makes 2-pt jump shot from 12 ft,,25,19
143,2,9:44.0,Shooting foul by A. Smailagić (drawn by G. Antetokounmpo),,25,19
144,2,9:44.0,G. Antetokounmpo makes free throw 1 of 1,,26,19
145,2,9:41.0,,A. Burks makes 3-pt jump shot from 28 ft (assist by J. Poole),26,22
146,2,9:11.0,G. Antetokounmpo misses 3-pt jump shot from 27 ft,,26,22
147,2,9:09.0,,Defensive rebound by A. Burks,26,22
148,2,9:04.0,,Personal foul by K. Korver (drawn by E. Paschall),26,22
149,2,8:57.0,,J. Poole misses 3-pt jump shot from 29 ft,26,22
150,2,8:55.0,,Offensive rebound by A. Smailagić,26,22
151,2,8:44.0,,E. Paschall misses 2-pt jump shot from 23 ft,26,22
152,2,8:42.0,Defensive rebound by E. Bledsoe,,26,22
153,2,8:24.0,E. Bledsoe makes 2-pt layup from 2 ft,,28,22
154,2,7:59.0,,A. Smailagić makes 2-pt layup from 2 ft (assist by A. Burks),28,24
155,2,7:48.0,Personal foul by E. Paschall (drawn by G. Antetokounmpo),,28,24
156,2,7:48.0,G. Antetokounmpo misses free throw 1 of 2,,28,24
157,2,7:48.0,Offensive rebound by Team,,28,24
158,2,7:48.0,B. Lopez enters the game for P. Connaughton,,28,24
159,2,7:48.0,W. Matthews enters the game for E. İlyasova,,28,24
160,2,7:48.0,,K. Bowman enters the game for J. Evans,28,24
161,2,7:48.0,,D. Green enters the game for E. Paschall,28,24
162,2,7:48.0,,G. Robinson enters the game for J. Poole,28,24
163,2,7:48.0,G. Antetokounmpo makes free throw 2 of 2,,29,24
164,2,7:28.0,,A. Burks misses 2-pt jump shot from 20 ft,29,24
165,2,7:23.0,Defensive rebound by G. Antetokounmpo,,29,24
166,2,7:17.0,Turnover by K. Korver (step out of bounds),,29,24
167,2,7:17.0,E. İlyasova enters the game for G. Antetokounmpo,,29,24
168,2,7:04.0,,Personal foul by E. İlyasova (drawn by A. Smailagić),29,24
169,2,7:00.0,,K. Bowman makes 2-pt dunk at rim (assist by D. Green),29,26
170,2,7:00.0,Technical foul by K. Bowman,,29,26
171,2,7:00.0,K. Korver makes technical free throw,,30,26
172,2,6:44.0,Shooting foul by D. Green (drawn by E. Bledsoe),,30,26
173,2,6:44.0,,Golden State full timeout,30,26
174,2,6:44.0,D. DiVincenzo enters the game for K. Korver,,30,26
175,2,6:44.0,,D. Lee enters the game for A. Burks,30,26
176,2,6:44.0,E. Bledsoe makes free throw 1 of 2,,31,26
177,2,6:44.0,E. Bledsoe makes free throw 2 of 2,,32,26
178,2,6:34.0,,Personal foul by E. İlyasova (drawn by D. Green),32,26
179,2,6:27.0,,G. Robinson misses 3-pt jump shot from 23 ft,32,26
180,2,6:23.0,Defensive rebound by W. Matthews,,32,26
181,2,6:17.0,E. İlyasova misses 3-pt jump shot from 25 ft,,32,26
182,2,6:15.0,,Defensive rebound by G. Robinson,32,26
183,2,6:02.0,,A. Smailagić makes 2-pt hook shot from 6 ft (assist by D. Green),32,28
184,2,5:43.0,W. Matthews misses 2-pt jump shot from 18 ft,,32,28
185,2,5:41.0,,Defensive rebound by D. Green,32,28
186,2,5:35.0,,K. Bowman misses 3-pt jump shot from 28 ft,32,28
187,2,5:33.0,Defensive rebound by E. İlyasova,,32,28
188,2,5:26.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,32,28
189,2,5:24.0,,Defensive rebound by G. Robinson,32,28
190,2,5:19.0,,A. Smailagić makes 3-pt jump shot from 23 ft (assist by D. Green),32,31
191,2,5:15.0,Milwaukee full timeout,,32,31
192,2,5:15.0,K. Middleton enters the game for E. İlyasova,,32,31
193,2,4:56.0,D. DiVincenzo makes 2-pt layup from 2 ft (assist by E. Bledsoe),,34,31
194,2,4:43.0,,A. Smailagić misses 2-pt layup from 6 ft (block by B. Lopez),34,31
195,2,4:41.0,,Offensive rebound by A. Smailagić,34,31
196,2,4:39.0,,Shooting foul by D. DiVincenzo (drawn by A. Smailagić),34,31
197,2,4:39.0,,A. Smailagić makes free throw 1 of 2,34,32
198,2,4:39.0,,A. Smailagić misses free throw 2 of 2,34,32
199,2,4:36.0,Defensive rebound by K. Middleton,,34,32
200,2,4:15.0,B. Lopez makes 2-pt hook shot from 10 ft,,36,32
201,2,4:13.0,Violation by Team (delay of game),,36,32
202,2,3:59.0,,Turnover by A. Smailagić (bad pass),36,32
203,2,3:59.0,P. Connaughton enters the game for E. Bledsoe,,36,32
204,2,3:42.0,D. DiVincenzo misses 3-pt jump shot from 27 ft,,36,32
205,2,3:38.0,,Defensive rebound by D. Lee,36,32
206,2,3:30.0,,K. Bowman misses 3-pt jump shot from 26 ft,36,32
207,2,3:28.0,,Offensive rebound by G. Robinson,36,32
208,2,3:25.0,,D. Lee misses 3-pt jump shot from 26 ft,36,32
209,2,3:23.0,Defensive rebound by K. Middleton,,36,32
210,2,3:17.0,K. Middleton makes 3-pt jump shot from 27 ft (assist by D. DiVincenzo),,39,32
211,2,3:01.0,,Def 3 sec tech foul by Team,39,32
212,2,3:01.0,,G. Robinson makes technical free throw,39,33
213,2,3:01.0,G. Antetokounmpo enters the game for B. Lopez,,39,33
214,2,3:01.0,,A. Burks enters the game for K. Bowman,39,33
215,2,3:01.0,,W. Cauley-Stein enters the game for A. Smailagić,39,33
216,2,2:54.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Lee),39,35
217,2,2:34.0,K. Middleton misses 3-pt jump shot from 27 ft,,39,35
218,2,2:32.0,,Defensive rebound by A. Burks,39,35
219,2,2:26.0,,W. Cauley-Stein misses 2-pt jump shot from 19 ft,39,35
220,2,2:25.0,Defensive rebound by D. DiVincenzo,,39,35
221,2,2:16.0,P. Connaughton misses 3-pt jump shot from 27 ft,,39,35
222,2,2:14.0,,Defensive rebound by D. Green,39,35
223,2,2:00.0,,Turnover by D. Lee (bad pass; steal by K. Middleton),39,35
224,2,2:00.0,Personal take foul by W. Cauley-Stein (drawn by K. Middleton),,39,35
225,2,2:00.0,K. Middleton makes free throw 1 of 2,,40,35
226,2,2:00.0,K. Middleton makes free throw 2 of 2,,41,35
227,2,1:45.0,,G. Robinson makes 2-pt jump shot from 12 ft (assist by A. Burks),41,37
228,2,1:37.0,K. Middleton makes 3-pt jump shot from 29 ft (assist by D. DiVincenzo),,44,37
229,2,1:27.0,,Shooting foul by P. Connaughton (drawn by A. Burks),44,37
230,2,1:27.0,,A. Burks makes free throw 1 of 2,44,38
231,2,1:27.0,,A. Burks makes free throw 2 of 2,44,39
232,2,1:15.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. DiVincenzo),,47,39
233,2,1:01.0,,D. Green misses 3-pt jump shot from 27 ft,47,39
234,2,0:59.0,,Offensive rebound by W. Cauley-Stein,47,39
235,2,0:40.0,K. Middleton misses 2-pt jump shot from 7 ft,,47,39
236,2,0:38.0,Offensive rebound by K. Middleton,,47,39
237,2,0:38.0,K. Middleton misses 2-pt layup from 1 ft,,47,39
238,2,0:37.0,,Defensive rebound by Team,47,39
239,2,0:24.0,,D. Green misses 3-pt jump shot from 26 ft,47,39
240,2,0:22.0,Defensive rebound by D. DiVincenzo,,47,39
241,2,0:02.0,G. Antetokounmpo misses 2-pt jump shot from 8 ft (block by A. Burks),,47,39
242,2,0:02.0,Offensive rebound by P. Connaughton,,47,39
243,2,0:01.0,Turnover by P. Connaughton (lost ball; steal by G. Robinson),,47,39
244,3,11:42.0,Turnover by G. Antetokounmpo (traveling),,47,39
245,3,11:30.0,,Turnover by D. Green (bad pass; steal by B. Lopez),47,39
246,3,11:25.0,W. Matthews misses 3-pt jump shot from 23 ft,,47,39
247,3,11:23.0,,Defensive rebound by D. Green,47,39
248,3,11:16.0,,G. Robinson makes 2-pt jump shot from 6 ft (assist by D. Green),47,41
249,3,11:05.0,B. Lopez makes 3-pt jump shot from 27 ft (assist by W. Matthews),,50,41
250,3,10:45.0,,D. Green misses 2-pt jump shot from 14 ft,50,41
251,3,10:43.0,Defensive rebound by G. Antetokounmpo,,50,41
252,3,10:38.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,52,41
253,3,10:38.0,Shooting foul by G. Robinson (drawn by G. Antetokounmpo),,52,41
254,3,10:38.0,G. Antetokounmpo misses free throw 1 of 1,,52,41
255,3,10:35.0,,Defensive rebound by D. Green,52,41
256,3,10:34.0,,D. Lee makes 3-pt jump shot from 30 ft (assist by D. Green),52,44
257,3,10:17.0,G. Antetokounmpo misses 3-pt jump shot from 29 ft,,52,44
258,3,10:15.0,,Defensive rebound by D. Green,52,44
259,3,10:07.0,,D. Lee misses 3-pt jump shot from 28 ft,52,44
260,3,10:05.0,,Offensive rebound by G. Robinson,52,44
261,3,10:01.0,,Shooting foul by G. Antetokounmpo (drawn by W. Cauley-Stein),52,44
262,3,10:01.0,,W. Cauley-Stein makes free throw 1 of 2,52,45
263,3,10:01.0,P. Connaughton enters the game for W. Matthews,,52,45
264,3,10:01.0,,W. Cauley-Stein makes free throw 2 of 2,52,46
265,3,9:45.0,K. Middleton misses 2-pt jump shot from 7 ft,,52,46
266,3,9:44.0,,Defensive rebound by K. Bowman,52,46
267,3,9:40.0,,D. Lee makes 3-pt jump shot from 27 ft (assist by K. Bowman),52,49
268,3,9:27.0,E. Bledsoe misses 3-pt jump shot from 28 ft,,52,49
269,3,9:25.0,,Defensive rebound by W. Cauley-Stein,52,49
270,3,9:16.0,,D. Lee misses 3-pt jump shot from 24 ft,52,49
271,3,9:14.0,Defensive rebound by G. Antetokounmpo,,52,49
272,3,9:06.0,G. Antetokounmpo makes 2-pt jump shot from 20 ft (assist by B. Lopez),,54,49
273,3,8:53.0,,Turnover by K. Bowman (lost ball; steal by G. Antetokounmpo),54,49
274,3,8:49.0,Turnover by G. Antetokounmpo (lost ball; steal by D. Green),,54,49
275,3,8:48.0,Violation by Team (kicked ball),,54,49
276,3,8:39.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by D. Lee),54,51
277,3,8:21.0,B. Lopez misses 3-pt jump shot from 23 ft,,54,51
278,3,8:19.0,,Defensive rebound by W. Cauley-Stein,54,51
279,3,8:12.0,,Personal foul by K. Middleton (drawn by G. Robinson),54,51
280,3,8:05.0,,W. Cauley-Stein misses 2-pt jump shot from 17 ft,54,51
281,3,8:04.0,Defensive rebound by G. Antetokounmpo,,54,51
282,3,7:56.0,Turnover by E. Bledsoe (lost ball; steal by D. Lee),,54,51
283,3,7:41.0,,G. Robinson misses 2-pt jump shot from 13 ft,54,51
284,3,7:40.0,Defensive rebound by G. Antetokounmpo,,54,51
285,3,7:35.0,Personal foul by D. Green (drawn by G. Antetokounmpo),,54,51
286,3,7:35.0,Milwaukee full timeout,,54,51
287,3,7:35.0,W. Matthews enters the game for P. Connaughton,,54,51
288,3,7:18.0,B. Lopez makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),,57,51
289,3,7:06.0,,D. Lee misses 2-pt jump shot from 3 ft,57,51
290,3,7:05.0,,Offensive rebound by W. Cauley-Stein,57,51
291,3,7:05.0,,W. Cauley-Stein makes 2-pt layup from 1 ft,57,53
292,3,6:52.0,B. Lopez misses 3-pt jump shot from 28 ft,,57,53
293,3,6:50.0,,Defensive rebound by W. Cauley-Stein,57,53
294,3,6:40.0,,G. Robinson misses 2-pt jump shot from 14 ft,57,53
295,3,6:39.0,Defensive rebound by K. Middleton,,57,53
296,3,6:30.0,G. Antetokounmpo misses 2-pt dunk from 4 ft,,57,53
297,3,6:29.0,,Defensive rebound by W. Cauley-Stein,57,53
298,3,6:24.0,,D. Green misses 2-pt layup from 2 ft,57,53
299,3,6:23.0,Defensive rebound by E. Bledsoe,,57,53
300,3,6:19.0,Personal foul by K. Bowman (drawn by G. Antetokounmpo),,57,53
301,3,6:19.0,E. İlyasova enters the game for G. Antetokounmpo,,57,53
302,3,6:17.0,Personal foul by K. Bowman (drawn by K. Middleton),,57,53
303,3,6:07.0,K. Middleton makes 2-pt jump shot from 19 ft,,59,53
304,3,6:00.0,,Personal foul by E. Bledsoe (drawn by K. Bowman),59,53
305,3,5:52.0,,K. Bowman makes 3-pt jump shot from 25 ft (assist by D. Lee),59,56
306,3,5:42.0,Personal foul by K. Bowman (drawn by E. Bledsoe),,59,56
307,3,5:42.0,E. Bledsoe makes free throw 1 of 2,,60,56
308,3,5:42.0,D. DiVincenzo enters the game for W. Matthews,,60,56
309,3,5:42.0,E. Bledsoe makes free throw 2 of 2,,61,56
310,3,5:34.0,,K. Bowman misses 2-pt jump shot from 19 ft,61,56
311,3,5:33.0,Defensive rebound by D. DiVincenzo,,61,56
312,3,5:17.0,D. DiVincenzo makes 2-pt layup from 3 ft (assist by K. Middleton),,63,56
313,3,5:00.0,,Offensive foul by D. Lee (drawn by D. DiVincenzo),63,56
314,3,5:00.0,,Turnover by D. Lee (offensive foul),63,56
315,3,5:00.0,W. Matthews enters the game for E. Bledsoe,,63,56
316,3,5:00.0,,A. Burks enters the game for K. Bowman,63,56
317,3,5:00.0,,J. Evans enters the game for W. Cauley-Stein,63,56
318,3,5:00.0,,E. Paschall enters the game for G. Robinson,63,56
319,3,4:46.0,Shooting foul by E. Paschall (drawn by K. Middleton),,63,56
320,3,4:46.0,K. Middleton makes free throw 1 of 2,,64,56
321,3,4:46.0,K. Middleton makes free throw 2 of 2,,65,56
322,3,4:39.0,,Personal foul by D. DiVincenzo (drawn by D. Lee),65,56
323,3,4:31.0,,A. Burks misses 2-pt jump shot from 22 ft,65,56
324,3,4:29.0,Defensive rebound by B. Lopez,,65,56
325,3,4:27.0,K. Middleton makes 3-pt jump shot from 26 ft,,68,56
326,3,4:02.0,,Turnover by J. Evans (bad pass; steal by D. DiVincenzo),68,56
327,3,3:58.0,K. Middleton misses 3-pt jump shot from 28 ft,,68,56
328,3,3:55.0,,Defensive rebound by Team,68,56
329,3,3:43.0,,Offensive foul by A. Burks (drawn by E. İlyasova),68,56
330,3,3:43.0,,Turnover by A. Burks (offensive foul),68,56
331,3,3:43.0,,J. Poole enters the game for D. Lee,68,56
332,3,3:30.0,E. İlyasova misses 3-pt jump shot from 23 ft,,68,56
333,3,3:28.0,,Defensive rebound by D. Green,68,56
334,3,3:18.0,,A. Burks makes 3-pt jump shot from 28 ft (assist by E. Paschall),68,59
335,3,2:57.0,B. Lopez makes 2-pt dunk at rim (assist by K. Middleton),,70,59
336,3,2:39.0,,A. Burks misses 2-pt jump shot from 16 ft,70,59
337,3,2:38.0,Defensive rebound by B. Lopez,,70,59
338,3,2:28.0,Shooting foul by E. Paschall (drawn by K. Middleton),,70,59
339,3,2:28.0,,Golden State full timeout,70,59
340,3,2:28.0,P. Connaughton enters the game for B. Lopez,,70,59
341,3,2:28.0,R. Lopez enters the game for W. Matthews,,70,59
342,3,2:28.0,,O. Spellman enters the game for D. Green,70,59
343,3,2:28.0,K. Middleton makes free throw 1 of 2,,71,59
344,3,2:28.0,K. Middleton makes free throw 2 of 2,,72,59
345,3,2:12.0,,E. Paschall makes 2-pt jump shot from 20 ft (assist by O. Spellman),72,61
346,3,1:53.0,R. Lopez makes 2-pt hook shot from 2 ft (assist by K. Middleton),,74,61
347,3,1:44.0,,Personal foul by K. Middleton (drawn by J. Poole),74,61
348,3,1:44.0,,J. Poole misses free throw 1 of 2,74,61
349,3,1:44.0,,Offensive rebound by Team,74,61
350,3,1:44.0,G. Antetokounmpo enters the game for E. İlyasova,,74,61
351,3,1:44.0,K. Korver enters the game for K. Middleton,,74,61
352,3,1:44.0,,J. Poole misses free throw 2 of 2,74,61
353,3,1:42.0,,Offensive rebound by O. Spellman,74,61
354,3,1:33.0,,A. Burks makes 3-pt jump shot from 30 ft (assist by J. Poole),74,64
355,3,1:15.0,P. Connaughton makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,77,64
356,3,0:58.0,,O. Spellman makes 3-pt jump shot from 27 ft (assist by J. Evans),77,67
357,3,0:47.0,Turnover by G. Antetokounmpo (bad pass; steal by J. Evans),,77,67
358,3,0:42.0,,Turnover by J. Evans (bad pass; steal by K. Korver),77,67
359,3,0:34.0,D. DiVincenzo makes 2-pt layup from 2 ft (assist by K. Korver),,79,67
360,3,0:19.0,,O. Spellman makes 3-pt jump shot from 27 ft (assist by J. Evans),79,70
361,3,0:08.0,Shooting foul by O. Spellman (drawn by D. DiVincenzo),,79,70
362,3,0:08.0,D. DiVincenzo makes free throw 1 of 2,,80,70
363,3,0:08.0,W. Matthews enters the game for R. Lopez,,80,70
364,3,0:08.0,D. DiVincenzo makes free throw 2 of 2,,81,70
365,3,0:01.0,,Shooting foul by W. Matthews (drawn by A. Burks),81,70
366,3,0:01.0,,A. Burks makes free throw 1 of 2,81,71
367,3,0:01.0,R. Lopez enters the game for W. Matthews,,81,71
368,3,0:01.0,,A. Smailagić enters the game for E. Paschall,81,71
369,3,0:01.0,,A. Burks makes free throw 2 of 2,81,72
370,3,0:00.0,D. DiVincenzo misses 3-pt jump shot from 37 ft (block by J. Evans),,81,72
371,3,0:00.0,Offensive rebound by Team,,81,72
372,4,11:46.0,,A. Smailagić misses 2-pt layup from 6 ft,81,72
