,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,WASHINGTON_ACTION,CHARLOTTE_SCORE,WASHINGTON_SCORE
106,1,1:10.0,T. Rozier misses 2-pt layup from 2 ft,,31,23
107,1,1:09.0,Offensive rebound by W. Hernangómez,,31,23
108,1,1:09.0,W. Hernangómez makes 2-pt layup from 3 ft,,33,23
109,1,0:59.0,,T. Bryant misses 2-pt layup from 1 ft (block by W. Hernangómez),33,23
110,1,0:57.0,Defensive rebound by C. Martin,,33,23
111,1,0:52.0,M. Monk misses 2-pt jump shot from 6 ft,,33,23
112,1,0:49.0,,Defensive rebound by I. Smith,33,23
113,1,0:43.0,,Turnover by T. Bryant (bad pass; steal by C. Martin),33,23
114,1,0:31.0,M. Monk misses 3-pt jump shot from 26 ft,,33,23
115,1,0:28.0,,Defensive rebound by T. Brown,33,23
116,1,0:08.0,,B. Beal makes 3-pt jump shot from 26 ft,33,26
117,1,0:01.0,T. Rozier misses 2-pt layup from 2 ft (block by I. Smith),,33,26
118,1,0:00.0,Offensive rebound by Team,,33,26
119,2,11:41.0,Turnover by D. Graham (bad pass; steal by T. Brown),,33,26
120,2,11:39.0,,T. Brown makes 2-pt layup from 2 ft,33,28
121,2,11:39.0,,Shooting foul by M. Monk (drawn by T. Brown),33,28
122,2,11:39.0,,T. Brown makes free throw 1 of 1,33,29
123,2,11:20.0,W. Hernangómez makes 2-pt layup from 9 ft (assist by M. Monk),,35,29
124,2,11:13.0,,T. Brown misses 2-pt layup from 5 ft (block by M. Williams),35,29
125,2,11:13.0,,Offensive rebound by Team,35,29
126,2,11:13.0,Loose ball foul by M. Williams (drawn by T. Brown),,35,29
127,2,11:07.0,,Offensive foul by T. Bryant (drawn by C. Martin),35,29
128,2,11:07.0,,Turnover by T. Bryant (offensive foul),35,29
129,2,10:47.0,M. Monk misses 2-pt jump shot from 11 ft,,35,29
130,2,10:46.0,,Defensive rebound by T. Bryant,35,29
131,2,10:36.0,,I. Bonga makes 2-pt layup from 2 ft (assist by I. Smith),35,31
132,2,10:26.0,W. Hernangómez makes 2-pt layup from 4 ft (assist by C. Martin),,37,31
133,2,10:17.0,,Shooting foul by W. Hernangómez (drawn by I. Bonga),37,31
134,2,10:17.0,,I. Bonga makes free throw 1 of 2,37,32
135,2,10:17.0,,I. Bonga makes free throw 2 of 2,37,33
136,2,10:00.0,M. Williams makes 2-pt layup from 6 ft (assist by D. Graham),,39,33
137,2,9:45.0,,T. Bryant makes 2-pt dunk from 2 ft (assist by D. Bertāns),39,35
138,2,9:33.0,Turnover by C. Martin (step out of bounds),,39,35
139,2,9:33.0,M. Bridges enters the game for W. Hernangómez,,39,35
140,2,9:33.0,C. Zeller enters the game for M. Monk,,39,35
141,2,9:12.0,,D. Bertāns misses 2-pt layup from 2 ft,39,35
142,2,9:10.0,Defensive rebound by C. Martin,,39,35
143,2,9:04.0,Personal foul by I. Bonga (drawn by C. Martin),,39,35
144,2,8:55.0,M. Bridges misses 3-pt jump shot from 25 ft,,39,35
145,2,8:52.0,Offensive rebound by M. Bridges,,39,35
146,2,8:49.0,C. Zeller misses 2-pt jump shot from 12 ft,,39,35
147,2,8:46.0,,Defensive rebound by D. Bertāns,39,35
148,2,8:40.0,,I. Bonga misses 2-pt layup from 4 ft,39,35
149,2,8:38.0,,Offensive rebound by T. Bryant,39,35
150,2,8:38.0,,T. Bryant misses 2-pt layup at rim,39,35
151,2,8:36.0,,Offensive rebound by T. Bryant,39,35
152,2,8:36.0,,T. Bryant makes 2-pt layup from 2 ft,39,37
153,2,8:07.0,C. Zeller makes 2-pt jump shot from 21 ft,,41,37
154,2,7:52.0,,T. Brown misses 3-pt jump shot from 26 ft,41,37
155,2,7:50.0,Defensive rebound by C. Zeller,,41,37
156,2,7:40.0,M. Bridges misses 2-pt dunk from 3 ft,,41,37
157,2,7:38.0,Offensive rebound by C. Martin,,41,37
158,2,7:30.0,C. Zeller misses 2-pt layup from 2 ft,,41,37
159,2,7:29.0,Offensive rebound by C. Zeller,,41,37
160,2,7:29.0,C. Zeller misses 2-pt layup from 1 ft (block by T. Bryant),,41,37
161,2,7:27.0,,Defensive rebound by D. Bertāns,41,37
162,2,7:22.0,,I. Bonga misses 2-pt layup from 3 ft,41,37
163,2,7:19.0,,Offensive rebound by I. Smith,41,37
164,2,7:15.0,,T. Brown misses 2-pt jump shot from 13 ft,41,37
165,2,7:12.0,Defensive rebound by C. Martin,,41,37
166,2,7:08.0,D. Graham makes 3-pt jump shot from 28 ft (assist by C. Martin),,44,37
167,2,7:06.0,,Washington full timeout,44,37
168,2,7:06.0,T. Rozier enters the game for C. Martin,,44,37
169,2,7:06.0,P. Washington enters the game for M. Williams,,44,37
170,2,7:06.0,,B. Beal enters the game for I. Bonga,44,37
171,2,6:51.0,,T. Bryant makes 2-pt jump shot from 17 ft (assist by B. Beal),44,39
172,2,6:37.0,P. Washington makes 2-pt layup from 2 ft (assist by D. Graham),,46,39
173,2,6:27.0,,D. Bertāns misses 3-pt jump shot from 26 ft,46,39
174,2,6:25.0,Defensive rebound by C. Zeller,,46,39
175,2,6:17.0,C. Zeller makes 2-pt dunk from 2 ft (assist by D. Graham),,48,39
176,2,6:17.0,Shooting foul by T. Bryant (drawn by C. Zeller),,48,39
177,2,6:17.0,M. Monk enters the game for D. Graham,,48,39
178,2,6:17.0,,I. Mahinmi enters the game for T. Bryant,48,39
179,2,6:17.0,C. Zeller makes free throw 1 of 1,,49,39
180,2,6:01.0,,I. Smith makes 2-pt layup from 3 ft,49,41
181,2,5:46.0,M. Bridges misses 3-pt jump shot from 27 ft,,49,41
182,2,5:43.0,,Defensive rebound by I. Smith,49,41
183,2,5:41.0,,I. Smith misses 3-pt jump shot from 23 ft,49,41
184,2,5:38.0,Defensive rebound by T. Rozier,,49,41
185,2,5:30.0,Offensive foul by C. Zeller (drawn by I. Smith),,49,41
186,2,5:30.0,Turnover by C. Zeller (offensive foul),,49,41
187,2,5:30.0,,I. Bonga enters the game for D. Bertāns,49,41
188,2,5:12.0,,Offensive foul by I. Mahinmi (drawn by C. Zeller),49,41
189,2,5:12.0,,Turnover by I. Mahinmi (offensive foul),49,41
190,2,4:59.0,M. Bridges makes 2-pt layup from 1 ft (assist by C. Zeller),,51,41
191,2,4:41.0,,Personal foul by T. Rozier (drawn by I. Mahinmi),51,41
192,2,4:30.0,,B. Beal misses 2-pt jump shot from 8 ft,51,41
193,2,4:27.0,,Offensive rebound by B. Beal,51,41
194,2,4:27.0,,B. Beal makes 2-pt layup from 3 ft,51,43
195,2,4:08.0,M. Monk misses 2-pt layup from 2 ft (block by B. Beal),,51,43
196,2,4:08.0,,Defensive rebound by Team,51,43
197,2,4:01.0,,Shooting foul by P. Washington (drawn by B. Beal),51,43
198,2,4:01.0,,B. Beal makes free throw 1 of 2,51,44
199,2,4:01.0,Charlotte full timeout,,51,44
200,2,4:01.0,D. Graham enters the game for C. Zeller,,51,44
201,2,4:01.0,,I. Thomas enters the game for I. Smith,51,44
202,2,4:01.0,,B. Beal makes free throw 2 of 2,51,45
203,2,3:48.0,M. Bridges misses 2-pt layup from 9 ft,,51,45
204,2,3:46.0,,Defensive rebound by I. Bonga,51,45
205,2,3:41.0,,I. Thomas misses 2-pt jump shot from 9 ft,51,45
206,2,3:40.0,,Offensive rebound by I. Thomas,51,45
207,2,3:38.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by I. Thomas),51,48
208,2,3:10.0,Turnover by Team (shot clock),,51,48
209,2,2:54.0,,Turnover by B. Beal (bad pass; steal by P. Washington),51,48
210,2,2:52.0,Shooting foul by I. Bonga (drawn by M. Bridges),,51,48
211,2,2:52.0,,G. Payton enters the game for I. Bonga,51,48
212,2,2:52.0,M. Bridges makes free throw 1 of 2,,52,48
213,2,2:52.0,M. Bridges makes free throw 2 of 2,,53,48
214,2,2:33.0,,G. Payton misses 3-pt jump shot from 26 ft,53,48
215,2,2:30.0,Defensive rebound by M. Monk,,53,48
216,2,2:15.0,M. Monk makes 2-pt jump shot from 7 ft (assist by T. Rozier),,55,48
217,2,2:06.0,,I. Thomas makes 2-pt jump shot from 16 ft,55,50
218,2,1:57.0,T. Rozier misses 3-pt jump shot from 27 ft,,55,50
219,2,1:52.0,,Defensive rebound by T. Brown,55,50
220,2,1:45.0,,T. Brown makes 2-pt layup from 1 ft,55,52
221,2,1:25.0,D. Graham misses 3-pt jump shot from 29 ft,,55,52
222,2,1:22.0,,Defensive rebound by I. Mahinmi,55,52
223,2,1:16.0,,B. Beal misses 3-pt jump shot from 26 ft,55,52
224,2,1:14.0,,Offensive rebound by I. Thomas,55,52
225,2,1:13.0,,I. Thomas misses 3-pt jump shot from 26 ft,55,52
226,2,1:13.0,Defensive rebound by M. Monk,,55,52
227,2,1:07.0,Personal foul by T. Brown (drawn by M. Monk),,55,52
228,2,1:07.0,,D. Bertāns enters the game for T. Brown,55,52
229,2,1:00.0,P. Washington makes 2-pt layup from 3 ft (assist by D. Graham),,57,52
230,2,1:00.0,Shooting foul by D. Bertāns (drawn by P. Washington),,57,52
231,2,1:00.0,C. Martin enters the game for M. Monk,,57,52
232,2,1:00.0,P. Washington makes free throw 1 of 1,,58,52
233,2,0:48.0,,Turnover by G. Payton (lost ball; steal by D. Graham),58,52
234,2,0:44.0,T. Rozier makes 2-pt layup from 2 ft (assist by P. Washington),,60,52
235,2,0:35.0,,I. Thomas misses 3-pt jump shot from 26 ft,60,52
236,2,0:31.0,,Offensive rebound by G. Payton,60,52
237,2,0:30.0,,G. Payton misses 2-pt layup from 2 ft,60,52
238,2,0:30.0,,Offensive rebound by G. Payton,60,52
239,2,0:28.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by G. Payton),60,55
240,2,0:08.0,M. Bridges misses 3-pt jump shot from 26 ft,,60,55
241,2,0:05.0,,Defensive rebound by I. Mahinmi,60,55
242,2,0:00.0,,B. Beal misses 3-pt jump shot from 26 ft,60,55
243,2,0:00.0,,Offensive rebound by Team,60,55
244,3,11:48.0,P. Washington makes 2-pt dunk from 2 ft (assist by C. Zeller),,62,55
245,3,11:28.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by B. Beal),62,58
246,3,11:04.0,T. Rozier misses 3-pt jump shot from 23 ft,,62,58
247,3,11:00.0,,Defensive rebound by D. Bertāns,62,58
248,3,10:55.0,,D. Bertāns misses 3-pt jump shot from 29 ft,62,58
249,3,10:52.0,,Offensive rebound by I. Bonga,62,58
250,3,10:50.0,,Turnover by I. Bonga (bad pass; steal by M. Bridges),62,58
251,3,10:44.0,D. Graham misses 3-pt jump shot from 25 ft,,62,58
252,3,10:40.0,,Defensive rebound by I. Thomas,62,58
253,3,10:35.0,,I. Bonga misses 2-pt layup from 3 ft (block by C. Zeller),62,58
254,3,10:34.0,Defensive rebound by M. Bridges,,62,58
255,3,10:22.0,Personal foul by I. Mahinmi (drawn by D. Graham),,62,58
256,3,10:11.0,P. Washington misses 2-pt layup from 5 ft,,62,58
257,3,10:10.0,Offensive rebound by C. Zeller,,62,58
258,3,10:06.0,T. Rozier misses 2-pt layup from 1 ft,,62,58
259,3,10:04.0,Offensive rebound by M. Bridges,,62,58
260,3,10:04.0,M. Bridges makes 2-pt dunk at rim,,64,58
261,3,9:45.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by I. Bonga),64,61
262,3,9:34.0,Personal foul by I. Thomas (drawn by C. Zeller),,64,61
263,3,9:23.0,C. Zeller misses 2-pt layup from 1 ft (block by I. Bonga),,64,61
264,3,9:20.0,,Defensive rebound by B. Beal,64,61
265,3,9:14.0,,I. Mahinmi makes 2-pt dunk from 2 ft (assist by B. Beal),64,63
266,3,9:03.0,Personal foul by I. Mahinmi (drawn by C. Zeller),,64,63
267,3,8:51.0,Shooting foul by D. Bertāns (drawn by P. Washington),,64,63
268,3,8:51.0,P. Washington misses free throw 1 of 2,,64,63
269,3,8:51.0,Offensive rebound by Team,,64,63
270,3,8:51.0,P. Washington misses free throw 2 of 2,,64,63
271,3,8:48.0,,Defensive rebound by I. Mahinmi,64,63
272,3,8:30.0,,I. Mahinmi misses 2-pt hook shot from 8 ft,64,63
273,3,8:28.0,Defensive rebound by D. Graham,,64,63
274,3,8:27.0,Shooting foul by I. Thomas (drawn by T. Rozier),,64,63
275,3,8:27.0,T. Rozier makes free throw 1 of 2,,65,63
276,3,8:27.0,T. Rozier makes free throw 2 of 2,,66,63
277,3,8:14.0,,I. Bonga makes 3-pt jump shot from 26 ft (assist by I. Mahinmi),66,66
278,3,7:53.0,M. Bridges makes 3-pt jump shot from 24 ft (assist by C. Zeller),,69,66
279,3,7:42.0,,Def 3 sec tech foul by Team,69,66
280,3,7:42.0,,B. Beal makes technical free throw,69,67
281,3,7:40.0,,Personal foul by M. Bridges (drawn by B. Beal),69,67
282,3,7:37.0,,Turnover by D. Bertāns (lost ball; steal by D. Graham),69,67
283,3,7:25.0,Shooting foul by D. Bertāns (drawn by M. Bridges),,69,67
284,3,7:25.0,Technical foul by D. Bertāns,,69,67
285,3,7:25.0,T. Rozier makes technical free throw,,70,67
286,3,7:25.0,M. Bridges makes free throw 1 of 2,,71,67
287,3,7:25.0,,T. Brown enters the game for D. Bertāns,71,67
288,3,7:25.0,M. Bridges makes free throw 2 of 2,,72,67
289,3,7:19.0,Loose ball foul by M. Bridges (drawn by I. Mahinmi),,72,67
290,3,7:08.0,,T. Brown misses 2-pt jump shot from 7 ft,72,67
291,3,7:06.0,,Offensive rebound by Team,72,67
292,3,7:03.0,,I. Thomas misses 3-pt jump shot from 24 ft (block by T. Rozier),72,67
293,3,7:02.0,,Offensive rebound by I. Thomas,72,67
294,3,6:58.0,,I. Thomas makes 2-pt jump shot from 3 ft,72,69
295,3,6:50.0,D. Graham makes 2-pt jump shot from 7 ft,,74,69
296,3,6:34.0,,T. Brown misses 2-pt layup from 3 ft,74,69
297,3,6:31.0,,Offensive rebound by I. Bonga,74,69
298,3,6:30.0,,I. Bonga makes 2-pt layup from 2 ft,74,71
299,3,6:23.0,D. Graham misses 3-pt jump shot from 25 ft,,74,71
300,3,6:21.0,,Defensive rebound by Team,74,71
301,3,6:21.0,,Washington full timeout,74,71
302,3,6:21.0,M. Monk enters the game for D. Graham,,74,71
303,3,6:21.0,M. Williams enters the game for P. Washington,,74,71
304,3,6:09.0,,I. Mahinmi makes 2-pt dunk from 4 ft (assist by B. Beal),74,73
305,3,5:45.0,M. Monk misses 2-pt layup from 9 ft (block by I. Mahinmi),,74,73
306,3,5:43.0,,Defensive rebound by I. Mahinmi,74,73
307,3,5:37.0,,B. Beal misses 3-pt jump shot from 27 ft,74,73
308,3,5:32.0,Defensive rebound by T. Rozier,,74,73
309,3,5:20.0,M. Bridges misses 3-pt jump shot from 26 ft,,74,73
310,3,5:15.0,,Defensive rebound by T. Brown,74,73
311,3,5:07.0,,T. Brown makes 2-pt jump shot from 15 ft,74,75
312,3,4:44.0,M. Bridges misses 2-pt jump shot from 5 ft,,74,75
313,3,4:41.0,,Defensive rebound by B. Beal,74,75
314,3,4:35.0,,Offensive foul by B. Beal (drawn by C. Zeller),74,75
315,3,4:35.0,,Turnover by B. Beal (offensive foul),74,75
316,3,4:35.0,W. Hernangómez enters the game for M. Bridges,,74,75
317,3,4:35.0,C. Martin enters the game for C. Zeller,,74,75
318,3,4:13.0,M. Monk misses 3-pt jump shot from 26 ft,,74,75
319,3,4:10.0,,Defensive rebound by B. Beal,74,75
320,3,4:03.0,,I. Thomas misses 3-pt jump shot from 26 ft,74,75
321,3,4:01.0,Defensive rebound by M. Monk,,74,75
322,3,3:57.0,Turnover by M. Monk (bad pass),,74,75
323,3,3:51.0,,Personal foul by W. Hernangómez (drawn by B. Beal),74,75
324,3,3:38.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by B. Beal),74,78
325,3,3:36.0,Charlotte full timeout,,74,78
326,3,3:36.0,D. Graham enters the game for T. Rozier,,74,78
327,3,3:28.0,Personal foul by I. Mahinmi (drawn by M. Williams),,74,78
328,3,3:28.0,M. Williams misses free throw 1 of 2,,74,78
329,3,3:28.0,Offensive rebound by Team,,74,78
330,3,3:28.0,,T. Bryant enters the game for I. Mahinmi,74,78
331,3,3:28.0,M. Williams misses free throw 2 of 2,,74,78
332,3,3:24.0,,Defensive rebound by T. Bryant,74,78
333,3,3:14.0,,B. Beal makes 3-pt jump shot from 26 ft,74,81
334,3,2:54.0,C. Martin misses 2-pt jump shot from 4 ft,,74,81
335,3,2:51.0,Offensive rebound by M. Monk,,74,81
336,3,2:38.0,M. Williams misses 2-pt jump shot from 14 ft,,74,81
337,3,2:35.0,,Defensive rebound by I. Thomas,74,81
338,3,2:26.0,,Personal foul by M. Williams (drawn by I. Bonga),74,81
339,3,2:19.0,,Turnover by T. Bryant (out of bounds lost ball),74,81
340,3,2:09.0,W. Hernangómez misses 2-pt dunk from 2 ft,,74,81
341,3,2:08.0,,Defensive rebound by I. Bonga,74,81
342,3,2:00.0,,Turnover by I. Bonga (out of bounds lost ball),74,81
343,3,2:00.0,,I. Smith enters the game for I. Thomas,74,81
344,3,1:48.0,W. Hernangómez misses 2-pt hook shot from 12 ft,,74,81
345,3,1:45.0,,Defensive rebound by T. Bryant,74,81
346,3,1:41.0,,Personal foul by W. Hernangómez (drawn by T. Bryant),74,81
347,3,1:41.0,,T. Bryant misses free throw 1 of 2,74,81
348,3,1:41.0,,Offensive rebound by Team,74,81
349,3,1:41.0,,D. Bertāns enters the game for B. Beal,74,81
350,3,1:41.0,,T. Bryant makes free throw 2 of 2,74,82
351,3,1:31.0,D. Graham misses 3-pt jump shot from 29 ft,,74,82
352,3,1:28.0,,Defensive rebound by T. Brown,74,82
353,3,1:23.0,,Offensive foul by T. Bryant (drawn by D. Graham),74,82
354,3,1:23.0,,Turnover by T. Bryant (offensive foul),74,82
355,3,1:07.0,D. Graham makes 3-pt jump shot from 26 ft (assist by W. Hernangómez),,77,82
356,3,0:56.0,,T. Bryant makes 2-pt jump shot from 10 ft (assist by I. Smith),77,84
357,3,0:41.0,D. Graham misses 3-pt jump shot from 26 ft,,77,84
358,3,0:36.0,Offensive rebound by C. Martin,,77,84
359,3,0:32.0,M. Monk makes 2-pt jump shot from 1 ft (assist by C. Martin),,79,84
360,3,0:23.0,,T. Bryant makes 2-pt jump shot from 17 ft (assist by I. Smith),79,86
361,3,0:00.0,M. Monk misses 2-pt jump shot from 12 ft,,79,86
362,3,0:00.0,,Defensive rebound by T. Bryant,79,86
363,4,11:40.0,,T. Brown makes 2-pt jump shot from 7 ft,79,88
364,4,11:20.0,C. Martin misses 2-pt jump shot from 18 ft,,79,88
365,4,11:17.0,,Defensive rebound by I. Smith,79,88
366,4,11:13.0,,I. Smith makes 2-pt jump shot from 5 ft,79,90
367,4,10:57.0,C. Martin makes 3-pt jump shot from 26 ft (assist by D. Graham),,82,90
368,4,10:40.0,,Turnover by T. Brown (bad pass; steal by D. Graham),82,90
369,4,10:32.0,Offensive foul by P. Washington (drawn by I. Bonga),,82,90
370,4,10:32.0,Turnover by P. Washington (offensive foul),,82,90
371,4,10:17.0,,T. Brown misses 3-pt jump shot from 26 ft,82,90
372,4,10:13.0,,Offensive rebound by D. Bertāns,82,90
373,4,10:09.0,,I. Smith makes 2-pt layup from 3 ft (assist by T. Bryant),82,92
374,4,9:51.0,D. Graham misses 2-pt layup from 2 ft,,82,92
375,4,9:50.0,,Defensive rebound by T. Bryant,82,92
376,4,9:46.0,,D. Bertāns makes 3-pt jump shot from 28 ft (assist by T. Brown),82,95
377,4,9:45.0,Charlotte full timeout,,82,95
378,4,9:45.0,M. Bridges enters the game for W. Hernangómez,,82,95
379,4,9:45.0,T. Rozier enters the game for M. Monk,,82,95
380,4,9:45.0,C. Zeller enters the game for P. Washington,,82,95
381,4,9:25.0,M. Bridges makes 2-pt layup from 1 ft (assist by C. Martin),,84,95
382,4,9:09.0,,I. Smith misses 2-pt jump shot from 15 ft,84,95
383,4,9:06.0,Defensive rebound by D. Graham,,84,95
384,4,8:55.0,T. Rozier makes 2-pt jump shot from 12 ft,,86,95
