,QUARTER,TIME_REMAINING,DALLAS_ACTION,NEW YORK_ACTION,DALLAS_SCORE,NEW YORK_SCORE
38,1,7:21.0,,Defensive rebound by T. Gibson,6,10
39,1,7:13.0,,J. Randle misses 2-pt layup from 3 ft (block by D. Finney-Smith),6,10
40,1,7:11.0,Defensive rebound by K. Porziņģis,,6,10
41,1,7:03.0,Shooting foul by F. Ntilikina (drawn by K. Porziņģis),,6,10
42,1,7:03.0,K. Porziņģis makes free throw 1 of 2,,7,10
43,1,7:03.0,K. Porziņģis makes free throw 2 of 2,,8,10
44,1,6:55.0,,Personal foul by S. Curry (drawn by F. Ntilikina),8,10
45,1,6:42.0,,T. Gibson misses 2-pt jump shot from 22 ft,8,10
46,1,6:40.0,,Offensive rebound by J. Randle,8,10
47,1,6:33.0,,J. Randle makes 2-pt jump shot from 9 ft,8,12
48,1,6:18.0,Shooting foul by F. Ntilikina (drawn by L. Dončić),,8,12
49,1,6:18.0,,M. Robinson enters the game for T. Gibson,8,12
50,1,6:18.0,,D. Smith enters the game for F. Ntilikina,8,12
51,1,6:18.0,L. Dončić makes free throw 1 of 2,,9,12
52,1,6:18.0,L. Dončić misses free throw 2 of 2,,9,12
53,1,6:16.0,,Defensive rebound by J. Randle,9,12
54,1,6:04.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by D. Smith),9,14
55,1,5:45.0,D. Finney-Smith misses 3-pt jump shot from 27 ft,,9,14
56,1,5:44.0,Offensive rebound by L. Dončić,,9,14
57,1,5:44.0,L. Dončić makes 2-pt layup at rim,,11,14
58,1,5:44.0,Shooting foul by M. Morris (drawn by L. Dončić),,11,14
59,1,5:44.0,L. Dončić misses free throw 1 of 1,,11,14
60,1,5:42.0,,Defensive rebound by J. Randle,11,14
61,1,5:30.0,,Offensive foul by J. Randle (drawn by D. Finney-Smith),11,14
62,1,5:30.0,,Turnover by J. Randle (offensive foul),11,14
63,1,5:30.0,,K. Knox enters the game for M. Morris,11,14
64,1,5:14.0,L. Dončić misses 3-pt jump shot from 29 ft,,11,14
65,1,5:12.0,,Defensive rebound by R. Barrett,11,14
66,1,5:04.0,,J. Randle misses 3-pt jump shot from 25 ft,11,14
67,1,5:02.0,Defensive rebound by D. Finney-Smith,,11,14
68,1,4:46.0,D. Powell misses 2-pt layup from 1 ft,,11,14
69,1,4:45.0,Offensive rebound by D. Powell,,11,14
70,1,4:44.0,D. Powell misses 2-pt layup from 1 ft,,11,14
71,1,4:42.0,,Defensive rebound by J. Randle,11,14
72,1,4:22.0,,Turnover by R. Barrett (bad pass; steal by K. Porziņģis),11,14
73,1,4:15.0,L. Dončić misses 2-pt jump shot from 2 ft,,11,14
74,1,4:13.0,,Defensive rebound by M. Robinson,11,14
75,1,4:12.0,,Personal foul by D. Finney-Smith (drawn by K. Knox),11,14
76,1,4:12.0,M. Kleber enters the game for S. Curry,,11,14
77,1,4:12.0,B. Marjanović enters the game for K. Porziņģis,,11,14
78,1,4:12.0,D. Wright enters the game for D. Powell,,11,14
79,1,4:12.0,,D. Dotson enters the game for R. Barrett,11,14
80,1,4:12.0,,B. Portis enters the game for J. Randle,11,14
81,1,4:03.0,,Turnover by D. Smith (bad pass; steal by D. Wright),11,14
82,1,3:55.0,Shooting foul by D. Dotson (drawn by L. Dončić),,11,14
83,1,3:55.0,T. Hardaway enters the game for D. Finney-Smith,,11,14
84,1,3:55.0,L. Dončić makes free throw 1 of 2,,12,14
85,1,3:55.0,L. Dončić makes free throw 2 of 2,,13,14
86,1,3:41.0,,D. Smith makes 2-pt jump shot from 6 ft,13,16
87,1,3:26.0,Def 3 sec tech foul by Team,,13,16
88,1,3:26.0,L. Dončić makes technical free throw,,14,16
89,1,3:17.0,M. Kleber misses 3-pt jump shot from 24 ft,,14,16
90,1,3:15.0,Offensive rebound by M. Kleber,,14,16
91,1,3:10.0,T. Hardaway makes 3-pt jump shot from 23 ft (assist by L. Dončić),,17,16
92,1,2:56.0,,B. Portis makes 2-pt jump shot from 11 ft (assist by D. Dotson),17,18
93,1,2:47.0,L. Dončić misses 3-pt jump shot from 32 ft,,17,18
94,1,2:45.0,,Defensive rebound by D. Dotson,17,18
95,1,2:32.0,,B. Portis misses 2-pt jump shot from 17 ft,17,18
96,1,2:31.0,Defensive rebound by D. Wright,,17,18
97,1,2:26.0,Turnover by D. Wright (lost ball; steal by D. Dotson),,17,18
98,1,2:22.0,,D. Dotson makes 2-pt layup from 2 ft,17,20
99,1,2:00.0,Turnover by M. Kleber (bad pass; steal by D. Dotson),,17,20
100,1,1:55.0,,D. Dotson misses 3-pt jump shot from 25 ft,17,20
101,1,1:53.0,,Offensive rebound by Team,17,20
102,1,1:53.0,,New York full timeout,17,20
103,1,1:39.0,,D. Smith makes 3-pt jump shot from 29 ft,17,23
104,1,1:15.0,M. Kleber misses 2-pt layup from 3 ft (block by M. Robinson),,17,23
105,1,1:13.0,,Defensive rebound by M. Robinson,17,23
106,1,1:07.0,,B. Portis misses 2-pt layup from 2 ft,17,23
107,1,1:05.0,,Offensive rebound by M. Robinson,17,23
108,1,1:04.0,,M. Robinson makes 2-pt layup from 2 ft,17,25
109,1,0:45.0,M. Kleber misses 3-pt jump shot from 23 ft,,17,25
110,1,0:44.0,Offensive rebound by B. Marjanović,,17,25
111,1,0:44.0,B. Marjanović makes 2-pt layup from 2 ft,,19,25
112,1,0:30.0,,K. Knox makes 2-pt jump shot from 7 ft,19,27
113,1,0:14.0,L. Dončić makes 2-pt layup from 2 ft (assist by B. Marjanović),,21,27
114,1,0:03.0,,D. Smith misses 3-pt jump shot from 28 ft,21,27
115,1,0:01.0,Defensive rebound by L. Dončić,,21,27
116,1,0:01.0,Personal foul by D. Smith (drawn by L. Dončić),,21,27
117,1,0:01.0,L. Dončić makes free throw 1 of 2,,22,27
118,1,0:01.0,L. Dončić makes free throw 2 of 2,,23,27
119,2,11:36.0,,D. Smith misses 2-pt jump shot from 12 ft,23,27
120,2,11:34.0,Defensive rebound by B. Marjanović,,23,27
121,2,11:21.0,B. Marjanović makes 2-pt layup from 1 ft (assist by J. Brunson),,25,27
122,2,11:21.0,Shooting foul by M. Robinson (drawn by B. Marjanović),,25,27
123,2,11:21.0,B. Marjanović makes free throw 1 of 1,,26,27
124,2,11:13.0,,D. Dotson misses 3-pt jump shot from 27 ft,26,27
125,2,11:11.0,Defensive rebound by B. Marjanović,,26,27
126,2,11:00.0,T. Hardaway misses 3-pt jump shot from 26 ft,,26,27
127,2,10:58.0,,Defensive rebound by K. Knox,26,27
128,2,10:57.0,,Personal foul by B. Marjanović (drawn by K. Knox),26,27
129,2,10:39.0,,B. Portis makes 3-pt jump shot from 23 ft (assist by D. Dotson),26,30
130,2,10:18.0,T. Hardaway makes 2-pt jump shot from 17 ft (assist by D. Wright),,28,30
131,2,10:02.0,,D. Dotson misses 3-pt jump shot from 25 ft,28,30
132,2,10:02.0,,Offensive rebound by Team,28,30
133,2,10:02.0,Loose ball foul by B. Marjanović (drawn by M. Robinson),,28,30
134,2,10:02.0,K. Porziņģis enters the game for B. Marjanović,,28,30
135,2,10:02.0,,M. Morris enters the game for K. Knox,28,30
136,2,9:53.0,,D. Smith misses 2-pt jump shot from 6 ft,28,30
137,2,9:51.0,,Offensive rebound by D. Smith,28,30
138,2,9:43.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by D. Smith),28,32
139,2,9:38.0,Shooting foul by M. Morris (drawn by D. Wright),,28,32
140,2,9:38.0,D. Wright makes free throw 1 of 2,,29,32
141,2,9:38.0,D. Wright makes free throw 2 of 2,,30,32
142,2,9:21.0,,D. Smith makes 3-pt jump shot from 26 ft (assist by D. Dotson),30,35
143,2,9:07.0,K. Porziņģis misses 2-pt layup from 2 ft,,30,35
144,2,9:06.0,,Defensive rebound by B. Portis,30,35
145,2,9:01.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by D. Smith),30,38
146,2,9:00.0,Dallas full timeout,,30,38
147,2,8:45.0,,Violation by Team (kicked ball),30,38
148,2,8:40.0,K. Porziņģis misses 3-pt jump shot from 28 ft,,30,38
149,2,8:38.0,,Defensive rebound by M. Robinson,30,38
150,2,8:24.0,,M. Robinson misses 2-pt dunk from 1 ft,30,38
151,2,8:22.0,Defensive rebound by K. Porziņģis,,30,38
152,2,8:15.0,J. Brunson misses 3-pt jump shot from 26 ft,,30,38
153,2,8:13.0,Offensive rebound by K. Porziņģis,,30,38
154,2,8:13.0,K. Porziņģis makes 2-pt layup at rim,,32,38
155,2,8:04.0,,Shooting foul by M. Kleber (drawn by M. Robinson),32,38
156,2,8:04.0,,R. Barrett enters the game for D. Dotson,32,38
157,2,8:04.0,,M. Robinson makes free throw 1 of 2,32,39
158,2,8:04.0,,M. Robinson makes free throw 2 of 2,32,40
159,2,7:39.0,Turnover by Team (shot clock),,32,40
160,2,7:39.0,,T. Gibson enters the game for M. Robinson,32,40
161,2,7:34.0,,Offensive foul by T. Gibson (drawn by J. Brunson),32,40
162,2,7:34.0,,Turnover by T. Gibson (offensive foul),32,40
163,2,7:34.0,D. Powell enters the game for M. Kleber,,32,40
164,2,7:22.0,Shooting foul by R. Barrett (drawn by T. Hardaway),,32,40
165,2,7:22.0,,F. Ntilikina enters the game for B. Portis,32,40
166,2,7:22.0,,J. Randle enters the game for D. Smith,32,40
167,2,7:22.0,T. Hardaway makes free throw 1 of 2,,33,40
168,2,7:22.0,T. Hardaway misses free throw 2 of 2,,33,40
169,2,7:20.0,Offensive rebound by K. Porziņģis,,33,40
170,2,7:20.0,K. Porziņģis makes 2-pt layup at rim,,35,40
171,2,7:04.0,,M. Morris misses 2-pt jump shot from 6 ft,35,40
172,2,7:02.0,Defensive rebound by D. Powell,,35,40
173,2,6:57.0,Personal foul by T. Gibson (drawn by J. Brunson),,35,40
174,2,6:54.0,K. Porziņģis misses 3-pt jump shot from 28 ft,,35,40
175,2,6:52.0,,Defensive rebound by F. Ntilikina,35,40
176,2,6:38.0,,F. Ntilikina makes 3-pt jump shot from 27 ft (assist by J. Randle),35,43
177,2,6:20.0,J. Brunson makes 2-pt layup from 1 ft,,37,43
178,2,6:07.0,,R. Barrett misses 2-pt jump shot from 13 ft,37,43
179,2,6:05.0,Defensive rebound by D. Powell,,37,43
180,2,5:52.0,Turnover by D. Wright (bad pass; steal by M. Morris),,37,43
181,2,5:46.0,,M. Morris misses 2-pt layup from 2 ft (block by K. Porziņģis),37,43
182,2,5:44.0,,Offensive rebound by J. Randle,37,43
183,2,5:43.0,,Turnover by J. Randle (lost ball; steal by D. Wright),37,43
184,2,5:39.0,Personal foul by F. Ntilikina (drawn by J. Brunson),,37,43
185,2,5:39.0,L. Dončić enters the game for D. Wright,,37,43
186,2,5:39.0,,M. Robinson enters the game for T. Gibson,37,43
187,2,5:39.0,,D. Smith enters the game for F. Ntilikina,37,43
188,2,5:39.0,J. Brunson misses free throw 1 of 2,,37,43
189,2,5:39.0,Offensive rebound by Team,,37,43
190,2,5:39.0,J. Brunson makes free throw 2 of 2,,38,43
191,2,5:19.0,,J. Randle misses 2-pt jump shot from 9 ft,38,43
192,2,5:18.0,,Offensive rebound by D. Smith,38,43
193,2,5:18.0,,Personal foul by T. Hardaway (drawn by D. Smith),38,43
194,2,5:17.0,,Away from play foul by D. Powell (drawn by J. Randle),38,43
195,2,5:17.0,,Instant Replay (Request: Ruling Stands),38,43
196,2,5:17.0,,M. Morris makes free throw 1 of 1,38,44
197,2,5:06.0,,M. Morris misses 2-pt jump shot from 14 ft,38,44
198,2,5:03.0,Defensive rebound by T. Hardaway,,38,44
199,2,4:57.0,T. Hardaway misses 3-pt jump shot from 26 ft,,38,44
200,2,4:55.0,,Defensive rebound by Team,38,44
201,2,4:43.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by R. Barrett),38,46
202,2,4:17.0,K. Porziņģis makes 2-pt jump shot from 12 ft (assist by L. Dončić),,40,46
203,2,4:04.0,,R. Barrett misses 2-pt jump shot from 19 ft,40,46
204,2,4:02.0,Defensive rebound by K. Porziņģis,,40,46
205,2,3:52.0,D. Powell misses 2-pt layup from 1 ft,,40,46
206,2,3:50.0,,Defensive rebound by J. Randle,40,46
207,2,3:43.0,,D. Smith misses 3-pt jump shot from 24 ft,40,46
208,2,3:41.0,Defensive rebound by L. Dončić,,40,46
209,2,3:34.0,K. Porziņģis makes 2-pt layup from 1 ft (assist by L. Dončić),,42,46
210,2,3:26.0,,Turnover by D. Smith (lost ball; steal by J. Brunson),42,46
211,2,3:19.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,42,46
212,2,3:17.0,,Defensive rebound by M. Robinson,42,46
213,2,3:16.0,,New York full timeout,42,46
214,2,3:16.0,S. Curry enters the game for J. Brunson,,42,46
215,2,3:16.0,D. Finney-Smith enters the game for T. Hardaway,,42,46
216,2,3:16.0,M. Kleber enters the game for K. Porziņģis,,42,46
217,2,3:16.0,B. Marjanović enters the game for D. Powell,,42,46
218,2,3:14.0,,Personal foul by S. Curry (drawn by R. Barrett),42,46
219,2,3:14.0,,R. Barrett makes free throw 1 of 2,42,47
220,2,3:14.0,,R. Barrett makes free throw 2 of 2,42,48
221,2,2:59.0,S. Curry misses 3-pt jump shot from 26 ft,,42,48
222,2,2:57.0,,Defensive rebound by M. Robinson,42,48
223,2,2:42.0,,M. Morris misses 2-pt jump shot from 12 ft,42,48
224,2,2:40.0,Defensive rebound by M. Kleber,,42,48
225,2,2:33.0,B. Marjanović makes 2-pt layup from 3 ft (assist by L. Dončić),,44,48
226,2,2:33.0,Shooting foul by M. Robinson (drawn by B. Marjanović),,44,48
227,2,2:33.0,B. Marjanović makes free throw 1 of 1,,45,48
228,2,2:21.0,,R. Barrett misses 2-pt layup from 2 ft,45,48
229,2,2:19.0,,Offensive rebound by M. Robinson,45,48
230,2,2:19.0,,M. Robinson makes 2-pt dunk from 1 ft,45,50
231,2,2:00.0,L. Dončić misses 2-pt jump shot from 15 ft,,45,50
232,2,1:58.0,,Defensive rebound by D. Smith,45,50
233,2,1:36.0,,R. Barrett makes 2-pt dunk from 1 ft,45,52
234,2,1:21.0,L. Dončić misses 3-pt jump shot from 26 ft,,45,52
235,2,1:19.0,,Defensive rebound by D. Smith,45,52
236,2,1:11.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by D. Smith),45,54
237,2,1:11.0,Dallas full timeout,,45,54
238,2,1:11.0,K. Porziņģis enters the game for M. Kleber,,45,54
239,2,1:11.0,D. Powell enters the game for B. Marjanović,,45,54
240,2,1:11.0,,K. Knox enters the game for M. Morris,45,54
241,2,0:59.0,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by D. Powell),,48,54
242,2,0:47.0,,J. Randle makes 3-pt jump shot from 23 ft (assist by R. Barrett),48,57
243,2,0:35.0,S. Curry misses 3-pt jump shot from 23 ft,,48,57
244,2,0:32.0,Offensive rebound by K. Porziņģis,,48,57
245,2,0:29.0,L. Dončić makes 2-pt jump shot from 21 ft (assist by K. Porziņģis),,50,57
246,2,0:29.0,Shooting foul by M. Robinson (drawn by L. Dončić),,50,57
247,2,0:29.0,,D. Dotson enters the game for M. Robinson,50,57
248,2,0:29.0,L. Dončić makes free throw 1 of 1,,51,57
249,2,0:08.0,,Shooting foul by S. Curry (drawn by D. Smith),51,57
250,2,0:08.0,T. Hardaway enters the game for S. Curry,,51,57
251,2,0:08.0,,T. Gibson enters the game for R. Barrett,51,57
252,2,0:08.0,,D. Smith makes free throw 1 of 2,51,58
253,2,0:08.0,,D. Smith misses free throw 2 of 2,51,58
254,2,0:07.0,Defensive rebound by K. Porziņģis,,51,58
255,2,0:07.0,Personal foul by J. Randle (drawn by K. Porziņģis),,51,58
256,2,0:07.0,,W. Ellington enters the game for T. Gibson,51,58
257,2,0:07.0,K. Porziņģis makes free throw 1 of 2,,52,58
258,2,0:07.0,K. Porziņģis makes free throw 2 of 2,,53,58
259,2,0:01.0,,D. Smith misses 2-pt jump shot from 17 ft,53,58
260,2,0:01.0,Defensive rebound by T. Hardaway,,53,58
261,3,11:34.0,,J. Randle misses 3-pt jump shot from 26 ft,53,58
262,3,11:32.0,Defensive rebound by L. Dončić,,53,58
263,3,11:14.0,L. Dončić misses 3-pt jump shot from 27 ft,,53,58
264,3,11:12.0,,Defensive rebound by F. Ntilikina,53,58
265,3,10:59.0,,M. Morris misses 2-pt jump shot from 17 ft,53,58
266,3,10:57.0,Defensive rebound by S. Curry,,53,58
267,3,10:51.0,K. Porziņģis makes 2-pt dunk from 1 ft (assist by S. Curry),,55,58
268,3,10:37.0,,Turnover by R. Barrett (bad pass; steal by L. Dončić),55,58
269,3,10:35.0,Personal foul by F. Ntilikina (drawn by L. Dončić),,55,58
270,3,10:21.0,K. Porziņģis misses 2-pt jump shot from 19 ft,,55,58
271,3,10:20.0,,Defensive rebound by M. Morris,55,58
272,3,10:13.0,,M. Morris makes 3-pt jump shot from 25 ft,55,61
273,3,9:57.0,Turnover by D. Finney-Smith (bad pass),,55,61
274,3,9:46.0,,M. Morris makes 2-pt jump shot from 15 ft,55,63
275,3,9:44.0,Dallas full timeout,,55,63
276,3,9:29.0,Personal foul by T. Gibson (drawn by S. Curry),,55,63
277,3,9:19.0,K. Porziņģis makes 3-pt jump shot from 23 ft,,58,63
278,3,9:02.0,,M. Morris misses 3-pt jump shot from 25 ft,58,63
279,3,9:00.0,,Offensive rebound by T. Gibson,58,63
280,3,9:00.0,,Personal foul by D. Finney-Smith (drawn by T. Gibson),58,63
281,3,8:53.0,,T. Gibson makes 2-pt layup from 1 ft (assist by J. Randle),58,65
282,3,8:42.0,K. Porziņģis misses 2-pt layup from 1 ft,,58,65
283,3,8:40.0,,Defensive rebound by M. Morris,58,65
284,3,8:40.0,,Turnover by M. Morris (bad pass),58,65
285,3,8:40.0,,Loose ball foul by F. Ntilikina (drawn by S. Curry),58,65
286,3,8:40.0,,D. Smith enters the game for F. Ntilikina,58,65
287,3,8:30.0,Turnover by K. Porziņģis (palming),,58,65
288,3,8:14.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Gibson),58,68
289,3,8:01.0,D. Powell misses 2-pt layup from 2 ft,,58,68
290,3,7:59.0,,Defensive rebound by M. Morris,58,68
291,3,7:44.0,,Turnover by J. Randle (bad pass; steal by L. Dončić),58,68
292,3,7:38.0,D. Finney-Smith makes 2-pt layup from 1 ft (assist by L. Dončić),,60,68
293,3,7:13.0,,D. Smith makes 2-pt jump shot from 15 ft,60,70
294,3,7:00.0,D. Powell makes 2-pt dunk from 2 ft (assist by L. Dončić),,62,70
295,3,6:36.0,,M. Morris misses 2-pt jump shot from 18 ft,62,70
296,3,6:34.0,Defensive rebound by D. Finney-Smith,,62,70
297,3,6:29.0,L. Dončić misses 2-pt layup from 3 ft (block by M. Morris),,62,70
298,3,6:28.0,,Defensive rebound by Team,62,70
299,3,6:28.0,,New York full timeout,62,70
300,3,6:28.0,,M. Robinson enters the game for T. Gibson,62,70
301,3,6:12.0,,Personal foul by K. Porziņģis (drawn by M. Robinson),62,70
302,3,6:05.0,,Turnover by R. Barrett (lost ball; steal by D. Finney-Smith),62,70
303,3,6:00.0,D. Finney-Smith makes 2-pt layup from 1 ft (assist by L. Dončić),,64,70
304,3,5:41.0,,J. Randle misses 3-pt jump shot from 25 ft,64,70
305,3,5:39.0,Defensive rebound by K. Porziņģis,,64,70
306,3,5:16.0,D. Powell makes 3-pt jump shot from 23 ft (assist by L. Dončić),,67,70
307,3,4:57.0,,R. Barrett misses 3-pt jump shot from 26 ft,67,70
308,3,4:55.0,,Offensive rebound by D. Smith,67,70
309,3,4:55.0,,D. Smith makes 2-pt dunk at rim,67,72
310,3,4:41.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,67,72
311,3,4:40.0,Offensive rebound by D. Powell,,67,72
312,3,4:39.0,D. Powell makes 2-pt layup from 2 ft,,69,72
313,3,4:39.0,Shooting foul by M. Robinson (drawn by D. Powell),,69,72
314,3,4:39.0,,D. Dotson enters the game for R. Barrett,69,72
315,3,4:39.0,,B. Portis enters the game for J. Randle,69,72
316,3,4:39.0,D. Powell makes free throw 1 of 1,,70,72
317,3,4:18.0,,D. Dotson makes 2-pt jump shot from 23 ft,70,74
318,3,4:00.0,L. Dončić misses 3-pt jump shot from 28 ft,,70,74
319,3,3:58.0,,Defensive rebound by M. Morris,70,74
320,3,3:49.0,,B. Portis makes 3-pt jump shot from 27 ft (assist by D. Smith),70,77
321,3,3:33.0,L. Dončić makes 2-pt jump shot from 11 ft,,72,77
322,3,3:33.0,Shooting foul by M. Robinson (drawn by L. Dončić),,72,77
323,3,3:33.0,L. Dončić makes free throw 1 of 1,,73,77
324,3,3:23.0,,B. Portis misses 3-pt jump shot from 25 ft,73,77
325,3,3:21.0,Defensive rebound by L. Dončić,,73,77
326,3,3:10.0,L. Dončić makes 2-pt jump shot from 2 ft (assist by D. Powell),,75,77
327,3,2:50.0,,D. Smith misses 2-pt jump shot from 8 ft (block by L. Dončić),75,77
328,3,2:48.0,,Offensive rebound by D. Smith,75,77
329,3,2:43.0,,B. Portis makes 2-pt jump shot from 9 ft (assist by D. Smith),75,79
330,3,2:27.0,Turnover by L. Dončić (bad pass),,75,79
331,3,2:27.0,,K. Knox enters the game for M. Morris,75,79
332,3,2:27.0,,J. Randle enters the game for M. Robinson,75,79
333,3,2:20.0,,D. Dotson makes 3-pt jump shot from 26 ft (assist by D. Smith),75,82
334,3,1:58.0,L. Dončić makes 3-pt jump shot from 27 ft,,78,82
335,3,1:35.0,,K. Knox makes 3-pt jump shot from 24 ft (assist by J. Randle),78,85
336,3,1:17.0,L. Dončić makes 3-pt jump shot from 27 ft (assist by D. Finney-Smith),,81,85
337,3,1:04.0,,J. Randle makes 2-pt jump shot from 2 ft,81,87
338,3,0:52.0,L. Dončić makes 3-pt jump shot from 26 ft,,84,87
339,3,0:41.0,,Turnover by J. Randle (bad pass; steal by L. Dončić),84,87
340,3,0:30.0,Personal foul by K. Knox (drawn by L. Dončić),,84,87
341,3,0:30.0,T. Hardaway enters the game for D. Finney-Smith,,84,87
342,3,0:30.0,M. Kleber enters the game for D. Powell,,84,87
343,3,0:30.0,L. Dončić makes free throw 1 of 2,,85,87
344,3,0:30.0,L. Dončić misses free throw 2 of 2,,85,87
345,3,0:28.0,,Defensive rebound by B. Portis,85,87
346,3,0:11.0,,J. Randle misses 2-pt jump shot from 13 ft,85,87
347,3,0:09.0,Defensive rebound by L. Dončić,,85,87
348,3,0:02.0,L. Dončić misses 3-pt jump shot from 28 ft,,85,87
349,3,0:00.0,Offensive rebound by K. Porziņģis,,85,87
350,3,0:00.0,K. Porziņģis makes 2-pt dunk from 1 ft,,87,87
351,4,11:51.0,Personal foul by B. Portis (drawn by B. Marjanović),,87,87
352,4,11:39.0,B. Marjanović misses 2-pt jump shot from 11 ft,,87,87
353,4,11:37.0,,Defensive rebound by B. Portis,87,87
354,4,11:27.0,,D. Dotson misses 3-pt jump shot from 25 ft,87,87
355,4,11:25.0,Defensive rebound by T. Hardaway,,87,87
356,4,11:18.0,T. Hardaway misses 3-pt jump shot from 26 ft,,87,87
357,4,11:16.0,,Defensive rebound by J. Randle,87,87
358,4,11:09.0,,K. Knox misses 3-pt jump shot from 25 ft,87,87
359,4,11:08.0,Defensive rebound by T. Hardaway,,87,87
360,4,10:58.0,J. Brunson misses 3-pt jump shot from 23 ft,,87,87
361,4,10:56.0,,Defensive rebound by B. Portis,87,87
362,4,10:34.0,,B. Portis misses 2-pt jump shot from 8 ft (block by T. Hardaway),87,87
363,4,10:32.0,,Offensive rebound by J. Randle,87,87
364,4,10:31.0,,J. Randle misses 3-pt jump shot from 25 ft,87,87
365,4,10:29.0,Defensive rebound by M. Kleber,,87,87
366,4,10:14.0,B. Marjanović misses 2-pt layup from 4 ft,,87,87
367,4,10:12.0,,Defensive rebound by B. Portis,87,87
368,4,9:49.0,,J. Randle makes 2-pt layup from 1 ft (assist by D. Smith),87,89
369,4,9:28.0,Personal foul by D. Smith (drawn by J. Brunson),,87,89
370,4,9:28.0,,F. Ntilikina enters the game for D. Smith,87,89
371,4,9:18.0,T. Hardaway misses 2-pt jump shot from 10 ft,,87,89
372,4,9:16.0,Offensive rebound by B. Marjanović,,87,89
373,4,9:14.0,B. Marjanović misses 2-pt layup from 2 ft,,87,89
374,4,9:13.0,,Defensive rebound by J. Randle,87,89
375,4,9:11.0,,Turnover by J. Randle (bad pass),87,89
376,4,9:04.0,T. Hardaway makes 2-pt layup from 1 ft (assist by J. Brunson),,89,89
377,4,8:55.0,,Shooting foul by T. Hardaway (drawn by K. Knox),89,89
378,4,8:55.0,,K. Knox misses free throw 1 of 2,89,89
379,4,8:55.0,,Offensive rebound by Team,89,89
380,4,8:55.0,,K. Knox makes free throw 2 of 2,89,90
381,4,8:45.0,T. Hardaway misses 3-pt jump shot from 27 ft,,89,90
382,4,8:43.0,,Defensive rebound by D. Dotson,89,90
