,QUARTER,TIME_REMAINING,DENVER_ACTION,CHARLOTTE_ACTION,DENVER_SCORE,CHARLOTTE_SCORE
387,4,4:23.0,,Defensive rebound by P. Washington,96,96
388,4,4:16.0,,D. Graham makes 2-pt jump shot from 18 ft (assist by T. Rozier),96,98
389,4,3:57.0,J. Murray makes 3-pt jump shot from 26 ft (assist by N. Jokić),,99,98
390,4,3:40.0,,Shooting foul by J. Grant (drawn by P. Washington),99,98
391,4,3:40.0,,P. Washington makes free throw 1 of 2,99,99
392,4,3:40.0,,P. Washington makes free throw 2 of 2,99,100
393,4,3:28.0,Personal foul by C. Zeller (drawn by N. Jokić),,99,100
394,4,3:28.0,N. Jokić makes free throw 1 of 2,,100,100
395,4,3:28.0,N. Jokić makes free throw 2 of 2,,101,100
396,4,3:18.0,,D. Graham makes 2-pt layup from 3 ft (assist by P. Washington),101,102
397,4,2:59.0,G. Harris makes 3-pt jump shot from 26 ft,,104,102
398,4,2:43.0,,P. Washington misses 2-pt layup from 1 ft (block by G. Harris),104,102
399,4,2:41.0,,Offensive rebound by P. Washington,104,102
400,4,2:41.0,,Shooting foul by N. Jokić (drawn by P. Washington),104,102
401,4,2:41.0,,P. Washington makes free throw 1 of 2,104,103
402,4,2:41.0,,P. Washington makes free throw 2 of 2,104,104
403,4,2:25.0,N. Jokić makes 2-pt hook shot from 4 ft (assist by J. Murray),,106,104
404,4,2:09.0,,Shooting foul by G. Harris (drawn by C. Zeller),106,104
405,4,2:09.0,,C. Zeller makes free throw 1 of 2,106,105
406,4,2:09.0,,C. Zeller misses free throw 2 of 2,106,105
407,4,2:06.0,,Offensive rebound by C. Zeller,106,105
408,4,2:05.0,,C. Zeller makes 2-pt layup from 2 ft,106,107
409,4,1:57.0,N. Jokić makes 2-pt layup from 2 ft (assist by J. Grant),,108,107
410,4,1:46.0,,Turnover by C. Zeller (off goaltending),108,107
411,4,1:26.0,J. Grant makes 2-pt layup from 3 ft (assist by N. Jokić),,110,107
412,4,1:26.0,Shooting foul by P. Washington (drawn by J. Grant),,110,107
413,4,1:26.0,T. Craig enters the game for N. Jokić,,110,107
414,4,1:26.0,M. Plumlee enters the game for J. Murray,,110,107
415,4,1:26.0,,M. Bridges enters the game for C. Zeller,110,107
416,4,1:26.0,J. Grant misses free throw 1 of 1,,110,107
417,4,1:24.0,,Defensive rebound by P. Washington,110,107
418,4,1:14.0,,P. Washington makes 2-pt dunk at rim (assist by D. Graham),110,109
419,4,1:14.0,Denver full timeout,,110,109
420,4,1:14.0,N. Jokić enters the game for T. Craig,,110,109
421,4,1:14.0,J. Murray enters the game for M. Plumlee,,110,109
422,4,1:14.0,,C. Zeller enters the game for M. Bridges,110,109
423,4,1:04.0,J. Murray misses 2-pt jump shot from 17 ft,,110,109
424,4,1:01.0,,Defensive rebound by P. Washington,110,109
425,4,0:57.0,,Shooting foul by W. Barton (drawn by D. Graham),110,109
426,4,0:57.0,,D. Graham makes free throw 1 of 2,110,110
427,4,0:57.0,,D. Graham makes free throw 2 of 2,110,111
428,4,0:43.0,Personal foul by D. Graham (drawn by W. Barton),,110,111
429,4,0:43.0,W. Barton makes free throw 1 of 2,,111,111
430,4,0:43.0,W. Barton makes free throw 2 of 2,,112,111
431,4,0:43.0,,Charlotte full timeout,112,111
432,4,0:31.0,,Shooting foul by J. Grant (drawn by C. Zeller),112,111
433,4,0:31.0,,C. Zeller makes free throw 1 of 2,112,112
434,4,0:31.0,,C. Zeller misses free throw 2 of 2,112,112
435,4,0:28.0,Defensive rebound by W. Barton,,112,112
436,4,0:06.0,J. Murray makes 2-pt jump shot from 12 ft,,114,112
437,4,0:05.0,,Charlotte full timeout,114,112
438,4,0:05.0,T. Craig enters the game for N. Jokić,,114,112
439,4,0:05.0,M. Plumlee enters the game for J. Murray,,114,112
440,4,0:05.0,,C. Martin enters the game for C. Martin,114,112
441,4,0:00.0,,T. Rozier misses 3-pt jump shot from 25 ft,114,112
442,4,0:00.0,,Offensive rebound by Team,114,112
