,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,BOSTON_ACTION,SACRAMENTO_SCORE,BOSTON_SCORE
381,4,3:27.0,,Shooting foul by H. Giles (drawn by B. Wanamaker),90,94
382,4,3:27.0,,B. Wanamaker misses free throw 1 of 2,90,94
383,4,3:27.0,,Offensive rebound by Team,90,94
384,4,3:27.0,Sacramento full timeout,,90,94
385,4,3:27.0,R. Holmes enters the game for H. Giles,,90,94
386,4,3:27.0,,R. Williams enters the game for E. Freedom,90,94
387,4,3:27.0,,B. Wanamaker makes free throw 2 of 2,90,95
388,4,3:17.0,B. Hield makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),,93,95
389,4,2:59.0,,J. Tatum misses 2-pt jump shot from 15 ft,93,95
390,4,2:56.0,Defensive rebound by B. Hield,,93,95
391,4,2:34.0,B. Bogdanović misses 3-pt jump shot from 25 ft (block by M. Smart),,93,95
392,4,2:34.0,Offensive rebound by Team,,93,95
393,4,2:34.0,Turnover by Team (shot clock),,93,95
394,4,2:21.0,,J. Tatum misses 2-pt jump shot from 14 ft,93,95
395,4,2:17.0,Defensive rebound by R. Holmes,,93,95
396,4,2:03.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,93,95
397,4,2:02.0,,Defensive rebound by Team,93,95
398,4,2:02.0,Loose ball foul by R. Holmes (drawn by M. Smart),,93,95
399,4,2:02.0,,M. Smart makes free throw 1 of 2,93,96
400,4,2:02.0,,M. Smart makes free throw 2 of 2,93,97
401,4,1:44.0,B. Hield makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,96,97
402,4,1:26.0,,J. Brown makes 2-pt jump shot from 5 ft,96,99
403,4,1:07.0,C. Joseph makes 3-pt jump shot from 22 ft (assist by B. Bogdanović),,99,99
404,4,0:49.0,,M. Smart makes 2-pt jump shot from 18 ft,99,101
405,4,0:39.0,B. Bogdanović makes 3-pt jump shot from 26 ft,,102,101
406,4,0:31.0,,M. Smart makes 2-pt layup from 7 ft,102,103
407,4,0:31.0,Sacramento full timeout,,102,103
408,4,0:27.0,Turnover by B. Bogdanović (lost ball; steal by M. Smart),,102,103
409,4,0:25.0,,M. Smart misses 2-pt layup from 2 ft (block by B. Hield),102,103
410,4,0:24.0,,Offensive rebound by Team,102,103
411,4,0:24.0,,Instant Replay (Request: Ruling Stands),102,103
412,4,0:13.0,,Boston full timeout,102,103
413,4,0:13.0,,Boston full timeout,102,103
414,4,0:08.0,,J. Tatum misses 3-pt jump shot from 23 ft,102,103
415,4,0:05.0,Defensive rebound by B. Hield,,102,103
416,4,0:05.0,Sacramento full timeout,,102,103
417,4,0:03.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,102,103
418,4,0:01.0,Offensive rebound by Team,,102,103
