,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,GOLDEN STATE_ACTION,CHARLOTTE_SCORE,GOLDEN STATE_SCORE
388,4,2:26.0,,G. Robinson misses 3-pt jump shot from 23 ft,86,83
389,4,2:20.0,Defensive rebound by D. Graham,,86,83
390,4,2:08.0,T. Rozier misses 2-pt layup from 2 ft (block by W. Cauley-Stein),,86,83
391,4,2:06.0,,Defensive rebound by W. Cauley-Stein,86,83
392,4,1:56.0,,D. Lee makes 3-pt jump shot from 26 ft (assist by G. Robinson),86,86
393,4,1:41.0,D. Graham misses 2-pt jump shot from 20 ft,,86,86
394,4,1:37.0,Offensive rebound by P. Washington,,86,86
395,4,1:36.0,M. Williams misses 3-pt jump shot from 23 ft,,86,86
396,4,1:34.0,,Defensive rebound by W. Cauley-Stein,86,86
397,4,1:16.0,,Shooting foul by P. Washington (drawn by E. Paschall),86,86
398,4,1:16.0,,E. Paschall makes free throw 1 of 2,86,87
399,4,1:16.0,,E. Paschall misses free throw 2 of 2,86,87
400,4,1:12.0,Defensive rebound by T. Rozier,,86,87
401,4,1:09.0,T. Rozier makes 2-pt jump shot from 10 ft,,88,87
402,4,1:09.0,Shooting foul by D. Lee (drawn by T. Rozier),,88,87
403,4,1:09.0,T. Rozier misses free throw 1 of 1,,88,87
404,4,1:06.0,,Defensive rebound by G. Robinson,88,87
405,4,1:00.0,,Golden State full timeout,88,87
406,4,1:00.0,C. Martin enters the game for P. Washington,,88,87
407,4,0:49.0,,E. Paschall misses 2-pt jump shot from 6 ft,88,87
408,4,0:46.0,,Offensive rebound by G. Robinson,88,87
409,4,0:45.0,,G. Robinson misses 2-pt layup from 1 ft,88,87
410,4,0:44.0,Defensive rebound by D. Graham,,88,87
411,4,0:30.0,Charlotte full timeout,,88,87
412,4,0:30.0,P. Washington enters the game for C. Martin,,88,87
413,4,0:25.0,Turnover by D. Graham (3 sec),,88,87
414,4,0:25.0,,Golden State full timeout,88,87
415,4,0:25.0,C. Martin enters the game for P. Washington,,88,87
416,4,0:24.0,,Turnover by D. Lee (bad pass),88,87
417,4,0:24.0,,Instant Replay (Request: Ruling Stands),88,87
418,4,0:24.0,P. Washington enters the game for C. Martin,,88,87
419,4,0:14.0,Personal take foul by D. Lee (drawn by T. Rozier),,88,87
420,4,0:14.0,T. Rozier misses free throw 1 of 2,,88,87
421,4,0:14.0,Offensive rebound by Team,,88,87
422,4,0:14.0,C. Martin enters the game for P. Washington,,88,87
423,4,0:14.0,,J. Poole enters the game for W. Cauley-Stein,88,87
424,4,0:14.0,T. Rozier misses free throw 2 of 2,,88,87
425,4,0:12.0,Offensive rebound by C. Martin,,88,87
426,4,0:12.0,Personal foul by G. Robinson (drawn by C. Martin),,88,87
427,4,0:12.0,C. Martin makes free throw 1 of 2,,89,87
428,4,0:12.0,C. Martin misses free throw 2 of 2,,89,87
429,4,0:10.0,Offensive rebound by D. Bacon,,89,87
430,4,0:05.0,Charlotte full timeout,,89,87
431,4,0:05.0,M. Monk enters the game for D. Bacon,,89,87
432,4,0:05.0,P. Washington enters the game for C. Martin,,89,87
433,4,0:04.0,Personal take foul by K. Bowman (drawn by T. Rozier),,89,87
434,4,0:04.0,Instant Replay (Request: Ruling Stands),,89,87
435,4,0:04.0,T. Rozier makes free throw 1 of 2,,90,87
436,4,0:04.0,D. Bacon enters the game for M. Monk,,90,87
437,4,0:04.0,C. Martin enters the game for P. Washington,,90,87
438,4,0:04.0,T. Rozier makes free throw 2 of 2,,91,87
439,4,0:03.0,,Turnover by K. Bowman (bad pass; steal by M. Williams),91,87
440,4,0:03.0,Personal foul by E. Paschall (drawn by M. Williams),,91,87
441,4,0:03.0,M. Williams makes free throw 1 of 2,,92,87
442,4,0:03.0,M. Williams makes free throw 2 of 2,,93,87
443,4,0:00.0,,K. Bowman misses 3-pt jump shot from 30 ft,93,87
444,4,0:00.0,,Offensive rebound by Team,93,87
