,QUARTER,TIME_REMAINING,DENVER_ACTION,WASHINGTON_ACTION,DENVER_SCORE,WASHINGTON_SCORE
34,1,8:15.0,N. Jokić makes free throw 1 of 2,,10,4
35,1,8:15.0,,A. Pasečņiks enters the game for I. Mahinmi,10,4
36,1,8:15.0,N. Jokić makes free throw 2 of 2,,11,4
37,1,7:59.0,,A. Pasečņiks misses 2-pt jump shot from 13 ft,11,4
38,1,7:55.0,Defensive rebound by N. Jokić,,11,4
39,1,7:43.0,P. Millsap misses 3-pt jump shot from 27 ft,,11,4
40,1,7:39.0,,Defensive rebound by J. McRae,11,4
41,1,7:23.0,,I. Thomas misses 2-pt jump shot from 12 ft,11,4
42,1,7:20.0,Defensive rebound by N. Jokić,,11,4
43,1,7:16.0,Personal foul by J. McRae (drawn by G. Harris),,11,4
44,1,7:02.0,G. Harris misses 2-pt layup from 2 ft,,11,4
45,1,6:59.0,,Defensive rebound by G. Payton,11,4
46,1,6:57.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by G. Payton),11,7
47,1,6:36.0,P. Millsap misses 3-pt jump shot from 26 ft,,11,7
48,1,6:32.0,,Defensive rebound by G. Payton,11,7
49,1,6:26.0,,J. McRae misses 2-pt jump shot from 14 ft,11,7
50,1,6:21.0,,Offensive rebound by J. McRae,11,7
51,1,6:18.0,,I. Thomas misses 2-pt jump shot from 6 ft,11,7
52,1,6:16.0,,Offensive rebound by J. Williams,11,7
53,1,6:16.0,,J. Williams makes 2-pt dunk from 1 ft,11,9
54,1,6:05.0,G. Harris misses 3-pt jump shot from 25 ft,,11,9
55,1,6:00.0,,Defensive rebound by J. Williams,11,9
56,1,5:56.0,,I. Thomas misses 2-pt jump shot from 12 ft,11,9
57,1,5:54.0,Defensive rebound by N. Jokić,,11,9
58,1,5:54.0,Personal foul by I. Thomas (drawn by N. Jokić),,11,9
59,1,5:54.0,N. Jokić makes free throw 1 of 2,,12,9
60,1,5:54.0,J. Grant enters the game for W. Barton,,12,9
61,1,5:54.0,M. Porter enters the game for P. Millsap,,12,9
62,1,5:54.0,N. Jokić makes free throw 2 of 2,,13,9
63,1,5:41.0,,Offensive foul by A. Pasečņiks (drawn by J. Murray),13,9
64,1,5:41.0,,Turnover by A. Pasečņiks (offensive foul),13,9
65,1,5:27.0,N. Jokić misses 2-pt hook shot from 5 ft,,13,9
66,1,5:25.0,Offensive rebound by N. Jokić,,13,9
67,1,5:23.0,J. Grant misses 2-pt layup from 3 ft (block by J. Williams),,13,9
68,1,5:19.0,,Defensive rebound by A. Pasečņiks,13,9
69,1,5:13.0,,J. McRae misses 2-pt jump shot from 19 ft,13,9
70,1,5:08.0,Defensive rebound by M. Porter,,13,9
71,1,5:07.0,Offensive foul by M. Porter (drawn by A. Pasečņiks),,13,9
72,1,5:07.0,Turnover by M. Porter (offensive foul),,13,9
73,1,5:07.0,,T. Brown enters the game for G. Payton,13,9
74,1,4:54.0,,J. McRae misses 2-pt layup from 5 ft,13,9
75,1,4:47.0,,Offensive rebound by A. Pasečņiks,13,9
76,1,4:47.0,,A. Pasečņiks makes 2-pt dunk at rim,13,11
77,1,4:41.0,J. Murray misses 3-pt jump shot from 25 ft,,13,11
78,1,4:37.0,,Defensive rebound by A. Pasečņiks,13,11
79,1,4:24.0,,T. Brown makes 2-pt layup from 10 ft (assist by I. Thomas),13,13
80,1,4:09.0,G. Harris misses 3-pt jump shot from 27 ft,,13,13
81,1,4:05.0,,Defensive rebound by T. Brown,13,13
82,1,3:57.0,,J. Williams makes 2-pt jump shot from 18 ft (assist by T. Brown),13,15
83,1,3:49.0,,Violation by Team (kicked ball),13,15
84,1,3:49.0,M. Morris enters the game for N. Jokić,,13,15
85,1,3:49.0,M. Plumlee enters the game for J. Murray,,13,15
86,1,3:49.0,,I. Smith enters the game for I. Thomas,13,15
87,1,3:45.0,G. Harris misses 3-pt jump shot from 24 ft,,13,15
88,1,3:41.0,,Defensive rebound by T. Brown,13,15
89,1,3:31.0,,Turnover by J. McRae (lost ball; steal by M. Morris),13,15
90,1,3:27.0,J. Grant makes 2-pt dunk from 1 ft (assist by M. Morris),,15,15
91,1,3:16.0,,J. Williams makes 2-pt dunk from 1 ft (assist by J. McRae),15,17
92,1,2:52.0,G. Harris misses 3-pt jump shot from 27 ft,,15,17
93,1,2:50.0,Offensive rebound by Team,,15,17
94,1,2:50.0,Denver full timeout,,15,17
95,1,2:50.0,W. Barton enters the game for G. Harris,,15,17
96,1,2:50.0,,G. Mathews enters the game for J. McRae,15,17
97,1,2:46.0,M. Morris misses 2-pt jump shot from 18 ft,,15,17
98,1,2:41.0,,Defensive rebound by A. Pasečņiks,15,17
99,1,2:39.0,,Shooting foul by M. Morris (drawn by G. Mathews),15,17
100,1,2:39.0,,G. Mathews makes free throw 1 of 3,15,18
101,1,2:39.0,,G. Mathews makes free throw 2 of 3,15,19
102,1,2:39.0,,G. Mathews makes free throw 3 of 3,15,20
103,1,2:29.0,M. Plumlee misses 2-pt layup from 5 ft (block by A. Pasečņiks),,15,20
104,1,2:26.0,,Defensive rebound by T. Brown,15,20
105,1,2:13.0,,Shooting foul by M. Plumlee (drawn by T. Brown),15,20
106,1,2:13.0,,T. Brown makes free throw 1 of 2,15,21
107,1,2:13.0,,T. Brown makes free throw 2 of 2,15,22
108,1,2:04.0,J. Grant misses 3-pt jump shot from 26 ft,,15,22
109,1,2:01.0,,Defensive rebound by I. Smith,15,22
110,1,1:55.0,,T. Brown makes 2-pt jump shot from 9 ft (assist by J. Williams),15,24
111,1,1:42.0,J. Grant misses 3-pt jump shot from 27 ft,,15,24
112,1,1:41.0,,Defensive rebound by Team,15,24
113,1,1:24.0,,A. Pasečņiks makes 2-pt layup from 8 ft (assist by T. Brown),15,26
114,1,1:05.0,M. Porter makes 2-pt dunk from 1 ft (assist by M. Plumlee),,17,26
115,1,1:01.0,,Turnover by T. Brown (step out of bounds),17,26
116,1,0:51.0,Turnover by M. Porter (traveling),,17,26
117,1,0:40.0,,T. Brown makes 3-pt jump shot from 24 ft (assist by I. Smith),17,29
118,1,0:28.0,M. Morris makes 2-pt jump shot from 16 ft,,19,29
119,1,0:06.0,,I. Smith makes 2-pt jump shot from 15 ft,19,31
120,1,0:00.0,W. Barton misses 2-pt jump shot from 10 ft,,19,31
121,1,0:00.0,Offensive rebound by Team,,19,31
122,2,11:47.0,Shooting foul by G. Mathews (drawn by M. Porter),,19,31
123,2,11:47.0,M. Porter misses free throw 1 of 2,,19,31
124,2,11:47.0,Offensive rebound by Team,,19,31
125,2,11:47.0,M. Porter makes free throw 2 of 2,,20,31
126,2,11:36.0,,I. Bonga makes 2-pt layup from 2 ft (assist by T. Brown),20,33
127,2,11:31.0,M. Porter misses 3-pt jump shot from 27 ft,,20,33
128,2,11:26.0,,Defensive rebound by A. Pasečņiks,20,33
129,2,11:17.0,,T. Brown makes 2-pt layup from 4 ft,20,35
130,2,11:04.0,M. Plumlee misses 2-pt hook shot from 6 ft,,20,35
131,2,11:01.0,Offensive rebound by M. Porter,,20,35
132,2,11:00.0,M. Porter makes 2-pt layup from 1 ft,,22,35
133,2,10:45.0,,A. Pasečņiks makes 2-pt layup from 2 ft,22,37
134,2,10:32.0,M. Morris makes 2-pt jump shot from 12 ft,,24,37
135,2,10:22.0,,T. Brown makes 2-pt jump shot from 19 ft,24,39
136,2,10:20.0,Denver full timeout,,24,39
137,2,10:20.0,J. Hernangómez enters the game for W. Barton,,24,39
138,2,10:20.0,J. Murray enters the game for J. Grant,,24,39
139,2,10:04.0,Turnover by M. Porter (bad pass),,24,39
140,2,9:45.0,,A. Pasečņiks misses 2-pt dunk from 5 ft (block by M. Porter),24,39
141,2,9:43.0,Defensive rebound by M. Plumlee,,24,39
142,2,9:43.0,Personal take foul by T. Brown (drawn by M. Morris),,24,39
143,2,9:38.0,M. Morris makes 2-pt jump shot from 17 ft,,26,39
144,2,9:30.0,,G. Mathews misses 2-pt layup from 7 ft,26,39
145,2,9:25.0,Defensive rebound by M. Plumlee,,26,39
146,2,9:10.0,M. Porter misses 3-pt jump shot from 24 ft,,26,39
147,2,9:05.0,,Defensive rebound by I. Smith,26,39
148,2,8:53.0,,I. Smith makes 2-pt jump shot from 16 ft,26,41
149,2,8:37.0,J. Murray makes 2-pt jump shot from 17 ft,,28,41
150,2,8:37.0,Shooting foul by I. Smith (drawn by J. Murray),,28,41
151,2,8:37.0,G. Harris enters the game for M. Morris,,28,41
152,2,8:37.0,N. Jokić enters the game for M. Plumlee,,28,41
153,2,8:37.0,J. Murray makes free throw 1 of 1,,29,41
154,2,8:20.0,,Shooting foul by M. Porter (drawn by I. Bonga),29,41
155,2,8:20.0,,I. Bonga misses free throw 1 of 2,29,41
156,2,8:20.0,,Offensive rebound by Team,29,41
157,2,8:20.0,P. Millsap enters the game for M. Porter,,29,41
158,2,8:20.0,,I. Bonga misses free throw 2 of 2,29,41
159,2,8:17.0,Defensive rebound by J. Hernangómez,,29,41
160,2,8:03.0,G. Harris misses 2-pt layup from 2 ft,,29,41
161,2,8:01.0,,Defensive rebound by A. Pasečņiks,29,41
162,2,7:57.0,,Shooting foul by G. Harris (drawn by I. Smith),29,41
163,2,7:57.0,,I. Smith makes free throw 1 of 2,29,42
164,2,7:57.0,,I. Smith misses free throw 2 of 2,29,42
165,2,7:54.0,Defensive rebound by P. Millsap,,29,42
166,2,7:43.0,Personal foul by G. Mathews (drawn by N. Jokić),,29,42
167,2,7:36.0,J. Murray makes 3-pt jump shot from 25 ft,,32,42
168,2,7:23.0,,T. Brown makes 2-pt layup from 5 ft (assist by A. Pasečņiks),32,44
169,2,7:16.0,Personal foul by I. Bonga (drawn by P. Millsap),,32,44
170,2,7:16.0,P. Millsap makes free throw 1 of 2,,33,44
171,2,7:16.0,P. Millsap makes free throw 2 of 2,,34,44
172,2,7:02.0,,T. Brown makes 3-pt jump shot from 26 ft (assist by I. Smith),34,47
173,2,6:51.0,J. Murray misses 3-pt jump shot from 26 ft,,34,47
174,2,6:48.0,,Defensive rebound by T. Brown,34,47
175,2,6:45.0,,Shooting foul by J. Murray (drawn by I. Bonga),34,47
176,2,6:45.0,,I. Bonga makes free throw 1 of 2,34,48
177,2,6:45.0,,I. Bonga makes free throw 2 of 2,34,49
178,2,6:36.0,P. Millsap makes 2-pt layup from 1 ft,,36,49
179,2,6:36.0,Shooting foul by A. Pasečņiks (drawn by P. Millsap),,36,49
180,2,6:36.0,P. Millsap misses free throw 1 of 1,,36,49
181,2,6:34.0,,Defensive rebound by I. Bonga,36,49
182,2,6:31.0,,I. Bonga makes 2-pt layup from 4 ft,36,51
183,2,6:31.0,,Shooting foul by P. Millsap (drawn by I. Bonga),36,51
184,2,6:31.0,W. Barton enters the game for J. Hernangómez,,36,51
185,2,6:31.0,,J. McRae enters the game for G. Mathews,36,51
186,2,6:31.0,,I. Bonga makes free throw 1 of 1,36,52
187,2,6:21.0,G. Harris makes 2-pt dunk at rim (assist by J. Murray),,38,52
188,2,6:21.0,Shooting foul by A. Pasečņiks (drawn by G. Harris),,38,52
189,2,6:21.0,,I. Mahinmi enters the game for A. Pasečņiks,38,52
190,2,6:21.0,G. Harris makes free throw 1 of 1,,39,52
191,2,6:04.0,,I. Bonga misses 2-pt jump shot from 19 ft,39,52
192,2,6:01.0,Defensive rebound by W. Barton,,39,52
193,2,5:57.0,Shooting foul by J. McRae (drawn by P. Millsap),,39,52
194,2,5:57.0,P. Millsap makes free throw 1 of 2,,40,52
195,2,5:57.0,,I. Thomas enters the game for I. Smith,40,52
196,2,5:57.0,P. Millsap makes free throw 2 of 2,,41,52
197,2,5:45.0,,J. McRae makes 3-pt jump shot from 25 ft (assist by I. Thomas),41,55
198,2,5:19.0,N. Jokić misses 2-pt jump shot from 19 ft,,41,55
199,2,5:13.0,,Defensive rebound by T. Brown,41,55
200,2,4:56.0,,J. McRae makes 2-pt jump shot from 18 ft,41,57
201,2,4:39.0,J. Murray makes 2-pt jump shot from 16 ft,,43,57
202,2,4:20.0,,T. Brown misses 3-pt jump shot from 26 ft,43,57
203,2,4:18.0,Defensive rebound by G. Harris,,43,57
204,2,4:13.0,P. Millsap makes 2-pt layup from 2 ft (assist by G. Harris),,45,57
205,2,4:12.0,,Washington full timeout,45,57
206,2,4:12.0,,I. Smith enters the game for I. Bonga,45,57
207,2,3:47.0,,I. Mahinmi misses 2-pt jump shot from 15 ft,45,57
208,2,3:44.0,Defensive rebound by N. Jokić,,45,57
209,2,3:42.0,G. Harris misses 2-pt layup from 6 ft (block by J. McRae),,45,57
210,2,3:42.0,Offensive rebound by Team,,45,57
211,2,3:27.0,N. Jokić makes 2-pt jump shot from 8 ft (assist by W. Barton),,47,57
212,2,3:12.0,,Turnover by I. Thomas (bad pass; steal by G. Harris),47,57
213,2,3:09.0,G. Harris makes 2-pt layup from 1 ft,,49,57
214,2,2:43.0,,J. McRae misses 2-pt jump shot from 18 ft,49,57
215,2,2:40.0,Defensive rebound by J. Murray,,49,57
216,2,2:36.0,Turnover by P. Millsap (traveling),,49,57
217,2,2:36.0,M. Beasley enters the game for P. Millsap,,49,57
218,2,2:24.0,,Turnover by J. McRae (lost ball; steal by M. Beasley),49,57
219,2,2:19.0,J. Murray makes 2-pt dunk at rim,,51,57
220,2,2:00.0,,I. Smith misses 2-pt jump shot from 10 ft,51,57
221,2,1:57.0,Defensive rebound by N. Jokić,,51,57
222,2,1:56.0,Turnover by N. Jokić (bad pass),,51,57
223,2,1:40.0,,Offensive foul by I. Thomas (drawn by J. Murray),51,57
224,2,1:40.0,,Turnover by I. Thomas (offensive foul),51,57
225,2,1:25.0,J. Murray makes 2-pt layup from 2 ft,,53,57
226,2,1:25.0,,Washington full timeout,53,57
227,2,1:25.0,,I. Bonga enters the game for T. Brown,53,57
228,2,1:25.0,,G. Mathews enters the game for I. Thomas,53,57
229,2,1:08.0,,I. Smith makes 2-pt layup from 3 ft,53,59
230,2,0:52.0,Turnover by J. Murray (bad pass; steal by I. Mahinmi),,53,59
231,2,0:48.0,,I. Smith makes 2-pt layup from 3 ft (assist by I. Mahinmi),53,61
232,2,0:37.0,J. Murray misses 3-pt jump shot from 27 ft,,53,61
233,2,0:32.0,,Defensive rebound by J. McRae,53,61
234,2,0:23.0,,I. Smith misses 3-pt jump shot from 26 ft,53,61
235,2,0:19.0,Defensive rebound by N. Jokić,,53,61
236,2,0:02.0,W. Barton makes 2-pt layup from 4 ft,,55,61
237,3,11:48.0,W. Barton makes 2-pt jump shot from 16 ft (assist by J. Murray),,57,61
238,3,11:48.0,,Loose ball foul by G. Payton (drawn by N. Jokić),57,61
239,3,11:48.0,N. Jokić makes free throw 1 of 1,,58,61
240,3,11:40.0,,Turnover by J. McRae (traveling),58,61
241,3,11:28.0,J. Murray makes 2-pt jump shot from 14 ft,,60,61
242,3,11:11.0,,J. McRae misses 2-pt jump shot from 18 ft,60,61
243,3,11:09.0,,Offensive rebound by I. Mahinmi,60,61
244,3,11:08.0,,I. Mahinmi makes 2-pt layup from 2 ft,60,63
245,3,10:56.0,J. Murray makes 3-pt jump shot from 27 ft (assist by N. Jokić),,63,63
246,3,10:36.0,,Personal foul by W. Barton (drawn by I. Thomas),63,63
247,3,10:30.0,,Shooting foul by J. Murray (drawn by I. Thomas),63,63
248,3,10:30.0,,I. Thomas makes free throw 1 of 2,63,64
249,3,10:30.0,,I. Thomas makes free throw 2 of 2,63,65
250,3,10:17.0,Personal foul by G. Payton (drawn by J. Murray),,63,65
251,3,10:07.0,P. Millsap misses 2-pt layup from 2 ft,,63,65
252,3,10:04.0,Offensive rebound by P. Millsap,,63,65
253,3,10:03.0,P. Millsap misses 2-pt layup from 3 ft,,63,65
254,3,10:01.0,,Defensive rebound by J. Williams,63,65
255,3,9:52.0,Violation by Team (kicked ball),,63,65
256,3,9:46.0,,J. McRae misses 2-pt jump shot from 17 ft,63,65
257,3,9:41.0,,Offensive rebound by J. McRae,63,65
258,3,9:28.0,,I. Thomas makes 2-pt jump shot from 15 ft (assist by G. Payton),63,67
259,3,9:09.0,J. Murray makes 2-pt jump shot from 12 ft,,65,67
260,3,9:09.0,Shooting foul by I. Thomas (drawn by J. Murray),,65,67
261,3,9:09.0,J. Murray makes free throw 1 of 1,,66,67
262,3,8:59.0,,Shooting foul by G. Harris (drawn by J. McRae),66,67
263,3,8:59.0,,J. McRae makes free throw 1 of 2,66,68
264,3,8:59.0,,J. McRae makes free throw 2 of 2,66,69
265,3,8:46.0,Offensive foul by P. Millsap (drawn by J. McRae),,66,69
266,3,8:46.0,Turnover by P. Millsap (offensive foul),,66,69
267,3,8:46.0,Instant Replay (Request: Ruling Stands),,66,69
268,3,8:37.0,,Turnover by I. Thomas (lost ball; steal by J. Murray),66,69
269,3,8:33.0,J. Murray makes 2-pt dunk from 1 ft,,68,69
270,3,8:10.0,,I. Thomas misses 2-pt jump shot from 18 ft (block by J. Murray),68,69
271,3,8:07.0,Defensive rebound by N. Jokić,,68,69
272,3,8:00.0,P. Millsap makes 2-pt dunk from 1 ft (assist by N. Jokić),,70,69
273,3,8:00.0,,Washington full timeout,70,69
274,3,8:00.0,,T. Brown enters the game for G. Payton,70,69
275,3,8:00.0,,I. Smith enters the game for I. Thomas,70,69
276,3,7:42.0,,Turnover by J. McRae (bad pass; steal by N. Jokić),70,69
277,3,7:35.0,G. Harris misses 2-pt jump shot from 14 ft,,70,69
278,3,7:30.0,,Defensive rebound by T. Brown,70,69
279,3,7:23.0,,J. McRae misses 3-pt jump shot from 26 ft,70,69
280,3,7:19.0,Defensive rebound by G. Harris,,70,69
281,3,7:13.0,Shooting foul by J. McRae (drawn by P. Millsap),,70,69
282,3,7:13.0,P. Millsap makes free throw 1 of 2,,71,69
283,3,7:13.0,P. Millsap makes free throw 2 of 2,,72,69
284,3,7:03.0,,Def 3 sec tech foul by Team,72,69
285,3,7:03.0,,T. Brown makes technical free throw,72,70
286,3,6:53.0,,I. Smith misses 2-pt jump shot from 21 ft,72,70
287,3,6:50.0,,Offensive rebound by T. Brown,72,70
288,3,6:50.0,,Personal foul by G. Harris (drawn by T. Brown),72,70
289,3,6:40.0,,I. Smith makes 2-pt jump shot from 14 ft,72,72
290,3,6:25.0,Personal foul by I. Mahinmi (drawn by N. Jokić),,72,72
291,3,6:25.0,N. Jokić misses free throw 1 of 2,,72,72
292,3,6:25.0,Offensive rebound by Team,,72,72
293,3,6:25.0,N. Jokić misses free throw 2 of 2,,72,72
294,3,6:22.0,,Defensive rebound by T. Brown,72,72
295,3,6:09.0,,J. McRae misses 2-pt jump shot from 6 ft,72,72
296,3,6:07.0,Defensive rebound by N. Jokić,,72,72
297,3,6:05.0,W. Barton misses 3-pt jump shot from 26 ft,,72,72
298,3,6:00.0,Offensive rebound by W. Barton,,72,72
299,3,5:57.0,W. Barton misses 2-pt layup from 2 ft (block by J. Williams),,72,72
300,3,5:57.0,,Defensive rebound by J. Williams,72,72
301,3,5:47.0,,I. Smith makes 2-pt jump shot from 14 ft,72,74
302,3,5:33.0,Shooting foul by J. Williams (drawn by J. Murray),,72,74
303,3,5:33.0,J. Murray makes free throw 1 of 2,,73,74
304,3,5:33.0,M. Beasley enters the game for W. Barton,,73,74
305,3,5:33.0,J. Murray makes free throw 2 of 2,,74,74
306,3,5:12.0,,I. Smith makes 2-pt jump shot from 19 ft,74,76
307,3,4:54.0,G. Harris makes 2-pt layup from 4 ft (assist by N. Jokić),,76,76
308,3,4:40.0,,T. Brown makes 2-pt layup from 2 ft,76,78
309,3,4:30.0,J. Murray makes 3-pt jump shot from 26 ft (assist by N. Jokić),,79,78
310,3,4:13.0,,J. Williams makes 2-pt dunk from 1 ft (assist by I. Smith),79,80
311,3,3:50.0,J. Murray makes 2-pt layup from 2 ft,,81,80
312,3,3:36.0,,T. Brown makes 2-pt jump shot from 6 ft (assist by J. McRae),81,82
313,3,3:23.0,N. Jokić misses 3-pt jump shot from 27 ft,,81,82
314,3,3:18.0,,Defensive rebound by I. Mahinmi,81,82
315,3,3:15.0,,I. Smith makes 2-pt layup from 2 ft,81,84
316,3,3:15.0,Denver full timeout,,81,84
317,3,3:15.0,J. Grant enters the game for N. Jokić,,81,84
318,3,3:15.0,M. Plumlee enters the game for P. Millsap,,81,84
319,3,3:15.0,,G. Mathews enters the game for I. Mahinmi,81,84
320,3,3:15.0,,A. Pasečņiks enters the game for J. McRae,81,84
321,3,2:59.0,Turnover by J. Murray (bad pass; steal by I. Smith),,81,84
322,3,2:54.0,,G. Mathews makes 3-pt jump shot from 23 ft (assist by I. Smith),81,87
323,3,2:34.0,Shooting foul by T. Brown (drawn by J. Murray),,81,87
324,3,2:34.0,W. Barton enters the game for G. Harris,,81,87
325,3,2:34.0,J. Murray makes free throw 1 of 3,,82,87
326,3,2:34.0,J. Murray makes free throw 2 of 3,,83,87
327,3,2:34.0,J. Murray makes free throw 3 of 3,,84,87
328,3,2:13.0,,J. Williams makes 2-pt hook shot from 5 ft (assist by I. Smith),84,89
329,3,1:59.0,M. Beasley makes 2-pt jump shot from 7 ft (assist by J. Murray),,86,89
330,3,1:47.0,,A. Pasečņiks makes 2-pt layup from 3 ft (assist by I. Smith),86,91
331,3,1:47.0,Denver full timeout,,86,91
332,3,1:47.0,M. Morris enters the game for J. Murray,,86,91
333,3,1:33.0,Shooting foul by A. Pasečņiks (drawn by M. Plumlee),,86,91
334,3,1:33.0,M. Plumlee misses free throw 1 of 2,,86,91
335,3,1:33.0,Offensive rebound by Team,,86,91
336,3,1:33.0,M. Plumlee misses free throw 2 of 2,,86,91
337,3,1:29.0,Offensive rebound by M. Plumlee,,86,91
338,3,1:27.0,M. Plumlee misses 2-pt layup from 7 ft,,86,91
339,3,1:24.0,,Defensive rebound by T. Brown,86,91
340,3,1:04.0,,I. Smith misses 2-pt layup from 3 ft,86,91
341,3,0:59.0,,Offensive rebound by A. Pasečņiks,86,91
342,3,0:59.0,,A. Pasečņiks makes 2-pt layup from 1 ft,86,93
343,3,0:43.0,W. Barton misses 3-pt jump shot from 26 ft,,86,93
344,3,0:39.0,Offensive rebound by Team,,86,93
345,3,0:31.0,J. Grant makes 2-pt layup from 5 ft,,88,93
346,3,0:09.0,,I. Smith makes 2-pt jump shot from 16 ft,88,95
347,3,0:01.0,M. Morris misses 2-pt jump shot from 13 ft,,88,95
348,3,0:01.0,Offensive rebound by M. Plumlee,,88,95
349,3,0:01.0,M. Plumlee makes 2-pt layup at rim,,90,95
350,3,0:00.0,,G. Mathews misses 3-pt jump shot from 36 ft,90,95
351,3,0:00.0,,Offensive rebound by Team,90,95
352,4,11:45.0,,G. Mathews misses 3-pt jump shot from 26 ft,90,95
353,4,11:42.0,Defensive rebound by Team,,90,95
354,4,11:31.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by M. Morris),,93,95
355,4,11:16.0,,Personal foul by J. Grant (drawn by I. Bonga),93,95
356,4,11:11.0,,Personal foul by M. Morris (drawn by G. Mathews),93,95
357,4,11:01.0,,I. Smith misses 2-pt jump shot from 19 ft,93,95
358,4,10:58.0,,Offensive rebound by A. Pasečņiks,93,95
359,4,10:58.0,,A. Pasečņiks makes 2-pt layup from 1 ft,93,97
360,4,10:42.0,J. Grant makes 2-pt jump shot from 2 ft,,95,97
361,4,10:42.0,Shooting foul by G. Mathews (drawn by J. Grant),,95,97
362,4,10:42.0,J. Grant makes free throw 1 of 1,,96,97
363,4,10:25.0,,G. Mathews misses 3-pt jump shot from 24 ft,96,97
364,4,10:18.0,Defensive rebound by M. Plumlee,,96,97
365,4,10:10.0,M. Beasley makes 3-pt jump shot from 27 ft (assist by J. Grant),,99,97
366,4,9:50.0,,I. Smith makes 2-pt jump shot from 6 ft,99,99
367,4,9:33.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by M. Morris),,101,99
368,4,9:25.0,,I. Bonga makes 2-pt layup from 1 ft (assist by I. Smith),101,101
369,4,9:03.0,Offensive foul by J. Grant (drawn by I. Bonga),,101,101
370,4,9:03.0,Turnover by J. Grant (offensive foul),,101,101
371,4,8:49.0,,T. Brown misses 2-pt jump shot from 17 ft,101,101
372,4,8:46.0,,Offensive rebound by T. Brown,101,101
373,4,8:45.0,,T. Brown makes 2-pt layup from 1 ft,101,103
374,4,8:45.0,Denver full timeout,,101,103
375,4,8:34.0,M. Beasley misses 3-pt jump shot from 27 ft,,101,103
376,4,8:28.0,,Defensive rebound by T. Brown,101,103
377,4,8:27.0,,Personal foul by M. Beasley (drawn by G. Mathews),101,103
378,4,8:21.0,,I. Smith misses 2-pt jump shot from 17 ft,101,103
379,4,8:20.0,,Offensive rebound by Team,101,103
380,4,8:20.0,Loose ball foul by T. Craig (drawn by A. Pasečņiks),,101,103
381,4,8:08.0,,I. Smith makes 2-pt layup from 2 ft,101,105
382,4,8:08.0,Violation by Team (def goaltending),,101,105
383,4,7:56.0,Turnover by M. Morris (bad pass; steal by I. Smith),,101,105
384,4,7:49.0,,I. Smith makes 2-pt jump shot from 13 ft,101,107
385,4,7:33.0,M. Beasley misses 3-pt jump shot from 27 ft,,101,107
386,4,7:27.0,,Defensive rebound by G. Mathews,101,107
387,4,7:22.0,,Shooting foul by J. Grant (drawn by A. Pasečņiks),101,107
