,QUARTER,TIME_REMAINING,CHICAGO_ACTION,DETROIT_ACTION,CHICAGO_SCORE,DETROIT_SCORE
27,1,7:10.0,,L. Kennard misses 2-pt hook shot from 10 ft,13,14
28,1,7:08.0,,Offensive rebound by L. Kennard,13,14
29,1,7:01.0,,Shooting foul by W. Carter (drawn by A. Drummond),13,14
30,1,7:01.0,,A. Drummond makes free throw 1 of 2,13,15
31,1,7:01.0,,A. Drummond misses free throw 2 of 2,13,15
32,1,6:58.0,Defensive rebound by W. Carter,,13,15
33,1,6:48.0,K. Dunn misses 2-pt jump shot from 21 ft,,13,15
34,1,6:39.0,Offensive rebound by W. Carter,,13,15
35,1,6:39.0,W. Carter misses 2-pt layup at rim,,13,15
36,1,6:39.0,,Defensive rebound by A. Drummond,13,15
37,1,6:32.0,,B. Brown misses 2-pt layup from 1 ft,13,15
38,1,6:30.0,Defensive rebound by W. Carter,,13,15
39,1,6:22.0,Turnover by K. Dunn (bad pass; steal by T. Snell),,13,15
40,1,6:13.0,,Turnover by M. Morris (bad pass; steal by K. Dunn),13,15
41,1,6:07.0,Z. LaVine misses 2-pt layup from 2 ft,,13,15
42,1,6:05.0,,Defensive rebound by M. Morris,13,15
43,1,6:00.0,,A. Drummond makes 2-pt layup from 2 ft (assist by M. Morris),13,17
44,1,5:43.0,T. Satoranský makes 2-pt jump shot from 8 ft,,15,17
45,1,5:25.0,,L. Kennard makes 2-pt jump shot from 15 ft (assist by M. Morris),15,19
46,1,5:14.0,Z. LaVine makes 2-pt jump shot from 18 ft,,17,19
47,1,4:59.0,,B. Brown misses 2-pt jump shot from 8 ft,17,19
48,1,4:56.0,Defensive rebound by W. Carter,,17,19
49,1,4:54.0,T. Satoranský misses 3-pt jump shot from 22 ft,,17,19
50,1,4:51.0,,Defensive rebound by Team,17,19
51,1,4:51.0,C. White enters the game for K. Dunn,,17,19
52,1,4:51.0,,L. Galloway enters the game for T. Snell,17,19
53,1,4:34.0,,A. Drummond makes 2-pt layup at rim (assist by M. Morris),17,21
54,1,4:20.0,Shooting foul by L. Galloway (drawn by Z. LaVine),,17,21
55,1,4:20.0,Z. LaVine misses free throw 1 of 2,,17,21
56,1,4:20.0,Offensive rebound by Team,,17,21
57,1,4:20.0,Z. LaVine makes free throw 2 of 2,,18,21
58,1,4:20.0,D. Gafford enters the game for W. Carter,,18,21
59,1,4:02.0,,A. Drummond misses 2-pt layup from 2 ft (block by D. Gafford),18,21
60,1,3:59.0,Defensive rebound by L. Markkanen,,18,21
61,1,3:58.0,C. White makes 3-pt jump shot from 26 ft (assist by L. Markkanen),,21,21
62,1,3:53.0,,Turnover by B. Brown (bad pass),21,21
63,1,3:53.0,T. Young enters the game for L. Markkanen,,21,21
64,1,3:43.0,C. White misses 3-pt jump shot from 27 ft,,21,21
65,1,3:40.0,,Defensive rebound by L. Kennard,21,21
66,1,3:31.0,,M. Morris misses 3-pt jump shot from 25 ft,21,21
67,1,3:26.0,Defensive rebound by D. Gafford,,21,21
68,1,3:11.0,Shooting foul by B. Brown (drawn by Z. LaVine),,21,21
69,1,3:11.0,Z. LaVine makes free throw 1 of 2,,22,21
70,1,3:11.0,,T. Frazier enters the game for B. Brown,22,21
71,1,3:11.0,,S. Mykhailiuk enters the game for L. Kennard,22,21
72,1,3:11.0,Z. LaVine makes free throw 2 of 2,,23,21
73,1,2:51.0,,A. Drummond makes 2-pt dunk at rim (assist by L. Galloway),23,23
74,1,2:51.0,,Shooting foul by D. Gafford (drawn by A. Drummond),23,23
75,1,2:51.0,Chicago full timeout,,23,23
76,1,2:51.0,,A. Drummond makes free throw 1 of 1,23,24
77,1,2:31.0,T. Satoranský misses 3-pt jump shot from 23 ft,,23,24
78,1,2:27.0,,Defensive rebound by A. Drummond,23,24
79,1,2:20.0,,L. Galloway misses 3-pt jump shot from 26 ft,23,24
80,1,2:18.0,Defensive rebound by C. White,,23,24
81,1,2:12.0,Turnover by T. Satoranský (bad pass; steal by A. Drummond),,23,24
82,1,2:07.0,,L. Galloway makes 2-pt layup from 1 ft (assist by T. Frazier),23,26
83,1,1:58.0,D. Gafford misses 2-pt layup from 2 ft,,23,26
84,1,1:57.0,,Defensive rebound by L. Galloway,23,26
85,1,1:53.0,,S. Mykhailiuk misses 3-pt jump shot from 25 ft,23,26
86,1,1:50.0,Defensive rebound by Z. LaVine,,23,26
87,1,1:45.0,Turnover by Z. LaVine (bad pass; steal by S. Mykhailiuk),,23,26
88,1,1:30.0,,M. Morris misses 3-pt jump shot from 25 ft,23,26
89,1,1:26.0,Defensive rebound by C. White,,23,26
90,1,1:19.0,Turnover by T. Satoranský (traveling),,23,26
91,1,1:19.0,R. Arcidiacono enters the game for Z. LaVine,,23,26
92,1,1:19.0,D. Valentine enters the game for T. Satoranský,,23,26
93,1,1:19.0,,T. Maker enters the game for M. Morris,23,26
94,1,1:05.0,,S. Mykhailiuk misses 2-pt dunk from 3 ft (block by D. Gafford),23,26
95,1,1:05.0,,Offensive rebound by Team,23,26
96,1,1:03.0,,S. Mykhailiuk misses 3-pt jump shot from 23 ft,23,26
97,1,0:59.0,Defensive rebound by T. Young,,23,26
98,1,0:48.0,C. White makes 2-pt jump shot from 9 ft,,25,26
99,1,0:33.0,,T. Frazier makes 2-pt layup from 1 ft,25,28
100,1,0:24.0,Turnover by D. Gafford (bad pass; steal by T. Maker),,25,28
101,1,0:04.0,,S. Mykhailiuk misses 3-pt jump shot from 27 ft,25,28
102,1,0:01.0,Defensive rebound by R. Arcidiacono,,25,28
103,2,11:47.0,D. Valentine misses 3-pt jump shot from 28 ft,,25,28
104,2,11:41.0,,Defensive rebound by L. Galloway,25,28
105,2,11:28.0,,Turnover by T. Frazier (bad pass),25,28
106,2,11:09.0,Shooting foul by T. Maker (drawn by D. Gafford),,25,28
107,2,11:09.0,D. Gafford makes free throw 1 of 2,,26,28
108,2,11:09.0,D. Gafford makes free throw 2 of 2,,27,28
109,2,10:56.0,,L. Galloway misses 2-pt jump shot from 12 ft,27,28
110,2,10:55.0,Defensive rebound by C. White,,27,28
111,2,10:49.0,T. Young misses 3-pt jump shot from 26 ft,,27,28
112,2,10:47.0,Offensive rebound by Team,,27,28
113,2,10:45.0,T. Young makes 3-pt jump shot from 22 ft (assist by R. Arcidiacono),,30,28
114,2,10:27.0,,L. Galloway makes 2-pt layup from 3 ft,30,30
115,2,10:27.0,Violation by Team (def goaltending),,30,30
116,2,10:14.0,C. White misses 2-pt layup from 3 ft,,30,30
117,2,10:13.0,Offensive rebound by C. White,,30,30
118,2,10:01.0,C. White misses 2-pt layup from 5 ft (block by T. Maker),,30,30
119,2,10:00.0,Offensive rebound by D. Gafford,,30,30
120,2,9:59.0,Turnover by Team (shot clock),,30,30
121,2,9:59.0,Instant Replay (Request: Ruling Stands),,30,30
122,2,9:39.0,,Shooting foul by D. Gafford (drawn by T. Maker),30,30
123,2,9:39.0,,T. Maker makes free throw 1 of 2,30,31
124,2,9:39.0,W. Carter enters the game for D. Gafford,,30,31
125,2,9:39.0,,T. Maker makes free throw 2 of 2,30,32
126,2,9:20.0,T. Young misses 2-pt jump shot from 8 ft,,30,32
127,2,9:16.0,,Defensive rebound by S. Mykhailiuk,30,32
128,2,9:07.0,,T. Frazier makes 3-pt jump shot from 23 ft (assist by S. Mykhailiuk),30,35
129,2,8:52.0,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by C. White),,33,35
130,2,8:36.0,,S. Mykhailiuk misses 3-pt jump shot from 26 ft,33,35
131,2,8:35.0,Defensive rebound by Team,,33,35
132,2,8:13.0,T. Young makes 2-pt hook shot from 5 ft (assist by R. Arcidiacono),,35,35
133,2,7:52.0,,L. Galloway makes 3-pt jump shot from 23 ft (assist by T. Snell),35,38
134,2,7:41.0,Turnover by C. White (lost ball; steal by T. Frazier),,35,38
135,2,7:35.0,,L. Galloway misses 2-pt layup from 1 ft,35,38
136,2,7:32.0,,Offensive rebound by T. Frazier,35,38
137,2,7:31.0,,T. Frazier makes 2-pt layup from 2 ft,35,40
138,2,7:24.0,Turnover by C. White (bad pass; steal by S. Mykhailiuk),,35,40
139,2,7:21.0,,Shooting foul by T. Young (drawn by S. Mykhailiuk),35,40
140,2,7:21.0,,S. Mykhailiuk makes free throw 1 of 2,35,41
141,2,7:21.0,K. Dunn enters the game for R. Arcidiacono,,35,41
142,2,7:21.0,Z. LaVine enters the game for D. Valentine,,35,41
143,2,7:21.0,T. Satoranský enters the game for C. White,,35,41
144,2,7:21.0,,S. Mykhailiuk makes free throw 2 of 2,35,42
145,2,7:07.0,K. Dunn makes 2-pt jump shot from 5 ft,,37,42
146,2,6:59.0,,Detroit full timeout,37,42
147,2,6:59.0,,B. Brown enters the game for L. Galloway,37,42
148,2,6:59.0,,L. Kennard enters the game for S. Mykhailiuk,37,42
149,2,6:59.0,,M. Morris enters the game for T. Snell,37,42
150,2,6:45.0,,Shooting foul by W. Carter (drawn by T. Frazier),37,42
151,2,6:45.0,,T. Frazier makes free throw 1 of 2,37,43
152,2,6:45.0,,T. Frazier makes free throw 2 of 2,37,44
153,2,6:36.0,T. Young makes 3-pt jump shot from 26 ft (assist by Z. LaVine),,40,44
154,2,6:18.0,,L. Kennard misses 3-pt jump shot from 28 ft,40,44
155,2,6:14.0,Defensive rebound by K. Dunn,,40,44
156,2,6:04.0,K. Dunn makes 3-pt jump shot from 25 ft (assist by T. Young),,43,44
157,2,5:36.0,,B. Brown misses 2-pt hook shot from 7 ft,43,44
158,2,5:34.0,Defensive rebound by W. Carter,,43,44
159,2,5:30.0,T. Satoranský makes 2-pt layup from 2 ft,,45,44
160,2,5:03.0,,M. Morris misses 2-pt jump shot from 9 ft,45,44
161,2,5:01.0,Defensive rebound by W. Carter,,45,44
162,2,4:58.0,Personal foul by T. Maker (drawn by T. Young),,45,44
163,2,4:58.0,L. Markkanen enters the game for W. Carter,,45,44
164,2,4:58.0,,A. Drummond enters the game for T. Maker,45,44
165,2,4:42.0,T. Satoranský misses 3-pt jump shot from 26 ft (block by A. Drummond),,45,44
166,2,4:38.0,,Defensive rebound by T. Frazier,45,44
167,2,4:35.0,,A. Drummond makes 2-pt layup from 2 ft (assist by T. Frazier),45,46
168,2,4:07.0,Turnover by Team (shot clock),,45,46
169,2,4:07.0,Instant Replay (Request: Ruling Stands),,45,46
170,2,3:45.0,,L. Kennard makes 2-pt layup from 5 ft (assist by A. Drummond),45,48
171,2,3:23.0,T. Young misses 3-pt jump shot from 26 ft,,45,48
172,2,3:21.0,Offensive rebound by L. Markkanen,,45,48
173,2,3:19.0,L. Markkanen makes 2-pt layup from 1 ft,,47,48
174,2,2:59.0,,M. Morris misses 2-pt layup from 5 ft,47,48
175,2,2:58.0,Defensive rebound by T. Satoranský,,47,48
176,2,2:47.0,K. Dunn makes 2-pt layup from 1 ft,,49,48
177,2,2:40.0,,Detroit full timeout,49,48
178,2,2:40.0,,T. Snell enters the game for T. Frazier,49,48
179,2,2:33.0,,B. Brown misses 3-pt jump shot from 23 ft,49,48
180,2,2:30.0,Defensive rebound by K. Dunn,,49,48
181,2,2:12.0,L. Markkanen misses 2-pt dunk from 2 ft (block by A. Drummond),,49,48
182,2,2:10.0,,Defensive rebound by B. Brown,49,48
183,2,2:04.0,,M. Morris makes 2-pt layup from 2 ft (assist by L. Kennard),49,50
184,2,1:55.0,L. Markkanen misses 3-pt jump shot from 28 ft,,49,50
185,2,1:51.0,,Defensive rebound by A. Drummond,49,50
186,2,1:38.0,,A. Drummond misses 2-pt hook shot from 8 ft,49,50
187,2,1:36.0,Defensive rebound by T. Satoranský,,49,50
188,2,1:31.0,Z. LaVine makes 2-pt layup from 3 ft,,51,50
189,2,1:19.0,,M. Morris makes 3-pt jump shot from 27 ft (assist by T. Snell),51,53
190,2,1:04.0,Z. LaVine misses 2-pt jump shot from 15 ft,,51,53
191,2,1:01.0,,Defensive rebound by L. Kennard,51,53
192,2,0:57.0,,Turnover by L. Kennard (lost ball; steal by L. Markkanen),51,53
193,2,0:52.0,Turnover by Z. LaVine (bad pass; steal by B. Brown),,51,53
194,2,0:33.0,,T. Snell makes 3-pt jump shot from 23 ft (assist by B. Brown),51,56
195,2,0:12.0,Z. LaVine makes 2-pt layup from 1 ft,,53,56
196,2,0:06.0,,Personal foul by Z. LaVine (drawn by B. Brown),53,56
197,2,0:01.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by A. Drummond),53,59
198,3,11:38.0,Z. LaVine misses 3-pt jump shot from 23 ft,,53,59
199,3,11:35.0,,Defensive rebound by A. Drummond,53,59
200,3,11:14.0,,A. Drummond misses 2-pt layup from 2 ft,53,59
201,3,11:14.0,Defensive rebound by Team,,53,59
202,3,11:07.0,Turnover by W. Carter (lost ball; steal by A. Drummond),,53,59
203,3,11:02.0,,M. Morris misses 2-pt layup from 4 ft,53,59
204,3,11:00.0,Defensive rebound by L. Markkanen,,53,59
205,3,10:54.0,W. Carter makes 2-pt dunk from 1 ft (assist by T. Satoranský),,55,59
206,3,10:34.0,,Turnover by L. Kennard (lost ball; steal by K. Dunn),55,59
207,3,10:33.0,Personal foul by L. Kennard (drawn by K. Dunn),,55,59
208,3,10:33.0,Instant Replay (Request: Ruling Stands),,55,59
209,3,10:24.0,Turnover by W. Carter (traveling),,55,59
210,3,10:07.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by M. Morris),55,62
211,3,9:54.0,L. Markkanen makes 3-pt jump shot from 26 ft (assist by K. Dunn),,58,62
212,3,9:25.0,,L. Kennard makes 3-pt jump shot from 25 ft,58,65
213,3,9:12.0,K. Dunn makes 2-pt layup from 2 ft,,60,65
214,3,9:04.0,,Turnover by A. Drummond (traveling),60,65
215,3,8:56.0,W. Carter makes 2-pt layup from 4 ft (assist by Z. LaVine),,62,65
216,3,8:56.0,Shooting foul by A. Drummond (drawn by W. Carter),,62,65
217,3,8:56.0,W. Carter makes free throw 1 of 1,,63,65
218,3,8:38.0,,M. Morris misses 3-pt jump shot from 25 ft,63,65
219,3,8:33.0,Defensive rebound by Z. LaVine,,63,65
220,3,8:30.0,Shooting foul by M. Morris (drawn by Z. LaVine),,63,65
221,3,8:30.0,Z. LaVine misses free throw 1 of 2,,63,65
222,3,8:30.0,Offensive rebound by Team,,63,65
223,3,8:30.0,Z. LaVine makes free throw 2 of 2,,64,65
224,3,8:21.0,,L. Kennard misses 3-pt jump shot from 22 ft,64,65
225,3,8:18.0,Defensive rebound by T. Satoranský,,64,65
226,3,8:14.0,T. Satoranský makes 2-pt dunk from 1 ft,,66,65
227,3,8:14.0,,Detroit full timeout,66,65
228,3,7:50.0,,A. Drummond misses 2-pt hook shot from 4 ft,66,65
229,3,7:48.0,Defensive rebound by K. Dunn,,66,65
230,3,7:45.0,L. Markkanen makes 2-pt layup from 1 ft (assist by K. Dunn),,68,65
231,3,7:34.0,,M. Morris misses 2-pt layup from 2 ft (block by L. Markkanen),68,65
232,3,7:34.0,,Offensive rebound by Team,68,65
233,3,7:32.0,,T. Snell makes 3-pt jump shot from 23 ft (assist by B. Brown),68,68
234,3,7:14.0,K. Dunn misses 3-pt jump shot from 26 ft,,68,68
235,3,7:10.0,Offensive rebound by W. Carter,,68,68
236,3,7:05.0,Turnover by Z. LaVine (bad pass; steal by A. Drummond),,68,68
237,3,6:48.0,,A. Drummond misses 2-pt layup from 2 ft (block by L. Markkanen),68,68
238,3,6:48.0,,Offensive rebound by Team,68,68
239,3,6:44.0,,M. Morris misses 2-pt layup from 4 ft,68,68
240,3,6:42.0,Defensive rebound by W. Carter,,68,68
241,3,6:42.0,Offensive foul by K. Dunn (drawn by B. Brown),,68,68
242,3,6:42.0,Turnover by K. Dunn (offensive foul),,68,68
243,3,6:31.0,,Turnover by A. Drummond (bad pass),68,68
244,3,6:21.0,W. Carter makes 3-pt jump shot from 26 ft (assist by T. Satoranský),,71,68
245,3,6:08.0,,Turnover by L. Kennard (bad pass; steal by K. Dunn),71,68
246,3,6:04.0,Shooting foul by B. Brown (drawn by Z. LaVine),,71,68
247,3,6:04.0,Z. LaVine makes free throw 1 of 2,,72,68
248,3,6:04.0,Z. LaVine makes free throw 2 of 2,,73,68
249,3,5:54.0,,B. Brown misses 2-pt jump shot from 7 ft,73,68
250,3,5:52.0,,Offensive rebound by A. Drummond,73,68
251,3,5:52.0,,A. Drummond makes 2-pt layup from 1 ft,73,70
252,3,5:52.0,,Shooting foul by W. Carter (drawn by A. Drummond),73,70
253,3,5:52.0,,L. Galloway enters the game for M. Morris,73,70
254,3,5:52.0,,A. Drummond makes free throw 1 of 1,73,71
255,3,5:35.0,K. Dunn misses 2-pt hook shot from 5 ft,,73,71
256,3,5:32.0,,Defensive rebound by A. Drummond,73,71
257,3,5:23.0,,L. Galloway misses 3-pt jump shot from 23 ft,73,71
258,3,5:17.0,Defensive rebound by L. Markkanen,,73,71
259,3,5:14.0,L. Markkanen makes 2-pt dunk from 1 ft (assist by Z. LaVine),,75,71
260,3,4:53.0,,L. Kennard misses 3-pt jump shot from 26 ft,75,71
261,3,4:51.0,,Offensive rebound by A. Drummond,75,71
262,3,4:39.0,,T. Snell makes 2-pt layup from 1 ft,75,73
263,3,4:25.0,Z. LaVine makes 3-pt jump shot from 25 ft,,78,73
264,3,4:02.0,,A. Drummond misses 3-pt jump shot from 26 ft,78,73
265,3,4:00.0,Defensive rebound by L. Markkanen,,78,73
266,3,3:53.0,Shooting foul by A. Drummond (drawn by Z. LaVine),,78,73
267,3,3:53.0,Z. LaVine misses free throw 1 of 2,,78,73
268,3,3:53.0,Offensive rebound by Team,,78,73
269,3,3:53.0,D. Gafford enters the game for W. Carter,,78,73
270,3,3:53.0,C. White enters the game for T. Satoranský,,78,73
271,3,3:53.0,,T. Frazier enters the game for B. Brown,78,73
272,3,3:53.0,,T. Maker enters the game for A. Drummond,78,73
273,3,3:53.0,Z. LaVine misses free throw 2 of 2,,78,73
274,3,3:50.0,,Defensive rebound by L. Galloway,78,73
275,3,3:29.0,,L. Kennard misses 2-pt jump shot from 9 ft,78,73
276,3,3:28.0,Defensive rebound by D. Gafford,,78,73
277,3,3:23.0,C. White makes 3-pt jump shot from 23 ft (assist by L. Markkanen),,81,73
278,3,3:05.0,,L. Galloway makes 2-pt jump shot from 20 ft (assist by T. Frazier),81,75
279,3,3:05.0,,Shooting foul by Z. LaVine (drawn by L. Galloway),81,75
280,3,3:05.0,T. Young enters the game for L. Markkanen,,81,75
281,3,3:05.0,,M. Morris enters the game for L. Kennard,81,75
282,3,3:05.0,,S. Mykhailiuk enters the game for T. Snell,81,75
283,3,3:05.0,,L. Galloway makes free throw 1 of 1,81,76
284,3,2:50.0,Z. LaVine makes 2-pt dunk from 1 ft,,83,76
285,3,2:27.0,,T. Maker makes 2-pt layup from 1 ft (assist by T. Frazier),83,78
286,3,2:27.0,,Shooting foul by Z. LaVine (drawn by T. Maker),83,78
287,3,2:27.0,,Detroit full timeout,83,78
288,3,2:27.0,D. Valentine enters the game for Z. LaVine,,83,78
289,3,2:27.0,,T. Maker makes free throw 1 of 1,83,79
290,3,2:05.0,C. White makes 3-pt jump shot from 27 ft,,86,79
291,3,1:38.0,,S. Mykhailiuk makes 2-pt layup from 2 ft (assist by M. Morris),86,81
292,3,1:15.0,D. Valentine misses 2-pt layup from 1 ft,,86,81
293,3,1:10.0,Offensive rebound by D. Gafford,,86,81
294,3,1:10.0,D. Gafford makes 2-pt dunk from 1 ft,,88,81
295,3,0:51.0,,T. Maker makes 2-pt jump shot from 7 ft,88,83
296,3,0:39.0,C. White makes 3-pt jump shot from 27 ft (assist by K. Dunn),,91,83
297,3,0:32.0,,T. Frazier misses 2-pt layup from 3 ft,91,83
298,3,0:32.0,Defensive rebound by C. White,,91,83
299,3,0:32.0,Personal foul by T. Maker (drawn by C. White),,91,83
300,3,0:32.0,C. White makes free throw 1 of 2,,92,83
301,3,0:32.0,C. White makes free throw 2 of 2,,93,83
302,3,0:09.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by S. Mykhailiuk),93,86
303,3,0:08.0,Turnover by T. Young (bad pass; steal by L. Galloway),,93,86
304,3,0:00.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by T. Frazier),93,89
305,3,0:00.0,,Instant Replay (Request: Ruling Stands),93,89
306,4,11:44.0,,A. Drummond misses 2-pt layup from 2 ft,93,89
307,4,11:43.0,Defensive rebound by T. Satoranský,,93,89
308,4,11:31.0,Personal foul by T. Frazier (drawn by C. White),,93,89
309,4,11:21.0,C. White makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,96,89
310,4,11:07.0,,Personal foul by D. Gafford (drawn by A. Drummond),96,89
311,4,10:52.0,,T. Frazier makes 2-pt jump shot from 6 ft (assist by B. Brown),96,91
312,4,10:27.0,D. Gafford misses 2-pt hook shot from 6 ft,,96,91
313,4,10:25.0,,Defensive rebound by A. Drummond,96,91
314,4,10:10.0,,S. Mykhailiuk misses 3-pt jump shot from 24 ft,96,91
315,4,10:07.0,,Offensive rebound by M. Morris,96,91
316,4,9:55.0,,Turnover by B. Brown (bad pass; steal by T. Satoranský),96,91
317,4,9:48.0,T. Satoranský misses 3-pt jump shot from 25 ft,,96,91
318,4,9:45.0,,Defensive rebound by A. Drummond,96,91
319,4,9:36.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Frazier),96,94
320,4,9:21.0,T. Young misses 3-pt jump shot from 23 ft,,96,94
321,4,9:17.0,,Defensive rebound by B. Brown,96,94
322,4,9:10.0,,A. Drummond makes 2-pt layup from 1 ft (assist by T. Frazier),96,96
323,4,9:10.0,Chicago full timeout,,96,96
324,4,9:10.0,W. Carter enters the game for D. Gafford,,96,96
325,4,9:10.0,Z. LaVine enters the game for D. Valentine,,96,96
326,4,9:10.0,,T. Snell enters the game for S. Mykhailiuk,96,96
327,4,8:57.0,T. Satoranský misses 2-pt jump shot from 9 ft,,96,96
328,4,8:55.0,Offensive rebound by T. Satoranský,,96,96
329,4,8:53.0,Turnover by T. Satoranský (lost ball; steal by A. Drummond),,96,96
330,4,8:48.0,,Turnover by B. Brown (bad pass),96,96
331,4,8:33.0,C. White misses 3-pt jump shot from 26 ft,,96,96
332,4,8:29.0,Offensive rebound by T. Satoranský,,96,96
333,4,8:25.0,T. Young misses 3-pt jump shot from 24 ft,,96,96
334,4,8:23.0,,Defensive rebound by A. Drummond,96,96
335,4,8:07.0,,A. Drummond misses 2-pt hook shot from 5 ft,96,96
336,4,8:04.0,Defensive rebound by T. Satoranský,,96,96
337,4,7:53.0,Personal foul by M. Morris (drawn by W. Carter),,96,96
338,4,7:53.0,K. Dunn enters the game for C. White,,96,96
339,4,7:44.0,Z. LaVine makes 3-pt jump shot from 24 ft (assist by T. Satoranský),,99,96
340,4,7:14.0,,T. Snell misses 2-pt jump shot from 12 ft,99,96
341,4,7:12.0,Defensive rebound by W. Carter,,99,96
342,4,6:51.0,T. Young misses 3-pt jump shot from 22 ft,,99,96
343,4,6:48.0,,Defensive rebound by A. Drummond,99,96
344,4,6:44.0,,Turnover by A. Drummond (bad pass; steal by K. Dunn),99,96
345,4,6:42.0,Chicago full timeout,,99,96
346,4,6:42.0,L. Markkanen enters the game for T. Young,,99,96
347,4,6:42.0,,L. Kennard enters the game for M. Morris,99,96
348,4,6:32.0,Z. LaVine misses 2-pt jump shot from 9 ft,,99,96
349,4,6:30.0,,Defensive rebound by Team,99,96
350,4,6:30.0,Violation by Team (jump ball),,99,96
351,4,6:21.0,,Personal foul by W. Carter (drawn by A. Drummond),99,96
352,4,6:02.0,,B. Brown misses 2-pt jump shot from 9 ft,99,96
353,4,6:01.0,Defensive rebound by Z. LaVine,,99,96
354,4,5:56.0,L. Markkanen makes 2-pt layup from 2 ft (assist by Z. LaVine),,101,96
355,4,5:40.0,,L. Kennard makes 3-pt jump shot from 25 ft (assist by T. Frazier),101,99
356,4,5:17.0,Turnover by W. Carter (lost ball; steal by T. Snell),,101,99
357,4,5:07.0,,Turnover by L. Kennard (bad pass; steal by T. Satoranský),101,99
358,4,5:07.0,Personal foul by L. Kennard (drawn by T. Satoranský),,101,99
359,4,4:48.0,Z. LaVine misses 2-pt layup from 6 ft,,101,99
360,4,4:46.0,Offensive rebound by W. Carter,,101,99
361,4,4:43.0,Shooting foul by A. Drummond (drawn by T. Satoranský),,101,99
362,4,4:43.0,T. Satoranský makes free throw 1 of 2,,102,99
363,4,4:43.0,T. Satoranský makes free throw 2 of 2,,103,99
364,4,4:30.0,,L. Kennard misses 2-pt jump shot from 13 ft,103,99
365,4,4:27.0,Defensive rebound by L. Markkanen,,103,99
366,4,4:22.0,W. Carter misses 2-pt layup from 1 ft (block by T. Snell),,103,99
367,4,4:21.0,Offensive rebound by Team,,103,99
368,4,4:21.0,Instant Replay (Challenge: Ruling Stands),,103,99
369,4,4:21.0,,M. Morris enters the game for T. Snell,103,99
370,4,3:59.0,Z. LaVine makes 3-pt jump shot from 26 ft,,106,99
371,4,3:32.0,,M. Morris misses 3-pt jump shot from 26 ft,106,99
372,4,3:29.0,Defensive rebound by Z. LaVine,,106,99
373,4,3:11.0,L. Markkanen misses 2-pt jump shot from 10 ft,,106,99
374,4,3:08.0,Offensive rebound by W. Carter,,106,99
375,4,3:08.0,W. Carter misses 2-pt layup from 1 ft,,106,99
376,4,3:08.0,Offensive rebound by L. Markkanen,,106,99
377,4,3:08.0,L. Markkanen makes 2-pt layup from 1 ft,,108,99
378,4,3:08.0,,Detroit full timeout,108,99
379,4,3:08.0,,T. Snell enters the game for B. Brown,108,99
