,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CHICAGO_ACTION,LA LAKERS_SCORE,CHICAGO_SCORE
390,4,8:53.0,Shooting foul by C. White (drawn by Q. Cook),,94,93
391,4,8:53.0,,L. Markkanen enters the game for T. Young,94,93
392,4,8:53.0,Q. Cook misses free throw 1 of 1,,94,93
393,4,8:50.0,,Defensive rebound by L. Markkanen,94,93
394,4,8:37.0,,Personal foul by A. Caruso (drawn by L. Markkanen),94,93
395,4,8:37.0,L. James enters the game for T. Daniels,,94,93
396,4,8:26.0,,L. Markkanen misses 3-pt jump shot from 26 ft,94,93
397,4,8:23.0,Defensive rebound by L. James,,94,93
398,4,8:12.0,K. Kuzma makes 2-pt jump shot from 20 ft (assist by L. James),,96,93
399,4,8:12.0,,Chicago full timeout,96,93
400,4,7:58.0,,Z. LaVine makes 2-pt jump shot from 20 ft (assist by T. Satoranský),96,95
401,4,7:42.0,A. Caruso misses 3-pt jump shot from 24 ft,,96,95
402,4,7:39.0,,Defensive rebound by C. White,96,95
403,4,7:31.0,,W. Carter makes 2-pt dunk at rim (assist by Z. LaVine),96,97
404,4,7:12.0,K. Kuzma makes 2-pt jump shot from 16 ft,,98,97
405,4,6:56.0,,Turnover by L. Markkanen (traveling),98,97
406,4,6:42.0,K. Kuzma misses 3-pt jump shot from 26 ft,,98,97
407,4,6:38.0,,Defensive rebound by T. Satoranský,98,97
408,4,6:37.0,,Turnover by T. Satoranský (bad pass; steal by A. Caruso),98,97
409,4,6:36.0,A. Caruso makes 2-pt layup from 2 ft,,100,97
410,4,6:36.0,Shooting foul by Z. LaVine (drawn by A. Caruso),,100,97
411,4,6:36.0,A. Davis enters the game for K. Kuzma,,100,97
412,4,6:36.0,,O. Porter enters the game for C. White,100,97
413,4,6:36.0,A. Caruso makes free throw 1 of 1,,101,97
414,4,6:21.0,,Z. LaVine misses 2-pt jump shot from 18 ft,101,97
415,4,6:18.0,Defensive rebound by D. Howard,,101,97
416,4,6:09.0,Q. Cook makes 3-pt jump shot from 23 ft (assist by L. James),,104,97
417,4,6:08.0,,Chicago full timeout,104,97
418,4,5:50.0,,W. Carter misses 2-pt layup from 2 ft (block by Q. Cook),104,97
419,4,5:45.0,Defensive rebound by Q. Cook,,104,97
420,4,5:39.0,Shooting foul by W. Carter (drawn by A. Caruso),,104,97
421,4,5:39.0,A. Caruso makes free throw 1 of 2,,105,97
422,4,5:39.0,A. Caruso misses free throw 2 of 2,,105,97
423,4,5:37.0,,Defensive rebound by W. Carter,105,97
424,4,5:15.0,,O. Porter misses 3-pt jump shot from 25 ft,105,97
425,4,5:13.0,Defensive rebound by A. Davis,,105,97
426,4,4:57.0,D. Howard makes 2-pt dunk from 1 ft (assist by L. James),,107,97
427,4,4:37.0,,Turnover by L. Markkanen (bad pass; steal by A. Caruso),107,97
428,4,4:19.0,L. James makes 2-pt jump shot from 14 ft,,109,97
429,4,3:59.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by T. Satoranský),109,99
430,4,3:50.0,LA Lakers full timeout,,109,99
431,4,3:35.0,A. Caruso misses 3-pt jump shot from 24 ft,,109,99
432,4,3:32.0,,Defensive rebound by Z. LaVine,109,99
433,4,3:27.0,,Turnover by Z. LaVine (out of bounds lost ball),109,99
434,4,3:04.0,L. James misses 2-pt jump shot from 19 ft,,109,99
435,4,3:01.0,,Defensive rebound by W. Carter,109,99
436,4,2:55.0,,Turnover by W. Carter (bad pass; steal by A. Davis),109,99
437,4,2:41.0,A. Davis makes 3-pt jump shot from 23 ft (assist by L. James),,112,99
438,4,2:27.0,,Shooting foul by L. James (drawn by Z. LaVine),112,99
439,4,2:27.0,,Z. LaVine makes free throw 1 of 2,112,100
440,4,2:27.0,,Z. LaVine makes free throw 2 of 2,112,101
441,4,2:04.0,A. Davis makes 2-pt dunk from 2 ft (assist by L. James),,114,101
442,4,1:54.0,,Z. LaVine makes 3-pt jump shot from 25 ft,114,104
443,4,1:34.0,Personal foul by W. Carter (drawn by A. Davis),,114,104
444,4,1:34.0,A. Davis makes free throw 1 of 2,,115,104
445,4,1:34.0,A. Davis makes free throw 2 of 2,,116,104
446,4,1:22.0,,T. Satoranský makes 3-pt jump shot from 26 ft (assist by Z. LaVine),116,107
447,4,1:05.0,Q. Cook makes 2-pt layup from 1 ft,,118,107
448,4,1:05.0,,Chicago full timeout,118,107
449,4,1:05.0,J. Dudley enters the game for A. Davis,,118,107
450,4,1:05.0,K. Kuzma enters the game for L. James,,118,107
451,4,1:05.0,,R. Arcidiacono enters the game for W. Carter,118,107
452,4,1:05.0,,S. Harrison enters the game for Z. LaVine,118,107
453,4,1:05.0,,C. Hutchison enters the game for L. Markkanen,118,107
454,4,1:05.0,,L. Kornet enters the game for O. Porter,118,107
455,4,1:05.0,,C. White enters the game for T. Satoranský,118,107
456,4,0:53.0,,C. Hutchison makes 2-pt layup from 1 ft,118,109
457,4,0:53.0,,Shooting foul by D. Howard (drawn by C. Hutchison),118,109
458,4,0:53.0,,C. Hutchison misses free throw 1 of 1,118,109
459,4,0:48.0,Defensive rebound by K. Kuzma,,118,109
460,4,0:31.0,K. Kuzma misses 3-pt jump shot from 25 ft,,118,109
461,4,0:25.0,,Defensive rebound by S. Harrison,118,109
462,4,0:18.0,,C. Hutchison makes 3-pt jump shot from 25 ft (assist by S. Harrison),118,112
