,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,NEW YORK_ACTION,NEW ORLEANS_SCORE,NEW YORK_SCORE
382,4,7:39.0,J. Hart makes 3-pt jump shot from 26 ft (assist by B. Ingram),,106,92
383,4,7:17.0,,E. Payton misses 3-pt jump shot from 25 ft,106,92
384,4,7:15.0,Defensive rebound by J. Hart,,106,92
385,4,7:10.0,J. Hart makes 2-pt layup from 1 ft,,108,92
386,4,6:53.0,,E. Payton misses 2-pt layup from 2 ft,108,92
387,4,6:51.0,Defensive rebound by J. Hart,,108,92
388,4,6:43.0,J. Hart misses 3-pt jump shot from 25 ft,,108,92
389,4,6:41.0,,Defensive rebound by D. Dotson,108,92
390,4,6:34.0,,D. Dotson makes 2-pt layup from 1 ft,108,94
391,4,6:26.0,Personal take foul by R. Bullock (drawn by L. Ball),,108,94
392,4,6:26.0,,R. Barrett enters the game for R. Bullock,108,94
393,4,6:11.0,B. Ingram makes 3-pt jump shot from 23 ft (assist by L. Ball),,111,94
394,4,5:55.0,,Personal foul by B. Ingram (drawn by B. Portis),111,94
395,4,5:55.0,J. Okafor enters the game for J. Hayes,,111,94
396,4,5:55.0,,A. Trier enters the game for D. Dotson,111,94
397,4,5:40.0,,A. Trier misses 3-pt jump shot from 26 ft,111,94
398,4,5:37.0,,Offensive rebound by Team,111,94
399,4,5:31.0,,R. Barrett misses 3-pt jump shot from 26 ft,111,94
400,4,5:30.0,,Offensive rebound by T. Gibson,111,94
401,4,5:25.0,,A. Trier misses 3-pt jump shot from 26 ft,111,94
402,4,5:23.0,Defensive rebound by B. Ingram,,111,94
403,4,5:02.0,L. Ball misses 3-pt jump shot from 26 ft,,111,94
404,4,5:00.0,,Defensive rebound by R. Barrett,111,94
405,4,4:54.0,,Shooting foul by J. Hart (drawn by R. Barrett),111,94
406,4,4:54.0,,M. Robinson enters the game for T. Gibson,111,94
407,4,4:54.0,,R. Barrett makes free throw 1 of 2,111,95
408,4,4:54.0,,R. Barrett makes free throw 2 of 2,111,96
409,4,4:54.0,New Orleans full timeout,,111,96
410,4,4:54.0,,K. Knox enters the game for B. Portis,111,96
411,4,4:42.0,Offensive foul by J. Okafor (drawn by K. Knox),,111,96
412,4,4:42.0,Turnover by J. Okafor (offensive foul),,111,96
413,4,4:27.0,,E. Payton makes 2-pt dunk from 1 ft (assist by R. Barrett),111,98
414,4,4:10.0,New Orleans full timeout,,111,98
415,4,4:10.0,J. Hayes enters the game for J. Okafor,,111,98
416,4,4:02.0,B. Ingram makes 2-pt layup from 1 ft,,113,98
417,4,3:45.0,,R. Barrett misses 2-pt layup from 1 ft,113,98
418,4,3:43.0,,Offensive rebound by R. Barrett,113,98
419,4,3:43.0,,R. Barrett makes 2-pt layup at rim,113,100
420,4,3:33.0,B. Ingram makes 3-pt jump shot from 26 ft (assist by L. Ball),,116,100
421,4,3:19.0,,R. Barrett misses 2-pt layup from 2 ft,116,100
422,4,3:17.0,Defensive rebound by J. Hart,,116,100
423,4,3:06.0,L. Ball makes 2-pt layup from 1 ft (assist by B. Ingram),,118,100
424,4,2:59.0,,E. Payton makes 2-pt layup from 1 ft,118,102
425,4,2:59.0,,Shooting foul by J. Hayes (drawn by E. Payton),118,102
426,4,2:59.0,,E. Payton makes free throw 1 of 1,118,103
427,4,2:44.0,B. Ingram misses 3-pt jump shot from 27 ft,,118,103
428,4,2:42.0,,Defensive rebound by M. Robinson,118,103
429,4,2:34.0,,Shooting foul by J. Hart (drawn by R. Barrett),118,103
430,4,2:34.0,,K. Allen enters the game for K. Knox,118,103
431,4,2:34.0,,R. Barrett misses free throw 1 of 2,118,103
432,4,2:34.0,,Offensive rebound by Team,118,103
433,4,2:34.0,,R. Barrett makes free throw 2 of 2,118,104
434,4,2:19.0,J. Hart makes 3-pt jump shot from 24 ft (assist by L. Ball),,121,104
435,4,2:06.0,,K. Allen makes 2-pt jump shot from 22 ft,121,106
436,4,1:46.0,J. Hart makes 2-pt layup from 1 ft,,123,106
437,4,1:35.0,,R. Barrett makes 3-pt jump shot from 25 ft (assist by K. Allen),123,109
438,4,1:09.0,J. Hayes misses 2-pt jump shot from 12 ft,,123,109
439,4,1:07.0,,Defensive rebound by R. Barrett,123,109
440,4,0:53.0,,E. Payton misses 3-pt jump shot from 27 ft,123,109
441,4,0:51.0,Defensive rebound by J. Hart,,123,109
442,4,0:30.0,Turnover by B. Ingram (bad pass; steal by R. Barrett),,123,109
443,4,0:28.0,,R. Barrett makes 2-pt dunk from 1 ft,123,111
444,4,0:04.0,Turnover by Team (shot clock),,123,111
445,4,0:01.0,,K. Allen misses 3-pt jump shot from 26 ft,123,111
446,4,0:00.0,,Offensive rebound by M. Robinson,123,111
447,4,0:00.0,,M. Robinson misses 2-pt layup at rim,123,111
448,4,0:00.0,,Offensive rebound by Team,123,111
