,QUARTER,TIME_REMAINING,DETROIT_ACTION,LA CLIPPERS_ACTION,DETROIT_SCORE,LA CLIPPERS_SCORE
384,4,9:44.0,,Turnover by D. Walton (bad pass),83,110
385,4,9:44.0,S. Mykhailiuk enters the game for L. Galloway,,83,110
386,4,9:23.0,T. Maker makes 3-pt jump shot from 23 ft (assist by D. Rose),,86,110
387,4,9:09.0,,M. Harrell makes 2-pt layup from 2 ft,86,112
388,4,8:46.0,C. Wood misses 2-pt layup from 2 ft,,86,112
389,4,8:41.0,Offensive rebound by T. Maker,,86,112
390,4,8:40.0,T. Maker makes 2-pt dunk from 1 ft,,88,112
391,4,8:35.0,,Shooting foul by T. Maker (drawn by M. Harrell),88,112
392,4,8:35.0,,M. Harrell misses free throw 1 of 2,88,112
393,4,8:35.0,,Offensive rebound by Team,88,112
394,4,8:35.0,S. Doumbouya enters the game for C. Wood,,88,112
395,4,8:35.0,,M. Harrell misses free throw 2 of 2,88,112
396,4,8:31.0,Defensive rebound by S. Mykhailiuk,,88,112
397,4,8:11.0,S. Doumbouya makes 2-pt layup from 2 ft,,90,112
398,4,7:57.0,,J. Green misses 3-pt jump shot from 26 ft,90,112
399,4,7:51.0,Defensive rebound by S. Doumbouya,,90,112
400,4,7:38.0,B. Brown misses 2-pt jump shot from 4 ft,,90,112
401,4,7:35.0,,Defensive rebound by J. Robinson,90,112
402,4,7:19.0,,D. Walton misses 3-pt jump shot from 23 ft,90,112
403,4,7:16.0,Defensive rebound by S. Doumbouya,,90,112
404,4,7:16.0,Personal take foul by L. Williams (drawn by B. Brown),,90,112
405,4,7:13.0,T. Maker misses 3-pt jump shot from 28 ft,,90,112
406,4,7:09.0,,Defensive rebound by J. Robinson,90,112
407,4,7:08.0,,Turnover by L. Williams (bad pass),90,112
408,4,6:59.0,Personal foul by D. Walton (drawn by S. Mykhailiuk),,90,112
409,4,6:59.0,,LA Clippers full timeout,90,112
410,4,6:48.0,D. Rose makes 2-pt hook shot from 7 ft,,92,112
411,4,6:31.0,,J. Robinson misses 3-pt jump shot from 25 ft,92,112
412,4,6:26.0,Defensive rebound by B. Brown,,92,112
413,4,6:24.0,S. Mykhailiuk misses 3-pt jump shot from 25 ft,,92,112
414,4,6:17.0,Offensive rebound by S. Doumbouya,,92,112
415,4,6:17.0,S. Doumbouya makes 2-pt dunk from 1 ft,,94,112
416,4,6:11.0,,L. Williams makes 2-pt jump shot from 6 ft,94,114
417,4,5:47.0,S. Doumbouya misses 3-pt jump shot from 23 ft,,94,114
418,4,5:45.0,,Defensive rebound by L. Williams,94,114
419,4,5:37.0,,L. Williams misses 3-pt jump shot from 25 ft,94,114
420,4,5:33.0,Defensive rebound by D. Rose,,94,114
421,4,5:31.0,B. Brown makes 2-pt layup from 1 ft (assist by D. Rose),,96,114
422,4,5:07.0,,L. Williams misses 3-pt jump shot from 27 ft,96,114
423,4,5:02.0,,Offensive rebound by J. Green,96,114
424,4,5:02.0,,J. Green misses 2-pt layup at rim,96,114
425,4,5:01.0,Defensive rebound by T. Maker,,96,114
426,4,4:55.0,Shooting foul by J. Robinson (drawn by B. Brown),,96,114
427,4,4:55.0,B. Brown makes free throw 1 of 2,,97,114
428,4,4:55.0,L. Galloway enters the game for D. Rose,,97,114
429,4,4:55.0,B. Brown makes free throw 2 of 2,,98,114
430,4,4:42.0,,M. Harrell makes 2-pt layup from 2 ft (assist by J. Robinson),98,116
431,4,4:21.0,T. Maker misses 3-pt jump shot from 26 ft,,98,116
432,4,4:20.0,Offensive rebound by S. Mykhailiuk,,98,116
433,4,4:16.0,S. Mykhailiuk misses 3-pt jump shot from 23 ft,,98,116
434,4,4:13.0,,Defensive rebound by D. Walton,98,116
435,4,4:10.0,,D. Walton misses 2-pt layup from 1 ft,98,116
436,4,4:07.0,,Offensive rebound by J. Green,98,116
437,4,4:06.0,,Turnover by J. Green (bad pass; steal by B. Brown),98,116
438,4,4:02.0,S. Mykhailiuk makes 3-pt jump shot from 26 ft (assist by B. Brown),,101,116
439,4,4:01.0,,LA Clippers full timeout,101,116
440,4,4:01.0,,L. Shamet enters the game for D. Walton,101,116
441,4,3:37.0,,M. Harrell misses 2-pt jump shot from 17 ft,101,116
442,4,3:35.0,Defensive rebound by S. Doumbouya,,101,116
443,4,3:16.0,T. Maker misses 2-pt layup from 7 ft (block by M. Harrell),,101,116
444,4,3:10.0,Offensive rebound by T. Maker,,101,116
445,4,3:08.0,L. Galloway misses 3-pt jump shot from 24 ft,,101,116
446,4,3:06.0,Offensive rebound by L. Galloway,,101,116
447,4,3:05.0,L. Galloway makes 2-pt jump shot from 8 ft,,103,116
448,4,2:48.0,,M. Harrell misses 2-pt hook shot from 5 ft,103,116
449,4,2:44.0,,Offensive rebound by J. Green,103,116
450,4,2:44.0,,J. Green makes 2-pt layup at rim,103,118
451,4,2:31.0,T. Maker makes 2-pt jump shot from 18 ft (assist by S. Mykhailiuk),,105,118
452,4,2:16.0,,Personal foul by T. Maker (drawn by L. Williams),105,118
453,4,2:16.0,L. King enters the game for L. Galloway,,105,118
454,4,2:11.0,,Turnover by M. Harrell (lost ball; steal by T. Maker),105,118
455,4,2:03.0,B. Brown misses 2-pt jump shot from 13 ft,,105,118
456,4,2:00.0,,Defensive rebound by J. Green,105,118
457,4,1:50.0,,Personal foul by S. Doumbouya (drawn by J. Green),105,118
458,4,1:39.0,,M. Harrell misses 2-pt layup from 1 ft,105,118
459,4,1:36.0,,Offensive rebound by J. Green,105,118
460,4,1:36.0,,Turnover by J. Robinson (traveling),105,118
461,4,1:22.0,S. Doumbouya makes 2-pt layup from 1 ft (assist by B. Brown),,107,118
462,4,1:22.0,Shooting foul by J. Green (drawn by S. Doumbouya),,107,118
463,4,1:22.0,S. Doumbouya makes free throw 1 of 1,,108,118
464,4,1:11.0,,Personal foul by L. King (drawn by J. Green),108,118
465,4,1:11.0,,J. Green makes free throw 1 of 2,108,119
466,4,1:11.0,,J. Green makes free throw 2 of 2,108,120
467,4,0:59.0,S. Mykhailiuk makes 2-pt layup from 2 ft (assist by T. Maker),,110,120
468,4,0:44.0,,J. Robinson makes 3-pt jump shot from 24 ft (assist by L. Shamet),110,123
469,4,0:39.0,Shooting foul by L. Shamet (drawn by S. Mykhailiuk),,110,123
470,4,0:39.0,S. Mykhailiuk misses free throw 1 of 3,,110,123
471,4,0:39.0,Offensive rebound by Team,,110,123
472,4,0:39.0,,Defensive rebound by J. Green,110,123
473,4,0:39.0,S. Mykhailiuk makes free throw 2 of 3,,111,123
474,4,0:39.0,,J. Motley enters the game for M. Harrell,111,123
475,4,0:39.0,,D. Walton enters the game for L. Williams,111,123
476,4,0:39.0,S. Mykhailiuk misses free throw 3 of 3,,111,123
477,4,0:25.0,,J. Green makes 3-pt jump shot from 27 ft (assist by J. Robinson),111,126
478,4,0:13.0,Shooting foul by J. Motley (drawn by S. Doumbouya),,111,126
479,4,0:13.0,S. Doumbouya misses free throw 1 of 2,,111,126
480,4,0:13.0,Offensive rebound by Team,,111,126
481,4,0:13.0,S. Doumbouya makes free throw 2 of 2,,112,126
