,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CLEVELAND_ACTION,PHILADELPHIA_SCORE,CLEVELAND_SCORE
94,1,0:42.0,J. Embiid makes 2-pt jump shot from 10 ft,,33,20
95,1,0:31.0,,J. Clarkson makes 2-pt jump shot from 10 ft,33,22
96,1,0:15.0,Personal foul by M. Dellavedova (drawn by J. Embiid),,33,22
97,1,0:04.0,J. Richardson misses 3-pt jump shot from 29 ft,,33,22
98,1,0:01.0,,Defensive rebound by A. McKinnie,33,22
99,1,0:00.0,,C. Osman misses 3-pt jump shot from 49 ft,33,22
100,1,0:00.0,,Offensive rebound by Team,33,22
101,2,11:47.0,,J. Clarkson misses 2-pt jump shot from 15 ft,33,22
102,2,11:46.0,Defensive rebound by J. Richardson,,33,22
103,2,11:31.0,T. Harris misses 2-pt jump shot from 12 ft,,33,22
104,2,11:28.0,,Defensive rebound by T. Thompson,33,22
105,2,11:21.0,,T. Thompson misses 2-pt hook shot from 11 ft,33,22
106,2,11:19.0,Defensive rebound by T. Harris,,33,22
107,2,11:03.0,J. Embiid misses 2-pt dunk from 1 ft,,33,22
108,2,10:59.0,,Defensive rebound by A. McKinnie,33,22
109,2,10:56.0,,J. Clarkson misses 3-pt jump shot from 25 ft,33,22
110,2,10:53.0,,Offensive rebound by B. Knight,33,22
111,2,10:42.0,,T. Thompson misses 3-pt jump shot from 25 ft,33,22
112,2,10:40.0,Defensive rebound by T. Harris,,33,22
113,2,10:25.0,Shooting foul by T. Thompson (drawn by J. Embiid),,33,22
114,2,10:25.0,J. Embiid makes free throw 1 of 2,,34,22
115,2,10:25.0,J. Embiid makes free throw 2 of 2,,35,22
116,2,10:10.0,,Turnover by T. Thompson (lost ball; steal by J. Embiid),35,22
117,2,10:04.0,Shooting foul by A. McKinnie (drawn by J. Richardson),,35,22
118,2,10:04.0,J. Richardson makes free throw 1 of 2,,36,22
119,2,10:04.0,J. Richardson makes free throw 2 of 2,,37,22
120,2,9:54.0,,B. Knight makes 2-pt layup from 1 ft (assist by J. Clarkson),37,24
121,2,9:39.0,T. Harris makes 2-pt layup from 1 ft,,39,24
122,2,9:26.0,,J. Clarkson misses 2-pt jump shot from 7 ft,39,24
123,2,9:23.0,Defensive rebound by T. Burke,,39,24
124,2,9:00.0,Turnover by J. Embiid (bad pass; steal by C. Osman),,39,24
125,2,8:55.0,,Turnover by C. Osman (lost ball; steal by T. Harris),39,24
126,2,8:52.0,T. Harris makes 2-pt dunk from 1 ft,,41,24
127,2,8:39.0,,T. Thompson makes 2-pt hook shot from 8 ft,41,26
128,2,8:17.0,J. Embiid makes 2-pt jump shot from 13 ft,,43,26
129,2,8:05.0,,Personal foul by J. Embiid (drawn by T. Thompson),43,26
130,2,8:05.0,A. Horford enters the game for T. Burke,,43,26
131,2,8:05.0,B. Simmons enters the game for J. Embiid,,43,26
132,2,8:05.0,M. Thybulle enters the game for M. Scott,,43,26
133,2,8:05.0,,D. Garland enters the game for J. Clarkson,43,26
134,2,8:05.0,,K. Love enters the game for A. McKinnie,43,26
135,2,8:05.0,,A. Žižić enters the game for T. Thompson,43,26
136,2,7:51.0,,C. Osman misses 2-pt layup from 1 ft,43,26
137,2,7:47.0,Defensive rebound by A. Horford,,43,26
138,2,7:33.0,M. Thybulle makes 3-pt jump shot from 23 ft (assist by B. Simmons),,46,26
139,2,7:16.0,,Offensive foul by B. Knight (drawn by J. Richardson),46,26
140,2,7:16.0,,Turnover by B. Knight (offensive foul),46,26
141,2,7:16.0,F. Korkmaz enters the game for J. Richardson,,46,26
142,2,7:16.0,,Cleveland full timeout,46,26
143,2,7:16.0,,C. Sexton enters the game for B. Knight,46,26
144,2,7:06.0,Turnover by A. Horford (bad pass; steal by D. Garland),,46,26
145,2,6:59.0,,A. Žižić makes 2-pt layup from 1 ft (assist by D. Garland),46,28
146,2,6:45.0,F. Korkmaz makes 2-pt layup from 1 ft (assist by A. Horford),,48,28
147,2,6:32.0,,C. Sexton misses 2-pt layup from 5 ft (block by T. Harris),48,28
148,2,6:31.0,Defensive rebound by M. Thybulle,,48,28
149,2,6:09.0,A. Horford makes 3-pt jump shot from 23 ft (assist by T. Harris),,51,28
150,2,5:58.0,,D. Garland misses 2-pt jump shot from 17 ft,51,28
151,2,5:55.0,Defensive rebound by B. Simmons,,51,28
152,2,5:50.0,T. Harris makes 2-pt layup at rim (assist by B. Simmons),,53,28
153,2,5:32.0,,C. Sexton misses 2-pt jump shot from 11 ft,53,28
154,2,5:30.0,Defensive rebound by F. Korkmaz,,53,28
155,2,5:22.0,B. Simmons makes 2-pt dunk from 1 ft (assist by A. Horford),,55,28
156,2,5:03.0,,K. Love makes 3-pt jump shot from 26 ft,55,31
157,2,4:46.0,T. Harris makes 2-pt jump shot from 18 ft,,57,31
158,2,4:25.0,,Turnover by C. Osman (bad pass; steal by B. Simmons),57,31
159,2,4:23.0,Shooting foul by K. Love (drawn by M. Thybulle),,57,31
160,2,4:23.0,M. Thybulle makes free throw 1 of 2,,58,31
161,2,4:23.0,,T. Thompson enters the game for A. Žižić,58,31
162,2,4:23.0,M. Thybulle misses free throw 2 of 2,,58,31
163,2,4:20.0,,Defensive rebound by T. Thompson,58,31
164,2,4:10.0,,Turnover by D. Garland (bad pass; steal by A. Horford),58,31
165,2,4:06.0,T. Harris makes 2-pt dunk from 1 ft (assist by B. Simmons),,60,31
166,2,4:05.0,,Cleveland full timeout,60,31
167,2,3:49.0,,K. Love misses 3-pt jump shot from 26 ft,60,31
168,2,3:47.0,Defensive rebound by F. Korkmaz,,60,31
169,2,3:32.0,F. Korkmaz misses 2-pt hook shot from 8 ft,,60,31
170,2,3:30.0,,Defensive rebound by K. Love,60,31
171,2,3:21.0,,C. Sexton makes 2-pt jump shot from 17 ft,60,33
172,2,2:59.0,M. Thybulle makes 2-pt dunk from 1 ft,,62,33
173,2,2:43.0,,Shooting foul by A. Horford (drawn by T. Thompson),62,33
174,2,2:43.0,,T. Thompson makes free throw 1 of 2,62,34
175,2,2:43.0,J. Embiid enters the game for T. Harris,,62,34
176,2,2:43.0,J. Ennis enters the game for A. Horford,,62,34
177,2,2:43.0,J. Richardson enters the game for F. Korkmaz,,62,34
178,2,2:43.0,M. Scott enters the game for M. Thybulle,,62,34
179,2,2:43.0,,J. Clarkson enters the game for D. Garland,62,34
180,2,2:43.0,,T. Thompson makes free throw 2 of 2,62,35
181,2,2:35.0,Personal foul by C. Sexton (drawn by J. Richardson),,62,35
182,2,2:22.0,Shooting foul by K. Love (drawn by J. Ennis),,62,35
183,2,2:22.0,J. Ennis misses free throw 1 of 2,,62,35
184,2,2:22.0,Offensive rebound by Team,,62,35
185,2,2:22.0,J. Ennis makes free throw 2 of 2,,63,35
186,2,2:06.0,,T. Thompson makes 2-pt dunk from 2 ft,63,37
187,2,1:43.0,Turnover by B. Simmons (bad pass; steal by J. Clarkson),,63,37
188,2,1:32.0,,C. Osman misses 3-pt jump shot from 26 ft,63,37
189,2,1:30.0,,Offensive rebound by J. Clarkson,63,37
190,2,1:29.0,,K. Love misses 3-pt jump shot from 27 ft,63,37
191,2,1:27.0,,Offensive rebound by C. Osman,63,37
192,2,1:24.0,,K. Love makes 3-pt jump shot from 24 ft (assist by C. Osman),63,40
193,2,1:04.0,J. Richardson makes 3-pt jump shot from 25 ft (assist by J. Embiid),,66,40
194,2,0:48.0,,Shooting foul by J. Embiid (drawn by C. Sexton),66,40
195,2,0:48.0,,C. Sexton makes free throw 1 of 2,66,41
196,2,0:48.0,,C. Sexton makes free throw 2 of 2,66,42
197,2,0:34.0,J. Embiid makes 2-pt jump shot from 17 ft (assist by M. Scott),,68,42
198,2,0:28.0,,J. Clarkson makes 2-pt jump shot from 11 ft,68,44
199,2,0:28.0,,Shooting foul by J. Ennis (drawn by J. Clarkson),68,44
200,2,0:28.0,,J. Clarkson misses free throw 1 of 1,68,44
201,2,0:25.0,Defensive rebound by J. Embiid,,68,44
202,2,0:07.0,J. Ennis misses 2-pt layup from 5 ft (block by J. Clarkson),,68,44
203,2,0:06.0,Offensive rebound by J. Ennis,,68,44
204,2,0:04.0,B. Simmons misses 2-pt jump shot from 5 ft (block by T. Thompson),,68,44
205,2,0:03.0,,Defensive rebound by K. Love,68,44
206,3,11:44.0,,C. Sexton misses 2-pt jump shot from 14 ft,68,44
207,3,11:41.0,Defensive rebound by J. Richardson,,68,44
208,3,11:36.0,B. Simmons makes 2-pt dunk from 1 ft,,70,44
209,3,11:14.0,,D. Garland misses 2-pt jump shot from 13 ft,70,44
210,3,11:12.0,,Offensive rebound by C. Sexton,70,44
211,3,10:58.0,,T. Thompson misses 2-pt hook shot from 11 ft,70,44
212,3,10:55.0,Defensive rebound by J. Richardson,,70,44
213,3,10:46.0,A. Horford makes 2-pt jump shot from 11 ft (assist by T. Harris),,72,44
214,3,10:26.0,,K. Love misses 2-pt hook shot from 4 ft,72,44
215,3,10:24.0,Defensive rebound by J. Embiid,,72,44
216,3,10:22.0,A. Horford makes 2-pt layup from 1 ft (assist by B. Simmons),,74,44
217,3,10:22.0,Shooting foul by C. Osman (drawn by A. Horford),,74,44
218,3,10:22.0,A. Horford makes free throw 1 of 1,,75,44
219,3,10:10.0,,C. Osman makes 3-pt jump shot from 23 ft (assist by C. Sexton),75,47
220,3,9:55.0,T. Harris makes 2-pt jump shot from 8 ft,,77,47
221,3,9:45.0,Violation by Team (kicked ball),,77,47
222,3,9:38.0,,D. Garland misses 2-pt jump shot from 10 ft,77,47
223,3,9:36.0,Defensive rebound by T. Harris,,77,47
224,3,9:33.0,Personal foul by C. Osman (drawn by J. Embiid),,77,47
225,3,9:25.0,J. Richardson misses 2-pt jump shot from 13 ft,,77,47
226,3,9:23.0,Offensive rebound by Team,,77,47
227,3,9:20.0,Turnover by J. Embiid (bad pass),,77,47
228,3,9:11.0,,Turnover by T. Thompson (bad pass),77,47
229,3,8:59.0,Turnover by T. Harris (traveling),,77,47
230,3,8:46.0,,D. Garland misses 3-pt jump shot from 28 ft,77,47
231,3,8:43.0,Defensive rebound by J. Embiid,,77,47
232,3,8:36.0,J. Richardson misses 2-pt jump shot from 8 ft (block by T. Thompson),,77,47
233,3,8:36.0,,Defensive rebound by Team,77,47
234,3,8:36.0,Loose ball foul by J. Richardson (drawn by T. Thompson),,77,47
235,3,8:13.0,,C. Sexton makes 2-pt jump shot from 9 ft,77,49
236,3,8:08.0,J. Richardson misses 2-pt layup from 2 ft,,77,49
237,3,8:06.0,,Defensive rebound by K. Love,77,49
238,3,8:01.0,,Turnover by C. Sexton (bad pass; steal by A. Horford),77,49
239,3,7:54.0,J. Embiid misses 3-pt jump shot from 29 ft,,77,49
240,3,7:50.0,Offensive rebound by J. Richardson,,77,49
241,3,7:45.0,T. Harris makes 2-pt jump shot from 4 ft (assist by B. Simmons),,79,49
242,3,7:31.0,,Turnover by T. Thompson (lost ball; steal by T. Harris),79,49
243,3,7:30.0,Personal take foul by C. Sexton (drawn by T. Harris),,79,49
244,3,7:18.0,J. Embiid misses 2-pt jump shot from 18 ft,,79,49
245,3,7:15.0,,Defensive rebound by C. Osman,79,49
246,3,7:02.0,,C. Sexton misses 2-pt jump shot from 8 ft (block by B. Simmons),79,49
247,3,7:02.0,,Offensive rebound by Team,79,49
248,3,6:57.0,,D. Garland misses 2-pt layup from 4 ft (block by B. Simmons),79,49
249,3,6:56.0,Defensive rebound by B. Simmons,,79,49
250,3,6:55.0,Turnover by B. Simmons (bad pass; steal by T. Thompson),,79,49
251,3,6:55.0,,T. Thompson misses 2-pt layup from 4 ft (block by J. Embiid),79,49
252,3,6:55.0,,Offensive rebound by Team,79,49
253,3,6:55.0,,Cleveland full timeout,79,49
254,3,6:54.0,,Personal foul by J. Embiid (drawn by D. Garland),79,49
255,3,6:54.0,J. Ennis enters the game for J. Embiid,,79,49
256,3,6:54.0,F. Korkmaz enters the game for J. Richardson,,79,49
257,3,6:50.0,,K. Love makes 2-pt hook shot from 7 ft,79,51
258,3,6:50.0,,Shooting foul by T. Harris (drawn by K. Love),79,51
259,3,6:50.0,,K. Love makes free throw 1 of 1,79,52
260,3,6:41.0,B. Simmons misses 2-pt layup from 2 ft,,79,52
261,3,6:38.0,,Defensive rebound by C. Osman,79,52
262,3,6:34.0,,C. Sexton misses 3-pt jump shot from 24 ft,79,52
263,3,6:31.0,Defensive rebound by F. Korkmaz,,79,52
264,3,6:27.0,F. Korkmaz misses 3-pt jump shot from 25 ft,,79,52
265,3,6:24.0,,Defensive rebound by T. Thompson,79,52
266,3,6:08.0,,C. Sexton misses 3-pt jump shot from 26 ft,79,52
267,3,6:06.0,Defensive rebound by B. Simmons,,79,52
268,3,6:02.0,T. Harris makes 2-pt jump shot from 7 ft (assist by B. Simmons),,81,52
269,3,6:02.0,Shooting foul by D. Garland (drawn by T. Harris),,81,52
270,3,6:02.0,T. Harris makes free throw 1 of 1,,82,52
271,3,5:55.0,,Personal foul by F. Korkmaz (drawn by C. Osman),82,52
272,3,5:49.0,,D. Garland makes 2-pt jump shot from 9 ft (assist by T. Thompson),82,54
273,3,5:49.0,,Shooting foul by B. Simmons (drawn by D. Garland),82,54
274,3,5:49.0,,D. Garland makes free throw 1 of 1,82,55
275,3,5:30.0,Turnover by B. Simmons (bad pass),,82,55
276,3,5:30.0,,J. Clarkson enters the game for D. Garland,82,55
277,3,5:30.0,,A. Žižić enters the game for T. Thompson,82,55
278,3,5:21.0,,C. Sexton makes 2-pt layup from 1 ft,82,57
279,3,5:21.0,Philadelphia full timeout,,82,57
280,3,5:08.0,Personal foul by A. Žižić (drawn by A. Horford),,82,57
281,3,5:08.0,A. Horford misses free throw 1 of 2,,82,57
282,3,5:08.0,Offensive rebound by Team,,82,57
283,3,5:08.0,A. Horford makes free throw 2 of 2,,83,57
284,3,4:49.0,,Shooting foul by B. Simmons (drawn by K. Love),83,57
285,3,4:49.0,,K. Love misses free throw 1 of 2,83,57
286,3,4:49.0,,Offensive rebound by Team,83,57
287,3,4:49.0,,K. Love makes free throw 2 of 2,83,58
288,3,4:34.0,B. Simmons misses 2-pt jump shot from 11 ft,,83,58
289,3,4:33.0,,Defensive rebound by Team,83,58
290,3,4:33.0,M. Scott enters the game for T. Harris,,83,58
291,3,4:33.0,,K. Porter enters the game for C. Osman,83,58
292,3,4:21.0,,K. Porter misses 2-pt jump shot from 5 ft,83,58
293,3,4:17.0,,Offensive rebound by A. Žižić,83,58
294,3,4:17.0,,A. Žižić makes 2-pt layup from 1 ft,83,60
295,3,4:05.0,M. Scott misses 3-pt jump shot from 24 ft,,83,60
296,3,4:01.0,,Defensive rebound by C. Sexton,83,60
297,3,3:47.0,,Shooting foul by B. Simmons (drawn by C. Sexton),83,60
298,3,3:47.0,,C. Sexton makes free throw 1 of 2,83,61
299,3,3:47.0,T. Burke enters the game for B. Simmons,,83,61
300,3,3:47.0,,C. Sexton misses free throw 2 of 2,83,61
301,3,3:45.0,Defensive rebound by A. Horford,,83,61
302,3,3:34.0,F. Korkmaz makes 2-pt layup from 1 ft (assist by T. Burke),,85,61
303,3,3:18.0,,Personal foul by F. Korkmaz (drawn by J. Clarkson),85,61
304,3,3:18.0,,J. Clarkson makes free throw 1 of 2,85,62
305,3,3:18.0,J. Embiid enters the game for J. Ennis,,85,62
306,3,3:18.0,M. Thybulle enters the game for A. Horford,,85,62
307,3,3:18.0,,B. Knight enters the game for K. Love,85,62
308,3,3:18.0,,A. McKinnie enters the game for C. Sexton,85,62
309,3,3:18.0,,J. Clarkson makes free throw 2 of 2,85,63
310,3,3:07.0,Personal foul by J. Clarkson (drawn by F. Korkmaz),,85,63
311,3,3:07.0,F. Korkmaz makes free throw 1 of 2,,86,63
312,3,3:07.0,F. Korkmaz makes free throw 2 of 2,,87,63
313,3,2:57.0,,B. Knight misses 3-pt jump shot from 23 ft,87,63
314,3,2:52.0,Defensive rebound by M. Scott,,87,63
315,3,2:39.0,J. Embiid misses 2-pt jump shot from 17 ft,,87,63
316,3,2:36.0,,Defensive rebound by K. Porter,87,63
317,3,2:30.0,,A. Žižić makes 2-pt layup at rim (assist by K. Porter),87,65
318,3,2:18.0,T. Burke misses 2-pt layup from 1 ft,,87,65
319,3,2:16.0,,Defensive rebound by A. Žižić,87,65
320,3,2:05.0,,A. Žižić misses 2-pt jump shot from 9 ft,87,65
321,3,2:02.0,,Offensive rebound by K. Porter,87,65
322,3,1:59.0,,A. McKinnie makes 2-pt jump shot from 12 ft (assist by K. Porter),87,67
323,3,1:49.0,F. Korkmaz makes 2-pt jump shot from 17 ft (assist by M. Scott),,89,67
324,3,1:36.0,,K. Porter misses 3-pt jump shot from 23 ft,89,67
325,3,1:33.0,Defensive rebound by T. Burke,,89,67
326,3,1:29.0,F. Korkmaz makes 3-pt jump shot from 27 ft (assist by T. Burke),,92,67
327,3,1:19.0,,Personal foul by T. Burke (drawn by J. Clarkson),92,67
328,3,1:19.0,,J. Clarkson makes free throw 1 of 2,92,68
329,3,1:19.0,Philadelphia full timeout,,92,68
330,3,1:19.0,,J. Clarkson makes free throw 2 of 2,92,69
331,3,1:07.0,M. Thybulle makes 2-pt hook shot from 1 ft (assist by T. Burke),,94,69
332,3,0:53.0,,Turnover by A. McKinnie (bad pass),94,69
333,3,0:44.0,J. Embiid misses 3-pt jump shot from 32 ft,,94,69
334,3,0:42.0,,Defensive rebound by Team,94,69
335,3,0:34.0,,Turnover by B. Knight (bad pass),94,69
336,3,0:27.0,Personal foul by B. Knight (drawn by T. Burke),,94,69
337,3,0:27.0,T. Burke makes free throw 1 of 2,,95,69
338,3,0:27.0,T. Burke misses free throw 2 of 2,,95,69
339,3,0:23.0,Offensive rebound by J. Embiid,,95,69
340,3,0:13.0,J. Embiid misses 2-pt jump shot from 12 ft,,95,69
341,3,0:10.0,,Defensive rebound by J. Clarkson,95,69
342,3,0:01.0,,J. Clarkson misses 2-pt layup from 4 ft,95,69
343,3,0:00.0,Defensive rebound by M. Scott,,95,69
344,4,11:47.0,J. Richardson misses 2-pt jump shot from 23 ft,,95,69
345,4,11:43.0,,Defensive rebound by T. Thompson,95,69
346,4,11:27.0,,K. Porter misses 2-pt layup from 1 ft (block by J. Richardson),95,69
347,4,11:24.0,Defensive rebound by T. Burke,,95,69
348,4,11:21.0,J. Richardson misses 3-pt jump shot from 25 ft,,95,69
349,4,11:17.0,,Defensive rebound by A. McKinnie,95,69
350,4,11:11.0,,B. Knight misses 3-pt jump shot from 25 ft,95,69
351,4,11:04.0,Defensive rebound by M. Scott,,95,69
352,4,11:03.0,Personal foul by K. Porter (drawn by J. Richardson),,95,69
353,4,11:03.0,,C. Sexton enters the game for K. Porter,95,69
354,4,10:55.0,A. Horford misses 3-pt jump shot from 27 ft,,95,69
355,4,10:52.0,,Defensive rebound by T. Thompson,95,69
356,4,10:48.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by T. Thompson),95,71
357,4,10:33.0,M. Thybulle misses 2-pt jump shot from 11 ft,,95,71
358,4,10:31.0,,Defensive rebound by T. Thompson,95,71
359,4,10:23.0,,T. Thompson makes 2-pt dunk from 1 ft (assist by J. Clarkson),95,73
360,4,10:01.0,T. Burke makes 2-pt layup from 1 ft,,97,73
361,4,9:54.0,,Offensive foul by A. McKinnie (drawn by M. Thybulle),97,73
362,4,9:54.0,,Turnover by A. McKinnie (offensive foul),97,73
363,4,9:34.0,M. Scott misses 2-pt jump shot from 17 ft,,97,73
364,4,9:33.0,Offensive rebound by A. Horford,,97,73
365,4,9:29.0,Turnover by M. Thybulle (bad pass; steal by B. Knight),,97,73
366,4,9:25.0,,Personal foul by M. Thybulle (drawn by B. Knight),97,73
367,4,9:19.0,,C. Sexton misses 2-pt jump shot from 6 ft (block by A. Horford),97,73
368,4,9:19.0,,Offensive rebound by Team,97,73
369,4,9:08.0,,T. Thompson misses 2-pt hook shot from 6 ft (block by A. Horford),97,73
370,4,9:08.0,Defensive rebound by Team,,97,73
371,4,8:53.0,M. Thybulle misses 2-pt layup from 3 ft,,97,73
372,4,8:53.0,,Defensive rebound by Team,97,73
373,4,8:53.0,Loose ball foul by A. Horford (drawn by T. Thompson),,97,73
374,4,8:53.0,,A. Žižić enters the game for T. Thompson,97,73
375,4,8:37.0,,J. Clarkson misses 3-pt jump shot from 24 ft,97,73
376,4,8:36.0,,Offensive rebound by C. Sexton,97,73
377,4,8:36.0,,C. Sexton makes 2-pt layup from 1 ft,97,75
378,4,8:36.0,Philadelphia full timeout,,97,75
379,4,8:36.0,J. Ennis enters the game for M. Scott,,97,75
380,4,8:36.0,T. Harris enters the game for M. Thybulle,,97,75
381,4,8:22.0,J. Richardson misses 2-pt jump shot from 8 ft (block by A. Žižić),,97,75
382,4,8:21.0,,Defensive rebound by A. McKinnie,97,75
