,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DALLAS_ACTION,NEW ORLEANS_SCORE,DALLAS_SCORE
169,2,4:58.0,,Turnover by K. Porziņģis (out of bounds lost ball),39,51
170,2,4:58.0,,D. Finney-Smith enters the game for S. Curry,39,51
171,2,4:58.0,,T. Hardaway enters the game for J. Jackson,39,51
172,2,4:58.0,,D. Powell enters the game for M. Kleber,39,51
173,2,4:47.0,Shooting foul by T. Hardaway (drawn by J. Redick),,39,51
174,2,4:47.0,Instant Replay (Request: Ruling Stands),,39,51
175,2,4:47.0,J. Redick makes free throw 1 of 3,,40,51
176,2,4:47.0,J. Redick makes free throw 2 of 3,,41,51
177,2,4:47.0,J. Redick makes free throw 3 of 3,,42,51
178,2,4:34.0,,K. Porziņģis makes 2-pt jump shot from 12 ft (assist by T. Hardaway),42,53
179,2,4:26.0,L. Ball makes 2-pt layup from 2 ft,,44,53
180,2,4:18.0,,Turnover by K. Porziņģis (traveling),44,53
181,2,4:11.0,J. Redick misses 2-pt jump shot from 23 ft,,44,53
182,2,4:09.0,,Defensive rebound by L. Dončić,44,53
183,2,4:07.0,,K. Porziņģis misses 2-pt layup from 1 ft (block by L. Ball),44,53
184,2,4:07.0,,Offensive rebound by Team,44,53
185,2,4:07.0,,J. Jackson enters the game for D. Powell,44,53
186,2,4:01.0,,L. Dončić makes 2-pt jump shot from 3 ft,44,55
187,2,3:52.0,Personal foul by D. Finney-Smith (drawn by J. Redick),,44,55
188,2,3:39.0,J. Hayes makes 2-pt dunk from 1 ft (assist by J. Holiday),,46,55
189,2,3:25.0,,L. Dončić makes 2-pt dunk at rim,46,57
190,2,3:15.0,Shooting foul by K. Porziņģis (drawn by B. Ingram),,46,57
191,2,3:15.0,Technical foul by K. Porziņģis,,46,57
192,2,3:15.0,J. Redick makes technical free throw,,47,57
193,2,3:15.0,B. Ingram misses free throw 1 of 2,,47,57
194,2,3:15.0,Offensive rebound by Team,,47,57
195,2,3:15.0,,D. Powell enters the game for K. Porziņģis,47,57
196,2,3:15.0,B. Ingram makes free throw 2 of 2,,48,57
197,2,2:59.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,48,57
198,2,2:55.0,,Offensive rebound by D. Powell,48,57
199,2,2:53.0,,Turnover by L. Dončić (bad pass; steal by J. Hayes),48,57
200,2,2:49.0,J. Redick misses 3-pt jump shot from 25 ft,,48,57
201,2,2:47.0,,Defensive rebound by Team,48,57
202,2,2:47.0,Loose ball foul by J. Holiday (drawn by T. Hardaway),,48,57
203,2,2:47.0,New Orleans full timeout,,48,57
204,2,2:47.0,,T. Hardaway makes free throw 1 of 2,48,58
205,2,2:47.0,,T. Hardaway makes free throw 2 of 2,48,59
206,2,2:36.0,J. Holiday makes 2-pt layup at rim (assist by L. Ball),,50,59
207,2,2:21.0,,T. Hardaway misses 3-pt jump shot from 27 ft,50,59
208,2,2:19.0,Defensive rebound by Team,,50,59
209,2,1:59.0,L. Ball misses 3-pt jump shot from 25 ft,,50,59
210,2,1:56.0,,Defensive rebound by D. Powell,50,59
211,2,1:49.0,,Shooting foul by J. Redick (drawn by L. Dončić),50,59
212,2,1:49.0,,L. Dončić misses free throw 1 of 2,50,59
213,2,1:49.0,,Offensive rebound by Team,50,59
214,2,1:49.0,,L. Dončić makes free throw 2 of 2,50,60
215,2,1:46.0,Personal foul by L. Dončić (drawn by J. Redick),,50,60
216,2,1:46.0,J. Redick makes free throw 1 of 2,,51,60
217,2,1:46.0,,J. Brunson enters the game for J. Jackson,51,60
218,2,1:46.0,J. Redick makes free throw 2 of 2,,52,60
219,2,1:22.0,,T. Hardaway misses 2-pt jump shot from 14 ft,52,60
220,2,1:20.0,Defensive rebound by L. Ball,,52,60
221,2,1:13.0,B. Ingram misses 3-pt jump shot from 23 ft,,52,60
222,2,1:10.0,,Defensive rebound by D. Finney-Smith,52,60
223,2,1:04.0,,Shooting foul by J. Hayes (drawn by L. Dončić),52,60
224,2,1:04.0,,L. Dončić makes free throw 1 of 2,52,61
225,2,1:04.0,,L. Dončić makes free throw 2 of 2,52,62
226,2,0:49.0,B. Ingram misses 2-pt layup from 4 ft (block by D. Finney-Smith),,52,62
227,2,0:47.0,,Defensive rebound by L. Dončić,52,62
228,2,0:39.0,,Personal foul by B. Ingram (drawn by L. Dončić),52,62
229,2,0:39.0,,L. Dončić makes free throw 1 of 2,52,63
230,2,0:39.0,,M. Kleber enters the game for D. Powell,52,63
231,2,0:39.0,,L. Dončić makes free throw 2 of 2,52,64
232,2,0:19.0,J. Holiday misses 3-pt jump shot from 25 ft,,52,64
233,2,0:17.0,,Defensive rebound by T. Hardaway,52,64
234,2,0:04.0,,L. Dončić misses 3-pt jump shot from 27 ft,52,64
235,2,0:03.0,Defensive rebound by J. Holiday,,52,64
236,2,0:01.0,L. Ball misses 2-pt jump shot from 16 ft,,52,64
237,2,0:01.0,Offensive rebound by Team,,52,64
238,3,11:39.0,J. Holiday misses 2-pt layup from 1 ft,,52,64
239,3,11:37.0,,Defensive rebound by L. Dončić,52,64
240,3,11:23.0,,K. Porziņģis misses 2-pt jump shot from 15 ft,52,64
241,3,11:19.0,Defensive rebound by B. Ingram,,52,64
242,3,11:11.0,L. Ball misses 3-pt jump shot from 23 ft,,52,64
243,3,11:07.0,Offensive rebound by L. Ball,,52,64
244,3,11:06.0,J. Redick misses 3-pt jump shot from 28 ft,,52,64
245,3,11:03.0,Offensive rebound by Team,,52,64
246,3,10:55.0,Turnover by J. Holiday (bad pass; steal by K. Porziņģis),,52,64
247,3,10:44.0,,K. Porziņģis makes 2-pt layup from 1 ft (assist by L. Dončić),52,66
248,3,10:44.0,,Shooting foul by B. Ingram (drawn by K. Porziņģis),52,66
249,3,10:44.0,,K. Porziņģis misses free throw 1 of 1,52,66
250,3,10:41.0,Defensive rebound by J. Holiday,,52,66
251,3,10:33.0,Turnover by L. Ball (lost ball; steal by D. Powell),,52,66
252,3,10:28.0,,Shooting foul by J. Hayes (drawn by K. Porziņģis),52,66
253,3,10:28.0,,K. Porziņģis makes free throw 1 of 2,52,67
254,3,10:28.0,,K. Porziņģis makes free throw 2 of 2,52,68
255,3,10:19.0,J. Holiday makes 2-pt jump shot from 16 ft,,54,68
256,3,10:10.0,,Personal foul by L. Ball (drawn by L. Dončić),54,68
257,3,10:10.0,J. Okafor enters the game for J. Hayes,,54,68
258,3,10:07.0,,L. Dončić misses 3-pt jump shot from 25 ft,54,68
259,3,10:03.0,Defensive rebound by L. Ball,,54,68
260,3,9:50.0,Turnover by J. Holiday (bad pass; steal by D. Powell),,54,68
261,3,9:42.0,,T. Hardaway makes 2-pt jump shot from 13 ft (assist by L. Dončić),54,70
262,3,9:42.0,,Shooting foul by L. Ball (drawn by T. Hardaway),54,70
263,3,9:42.0,,T. Hardaway makes free throw 1 of 1,54,71
264,3,9:27.0,Turnover by B. Ingram (bad pass; steal by T. Hardaway),,54,71
265,3,9:18.0,,Offensive foul by D. Powell (drawn by B. Ingram),54,71
266,3,9:18.0,,Turnover by D. Powell (offensive foul),54,71
267,3,9:14.0,Personal foul by T. Hardaway (drawn by J. Redick),,54,71
268,3,9:04.0,Away from play foul by T. Hardaway (drawn by J. Redick),,54,71
269,3,9:04.0,J. Redick makes free throw 1 of 1,,55,71
270,3,9:02.0,Turnover by L. Ball (step out of bounds),,55,71
271,3,8:53.0,,T. Hardaway misses 3-pt jump shot from 27 ft,55,71
272,3,8:48.0,Defensive rebound by B. Ingram,,55,71
273,3,8:34.0,B. Ingram misses 2-pt jump shot from 7 ft,,55,71
274,3,8:33.0,,Defensive rebound by K. Porziņģis,55,71
275,3,8:23.0,,L. Dončić makes 2-pt jump shot from 11 ft,55,73
276,3,8:21.0,New Orleans full timeout,,55,73
277,3,8:13.0,Offensive foul by J. Okafor (drawn by T. Hardaway),,55,73
278,3,8:13.0,Turnover by J. Okafor (offensive foul),,55,73
279,3,8:04.0,,L. Dončić makes 2-pt layup from 2 ft (assist by T. Hardaway),55,75
280,3,7:52.0,B. Ingram makes 3-pt jump shot from 24 ft (assist by L. Ball),,58,75
281,3,7:39.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by K. Porziņģis),58,78
282,3,7:25.0,Personal foul by L. Dončić (drawn by B. Ingram),,58,78
283,3,7:18.0,J. Redick misses 2-pt jump shot from 22 ft,,58,78
284,3,7:15.0,,Defensive rebound by D. Powell,58,78
285,3,7:10.0,,L. Dončić misses 3-pt jump shot from 26 ft,58,78
286,3,7:06.0,Defensive rebound by L. Ball,,58,78
287,3,7:01.0,B. Ingram misses 3-pt jump shot from 26 ft,,58,78
288,3,6:57.0,Offensive rebound by J. Okafor,,58,78
289,3,6:44.0,J. Holiday misses 3-pt jump shot from 26 ft,,58,78
290,3,6:40.0,,Defensive rebound by L. Dončić,58,78
291,3,6:31.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by D. Finney-Smith),58,81
292,3,6:10.0,Turnover by J. Okafor (bad pass; steal by D. Powell),,58,81
293,3,6:05.0,,T. Hardaway makes 2-pt layup from 3 ft,58,83
294,3,6:05.0,New Orleans full timeout,,58,83
295,3,6:05.0,J. Hart enters the game for J. Holiday,,58,83
296,3,6:05.0,K. Williams enters the game for J. Redick,,58,83
297,3,6:05.0,,M. Kleber enters the game for D. Powell,58,83
298,3,5:55.0,L. Ball misses 3-pt jump shot from 27 ft,,58,83
299,3,5:52.0,,Defensive rebound by D. Finney-Smith,58,83
300,3,5:42.0,,K. Porziņģis misses 3-pt jump shot from 23 ft,58,83
301,3,5:38.0,Defensive rebound by J. Hart,,58,83
302,3,5:19.0,B. Ingram makes 2-pt dunk from 1 ft (assist by J. Okafor),,60,83
303,3,5:06.0,,Turnover by L. Dončić (traveling),60,83
304,3,5:02.0,K. Williams misses 3-pt jump shot from 27 ft,,60,83
305,3,4:58.0,,Defensive rebound by D. Finney-Smith,60,83
306,3,4:52.0,,Shooting foul by B. Ingram (drawn by L. Dončić),60,83
307,3,4:52.0,,Technical foul by B. Ingram,60,83
308,3,4:52.0,,L. Dončić misses technical free throw,60,83
309,3,4:52.0,,Offensive rebound by Team,60,83
310,3,4:52.0,,L. Dončić makes free throw 1 of 2,60,84
311,3,4:52.0,N. Alexander-Walker enters the game for B. Ingram,,60,84
312,3,4:52.0,,S. Curry enters the game for D. Finney-Smith,60,84
313,3,4:52.0,,J. Jackson enters the game for T. Hardaway,60,84
314,3,4:52.0,,L. Dončić makes free throw 2 of 2,60,85
315,3,4:35.0,J. Hart misses 2-pt jump shot from 12 ft,,60,85
316,3,4:30.0,,Defensive rebound by K. Porziņģis,60,85
317,3,4:23.0,,M. Kleber makes 2-pt dunk from 2 ft (assist by L. Dončić),60,87
318,3,4:02.0,J. Hart misses 3-pt jump shot from 27 ft,,60,87
319,3,3:58.0,,Defensive rebound by S. Curry,60,87
320,3,3:54.0,,L. Dončić misses 3-pt jump shot from 27 ft,60,87
321,3,3:51.0,Defensive rebound by J. Okafor,,60,87
322,3,3:32.0,K. Williams misses 3-pt jump shot from 27 ft,,60,87
323,3,3:30.0,Offensive rebound by Team,,60,87
324,3,3:30.0,Turnover by Team (shot clock),,60,87
325,3,3:17.0,,K. Porziņģis makes 2-pt dunk from 1 ft (assist by L. Dončić),60,89
326,3,3:07.0,L. Ball misses 3-pt jump shot from 27 ft,,60,89
327,3,3:04.0,,Defensive rebound by S. Curry,60,89
328,3,2:58.0,,S. Curry makes 3-pt jump shot from 25 ft,60,92
329,3,2:37.0,J. Okafor misses 2-pt hook shot from 3 ft,,60,92
330,3,2:36.0,,Defensive rebound by K. Porziņģis,60,92
331,3,2:28.0,,K. Porziņģis misses 3-pt jump shot from 27 ft,60,92
332,3,2:24.0,,Offensive rebound by M. Kleber,60,92
333,3,2:20.0,,Shooting foul by L. Ball (drawn by K. Porziņģis),60,92
334,3,2:20.0,,K. Porziņģis makes free throw 1 of 2,60,93
335,3,2:20.0,J. Hayes enters the game for L. Ball,,60,93
336,3,2:20.0,F. Jackson enters the game for J. Okafor,,60,93
337,3,2:20.0,,J. Brunson enters the game for L. Dončić,60,93
338,3,2:20.0,,K. Porziņģis makes free throw 2 of 2,60,94
339,3,2:12.0,J. Hart misses 3-pt jump shot from 25 ft,,60,94
340,3,2:10.0,,Defensive rebound by S. Curry,60,94
341,3,2:10.0,,Dallas full timeout,60,94
342,3,2:10.0,,B. Marjanović enters the game for K. Porziņģis,60,94
343,3,1:54.0,,M. Kleber misses 2-pt layup from 2 ft,60,94
344,3,1:52.0,,Offensive rebound by Team,60,94
345,3,1:42.0,,S. Curry misses 3-pt jump shot from 25 ft,60,94
346,3,1:39.0,Defensive rebound by J. Hart,,60,94
347,3,1:34.0,Turnover by K. Williams (traveling),,60,94
348,3,1:12.0,,M. Kleber makes 3-pt jump shot from 24 ft (assist by J. Jackson),60,97
349,3,0:59.0,F. Jackson makes 2-pt jump shot from 12 ft,,62,97
350,3,0:40.0,,B. Marjanović makes 2-pt hook shot from 3 ft (assist by M. Kleber),62,99
351,3,0:34.0,Shooting foul by B. Marjanović (drawn by J. Hayes),,62,99
352,3,0:34.0,J. Hayes makes free throw 1 of 2,,63,99
353,3,0:34.0,J. Hayes makes free throw 2 of 2,,64,99
354,3,0:17.0,,J. Brunson makes 2-pt jump shot from 5 ft,64,101
355,3,0:04.0,N. Alexander-Walker makes 2-pt jump shot from 21 ft,,66,101
356,3,0:00.0,,J. Brunson makes 3-pt jump shot from 30 ft,66,104
357,3,0:00.0,,Instant Replay (Request: Stands),66,104
358,4,11:43.0,,J. Jackson misses 3-pt jump shot from 25 ft,66,104
359,4,11:39.0,Defensive rebound by F. Jackson,,66,104
360,4,11:24.0,N. Alexander-Walker makes 2-pt layup from 4 ft,,68,104
361,4,11:09.0,,J. Barea makes 2-pt layup from 4 ft,68,106
362,4,10:54.0,J. Hayes makes 2-pt layup from 2 ft (assist by N. Alexander-Walker),,70,106
363,4,10:34.0,,J. Barea misses 2-pt jump shot from 6 ft,70,106
364,4,10:31.0,Defensive rebound by K. Williams,,70,106
365,4,10:23.0,N. Alexander-Walker misses 2-pt jump shot from 10 ft,,70,106
366,4,10:21.0,,Defensive rebound by B. Marjanović,70,106
367,4,10:08.0,,B. Marjanović misses 2-pt jump shot from 17 ft,70,106
368,4,10:04.0,Defensive rebound by J. Hart,,70,106
369,4,9:59.0,F. Jackson misses 2-pt jump shot from 19 ft,,70,106
370,4,9:55.0,,Defensive rebound by B. Marjanović,70,106
371,4,9:38.0,,Turnover by C. Lee (traveling),70,106
372,4,9:27.0,N. Alexander-Walker misses 3-pt jump shot from 25 ft,,70,106
373,4,9:23.0,,Defensive rebound by B. Marjanović,70,106
374,4,9:13.0,,C. Lee makes 3-pt jump shot from 23 ft (assist by S. Curry),70,109
375,4,9:01.0,J. Hayes misses 2-pt hook shot from 1 ft (block by B. Marjanović),,70,109
376,4,8:59.0,,Defensive rebound by B. Marjanović,70,109
377,4,8:55.0,,S. Curry misses 3-pt jump shot from 27 ft,70,109
378,4,8:51.0,Defensive rebound by J. Hayes,,70,109
379,4,8:42.0,Shooting foul by B. Marjanović (drawn by F. Jackson),,70,109
380,4,8:42.0,F. Jackson makes free throw 1 of 2,,71,109
381,4,8:42.0,N. Melli enters the game for K. Williams,,71,109
382,4,8:42.0,F. Jackson makes free throw 2 of 2,,72,109
383,4,8:20.0,,J. Barea misses 2-pt jump shot from 18 ft,72,109
