,QUARTER,TIME_REMAINING,INDIANA_ACTION,PORTLAND_ACTION,INDIANA_SCORE,PORTLAND_SCORE
96,1,1:27.0,,D. Lillard makes free throw 2 of 3,23,27
97,1,1:27.0,G. Bitadze enters the game for J. Lamb,,23,27
98,1,1:27.0,E. Sumner enters the game for D. Sabonis,,23,27
99,1,1:27.0,,C. Swanigan enters the game for H. Whiteside,23,27
100,1,1:27.0,,D. Lillard makes free throw 3 of 3,23,28
101,1,1:16.0,D. McDermott misses 2-pt jump shot from 21 ft,,23,28
102,1,1:12.0,,Defensive rebound by N. Little,23,28
103,1,1:06.0,,N. Little makes 2-pt jump shot from 4 ft (assist by D. Lillard),23,30
104,1,0:49.0,A. Holiday makes 2-pt layup from 3 ft (assist by G. Bitadze),,25,30
105,1,0:32.0,,D. Lillard makes 2-pt layup from 2 ft,25,32
106,1,0:32.0,,Shooting foul by D. McDermott (drawn by D. Lillard),25,32
107,1,0:32.0,,D. Lillard makes free throw 1 of 1,25,33
108,1,0:11.0,A. Holiday makes 2-pt jump shot from 15 ft,,27,33
109,1,0:00.0,,D. Lillard makes 3-pt jump shot from 31 ft,27,36
110,2,11:48.0,J. Holiday misses 3-pt jump shot from 27 ft,,27,36
111,2,11:45.0,,Defensive rebound by C. Swanigan,27,36
112,2,11:37.0,,C. Swanigan makes 2-pt layup from 1 ft (assist by C. McCollum),27,38
113,2,11:22.0,D. McDermott makes 3-pt jump shot from 26 ft (assist by J. Holiday),,30,38
114,2,11:04.0,,C. McCollum makes 2-pt jump shot from 14 ft (assist by C. Swanigan),30,40
115,2,10:52.0,Turnover by E. Sumner (bad pass),,30,40
116,2,10:32.0,,C. McCollum misses 2-pt jump shot from 3 ft,30,40
117,2,10:30.0,Defensive rebound by A. Holiday,,30,40
118,2,10:26.0,A. Holiday makes 2-pt jump shot from 19 ft,,32,40
119,2,10:02.0,,G. Trent misses 2-pt jump shot from 4 ft,32,40
120,2,10:02.0,,Offensive rebound by C. Swanigan,32,40
121,2,10:02.0,,Turnover by C. Swanigan (traveling),32,40
122,2,9:40.0,E. Sumner misses 3-pt jump shot from 25 ft,,32,40
123,2,9:38.0,Offensive rebound by Team,,32,40
124,2,9:24.0,A. Holiday misses 3-pt jump shot from 30 ft,,32,40
125,2,9:21.0,Offensive rebound by E. Sumner,,32,40
126,2,9:17.0,E. Sumner makes 2-pt layup from 1 ft,,34,40
127,2,9:10.0,,Personal foul by E. Sumner (drawn by A. Simons),34,40
128,2,9:02.0,,C. McCollum misses 2-pt jump shot from 1 ft,34,40
129,2,8:59.0,,Offensive rebound by C. Swanigan,34,40
130,2,8:59.0,,C. Swanigan misses 2-pt layup from 1 ft,34,40
131,2,8:59.0,,Offensive rebound by C. Swanigan,34,40
132,2,8:59.0,,C. Swanigan misses 2-pt layup from 1 ft,34,40
133,2,8:58.0,,Offensive rebound by C. Swanigan,34,40
134,2,8:54.0,,A. Simons makes 2-pt layup from 1 ft (assist by G. Trent),34,42
135,2,8:43.0,D. McDermott misses 3-pt jump shot from 28 ft,,34,42
136,2,8:41.0,,Defensive rebound by C. Anthony,34,42
137,2,8:30.0,,A. Simons misses 3-pt jump shot from 25 ft,34,42
138,2,8:28.0,Defensive rebound by D. McDermott,,34,42
139,2,8:20.0,Personal foul by G. Trent (drawn by D. McDermott),,34,42
140,2,8:20.0,T. McConnell enters the game for G. Bitadze,,34,42
141,2,8:20.0,D. Sabonis enters the game for A. Holiday,,34,42
142,2,8:14.0,D. McDermott misses 2-pt layup from 2 ft,,34,42
143,2,8:12.0,,Defensive rebound by C. Swanigan,34,42
144,2,8:07.0,,Turnover by A. Simons (bad pass; steal by J. Holiday),34,42
145,2,8:04.0,J. Holiday makes 2-pt dunk from 1 ft,,36,42
146,2,8:04.0,,Portland full timeout,36,42
147,2,7:46.0,,C. McCollum makes 2-pt jump shot from 19 ft (assist by G. Trent),36,44
148,2,7:28.0,Turnover by D. Sabonis (bad pass),,36,44
149,2,7:10.0,,Offensive foul by A. Simons (drawn by T. McConnell),36,44
150,2,7:10.0,,Turnover by A. Simons (offensive foul),36,44
151,2,7:10.0,T. Warren enters the game for J. Holiday,,36,44
152,2,7:10.0,,T. Ariza enters the game for A. Simons,36,44
153,2,6:47.0,E. Sumner makes 2-pt layup from 2 ft (assist by T. Warren),,38,44
154,2,6:37.0,,C. McCollum makes 2-pt jump shot from 14 ft,38,46
155,2,6:16.0,E. Sumner misses 3-pt jump shot from 25 ft,,38,46
156,2,6:14.0,,Defensive rebound by C. Anthony,38,46
157,2,6:10.0,,C. McCollum misses 3-pt jump shot from 25 ft,38,46
158,2,6:08.0,Defensive rebound by T. McConnell,,38,46
159,2,6:04.0,Turnover by E. Sumner (step out of bounds),,38,46
160,2,5:46.0,,C. Anthony misses 2-pt jump shot from 12 ft,38,46
161,2,5:45.0,Defensive rebound by D. Sabonis,,38,46
162,2,5:36.0,D. McDermott makes 3-pt jump shot from 27 ft (assist by D. Sabonis),,41,46
163,2,5:36.0,Shooting foul by C. Anthony (drawn by D. McDermott),,41,46
164,2,5:36.0,J. Lamb enters the game for E. Sumner,,41,46
165,2,5:36.0,,D. Lillard enters the game for C. McCollum,41,46
166,2,5:36.0,D. McDermott makes free throw 1 of 1,,42,46
167,2,5:22.0,,C. Swanigan makes 2-pt layup from 1 ft (assist by D. Lillard),42,48
168,2,5:14.0,Personal foul by C. Swanigan (drawn by D. McDermott),,42,48
169,2,5:14.0,,N. Little enters the game for C. Anthony,42,48
170,2,5:11.0,T. McConnell misses 2-pt jump shot from 12 ft,,42,48
171,2,5:09.0,Offensive rebound by D. Sabonis,,42,48
172,2,5:09.0,D. Sabonis makes 2-pt layup at rim,,44,48
173,2,4:42.0,,Turnover by C. Swanigan (out of bounds lost ball),44,48
174,2,4:36.0,J. Lamb misses 2-pt jump shot from 4 ft,,44,48
175,2,4:34.0,,Defensive rebound by C. Swanigan,44,48
176,2,4:28.0,,Personal foul by D. McDermott (drawn by N. Little),44,48
177,2,4:28.0,,H. Whiteside enters the game for C. Swanigan,44,48
178,2,4:17.0,,T. Ariza misses 2-pt jump shot from 16 ft,44,48
179,2,4:15.0,Defensive rebound by D. Sabonis,,44,48
180,2,4:10.0,Turnover by D. Sabonis (lost ball; steal by D. Lillard),,44,48
181,2,4:00.0,,H. Whiteside makes 2-pt dunk from 1 ft,44,50
182,2,3:34.0,D. Sabonis makes 2-pt hook shot from 6 ft,,46,50
183,2,3:22.0,,N. Little makes 3-pt jump shot from 26 ft (assist by D. Lillard),46,53
184,2,3:11.0,Personal foul by N. Little (drawn by D. Sabonis),,46,53
185,2,3:06.0,D. McDermott makes 3-pt jump shot from 26 ft (assist by D. Sabonis),,49,53
186,2,2:51.0,,D. Lillard makes 2-pt layup from 2 ft,49,55
187,2,2:33.0,T. Warren misses 2-pt layup from 2 ft (block by H. Whiteside),,49,55
188,2,2:33.0,,Defensive rebound by Team,49,55
189,2,2:33.0,Indiana full timeout,,49,55
190,2,2:17.0,,G. Trent misses 3-pt jump shot from 25 ft,49,55
191,2,2:14.0,Defensive rebound by D. Sabonis,,49,55
192,2,2:03.0,T. Warren misses 3-pt jump shot from 24 ft,,49,55
193,2,2:01.0,,Defensive rebound by H. Whiteside,49,55
194,2,1:51.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by D. Lillard),49,57
195,2,1:37.0,Turnover by J. Lamb (bad pass),,49,57
196,2,1:37.0,J. Holiday enters the game for T. Warren,,49,57
197,2,1:37.0,,C. Anthony enters the game for N. Little,49,57
198,2,1:37.0,,C. McCollum enters the game for G. Trent,49,57
199,2,1:29.0,,D. Lillard makes 2-pt layup from 1 ft,49,59
200,2,1:19.0,Personal foul by T. Ariza (drawn by D. Sabonis),,49,59
201,2,1:19.0,D. Sabonis makes free throw 1 of 2,,50,59
202,2,1:19.0,J. Sampson enters the game for D. McDermott,,50,59
203,2,1:19.0,D. Sabonis makes free throw 2 of 2,,51,59
204,2,1:02.0,,C. Anthony misses 2-pt layup from 1 ft,51,59
205,2,1:02.0,,Offensive rebound by C. Anthony,51,59
206,2,1:02.0,,Shooting foul by J. Lamb (drawn by C. Anthony),51,59
207,2,1:02.0,,C. Anthony makes free throw 1 of 2,51,60
208,2,1:02.0,,C. Anthony makes free throw 2 of 2,51,61
209,2,0:52.0,D. Sabonis makes 2-pt layup at rim (assist by T. McConnell),,53,61
210,2,0:35.0,,C. McCollum makes 3-pt jump shot from 27 ft (assist by D. Lillard),53,64
211,2,0:28.0,J. Lamb makes 3-pt jump shot from 25 ft,,56,64
212,2,0:13.0,,D. Lillard misses 3-pt jump shot from 25 ft,56,64
213,2,0:11.0,,Offensive rebound by Team,56,64
214,2,0:11.0,,A. Simons enters the game for H. Whiteside,56,64
215,2,0:01.0,,D. Lillard makes 2-pt layup from 1 ft,56,66
216,2,0:00.0,J. Holiday misses 3-pt jump shot from 76 ft,,56,66
217,2,0:00.0,Offensive rebound by Team,,56,66
218,3,11:50.0,D. Sabonis misses 2-pt jump shot from 13 ft,,56,66
219,3,11:48.0,,Defensive rebound by D. Lillard,56,66
220,3,11:32.0,,C. Anthony makes 2-pt jump shot from 17 ft (assist by C. McCollum),56,68
221,3,11:12.0,J. Lamb makes 2-pt jump shot from 5 ft,,58,68
222,3,10:55.0,,C. Anthony misses 2-pt jump shot from 16 ft,58,68
223,3,10:53.0,Defensive rebound by D. Sabonis,,58,68
224,3,10:42.0,T. Warren misses 2-pt jump shot from 14 ft,,58,68
225,3,10:38.0,Offensive rebound by J. Lamb,,58,68
226,3,10:38.0,J. Lamb makes 2-pt layup from 1 ft,,60,68
227,3,10:23.0,,D. Lillard makes 3-pt jump shot from 32 ft (assist by C. McCollum),60,71
228,3,10:01.0,D. Sabonis misses 2-pt jump shot from 16 ft,,60,71
229,3,9:58.0,,Defensive rebound by C. Anthony,60,71
230,3,9:51.0,,D. Lillard misses 3-pt jump shot from 26 ft,60,71
231,3,9:49.0,Defensive rebound by T. Warren,,60,71
232,3,9:44.0,J. Lamb makes 2-pt jump shot from 6 ft (assist by T. Warren),,62,71
233,3,9:44.0,Shooting foul by C. McCollum (drawn by J. Lamb),,62,71
234,3,9:44.0,J. Lamb makes free throw 1 of 1,,63,71
235,3,9:33.0,,C. McCollum makes 3-pt jump shot from 26 ft,63,74
236,3,9:17.0,T. Warren misses 2-pt jump shot from 11 ft,,63,74
237,3,9:16.0,Offensive rebound by Team,,63,74
238,3,9:07.0,T. Warren makes 2-pt jump shot from 11 ft (assist by A. Holiday),,65,74
239,3,8:44.0,,Shooting foul by J. Sampson (drawn by D. Lillard),65,74
240,3,8:44.0,,D. Lillard makes free throw 1 of 2,65,75
241,3,8:44.0,,D. Lillard makes free throw 2 of 2,65,76
242,3,8:33.0,J. Lamb misses 2-pt jump shot from 22 ft,,65,76
243,3,8:31.0,,Defensive rebound by D. Lillard,65,76
244,3,8:28.0,,T. Ariza makes 2-pt dunk from 1 ft (assist by D. Lillard),65,78
245,3,8:28.0,Indiana full timeout,,65,78
246,3,8:18.0,T. Warren makes 2-pt jump shot from 8 ft (assist by A. Holiday),,67,78
247,3,7:54.0,,T. Ariza makes 3-pt jump shot from 23 ft,67,81
248,3,7:40.0,Shooting foul by C. Anthony (drawn by T. Warren),,67,81
249,3,7:40.0,T. Warren makes free throw 1 of 2,,68,81
250,3,7:40.0,T. Warren makes free throw 2 of 2,,69,81
251,3,7:23.0,,Shooting foul by D. Sabonis (drawn by H. Whiteside),69,81
252,3,7:23.0,,H. Whiteside misses free throw 1 of 2,69,81
253,3,7:23.0,,Offensive rebound by Team,69,81
254,3,7:23.0,,H. Whiteside makes free throw 2 of 2,69,82
255,3,7:08.0,A. Holiday makes 3-pt jump shot from 28 ft (assist by T. Warren),,72,82
256,3,6:48.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by C. Anthony),72,85
257,3,6:37.0,J. Lamb misses 2-pt jump shot from 6 ft,,72,85
258,3,6:36.0,Offensive rebound by D. Sabonis,,72,85
259,3,6:36.0,D. Sabonis makes 2-pt layup from 1 ft,,74,85
260,3,6:19.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Lillard),74,87
261,3,6:07.0,J. Lamb makes 2-pt layup from 1 ft (assist by A. Holiday),,76,87
262,3,5:54.0,,D. Lillard makes 3-pt jump shot from 30 ft,76,90
263,3,5:41.0,J. Sampson misses 2-pt layup from 2 ft (block by H. Whiteside),,76,90
264,3,5:41.0,,Defensive rebound by Team,76,90
265,3,5:26.0,,H. Whiteside makes 2-pt dunk from 2 ft (assist by C. Anthony),76,92
266,3,5:26.0,,Shooting foul by J. Lamb (drawn by H. Whiteside),76,92
267,3,5:26.0,,H. Whiteside makes free throw 1 of 1,76,93
268,3,5:18.0,J. Lamb makes 2-pt layup from 2 ft (assist by D. Sabonis),,78,93
269,3,4:58.0,,C. McCollum makes 2-pt jump shot from 15 ft,78,95
270,3,4:46.0,T. Warren makes 2-pt jump shot from 12 ft (assist by D. Sabonis),,80,95
271,3,4:21.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by T. Ariza),80,98
272,3,4:19.0,Indiana full timeout,,80,98
273,3,4:19.0,J. Holiday enters the game for D. Sabonis,,80,98
274,3,4:19.0,,N. Little enters the game for C. Anthony,80,98
275,3,4:19.0,,G. Trent enters the game for C. McCollum,80,98
276,3,4:05.0,A. Holiday misses 2-pt jump shot from 7 ft,,80,98
277,3,4:02.0,,Defensive rebound by T. Ariza,80,98
278,3,3:53.0,,D. Lillard makes 2-pt layup from 2 ft,80,100
279,3,3:43.0,Shooting foul by H. Whiteside (drawn by J. Sampson),,80,100
280,3,3:43.0,J. Sampson makes free throw 1 of 2,,81,100
281,3,3:43.0,T. McConnell enters the game for A. Holiday,,81,100
282,3,3:43.0,D. McDermott enters the game for T. Warren,,81,100
283,3,3:43.0,J. Sampson makes free throw 2 of 2,,82,100
284,3,3:33.0,,Personal foul by J. Sampson (drawn by D. Lillard),82,100
285,3,3:30.0,,Turnover by T. Ariza (out of bounds lost ball),82,100
286,3,3:25.0,J. Sampson misses 2-pt layup from 3 ft (block by H. Whiteside),,82,100
287,3,3:25.0,Offensive rebound by Team,,82,100
288,3,3:15.0,T. McConnell misses 2-pt jump shot from 8 ft,,82,100
289,3,3:12.0,,Defensive rebound by H. Whiteside,82,100
290,3,3:03.0,,G. Trent makes 3-pt jump shot from 23 ft (assist by D. Lillard),82,103
291,3,2:47.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by T. McConnell),,85,103
292,3,2:29.0,,Turnover by T. Ariza (bad pass),85,103
293,3,2:29.0,D. Sabonis enters the game for J. Sampson,,85,103
294,3,2:29.0,,A. Simons enters the game for T. Ariza,85,103
295,3,2:19.0,Offensive foul by D. Sabonis (drawn by H. Whiteside),,85,103
296,3,2:19.0,Turnover by D. Sabonis (offensive foul),,85,103
297,3,2:08.0,,D. Lillard misses 2-pt layup from 1 ft,85,103
298,3,2:07.0,Defensive rebound by D. Sabonis,,85,103
299,3,1:59.0,D. Sabonis makes 2-pt layup from 1 ft (assist by T. McConnell),,87,103
300,3,1:39.0,,A. Simons misses 3-pt jump shot from 25 ft,87,103
301,3,1:37.0,Defensive rebound by T. McConnell,,87,103
302,3,1:29.0,T. McConnell misses 2-pt layup from 4 ft (block by G. Trent),,87,103
303,3,1:27.0,Offensive rebound by T. McConnell,,87,103
304,3,1:24.0,D. Sabonis misses 2-pt jump shot from 8 ft (block by H. Whiteside),,87,103
305,3,1:22.0,Offensive rebound by D. Sabonis,,87,103
306,3,1:21.0,D. McDermott makes 3-pt jump shot from 27 ft (assist by D. Sabonis),,90,103
307,3,1:21.0,,Portland full timeout,90,103
308,3,1:21.0,A. Holiday enters the game for J. Lamb,,90,103
309,3,1:06.0,,D. Lillard misses 3-pt jump shot from 30 ft,90,103
310,3,1:03.0,Defensive rebound by D. Sabonis,,90,103
311,3,0:51.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by D. Sabonis),,93,103
312,3,0:33.0,,D. Lillard makes 3-pt jump shot from 26 ft,93,106
313,3,0:13.0,D. Sabonis misses 3-pt jump shot from 25 ft,,93,106
314,3,0:10.0,,Defensive rebound by H. Whiteside,93,106
315,3,0:00.0,,D. Lillard misses 3-pt jump shot from 33 ft,93,106
316,3,0:00.0,,Offensive rebound by Team,93,106
317,4,11:50.0,,C. McCollum misses 2-pt jump shot from 17 ft,93,106
318,4,11:45.0,Defensive rebound by J. Holiday,,93,106
319,4,11:32.0,J. Holiday misses 3-pt jump shot from 26 ft,,93,106
320,4,11:29.0,,Defensive rebound by G. Trent,93,106
321,4,11:12.0,,C. McCollum makes 3-pt jump shot from 28 ft (assist by G. Trent),93,109
322,4,10:56.0,D. Sabonis makes 2-pt layup from 2 ft,,95,109
323,4,10:40.0,,Offensive foul by C. Swanigan (drawn by A. Holiday),95,109
324,4,10:40.0,,Turnover by C. Swanigan (offensive foul),95,109
325,4,10:27.0,T. McConnell misses 2-pt layup from 1 ft,,95,109
326,4,10:26.0,,Defensive rebound by C. Swanigan,95,109
327,4,10:13.0,,G. Trent makes 3-pt jump shot from 25 ft (assist by A. Simons),95,112
328,4,9:58.0,D. Sabonis makes 2-pt dunk from 1 ft (assist by T. McConnell),,97,112
329,4,9:47.0,,Shooting foul by T. McConnell (drawn by A. Simons),97,112
330,4,9:47.0,,A. Simons makes free throw 1 of 2,97,113
331,4,9:47.0,,A. Simons makes free throw 2 of 2,97,114
332,4,9:33.0,T. McConnell makes 2-pt layup from 1 ft (assist by D. McDermott),,99,114
333,4,9:19.0,,A. Simons misses 2-pt hook shot from 3 ft,99,114
334,4,9:19.0,,Offensive rebound by Team,99,114
335,4,9:15.0,,Turnover by A. Simons (bad pass; steal by J. Holiday),99,114
336,4,9:10.0,J. Holiday makes 2-pt layup from 1 ft (assist by D. Sabonis),,101,114
337,4,9:10.0,Shooting foul by C. Anthony (drawn by J. Holiday),,101,114
338,4,9:10.0,J. Holiday makes free throw 1 of 1,,102,114
339,4,9:01.0,,Turnover by A. Simons (out of bounds lost ball),102,114
340,4,8:54.0,T. McConnell makes 2-pt jump shot from 6 ft,,104,114
341,4,8:54.0,Shooting foul by A. Simons (drawn by T. McConnell),,104,114
342,4,8:54.0,,D. Lillard enters the game for A. Simons,104,114
343,4,8:54.0,,H. Whiteside enters the game for C. Swanigan,104,114
344,4,8:54.0,T. McConnell makes free throw 1 of 1,,105,114
345,4,8:35.0,,C. Anthony misses 2-pt jump shot from 10 ft,105,114
346,4,8:30.0,,Offensive rebound by H. Whiteside,105,114
347,4,8:30.0,,H. Whiteside makes 2-pt dunk at rim,105,116
348,4,8:18.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by T. McConnell),,108,116
349,4,8:04.0,,D. Lillard misses 2-pt jump shot from 16 ft,108,116
350,4,8:02.0,Defensive rebound by J. Holiday,,108,116
351,4,7:58.0,D. McDermott misses 3-pt jump shot from 23 ft,,108,116
352,4,7:55.0,,Defensive rebound by C. Anthony,108,116
353,4,7:40.0,,C. McCollum makes 2-pt layup from 1 ft,108,118
354,4,7:24.0,J. Holiday misses 2-pt jump shot from 19 ft,,108,118
355,4,7:23.0,,Defensive rebound by H. Whiteside,108,118
356,4,7:12.0,,Personal foul by T. McConnell (drawn by D. Lillard),108,118
357,4,7:09.0,,Turnover by C. Anthony (bad pass),108,118
358,4,6:59.0,A. Holiday misses 2-pt jump shot from 17 ft,,108,118
359,4,6:55.0,,Defensive rebound by D. Lillard,108,118
360,4,6:44.0,,D. Lillard makes 3-pt jump shot from 26 ft,108,121
361,4,6:44.0,Indiana full timeout,,108,121
362,4,6:44.0,J. Lamb enters the game for A. Holiday,,108,121
363,4,6:44.0,T. Warren enters the game for J. Holiday,,108,121
364,4,6:44.0,,T. Ariza enters the game for C. Anthony,108,121
365,4,6:31.0,Shooting foul by H. Whiteside (drawn by D. Sabonis),,108,121
366,4,6:31.0,D. Sabonis misses free throw 1 of 2,,108,121
367,4,6:31.0,Offensive rebound by Team,,108,121
368,4,6:31.0,D. Sabonis makes free throw 2 of 2,,109,121
369,4,6:12.0,,D. Lillard misses 2-pt layup from 4 ft,109,121
370,4,6:11.0,,Offensive rebound by H. Whiteside,109,121
371,4,6:10.0,,H. Whiteside misses 2-pt hook shot from 5 ft,109,121
372,4,6:10.0,Defensive rebound by D. Sabonis,,109,121
373,4,6:01.0,T. Warren makes 2-pt layup from 2 ft (assist by T. McConnell),,111,121
374,4,5:48.0,,D. Lillard misses 2-pt layup from 2 ft (block by D. Sabonis),111,121
375,4,5:48.0,,Offensive rebound by Team,111,121
376,4,5:40.0,,C. McCollum misses 2-pt jump shot from 21 ft,111,121
377,4,5:38.0,Defensive rebound by D. Sabonis,,111,121
