,QUARTER,TIME_REMAINING,UTAH_ACTION,BROOKLYN_ACTION,UTAH_SCORE,BROOKLYN_SCORE
376,4,4:49.0,D. Mitchell misses 3-pt jump shot from 25 ft,,107,94
377,4,4:44.0,,Defensive rebound by T. Prince,107,94
378,4,4:34.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,107,94
379,4,4:30.0,,Offensive rebound by S. Dinwiddie,107,94
380,4,4:29.0,,Turnover by S. Dinwiddie (bad pass; steal by B. Bogdanović),107,94
381,4,4:22.0,R. O'Neale misses 3-pt jump shot from 23 ft,,107,94
382,4,4:19.0,,Defensive rebound by Team,107,94
383,4,4:19.0,Loose ball foul by D. Mitchell (drawn by J. Harris),,107,94
384,4,4:19.0,J. Ingles enters the game for E. Mudiay,,107,94
385,4,4:19.0,,J. Allen enters the game for D. Jordan,107,94
386,4,4:19.0,,C. LeVert enters the game for T. Prince,107,94
387,4,4:02.0,,K. Irving makes 3-pt jump shot from 25 ft,107,97
388,4,4:00.0,Utah full timeout,,107,97
389,4,3:48.0,D. Mitchell makes 2-pt layup from 1 ft,,109,97
390,4,3:32.0,,J. Harris misses 3-pt jump shot from 25 ft,109,97
391,4,3:29.0,Defensive rebound by R. O'Neale,,109,97
392,4,3:20.0,D. Mitchell makes 2-pt layup from 5 ft,,111,97
393,4,3:20.0,Shooting foul by C. LeVert (drawn by D. Mitchell),,111,97
394,4,3:20.0,D. Mitchell makes free throw 1 of 1,,112,97
395,4,3:06.0,,J. Harris makes 2-pt layup from 1 ft (assist by K. Irving),112,99
396,4,2:45.0,Turnover by R. O'Neale (step out of bounds),,112,99
397,4,2:29.0,,C. LeVert makes 2-pt layup at rim (assist by J. Harris),112,101
398,4,2:05.0,Turnover by J. Ingles (bad pass; steal by J. Harris),,112,101
399,4,2:00.0,,C. LeVert makes 2-pt layup from 1 ft,112,103
400,4,1:44.0,D. Mitchell makes 2-pt layup from 2 ft,,114,103
401,4,1:36.0,,K. Irving makes 2-pt jump shot from 2 ft,114,105
402,4,1:20.0,Personal foul by C. LeVert (drawn by D. Mitchell),,114,105
403,4,1:11.0,J. Ingles misses 3-pt jump shot from 24 ft,,114,105
404,4,1:06.0,,Defensive rebound by K. Irving,114,105
405,4,1:04.0,,K. Irving misses 3-pt jump shot from 26 ft,114,105
406,4,0:59.0,Defensive rebound by R. O'Neale,,114,105
407,4,0:48.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,114,105
408,4,0:45.0,Offensive rebound by R. Gobert,,114,105
409,4,0:45.0,B. Bogdanović makes 2-pt dunk from 1 ft (assist by R. Gobert),,116,105
410,4,0:45.0,,Brooklyn full timeout,116,105
411,4,0:40.0,,J. Harris makes 2-pt jump shot from 23 ft,116,107
412,4,0:39.0,Personal foul by J. Harris (drawn by D. Mitchell),,116,107
413,4,0:39.0,D. Mitchell makes free throw 1 of 2,,117,107
414,4,0:39.0,D. Mitchell makes free throw 2 of 2,,118,107
415,4,0:39.0,,Brooklyn full timeout,118,107
416,4,0:36.0,,J. Harris misses 3-pt jump shot from 25 ft,118,107
417,4,0:33.0,Defensive rebound by R. O'Neale,,118,107
418,4,0:10.0,Turnover by Team (shot clock),,118,107
