,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PHOENIX_ACTION,WASHINGTON_SCORE,PHOENIX_SCORE
66,1,4:39.0,,C. Diallo makes 2-pt jump shot from 12 ft (assist by D. Šarić),18,19
67,1,4:26.0,Turnover by M. Wagner (traveling),,18,19
68,1,4:26.0,D. Bertāns enters the game for R. Hachimura,,18,19
69,1,4:26.0,I. Smith enters the game for I. Thomas,,18,19
70,1,4:26.0,,E. Okobo enters the game for R. Rubio,18,19
71,1,4:12.0,,C. Diallo makes 2-pt dunk from 1 ft (assist by D. Booker),18,21
72,1,4:01.0,I. Smith makes 2-pt jump shot from 16 ft,,20,21
73,1,3:41.0,,E. Okobo makes 2-pt layup at rim (assist by D. Šarić),20,23
74,1,3:41.0,Washington full timeout,,20,23
75,1,3:23.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by I. Smith),,23,23
76,1,3:08.0,,Shooting foul by J. McRae (drawn by C. Diallo),23,23
77,1,3:08.0,,C. Diallo makes free throw 1 of 2,23,24
78,1,3:08.0,,M. Bridges enters the game for D. Šarić,23,24
79,1,3:08.0,,C. Diallo makes free throw 2 of 2,23,25
80,1,2:56.0,D. Bertāns makes 3-pt jump shot from 28 ft (assist by M. Wagner),,26,25
81,1,2:41.0,,E. Okobo misses 3-pt jump shot from 25 ft,26,25
82,1,2:37.0,Defensive rebound by M. Wagner,,26,25
83,1,2:30.0,I. Smith makes 2-pt layup from 1 ft (assist by M. Wagner),,28,25
84,1,2:20.0,,C. Johnson makes 2-pt jump shot from 22 ft (assist by C. Diallo),28,27
85,1,2:08.0,J. McRae makes 3-pt jump shot from 23 ft (assist by I. Smith),,31,27
86,1,1:50.0,,E. Okobo makes 3-pt jump shot from 25 ft (assist by C. Johnson),31,30
87,1,1:40.0,I. Smith misses 2-pt layup from 2 ft,,31,30
88,1,1:38.0,,Defensive rebound by C. Diallo,31,30
89,1,1:33.0,,Turnover by D. Booker (lost ball; steal by I. Smith),31,30
90,1,1:26.0,B. Beal misses 2-pt jump shot from 11 ft,,31,30
91,1,1:22.0,,Defensive rebound by C. Diallo,31,30
92,1,1:17.0,,E. Okobo makes 2-pt layup from 1 ft,31,32
93,1,0:58.0,M. Wagner makes 2-pt hook shot from 2 ft (assist by J. McRae),,33,32
94,1,0:42.0,,C. Diallo makes 2-pt layup from 1 ft (assist by D. Booker),33,34
95,1,0:38.0,Personal foul by C. Johnson (drawn by D. Bertāns),,33,34
96,1,0:38.0,,T. Johnson enters the game for D. Booker,33,34
97,1,0:30.0,D. Bertāns makes 3-pt jump shot from 28 ft (assist by I. Smith),,36,34
98,1,0:14.0,,Turnover by C. Diallo (bad pass; steal by M. Wagner),36,34
99,2,11:43.0,,Turnover by E. Okobo (bad pass; steal by M. Wagner),36,34
100,2,11:29.0,Turnover by I. Smith (lost ball; steal by E. Okobo),,36,34
101,2,11:21.0,,K. Oubre makes 2-pt jump shot from 23 ft,36,36
102,2,11:08.0,M. Wagner makes 2-pt layup at rim (assist by J. McRae),,38,36
103,2,10:51.0,,C. Diallo makes 2-pt layup from 3 ft (assist by E. Okobo),38,38
104,2,10:51.0,,Shooting foul by D. Bertāns (drawn by C. Diallo),38,38
105,2,10:51.0,,C. Diallo makes free throw 1 of 1,38,39
106,2,10:39.0,J. McRae makes 2-pt jump shot from 12 ft,,40,39
107,2,10:22.0,,T. Johnson misses 2-pt layup from 1 ft (block by I. Bonga),40,39
108,2,10:18.0,Defensive rebound by I. Smith,,40,39
109,2,10:18.0,Shooting foul by C. Johnson (drawn by D. Bertāns),,40,39
110,2,10:18.0,I. Smith makes free throw 1 of 2,,41,39
111,2,10:18.0,,M. Bridges enters the game for C. Johnson,41,39
112,2,10:18.0,I. Smith makes free throw 2 of 2,,42,39
113,2,10:05.0,,K. Oubre makes 3-pt jump shot from 27 ft (assist by E. Okobo),42,42
114,2,9:52.0,Offensive foul by M. Wagner (drawn by K. Oubre),,42,42
115,2,9:52.0,Turnover by M. Wagner (offensive foul),,42,42
116,2,9:36.0,,M. Bridges misses 2-pt dunk from 1 ft,42,42
117,2,9:33.0,Defensive rebound by I. Smith,,42,42
118,2,9:28.0,M. Wagner misses 3-pt jump shot from 26 ft,,42,42
119,2,9:24.0,,Defensive rebound by T. Johnson,42,42
120,2,9:19.0,,E. Okobo misses 2-pt layup from 2 ft,42,42
121,2,9:16.0,,Offensive rebound by E. Okobo,42,42
122,2,9:15.0,,C. Diallo makes 2-pt layup from 1 ft (assist by E. Okobo),42,44
123,2,8:52.0,J. McRae makes 3-pt jump shot from 26 ft,,45,44
124,2,8:26.0,,K. Oubre makes 2-pt jump shot from 10 ft (assist by E. Okobo),45,46
125,2,8:17.0,I. Smith makes 2-pt layup at rim,,47,46
126,2,8:01.0,,T. Johnson makes 3-pt jump shot from 27 ft,47,49
127,2,7:42.0,M. Wagner makes 3-pt jump shot from 25 ft (assist by D. Bertāns),,50,49
128,2,7:42.0,,Phoenix full timeout,50,49
129,2,7:42.0,B. Beal enters the game for I. Bonga,,50,49
130,2,7:42.0,T. Bryant enters the game for M. Wagner,,50,49
131,2,7:42.0,,F. Kaminsky enters the game for C. Diallo,50,49
132,2,7:27.0,,E. Okobo misses 2-pt jump shot from 14 ft,50,49
133,2,7:24.0,Defensive rebound by I. Smith,,50,49
134,2,7:20.0,Shooting foul by E. Okobo (drawn by B. Beal),,50,49
135,2,7:20.0,B. Beal makes free throw 1 of 2,,51,49
136,2,7:20.0,,R. Rubio enters the game for E. Okobo,51,49
137,2,7:20.0,B. Beal makes free throw 2 of 2,,52,49
138,2,7:12.0,,Offensive foul by K. Oubre (drawn by J. McRae),52,49
139,2,7:12.0,,Turnover by K. Oubre (offensive foul),52,49
140,2,6:54.0,J. McRae misses 2-pt layup from 8 ft,,52,49
141,2,6:53.0,Offensive rebound by Team,,52,49
142,2,6:53.0,,Loose ball foul by R. Rubio (drawn by J. McRae),52,49
143,2,6:53.0,R. Hachimura enters the game for J. McRae,,52,49
144,2,6:53.0,,D. Booker enters the game for M. Bridges,52,49
145,2,6:53.0,,D. Šarić enters the game for K. Oubre,52,49
146,2,6:36.0,T. Bryant makes 2-pt jump shot from 20 ft (assist by B. Beal),,54,49
147,2,6:29.0,,Turnover by R. Rubio (bad pass; steal by I. Smith),54,49
148,2,6:23.0,T. Bryant misses 2-pt jump shot from 19 ft,,54,49
149,2,6:22.0,Offensive rebound by D. Bertāns,,54,49
150,2,6:22.0,Personal foul by R. Rubio (drawn by D. Bertāns),,54,49
151,2,6:09.0,I. Smith makes 3-pt jump shot from 26 ft,,57,49
152,2,5:53.0,,R. Rubio makes 2-pt jump shot from 12 ft,57,51
153,2,5:53.0,,M. Bridges enters the game for T. Johnson,57,51
154,2,5:44.0,Washington full timeout,,57,51
155,2,5:44.0,,T. Johnson enters the game for M. Bridges,57,51
156,2,5:44.0,Instant Replay (Challenge: Ruling Stands),,57,51
157,2,5:44.0,,M. Bridges enters the game for T. Johnson,57,51
158,2,5:42.0,B. Beal makes 3-pt jump shot from 26 ft (assist by D. Bertāns),,60,51
159,2,5:24.0,,D. Booker makes 2-pt jump shot from 20 ft,60,53
160,2,5:15.0,I. Smith makes 3-pt jump shot from 23 ft,,63,53
161,2,5:02.0,,R. Rubio makes 2-pt jump shot from 7 ft,63,55
162,2,4:51.0,D. Bertāns misses 3-pt jump shot from 27 ft,,63,55
163,2,4:51.0,Offensive rebound by Team,,63,55
164,2,4:51.0,I. Thomas enters the game for D. Bertāns,,63,55
165,2,4:40.0,T. Bryant makes 2-pt dunk from 1 ft (assist by B. Beal),,65,55
166,2,4:26.0,,F. Kaminsky misses 2-pt layup from 1 ft (block by R. Hachimura),65,55
167,2,4:23.0,,Offensive rebound by D. Šarić,65,55
168,2,4:22.0,,D. Šarić makes 2-pt layup from 1 ft,65,57
169,2,4:14.0,I. Smith misses 3-pt jump shot from 23 ft,,65,57
170,2,4:10.0,,Defensive rebound by D. Šarić,65,57
171,2,4:03.0,,Turnover by D. Šarić (bad pass; steal by I. Thomas),65,57
172,2,3:52.0,Turnover by I. Thomas (bad pass; steal by F. Kaminsky),,65,57
173,2,3:44.0,,Offensive foul by R. Rubio (drawn by R. Hachimura),65,57
174,2,3:44.0,,Turnover by R. Rubio (offensive foul),65,57
175,2,3:44.0,,C. Johnson enters the game for M. Bridges,65,57
176,2,3:44.0,,E. Okobo enters the game for R. Rubio,65,57
177,2,3:25.0,B. Beal makes 2-pt layup at rim,,67,57
178,2,3:14.0,,D. Booker makes 2-pt layup at rim (assist by F. Kaminsky),67,59
179,2,3:02.0,I. Thomas misses 2-pt jump shot from 6 ft,,67,59
180,2,3:00.0,,Defensive rebound by F. Kaminsky,67,59
181,2,2:55.0,,D. Booker makes 3-pt jump shot from 26 ft,67,62
182,2,2:47.0,R. Hachimura makes 2-pt dunk at rim (assist by I. Smith),,69,62
183,2,2:33.0,,D. Booker makes 2-pt layup from 1 ft (assist by E. Okobo),69,64
184,2,2:13.0,T. Bryant makes 3-pt jump shot from 24 ft (assist by I. Smith),,72,64
185,2,1:55.0,,D. Booker makes 2-pt jump shot from 12 ft,72,66
186,2,1:33.0,B. Beal misses 3-pt jump shot from 24 ft,,72,66
187,2,1:31.0,,Defensive rebound by D. Šarić,72,66
188,2,1:17.0,,F. Kaminsky misses 2-pt layup from 1 ft,72,66
189,2,1:15.0,Defensive rebound by T. Bryant,,72,66
190,2,1:12.0,R. Hachimura misses 2-pt layup from 1 ft (block by D. Booker),,72,66
191,2,1:12.0,Offensive rebound by Team,,72,66
192,2,1:12.0,J. McRae enters the game for I. Smith,,72,66
193,2,1:12.0,,C. Diallo enters the game for F. Kaminsky,72,66
194,2,1:07.0,B. Beal misses 2-pt jump shot from 14 ft,,72,66
195,2,1:07.0,,Defensive rebound by Team,72,66
196,2,0:52.0,,C. Johnson makes 3-pt jump shot from 23 ft (assist by D. Booker),72,69
197,2,0:32.0,R. Hachimura misses 3-pt jump shot from 24 ft,,72,69
198,2,0:29.0,Offensive rebound by R. Hachimura,,72,69
199,2,0:22.0,I. Thomas makes 2-pt jump shot from 3 ft (assist by T. Bryant),,74,69
200,2,0:00.0,,D. Booker misses 2-pt layup from 5 ft (block by B. Beal),74,69
201,2,0:00.0,Defensive rebound by B. Beal,,74,69
202,3,11:51.0,,K. Oubre misses 2-pt dunk from 1 ft,74,69
203,3,11:50.0,Defensive rebound by R. Hachimura,,74,69
204,3,11:35.0,I. Thomas makes 3-pt jump shot from 23 ft,,77,69
205,3,11:21.0,,R. Rubio makes 2-pt jump shot from 17 ft,77,71
206,3,11:05.0,B. Beal makes 3-pt jump shot from 23 ft (assist by I. Thomas),,80,71
207,3,10:53.0,,R. Rubio misses 3-pt jump shot from 25 ft,80,71
208,3,10:50.0,Defensive rebound by T. Bryant,,80,71
209,3,10:44.0,Shooting foul by F. Kaminsky (drawn by T. Bryant),,80,71
210,3,10:44.0,T. Bryant makes free throw 1 of 2,,81,71
211,3,10:44.0,T. Bryant makes free throw 2 of 2,,82,71
212,3,10:35.0,,Turnover by D. Booker (bad pass),82,71
213,3,10:27.0,T. Bryant makes 2-pt dunk at rim (assist by B. Beal),,84,71
214,3,10:27.0,,Phoenix full timeout,84,71
215,3,10:16.0,,D. Šarić misses 3-pt jump shot from 23 ft,84,71
216,3,10:11.0,Defensive rebound by I. Thomas,,84,71
217,3,9:59.0,T. Brown makes 3-pt jump shot from 23 ft (assist by B. Beal),,87,71
218,3,9:43.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,87,71
219,3,9:40.0,Defensive rebound by T. Bryant,,87,71
220,3,9:29.0,R. Hachimura misses 2-pt layup from 5 ft (block by F. Kaminsky),,87,71
221,3,9:29.0,Offensive rebound by Team,,87,71
222,3,9:29.0,,C. Diallo enters the game for F. Kaminsky,87,71
223,3,9:24.0,I. Thomas misses 3-pt jump shot from 26 ft,,87,71
224,3,9:22.0,,Defensive rebound by K. Oubre,87,71
225,3,9:17.0,,Turnover by K. Oubre (lost ball; steal by T. Brown),87,71
226,3,9:12.0,B. Beal makes 3-pt jump shot from 22 ft (assist by T. Bryant),,90,71
227,3,8:54.0,,D. Booker makes 2-pt layup from 1 ft,90,73
228,3,8:54.0,,Shooting foul by B. Beal (drawn by D. Booker),90,73
229,3,8:54.0,,D. Booker makes free throw 1 of 1,90,74
230,3,8:36.0,I. Thomas misses 3-pt jump shot from 26 ft,,90,74
231,3,8:33.0,,Defensive rebound by K. Oubre,90,74
232,3,8:26.0,,K. Oubre misses 2-pt jump shot from 7 ft,90,74
233,3,8:24.0,Defensive rebound by T. Bryant,,90,74
234,3,8:18.0,T. Brown makes 2-pt layup from 1 ft (assist by I. Thomas),,92,74
235,3,8:08.0,,R. Rubio misses 3-pt jump shot from 25 ft,92,74
236,3,8:04.0,Defensive rebound by R. Hachimura,,92,74
237,3,7:50.0,I. Thomas makes 2-pt jump shot from 9 ft,,94,74
238,3,7:50.0,,C. Johnson enters the game for K. Oubre,94,74
239,3,7:31.0,,Turnover by D. Booker (lost ball; steal by B. Beal),94,74
240,3,7:30.0,Shooting foul by D. Booker (drawn by B. Beal),,94,74
241,3,7:30.0,B. Beal makes free throw 1 of 2,,95,74
242,3,7:30.0,B. Beal misses free throw 2 of 2,,95,74
243,3,7:28.0,,Defensive rebound by C. Diallo,95,74
244,3,7:11.0,,D. Šarić misses 3-pt jump shot from 26 ft,95,74
245,3,7:08.0,,Offensive rebound by C. Diallo,95,74
246,3,7:07.0,,C. Diallo makes 2-pt layup from 1 ft,95,76
247,3,6:46.0,T. Brown misses 2-pt jump shot from 18 ft,,95,76
248,3,6:43.0,,Defensive rebound by C. Diallo,95,76
249,3,6:39.0,,D. Booker misses 3-pt jump shot from 26 ft,95,76
250,3,6:39.0,,Offensive rebound by D. Šarić,95,76
251,3,6:38.0,,Shooting foul by R. Hachimura (drawn by D. Šarić),95,76
252,3,6:38.0,,D. Šarić makes free throw 1 of 2,95,77
253,3,6:38.0,,D. Šarić makes free throw 2 of 2,95,78
254,3,6:32.0,I. Thomas misses 3-pt jump shot from 27 ft,,95,78
255,3,6:28.0,,Defensive rebound by C. Diallo,95,78
256,3,6:24.0,,R. Rubio makes 2-pt layup from 1 ft,95,80
257,3,6:24.0,Violation by Team (def goaltending),,95,80
258,3,6:02.0,B. Beal makes 2-pt layup from 1 ft,,97,80
259,3,5:51.0,,D. Booker makes 2-pt layup from 2 ft,97,82
260,3,5:30.0,R. Hachimura misses 2-pt jump shot from 7 ft,,97,82
261,3,5:28.0,,Defensive rebound by C. Johnson,97,82
262,3,5:14.0,,D. Booker makes 3-pt jump shot from 25 ft,97,85
263,3,5:13.0,Washington full timeout,,97,85
264,3,5:02.0,B. Beal makes 2-pt jump shot from 13 ft,,99,85
265,3,4:46.0,,D. Booker misses 2-pt jump shot from 17 ft,99,85
266,3,4:43.0,,Offensive rebound by D. Šarić,99,85
267,3,4:40.0,,D. Booker misses 2-pt jump shot from 13 ft,99,85
268,3,4:37.0,Defensive rebound by I. Thomas,,99,85
269,3,4:26.0,B. Beal misses 2-pt jump shot from 16 ft,,99,85
270,3,4:23.0,,Defensive rebound by C. Diallo,99,85
271,3,4:18.0,,C. Johnson misses 3-pt jump shot from 23 ft,99,85
272,3,4:15.0,Defensive rebound by T. Brown,,99,85
273,3,3:56.0,I. Thomas misses 3-pt jump shot from 25 ft,,99,85
274,3,3:53.0,,Defensive rebound by C. Diallo,99,85
275,3,3:48.0,,Personal foul by I. Thomas (drawn by R. Rubio),99,85
276,3,3:48.0,D. Bertāns enters the game for T. Brown,,99,85
277,3,3:48.0,I. Smith enters the game for I. Thomas,,99,85
278,3,3:48.0,,E. Okobo enters the game for R. Rubio,99,85
279,3,3:38.0,,C. Johnson makes 2-pt jump shot from 19 ft (assist by E. Okobo),99,87
280,3,3:16.0,R. Hachimura makes 2-pt dunk at rim (assist by T. Bryant),,101,87
281,3,2:54.0,,Turnover by D. Šarić (lost ball; steal by I. Smith),101,87
282,3,2:50.0,D. Bertāns misses 3-pt jump shot from 25 ft,,101,87
283,3,2:47.0,,Defensive rebound by C. Diallo,101,87
284,3,2:42.0,,D. Booker misses 3-pt jump shot from 25 ft,101,87
285,3,2:37.0,Defensive rebound by R. Hachimura,,101,87
286,3,2:27.0,Turnover by I. Smith (bad pass; steal by D. Booker),,101,87
287,3,2:23.0,,C. Johnson makes 2-pt layup from 1 ft (assist by E. Okobo),101,89
288,3,2:17.0,D. Bertāns misses 3-pt jump shot from 26 ft,,101,89
289,3,2:14.0,,Defensive rebound by D. Booker,101,89
290,3,2:05.0,,E. Okobo makes 3-pt jump shot from 26 ft (assist by D. Booker),101,92
291,3,1:38.0,B. Beal makes 3-pt jump shot from 26 ft (assist by T. Bryant),,104,92
292,3,1:15.0,,D. Šarić misses 2-pt jump shot from 4 ft,104,92
293,3,1:13.0,Defensive rebound by T. Bryant,,104,92
294,3,0:56.0,B. Beal makes 2-pt layup at rim,,106,92
295,3,0:33.0,,E. Okobo makes 3-pt jump shot from 25 ft (assist by D. Booker),106,95
296,3,0:10.0,D. Bertāns misses 3-pt jump shot from 26 ft,,106,95
297,3,0:05.0,Offensive rebound by T. Bryant,,106,95
298,3,0:05.0,T. Bryant makes 2-pt layup from 1 ft,,108,95
299,3,0:00.0,,E. Okobo misses 3-pt jump shot from 33 ft,108,95
300,3,0:00.0,,Offensive rebound by Team,108,95
301,4,11:45.0,Turnover by M. Wagner (bad pass; steal by C. Johnson),,108,95
302,4,11:40.0,,M. Bridges misses 2-pt layup from 1 ft,108,95
303,4,11:34.0,,Offensive rebound by C. Diallo,108,95
304,4,11:34.0,,C. Diallo makes 2-pt layup at rim,108,97
305,4,11:22.0,D. Bertāns makes 2-pt dunk from 1 ft (assist by J. McRae),,110,97
306,4,11:07.0,,C. Johnson misses 3-pt jump shot from 26 ft,110,97
307,4,11:04.0,Defensive rebound by I. Smith,,110,97
308,4,11:00.0,I. Smith makes 2-pt jump shot from 8 ft,,112,97
309,4,11:00.0,Shooting foul by E. Okobo (drawn by I. Smith),,112,97
310,4,11:00.0,I. Smith makes free throw 1 of 1,,113,97
311,4,10:49.0,,T. Johnson makes 2-pt jump shot from 19 ft (assist by E. Okobo),113,99
312,4,10:31.0,J. McRae misses 3-pt jump shot from 26 ft,,113,99
313,4,10:28.0,,Defensive rebound by C. Johnson,113,99
314,4,10:18.0,,C. Johnson makes 3-pt jump shot from 25 ft (assist by T. Johnson),113,102
315,4,9:55.0,R. Hachimura misses 2-pt layup from 6 ft (block by M. Bridges),,113,102
316,4,9:55.0,,Defensive rebound by M. Bridges,113,102
317,4,9:45.0,,T. Johnson makes 2-pt jump shot from 12 ft,113,104
318,4,9:45.0,Washington full timeout,,113,104
319,4,9:30.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by I. Smith),,116,104
320,4,9:12.0,,C. Diallo misses 2-pt layup from 1 ft,116,104
321,4,9:10.0,Defensive rebound by M. Wagner,,116,104
322,4,9:04.0,I. Smith makes 2-pt layup from 1 ft,,118,104
323,4,8:52.0,,Shooting foul by M. Wagner (drawn by T. Johnson),118,104
324,4,8:52.0,,T. Johnson makes free throw 1 of 2,118,105
325,4,8:52.0,,K. Oubre enters the game for M. Bridges,118,105
326,4,8:52.0,,D. Šarić enters the game for C. Diallo,118,105
327,4,8:52.0,,T. Johnson makes free throw 2 of 2,118,106
328,4,8:33.0,Turnover by J. McRae (lost ball; steal by T. Johnson),,118,106
329,4,8:29.0,,C. Johnson makes 3-pt jump shot from 25 ft (assist by T. Johnson),118,109
330,4,8:09.0,I. Smith misses 2-pt jump shot from 18 ft,,118,109
331,4,8:05.0,,Defensive rebound by T. Johnson,118,109
332,4,8:00.0,,Turnover by C. Johnson (bad pass),118,109
333,4,8:00.0,B. Beal enters the game for R. Hachimura,,118,109
334,4,7:51.0,Shooting foul by K. Oubre (drawn by D. Bertāns),,118,109
335,4,7:51.0,D. Bertāns makes free throw 1 of 2,,119,109
336,4,7:51.0,,D. Booker enters the game for E. Okobo,119,109
337,4,7:51.0,D. Bertāns makes free throw 2 of 2,,120,109
338,4,7:42.0,,Shooting foul by I. Smith (drawn by T. Johnson),120,109
339,4,7:42.0,,T. Johnson makes free throw 1 of 2,120,110
340,4,7:42.0,Defensive rebound by Team,,120,110
341,4,7:42.0,,T. Johnson misses free throw 2 of 2,120,110
342,4,7:25.0,B. Beal misses 2-pt jump shot from 9 ft,,120,110
343,4,7:23.0,,Defensive rebound by T. Johnson,120,110
344,4,7:19.0,,D. Šarić makes 3-pt jump shot from 26 ft (assist by T. Johnson),120,113
345,4,6:54.0,I. Smith makes 2-pt jump shot from 12 ft,,122,113
346,4,6:45.0,,D. Šarić misses 3-pt jump shot from 25 ft,122,113
347,4,6:42.0,Defensive rebound by D. Bertāns,,122,113
348,4,6:36.0,M. Wagner makes 2-pt dunk at rim (assist by I. Smith),,124,113
349,4,6:28.0,,T. Johnson misses 3-pt jump shot from 26 ft,124,113
350,4,6:25.0,,Offensive rebound by D. Šarić,124,113
351,4,6:25.0,,D. Šarić misses 2-pt layup from 1 ft (block by D. Bertāns),124,113
352,4,6:22.0,Defensive rebound by M. Wagner,,124,113
353,4,6:12.0,J. McRae misses 3-pt jump shot from 24 ft,,124,113
354,4,6:09.0,,Defensive rebound by D. Šarić,124,113
355,4,6:01.0,,Shooting foul by M. Wagner (drawn by T. Johnson),124,113
356,4,6:01.0,,T. Johnson makes free throw 1 of 2,124,114
357,4,6:01.0,T. Bryant enters the game for M. Wagner,,124,114
358,4,6:01.0,,R. Rubio enters the game for C. Johnson,124,114
359,4,6:01.0,,T. Johnson misses free throw 2 of 2,124,114
360,4,6:00.0,Defensive rebound by Team,,124,114
361,4,6:00.0,,Loose ball foul by D. Šarić (drawn by T. Bryant),124,114
362,4,5:48.0,Turnover by B. Beal (lost ball; steal by D. Šarić),,124,114
363,4,5:38.0,,K. Oubre misses 2-pt layup from 1 ft,124,114
364,4,5:36.0,,Offensive rebound by D. Šarić,124,114
365,4,5:35.0,,T. Johnson misses 3-pt jump shot from 25 ft,124,114
366,4,5:33.0,Defensive rebound by B. Beal,,124,114
367,4,5:28.0,T. Bryant misses 2-pt layup from 1 ft (block by D. Šarić),,124,114
368,4,5:26.0,,Defensive rebound by D. Booker,124,114
369,4,5:24.0,,Shooting foul by D. Bertāns (drawn by D. Booker),124,114
370,4,5:24.0,,D. Booker makes free throw 1 of 2,124,115
371,4,5:24.0,I. Thomas enters the game for I. Smith,,124,115
372,4,5:24.0,,D. Booker makes free throw 2 of 2,124,116
373,4,5:05.0,B. Beal misses 3-pt jump shot from 25 ft,,124,116
374,4,5:02.0,Offensive rebound by D. Bertāns,,124,116
375,4,5:00.0,Turnover by D. Bertāns (traveling),,124,116
376,4,5:00.0,,Phoenix full timeout,124,116
