,QUARTER,TIME_REMAINING,PORTLAND_ACTION,WASHINGTON_ACTION,PORTLAND_SCORE,WASHINGTON_SCORE
388,4,8:57.0,G. Trent misses 3-pt jump shot from 29 ft,,95,87
389,4,8:55.0,,Defensive rebound by Team,95,87
390,4,8:40.0,,Turnover by J. McRae (bad pass; steal by K. Bazemore),95,87
391,4,8:31.0,Personal foul by G. Payton (drawn by D. Lillard),,95,87
392,4,8:31.0,,T. Brown enters the game for A. Schofield,95,87
393,4,8:26.0,D. Lillard misses 2-pt jump shot from 18 ft,,95,87
394,4,8:21.0,Offensive rebound by H. Whiteside,,95,87
395,4,8:19.0,G. Trent makes 2-pt layup from 4 ft (assist by H. Whiteside),,97,87
396,4,8:00.0,,J. McRae makes 2-pt layup from 2 ft,97,89
397,4,7:42.0,D. Lillard makes 2-pt layup from 1 ft,,99,89
398,4,7:30.0,,Shooting foul by C. Anthony (drawn by T. Brown),99,89
399,4,7:30.0,,T. Brown misses free throw 1 of 2,99,89
400,4,7:30.0,,Offensive rebound by Team,99,89
401,4,7:30.0,,T. Brown makes free throw 2 of 2,99,90
402,4,7:14.0,Personal foul by A. Pasečņiks (drawn by D. Lillard),,99,90
403,4,7:14.0,C. McCollum enters the game for G. Trent,,99,90
404,4,7:00.0,D. Lillard makes 2-pt hook shot from 7 ft,,101,90
405,4,6:59.0,,Washington full timeout,101,90
406,4,6:59.0,,I. Mahinmi enters the game for G. Mathews,101,90
407,4,6:59.0,,I. Smith enters the game for A. Pasečņiks,101,90
408,4,6:39.0,,J. McRae makes 3-pt jump shot from 26 ft (assist by I. Mahinmi),101,93
409,4,6:23.0,C. McCollum misses 2-pt jump shot from 2 ft,,101,93
410,4,6:22.0,Offensive rebound by C. Anthony,,101,93
411,4,6:22.0,C. Anthony makes 2-pt dunk at rim,,103,93
412,4,6:12.0,,Personal foul by K. Bazemore (drawn by I. Mahinmi),103,93
413,4,6:00.0,,Personal foul by C. Anthony (drawn by I. Mahinmi),103,93
414,4,5:54.0,,J. McRae makes 3-pt jump shot from 29 ft (assist by G. Payton),103,96
415,4,5:29.0,D. Lillard makes 2-pt jump shot from 13 ft,,105,96
416,4,5:16.0,,I. Mahinmi misses 2-pt hook shot from 7 ft,105,96
417,4,5:14.0,Defensive rebound by H. Whiteside,,105,96
418,4,5:05.0,D. Lillard makes 3-pt jump shot from 32 ft,,108,96
419,4,5:04.0,,Washington full timeout,108,96
420,4,4:54.0,,Shooting foul by H. Whiteside (drawn by I. Mahinmi),108,96
421,4,4:54.0,,I. Mahinmi misses free throw 1 of 2,108,96
422,4,4:54.0,,Offensive rebound by Team,108,96
423,4,4:54.0,,I. Mahinmi makes free throw 2 of 2,108,97
424,4,4:37.0,Shooting foul by T. Brown (drawn by H. Whiteside),,108,97
425,4,4:37.0,H. Whiteside makes free throw 1 of 2,,109,97
426,4,4:37.0,H. Whiteside makes free throw 2 of 2,,110,97
427,4,4:26.0,,J. McRae misses 2-pt jump shot from 19 ft,110,97
428,4,4:24.0,Defensive rebound by H. Whiteside,,110,97
429,4,4:11.0,C. Anthony makes 3-pt jump shot from 23 ft (assist by D. Lillard),,113,97
430,4,3:51.0,,T. Brown misses 3-pt jump shot from 25 ft,113,97
431,4,3:48.0,Defensive rebound by H. Whiteside,,113,97
432,4,3:30.0,H. Whiteside misses 2-pt jump shot from 12 ft,,113,97
433,4,3:30.0,Offensive rebound by Team,,113,97
434,4,3:30.0,,Loose ball foul by I. Smith (drawn by K. Bazemore),113,97
435,4,3:30.0,Portland full timeout,,113,97
436,4,3:26.0,D. Lillard misses 2-pt layup from 1 ft (block by I. Mahinmi),,113,97
437,4,3:25.0,Offensive rebound by H. Whiteside,,113,97
438,4,3:25.0,H. Whiteside misses 2-pt layup from 2 ft,,113,97
439,4,3:21.0,,Defensive rebound by T. Brown,113,97
440,4,3:10.0,,Shooting foul by H. Whiteside (drawn by I. Mahinmi),113,97
441,4,3:10.0,,I. Mahinmi misses free throw 1 of 2,113,97
442,4,3:10.0,,Offensive rebound by Team,113,97
443,4,3:10.0,,I. Mahinmi misses free throw 2 of 2,113,97
444,4,3:08.0,Defensive rebound by Team,,113,97
445,4,2:54.0,Shooting foul by I. Mahinmi (drawn by D. Lillard),,113,97
446,4,2:54.0,D. Lillard makes free throw 1 of 2,,114,97
447,4,2:54.0,,G. Mathews enters the game for I. Mahinmi,114,97
448,4,2:54.0,D. Lillard makes free throw 2 of 2,,115,97
449,4,2:47.0,,T. Brown makes 2-pt layup from 2 ft (assist by I. Smith),115,99
450,4,2:23.0,Turnover by C. McCollum (bad pass; steal by I. Smith),,115,99
451,4,2:18.0,,G. Payton misses 3-pt jump shot from 25 ft,115,99
452,4,2:15.0,Defensive rebound by C. McCollum,,115,99
453,4,2:10.0,Personal foul by J. McRae (drawn by D. Lillard),,115,99
454,4,2:10.0,,I. Bonga enters the game for T. Brown,115,99
455,4,2:10.0,,A. Schofield enters the game for J. McRae,115,99
456,4,2:10.0,D. Lillard makes free throw 1 of 2,,116,99
457,4,2:10.0,D. Lillard makes free throw 2 of 2,,117,99
458,4,2:02.0,,I. Smith makes 2-pt jump shot from 3 ft (assist by G. Mathews),117,101
459,4,1:45.0,H. Whiteside misses 2-pt hook shot from 9 ft,,117,101
460,4,1:44.0,,Defensive rebound by I. Bonga,117,101
461,4,1:37.0,,Turnover by G. Payton (bad pass),117,101
462,4,1:37.0,J. Hoard enters the game for C. Anthony,,117,101
463,4,1:24.0,H. Whiteside makes 2-pt jump shot from 13 ft (assist by C. McCollum),,119,101
464,4,1:11.0,,G. Payton misses 2-pt hook shot from 5 ft,119,101
465,4,1:11.0,,Offensive rebound by I. Bonga,119,101
466,4,1:11.0,,I. Bonga makes 2-pt layup from 1 ft,119,103
467,4,0:52.0,H. Whiteside makes 2-pt hook shot from 4 ft (assist by K. Bazemore),,121,103
468,4,0:52.0,Shooting foul by A. Schofield (drawn by H. Whiteside),,121,103
469,4,0:52.0,N. Little enters the game for K. Bazemore,,121,103
470,4,0:52.0,A. Simons enters the game for D. Lillard,,121,103
471,4,0:52.0,G. Trent enters the game for C. McCollum,,121,103
472,4,0:52.0,H. Whiteside makes free throw 1 of 1,,122,103
473,4,0:40.0,,A. Schofield misses 2-pt layup from 3 ft (block by H. Whiteside),122,103
474,4,0:39.0,Defensive rebound by Team,,122,103
475,4,0:39.0,A. Tolliver enters the game for H. Whiteside,,122,103
476,4,0:39.0,,J. Williams enters the game for I. Smith,122,103
477,4,0:21.0,N. Little misses 2-pt layup from 4 ft,,122,103
478,4,0:17.0,,Defensive rebound by A. Schofield,122,103
479,4,0:12.0,,I. Bonga misses 3-pt jump shot from 25 ft,122,103
480,4,0:08.0,Defensive rebound by N. Little,,122,103
