,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,UTAH_ACTION,LA LAKERS_SCORE,UTAH_SCORE
126,2,10:25.0,,D. Mitchell enters the game for E. Mudiay,37,26
127,2,10:11.0,Turnover by A. Caruso (bad pass),,37,26
128,2,9:50.0,,G. Niang misses 3-pt jump shot from 25 ft,37,26
129,2,9:47.0,Defensive rebound by D. Howard,,37,26
130,2,9:33.0,L. James makes 2-pt jump shot from 18 ft,,39,26
131,2,9:33.0,Shooting foul by D. Exum (drawn by L. James),,39,26
132,2,9:33.0,,B. Bogdanović enters the game for G. Niang,39,26
133,2,9:33.0,L. James makes free throw 1 of 1,,40,26
134,2,9:21.0,,D. Mitchell makes 3-pt jump shot from 28 ft (assist by R. Gobert),40,29
135,2,9:12.0,L. James makes 3-pt jump shot from 26 ft (assist by R. Rondo),,43,29
136,2,8:58.0,,D. Mitchell misses 2-pt jump shot from 14 ft,43,29
137,2,8:56.0,Defensive rebound by R. Rondo,,43,29
138,2,8:51.0,L. James misses 3-pt jump shot from 28 ft,,43,29
139,2,8:47.0,,Defensive rebound by D. Mitchell,43,29
140,2,8:44.0,,Shooting foul by A. Caruso (drawn by R. Gobert),43,29
141,2,8:44.0,,R. Gobert makes free throw 1 of 2,43,30
142,2,8:44.0,D. Green enters the game for R. Rondo,,43,30
143,2,8:44.0,,R. O'Neale enters the game for D. Exum,43,30
144,2,8:44.0,,R. Gobert misses free throw 2 of 2,43,30
145,2,8:42.0,Defensive rebound by D. Howard,,43,30
146,2,8:31.0,L. James makes 2-pt jump shot from 19 ft,,45,30
147,2,8:21.0,,D. Mitchell misses 3-pt jump shot from 25 ft,45,30
148,2,8:19.0,,Offensive rebound by R. Gobert,45,30
149,2,8:17.0,,J. Green misses 2-pt layup from 3 ft (block by D. Howard),45,30
150,2,8:17.0,Defensive rebound by A. Caruso,,45,30
151,2,8:08.0,Shooting foul by R. Gobert (drawn by K. Kuzma),,45,30
152,2,8:08.0,,Utah full timeout,45,30
153,2,8:08.0,,Instant Replay (Challenge: Ruling Stands),45,30
154,2,8:08.0,,E. Davis enters the game for R. Gobert,45,30
155,2,8:08.0,K. Kuzma misses free throw 1 of 2,,45,30
156,2,8:08.0,Offensive rebound by Team,,45,30
157,2,8:08.0,K. Kuzma makes free throw 2 of 2,,46,30
158,2,7:49.0,,E. Davis misses 2-pt hook shot from 6 ft,46,30
159,2,7:47.0,Defensive rebound by D. Green,,46,30
160,2,7:34.0,L. James misses 2-pt jump shot from 6 ft,,46,30
161,2,7:33.0,Offensive rebound by Team,,46,30
162,2,7:33.0,,Loose ball foul by E. Davis (drawn by D. Howard),46,30
163,2,7:33.0,,D. Exum enters the game for D. Mitchell,46,30
164,2,7:27.0,L. James misses 2-pt jump shot from 14 ft,,46,30
165,2,7:23.0,Offensive rebound by D. Howard,,46,30
166,2,7:21.0,L. James misses 3-pt jump shot from 24 ft,,46,30
167,2,7:18.0,,Defensive rebound by R. O'Neale,46,30
168,2,7:14.0,,Turnover by B. Bogdanović (bad pass; steal by K. Kuzma),46,30
169,2,7:05.0,Offensive foul by L. James (drawn by R. O'Neale),,46,30
170,2,7:05.0,Turnover by L. James (offensive foul),,46,30
171,2,7:05.0,,G. Niang enters the game for J. Green,46,30
172,2,6:57.0,,D. Exum misses 2-pt layup from 5 ft,46,30
173,2,6:51.0,,Offensive rebound by E. Davis,46,30
174,2,6:51.0,,E. Davis makes 2-pt layup from 1 ft,46,32
175,2,6:35.0,Turnover by K. Kuzma (bad pass; steal by R. O'Neale),,46,32
176,2,6:31.0,,R. O'Neale misses 3-pt jump shot from 26 ft,46,32
177,2,6:29.0,,Offensive rebound by Team,46,32
178,2,6:29.0,R. Rondo enters the game for L. James,,46,32
179,2,6:20.0,,B. Bogdanović makes 3-pt jump shot from 29 ft,46,35
180,2,6:18.0,LA Lakers full timeout,,46,35
181,2,6:18.0,,D. Mitchell enters the game for D. Exum,46,35
182,2,5:56.0,R. Rondo misses 2-pt jump shot from 15 ft,,46,35
183,2,5:53.0,,Defensive rebound by D. Mitchell,46,35
184,2,5:45.0,,E. Davis misses 2-pt layup from 2 ft,46,35
185,2,5:43.0,Defensive rebound by D. Howard,,46,35
186,2,5:38.0,A. Caruso makes 3-pt jump shot from 25 ft,,49,35
187,2,5:18.0,,D. Mitchell makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),49,38
188,2,4:58.0,A. Caruso misses 3-pt jump shot from 26 ft,,49,38
189,2,4:53.0,Offensive rebound by D. Howard,,49,38
190,2,4:43.0,K. Kuzma misses 2-pt layup from 9 ft,,49,38
191,2,4:41.0,,Defensive rebound by R. O'Neale,49,38
192,2,4:38.0,,R. O'Neale misses 3-pt jump shot from 27 ft,49,38
193,2,4:34.0,Defensive rebound by A. Caruso,,49,38
194,2,4:14.0,D. Howard makes 2-pt dunk from 2 ft (assist by R. Rondo),,51,38
195,2,4:05.0,,Turnover by D. Mitchell (out of bounds lost ball),51,38
196,2,4:05.0,K. Caldwell-Pope enters the game for A. Caruso,,51,38
197,2,4:05.0,A. Davis enters the game for K. Kuzma,,51,38
198,2,4:05.0,,J. Green enters the game for G. Niang,51,38
199,2,3:53.0,Personal foul by E. Davis (drawn by D. Howard),,51,38
200,2,3:53.0,,D. Exum enters the game for E. Davis,51,38
201,2,3:39.0,Shooting foul by R. O'Neale (drawn by A. Davis),,51,38
202,2,3:39.0,A. Davis makes free throw 1 of 2,,52,38
203,2,3:39.0,A. Davis makes free throw 2 of 2,,53,38
204,2,3:31.0,,D. Mitchell makes 2-pt layup from 2 ft,53,40
205,2,3:31.0,,Shooting foul by K. Caldwell-Pope (drawn by D. Mitchell),53,40
206,2,3:31.0,,D. Mitchell makes free throw 1 of 1,53,41
207,2,3:24.0,,Loose ball foul by R. O'Neale (drawn by A. Davis),53,41
208,2,3:24.0,A. Davis makes free throw 1 of 2,,54,41
209,2,3:24.0,,E. Davis enters the game for D. Exum,54,41
210,2,3:24.0,A. Davis makes free throw 2 of 2,,55,41
211,2,3:10.0,,B. Bogdanović misses 2-pt jump shot from 13 ft,55,41
212,2,3:08.0,Defensive rebound by R. Rondo,,55,41
213,2,3:02.0,Turnover by R. Rondo (bad pass; steal by B. Bogdanović),,55,41
214,2,2:56.0,,R. O'Neale misses 2-pt layup from 3 ft (block by D. Green),55,41
215,2,2:55.0,Defensive rebound by R. Rondo,,55,41
216,2,2:55.0,Personal take foul by J. Green (drawn by R. Rondo),,55,41
217,2,2:55.0,R. Rondo makes free throw 1 of 2,,56,41
218,2,2:55.0,L. James enters the game for D. Howard,,56,41
219,2,2:55.0,R. Rondo makes free throw 2 of 2,,57,41
220,2,2:52.0,,Personal foul by D. Green (drawn by D. Mitchell),57,41
221,2,2:42.0,,D. Mitchell misses 2-pt layup from 4 ft,57,41
222,2,2:39.0,Defensive rebound by L. James,,57,41
223,2,2:36.0,L. James makes 2-pt layup from 3 ft,,59,41
224,2,2:24.0,,D. Mitchell makes 2-pt dunk from 1 ft,59,43
225,2,2:00.0,L. James misses 2-pt jump shot from 18 ft,,59,43
226,2,1:57.0,,Defensive rebound by R. O'Neale,59,43
227,2,1:42.0,,Personal foul by D. Green (drawn by B. Bogdanović),59,43
228,2,1:42.0,K. Kuzma enters the game for D. Green,,59,43
229,2,1:33.0,,D. Mitchell misses 3-pt jump shot from 25 ft,59,43
230,2,1:30.0,Defensive rebound by R. Rondo,,59,43
231,2,1:27.0,Turnover by R. Rondo (bad pass),,59,43
232,2,1:17.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Mitchell),59,46
233,2,0:50.0,L. James misses 2-pt jump shot from 21 ft,,59,46
234,2,0:46.0,,Defensive rebound by E. Davis,59,46
235,2,0:36.0,,D. Mitchell misses 2-pt jump shot from 9 ft,59,46
236,2,0:34.0,,Offensive rebound by Team,59,46
237,2,0:34.0,Loose ball foul by A. Davis (drawn by E. Davis),,59,46
238,2,0:34.0,,E. Davis misses free throw 1 of 2,59,46
239,2,0:34.0,,Offensive rebound by Team,59,46
240,2,0:34.0,D. Howard enters the game for A. Davis,,59,46
241,2,0:34.0,,E. Davis makes free throw 2 of 2,59,47
242,2,0:30.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by R. Rondo),,62,47
243,2,0:09.0,,D. Mitchell misses 2-pt layup from 3 ft,62,47
244,2,0:06.0,Defensive rebound by D. Howard,,62,47
245,2,0:03.0,K. Kuzma makes 3-pt jump shot from 27 ft (assist by R. Rondo),,65,47
246,2,0:00.0,,R. O'Neale misses 3-pt jump shot from 31 ft,65,47
247,2,0:00.0,,Offensive rebound by Team,65,47
248,3,11:45.0,,D. Mitchell makes 2-pt jump shot from 19 ft,65,49
249,3,11:29.0,J. McGee makes 2-pt dunk from 2 ft (assist by L. James),,67,49
250,3,11:15.0,,D. Mitchell makes 2-pt jump shot from 7 ft,67,51
251,3,10:59.0,L. James misses 3-pt jump shot from 27 ft,,67,51
252,3,10:56.0,,Defensive rebound by R. Gobert,67,51
253,3,10:48.0,,D. Mitchell makes 2-pt jump shot from 7 ft,67,53
254,3,10:27.0,Shooting foul by J. Green (drawn by A. Davis),,67,53
255,3,10:27.0,A. Davis makes free throw 1 of 2,,68,53
256,3,10:27.0,A. Davis misses free throw 2 of 2,,68,53
257,3,10:24.0,,Defensive rebound by B. Bogdanović,68,53
258,3,10:13.0,,R. Gobert makes 2-pt dunk from 4 ft (assist by B. Bogdanović),68,55
259,3,10:11.0,LA Lakers full timeout,,68,55
260,3,9:59.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,68,55
261,3,9:56.0,,Defensive rebound by J. Green,68,55
262,3,9:51.0,,J. Green makes 2-pt layup from 7 ft,68,57
263,3,9:29.0,A. Davis makes 2-pt jump shot from 8 ft,,70,57
264,3,9:11.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,70,57
265,3,9:08.0,Defensive rebound by A. Davis,,70,57
266,3,8:56.0,Personal foul by J. Green (drawn by A. Davis),,70,57
267,3,8:47.0,Turnover by D. Green (bad pass; steal by R. Gobert),,70,57
268,3,8:39.0,,B. Bogdanović misses 3-pt jump shot from 25 ft (block by A. Davis),70,57
269,3,8:35.0,Defensive rebound by J. McGee,,70,57
270,3,8:32.0,L. James makes 2-pt layup from 3 ft,,72,57
271,3,8:32.0,,Violation by Team (def goaltending),72,57
272,3,8:10.0,,J. Green misses 3-pt jump shot from 23 ft,72,57
273,3,8:08.0,,Offensive rebound by R. Gobert,72,57
274,3,8:05.0,,R. Gobert makes 2-pt layup from 2 ft,72,59
275,3,7:55.0,Personal foul by D. Mitchell (drawn by K. Caldwell-Pope),,72,59
276,3,7:55.0,,R. O'Neale enters the game for J. Green,72,59
277,3,7:49.0,K. Caldwell-Pope makes 2-pt layup from 3 ft (assist by L. James),,74,59
278,3,7:29.0,,D. Mitchell misses 3-pt jump shot from 28 ft,74,59
279,3,7:27.0,Defensive rebound by D. Green,,74,59
280,3,7:14.0,K. Caldwell-Pope misses 2-pt layup from 3 ft,,74,59
281,3,7:11.0,,Defensive rebound by D. Mitchell,74,59
282,3,7:05.0,,Turnover by R. O'Neale (bad pass; steal by A. Davis),74,59
283,3,7:02.0,Shooting foul by R. O'Neale (drawn by K. Caldwell-Pope),,74,59
284,3,7:02.0,K. Caldwell-Pope makes free throw 1 of 2,,75,59
285,3,7:02.0,K. Caldwell-Pope makes free throw 2 of 2,,76,59
286,3,6:52.0,,Turnover by J. Ingles (bad pass; steal by J. McGee),76,59
287,3,6:47.0,J. McGee makes 2-pt dunk from 3 ft (assist by L. James),,78,59
288,3,6:31.0,,Shooting foul by J. McGee (drawn by D. Mitchell),78,59
289,3,6:31.0,,D. Mitchell makes free throw 1 of 2,78,60
290,3,6:31.0,,D. Mitchell makes free throw 2 of 2,78,61
291,3,6:25.0,A. Davis makes 2-pt layup from 3 ft (assist by L. James),,80,61
292,3,6:12.0,,D. Mitchell misses 2-pt layup from 3 ft,80,61
293,3,6:08.0,,Offensive rebound by R. Gobert,80,61
294,3,6:08.0,,R. Gobert makes 2-pt layup at rim,80,63
295,3,5:58.0,K. Caldwell-Pope makes 2-pt layup from 3 ft (assist by L. James),,82,63
296,3,5:48.0,,Personal foul by L. James (drawn by J. Ingles),82,63
297,3,5:39.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by R. Gobert),82,66
298,3,5:21.0,K. Caldwell-Pope makes 2-pt layup from 3 ft (assist by L. James),,84,66
299,3,5:09.0,,R. Gobert makes 2-pt dunk from 3 ft (assist by D. Mitchell),84,68
300,3,5:09.0,,Shooting foul by J. McGee (drawn by R. Gobert),84,68
301,3,5:09.0,K. Kuzma enters the game for D. Green,,84,68
302,3,5:09.0,R. Rondo enters the game for J. McGee,,84,68
303,3,5:09.0,,R. Gobert misses free throw 1 of 1,84,68
304,3,5:07.0,Defensive rebound by L. James,,84,68
305,3,4:52.0,K. Kuzma misses 2-pt jump shot from 20 ft,,84,68
306,3,4:48.0,,Defensive rebound by R. O'Neale,84,68
307,3,4:41.0,,Shooting foul by R. Rondo (drawn by B. Bogdanović),84,68
308,3,4:41.0,,B. Bogdanović makes free throw 1 of 2,84,69
309,3,4:41.0,,B. Bogdanović makes free throw 2 of 2,84,70
310,3,4:27.0,L. James misses 3-pt jump shot from 27 ft,,84,70
311,3,4:25.0,,Defensive rebound by R. O'Neale,84,70
312,3,4:18.0,,D. Mitchell makes 2-pt layup from 4 ft,84,72
313,3,4:05.0,L. James misses 2-pt layup from 4 ft,,84,72
314,3,4:02.0,Offensive rebound by A. Davis,,84,72
315,3,4:01.0,A. Davis makes 2-pt jump shot from 11 ft,,86,72
316,3,3:52.0,,Personal foul by K. Caldwell-Pope (drawn by D. Mitchell),86,72
317,3,3:52.0,,D. Mitchell makes free throw 1 of 2,86,73
318,3,3:52.0,A. Caruso enters the game for L. James,,86,73
319,3,3:52.0,,E. Davis enters the game for R. Gobert,86,73
320,3,3:52.0,,G. Niang enters the game for J. Ingles,86,73
321,3,3:52.0,,D. Mitchell misses free throw 2 of 2,86,73
322,3,3:50.0,Defensive rebound by R. Rondo,,86,73
323,3,3:35.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,86,73
324,3,3:31.0,,Defensive rebound by E. Davis,86,73
325,3,3:25.0,,B. Bogdanović misses 2-pt jump shot from 10 ft,86,73
326,3,3:22.0,,Offensive rebound by B. Bogdanović,86,73
327,3,3:20.0,,B. Bogdanović misses 2-pt jump shot from 6 ft,86,73
328,3,3:18.0,Defensive rebound by A. Davis,,86,73
329,3,3:12.0,Personal foul by E. Davis (drawn by A. Davis),,86,73
330,3,3:12.0,A. Davis makes free throw 1 of 2,,87,73
331,3,3:12.0,A. Davis makes free throw 2 of 2,,88,73
332,3,2:58.0,,Turnover by B. Bogdanović (lost ball; steal by K. Kuzma),88,73
333,3,2:43.0,R. Rondo misses 2-pt layup from 7 ft,,88,73
334,3,2:41.0,,Defensive rebound by E. Davis,88,73
335,3,2:32.0,,D. Mitchell misses 2-pt jump shot from 4 ft (block by A. Davis),88,73
336,3,2:32.0,,Offensive rebound by Team,88,73
337,3,2:32.0,,Utah full timeout,88,73
338,3,2:32.0,,D. Exum enters the game for B. Bogdanović,88,73
339,3,2:32.0,,J. Ingles enters the game for D. Mitchell,88,73
340,3,2:31.0,,J. Ingles misses 3-pt jump shot from 27 ft,88,73
341,3,2:28.0,Defensive rebound by A. Caruso,,88,73
342,3,2:09.0,A. Davis makes 2-pt dunk from 2 ft,,90,73
343,3,1:49.0,,G. Niang misses 2-pt jump shot from 5 ft (block by A. Davis),90,73
344,3,1:49.0,,Offensive rebound by Team,90,73
345,3,1:49.0,T. Daniels enters the game for K. Caldwell-Pope,,90,73
346,3,1:44.0,,Turnover by Team (shot clock),90,73
347,3,1:24.0,A. Caruso makes 2-pt layup from 3 ft,,92,73
348,3,1:11.0,,Personal foul by T. Daniels (drawn by R. O'Neale),92,73
349,3,1:11.0,,R. O'Neale makes free throw 1 of 2,92,74
350,3,1:11.0,D. Howard enters the game for A. Davis,,92,74
351,3,1:11.0,,R. Gobert enters the game for E. Davis,92,74
352,3,1:11.0,,R. O'Neale makes free throw 2 of 2,92,75
353,3,0:56.0,R. Rondo misses 2-pt hook shot from 5 ft,,92,75
354,3,0:53.0,Offensive rebound by Team,,92,75
355,3,0:51.0,D. Howard makes 2-pt jump shot from 19 ft (assist by A. Caruso),,94,75
356,3,0:35.0,,Turnover by R. O'Neale (lost ball; steal by T. Daniels),94,75
357,3,0:15.0,R. Rondo misses 2-pt jump shot from 18 ft,,94,75
358,3,0:12.0,,Defensive rebound by R. Gobert,94,75
359,3,0:01.0,,Turnover by R. Gobert (lost ball; steal by A. Caruso),94,75
360,4,11:45.0,K. Kuzma makes 2-pt layup from 3 ft (assist by R. Rondo),,96,75
361,4,11:29.0,,Turnover by J. Ingles (lost ball; steal by R. Rondo),96,75
362,4,11:25.0,L. James makes 2-pt dunk from 8 ft (assist by R. Rondo),,98,75
363,4,11:11.0,,J. Green misses 2-pt dunk from 6 ft (block by D. Howard),98,75
364,4,11:06.0,Defensive rebound by L. James,,98,75
365,4,11:04.0,Turnover by K. Kuzma (traveling),,98,75
366,4,11:04.0,,B. Bogdanović enters the game for G. Niang,98,75
367,4,10:48.0,,E. Mudiay makes 2-pt jump shot from 8 ft (assist by J. Ingles),98,77
368,4,10:31.0,L. James misses 2-pt jump shot from 16 ft,,98,77
369,4,10:28.0,,Defensive rebound by J. Green,98,77
370,4,10:12.0,,J. Green makes 3-pt jump shot from 26 ft (assist by J. Ingles),98,80
371,4,9:47.0,A. Caruso misses 2-pt jump shot from 18 ft,,98,80
372,4,9:45.0,,Defensive rebound by R. Gobert,98,80
373,4,9:37.0,,Personal foul by R. Rondo (drawn by E. Mudiay),98,80
374,4,9:37.0,,D. Mitchell enters the game for J. Ingles,98,80
375,4,9:28.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,98,80
376,4,9:25.0,Defensive rebound by K. Kuzma,,98,80
377,4,9:08.0,K. Kuzma misses 2-pt jump shot from 7 ft,,98,80
378,4,9:08.0,,Defensive rebound by Team,98,80
379,4,9:08.0,Loose ball foul by L. James (drawn by E. Mudiay),,98,80
380,4,8:57.0,,Turnover by D. Mitchell (bad pass; steal by L. James),98,80
381,4,8:54.0,Personal take foul by B. Bogdanović (drawn by L. James),,98,80
382,4,8:46.0,R. Rondo makes 3-pt jump shot from 25 ft,,101,80
383,4,8:28.0,,R. Gobert misses 2-pt layup from 3 ft (block by D. Howard),101,80
384,4,8:28.0,Defensive rebound by R. Rondo,,101,80
385,4,8:22.0,R. Rondo makes 2-pt layup from 1 ft,,103,80
