,QUARTER,TIME_REMAINING,DETROIT_ACTION,DENVER_ACTION,DETROIT_SCORE,DENVER_SCORE
390,4,4:48.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by M. Morris),82,102
391,4,4:24.0,B. Knight misses 3-pt jump shot from 25 ft,,82,102
392,4,4:21.0,Offensive rebound by J. Henson,,82,102
393,4,4:19.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by T. Snell),,85,102
394,4,4:05.0,,M. Porter misses 3-pt jump shot from 26 ft,85,102
395,4,4:03.0,Defensive rebound by T. Snell,,85,102
396,4,4:00.0,L. Galloway misses 3-pt jump shot from 25 ft,,85,102
397,4,3:59.0,Offensive rebound by Team,,85,102
398,4,3:59.0,,Loose ball foul by M. Morris (drawn by C. Wood),85,102
399,4,3:59.0,,Denver full timeout,85,102
400,4,3:59.0,D. Rose enters the game for L. Galloway,,85,102
401,4,3:59.0,,W. Barton enters the game for M. Morris,85,102
402,4,3:59.0,,J. Murray enters the game for M. Porter,85,102
403,4,3:59.0,C. Wood makes free throw 1 of 2,,86,102
404,4,3:59.0,C. Wood makes free throw 2 of 2,,87,102
405,4,3:44.0,,W. Barton misses 2-pt jump shot from 18 ft,87,102
406,4,3:39.0,Defensive rebound by C. Wood,,87,102
407,4,3:27.0,Turnover by D. Rose (bad pass; steal by W. Barton),,87,102
408,4,3:17.0,,J. Grant makes 2-pt jump shot from 20 ft (assist by N. Jokić),87,104
409,4,3:00.0,T. Snell makes 3-pt jump shot from 26 ft (assist by B. Knight),,90,104
410,4,2:37.0,,J. Murray makes 3-pt jump shot from 24 ft (assist by G. Harris),90,107
411,4,2:11.0,C. Wood misses 3-pt jump shot from 23 ft,,90,107
412,4,2:06.0,,Defensive rebound by G. Harris,90,107
413,4,1:56.0,,J. Murray misses 2-pt layup from 2 ft (block by J. Henson),90,107
414,4,1:55.0,Defensive rebound by C. Wood,,90,107
415,4,1:49.0,C. Wood makes 2-pt dunk at rim (assist by J. Henson),,92,107
416,4,1:41.0,,Personal foul by J. Henson (drawn by J. Grant),92,107
417,4,1:41.0,S. Doumbouya enters the game for J. Henson,,92,107
418,4,1:41.0,D. Hall enters the game for B. Knight,,92,107
419,4,1:41.0,K. Thomas enters the game for D. Rose,,92,107
420,4,1:41.0,D. Walton enters the game for T. Snell,,92,107
421,4,1:41.0,,P. Dozier enters the game for G. Harris,92,107
422,4,1:41.0,,M. Porter enters the game for N. Jokić,92,107
423,4,1:41.0,,N. Vonleh enters the game for J. Murray,92,107
424,4,1:33.0,,N. Vonleh makes 2-pt hook shot from 7 ft (assist by P. Dozier),92,109
425,4,1:12.0,S. Doumbouya misses 3-pt jump shot from 24 ft,,92,109
426,4,1:09.0,,Defensive rebound by Team,92,109
427,4,0:54.0,,J. Grant makes 3-pt jump shot from 24 ft (assist by P. Dozier),92,112
428,4,0:46.0,K. Thomas makes 3-pt jump shot from 25 ft (assist by D. Hall),,95,112
429,4,0:30.0,,P. Dozier misses 2-pt jump shot from 12 ft,95,112
430,4,0:28.0,,Offensive rebound by N. Vonleh,95,112
431,4,0:22.0,,J. Grant makes 3-pt jump shot from 24 ft (assist by N. Vonleh),95,115
432,4,0:10.0,Personal foul by J. Grant (drawn by C. Wood),,95,115
433,4,0:10.0,C. Wood makes free throw 1 of 2,,96,115
434,4,0:10.0,C. Wood misses free throw 2 of 2,,96,115
435,4,0:08.0,Offensive rebound by C. Wood,,96,115
436,4,0:07.0,C. Wood misses 2-pt layup from 3 ft,,96,115
437,4,0:06.0,Offensive rebound by D. Hall,,96,115
438,4,0:06.0,D. Hall makes 2-pt dunk from 1 ft,,98,115
