,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MEMPHIS_ACTION,CHARLOTTE_SCORE,MEMPHIS_SCORE
384,4,8:25.0,,K. Anderson misses 3-pt jump shot from 24 ft,87,97
385,4,8:21.0,,Offensive rebound by G. Allen,87,97
386,4,8:17.0,,T. Jones misses 2-pt jump shot from 13 ft,87,97
387,4,8:16.0,,Offensive rebound by T. Jones,87,97
388,4,8:11.0,,G. Allen misses 3-pt jump shot from 23 ft,87,97
389,4,8:07.0,,Offensive rebound by K. Anderson,87,97
390,4,8:06.0,,K. Anderson misses 2-pt layup from 3 ft,87,97
391,4,8:05.0,,Offensive rebound by K. Anderson,87,97
392,4,8:03.0,,K. Anderson misses 2-pt jump shot from 5 ft,87,97
393,4,7:59.0,Defensive rebound by D. Graham,,87,97
394,4,7:51.0,D. Graham misses 2-pt jump shot from 15 ft,,87,97
395,4,7:48.0,,Defensive rebound by G. Allen,87,97
396,4,7:34.0,,Turnover by J. Valančiūnas (3 sec),87,97
397,4,7:34.0,,D. Brooks enters the game for G. Allen,87,97
398,4,7:34.0,,D. Melton enters the game for K. Anderson,87,97
399,4,7:34.0,Charlotte full timeout,,87,97
400,4,7:34.0,P. Washington enters the game for M. Williams,,87,97
401,4,7:34.0,,B. Clarke enters the game for S. Hill,87,97
402,4,7:34.0,,J. Jackson enters the game for T. Jones,87,97
403,4,7:34.0,,J. Morant enters the game for J. Valančiūnas,87,97
404,4,7:19.0,Shooting foul by J. Morant (drawn by C. Zeller),,87,97
405,4,7:19.0,C. Zeller misses free throw 1 of 2,,87,97
406,4,7:19.0,Offensive rebound by Team,,87,97
407,4,7:19.0,C. Zeller makes free throw 2 of 2,,88,97
408,4,7:08.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by B. Clarke),88,99
409,4,6:48.0,P. Washington makes 3-pt jump shot from 23 ft (assist by D. Graham),,91,99
410,4,6:34.0,,D. Brooks makes 2-pt jump shot from 12 ft (assist by D. Melton),91,101
411,4,6:19.0,P. Washington misses 3-pt jump shot from 25 ft,,91,101
412,4,6:16.0,,Defensive rebound by J. Jackson,91,101
413,4,6:04.0,,J. Jackson misses 2-pt dunk at rim,91,101
414,4,6:01.0,,Offensive rebound by J. Jackson,91,101
415,4,5:59.0,,D. Brooks makes 2-pt jump shot from 11 ft (assist by B. Clarke),91,103
416,4,5:44.0,M. Monk misses 2-pt jump shot from 9 ft,,91,103
417,4,5:43.0,Offensive rebound by M. Monk,,91,103
418,4,5:41.0,M. Monk misses 2-pt hook shot from 6 ft,,91,103
419,4,5:41.0,,Defensive rebound by D. Melton,91,103
420,4,5:21.0,,D. Brooks makes 2-pt jump shot from 11 ft,91,105
421,4,5:20.0,Charlotte full timeout,,91,105
422,4,5:20.0,M. Bridges enters the game for M. Monk,,91,105
423,4,5:20.0,M. Williams enters the game for C. Zeller,,91,105
424,4,4:56.0,D. Graham misses 3-pt jump shot from 25 ft,,91,105
425,4,4:52.0,,Defensive rebound by B. Clarke,91,105
426,4,4:40.0,,Turnover by B. Clarke (lost ball; steal by M. Williams),91,105
427,4,4:36.0,Personal foul by D. Brooks (drawn by T. Rozier),,91,105
428,4,4:25.0,P. Washington makes 3-pt jump shot from 23 ft (assist by T. Rozier),,94,105
429,4,4:08.0,,B. Clarke misses 2-pt layup from 3 ft,94,105
430,4,4:07.0,,Offensive rebound by B. Clarke,94,105
431,4,4:07.0,,B. Clarke makes 2-pt layup from 2 ft,94,107
432,4,4:07.0,,Shooting foul by T. Rozier (drawn by B. Clarke),94,107
433,4,4:07.0,,G. Allen enters the game for D. Melton,94,107
434,4,4:07.0,,B. Clarke makes free throw 1 of 1,94,108
435,4,3:56.0,P. Washington misses 2-pt jump shot from 20 ft,,94,108
436,4,3:53.0,,Defensive rebound by J. Jackson,94,108
437,4,3:40.0,,D. Brooks misses 2-pt jump shot from 22 ft,94,108
438,4,3:37.0,Defensive rebound by M. Bridges,,94,108
439,4,3:31.0,M. Bridges makes 2-pt jump shot from 4 ft,,96,108
440,4,3:17.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by D. Brooks),96,111
441,4,3:01.0,Personal foul by D. Brooks (drawn by P. Washington),,96,111
442,4,3:01.0,M. Monk enters the game for T. Rozier,,96,111
443,4,3:01.0,,D. Melton enters the game for D. Brooks,96,111
444,4,2:58.0,M. Monk misses 2-pt layup from 4 ft (block by J. Jackson),,96,111
445,4,2:56.0,,Defensive rebound by J. Jackson,96,111
446,4,2:39.0,,J. Jackson makes 2-pt layup from 2 ft (assist by G. Allen),96,113
447,4,2:30.0,D. Graham misses 3-pt jump shot from 26 ft,,96,113
448,4,2:27.0,,Defensive rebound by J. Morant,96,113
449,4,2:20.0,,B. Clarke makes 2-pt dunk from 1 ft (assist by J. Morant),96,115
450,4,2:19.0,Charlotte full timeout,,96,115
451,4,2:19.0,D. Bacon enters the game for D. Graham,,96,115
452,4,2:19.0,W. Hernangómez enters the game for P. Washington,,96,115
453,4,2:19.0,C. Martin enters the game for M. Williams,,96,115
454,4,2:10.0,M. Bridges makes 2-pt layup from 1 ft (assist by C. Martin),,98,115
455,4,1:53.0,,Shooting foul by W. Hernangómez (drawn by J. Morant),98,115
456,4,1:53.0,,J. Morant makes free throw 1 of 2,98,116
457,4,1:53.0,,J. Morant makes free throw 2 of 2,98,117
458,4,1:33.0,M. Bridges makes 2-pt dunk at rim (assist by D. Bacon),,100,117
459,4,1:28.0,,Memphis full timeout,100,117
460,4,1:28.0,,B. Caboclo enters the game for B. Clarke,100,117
461,4,1:28.0,,S. Hill enters the game for J. Jackson,100,117
462,4,1:28.0,,T. Jones enters the game for D. Melton,100,117
463,4,1:28.0,,J. Konchar enters the game for J. Morant,100,117
464,4,1:17.0,,Turnover by G. Allen (lost ball; steal by C. Martin),100,117
465,4,1:12.0,M. Bridges misses 2-pt layup from 3 ft,,100,117
466,4,1:08.0,,Defensive rebound by J. Konchar,100,117
467,4,0:57.0,,B. Caboclo misses 3-pt jump shot from 23 ft,100,117
468,4,0:54.0,Defensive rebound by M. Bridges,,100,117
469,4,0:44.0,W. Hernangómez makes 2-pt hook shot from 8 ft,,102,117
470,4,0:24.0,,G. Allen misses 2-pt jump shot from 12 ft,102,117
471,4,0:21.0,Defensive rebound by Team,,102,117
472,4,0:21.0,,Loose ball foul by S. Hill (drawn by W. Hernangómez),102,117
473,4,0:21.0,W. Hernangómez makes free throw 1 of 2,,103,117
474,4,0:21.0,W. Hernangómez misses free throw 2 of 2,,103,117
475,4,0:19.0,Offensive rebound by W. Hernangómez,,103,117
476,4,0:17.0,Shooting foul by B. Caboclo (drawn by W. Hernangómez),,103,117
477,4,0:17.0,W. Hernangómez misses free throw 1 of 2,,103,117
478,4,0:17.0,Offensive rebound by Team,,103,117
479,4,0:17.0,W. Hernangómez makes free throw 2 of 2,,104,117
