,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MINNESOTA_ACTION,CHARLOTTE_SCORE,MINNESOTA_SCORE
55,1,6:29.0,Shooting foul by J. Johnson (drawn by B. Biyombo),,10,18
56,1,6:29.0,B. Biyombo misses free throw 1 of 2,,10,18
57,1,6:29.0,Offensive rebound by Team,,10,18
58,1,6:29.0,M. Monk enters the game for C. Martin,,10,18
59,1,6:29.0,B. Biyombo makes free throw 2 of 2,,11,18
60,1,6:14.0,,Shooting foul by M. Bridges (drawn by J. Hernangómez),11,18
61,1,6:14.0,,J. Hernangómez makes free throw 1 of 3,11,19
62,1,6:14.0,,J. Hernangómez makes free throw 2 of 3,11,20
63,1,6:14.0,P. Washington enters the game for M. Bridges,,11,20
64,1,6:14.0,,J. Hernangómez makes free throw 3 of 3,11,21
65,1,5:52.0,J. McDaniels makes 3-pt jump shot from 23 ft (assist by M. Monk),,14,21
66,1,5:40.0,,M. Beasley misses 2-pt jump shot from 18 ft,14,21
67,1,5:36.0,,Offensive rebound by D. Russell,14,21
68,1,5:34.0,,J. Okogie makes 2-pt layup from 1 ft (assist by D. Russell),14,23
69,1,5:11.0,D. Graham makes 2-pt layup from 1 ft (assist by B. Biyombo),,16,23
70,1,5:03.0,,M. Beasley makes 3-pt jump shot from 23 ft (assist by J. Okogie),16,26
71,1,4:42.0,B. Biyombo makes 2-pt dunk from 1 ft (assist by D. Graham),,18,26
72,1,4:32.0,,M. Beasley misses 3-pt jump shot from 25 ft,18,26
73,1,4:28.0,Defensive rebound by D. Graham,,18,26
74,1,4:23.0,M. Monk misses 3-pt jump shot from 25 ft,,18,26
75,1,4:20.0,,Defensive rebound by J. Hernangómez,18,26
76,1,4:20.0,W. Hernangómez enters the game for B. Biyombo,,18,26
77,1,4:20.0,,J. Culver enters the game for J. Johnson,18,26
78,1,4:20.0,,N. Reid enters the game for J. Okogie,18,26
79,1,4:14.0,,J. Culver makes 2-pt layup from 1 ft (assist by D. Russell),18,28
80,1,4:13.0,Charlotte full timeout,,18,28
81,1,4:01.0,P. Washington misses 3-pt jump shot from 25 ft,,18,28
82,1,3:59.0,,Defensive rebound by J. Culver,18,28
83,1,3:48.0,,D. Russell misses 2-pt layup from 3 ft,18,28
84,1,3:47.0,Defensive rebound by Team,,18,28
85,1,3:31.0,Turnover by M. Monk (traveling),,18,28
86,1,3:20.0,,N. Reid misses 3-pt jump shot from 25 ft,18,28
87,1,3:19.0,,Offensive rebound by Team,18,28
88,1,3:11.0,,Shooting foul by P. Washington (drawn by D. Russell),18,28
89,1,3:11.0,,D. Russell makes free throw 1 of 2,18,29
90,1,3:11.0,,D. Russell makes free throw 2 of 2,18,30
91,1,2:52.0,D. Graham misses 3-pt jump shot from 25 ft,,18,30
92,1,2:48.0,,Defensive rebound by J. Hernangómez,18,30
93,1,2:33.0,,Turnover by M. Beasley (lost ball; steal by M. Monk),18,30
94,1,2:28.0,Turnover by P. Washington (traveling),,18,30
95,1,2:28.0,D. Bacon enters the game for D. Graham,,18,30
96,1,2:28.0,,J. McLaughlin enters the game for M. Beasley,18,30
97,1,2:13.0,,D. Russell misses 2-pt jump shot from 17 ft,18,30
98,1,2:10.0,Defensive rebound by W. Hernangómez,,18,30
99,1,2:01.0,M. Monk makes 3-pt jump shot from 24 ft (assist by J. McDaniels),,21,30
100,1,1:47.0,,J. Hernangómez misses 3-pt jump shot from 23 ft,21,30
101,1,1:45.0,Defensive rebound by D. Bacon,,21,30
102,1,1:37.0,D. Bacon misses 2-pt layup from 1 ft,,21,30
103,1,1:35.0,,Defensive rebound by N. Reid,21,30
104,1,1:26.0,,Shooting foul by P. Washington (drawn by N. Reid),21,30
105,1,1:26.0,,N. Reid makes free throw 1 of 2,21,31
106,1,1:26.0,M. Bridges enters the game for P. Washington,,21,31
107,1,1:26.0,,A. Crabbe enters the game for J. Hernangómez,21,31
108,1,1:26.0,,J. Johnson enters the game for D. Russell,21,31
109,1,1:26.0,,N. Reid makes free throw 2 of 2,21,32
110,1,1:10.0,Turnover by M. Bridges (bad pass; steal by J. Johnson),,21,32
111,1,1:02.0,,Turnover by J. Culver (bad pass; steal by M. Bridges),21,32
112,1,0:57.0,M. Monk makes 2-pt layup from 1 ft,,23,32
113,1,0:40.0,,Shooting foul by W. Hernangómez (drawn by N. Reid),23,32
114,1,0:40.0,,N. Reid makes free throw 1 of 2,23,33
115,1,0:40.0,,N. Reid makes free throw 2 of 2,23,34
116,1,0:29.0,M. Bridges makes 3-pt jump shot from 25 ft (assist by M. Monk),,26,34
117,1,0:09.0,,N. Reid makes 2-pt hook shot from 3 ft (assist by J. Johnson),26,36
118,1,0:01.0,W. Hernangómez makes 2-pt jump shot from 5 ft (assist by M. Monk),,28,36
119,1,0:00.0,,J. McLaughlin misses 3-pt jump shot from 60 ft,28,36
120,1,0:00.0,,Offensive rebound by Team,28,36
121,2,11:45.0,,A. Crabbe misses 3-pt jump shot from 25 ft,28,36
122,2,11:43.0,Defensive rebound by P. Washington,,28,36
123,2,11:28.0,Personal foul by N. Reid (drawn by P. Washington),,28,36
124,2,11:22.0,M. Monk makes 2-pt layup from 1 ft,,30,36
125,2,11:06.0,,J. McLaughlin makes 3-pt jump shot from 25 ft (assist by J. Johnson),30,39
126,2,10:51.0,Personal foul by N. Reid (drawn by P. Washington),,30,39
127,2,10:43.0,P. Washington misses 2-pt layup from 2 ft,,30,39
128,2,10:42.0,,Defensive rebound by J. Johnson,30,39
129,2,10:36.0,,A. Crabbe misses 3-pt jump shot from 24 ft,30,39
130,2,10:33.0,Defensive rebound by M. Monk,,30,39
131,2,10:27.0,M. Bridges misses 3-pt jump shot from 25 ft,,30,39
132,2,10:24.0,,Defensive rebound by A. Crabbe,30,39
133,2,10:16.0,,N. Reid misses 3-pt jump shot from 24 ft,30,39
134,2,10:15.0,Defensive rebound by Team,,30,39
135,2,10:02.0,M. Monk misses 2-pt layup from 1 ft,,30,39
136,2,9:59.0,,Defensive rebound by N. Reid,30,39
137,2,9:56.0,,Turnover by J. Johnson (bad pass),30,39
138,2,9:38.0,D. Bacon misses 2-pt layup from 4 ft (block by N. Reid),,30,39
139,2,9:35.0,,Defensive rebound by J. Johnson,30,39
140,2,9:33.0,,J. Johnson makes 2-pt layup from 1 ft,30,41
141,2,9:12.0,P. Washington misses 3-pt jump shot from 25 ft,,30,41
142,2,9:11.0,,Defensive rebound by J. Culver,30,41
143,2,9:11.0,B. Biyombo enters the game for M. Monk,,30,41
144,2,9:11.0,D. Graham enters the game for P. Washington,,30,41
145,2,9:11.0,,J. Hernangómez enters the game for N. Reid,30,41
146,2,8:54.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,30,41
147,2,8:51.0,Defensive rebound by C. Martin,,30,41
148,2,8:43.0,Turnover by D. Graham (bad pass; steal by J. Johnson),,30,41
149,2,8:39.0,,J. Hernangómez makes 2-pt layup from 2 ft,30,43
150,2,8:15.0,M. Bridges misses 3-pt jump shot from 26 ft,,30,43
151,2,8:14.0,Offensive rebound by Team,,30,43
152,2,8:14.0,Turnover by Team (shot clock),,30,43
153,2,8:05.0,,J. Hernangómez misses 2-pt layup from 1 ft,30,43
154,2,8:02.0,Defensive rebound by D. Bacon,,30,43
155,2,7:53.0,B. Biyombo makes 2-pt dunk from 1 ft (assist by D. Bacon),,32,43
156,2,7:31.0,,J. Johnson misses 2-pt layup from 3 ft,32,43
157,2,7:29.0,Defensive rebound by B. Biyombo,,32,43
158,2,7:27.0,Turnover by B. Biyombo (bad pass; steal by J. McLaughlin),,32,43
159,2,7:22.0,,J. Culver makes 2-pt layup from 1 ft (assist by J. McLaughlin),32,45
160,2,7:09.0,B. Biyombo makes 2-pt dunk from 1 ft (assist by D. Graham),,34,45
161,2,7:01.0,,Minnesota full timeout,34,45
162,2,7:01.0,J. McDaniels enters the game for D. Bacon,,34,45
163,2,7:01.0,,M. Beasley enters the game for A. Crabbe,34,45
164,2,7:01.0,,J. Okogie enters the game for J. Culver,34,45
165,2,7:01.0,,N. Reid enters the game for J. Johnson,34,45
166,2,7:01.0,,D. Russell enters the game for J. McLaughlin,34,45
167,2,6:53.0,,N. Reid makes 2-pt layup from 2 ft (assist by M. Beasley),34,47
168,2,6:37.0,M. Bridges misses 2-pt layup at rim,,34,47
169,2,6:34.0,,Defensive rebound by N. Reid,34,47
170,2,6:29.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by M. Beasley),34,50
171,2,6:17.0,D. Graham makes 3-pt jump shot from 25 ft,,37,50
172,2,5:56.0,,M. Beasley makes 3-pt jump shot from 25 ft,37,53
173,2,5:36.0,B. Biyombo makes 2-pt dunk from 1 ft (assist by D. Graham),,39,53
174,2,5:17.0,,M. Beasley makes 2-pt jump shot from 12 ft (assist by D. Russell),39,55
175,2,5:03.0,D. Graham misses 3-pt jump shot from 27 ft,,39,55
176,2,5:00.0,,Defensive rebound by D. Russell,39,55
177,2,4:56.0,,M. Beasley misses 3-pt jump shot from 25 ft,39,55
178,2,4:53.0,,Offensive rebound by N. Reid,39,55
179,2,4:51.0,,J. Okogie misses 3-pt jump shot from 23 ft,39,55
180,2,4:49.0,Defensive rebound by J. McDaniels,,39,55
181,2,4:39.0,Personal foul by D. Russell (drawn by D. Graham),,39,55
182,2,4:39.0,M. Monk enters the game for C. Martin,,39,55
183,2,4:25.0,M. Monk misses 3-pt jump shot from 24 ft,,39,55
184,2,4:21.0,,Defensive rebound by M. Beasley,39,55
185,2,4:21.0,,Personal take foul by D. Graham (drawn by M. Beasley),39,55
186,2,4:14.0,,N. Reid makes 2-pt layup from 2 ft (assist by D. Russell),39,57
187,2,4:14.0,Violation by Team (def goaltending),,39,57
188,2,4:14.0,P. Washington enters the game for M. Bridges,,39,57
189,2,3:56.0,Charlotte full timeout,,39,57
190,2,3:49.0,B. Biyombo misses 2-pt jump shot from 16 ft,,39,57
191,2,3:47.0,,Defensive rebound by J. Hernangómez,39,57
192,2,3:33.0,,J. Hernangómez misses 2-pt jump shot from 9 ft,39,57
193,2,3:31.0,Defensive rebound by Team,,39,57
194,2,3:31.0,,Loose ball foul by N. Reid (drawn by B. Biyombo),39,57
195,2,3:31.0,,J. Johnson enters the game for N. Reid,39,57
196,2,3:22.0,M. Monk misses 3-pt jump shot from 24 ft,,39,57
197,2,3:19.0,Offensive rebound by B. Biyombo,,39,57
198,2,3:19.0,W. Hernangómez enters the game for B. Biyombo,,39,57
199,2,3:16.0,J. McDaniels makes 2-pt layup from 1 ft (assist by D. Graham),,41,57
200,2,3:16.0,Instant Replay (Challenge: Ruling Stands),,41,57
201,2,3:08.0,,M. Beasley misses 3-pt jump shot from 25 ft,41,57
202,2,3:05.0,Defensive rebound by J. McDaniels,,41,57
203,2,2:52.0,M. Monk makes 2-pt jump shot from 7 ft,,43,57
204,2,2:38.0,,J. Hernangómez misses 2-pt layup from 2 ft,43,57
205,2,2:34.0,Defensive rebound by P. Washington,,43,57
206,2,2:30.0,J. McDaniels makes 3-pt jump shot from 23 ft (assist by D. Graham),,46,57
207,2,2:10.0,,D. Russell misses 3-pt jump shot from 27 ft,46,57
208,2,2:07.0,,Offensive rebound by J. Johnson,46,57
209,2,1:59.0,,D. Russell misses 3-pt jump shot from 25 ft,46,57
210,2,1:56.0,,Offensive rebound by J. Okogie,46,57
211,2,1:56.0,,J. Okogie misses 2-pt layup at rim,46,57
212,2,1:53.0,Defensive rebound by J. McDaniels,,46,57
213,2,1:50.0,D. Graham makes 2-pt layup from 2 ft (assist by P. Washington),,48,57
214,2,1:50.0,Shooting foul by J. Johnson (drawn by D. Graham),,48,57
215,2,1:50.0,D. Graham misses free throw 1 of 1,,48,57
216,2,1:50.0,,Defensive rebound by J. Johnson,48,57
217,2,1:41.0,,J. Okogie makes 2-pt layup from 3 ft (assist by J. Johnson),48,59
218,2,1:25.0,D. Graham misses 3-pt jump shot from 25 ft,,48,59
219,2,1:24.0,,Defensive rebound by D. Russell,48,59
220,2,1:16.0,,D. Russell makes 2-pt layup from 4 ft,48,61
221,2,1:16.0,,Shooting foul by J. McDaniels (drawn by D. Russell),48,61
222,2,1:16.0,,D. Russell makes free throw 1 of 1,48,62
223,2,0:56.0,P. Washington misses 2-pt jump shot from 7 ft,,48,62
224,2,0:55.0,,Defensive rebound by J. Hernangómez,48,62
225,2,0:48.0,,D. Russell makes 2-pt jump shot from 13 ft,48,64
226,2,0:27.0,Turnover by D. Graham (lost ball; steal by J. Okogie),,48,64
227,2,0:24.0,,M. Beasley makes 2-pt dunk from 2 ft (assist by J. Okogie),48,66
228,2,0:01.0,M. Monk misses 2-pt jump shot from 9 ft,,48,66
229,2,0:00.0,Offensive rebound by J. McDaniels,,48,66
230,2,0:00.0,J. McDaniels makes 2-pt layup from 1 ft,,50,66
231,2,0:00.0,Instant Replay (Request: Ruling Stands),,50,66
232,3,11:43.0,,Turnover by D. Russell (bad pass),50,66
233,3,11:25.0,M. Bridges makes 3-pt jump shot from 23 ft (assist by D. Graham),,53,66
234,3,11:14.0,,D. Russell makes 3-pt jump shot from 26 ft,53,69
235,3,11:05.0,C. Martin makes 3-pt jump shot from 23 ft (assist by B. Biyombo),,56,69
236,3,10:54.0,,D. Russell misses 3-pt jump shot from 27 ft,56,69
237,3,10:52.0,Defensive rebound by M. Bridges,,56,69
238,3,10:34.0,D. Graham misses 2-pt layup from 1 ft,,56,69
239,3,10:33.0,,Defensive rebound by N. Reid,56,69
240,3,10:30.0,,Personal take foul by P. Washington (drawn by J. Okogie),56,69
241,3,10:20.0,,D. Russell makes 2-pt layup from 4 ft,56,71
242,3,10:01.0,M. Bridges makes 2-pt layup from 1 ft,,58,71
243,3,9:47.0,,Shooting foul by M. Bridges (drawn by J. Hernangómez),58,71
244,3,9:47.0,,J. Hernangómez misses free throw 1 of 2,58,71
245,3,9:47.0,,Offensive rebound by Team,58,71
246,3,9:47.0,,J. Hernangómez misses free throw 2 of 2,58,71
247,3,9:45.0,Defensive rebound by P. Washington,,58,71
248,3,9:27.0,D. Graham makes 2-pt jump shot from 10 ft,,60,71
249,3,9:09.0,,M. Beasley misses 2-pt jump shot from 19 ft,60,71
250,3,9:06.0,Defensive rebound by B. Biyombo,,60,71
251,3,8:50.0,D. Graham makes 3-pt jump shot from 26 ft (assist by M. Bridges),,63,71
252,3,8:35.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,63,71
253,3,8:33.0,Defensive rebound by D. Graham,,63,71
254,3,8:29.0,Shooting foul by D. Russell (drawn by D. Graham),,63,71
255,3,8:29.0,D. Graham makes free throw 1 of 2,,64,71
256,3,8:29.0,D. Graham makes free throw 2 of 2,,65,71
257,3,8:23.0,,Minnesota full timeout,65,71
258,3,8:15.0,,M. Beasley misses 3-pt jump shot from 26 ft,65,71
259,3,8:11.0,Defensive rebound by D. Graham,,65,71
260,3,7:55.0,D. Graham misses 2-pt layup from 1 ft,,65,71
261,3,7:53.0,,Defensive rebound by N. Reid,65,71
262,3,7:46.0,,N. Reid makes 2-pt jump shot from 7 ft (assist by J. Okogie),65,73
263,3,7:27.0,C. Martin misses 3-pt jump shot from 25 ft,,65,73
264,3,7:25.0,Offensive rebound by B. Biyombo,,65,73
265,3,7:18.0,D. Graham misses 2-pt layup from 1 ft,,65,73
266,3,7:16.0,Offensive rebound by P. Washington,,65,73
267,3,7:16.0,P. Washington makes 2-pt layup at rim,,67,73
268,3,7:02.0,,J. Hernangómez misses 3-pt jump shot from 23 ft,67,73
269,3,7:01.0,,Offensive rebound by Team,67,73
270,3,7:01.0,J. McDaniels enters the game for M. Bridges,,67,73
271,3,6:55.0,,D. Russell makes 3-pt jump shot from 26 ft,67,76
272,3,6:41.0,C. Martin makes 2-pt dunk from 1 ft (assist by D. Graham),,69,76
273,3,6:29.0,,J. Okogie misses 2-pt dunk from 1 ft (block by B. Biyombo),69,76
274,3,6:27.0,Defensive rebound by C. Martin,,69,76
275,3,6:26.0,D. Graham misses 3-pt jump shot from 25 ft,,69,76
276,3,6:25.0,Offensive rebound by Team,,69,76
277,3,6:25.0,,Loose ball foul by N. Reid (drawn by B. Biyombo),69,76
278,3,6:25.0,,J. Culver enters the game for J. Okogie,69,76
279,3,6:25.0,,J. Johnson enters the game for N. Reid,69,76
280,3,6:19.0,Turnover by D. Graham (lost ball; steal by D. Russell),,69,76
281,3,6:16.0,,Turnover by D. Russell (lost ball; steal by J. McDaniels),69,76
282,3,6:02.0,C. Martin misses 2-pt jump shot from 20 ft,,69,76
283,3,6:00.0,,Defensive rebound by J. Hernangómez,69,76
284,3,5:43.0,,M. Beasley misses 2-pt layup from 3 ft,69,76
285,3,5:43.0,,Offensive rebound by Team,69,76
286,3,5:43.0,Loose ball foul by J. McDaniels (drawn by J. Hernangómez),,69,76
287,3,5:43.0,W. Hernangómez enters the game for B. Biyombo,,69,76
288,3,5:43.0,M. Monk enters the game for C. Martin,,69,76
289,3,5:35.0,,D. Russell misses 2-pt jump shot from 9 ft,69,76
290,3,5:34.0,Defensive rebound by W. Hernangómez,,69,76
291,3,5:27.0,M. Monk misses 2-pt layup from 3 ft (block by J. Hernangómez),,69,76
292,3,5:21.0,,Defensive rebound by Team,69,76
293,3,5:21.0,,M. Beasley makes 2-pt dunk from 3 ft (assist by D. Russell),69,78
294,3,5:21.0,Charlotte full timeout,,69,78
295,3,5:21.0,,Technical foul by J. Borrego,69,78
296,3,5:21.0,,D. Russell makes technical free throw,69,79
297,3,5:11.0,P. Washington misses 2-pt layup from 3 ft (block by D. Russell),,69,79
298,3,5:09.0,,Defensive rebound by D. Russell,69,79
299,3,5:05.0,,M. Beasley misses 2-pt layup from 3 ft,69,79
300,3,5:03.0,,Offensive rebound by J. Hernangómez,69,79
301,3,5:03.0,,J. Hernangómez misses 2-pt layup from 3 ft,69,79
302,3,5:02.0,Defensive rebound by W. Hernangómez,,69,79
303,3,4:50.0,M. Monk makes 2-pt layup from 3 ft,,71,79
304,3,4:30.0,,D. Russell misses 3-pt jump shot from 23 ft,71,79
305,3,4:27.0,Defensive rebound by J. McDaniels,,71,79
306,3,4:16.0,Turnover by M. Monk (bad pass; steal by J. Johnson),,71,79
307,3,4:08.0,,J. Hernangómez makes 2-pt layup from 2 ft (assist by D. Russell),71,81
308,3,4:08.0,M. Bridges enters the game for P. Washington,,71,81
309,3,3:48.0,M. Bridges misses 2-pt jump shot from 16 ft,,71,81
310,3,3:46.0,,Defensive rebound by D. Russell,71,81
311,3,3:39.0,,M. Beasley makes 3-pt jump shot from 26 ft (assist by D. Russell),71,84
312,3,3:19.0,M. Monk misses 2-pt layup from 5 ft (block by J. Johnson),,71,84
313,3,3:17.0,,Defensive rebound by D. Russell,71,84
314,3,3:14.0,,M. Beasley misses 3-pt jump shot from 23 ft,71,84
315,3,3:12.0,Defensive rebound by M. Monk,,71,84
316,3,2:52.0,M. Bridges misses 3-pt jump shot from 22 ft,,71,84
317,3,2:51.0,Offensive rebound by Team,,71,84
318,3,2:51.0,,Loose ball foul by J. Culver (drawn by W. Hernangómez),71,84
319,3,2:51.0,,A. Crabbe enters the game for M. Beasley,71,84
320,3,2:51.0,,J. McLaughlin enters the game for D. Russell,71,84
321,3,2:42.0,Shooting foul by J. Johnson (drawn by M. Monk),,71,84
322,3,2:42.0,M. Monk makes free throw 1 of 2,,72,84
323,3,2:42.0,M. Monk makes free throw 2 of 2,,73,84
324,3,2:23.0,,J. Johnson misses 3-pt jump shot from 28 ft,73,84
325,3,2:20.0,Defensive rebound by M. Monk,,73,84
326,3,2:13.0,M. Monk makes 2-pt layup from 1 ft,,75,84
327,3,2:02.0,,J. McLaughlin makes 3-pt jump shot from 26 ft (assist by J. Johnson),75,87
328,3,1:42.0,M. Monk makes 3-pt jump shot from 25 ft (assist by D. Graham),,78,87
329,3,1:22.0,,Turnover by J. McLaughlin (bad pass; steal by W. Hernangómez),78,87
330,3,1:22.0,Personal foul by J. Johnson (drawn by W. Hernangómez),,78,87
331,3,1:22.0,W. Hernangómez misses free throw 1 of 2,,78,87
332,3,1:22.0,Offensive rebound by Team,,78,87
333,3,1:22.0,D. Bacon enters the game for D. Graham,,78,87
334,3,1:22.0,,J. Vanderbilt enters the game for J. Hernangómez,78,87
335,3,1:22.0,W. Hernangómez misses free throw 2 of 2,,78,87
336,3,1:18.0,,Defensive rebound by J. McLaughlin,78,87
337,3,1:09.0,,J. Culver misses 3-pt jump shot from 26 ft,78,87
338,3,1:06.0,Defensive rebound by M. Bridges,,78,87
339,3,0:55.0,M. Bridges makes 2-pt layup from 1 ft,,80,87
340,3,0:55.0,Shooting foul by A. Crabbe (drawn by M. Bridges),,80,87
341,3,0:55.0,M. Bridges makes free throw 1 of 1,,81,87
342,3,0:44.0,,Turnover by J. Culver (bad pass; steal by J. McDaniels),81,87
343,3,0:36.0,M. Monk misses 2-pt layup from 3 ft (block by J. McLaughlin),,81,87
344,3,0:33.0,,Defensive rebound by J. McLaughlin,81,87
345,3,0:29.0,,J. McLaughlin misses 2-pt layup from 2 ft,81,87
346,3,0:27.0,Defensive rebound by W. Hernangómez,,81,87
347,3,0:09.0,M. Bridges misses 3-pt jump shot from 25 ft,,81,87
348,3,0:04.0,,Defensive rebound by J. Vanderbilt,81,87
349,3,0:00.0,,J. Johnson misses 3-pt jump shot from 34 ft,81,87
350,3,0:00.0,Defensive rebound by D. Bacon,,81,87
351,4,11:48.0,M. Bridges misses 2-pt layup from 5 ft (block by J. Johnson),,81,87
352,4,11:45.0,,Defensive rebound by M. Beasley,81,87
353,4,11:44.0,,Shooting foul by C. Martin (drawn by J. Johnson),81,87
354,4,11:44.0,,J. Johnson misses free throw 1 of 2,81,87
355,4,11:44.0,,Offensive rebound by Team,81,87
356,4,11:44.0,,J. Johnson misses free throw 2 of 2,81,87
357,4,11:41.0,Defensive rebound by D. Bacon,,81,87
358,4,11:25.0,C. Martin makes 2-pt layup from 2 ft (assist by W. Hernangómez),,83,87
359,4,11:12.0,,Turnover by M. Beasley (traveling),83,87
360,4,10:55.0,D. Bacon misses 2-pt jump shot from 10 ft,,83,87
361,4,10:53.0,Offensive rebound by W. Hernangómez,,83,87
362,4,10:53.0,W. Hernangómez makes 2-pt layup at rim,,85,87
363,4,10:37.0,,Shooting foul by M. Monk (drawn by J. Vanderbilt),85,87
364,4,10:37.0,,J. Vanderbilt makes free throw 1 of 2,85,88
365,4,10:37.0,,J. Okogie enters the game for A. Crabbe,85,88
366,4,10:37.0,,J. Vanderbilt makes free throw 2 of 2,85,89
367,4,10:24.0,M. Monk makes 3-pt jump shot from 25 ft,,88,89
368,4,9:59.0,,M. Beasley misses 3-pt jump shot from 26 ft,88,89
369,4,9:57.0,Defensive rebound by C. Martin,,88,89
370,4,9:47.0,W. Hernangómez misses 3-pt jump shot from 25 ft,,88,89
371,4,9:47.0,,Defensive rebound by J. Okogie,88,89
372,4,9:33.0,,J. Vanderbilt misses 3-pt jump shot from 24 ft,88,89
373,4,9:31.0,Defensive rebound by M. Bridges,,88,89
374,4,9:23.0,Shooting foul by J. Okogie (drawn by C. Martin),,88,89
375,4,9:23.0,C. Martin makes free throw 1 of 2,,89,89
376,4,9:23.0,,J. Hernangómez enters the game for J. Johnson,89,89
377,4,9:23.0,,N. Reid enters the game for J. Vanderbilt,89,89
378,4,9:23.0,C. Martin misses free throw 2 of 2,,89,89
379,4,9:19.0,Offensive rebound by W. Hernangómez,,89,89
380,4,9:19.0,W. Hernangómez makes 2-pt layup at rim,,91,89
381,4,9:01.0,,M. Beasley misses 3-pt jump shot from 26 ft,91,89
382,4,8:58.0,Defensive rebound by W. Hernangómez,,91,89
